"ATTR_DATA_ID","OBJ_ID","VER_NBR","ROLE_MBR_ID","KIM_TYP_ID","KIM_ATTR_DEFN_ID","ATTR_VAL"
"KFS4038","KFS4038","1","KFS1706","30","13","YEBA"
"KFS4039","KFS4039","1","KFS1640","17","12","*"
"KFS4042","KFS4042","1","KFS1707","30","22","IU"
"KFS4043","KFS4043","1","KFS1707","30","24","UNIV"
"KFS4044","KFS4044","1","KFS1707","30","13","FPYE"
"KFS4045","KFS4045","1","KFS1708","30","22","IU"
"KFS4046","KFS4046","1","KFS1708","30","24","UNIV"
"KFS4047","KFS4047","1","KFS1708","30","13","LDYE"
"KFS4048","KFS4048","1","KFS1300","31","13","KFS"
"KFS4049","KFS4049","1","KFS1302","31","13","KFS"
"KFSMI6886-AD1","KFSMI6886-AD1","1","KFSMI6886-ROLE-P2","KFSMI6886-TYP","KFSMI6886-ATTRDEF","PRAP"
"KFS10000","KFS-TEM-ROLE-MBR-ATTR-DATA-000","1","KFS10268","KFS10250","22","IU"
"KFS10008","KFS-TEM-ROLE-MBR-ATTR-DATA-001","1","KFS10268","KFS10250","24","UNIV"
"KFS10001","KFS-TEM-ROLE-MBR-ATTR-DATA-002","1","KFS10268","KFS10250","25","Y"
"KFS10002","KFS-TEM-ROLE-MBR-ATTR-DATA-003","1","KFS10269","KFS10251","22","IU"
"KFS10009","KFS-TEM-ROLE-MBR-ATTR-DATA-004","1","KFS10269","KFS10251","24","UNIV"
"KFS10003","KFS-TEM-ROLE-MBR-ATTR-DATA-005","1","KFS10269","KFS10251","25","Y"
"KFS10004","KFS-TEM-ROLE-MBR-ATTR-DATA-006","1","KFS10278","KFS10254","KFS10238","TA"
"KFS10005","KFS-TEM-ROLE-MBR-ATTR-DATA-007","1","KFS10279","KFS10254","KFS10238","PSS"
"KFS10006","KFS-TEM-ROLE-MBR-ATTR-DATA-008","1","KFS10280","KFS10254","KFS10238","MSP"
"KFS10007","KFS-TEM-ROLE-MBR-ATTR-DATA-009","1","KFS10281","KFS10254","KFS10238","AP"
"KFS10435","KFS-TEM-ROLE-MBR-ATTR-DATA-010","1","KFS10434","36","4","KFS-SYS"
"KFS10436","KFS-TEM-ROLE-MBR-ATTR-DATA-011","1","KFS10434","36","22","BL"
"KFS10437","KFS-TEM-ROLE-MBR-ATTR-DATA-012","1","KFS10434","36","24","AUTM"
"KFS10694","KFS-TEM-ROLE-MBR-ATTR-DATA-013","1","KFS10693","KFS10681","22","BL"
"KFS10695","KFS-TEM-ROLE-MBR-ATTR-DATA-014","1","KFS10693","KFS10681","24","BL"
"KFS10696","KFS-TEM-ROLE-MBR-ATTR-DATA-015","1","KFS10693","KFS10681","KFS10682","10"
"KFS4051","KFS4051",1,"KFS1717","KFS10897","KFS10891","BL"
"KFS4052","KFS4052",1,"KFS1717","KFS10897","KFS10892","PSY"
"KFS4053","KFS4053",1,"KFS1713","KFS10897","KFS10891","BL"
"KFS4054","KFS4054",1,"KFS1713","KFS10897","KFS10892","PSY"
"KFS4055","KFS4055",1,"KFS1713","KFS10897","KFS10895","M"
"KFS4056","KFS4056",1,"KFS1713","KFS10897","KFS10896","M"
"KFS4057","KFS4057",1,"KFS1716","KFS10897","KFS10893","UA"
"KFS4058","KFS4058",1,"KFS1716","KFS10897","KFS10894","VPIT"
"KFS4059","KFS4059",1,"KFS1716","KFS10897","KFS10895","M"
"KFS4060","KFS4060",1,"KFS1716","KFS10897","KFS10896","M"
"KFS4061","KFS4061",1,"KFS1719","KFS10897","KFS10893","UA"
"KFS4062","KFS4062",1,"KFS1719","KFS10897","KFS10894","VPIT"
"KFS4063","KFS4063",1,"KFS1719","KFS10897","KFS10895","L"
"KFS4064","KFS4064",1,"KFS1719","KFS10897","KFS10896","L"
"KFS4065","KFS4065",1,"KFS1718","KFS10897","KFS10891","BL"
"KFS4066","KFS4066",1,"KFS1718","KFS10897","KFS10892","CHEM"
"KFS4067","KFS4067",1,"KFS1718","KFS10897","KFS10895","L"
"KFS4068","KFS4068",1,"KFS1718","KFS10897","KFS10896","M"
"KFS4069","KFS4069",1,"KFS1715","KFS10897","KFS10893","BL"
"KFS4070","KFS4070",1,"KFS1715","KFS10897","KFS10894","SRS"
"KFS4071","KFS4071",1,"KFS1715","KFS10897","KFS10895","M"
"KFS4072","KFS4072",1,"KFS1715","KFS10897","KFS10896","M"
"KFS4073","KFS4073",1,"KFS1712","KFS10897","KFS10893","BL"
"KFS4074","KFS4074",1,"KFS1712","KFS10897","KFS10894","SRS"
"KFS4077","KFS4077",1,"KFS1714","KFS10897","KFS10893","UA"
"KFS4078","KFS4078",1,"KFS1714","KFS10897","KFS10894","VPIT"
"KFS4079","KFS4079",1,"KFS1714","KFS10897","KFS10895","K"
"KFS4080","KFS4080",1,"KFS1714","KFS10897","KFS10896","L"
"KFS4081","KFS4081",1,"KFS1720","27","22","BL"
"KFS4082","KFS4082",1,"KFS1720","27","24","SRS"
"KFS4083","KFS4083",1,"KFS498","36","4","KFS-SYS"
"KFS4084","KFS4084",1,"KFS498","36","22","UA"
"KFS4085","KFS4085",1,"KFS498","36","24","VPIT"
"KFS4086","KFS4086",1,"KFS89","36","4","KFS-AR"
"KFS4087","KFS4087",1,"KFS89","36","22","UA"
"KFS4088","KFS4088",1,"KFS89","36","24","VPIT"
