"ENTITY_AFLTN_ID","OBJ_ID","ENTITY_ID","AFLTN_TYP_CD","CAMPUS_CD","DFLT_IND","ACTV_IND"
"3055","3055","3055","STAFF","IN","Y","Y"
"3056","3056","3056","STAFF","BL","Y","Y"
"3057","3057","3057","STAFF","BL","Y","Y"
"3058","3058","3058","STAFF","BL","Y","Y"
"3059","3059","3059","STAFF","EA","Y","Y"
"3060","3060","3060","STAFF","IN","Y","Y"
"3061","3061","3061","STAFF","IN","Y","Y"
"3062","3062","3062","STAFF","BL","Y","Y"
"3063","3063","3063","STAFF","BL","Y","Y"
"3064","3064","3064","STAFF","IN","Y","Y"
"3065","3065","3065","STAFF","IN","Y","Y"
"3066","3066","3066","STAFF","BL","Y","Y"
"3067","3067","3067","STAFF","BL","Y","Y"
"3068","3068","3068","STAFF","BL","Y","Y"
"3069","3069","3069","STAFF","SB","Y","Y"
"3070","3070","3070","STAFF","BL","Y","Y"
"3071","3071","3071","STAFF","BL","Y","Y"
"3072","3072","3072","STAFF","BL","Y","Y"
"3073","3073","3073","STAFF","EA","Y","Y"
"3074","3074","3074","STAFF","BL","Y","Y"
"3075","3075","3075","STAFF","IN","Y","Y"
"3076","3076","3076","STAFF","EA","Y","Y"
"3077","3077","3077","STAFF","IN","Y","Y"
"3078","3078","3078","STAFF","IN","Y","Y"
"3079","3079","3079","STAFF","NW","Y","Y"
"3080","3080","3080","STAFF","IN","Y","Y"
"3081","3081","3081","STAFF","BL","Y","Y"
"3082","3082","3082","STAFF","IN","Y","Y"
"3083","3083","3083","STAFF","KO","Y","Y"
"3084","3084","3084","STAFF","BL","Y","Y"
"3085","3085","3085","STAFF","BL","Y","Y"
"3086","3086","3086","STAFF","SB","Y","Y"
"3087","3087","3087","STAFF","BL","Y","Y"
"3088","3088","3088","STAFF","IN","Y","Y"
"3089","3089","3089","STAFF","IN","Y","Y"
"3090","3090","3090","STAFF","IN","Y","Y"
"3091","3091","3091","STAFF","BL","Y","Y"
"3092","3092","3092","STAFF","BL","Y","Y"
"3093","3093","3093","STAFF","BL","Y","Y"
"3094","3094","3094","STAFF","BL","Y","Y"
"3095","3095","3095","STAFF","IN","Y","Y"
"3096","3096","3096","STAFF","BL","Y","Y"
"3097","3097","3097","STAFF","KO","Y","Y"
"3098","3098","3098","STAFF","IN","Y","Y"
"3099","3099","3099","STAFF","IN","Y","Y"
"3100","3100","3100","STAFF","BL","Y","Y"
"3101","3101","3101","STAFF","BL","Y","Y"
"3102","3102","3102","STAFF","BL","Y","Y"
"3103","3103","3103","STAFF","BL","Y","Y"
"3104","3104","3104","STAFF","SB","Y","Y"
"3105","3105","3105","STAFF","IN","Y","Y"
"3106","3106","3106","STAFF","BL","Y","Y"
"3107","3107","3107","STAFF","IN","Y","Y"
"3108","3108","3108","STAFF","BL","Y","Y"
"3109","3109","3109","STAFF","BL","Y","Y"
"3110","3110","3110","STAFF","BL","Y","Y"
"3111","3111","3111","STAFF","IN","Y","Y"
"3112","3112","3112","STAFF","BL","Y","Y"
"3113","3113","3113","STAFF","IN","Y","Y"
"3114","3114","3114","STAFF","BL","Y","Y"
"3115","3115","3115","STAFF","BL","Y","Y"
"3116","3116","3116","STAFF","BL","Y","Y"
"3117","3117","3117","STAFF","BL","Y","Y"
"3118","3118","3118","STAFF","IN","Y","Y"
"3119","3119","3119","STAFF","EA","Y","Y"
"3120","3120","3120","STAFF","BL","Y","Y"
"3121","3121","3121","STAFF","BL","Y","Y"
"3122","3122","3122","STAFF","BL","Y","Y"
"3123","3123","3123","STAFF","BL","Y","Y"
"3124","3124","3124","STAFF","EA","Y","Y"
"3125","3125","3125","STAFF","BL","Y","Y"
"3126","3126","3126","STAFF","BL","Y","Y"
"3127","3127","3127","STAFF","SB","Y","Y"
"3128","3128","3128","STAFF","SB","Y","Y"
"3129","3129","3129","STAFF","BL","Y","Y"
"3130","3130","3130","STAFF","IN","Y","Y"
"3131","3131","3131","STAFF","BL","Y","Y"
"3132","3132","3132","STAFF","BL","Y","Y"
"3133","3133","3133","STAFF","BL","Y","Y"
"3134","3134","3134","STAFF","BL","Y","Y"
"3135","3135","3135","STAFF","BL","Y","Y"
"3136","3136","3136","STAFF","BL","Y","Y"
"3137","3137","3137","STAFF","BL","Y","Y"
"3138","3138","3138","STAFF","BL","Y","Y"
"3139","3139","3139","STAFF","BL","Y","Y"
"3140","3140","3140","STAFF","BL","Y","Y"
"3141","3141","3141","STAFF","IN","Y","Y"
"3142","3142","3142","STAFF","IN","Y","Y"
"3143","3143","3143","STAFF","BL","Y","Y"
"3144","3144","3144","STAFF","IN","Y","Y"
"3145","3145","3145","STAFF","BL","Y","Y"
"3146","3146","3146","STAFF","BL","Y","Y"
"3147","3147","3147","STAFF","BL","Y","Y"
"3148","3148","3148","STAFF","BL","Y","Y"
"3149","3149","3149","STAFF","IN","Y","Y"
"3150","3150","3150","STAFF","IN","Y","Y"
"3151","3151","3151","STAFF","BL","Y","Y"
"3152","3152","3152","STAFF","IN","Y","Y"
"3153","3153","3153","STAFF","BL","Y","Y"
"3154","3154","3154","STAFF","BL","Y","Y"
"3155","3155","3155","STAFF","BL","Y","Y"
"3156","3156","3156","STAFF","BL","Y","Y"
"3157","3157","3157","STAFF","BL","Y","Y"
"3158","3158","3158","STAFF","SE","Y","Y"
"3159","3159","3159","STAFF","BL","Y","Y"
"3160","3160","3160","STAFF","IN","Y","Y"
"3161","3161","3161","STAFF","BL","Y","Y"
"3162","3162","3162","STAFF","BL","Y","Y"
"3163","3163","3163","STAFF","SE","Y","Y"
"3164","3164","3164","STAFF","EA","Y","Y"
"3165","3165","3165","STAFF","NW","Y","Y"
"3166","3166","3166","STAFF","BL","Y","Y"
"3167","3167","3167","STAFF","SB","Y","Y"
"3168","3168","3168","STAFF","IN","Y","Y"
"3169","3169","3169","STAFF","IN","Y","Y"
"3170","3170","3170","STAFF","BL","Y","Y"
"3171","3171","3171","STAFF","BL","Y","Y"
"3172","3172","3172","STAFF","EA","Y","Y"
"3173","3173","3173","STAFF","IN","Y","Y"
"3174","3174","3174","STAFF","BL","Y","Y"
"3175","3175","3175","STAFF","BL","Y","Y"
"3176","3176","3176","STAFF","IN","Y","Y"
"3177","3177","3177","STAFF","BL","Y","Y"
"3178","3178","3178","STAFF","SE","Y","Y"
"3179","3179","3179","STAFF","BL","Y","Y"
"3180","3180","3180","STAFF","SB","Y","Y"
"3181","3181","3181","STAFF","BL","Y","Y"
"3182","3182","3182","STAFF","SB","Y","Y"
"3183","3183","3183","STAFF","BL","Y","Y"
"3184","3184","3184","STAFF","IN","Y","Y"
"3185","3185","3185","STAFF","IN","Y","Y"
"3186","3186","3186","STAFF","BL","Y","Y"
"3187","3187","3187","STAFF","IN","Y","Y"
"3188","3188","3188","STAFF","BL","Y","Y"
"3189","3189","3189","STAFF","BL","Y","Y"
"3190","3190","3190","STAFF","IN","Y","Y"
"3191","3191","3191","STAFF","BL","Y","Y"
"3192","3192","3192","STAFF","BL","Y","Y"
"3193","3193","3193","STAFF","BL","Y","Y"
"3194","3194","3194","STAFF","SE","Y","Y"
"3195","3195","3195","STAFF","BL","Y","Y"
"3196","3196","3196","STAFF","NW","Y","Y"
"3197","3197","3197","STAFF","IN","Y","Y"
"3198","3198","3198","STAFF","IN","Y","Y"
"3199","3199","3199","STAFF","BL","Y","Y"
"3200","3200","3200","STAFF","BL","Y","Y"
"3201","3201","3201","STAFF","BL","Y","Y"
"3202","3202","3202","STAFF","NW","Y","Y"
"3203","3203","3203","STAFF","BL","Y","Y"
"3204","3204","3204","STAFF","BL","Y","Y"
"3205","3205","3205","STAFF","IN","Y","Y"
"3206","3206","3206","STAFF","IN","Y","Y"
"3207","3207","3207","STAFF","IN","Y","Y"
"3208","3208","3208","STAFF","IN","Y","Y"
"3209","3209","3209","STAFF","BL","Y","Y"
"3210","3210","3210","STAFF","BL","Y","Y"
"3211","3211","3211","STAFF","KO","Y","Y"
"3212","3212","3212","STAFF","BL","Y","Y"
"3213","3213","3213","STAFF","IN","Y","Y"
"3214","3214","3214","STAFF","BL","Y","Y"
"3215","3215","3215","STAFF","BL","Y","Y"
"3216","3216","3216","STAFF","BL","Y","Y"
"3217","3217","3217","STAFF","BL","Y","Y"
"3218","3218","3218","STAFF","IN","Y","Y"
"3219","3219","3219","STAFF","BL","Y","Y"
"3220","3220","3220","STAFF","IN","Y","Y"
"3221","3221","3221","STAFF","BL","Y","Y"
"3222","3222","3222","STAFF","IN","Y","Y"
"3223","3223","3223","STAFF","KO","Y","Y"
"3224","3224","3224","STAFF","IN","Y","Y"
"3225","3225","3225","STAFF","EA","Y","Y"
"3226","3226","3226","STAFF","BL","Y","Y"
"3227","3227","3227","STAFF","SB","Y","Y"
"3228","3228","3228","STAFF","BL","Y","Y"
"3229","3229","3229","STAFF","IN","Y","Y"
"3230","3230","3230","STAFF","IN","Y","Y"
"3231","3231","3231","STAFF","IN","Y","Y"
"3232","3232","3232","STAFF","IN","Y","Y"
"3233","3233","3233","STAFF","KO","Y","Y"
"3234","3234","3234","STAFF","IN","Y","Y"
"3235","3235","3235","STAFF","IN","Y","Y"
"3236","3236","3236","STAFF","BL","Y","Y"
"3237","3237","3237","STAFF","BL","Y","Y"
"3238","3238","3238","STAFF","EA","Y","Y"
"3239","3239","3239","STAFF","IN","Y","Y"
"3240","3240","3240","STAFF","BL","Y","Y"
"3241","3241","3241","STAFF","BL","Y","Y"
"3242","3242","3242","STAFF","IN","Y","Y"
"3243","3243","3243","STAFF","IN","Y","Y"
"3244","3244","3244","STAFF","IN","Y","Y"
"3245","3245","3245","STAFF","IN","Y","Y"
"3246","3246","3246","STAFF","EA","Y","Y"
"3247","3247","3247","STAFF","SE","Y","Y"
"3248","3248","3248","STAFF","BL","Y","Y"
"3249","3249","3249","STAFF","BL","Y","Y"
"3250","3250","3250","STAFF","BL","Y","Y"
"3251","3251","3251","STAFF","BL","Y","Y"
"3252","3252","3252","STAFF","NW","Y","Y"
"3253","3253","3253","STAFF","IN","Y","Y"
"3254","3254","3254","STAFF","BL","Y","Y"
"3255","3255","3255","STAFF","IN","Y","Y"
"3256","3256","3256","STAFF","IN","Y","Y"
"3257","3257","3257","STAFF","IN","Y","Y"
"3258","3258","3258","STAFF","BL","Y","Y"
"3259","3259","3259","STAFF","BL","Y","Y"
"3260","3260","3260","STAFF","BL","Y","Y"
"3261","3261","3261","STAFF","IN","Y","Y"
"3262","3262","3262","STAFF","IN","Y","Y"
"3263","3263","3263","STAFF","BL","Y","Y"
"3264","3264","3264","STAFF","IN","Y","Y"
"3265","3265","3265","STAFF","BL","Y","Y"
"3266","3266","3266","STAFF","BL","Y","Y"
"3267","3267","3267","STAFF","BL","Y","Y"
"3268","3268","3268","STAFF","BL","Y","Y"
"3269","3269","3269","STAFF","IN","Y","Y"
"3270","3270","3270","STAFF","BL","Y","Y"
"3272","3272","3272","STAFF","IN","Y","Y"
"3273","3273","3273","STAFF","BL","Y","Y"
"3274","3274","3274","STAFF","BL","Y","Y"
"3275","3275","3275","STAFF","KO","Y","Y"
"3276","3276","3276","STAFF","IN","Y","Y"
"3277","3277","3277","STAFF","IN","Y","Y"
"3278","3278","3278","STAFF","IN","Y","Y"
"3279","3279","3279","STAFF","KO","Y","Y"
"3280","3280","3280","STAFF","BL","Y","Y"
"3281","3281","3281","STAFF","BL","Y","Y"
"3282","3282","3282","STAFF","BL","Y","Y"
"3283","3283","3283","STAFF","BL","Y","Y"
"3284","3284","3284","STAFF","BL","Y","Y"
"3285","3285","3285","STAFF","BL","Y","Y"
"3286","3286","3286","STAFF","KO","Y","Y"
"3287","3287","3287","STAFF","KO","Y","Y"
"3288","3288","3288","STAFF","IN","Y","Y"
"3289","3289","3289","STAFF","BL","Y","Y"
"3290","3290","3290","STAFF","BL","Y","Y"
"3291","3291","3291","STAFF","BL","Y","Y"
"3292","3292","3292","STAFF","IN","Y","Y"
"3293","3293","3293","STAFF","IN","Y","Y"
"3294","3294","3294","STAFF","IN","Y","Y"
"3295","3295","3295","STAFF","SE","Y","Y"
"3296","3296","3296","STAFF","BL","Y","Y"
"3297","3297","3297","STAFF","BL","Y","Y"
"3298","3298","3298","STAFF","BL","Y","Y"
"3299","3299","3299","STAFF","SB","Y","Y"
"3300","3300","3300","STAFF","SB","Y","Y"
"3301","3301","3301","STAFF","IN","Y","Y"
"3302","3302","3302","STAFF","IN","Y","Y"
"3303","3303","3303","STAFF","BL","Y","Y"
"3304","3304","3304","STAFF","EA","Y","Y"
"3305","3305","3305","STAFF","EA","Y","Y"
"3306","3306","3306","STAFF","BL","Y","Y"
"3307","3307","3307","STAFF","BL","Y","Y"
"3308","3308","3308","STAFF","SE","Y","Y"
"3309","3309","3309","STAFF","BL","Y","Y"
"3310","3310","3310","STAFF","BL","Y","Y"
"3311","3311","3311","STAFF","IN","Y","Y"
"3312","3312","3312","STAFF","BL","Y","Y"
"3313","3313","3313","STAFF","BL","Y","Y"
"3314","3314","3314","STAFF","IN","Y","Y"
"3315","3315","3315","STAFF","SB","Y","Y"
"3316","3316","3316","STAFF","BL","Y","Y"
"3317","3317","3317","STAFF","BL","Y","Y"
"3318","3318","3318","STAFF","BL","Y","Y"
"3319","3319","3319","STAFF","BL","Y","Y"
"3320","3320","3320","STAFF","IN","Y","Y"
"3321","3321","3321","STAFF","IN","Y","Y"
"3322","3322","3322","STAFF","IN","Y","Y"
"3323","3323","3323","STAFF","IN","Y","Y"
"3324","3324","3324","STAFF","BL","Y","Y"
"3325","3325","3325","STAFF","BL","Y","Y"
"3326","3326","3326","STAFF","BL","Y","Y"
"3327","3327","3327","STAFF","IN","Y","Y"
"3328","3328","3328","STAFF","BL","Y","Y"
"3329","3329","3329","STAFF","BL","Y","Y"
"3330","3330","3330","STAFF","BL","Y","Y"
"3331","3331","3331","STAFF","BL","Y","Y"
"3332","3332","3332","STAFF","BL","Y","Y"
"3333","3333","3333","STAFF","IN","Y","Y"
"3334","3334","3334","STAFF","IN","Y","Y"
"3335","3335","3335","STAFF","SB","Y","Y"
"3336","3336","3336","STAFF","BL","Y","Y"
"3337","3337","3337","STAFF","BL","Y","Y"
"3338","3338","3338","STAFF","BL","Y","Y"
"3339","3339","3339","STAFF","BL","Y","Y"
"3340","3340","3340","STAFF","BL","Y","Y"
"3341","3341","3341","STAFF","BL","Y","Y"
"3342","3342","3342","STAFF","IN","Y","Y"
"3343","3343","3343","STAFF","IN","Y","Y"
"3344","3344","3344","STAFF","SB","Y","Y"
"3345","3345","3345","STAFF","BL","Y","Y"
"3346","3346","3346","STAFF","BL","Y","Y"
"3347","3347","3347","STAFF","IN","Y","Y"
"3348","3348","3348","STAFF","BL","Y","Y"
"3349","3349","3349","STAFF","BL","Y","Y"
"3350","3350","3350","STAFF","IN","Y","Y"
"3351","3351","3351","STAFF","BL","Y","Y"
"3352","3352","3352","STAFF","IN","Y","Y"
"3353","3353","3353","STAFF","IN","Y","Y"
"3354","3354","3354","STAFF","IN","Y","Y"
"3355","3355","3355","STAFF","IN","Y","Y"
"3356","3356","3356","STAFF","BL","Y","Y"
"3357","3357","3357","STAFF","BL","Y","Y"
"3358","3358","3358","STAFF","BL","Y","Y"
"3359","3359","3359","STAFF","IN","Y","Y"
"3360","3360","3360","STAFF","BL","Y","Y"
"3361","3361","3361","STAFF","BL","Y","Y"
"3362","3362","3362","STAFF","BL","Y","Y"
"3363","3363","3363","STAFF","EA","Y","Y"
"3364","3364","3364","STAFF","BL","Y","Y"
"3365","3365","3365","STAFF","IN","Y","Y"
"3366","3366","3366","STAFF","BL","Y","Y"
"3367","3367","3367","STAFF","IN","Y","Y"
"3368","3368","3368","STAFF","SE","Y","Y"
"3369","3369","3369","STAFF","IN","Y","Y"
"3370","3370","3370","STAFF","BL","Y","Y"
"3371","3371","3371","STAFF","IN","Y","Y"
"3372","3372","3372","STAFF","BL","Y","Y"
"3373","3373","3373","STAFF","IN","Y","Y"
"3374","3374","3374","STAFF","IN","Y","Y"
"3375","3375","3375","STAFF","IN","Y","Y"
"3376","3376","3376","STAFF","BL","Y","Y"
"3377","3377","3377","STAFF","BL","Y","Y"
"3378","3378","3378","STAFF","BL","Y","Y"
"3379","3379","3379","STAFF","IN","Y","Y"
"3380","3380","3380","STAFF","BL","Y","Y"
"3381","3381","3381","STAFF","IN","Y","Y"
"3382","3382","3382","STAFF","IN","Y","Y"
"3383","3383","3383","STAFF","KO","Y","Y"
"3384","3384","3384","STAFF","BL","Y","Y"
"3385","3385","3385","STAFF","BL","Y","Y"
"3386","3386","3386","STAFF","BL","Y","Y"
"3387","3387","3387","STAFF","BL","Y","Y"
"3388","3388","3388","STAFF","BL","Y","Y"
"3389","3389","3389","STAFF","SB","Y","Y"
"3390","3390","3390","STAFF","BL","Y","Y"
"3391","3391","3391","STAFF","BL","Y","Y"
"3392","3392","3392","STAFF","IN","Y","Y"
"3393","3393","3393","STAFF","BL","Y","Y"
"3394","3394","3394","STAFF","BL","Y","Y"
"3395","3395","3395","STAFF","IN","Y","Y"
"3396","3396","3396","STAFF","BL","Y","Y"
"3397","3397","3397","STAFF","BL","Y","Y"
"3398","3398","3398","STAFF","BL","Y","Y"
"3399","3399","3399","STAFF","NW","Y","Y"
"3400","3400","3400","STAFF","BL","Y","Y"
"3401","3401","3401","STAFF","EA","Y","Y"
"3402","3402","3402","STAFF","IN","Y","Y"
"3403","3403","3403","STAFF","IN","Y","Y"
"3404","3404","3404","STAFF","EA","Y","Y"
"3405","3405","3405","STAFF","BL","Y","Y"
"3406","3406","3406","STAFF","SB","Y","Y"
"3407","3407","3407","STAFF","BL","Y","Y"
"3408","3408","3408","STAFF","IN","Y","Y"
"3409","3409","3409","STAFF","IN","Y","Y"
"3410","3410","3410","STAFF","SE","Y","Y"
"3411","3411","3411","STAFF","IN","Y","Y"
"3412","3412","3412","STAFF","BL","Y","Y"
"3413","3413","3413","STAFF","BL","Y","Y"
"3414","3414","3414","STAFF","IN","Y","Y"
"3415","3415","3415","STAFF","BL","Y","Y"
"3416","3416","3416","STAFF","BL","Y","Y"
"3417","3417","3417","STAFF","BL","Y","Y"
"3418","3418","3418","STAFF","IN","Y","Y"
"3419","3419","3419","STAFF","IN","Y","Y"
"3420","3420","3420","STAFF","BL","Y","Y"
"3421","3421","3421","STAFF","IN","Y","Y"
"3422","3422","3422","STAFF","BL","Y","Y"
"3423","3423","3423","STAFF","BL","Y","Y"
"3424","3424","3424","STAFF","IN","Y","Y"
"3425","3425","3425","STAFF","IN","Y","Y"
"3426","3426","3426","STAFF","BL","Y","Y"
"3427","3427","3427","STAFF","BL","Y","Y"
"3428","3428","3428","STAFF","BL","Y","Y"
"3429","3429","3429","STAFF","IN","Y","Y"
"3430","3430","3430","STAFF","SB","Y","Y"
"3431","3431","3431","STAFF","NW","Y","Y"
"3432","3432","3432","STAFF","BL","Y","Y"
"3433","3433","3433","STAFF","BL","Y","Y"
"3434","3434","3434","STAFF","NW","Y","Y"
"3435","3435","3435","STAFF","IN","Y","Y"
"3436","3436","3436","STAFF","BL","Y","Y"
"3437","3437","3437","STAFF","EA","Y","Y"
"3438","3438","3438","STAFF","BL","Y","Y"
"3439","3439","3439","STAFF","BL","Y","Y"
"3440","3440","3440","STAFF","BL","Y","Y"
"3441","3441","3441","STAFF","BL","Y","Y"
"3442","3442","3442","STAFF","SB","Y","Y"
"3443","3443","3443","STAFF","BL","Y","Y"
"3444","3444","3444","STAFF","IN","Y","Y"
"3445","3445","3445","STAFF","KO","Y","Y"
"3446","3446","3446","STAFF","BL","Y","Y"
"3447","3447","3447","STAFF","IN","Y","Y"
"3448","3448","3448","STAFF","KO","Y","Y"
"3449","3449","3449","STAFF","BL","Y","Y"
"3450","3450","3450","STAFF","KO","Y","Y"
"3451","3451","3451","STAFF","NW","Y","Y"
"3452","3452","3452","STAFF","IN","Y","Y"
"3453","3453","3453","STAFF","BL","Y","Y"
"3454","3454","3454","STAFF","BL","Y","Y"
"3455","3455","3455","STAFF","BL","Y","Y"
"3456","3456","3456","STAFF","BL","Y","Y"
"3457","3457","3457","STAFF","BL","Y","Y"
"3458","3458","3458","STAFF","BL","Y","Y"
"3459","3459","3459","STAFF","IN","Y","Y"
"3460","3460","3460","STAFF","EA","Y","Y"
"3461","3461","3461","STAFF","IN","Y","Y"
"3462","3462","3462","STAFF","IN","Y","Y"
"3463","3463","3463","STAFF","IN","Y","Y"
"3464","3464","3464","STAFF","IN","Y","Y"
"3465","3465","3465","STAFF","IN","Y","Y"
"3466","3466","3466","STAFF","IN","Y","Y"
"3467","3467","3467","STAFF","IN","Y","Y"
"3468","3468","3468","STAFF","BL","Y","Y"
"3469","3469","3469","STAFF","BL","Y","Y"
"3470","3470","3470","STAFF","IN","Y","Y"
"3471","3471","3471","STAFF","EA","Y","Y"
"3472","3472","3472","STAFF","IN","Y","Y"
"3473","3473","3473","STAFF","SB","Y","Y"
"3474","3474","3474","STAFF","SE","Y","Y"
"3475","3475","3475","STAFF","IN","Y","Y"
"3476","3476","3476","STAFF","SB","Y","Y"
"3477","3477","3477","STAFF","NW","Y","Y"
"3478","3478","3478","STAFF","SB","Y","Y"
"3479","3479","3479","STAFF","BL","Y","Y"
"3480","3480","3480","STAFF","IN","Y","Y"
"3481","3481","3481","STAFF","SB","Y","Y"
"3482","3482","3482","STAFF","BL","Y","Y"
"3483","3483","3483","STAFF","BL","Y","Y"
"3484","3484","3484","STAFF","EA","Y","Y"
"3485","3485","3485","STAFF","IN","Y","Y"
"3486","3486","3486","STAFF","IN","Y","Y"
"3487","3487","3487","STAFF","SE","Y","Y"
"3488","3488","3488","STAFF","BL","Y","Y"
"3489","3489","3489","STAFF","BL","Y","Y"
"3490","3490","3490","STAFF","BL","Y","Y"
"3491","3491","3491","STAFF","BL","Y","Y"
"3492","3492","3492","STAFF","SB","Y","Y"
"3493","3493","3493","STAFF","BL","Y","Y"
"3494","3494","3494","STAFF","BL","Y","Y"
"3495","3495","3495","STAFF","BL","Y","Y"
"3496","3496","3496","STAFF","SB","Y","Y"
"3497","3497","3497","STAFF","SE","Y","Y"
"3498","3498","3498","STAFF","SE","Y","Y"
"3499","3499","3499","STAFF","SB","Y","Y"
"3500","3500","3500","STAFF","SE","Y","Y"
"3501","3501","3501","STAFF","BL","Y","Y"
"3502","3502","3502","STAFF","BL","Y","Y"
"3503","3503","3503","STAFF","IN","Y","Y"
"3504","3504","3504","STAFF","EA","Y","Y"
"3505","3505","3505","STAFF","SB","Y","Y"
"3506","3506","3506","STAFF","SB","Y","Y"
"3507","3507","3507","STAFF","SE","Y","Y"
"3508","3508","3508","STAFF","BL","Y","Y"
"3509","3509","3509","STAFF","BL","Y","Y"
"3510","3510","3510","STAFF","IN","Y","Y"
"3511","3511","3511","STAFF","IN","Y","Y"
"3512","3512","3512","STAFF","NW","Y","Y"
"3513","3513","3513","STAFF","IN","Y","Y"
"3514","3514","3514","STAFF","SE","Y","Y"
"3515","3515","3515","STAFF","BL","Y","Y"
"3516","3516","3516","STAFF","IN","Y","Y"
"3517","3517","3517","STAFF","EA","Y","Y"
"3518","3518","3518","STAFF","SB","Y","Y"
"3519","3519","3519","STAFF","IN","Y","Y"
"3520","3520","3520","STAFF","BL","Y","Y"
"3521","3521","3521","STAFF","SB","Y","Y"
"3522","3522","3522","STAFF","SB","Y","Y"
"3523","3523","3523","STAFF","BL","Y","Y"
"3524","3524","3524","STAFF","IN","Y","Y"
"3525","3525","3525","STAFF","BL","Y","Y"
"3526","3526","3526","STAFF","NW","Y","Y"
"3527","3527","3527","STAFF","BL","Y","Y"
"3528","3528","3528","STAFF","BL","Y","Y"
"3529","3529","3529","STAFF","SB","Y","Y"
"3530","3530","3530","STAFF","SE","Y","Y"
"3531","3531","3531","STAFF","BL","Y","Y"
"3532","3532","3532","STAFF","BL","Y","Y"
"3533","3533","3533","STAFF","SE","Y","Y"
"3534","3534","3534","STAFF","BL","Y","Y"
"3535","3535","3535","STAFF","IN","Y","Y"
"3536","3536","3536","STAFF","SE","Y","Y"
"3537","3537","3537","STAFF","BL","Y","Y"
"3538","3538","3538","STAFF","BL","Y","Y"
"3539","3539","3539","STAFF","BL","Y","Y"
"3540","3540","3540","STAFF","BL","Y","Y"
"3541","3541","3541","STAFF","BL","Y","Y"
"3542","3542","3542","STAFF","BL","Y","Y"
"3543","3543","3543","STAFF","BL","Y","Y"
"3544","3544","3544","STAFF","BL","Y","Y"
"3545","3545","3545","STAFF","BL","Y","Y"
"3546","3546","3546","STAFF","IN","Y","Y"
"3547","3547","3547","STAFF","SB","Y","Y"
"3548","3548","3548","STAFF","SB","Y","Y"
"3549","3549","3549","STAFF","BL","Y","Y"
"3550","3550","3550","STAFF","BL","Y","Y"
"3551","3551","3551","STAFF","BL","Y","Y"
"3552","3552","3552","STAFF","IN","Y","Y"
"3553","3553","3553","STAFF","BL","Y","Y"
"3554","3554","3554","STAFF","BL","Y","Y"
"3555","3555","3555","STAFF","BL","Y","Y"
"3556","3556","3556","STAFF","IN","Y","Y"
"3557","3557","3557","STAFF","SE","Y","Y"
"3558","3558","3558","STAFF","IN","Y","Y"
"3559","3559","3559","STAFF","SB","Y","Y"
"3560","3560","3560","STAFF","IN","Y","Y"
"3561","3561","3561","STAFF","IN","Y","Y"
"3562","3562","3562","STAFF","SE","Y","Y"
"3563","3563","3563","STAFF","IN","Y","Y"
"3564","3564","3564","STAFF","IN","Y","Y"
"3565","3565","3565","STAFF","IN","Y","Y"
"3566","3566","3566","STAFF","BL","Y","Y"
"3567","3567","3567","STAFF","SB","Y","Y"
"3568","3568","3568","STAFF","NW","Y","Y"
"3569","3569","3569","STAFF","BL","Y","Y"
"3570","3570","3570","STAFF","BL","Y","Y"
"3571","3571","3571","STAFF","SB","Y","Y"
"3572","3572","3572","STAFF","BL","Y","Y"
"3573","3573","3573","STAFF","SE","Y","Y"
"3574","3574","3574","STAFF","IN","Y","Y"
"3575","3575","3575","STAFF","BL","Y","Y"
"3576","3576","3576","STAFF","BL","Y","Y"
"3577","3577","3577","STAFF","IN","Y","Y"
"3578","3578","3578","STAFF","EA","Y","Y"
"3579","3579","3579","STAFF","BL","Y","Y"
"3580","3580","3580","STAFF","IN","Y","Y"
"3581","3581","3581","STAFF","BL","Y","Y"
"3582","3582","3582","STAFF","IN","Y","Y"
"3583","3583","3583","STAFF","IN","Y","Y"
"3584","3584","3584","STAFF","SE","Y","Y"
"3585","3585","3585","STAFF","BL","Y","Y"
"3586","3586","3586","STAFF","EA","Y","Y"
"3587","3587","3587","STAFF","IN","Y","Y"
"3588","3588","3588","STAFF","SB","Y","Y"
"3589","3589","3589","STAFF","BL","Y","Y"
"3590","3590","3590","STAFF","BL","Y","Y"
"3591","3591","3591","STAFF","BL","Y","Y"
"3592","3592","3592","STAFF","BL","Y","Y"
"3593","3593","3593","STAFF","BL","Y","Y"
"3594","3594","3594","STAFF","BL","Y","Y"
"3595","3595","3595","STAFF","BL","Y","Y"
"3596","3596","3596","STAFF","BL","Y","Y"
"3597","3597","3597","STAFF","BL","Y","Y"
"3598","3598","3598","STAFF","SB","Y","Y"
"3599","3599","3599","STAFF","BL","Y","Y"
"3600","3600","3600","STAFF","BL","Y","Y"
"3601","3601","3601","STAFF","BL","Y","Y"
"3602","3602","3602","STAFF","BL","Y","Y"
"3603","3603","3603","STAFF","BL","Y","Y"
"3604","3604","3604","STAFF","SE","Y","Y"
"3605","3605","3605","STAFF","SB","Y","Y"
"3606","3606","3606","STAFF","BL","Y","Y"
"3607","3607","3607","STAFF","SB","Y","Y"
"3608","3608","3608","STAFF","BL","Y","Y"
"3609","3609","3609","STAFF","BL","Y","Y"
"3610","3610","3610","STAFF","BL","Y","Y"
"3611","3611","3611","STAFF","SB","Y","Y"
"3612","3612","3612","STAFF","IN","Y","Y"
