"ENTITY_ID","OBJ_ID","ACTV_IND"
"3769","3769","Y"
"3770","3770","Y"
"3771","3771","Y"
"3772","3772","Y"
"3773","3773","Y"
"3774","3774","Y"
"3775","3775","Y"
"3776","3776","Y"
"3777","3777","Y"
"3778","3778","Y"
"3779","3779","Y"
"3780","3780","Y"
"3781","3781","Y"
"3782","3782","Y"
"3783","3783","Y"
"3784","3784","Y"
"3785","3785","Y"
"3786","3786","Y"
"3787","3787","Y"
"3788","3788","Y"
"3789","3789","Y"
"3790","3790","Y"
"3791","3791","Y"
"3792","3792","Y"
"3793","3793","Y"
"3794","3794","Y"
"3795","3795","Y"
"3796","3796","Y"
"3797","3797","Y"
"3798","3798","Y"
"3799","3799","Y"
"3800","3800","Y"
"3801","3801","Y"
"3802","3802","Y"
"3803","3803","Y"
"3804","3804","Y"
"3805","3805","Y"
"3806","3806","Y"
"3807","3807","Y"
"3808","3808","Y"
"3809","3809","Y"
"3810","3810","Y"
"3811","3811","Y"
"3812","3812","Y"
"3813","3813","Y"
"3814","3814","Y"
"3815","3815","Y"
"3816","3816","Y"
"3817","3817","Y"
"3818","3818","Y"
"3819","3819","Y"
"3820","3820","Y"
"3821","3821","Y"
"3822","3822","Y"
"3823","3823","Y"
"3824","3824","Y"
"3825","3825","Y"
"3826","3826","Y"
"3827","3827","Y"
"3828","3828","Y"
"3829","3829","Y"
"3830","3830","Y"
"3831","3831","Y"
"3832","3832","Y"
"3833","3833","Y"
"3834","3834","Y"
"3835","3835","Y"
"3836","3836","Y"
"3837","3837","Y"
"3838","3838","Y"
"3839","3839","Y"
"3840","3840","Y"
"3841","3841","Y"
"3842","3842","Y"
"3843","3843","Y"
"3844","3844","Y"
"3845","3845","Y"
"3846","3846","Y"
"3847","3847","Y"
"3848","3848","Y"
"3849","3849","Y"
"3850","3850","Y"
"3851","3851","Y"
"3852","3852","Y"
"3853","3853","Y"
"3854","3854","Y"
"3855","3855","Y"
"3856","3856","Y"
"3857","3857","Y"
"3858","3858","Y"
"3859","3859","Y"
"3860","3860","Y"
"3861","3861","Y"
"3862","3862","Y"
"3863","3863","Y"
"3864","3864","Y"
"3865","3865","Y"
"3866","3866","Y"
"3867","3867","Y"
"3868","3868","Y"
"3869","3869","Y"
"3870","3870","Y"
"3871","3871","Y"
"3872","3872","Y"
"3873","3873","Y"
"3874","3874","Y"
"3875","3875","Y"
"3876","3876","Y"
"3877","3877","Y"
"3878","3878","Y"
"3879","3879","Y"
"3880","3880","Y"
"3881","3881","Y"
"3882","3882","Y"
"3883","3883","Y"
"3884","3884","Y"
"3885","3885","Y"
"3886","3886","Y"
"3887","3887","Y"
"3888","3888","Y"
"3889","3889","Y"
"3890","3890","Y"
"3891","3891","Y"
"3892","3892","Y"
"3893","3893","Y"
"3894","3894","Y"
"3895","3895","Y"
"3896","3896","Y"
"3897","3897","Y"
"3898","3898","Y"
"3899","3899","Y"
"3900","3900","Y"
"3901","3901","Y"
"3902","3902","Y"
"3903","3903","Y"
"3904","3904","Y"
"3905","3905","Y"
"3906","3906","Y"
"3907","3907","Y"
"3908","3908","Y"
"3909","3909","Y"
"3910","3910","Y"
"3911","3911","Y"
"3912","3912","Y"
"3913","3913","Y"
"3914","3914","Y"
"3915","3915","Y"
"3916","3916","Y"
"3917","3917","Y"
"3918","3918","Y"
"3919","3919","Y"
"3920","3920","Y"
"3921","3921","Y"
"3922","3922","Y"
"3923","3923","Y"
"3924","3924","Y"
"3925","3925","Y"
"3926","3926","Y"
"3927","3927","Y"
"3928","3928","Y"
"3929","3929","Y"
"3930","3930","Y"
"3931","3931","Y"
"3932","3932","Y"
"3933","3933","Y"
"3934","3934","Y"
"3935","3935","Y"
"3936","3936","Y"
"3937","3937","Y"
"3938","3938","Y"
"3939","3939","Y"
"3940","3940","Y"
"3941","3941","Y"
"3942","3942","Y"
"3943","3943","Y"
"3944","3944","Y"
"3945","3945","Y"
"3946","3946","Y"
"3947","3947","Y"
"3948","3948","Y"
"3949","3949","Y"
"3950","3950","Y"
"3951","3951","Y"
"3952","3952","Y"
"3953","3953","Y"
"3954","3954","Y"
"3955","3955","Y"
"3956","3956","Y"
"3957","3957","Y"
"3958","3958","Y"
"3959","3959","Y"
"3960","3960","Y"
"3961","3961","Y"
"3962","3962","Y"
"3963","3963","Y"
"3964","3964","Y"
"3965","3965","Y"
"3966","3966","Y"
"3967","3967","Y"
"3968","3968","Y"
"3969","3969","Y"
"3970","3970","Y"
"3971","3971","Y"
"3972","3972","Y"
"3973","3973","Y"
"3974","3974","Y"
"3975","3975","Y"
"3976","3976","Y"
"3977","3977","Y"
"3978","3978","Y"
"3979","3979","Y"
"3980","3980","Y"
"3981","3981","Y"
"3982","3982","Y"
"3983","3983","Y"
"3984","3984","Y"
"3985","3985","Y"
"3986","3986","Y"
"3987","3987","Y"
"3988","3988","Y"
"3989","3989","Y"
"3990","3990","Y"
"3991","3991","Y"
"3992","3992","Y"
"3993","3993","Y"
"3994","3994","Y"
"3995","3995","Y"
"3996","3996","Y"
"3997","3997","Y"
"3998","3998","Y"
"3999","3999","Y"
"4000","4000","Y"
"4001","4001","Y"
"4002","4002","Y"
"4003","4003","Y"
"4004","4004","Y"
"4005","4005","Y"
"4006","4006","Y"
"4007","4007","Y"
"4008","4008","Y"
"4009","4009","Y"
"4010","4010","Y"
"4011","4011","Y"
"4012","4012","Y"
"4013","4013","Y"
"4014","4014","Y"
"4015","4015","Y"
"4016","4016","Y"
"4017","4017","Y"
"4018","4018","Y"
"4019","4019","Y"
"4020","4020","Y"
"4021","4021","Y"
"4022","4022","Y"
"4023","4023","Y"
"4024","4024","Y"
"4025","4025","Y"
"4026","4026","Y"
"4027","4027","Y"
"4028","4028","Y"
"4029","4029","Y"
"4030","4030","Y"
"4031","4031","Y"
"4032","4032","Y"
"4033","4033","Y"
"4034","4034","Y"
"4035","4035","Y"
"4036","4036","Y"
"4042","4042","Y"
"4043","4043","Y"
"4044","4044","Y"
"4045","4045","Y"
"4046","4046","Y"
"4047","4047","Y"
"4048","4048","Y"
"4049","4049","Y"
"4050","4050","Y"
"4051","4051","Y"
"4052","4052","Y"
"4053","4053","Y"
"4054","4054","Y"
"4055","4055","Y"
"4056","4056","Y"
"4057","4057","Y"
"4058","4058","Y"
"4059","4059","Y"
"4060","4060","Y"
"4061","4061","Y"
"4062","4062","Y"
"4063","4063","Y"
"4064","4064","Y"
"4065","4065","Y"
"4066","4066","Y"
"4067","4067","Y"
"4068","4068","Y"
"4069","4069","Y"
"4070","4070","Y"
"4071","4071","Y"
"4072","4072","Y"
"4073","4073","Y"
"4074","4074","Y"
"4075","4075","Y"
"4076","4076","Y"
"4077","4077","Y"
"4078","4078","Y"
"4079","4079","Y"
"4080","4080","Y"
"4081","4081","Y"
"4082","4082","Y"
"4083","4083","Y"
"4084","4084","Y"
"4085","4085","Y"
"4086","4086","Y"
"4087","4087","Y"
"4088","4088","Y"
"4089","4089","Y"
"4090","4090","Y"
"4091","4091","Y"
"4092","4092","Y"
"4093","4093","Y"
"4094","4094","Y"
"4095","4095","Y"
"4096","4096","Y"
"4097","4097","Y"
"4098","4098","Y"
"4099","4099","Y"
"4100","4100","Y"
"4101","4101","Y"
"4102","4102","Y"
"4103","4103","Y"
"4104","4104","Y"
"4105","4105","Y"
"4106","4106","Y"
"4107","4107","Y"
"4108","4108","Y"
"4109","4109","Y"
"4110","4110","Y"
"4111","4111","Y"
"4112","4112","Y"
"4113","4113","Y"
"4114","4114","Y"
"4115","4115","Y"
"4116","4116","Y"
