"ROLE_MBR_ID","OBJ_ID","ROLE_ID","MBR_ID","MBR_TYP_CD"
"KFS223","KFS223","54","KFS2698204697","P"
"KFS224","KFS224","54","KFS3395606968","P"
"KFS225","KFS225","54","KFS2142103403","P"
"KFS226","KFS226","54","KFS2444607029","P"
"KFS227","KFS227","54","KFS5049708811","P"
"KFS228","KFS228","54","KFS3613806482","P"
"KFS229","KFS229","54","KFS2125805710","P"
"KFS23","KFS23","54","KFS2930203477","P"
"KFS230","KFS230","54","KFS3432106365","P"
"KFS231","KFS231","54","KFS2100108872","P"
"KFS232","KFS232","54","KFS2477306322","P"
"KFS233","KFS233","54","KFS1668303757","P"
"KFS234","KFS234","54","KFS2905401709","P"
"KFS235","KFS235","54","KFS3082302550","P"
"KFS236","KFS236","54","KFS4657500196","P"
"KFS237","KFS237","54","KFS5840802300","P"
"KFS238","KFS238","54","KFS3570803537","P"
"KFS239","KFS239","54","KFS5331201785","P"
"KFS24","KFS24","54","KFS2539200452","P"
"KFS240","KFS240","54","KFS4004609468","P"
"KFS241","KFS241","54","KFS3414509376","P"
"KFS242","KFS242","54","KFS1271304676","P"
"KFS243","KFS243","54","KFS3679505261","P"
"KFS244","KFS244","54","KFS2566903942","P"
"KFS245","KFS245","54","KFS2687501556","P"
"KFS246","KFS246","54","KFS4951900430","P"
"KFS247","KFS247","54","KFS2683109793","P"
"KFS248","KFS248","54","KFS1872708343","P"
"KFS249","KFS249","54","KFS2017509094","P"
"KFS25","KFS25","54","KFS6054406226","P"
"KFS250","KFS250","54","KFS4385708213","P"
"KFS251","KFS251","54","KFS5157601830","P"
"KFS252","KFS252","54","KFS6090605470","P"
"KFS253","KFS253","54","KFS2130202257","P"
"KFS254","KFS254","54","KFS5424404553","P"
"KFS255","KFS255","54","KFS2191506168","P"
"KFS256","KFS256","54","KFS3949401795","P"
"KFS257","KFS257","54","KFS1250802481","P"
"KFS258","KFS258","54","KFS4156108398","P"
"KFS259","KFS259","54","KFS3554107164","P"
"KFS26","KFS26","54","KFS1662000685","P"
"KFS260","KFS260","54","KFS2039604860","P"
"KFS261","KFS261","54","KFS5666106211","P"
"KFS262","KFS262","54","KFS4318506633","P"
"KFS263","KFS263","54","KFS6218206268","P"
"KFS264","KFS264","54","KFS4684100678","P"
"KFS265","KFS265","54","KFS3421900658","P"
"KFS266","KFS266","54","KFS5778107441","P"
"KFS267","KFS267","54","KFS4640605151","P"
"KFS268","KFS268","54","KFS5253907165","P"
"KFS269","KFS269","54","KFS5703004918","P"
"KFS27","KFS27","54","KFS1110902378","P"
"KFS270","KFS270","54","KFS2701102442","P"
"KFS271","KFS271","54","KFS3851402102","P"
"KFS272","KFS272","54","KFS3973303170","P"
"KFS273","KFS273","54","KFS4769102739","P"
"KFS274","KFS274","54","KFS2171806350","P"
"KFS275","KFS275","54","KFS4425301537","P"
"KFS276","KFS276","54","KFS1229409497","P"
"KFS277","KFS277","54","KFS4119106569","P"
"KFS278","KFS278","54","KFS1409904240","P"
"KFS279","KFS279","54","KFS5369106674","P"
"KFS28","KFS28","54","KFS5246402917","P"
"KFS280","KFS280","54","KFS4229402365","P"
"KFS281","KFS281","54","KFS2247204558","P"
"KFS282","KFS282","54","KFS5009908085","P"
"KFS283","KFS283","54","KFS4071904043","P"
"KFS284","KFS284","54","KFS3882609863","P"
"KFS285","KFS285","54","KFS3237001729","P"
"KFS286","KFS286","54","KFS4532607382","P"
"KFS287","KFS287","54","KFS5454406993","P"
"KFS288","KFS288","54","KFS1257009999","P"
"KFS289","KFS289","54","KFS4189006519","P"
"KFS29","KFS29","54","KFS5621906847","P"
"KFS290","KFS290","54","KFS4191101345","P"
"KFS291","KFS291","54","KFS2676505139","P"
"KFS292","KFS292","54","KFS1825401133","P"
"KFS293","KFS293","54","KFS2416008397","P"
"KFS294","KFS294","54","KFS4342508112","P"
"KFS295","KFS295","54","KFS4120805311","P"
"KFS296","KFS296","54","KFS1304408857","P"
"KFS297","KFS297","54","KFS4603906716","P"
"KFS298","KFS298","54","KFS1617103986","P"
"KFS299","KFS299","54","KFS3504508872","P"
"KFS3","KFS3","54","KFS4818506871","P"
"KFS30","KFS30","54","KFS4212400813","P"
"KFS300","KFS300","54","KFS1538407407","P"
"KFS301","KFS301","54","KFS3339401230","P"
"KFS302","KFS302","54","KFS3616406417","P"
"KFS303","KFS303","54","KFS6110703327","P"
"KFS304","KFS304","54","KFS4054206419","P"
"KFS305","KFS305","54","KFS5564804827","P"
"KFS306","KFS306","54","KFS3651402735","P"
"KFS307","KFS307","54","KFS4075208273","P"
"KFS308","KFS308","54","KFS2620008671","P"
"KFS309","KFS309","54","KFS1625704209","P"
"KFS31","KFS31","54","KFS2691706557","P"
"KFS310","KFS310","54","KFS2689004273","P"
"KFS311","KFS311","54","KFS4295400514","P"
"KFS312","KFS312","54","KFS3771303577","P"
"KFS313","KFS313","54","KFS5870509419","P"
"KFS314","KFS314","54","KFS3577005213","P"
"KFS315","KFS315","54","KFS5838306122","P"
"KFS316","KFS316","54","KFS5683305708","P"
"KFS317","KFS317","54","KFS1399906687","P"
"KFS318","KFS318","54","KFS3526803109","P"
"KFS319","KFS319","54","KFS4012108265","P"
"KFS32","KFS32","54","KFS1308508136","P"
"KFS320","KFS320","54","KFS1913409136","P"
"KFS321","KFS321","54","KFS2234900338","P"
"KFS322","KFS322","54","KFS1257605304","P"
"KFS323","KFS323","54","KFS4526900367","P"
"KFS324","KFS324","54","KFS6274603810","P"
"KFS325","KFS325","54","KFS1494004993","P"
"KFS326","KFS326","54","KFS5368508241","P"
"KFS327","KFS327","54","KFS5598509810","P"
"KFS328","KFS328","54","KFS4326006416","P"
"KFS329","KFS329","54","KFS5589007124","P"
"KFS33","KFS33","54","KFS3420506415","P"
"KFS330","KFS330","54","KFS4670302271","P"
"KFS331","KFS331","54","KFS5455507137","P"
"KFS332","KFS332","54","KFS4160100413","P"
"KFS333","KFS333","54","KFS2798209582","P"
"KFS334","KFS334","54","KFS1825000680","P"
"KFS335","KFS335","54","KFS3185208201","P"
"KFS336","KFS336","54","KFS3153306089","P"
"KFS337","KFS337","54","KFS5360703640","P"
"KFS338","KFS338","54","KFS4557803500","P"
"KFS339","KFS339","54","KFS4756700862","P"
"KFS34","KFS34","54","KFS6218805472","P"
"KFS340","KFS340","54","KFS1153304576","P"
"KFS341","KFS341","54","KFS6172204597","P"
"KFS342","KFS342","54","KFS2098609156","P"
"KFS343","KFS343","54","KFS5934406882","P"
"KFS344","KFS344","54","KFS5725905238","P"
"KFS345","KFS345","54","KFS3962607660","P"
"KFS346","KFS346","54","KFS3686309824","P"
"KFS347","KFS347","54","KFS2557302698","P"
"KFS348","KFS348","54","KFS4512803108","P"
"KFS349","KFS349","54","KFS6185006765","P"
"KFS35","KFS35","54","KFS6012204256","P"
"KFS350","KFS350","54","KFS2514300297","P"
"KFS351","KFS351","54","KFS2216800403","P"
"KFS352","KFS352","54","KFS5263304328","P"
"KFS353","KFS353","54","KFS4042509785","P"
"KFS354","KFS354","54","KFS4936104131","P"
"KFS355","KFS355","54","KFS1110208926","P"
"KFS356","KFS356","54","KFS3103108378","P"
"KFS357","KFS357","54","KFS1917101392","P"
"KFS358","KFS358","54","KFS1805206486","P"
"KFS359","KFS359","54","KFS2853504613","P"
"KFS36","KFS36","54","KFS5729300245","P"
"KFS360","KFS360","54","KFS2815401389","P"
"KFS361","KFS361","54","KFS3954101482","P"
"KFS362","KFS362","54","KFS3324503879","P"
"KFS363","KFS363","54","KFS3572801924","P"
"KFS364","KFS364","54","KFS1407101459","P"
"KFS365","KFS365","54","KFS2151305938","P"
"KFS366","KFS366","54","KFS1312601202","P"
"KFS367","KFS367","54","KFS2595106260","P"
"KFS368","KFS368","54","KFS5267600242","P"
"KFS369","KFS369","54","KFS2937208570","P"
"KFS37","KFS37","54","KFS2341000360","P"
"KFS370","KFS370","54","KFS3172909967","P"
"KFS371","KFS371","54","KFS3696203424","P"
"KFS372","KFS372","54","KFS4443702936","P"
"KFS373","KFS373","54","KFS2302909552","P"
"KFS374","KFS374","54","KFS2598709220","P"
"KFS375","KFS375","54","KFS2827008884","P"
"KFS376","KFS376","54","KFS2462903583","P"
"KFS377","KFS377","54","KFS5214509007","P"
"KFS378","KFS378","54","KFS2529001055","P"
"KFS379","KFS379","54","KFS1595003228","P"
"KFS38","KFS38","54","KFS4939700542","P"
"KFS380","KFS380","54","KFS5011403363","P"
"KFS381","KFS381","54","KFS5601108543","P"
"KFS382","KFS382","54","KFS1395608638","P"
"KFS383","KFS383","54","KFS3723004024","P"
"KFS384","KFS384","54","KFS2960207362","P"
"KFS385","KFS385","54","KFS5566302804","P"
"KFS386","KFS386","54","KFS3892107556","P"
"KFS387","KFS387","54","KFS4592004673","P"
"KFS388","KFS388","54","KFS4054108339","P"
"KFS389","KFS389","54","KFS1548905190","P"
"KFS39","KFS39","54","KFS1326409751","P"
"KFS390","KFS390","54","KFS3311909675","P"
"KFS391","KFS391","54","KFS2235508898","P"
"KFS392","KFS392","54","KFS2855702943","P"
"KFS393","KFS393","54","KFS2817408084","P"
"KFS394","KFS394","54","KFS5801508274","P"
"KFS395","KFS395","54","KFS5183806303","P"
"KFS396","KFS396","54","KFS5927407565","P"
"KFS397","KFS397","54","KFS3439809008","P"
"KFS398","KFS398","54","KFS1246104058","P"
"KFS399","KFS399","54","KFS5483808706","P"
"KFS4","KFS4","54","KFS4217300016","P"
"KFS40","KFS40","54","KFS1729700072","P"
"KFS400","KFS400","54","KFS2558305577","P"
"KFS401","KFS401","54","KFS1963107144","P"
"KFS402","KFS402","54","KFS4253800242","P"
"KFS403","KFS403","54","KFS3682507451","P"
"KFS404","KFS404","54","KFS1913605143","P"
"KFS405","KFS405","54","KFS5103107704","P"
"KFS406","KFS406","54","KFS1815201705","P"
"KFS407","KFS407","54","KFS1858404165","P"
"KFS408","KFS408","54","KFS2007308722","P"
"KFS409","KFS409","54","KFS4602809661","P"
"KFS41","KFS41","54","KFS2371700399","P"
"KFS410","KFS410","54","KFS2976808378","P"
"KFS411","KFS411","54","KFS4215903770","P"
"KFS412","KFS412","54","KFS5384207659","P"
"KFS413","KFS413","54","KFS6219307217","P"
"KFS414","KFS414","54","KFS3270009216","P"
"KFS415","KFS415","54","KFS4322103093","P"
"KFS416","KFS416","54","KFS4836204798","P"
"KFS417","KFS417","54","KFS4636809178","P"
"KFS418","KFS418","54","KFS2493208285","P"
"KFS419","KFS419","54","KFS1623901088","P"
"KFS42","KFS42","54","KFS4965407189","P"
"KFS420","KFS420","54","KFS3808900136","P"
"KFS421","KFS421","54","KFS3428005487","P"
"KFS422","KFS422","54","KFS1224201162","P"
"KFS423","KFS423","54","KFS2843302291","P"
"KFS424","KFS424","54","KFS3909803874","P"
"KFS425","KFS425","54","KFS5691404828","P"
"KFS426","KFS426","54","KFS2470508447","P"
"KFS427","KFS427","54","KFS3317806328","P"
"KFS428","KFS428","54","KFS4660302992","P"
"KFS429","KFS429","54","KFS4843207887","P"
"KFS43","KFS43","54","KFS2363702481","P"
"KFS430","KFS430","54","KFS1164809566","P"
"KFS431","KFS431","54","KFS3132300262","P"
"KFS432","KFS432","54","KFS2459709799","P"
"KFS433","KFS433","54","KFS1506406723","P"
"KFS434","KFS434","54","KFS3830700232","P"
"KFS435","KFS435","54","KFS1739701101","P"
"KFS436","KFS436","54","KFS2599004561","P"
"KFS437","KFS437","54","KFS4021000393","P"
"KFS438","KFS438","54","KFS2552809682","P"
"KFS439","KFS439","54","KFS5822209974","P"
"KFS44","KFS44","54","KFS2171104510","P"
"KFS440","KFS440","54","KFS1897800967","P"
"KFS441","KFS441","54","KFS5397206164","P"
"KFS442","KFS442","54","KFS2744604637","P"
"KFS443","KFS443","54","KFS5001606818","P"
"KFS444","KFS444","54","KFS5558702729","P"
"KFS445","KFS445","54","KFS5240003343","P"
"KFS446","KFS446","54","KFS4426706986","P"
"KFS447","KFS447","54","KFS6044901223","P"
"KFS448","KFS448","54","KFS2321500336","P"
"KFS449","KFS449","54","KFS2566404853","P"
"KFS45","KFS45","54","KFS2982703845","P"
"KFS450","KFS450","54","KFS4598205605","P"
"KFS451","KFS451","54","KFS6235900785","P"
"KFS452","KFS452","54","KFS1777902237","P"
"KFS453","KFS453","54","KFS5750603189","P"
"KFS454","KFS454","54","KFS2498300893","P"
"KFS455","KFS455","54","KFS2862905828","P"
"KFS456","KFS456","54","KFS2079403368","P"
"KFS457","KFS457","54","KFS5166900312","P"
"KFS458","KFS458","54","KFS2845700356","P"
"KFS459","KFS459","54","KFS1730300231","P"
"KFS46","KFS46","54","KFS4146202628","P"
"KFS460","KFS460","54","KFS3880605325","P"
"KFS461","KFS461","54","KFS4325800307","P"
"KFS462","KFS462","54","KFS2228809634","P"
"KFS463","KFS463","54","KFS3879106523","P"
"KFS464","KFS464","54","KFS1516709007","P"
"KFS465","KFS465","54","KFS3328902578","P"
"KFS466","KFS466","54","KFS1896903531","P"
"KFS467","KFS467","54","KFS5238208156","P"
"KFS468","KFS468","54","KFS3334505644","P"
"KFS469","KFS469","54","KFS5653408083","P"
"KFS47","KFS47","54","KFS3093503932","P"
"KFS470","KFS470","54","KFS4655607592","P"
"KFS471","KFS471","54","KFS1862105446","P"
"KFS472","KFS472","54","KFS5275603672","P"
"KFS473","KFS473","54","KFS4332503265","P"
"KFS474","KFS474","54","KFS4040902117","P"
"KFS475","KFS475","54","KFS5790902739","P"
"KFS476","KFS476","54","KFS2007901595","P"
"KFS477","KFS477","54","KFS5370702076","P"
"KFS478","KFS478","54","KFS1879003958","P"
"KFS479","KFS479","54","KFS2210506219","P"
"KFS48","KFS48","54","KFS4336803918","P"
"KFS480","KFS480","54","KFS3889504703","P"
"KFS481","KFS481","54","KFS4988707000","P"
"KFS482","KFS482","54","KFS1985208153","P"
"KFS483","KFS483","54","KFS1743101782","P"
"KFS484","KFS484","54","KFS6085806353","P"
"KFS485","KFS485","54","KFS5246301400","P"
"KFS486","KFS486","54","KFS2905707168","P"
"KFS487","KFS487","54","KFS6242205377","P"
"KFS488","KFS488","54","KFS1624505499","P"
"KFS489","KFS489","54","KFS3620801617","P"
"KFS49","KFS49","54","KFS2330602960","P"
"KFS490","KFS490","54","KFS5043206372","P"
"KFS491","KFS491","54","KFS6001205150","P"
"KFS492","KFS492","54","KFS3018504407","P"
"KFS493","KFS493","54","KFS1683304591","P"
"KFS494","KFS494","54","KFS5069707491","P"
"KFS495","KFS495","54","KFS2079807479","P"
"KFS496","KFS496","54","KFS5003409252","P"
"KFS497","KFS497","54","KFS3933407724","P"
"KFS498","KFS498","54","KFS1529707192","P"
"KFS499","KFS499","54","KFS2740808468","P"
"KFS5","KFS5","54","KFS3386606059","P"
"KFS50","KFS50","54","KFS5846500376","P"
"KFS500","KFS500","54","KFS3406900727","P"
"KFS501","KFS501","54","KFS2681701139","P"
"KFS502","KFS502","54","KFS5163907497","P"
"KFS503","KFS503","54","KFS3414606406","P"
"KFS504","KFS504","54","KFS2362105752","P"
"KFS505","KFS505","54","KFS5045602480","P"
"KFS506","KFS506","54","KFS2169500830","P"
"KFS507","KFS507","54","KFS2604400361","P"
"KFS508","KFS508","54","KFS5720209145","P"
"KFS509","KFS509","54","KFS5965907037","P"
"KFS51","KFS51","54","KFS5262907175","P"
"KFS510","KFS510","54","KFS3101406141","P"
"KFS511","KFS511","54","KFS2528805211","P"
"KFS512","KFS512","54","KFS3918606779","P"
"KFS513","KFS513","54","KFS2379808946","P"
"KFS514","KFS514","54","KFS5282906856","P"
"KFS515","KFS515","54","KFS6051803775","P"
"KFS516","KFS516","54","KFS6094500409","P"
"KFS517","KFS517","54","KFS5166508090","P"
"KFS518","KFS518","54","KFS1170706400","P"
"KFS519","KFS519","54","KFS1867601981","P"
"KFS52","KFS52","54","KFS3670600494","P"
"KFS520","KFS520","54","KFS5541506375","P"
"KFS521","KFS521","54","KFS5785104639","P"
"KFS522","KFS522","54","KFS1793008100","P"
"KFS523","KFS523","54","KFS4034202067","P"
"KFS524","KFS524","54","KFS5334003983","P"
"KFS525","KFS525","54","KFS2552202601","P"
"KFS526","KFS526","54","KFS3910806448","P"
"KFS527","KFS527","54","KFS1200708313","P"
"KFS528","KFS528","54","KFS1409801740","P"
"KFS529","KFS529","54","KFS3673205053","P"
"KFS53","KFS53","54","KFS6240307307","P"
"KFS530","KFS530","54","KFS4483606887","P"
"KFS531","KFS531","54","KFS5154406618","P"
"KFS532","KFS532","54","KFS1634605169","P"
"KFS533","KFS533","54","KFS1689406108","P"
"KFS534","KFS534","54","KFS4452809121","P"
"KFS535","KFS535","54","KFS2283704736","P"
"KFS536","KFS536","54","KFS4446301330","P"
"KFS537","KFS537","54","KFS6170904981","P"
"KFS538","KFS538","54","KFS2452000667","P"
"KFS539","KFS539","54","KFS3492904444","P"
"KFS54","KFS54","54","KFS2067406910","P"
"KFS540","KFS540","54","KFS5384306295","P"
"KFS541","KFS541","54","KFS3907601072","P"
"KFS542","KFS542","54","KFS1618507225","P"
"KFS543","KFS543","54","KFS2420002064","P"
"KFS544","KFS544","54","KFS1811109385","P"
"KFS545","KFS545","54","KFS1259209800","P"
"KFS546","KFS546","54","KFS2553103572","P"
"KFS547","KFS547","54","KFS2253805465","P"
"KFS548","KFS548","54","KFS5852509909","P"
"KFS549","KFS549","54","KFS5053009758","P"
"KFS55","KFS55","54","KFS1586001806","P"
"KFS550","KFS550","54","KFS4667608469","P"
"KFS551","KFS551","54","KFS3012703100","P"
"KFS552","KFS552","54","KFS1881202850","P"
"KFS553","KFS553","54","KFS2588101919","P"
"KFS554","KFS554","54","KFS5505306341","P"
"KFS555","KFS555","54","KFS4394206018","P"
"KFS556","KFS556","54","KFS3933904788","P"
"KFS557","KFS557","54","KFS5018607807","P"
"KFS558","KFS558","54","KFS1594308264","P"
"KFS559","KFS559","54","KFS3744107105","P"
"KFS56","KFS56","54","KFS3608607904","P"
"KFS560","KFS560","54","KFS4430604374","P"
"KFS561","KFS561","54","KFS5789807604","P"
"KFS562","KFS562","54","KFS4471904949","P"
"KFS563","KFS563","54","KFS4672105003","P"
"KFS564","KFS564","54","KFS1715703441","P"
"KFS565","KFS565","54","KFS4959604187","P"
"KFS566","KFS566","54","KFS3701402014","P"
"KFS567","KFS567","54","KFS5535209660","P"
"KFS568","KFS568","54","KFS2783907167","P"
"KFS569","KFS569","54","KFS3262902893","P"
"KFS57","KFS57","54","KFS2256603317","P"
"KFS570","KFS570","54","KFS2456303043","P"
"KFS571","KFS571","54","KFS3312302137","P"
"KFS572","KFS572","54","KFS2191200653","P"
"KFS573","KFS573","54","KFS3239505891","P"
"KFS574","KFS574","54","KFS3229901916","P"
"KFS575","KFS575","54","KFS2671604827","P"
"KFS576","KFS576","54","KFS3681205703","P"
"KFS577","KFS577","54","KFS2792204561","P"
"KFS578","KFS578","54","KFS4649606358","P"
"KFS579","KFS579","54","KFS5420400165","P"
"KFS58","KFS58","54","KFS1610003826","P"
"KFS580","KFS580","54","KFS2814801804","P"
"KFS581","KFS581","54","KFS2325208621","P"
"KFS582","KFS582","54","KFS5210403288","P"
"KFS583","KFS583","54","KFS1421900725","P"
"KFS584","KFS584","54","KFS3166901050","P"
"KFS585","KFS585","54","KFS3712704766","P"
"KFS586","KFS586","54","KFS2709506479","P"
"KFS587","KFS587","54","KFS1373503598","P"
"KFS588","KFS588","54","KFS1893206735","P"
"KFS589","KFS589","54","KFS1821805071","P"
"KFS59","KFS59","54","KFS6126708165","P"
"KFS590","KFS590","54","KFS4956605958","P"
"KFS591","KFS591","54","KFS5452902895","P"
"KFS592","KFS592","54","KFS4373500652","P"
"KFS593","KFS593","54","KFS2664109901","P"
"KFS594","KFS594","54","KFS1946205984","P"
"KFS595","KFS595","54","KFS2773000082","P"
"KFS596","KFS596","54","KFS5184906417","P"
"KFS597","KFS597","54","KFS3445505002","P"
"KFS598","KFS598","54","KFS3463501705","P"
"KFS599","KFS599","54","KFS3645101596","P"
"KFS6","KFS6","54","KFS2499408370","P"
"KFS60","KFS60","54","KFS4052406505","P"
"KFS600","KFS600","54","KFS4704600556","P"
"KFS601","KFS601","54","KFS5622705948","P"
"KFS602","KFS602","54","KFS3454106039","P"
"KFS603","KFS603","54","KFS6259500614","P"
"KFS604","KFS604","54","KFS2966509283","P"
"KFS605","KFS605","54","KFS3597903619","P"
"KFS606","KFS606","54","KFS2156007406","P"
"KFS607","KFS607","54","KFS4222102340","P"
"KFS608","KFS608","54","KFS5678308914","P"
"KFS609","KFS609","54","KFS5969905212","P"
"KFS61","KFS61","54","KFS5840806578","P"
"KFS610","KFS610","54","KFS4329502868","P"
"KFS611","KFS611","54","KFS3695405816","P"
"KFS612","KFS612","54","KFS4089203889","P"
"KFS613","KFS613","54","KFS1794704319","P"
"KFS614","KFS614","54","KFS1241605004","P"
"KFS615","KFS615","54","KFS5101601385","P"
"KFS616","KFS616","54","KFS2090102017","P"
"KFS617","KFS617","54","KFS2580002272","P"
"KFS618","KFS618","54","KFS5576601733","P"
"KFS619","KFS619","54","KFS5366808694","P"
"KFS62","KFS62","54","KFS2997600421","P"
"KFS620","KFS620","54","KFS3545207632","P"
"KFS621","KFS621","54","KFS3102209996","P"
"KFS622","KFS622","54","KFS4450801341","P"
"KFS623","KFS623","54","KFS1612703479","P"
"KFS624","KFS624","54","KFS5525505651","P"
"KFS625","KFS625","54","KFS4464505705","P"
"KFS626","KFS626","54","KFS1800105002","P"
"KFS627","KFS627","54","KFS3344009440","P"
"KFS628","KFS628","54","KFS4706809038","P"
"KFS629","KFS629","54","KFS2891402154","P"
"KFS63","KFS63","54","KFS2059604038","P"
"KFS630","KFS630","54","KFS1106901514","P"
"KFS631","KFS631","54","KFS2950605083","P"
"KFS632","KFS632","54","KFS2735008733","P"
"KFS633","KFS633","54","KFS4941302701","P"
"KFS634","KFS634","54","KFS5546405401","P"
"KFS635","KFS635","54","KFS1373005978","P"
"KFS636","KFS636","54","KFS3417804797","P"
"KFS637","KFS637","54","KFS5630801602","P"
"KFS638","KFS638","54","KFS4406304317","P"
"KFS639","KFS639","54","KFS2361100900","P"
"KFS64","KFS64","54","KFS2396907870","P"
"KFS640","KFS640","54","KFS1306305885","P"
"KFS641","KFS641","54","KFS3687005124","P"
"KFS642","KFS642","54","KFS3246604444","P"
"KFS643","KFS643","54","KFS2660204297","P"
"KFS644","KFS644","54","KFS1781003865","P"
"KFS645","KFS645","54","KFS5563807567","P"
"KFS646","KFS646","54","KFS1233208366","P"
"KFS647","KFS647","54","KFS4968607063","P"
"KFS648","KFS648","54","KFS4823004194","P"
"KFS649","KFS649","54","KFS5714106800","P"
"KFS65","KFS65","54","KFS2580507812","P"
"KFS650","KFS650","54","KFS4468002387","P"
"KFS651","KFS651","54","KFS1391703903","P"
"KFS652","KFS652","54","KFS5004802845","P"
"KFS653","KFS653","54","KFS3232007851","P"
"KFS654","KFS654","54","KFS6162502038","P"
"KFS655","KFS655","54","KFS2708207895","P"
"KFS656","KFS656","54","KFS3909303174","P"
"KFS657","KFS657","54","KFS5472506840","P"
"KFS658","KFS658","54","KFS1607306341","P"
"KFS659","KFS659","54","KFS4249202839","P"
"KFS66","KFS66","54","KFS1877007651","P"
"KFS660","KFS660","54","KFS6054309812","P"
"KFS661","KFS661","54","KFS3940305045","P"
"KFS662","KFS662","54","KFS1443505632","P"
"KFS663","KFS663","54","KFS1736801902","P"
"KFS664","KFS664","54","KFS3593407588","P"
"KFS665","KFS665","54","KFS4464505768","P"
"KFS666","KFS666","54","KFS2319606904","P"
"KFS667","KFS667","54","KFS4226103092","P"
"KFS668","KFS668","54","KFS2717708169","P"
"KFS669","KFS669","54","KFS4440008197","P"
"KFS67","KFS67","54","KFS4266401961","P"
"KFS670","KFS670","54","KFS5752908620","P"
"KFS671","KFS671","54","KFS5614708043","P"
"KFS672","KFS672","54","KFS5151809337","P"
"KFS673","KFS673","54","KFS4133402071","P"
"KFS674","KFS674","54","KFS4496100083","P"
"KFS675","KFS675","54","KFS6132403622","P"
"KFS676","KFS676","54","KFS2615708929","P"
"KFS677","KFS677","54","KFS2107408108","P"
"KFS678","KFS678","54","KFS4744906489","P"
"KFS679","KFS679","54","KFS3306705802","P"
"KFS68","KFS68","54","KFS6276904397","P"
"KFS680","KFS680","54","KFS1416100736","P"
"KFS681","KFS681","54","KFS4242504968","P"
"KFS682","KFS682","54","KFS2051003056","P"
"KFS683","KFS683","54","KFS2160401493","P"
"KFS684","KFS684","54","KFS2537809390","P"
"KFS685","KFS685","54","KFS1555503680","P"
"KFS686","KFS686","54","KFS3465301554","P"
"KFS687","KFS687","54","KFS2596106833","P"
"KFS688","KFS688","54","KFS4886008480","P"
"KFS689","KFS689","54","KFS6221706714","P"
"KFS69","KFS69","54","KFS4999002723","P"
"KFS690","KFS690","54","KFS5186102229","P"
"KFS691","KFS691","54","KFS2035402366","P"
"KFS692","KFS692","54","KFS2932706840","P"
"KFS693","KFS693","54","KFS3184309620","P"
"KFS694","KFS694","54","KFS5877408321","P"
"KFS695","KFS695","54","KFS2675503231","P"
"KFS696","KFS696","54","KFS5918604591","P"
"KFS697","KFS697","54","KFS6098801303","P"
"KFS698","KFS698","54","KFS2343308403","P"
"KFS699","KFS699","54","KFS3285900998","P"
"KFS7","KFS7","54","KFS1309104027","P"
"KFS70","KFS70","54","KFS5779506654","P"
"KFS700","KFS700","54","KFS2918801999","P"
"KFS701","KFS701","54","KFS2093401908","P"
"KFS702","KFS702","54","KFS6291109390","P"
"KFS703","KFS703","54","KFS5344900879","P"
"KFS704","KFS704","54","KFS5171509918","P"
"KFS705","KFS705","54","KFS3402005199","P"
"KFS706","KFS706","54","KFS3236001621","P"
"KFS707","KFS707","54","KFS2285105599","P"
"KFS708","KFS708","54","KFS2501003115","P"
"KFS709","KFS709","54","KFS5448802231","P"
"KFS71","KFS71","54","KFS5402206934","P"
"KFS710","KFS710","54","KFS2717804241","P"
"KFS711","KFS711","54","KFS4025604325","P"
"KFS712","KFS712","54","KFS5074403509","P"
"KFS713","KFS713","54","KFS2615105455","P"
"KFS714","KFS714","54","KFS1294109220","P"
"KFS715","KFS715","54","KFS4797500314","P"
"KFS716","KFS716","54","KFS1643905301","P"
"KFS717","KFS717","54","KFS6080308182","P"
"KFS718","KFS718","54","KFS3514105019","P"
"KFS719","KFS719","54","KFS1226904798","P"
"KFS72","KFS72","54","KFS3600407439","P"
"KFS720","KFS720","54","KFS1732407799","P"
"KFS721","KFS721","54","KFS1760600402","P"
"KFS722","KFS722","54","KFS2868007063","P"
"KFS723","KFS723","54","KFS1208408248","P"
"KFS724","KFS724","54","KFS5335305005","P"
"KFS725","KFS725","54","KFS5627305015","P"
"KFS726","KFS726","54","KFS3173704814","P"
"KFS727","KFS727","54","KFS5660204051","P"
"KFS728","KFS728","54","KFS1429401698","P"
"KFS729","KFS729","54","KFS4511501672","P"
"KFS73","KFS73","54","KFS5421008748","P"
"KFS730","KFS730","54","KFS6165100953","P"
"KFS731","KFS731","54","KFS4124805803","P"
"KFS732","KFS732","54","KFS3396200491","P"
"KFS733","KFS733","54","KFS4825300095","P"
"KFS734","KFS734","54","KFS5273000148","P"
"KFS735","KFS735","54","KFS4323104089","P"
"KFS736","KFS736","54","KFS1520300891","P"
"KFS737","KFS737","54","KFS3826400961","P"
"KFS738","KFS738","54","KFS1611308074","P"
"KFS739","KFS739","54","KFS1274007182","P"
"KFS74","KFS74","54","KFS2906405069","P"
"KFS740","KFS740","54","KFS4642409981","P"
"KFS741","KFS741","54","KFS2722306665","P"
"KFS742","KFS742","54","KFS4071101475","P"
"KFS743","KFS743","54","KFS3257204727","P"
"KFS744","KFS744","54","KFS2047009140","P"
"KFS745","KFS745","54","KFS1505600379","P"
"KFS746","KFS746","54","KFS5400901960","P"
