freq_cd|freq_desc|ver_nbr|obj_id|
AU24|Annual month June on the 24th|1.0|8529CD4846B4060AE0404F8189D81C0B|
AU25|Annual month June on the 25th|1.0|8529CD4846B5060AE0404F8189D81C0B|
AU26|Annual month June on the 26th|1.0|8529CD4846B6060AE0404F8189D81C0B|
AU27|Annual month June on the 27th|1.0|8529CD4846B7060AE0404F8189D81C0B|
AU28|Annual month June on the 28th|1.0|8529CD4846B8060AE0404F8189D81C0B|
AU29|Annual month June on the 29th|1.0|8529CD4846B9060AE0404F8189D81C0B|
AU30|Annual month June on the 30th|1.0|8529CD4846BA060AE0404F8189D81C0B|
AUME|Annual month June on the Month End|1.0|8529CD4846BB060AE0404F8189D81C0B|
AY01|Annual month May on the 1st|1.0|8529CD4846BC060AE0404F8189D81C0B|
AY02|Annual month May on the 2nd|1.0|8529CD4846BD060AE0404F8189D81C0B|
AY03|Annual month May on the 3rd|1.0|8529CD4846BE060AE0404F8189D81C0B|
AY04|Annual month May on the 4th|1.0|8529CD4846BF060AE0404F8189D81C0B|
AY05|Annual month May on the 5th|1.0|8529CD4846C0060AE0404F8189D81C0B|
AY06|Annual month May on the 6th|1.0|8529CD4846C1060AE0404F8189D81C0B|
AY07|Annual month May on the 7th|1.0|8529CD4846C2060AE0404F8189D81C0B|
AY08|Annual month May on the 8th|1.0|8529CD4846C3060AE0404F8189D81C0B|
AY09|Annual month May on the 9th|1.0|8529CD4846C4060AE0404F8189D81C0B|
AY10|Annual month May on the 10th|1.0|8529CD4846C5060AE0404F8189D81C0B|
AY11|Annual month May on the 11th|1.0|8529CD4846C6060AE0404F8189D81C0B|
AY12|Annual month May on the 12th|1.0|8529CD4846C7060AE0404F8189D81C0B|
AY13|Annual month May on the 13th|1.0|8529CD4846C8060AE0404F8189D81C0B|
AY14|Annual month May on the 14th|1.0|8529CD4846C9060AE0404F8189D81C0B|
AY15|Annual month May on the 15th|1.0|8529CD4846CA060AE0404F8189D81C0B|
AY16|Annual month May on the 16th|1.0|8529CD4846CB060AE0404F8189D81C0B|
AY17|Annual month May on the 17th|1.0|8529CD4846CC060AE0404F8189D81C0B|
AY18|Annual month May on the 18th|1.0|8529CD4846CD060AE0404F8189D81C0B|
AY19|Annual month May on the 19th|1.0|8529CD4846CE060AE0404F8189D81C0B|
AY20|Annual month May on the 20th|1.0|8529CD4846CF060AE0404F8189D81C0B|
AY21|Annual month May on the 21st|1.0|8529CD4846D0060AE0404F8189D81C0B|
AY22|Annual month May on the 22nd|1.0|8529CD4846D1060AE0404F8189D81C0B|
AY23|Annual month May on the 23rd|1.0|8529CD4846D2060AE0404F8189D81C0B|
AY24|Annual month May on the 24th|1.0|8529CD4846D3060AE0404F8189D81C0B|
AY25|Annual month May on the 25th|1.0|8529CD4846D4060AE0404F8189D81C0B|
AY26|Annual month May on the 26th|1.0|8529CD4846D5060AE0404F8189D81C0B|
AY27|Annual month May on the 27th|1.0|8529CD4846D6060AE0404F8189D81C0B|
AY28|Annual month May on the 28th|1.0|8529CD4846D7060AE0404F8189D81C0B|
AY29|Annual month May on the 29th|1.0|8529CD4846D8060AE0404F8189D81C0B|
AY30|Annual month May on the 30th|1.0|8529CD4846D9060AE0404F8189D81C0B|
AY31|Annual month May on the 31st|1.0|8529CD4846DA060AE0404F8189D81C0B|
AYME|Annual month May on the Month End|1.0|8529CD4846DB060AE0404F8189D81C0B|
D|Daily|1.0|8529CD4846DC060AE0404F8189D81C0B|
IA01|Semi-Annual months April and October on the 1st of each of those months|1.0|8529CD4846DD060AE0404F8189D81C0B|
IA02|Semi-Annual months April and October on the 2nd of each of those months|1.0|8529CD4846DE060AE0404F8189D81C0B|
IA03|Semi-Annual months April and October on the 3rd of each of those months|1.0|8529CD4846DF060AE0404F8189D81C0B|
IA04|Semi-Annual months April and October on the 4th of each of those months|1.0|8529CD4846E0060AE0404F8189D81C0B|
IA05|Semi-Annual months April and October on the 5th of each of those months|1.0|8529CD4846E1060AE0404F8189D81C0B|
IA06|Semi-Annual months April and October on the 6th of each of those months|1.0|8529CD4846E2060AE0404F8189D81C0B|
IA07|Semi-Annual months April and October on the 7th of each of those months|1.0|8529CD4846E3060AE0404F8189D81C0B|
IA08|Semi-Annual months April and October on the 8th of each of those months|1.0|8529CD4846E4060AE0404F8189D81C0B|
IA09|Semi-Annual months April and October on the 9th of each of those months|1.0|8529CD4846E5060AE0404F8189D81C0B|
IA10|Semi-Annual months April and October on the 10th of each of those months|1.0|8529CD4846E6060AE0404F8189D81C0B|
IA11|Semi-Annual months April and October on the 11th of each of those months|1.0|8529CD4846E7060AE0404F8189D81C0B|
IA12|Semi-Annual months April and October on the 12th of each of those months|1.0|8529CD4846E8060AE0404F8189D81C0B|
IA13|Semi-Annual months April and October on the 13th of each of those months|1.0|8529CD4846E9060AE0404F8189D81C0B|
IA14|Semi-Annual months April and October on the 14th of each of those months|1.0|8529CD4846EA060AE0404F8189D81C0B|
IA15|Semi-Annual months April and October on the 15th of each of those months|1.0|8529CD4846EB060AE0404F8189D81C0B|
IA16|Semi-Annual months April and October on the 16th of each of those months|1.0|8529CD4846EC060AE0404F8189D81C0B|
IA17|Semi-Annual months April and October on the 17th of each of those months|1.0|8529CD4846ED060AE0404F8189D81C0B|
IA18|Semi-Annual months April and October on the 18th of each of those months|1.0|8529CD4846EE060AE0404F8189D81C0B|
IA19|Semi-Annual months April and October on the 19th of each of those months|1.0|8529CD4846EF060AE0404F8189D81C0B|
IA20|Semi-Annual months April and October on the 20th of each of those months|1.0|8529CD4846F0060AE0404F8189D81C0B|
IA21|Semi-Annual months April and October on the 21st of each of those months|1.0|8529CD4846F1060AE0404F8189D81C0B|
IA22|Semi-Annual months April and October on the 22nd of each of those months|1.0|8529CD4846F2060AE0404F8189D81C0B|
IA23|Semi-Annual months April and October on the 23rd of each of those months|1.0|8529CD4846F3060AE0404F8189D81C0B|
IA24|Semi-Annual months April and October on the 24th of each of those months|1.0|8529CD4846F4060AE0404F8189D81C0B|
IA25|Semi-Annual months April and October on the 25th of each of those months|1.0|8529CD4846F5060AE0404F8189D81C0B|
IA26|Semi-Annual months April and October on the 26th of each of those months|1.0|8529CD4846F6060AE0404F8189D81C0B|
IA27|Semi-Annual months April and October on the 27th of each of those months|1.0|8529CD4846F7060AE0404F8189D81C0B|
IA28|Semi-Annual months April and October on the 28th of each of those months|1.0|8529CD4846F8060AE0404F8189D81C0B|
IA29|Semi-Annual months April and October on the 29th of each of those months|1.0|8529CD4846F9060AE0404F8189D81C0B|
IA30|Semi-Annual months April and October on the 30th of each of those months|1.0|8529CD4846FA060AE0404F8189D81C0B|
IA31|Semi-Annual months April and October on the 31st of each of those months|1.0|8529CD4846FB060AE0404F8189D81C0B|
IAME|Semi-Annual months April and October on the Month End of each of those months|1.0|8529CD4846FC060AE0404F8189D81C0B|
IF01|Semi-Annual months February and August on the 1st of each of those months|1.0|8529CD4846FD060AE0404F8189D81C0B|
IF02|Semi-Annual months February and August on the 2nd of each of those months|1.0|8529CD4846FE060AE0404F8189D81C0B|
IF03|Semi-Annual months February and August on the 3rd of each of those months|1.0|8529CD4846FF060AE0404F8189D81C0B|
IF04|Semi-Annual months February and August on the 4th of each of those months|1.0|8529CD484700060AE0404F8189D81C0B|
IF05|Semi-Annual months February and August on the 5th of each of those months|1.0|8529CD484701060AE0404F8189D81C0B|
IF06|Semi-Annual months February and August on the 6th of each of those months|1.0|8529CD484702060AE0404F8189D81C0B|
IF07|Semi-Annual months February and August on the 7th of each of those months|1.0|8529CD484703060AE0404F8189D81C0B|
IF08|Semi-Annual months February and August on the 8th of each of those months|1.0|8529CD484704060AE0404F8189D81C0B|
IF09|Semi-Annual months February and August on the 9th of each of those months|1.0|8529CD484705060AE0404F8189D81C0B|
IF10|Semi-Annual months February and August on the 10th of each of those months|1.0|8529CD484706060AE0404F8189D81C0B|
IF11|Semi-Annual months February and August on the 11th of each of those months|1.0|8529CD484707060AE0404F8189D81C0B|
IF12|Semi-Annual months February and August on the 12th of each of those months|1.0|8529CD484708060AE0404F8189D81C0B|
IF13|Semi-Annual months February and August on the 13th of each of those months|1.0|8529CD484709060AE0404F8189D81C0B|
IF14|Semi-Annual months February and August on the 14th of each of those months|1.0|8529CD48470A060AE0404F8189D81C0B|
IF15|Semi-Annual months February and August on the 15th of each of those months|1.0|8529CD48470B060AE0404F8189D81C0B|
IF16|Semi-Annual months February and August on the 16th of each of those months|1.0|8529CD48470C060AE0404F8189D81C0B|
IF17|Semi-Annual months February and August on the 17th of each of those months|1.0|8529CD48470D060AE0404F8189D81C0B|
IF18|Semi-Annual months February and August on the 18th of each of those months|1.0|8529CD48470E060AE0404F8189D81C0B|
IF19|Semi-Annual months February and August on the 19th of each of those months|1.0|8529CD48470F060AE0404F8189D81C0B|
IF20|Semi-Annual months February and August on the 20th of each of those months|1.0|8529CD484710060AE0404F8189D81C0B|
IF21|Semi-Annual months February and August on the 21st of each of those months|1.0|8529CD484711060AE0404F8189D81C0B|
IF22|Semi-Annual months February and August on the 22nd of each of those months|1.0|8529CD484712060AE0404F8189D81C0B|
IF23|Semi-Annual months February and August on the 23rd of each of those months|1.0|8529CD484713060AE0404F8189D81C0B|
IF24|Semi-Annual months February and August on the 24th of each of those months|1.0|8529CD484714060AE0404F8189D81C0B|
IF25|Semi-Annual months February and August on the 25th of each of those months|1.0|8529CD484715060AE0404F8189D81C0B|
IF26|Semi-Annual months February and August on the 26th of each of those months|1.0|8529CD484716060AE0404F8189D81C0B|
IF27|Semi-Annual months February and August on the 27th of each of those months|1.0|8529CD484717060AE0404F8189D81C0B|
IF28|Semi-Annual months February and August on the 28th of each of those months|1.0|8529CD484718060AE0404F8189D81C0B|
IF29|Semi-Annual months February and August on the 29th of each of those months|1.0|8529CD484719060AE0404F8189D81C0B|
IF30|Semi-Annual months February and August on the 30th of each of those months|1.0|8529CD48471A060AE0404F8189D81C0B|
IF31|Semi-Annual months February and August on the 31st of each of those months|1.0|8529CD48471B060AE0404F8189D81C0B|
IFME|Semi-Annual months February and August on the Month End of each of those months|1.0|8529CD48471C060AE0404F8189D81C0B|
IJ01|Semi-Annual months January and July on the 1st of each of those months|1.0|8529CD48471D060AE0404F8189D81C0B|
IJ02|Semi-Annual months January and July on the 2nd of each of those months|1.0|8529CD48471E060AE0404F8189D81C0B|
IJ03|Semi-Annual months January and July on the 3rd of each of those months|1.0|8529CD48471F060AE0404F8189D81C0B|
IJ04|Semi-Annual months January and July on the 4th of each of those months|1.0|8529CD484720060AE0404F8189D81C0B|
IJ05|Semi-Annual months January and July on the 5th of each of those months|1.0|8529CD484721060AE0404F8189D81C0B|
IJ06|Semi-Annual months January and July on the 6th of each of those months|1.0|8529CD484722060AE0404F8189D81C0B|
IJ07|Semi-Annual months January and July on the 7th of each of those months|1.0|8529CD484723060AE0404F8189D81C0B|
IJ08|Semi-Annual months January and July on the 8th of each of those months|1.0|8529CD484724060AE0404F8189D81C0B|
IJ09|Semi-Annual months January and July on the 9th of each of those months|1.0|8529CD484725060AE0404F8189D81C0B|
IJ10|Semi-Annual months January and July on the 10th of each of those months|1.0|8529CD484726060AE0404F8189D81C0B|
IJ11|Semi-Annual months January and July on the 11th of each of those months|1.0|8529CD484727060AE0404F8189D81C0B|
IJ12|Semi-Annual months January and July on the 12th of each of those months|1.0|8529CD484728060AE0404F8189D81C0B|
IJ13|Semi-Annual months January and July on the 13th of each of those months|1.0|8529CD484729060AE0404F8189D81C0B|
IJ14|Semi-Annual months January and July on the 14th of each of those months|1.0|8529CD48472A060AE0404F8189D81C0B|
IJ15|Semi-Annual months January and July on the 15th of each of those months|1.0|8529CD48472B060AE0404F8189D81C0B|
IJ16|Semi-Annual months January and July on the 16th of each of those months|1.0|8529CD48472C060AE0404F8189D81C0B|
IJ17|Semi-Annual months January and July on the 17th of each of those months|1.0|8529CD48472D060AE0404F8189D81C0B|
IJ18|Semi-Annual months January and July on the 18th of each of those months|1.0|8529CD48472E060AE0404F8189D81C0B|
IJ19|Semi-Annual months January and July on the 19th of each of those months|1.0|8529CD48472F060AE0404F8189D81C0B|
IJ20|Semi-Annual months January and July on the 20th of each of those months|1.0|8529CD484730060AE0404F8189D81C0B|
IJ21|Semi-Annual months January and July on the 21st of each of those months|1.0|8529CD484731060AE0404F8189D81C0B|
IJ22|Semi-Annual months January and July on the 22nd of each of those months|1.0|8529CD484732060AE0404F8189D81C0B|
IJ23|Semi-Annual months January and July on the 23rd of each of those months|1.0|8529CD484733060AE0404F8189D81C0B|
IJ24|Semi-Annual months January and July on the 24th of each of those months|1.0|8529CD484734060AE0404F8189D81C0B|
IJ25|Semi-Annual months January and July on the 25th of each of those months|1.0|8529CD484735060AE0404F8189D81C0B|
IJ26|Semi-Annual months January and July on the 26th of each of those months|1.0|8529CD484736060AE0404F8189D81C0B|
IJ27|Semi-Annual months January and July on the 27th of each of those months|1.0|8529CD484737060AE0404F8189D81C0B|
IJ28|Semi-Annual months January and July on the 28th of each of those months|1.0|8529CD484738060AE0404F8189D81C0B|
IJ29|Semi-Annual months January and July on the 29th of each of those months|1.0|8529CD484739060AE0404F8189D81C0B|
IJ30|Semi-Annual months January and July on the 30th of each of those months|1.0|8529CD48473A060AE0404F8189D81C0B|
IJ31|Semi-Annual months January and July on the 31st of each of those months|1.0|8529CD48473B060AE0404F8189D81C0B|
IJME|Semi-Annual months January and July on the Month End of each of those months|1.0|8529CD48473C060AE0404F8189D81C0B|
IM01|Semi-Annual months March and September on the 1st of each of those months|1.0|8529CD48473D060AE0404F8189D81C0B|
IM02|Semi-Annual months March and September on the 2nd of each of those months|1.0|8529CD48473E060AE0404F8189D81C0B|
IM03|Semi-Annual months March and September on the 3rd of each of those months|1.0|8529CD48473F060AE0404F8189D81C0B|
IM04|Semi-Annual months March and September on the 4th of each of those months|1.0|8529CD484740060AE0404F8189D81C0B|
IM05|Semi-Annual months March and September on the 5th of each of those months|1.0|8529CD484741060AE0404F8189D81C0B|
IM06|Semi-Annual months March and September on the 6th of each of those months|1.0|8529CD484742060AE0404F8189D81C0B|
IM07|Semi-Annual months March and September on the 7th of each of those months|1.0|8529CD484743060AE0404F8189D81C0B|
IM08|Semi-Annual months March and September on the 8th of each of those months|1.0|8529CD484744060AE0404F8189D81C0B|
IM09|Semi-Annual months March and September on the 9th of each of those months|1.0|8529CD484745060AE0404F8189D81C0B|
IM10|Semi-Annual months March and September on the 10th of each of those months|1.0|8529CD484746060AE0404F8189D81C0B|
IM11|Semi-Annual months March and September on the 11th of each of those months|1.0|8529CD484747060AE0404F8189D81C0B|
IM12|Semi-Annual months March and September on the 12th of each of those months|1.0|8529CD484748060AE0404F8189D81C0B|
IM13|Semi-Annual months March and September on the 13th of each of those months|1.0|8529CD484749060AE0404F8189D81C0B|
IM14|Semi-Annual months March and September on the 14th of each of those months|1.0|8529CD48474A060AE0404F8189D81C0B|
IM15|Semi-Annual months March and September on the 15th of each of those months|1.0|8529CD48474B060AE0404F8189D81C0B|
IM16|Semi-Annual months March and September on the 16th of each of those months|1.0|8529CD48474C060AE0404F8189D81C0B|
IM17|Semi-Annual months March and September on the 17th of each of those months|1.0|8529CD48474D060AE0404F8189D81C0B|
IM18|Semi-Annual months March and September on the 18th of each of those months|1.0|8529CD48474E060AE0404F8189D81C0B|
IM19|Semi-Annual months March and September on the 19th of each of those months|1.0|8529CD48474F060AE0404F8189D81C0B|
IM20|Semi-Annual months March and September on the 20th of each of those months|1.0|8529CD484750060AE0404F8189D81C0B|
IM21|Semi-Annual months March and September on the 21st of each of those months|1.0|8529CD484751060AE0404F8189D81C0B|
IM22|Semi-Annual months March and September on the 22nd of each of those months|1.0|8529CD484752060AE0404F8189D81C0B|
IM23|Semi-Annual months March and September on the 23rd of each of those months|1.0|8529CD484753060AE0404F8189D81C0B|
IM24|Semi-Annual months March and September on the 24th of each of those months|1.0|8529CD484754060AE0404F8189D81C0B|
IM25|Semi-Annual months March and September on the 25th of each of those months|1.0|8529CD484755060AE0404F8189D81C0B|
IM26|Semi-Annual months March and September on the 26th of each of those months|1.0|8529CD484756060AE0404F8189D81C0B|
IM27|Semi-Annual months March and September on the 27th of each of those months|1.0|8529CD484757060AE0404F8189D81C0B|
IM28|Semi-Annual months March and September on the 28th of each of those months|1.0|8529CD484758060AE0404F8189D81C0B|
IM29|Semi-Annual months March and September on the 29th of each of those months|1.0|8529CD484759060AE0404F8189D81C0B|
IM30|Semi-Annual months March and September on the 30th of each of those months|1.0|8529CD48475A060AE0404F8189D81C0B|
IM31|Semi-Annual months March and September on the 31st of each of those months|1.0|8529CD48475B060AE0404F8189D81C0B|
IMME|Semi-Annual months March and September on the Month End of each of those months|1.0|8529CD48475C060AE0404F8189D81C0B|
IU01|Semi-Annual months June and Decmeber on the 1st of each of those months|1.0|8529CD48475D060AE0404F8189D81C0B|
IU02|Semi-Annual months June and December on the 2nd of each of those months|1.0|8529CD48475E060AE0404F8189D81C0B|
IU03|Semi-Annual months June and December on the 3rd of each of those months|1.0|8529CD48475F060AE0404F8189D81C0B|
IU04|Semi-Annual months June and December on the 4th of each of those months|1.0|8529CD484760060AE0404F8189D81C0B|
IU05|Semi-Annual months June and December on the 5th of each of those months|1.0|8529CD484761060AE0404F8189D81C0B|
IU06|Semi-Annual months June and December on the 6th of each of those months|1.0|8529CD484762060AE0404F8189D81C0B|
IU07|Semi-Annual months June and December on the 7th of each of those months|1.0|8529CD484763060AE0404F8189D81C0B|
IU08|Semi-Annual months June and December on the 8th of each of those months|1.0|8529CD484764060AE0404F8189D81C0B|
IU09|Semi-Annual months June and December on the 9th of each of those months|1.0|8529CD484765060AE0404F8189D81C0B|
IU10|Semi-Annual months June and December on the 10th of each of those months|1.0|8529CD484766060AE0404F8189D81C0B|
IU11|Semi-Annual months June and December on the 11th of each of those months|1.0|8529CD484767060AE0404F8189D81C0B|
IU12|Semi-Annual months June and December on the 12th of each of those months|1.0|8529CD484768060AE0404F8189D81C0B|
IU13|Semi-Annual months June and December on the 13th of each of those months|1.0|8529CD484769060AE0404F8189D81C0B|
IU14|Semi-Annual months June and December on the 14th of each of those months|1.0|8529CD48476A060AE0404F8189D81C0B|
IU15|Semi-Annual months June and December on the 15th of each of those months|1.0|8529CD48476B060AE0404F8189D81C0B|
IU16|Semi-Annual months June and December on the 16th of each of those months|1.0|8529CD48476C060AE0404F8189D81C0B|
IU17|Semi-Annual months June and December on the 17th of each of those months|1.0|8529CD48476D060AE0404F8189D81C0B|
IU18|Semi-Annual months June and December on the 18th of each of those months|1.0|8529CD48476E060AE0404F8189D81C0B|
IU19|Semi-Annual months June and December on the 19th of each of those months|1.0|8529CD48476F060AE0404F8189D81C0B|
IU20|Semi-Annual months June and December on the 20th of each of those months|1.0|8529CD484770060AE0404F8189D81C0B|
IU21|Semi-Annual months June and December on the 21st of each of those months|1.0|8529CD484771060AE0404F8189D81C0B|
IU22|Semi-Annual months June and December on the 22nd of each of those months|1.0|8529CD484772060AE0404F8189D81C0B|
IU23|Semi-Annual months June and December on the 23rd of each of those months|1.0|8529CD484773060AE0404F8189D81C0B|
IU24|Semi-Annual months June and December on the 24th of each of those months|1.0|8529CD484774060AE0404F8189D81C0B|
IU25|Semi-Annual months June and December on the 25th of each of those months|1.0|8529CD484775060AE0404F8189D81C0B|
IU26|Semi-Annual months June and December on the 26th of each of those months|1.0|8529CD484776060AE0404F8189D81C0B|
IU27|Semi-Annual months June and December on the 27th of each of those months|1.0|8529CD484777060AE0404F8189D81C0B|
IU28|Semi-Annual months June and December on the 28th of each of those months|1.0|8529CD484778060AE0404F8189D81C0B|
IU29|Semi-Annual months June and December on the 29th of each of those months|1.0|8529CD484779060AE0404F8189D81C0B|
IU30|Semi-Annual months June and December on the 30th of each of those months|1.0|8529CD48477A060AE0404F8189D81C0B|
IU31|Semi-Annual months June and December on the 31st of each of those months|1.0|8529CD48477B060AE0404F8189D81C0B|
IUME|Semi-Annual months June and December on the Month End of each of those months|1.0|8529CD48477C060AE0404F8189D81C0B|
IY01|Semi-Annual months May and November on the 1st of each of those months|1.0|8529CD48477D060AE0404F8189D81C0B|
IY02|Semi-Annual months May and November on the 2nd of each of those months|1.0|8529CD48477E060AE0404F8189D81C0B|
IY03|Semi-Annual months May and November on the 3rd of each of those months|1.0|8529CD48477F060AE0404F8189D81C0B|
IY04|Semi-Annual months May and November on the 4th of each of those months|1.0|8529CD484780060AE0404F8189D81C0B|
IY05|Semi-Annual months May and November on the 5th of each of those months|1.0|8529CD484781060AE0404F8189D81C0B|
IY06|Semi-Annual months May and November on the 6th of each of those months|1.0|8529CD484782060AE0404F8189D81C0B|
IY07|Semi-Annual months May and November on the 7th of each of those months|1.0|8529CD484783060AE0404F8189D81C0B|
IY08|Semi-Annual months May and November on the 8th of each of those months|1.0|8529CD484784060AE0404F8189D81C0B|
IY09|Semi-Annual months May and November on the 9th of each of those months|1.0|8529CD484785060AE0404F8189D81C0B|
IY10|Semi-Annual months May and November on the 10th of each of those months|1.0|8529CD484786060AE0404F8189D81C0B|
IY11|Semi-Annual months May and November on the 11th of each of those months|1.0|8529CD484787060AE0404F8189D81C0B|
IY12|Semi-Annual months May and November on the 12th of each of those months|1.0|8529CD484788060AE0404F8189D81C0B|
IY13|Semi-Annual months May and November on the 13th of each of those months|1.0|8529CD484789060AE0404F8189D81C0B|
IY14|Semi-Annual months May and November on the 14th of each of those months|1.0|8529CD48478A060AE0404F8189D81C0B|
IY15|Semi-Annual months May and November on the 15th of each of those months|1.0|8529CD48478B060AE0404F8189D81C0B|
IY16|Semi-Annual months May and November on the 16th of each of those months|1.0|8529CD48478C060AE0404F8189D81C0B|
IY17|Semi-Annual months May and November on the 17th of each of those months|1.0|8529CD48478D060AE0404F8189D81C0B|
IY18|Semi-Annual months May and November on the 18th of each of those months|1.0|8529CD48478E060AE0404F8189D81C0B|
IY19|Semi-Annual months May and November on the 19th of each of those months|1.0|8529CD48478F060AE0404F8189D81C0B|
IY20|Semi-Annual months May and November on the 20th of each of those months|1.0|8529CD484790060AE0404F8189D81C0B|
IY21|Semi-Annual months May and November on the 21st of each of those months|1.0|8529CD484791060AE0404F8189D81C0B|
IY22|Semi-Annual months May and November on the 22nd of each of those months|1.0|8529CD484792060AE0404F8189D81C0B|
IY23|Semi-Annual months May and November on the 23rd of each of those months|1.0|8529CD484793060AE0404F8189D81C0B|
IY24|Semi-Annual months May and November on the 24th of each of those months|1.0|8529CD484794060AE0404F8189D81C0B|
IY25|Semi-Annual months May and November on the 25th of each of those months|1.0|8529CD484795060AE0404F8189D81C0B|
IY26|Semi-Annual months May and November on the 26th of each of those months|1.0|8529CD484796060AE0404F8189D81C0B|
IY27|Semi-Annual months May and November on the 27th of each of those months|1.0|8529CD484797060AE0404F8189D81C0B|
IY28|Semi-Annual months May and November on the 28th of each of those months|1.0|8529CD484798060AE0404F8189D81C0B|
IY29|Semi-Annual months May and November on the 29th of each of those months|1.0|8529CD484799060AE0404F8189D81C0B|
IY30|Semi-Annual months May and November on the 30th of each of those months|1.0|8529CD48479A060AE0404F8189D81C0B|
IY31|Semi-Annual months May and November on the 31st of each of those months|1.0|8529CD48479B060AE0404F8189D81C0B|
IYME|Semi-Annual months May and November on the Month End of each of those months|1.0|8529CD48479C060AE0404F8189D81C0B|
M01|Monthly on the 1st|1.0|8529CD48479D060AE0404F8189D81C0B|
M02|Monthly on the 2nd|1.0|8529CD48479E060AE0404F8189D81C0B|
M03|Monthly on the 3rd|1.0|8529CD48479F060AE0404F8189D81C0B|
M04|Monthly on the 4th|1.0|8529CD4847A0060AE0404F8189D81C0B|
M05|Monthly on the 5th|1.0|8529CD4847A1060AE0404F8189D81C0B|
M06|Monthly on the 6th|1.0|8529CD4847A2060AE0404F8189D81C0B|
M07|Monthly on the 7th|1.0|8529CD4847A3060AE0404F8189D81C0B|
M08|Monthly on the 8th|1.0|8529CD4847A4060AE0404F8189D81C0B|
M09|Monthly on the 9th|1.0|8529CD4847A5060AE0404F8189D81C0B|
M10|Monthly on the 10th|1.0|8529CD4847A6060AE0404F8189D81C0B|
M11|Monthly on the 11th|1.0|8529CD4847A7060AE0404F8189D81C0B|
M12|Monthly on the 12th|1.0|8529CD4847A8060AE0404F8189D81C0B|
M13|Monthly on the 13th|1.0|8529CD4847A9060AE0404F8189D81C0B|
M14|Monthly on the 14th|1.0|8529CD4847AA060AE0404F8189D81C0B|
M15|Monthly on the 15th|1.0|8529CD4847AB060AE0404F8189D81C0B|
M16|Monthly on the 16th|1.0|8529CD4847AC060AE0404F8189D81C0B|
M17|Monthly on the 17th|1.0|8529CD4847AD060AE0404F8189D81C0B|
M18|Monthly on the 18th|1.0|8529CD4847AE060AE0404F8189D81C0B|
M19|Monthly on the 19th|1.0|8529CD4847AF060AE0404F8189D81C0B|
M20|Monthly on the 20th|1.0|8529CD4847B0060AE0404F8189D81C0B|
M21|Monthly on the 21th|1.0|8529CD4847B1060AE0404F8189D81C0B|
M22|Monthly on the 22nd|1.0|8529CD4847B2060AE0404F8189D81C0B|
M23|Monthly on the 23rd|1.0|8529CD4847B3060AE0404F8189D81C0B|
M24|Monthly on the 24th|1.0|8529CD4847B4060AE0404F8189D81C0B|
M25|Monthly on the 25th|1.0|8529CD4847B5060AE0404F8189D81C0B|
M26|Monthly on the 26th|1.0|8529CD4847B6060AE0404F8189D81C0B|
M27|Monthly on the 27th|1.0|8529CD4847B7060AE0404F8189D81C0B|
M28|Monthly on the 28th|1.0|8529CD4847B8060AE0404F8189D81C0B|
M29|Monthly on the 29th|1.0|8529CD4847B9060AE0404F8189D81C0B|
M30|Monthly on the 30th|1.0|8529CD4847BA060AE0404F8189D81C0B|
M31|Monthly on the 31st|1.0|8529CD4847BB060AE0404F8189D81C0B|
MME|Monthly on the Month End|1.0|8529CD4847BC060AE0404F8189D81C0B|
QF01|Quarterly on months February, May, August and November on the 1st of each of those months|1.0|8529CD4847BD060AE0404F8189D81C0B|
QF02|Quarterly on months February, May, August and November on the 2nd of each of those months|1.0|8529CD4847BE060AE0404F8189D81C0B|
QF03|Quarterly on months February, May, August and November on the 3rd of each of those months|1.0|8529CD4847BF060AE0404F8189D81C0B|
QF04|Quarterly on months February, May, August and November on the 4th of each of those months|1.0|8529CD4847C0060AE0404F8189D81C0B|
QF05|Quarterly on months February, May, August and November on the 5th of each of those months|1.0|8529CD4847C1060AE0404F8189D81C0B|
QF06|Quarterly on months February, May, August and November on the 6th of each of those months|1.0|8529CD4847C2060AE0404F8189D81C0B|
QF07|Quarterly on months February, May, August and November on the 7th of each of those months|1.0|8529CD4847C3060AE0404F8189D81C0B|
QF08|Quarterly on months February, May, August and November on the 8th of each of those months|1.0|8529CD4847C4060AE0404F8189D81C0B|
QF09|Quarterly on months February, May, August and November on the 9th of each of those months|1.0|8529CD4847C5060AE0404F8189D81C0B|
QF10|Quarterly on months February, May, August and November on the 10th of each of those months|1.0|8529CD4847C6060AE0404F8189D81C0B|
QF11|Quarterly on months February, May, August and November on the 11th of each of those months|1.0|8529CD4847C7060AE0404F8189D81C0B|
QF12|Quarterly on months February, May, August and November on the 12th of each of those months|1.0|8529CD4847C8060AE0404F8189D81C0B|
QF13|Quarterly on months February, May, August and November on the 13th of each of those months|1.0|8529CD4847C9060AE0404F8189D81C0B|
QF14|Quarterly on months February, May, August and November on the 14th of each of those months|1.0|8529CD4847CA060AE0404F8189D81C0B|
QF15|Quarterly on months February, May, August and November on the 15th of each of those months|1.0|8529CD4847CB060AE0404F8189D81C0B|
QF16|Quarterly on months February, May, August and November on the 16th of each of those months|1.0|8529CD4847CC060AE0404F8189D81C0B|
QF17|Quarterly on months February, May, August and November on the 17th of each of those months|1.0|8529CD4847CD060AE0404F8189D81C0B|
