"PERM_ID","OBJ_ID","VER_NBR","PERM_TMPL_ID","NMSPC_CD","NM","DESC_TXT","ACTV_IND"
"375","375","1","23","KFS-CAB","Look Up Records Pretag","Allows users to access the Pre-Asset Tagging screens.","Y"
"376","376","1","42","KFS-CAB","Create / Maintain Record(s) PTAG","Users allowed to create new and maintain existing records using the Pre-Asset Tagging document.","Y"
"377","377","1","1","KFS-CAM","Edit When Tagged Prior Fiscal Year","Authorizes users to edit assets tagged in a prior fiscal year.","Y"
"379","379","1","10","KFS-SYS","Initiate Document IdentityManagementGroupDocument","Authorizes the initiation of the KIM Group document.","Y"
"38","38","1","26","KFS-CAM","Modify Maintenance Document Field Asset governmentTagNumber","Users who can modify the Government Tag Number field on the Asset document.","Y"
"380","380","1","10","KFS-COA","Initiate Document GORV","Authorizes the initiation of the Organization Reversion Global Document.","Y"
"381","381","1","27","KFS-SYS","Full Unmask Field PaymentSourceWireTransfer payeeAccountNumber","Authorizes users to view the entire bank account number on displays of wire transfer information on payment source documents (such as the Disbursement Voucher, the Travel Authorization, the Travel Reimbursement, etc).","Y"
"382","382","1","16","KFS-SYS","Edit Document FSSM AdHoc R","Authorizes users to edit Simple Maintenance document at the AdHoc route node.","Y"
"383","383","1","16","KFS-SYS","Edit Document KFSM AdHoc R","Authorizes users to edit Complex Maintenance document at the AdHoc route node.","Y"
"385","385","1","33","KFS-GL","Upload Batch Input File(s) collectorFlatFileInputFileType","Authorizes user to access the Collector Flat File Upload page.","Y"
"386","386","1","27","KFS-PDP","Full Unmask Field PaymentDetail achBankRoutingNbr","Authorizes users to view the entire bank routing number on the Payment Detail Inquiry.","Y"
"387","387","1","27","KFS-PDP","Full Unmask Field PaymentDetail achBankAccountNbr","Authorizes users to view the entire bank account number on the Payment Detail Inquiry.","Y"
"39","39","1","26","KFS-CAM","Modify Maintenance Document Field Asset nationalStockNumber","Users who can modify the National Stock Number field on the Asset document.","Y"
"390","390","1","9","KFS-SYS","Ad Hoc Review Document KFS A","Authorizes users to take the Approve action on KFS documents Ad Hoc routed to them.","Y"
"391","391","1","9","KFS-SYS","Ad Hoc Review Document KFS F","Authorizes users to take the FYI action on KFS documents Ad Hoc routed to them.","Y"
"392","392","1","9","KFS-SYS","Ad Hoc Review Document KFS K","Authorizes users to take the Acknowledge action on KFS documents Ad Hoc routed to them.","Y"
"40","40","1","26","KFS-CAM","Modify Maintenance Document Field Asset financialObjectSubTypeCode","Users who can modify the Financial Object Sub Type Code field on the Asset document.","Y"
"42","42","1","33","KFS-CAM","Upload Batch Input File(s) assetBarcodeInventoryInputFileType","Authorizes users to access the Barcode Inventory Process upload page.","Y"
"43","43","1","25","KFS-CAM","View Inquiry or Maintenance Document Field Asset replacementAmount","Users who can view the Replacement Amount field on the Asset document.","Y"
"44","44","1","25","KFS-CAM","View Inquiry or Maintenance Document Field Asset estimatedSellingPrice","Users who can view the Estimated Selling Price field on the Asset document.","Y"
"46","46","1","25","KFS-CAM","View Inquiry or Maintenance Document Field Asset conditionCode","Users who can view the Condition Code on the Asset document.","Y"
"47","47","1","25","KFS-CAM","View Inquiry or Maintenance Document Field Asset landCountyName","Users who can view the Land County Name on the Asset document.","Y"
"48","48","1","25","KFS-CAM","View Inquiry or Maintenance Document Field Asset landAcreageSize","Users who can view the Land Acreage Size on the Asset document.","Y"
"49","49","1","25","KFS-CAM","View Inquiry or Maintenance Document Field Asset landParcelNumber","Users who can view the Land Parcel Number on the Asset document.","Y"
"5","5","1","10","KFS-AR","Initiate Document APP","Authorizes the initiation of Application Documents.","Y"
"51","51","1","10","KFS-CG","Initiate Document CLOS","Authorizes the initiation of the CFDA Close Document.","Y"
"52","52","1","10","KFS-CG","Initiate Document PRPL","Authorizes the initiation of the Proposal Document.","Y"
"54","54","1","43","KFS-CG","View Inquiry or Maintenance Document Section Proposal proposalResearchRisks","Authorizes users to vew the Research Risk tab on the Proposal document.","Y"
"55","55","1","10","KFS-COA","Initiate Document GOBJ","Authorizes the initiation of the Global Object Code Document.","Y"
"56","56","1","10","KFS-COA","Initiate Document ORGR","Authorizes the initiation of the Organization Reversion Document.","Y"
"58","58","1","1","KFS-COA","Edit Inactive Account","Users who can edit Accounts that are inactive.","Y"
"59","59","1","1","KFS-COA","Serve As Account Manager","Identifies users that can be Account Managers","Y"
"6","6","1","10","KFS-AR","Initiate Document CTRL","Authorizes the initiation of the Cash Control Document.","Y"
"60","60","1","26","KFS-COA","Modify Maintenance Document Field SubAccount a21SubAccount","Authorizes users to edit the Sub-Account Type Code on the Sub-Account document.","Y"
"61","61","1","26","KFS-COA","Modify Maintenance Document Field Organization organizationPlantChartCode","Users who can edit the Organization Plant Chart Code on the Organization document.","Y"
"62","62","1","26","KFS-COA","Modify Maintenance Document Field Organization organizationPlantAccountNumber","Users who can edit the Organization Plant Account Number on the Organization document.","Y"
"63","63","1","26","KFS-COA","Modify Maintenance Document Field Organization campusPlantChartCode","Users who can edit the Campus Plant Chart Code on the Organization document.","Y"
"64","64","1","26","KFS-COA","Modify Maintenance Document Field Organization campusPlantAccountNumber","Users who can edit the Campus Plant Account Number on the Organization document.","Y"
"65","65","1","10","KFS-EC","Initiate Document ECD","Authorizes the initiation of the Effort Certification Document.","Y"
"66","66","1","7","KFS-FP","Claim Electronic Payment DI","Users who can use a Distribution of Income and Expense document to claim Electronic Payments.","Y"
"67","67","1","7","KFS-FP","Claim Electronic Payment YEDI","Users who can use a Year End Distribution of Income and Expense document to claim Electronic Payments.","Y"
"69","69","1","10","KFS-FP","Initiate Document CMD","Authorizes the initiation of the Cash Management Document.","Y"
"70","70","1","10","KFS-FP","Initiate Document SB","Authorizes the initiation of the Service Billing Document.","Y"
"71","71","1","10","KFS-FP","Initiate Document JV","Authorizes the initiation of the Journal Voucher Document.","Y"
"72","72","1","10","KFS-FP","Initiate Document PCDO","Authorizes the initiation of the  Procurement Card Document.","Y"
"73","73","1","27","KFS-FP","Full Unmask Field ProcurementCardHolder transactionCreditCardNumber","Authorizes users to view the entire Credit Card number on the Procurement Card document and Inquiry.","Y"
"74","74","1","33","KFS-FP","Upload Batch Input File(s) procurementCardInputFileType","Authorizes users to access the Procurement Card Upload page.","Y"
"75","75","1","10","KFS-GL","Initiate Document GLCP","Authorizes the initiation of the  General Ledger Correction Process Document.","Y"
"76","76","1","33","KFS-GL","Upload Batch Input File(s) collectorXmlInputFileType","Authorizes user to access the Collector XML Upload page.","Y"
"77","77","1","33","KFS-GL","Upload Batch Input File(s) enterpriseFeederFileSetType","Authorizes user to access the Enterprise Feed Upload page.","Y"
"78","78","1","10","KFS-LD","Initiate Document LLJV","Authorizes the initiation of the Labor Journal Voucher Document.","Y"
"79","79","1","10","KFS-LD","Initiate Document LLCP","Authorizes the initiation of the  Labor Ledger Correction Process Document.","Y"
"8","8","1","10","KFS-AR","Initiate Document AR","Authorizes the initiation of Accounts Receivable Transactional Documents.","Y"
"80","80","1","1","KFS-PDP","Set as Immmediate Pay","Authorizes users to set and remove immediate status on payments in PDP.","Y"
"81","81","1","10","KFS-PDP","Initiate Document PDSM","Authorizes the initiation of Pre-Disbursement Processor Simple Maintenance Documents.","Y"
"82","82","1","1","KFS-PDP","Cancel Payment","Authorizes users to take the Cancel action on payments in PDP.","Y"
"83","83","1","1","KFS-PDP","Format","Authorizes users to access and run the Format Checks /ACH screen in PDP","Y"
"84","84","1","1","KFS-PDP","Hold Payment / Remove Non-Tax Payment Hold","Authorizes users to hold payments and remove non-tax related holds on payments in PDP.","Y"
"86","86","1","1","KFS-PDP","Remove Format Lock","Users who can reset a format process in PDP.","Y"
"87","87","1","1","KFS-PDP","Remove Payment Tax Hold","Authorizes users to remove payments held for tax review in PDP.","Y"
"88","88","1","24","KFS-PDP","Inquire Into Records KFS-PDP","Allows users to access Pre Disbursement Processor inquiries.","Y"
"89","89","1","23","KFS-PDP","Look Up Records KFS-PDP","Allow users to access Pre Disbursement Processor lookups.","Y"
"9","9","1","27","KFS-AR","Full Unmask Field Customer customerTaxNbr","Authorizes users to view the entire Tax Number on the Customer document and Inquiry.","Y"
"90","90","1","33","KFS-PDP","Upload Batch Input File(s) paymentInputFileType","Allows access to the Manually Upload Payment File screen in PDP.","Y"
"91","91","1","4","KFS-PURAP","Blanket Approve Document PREQ","Allows access to the Blanket Approval button on the Payment Request Document.","Y"
"92","92","1","10","KFS-PURAP","Initiate Document REQS","Authorizes the initiation of the Requisition Document.","Y"
"93","93","1","10","KFS-PURAP","Initiate Document PUR","Authorizes the initiation of Purchasing Transactional Documents.","Y"
"94","94","1","10","KFS-PURAP","Initiate Document PO","Authorizes the initiation of the Purchase Order Document.","Y"
"95","95","1","10","KFS-PURAP","Initiate Document POC","Authorizes the initiation of the Purchase Order Close Document.","Y"
"96","96","1","10","KFS-PURAP","Initiate Document PORT","Authorizes the initiation of the Purchase Order Retransmit Document.","Y"
"97","97","1","10","KFS-PURAP","Initiate Document PREQ","Authorizes the initiation of the Payment Request Document.","Y"
"98","98","1","10","KFS-PURAP","Initiate Document RCV","Authorizes the initiation of Receiving Transactional Documents.","Y"
"99","99","1","10","KFS-PURAP","Initiate Document EIRT","Authorizes the initiation of the Electronic Invoice Reject Document.","Y"
"1101","1101","1","2","KFS-SYS","Copy Document KFS","Allows access to the Copy button on KFS Financial System Documents.","Y"
"1103","1103","1","51","KFS-SYS","Add Message to Route Log KFS","Allows user to enter a message on the route log","Y"
"1105","1105","1","33","KFS-LD","Upload Batch Input File(s) laborEnterpriseFeederFileSetType","Authorizes user to access the Labor Enterprise Feed Upload page.","Y"
"1106","1106","1","10","KFS-COA","Initiate Document ACCT","Authorizes the initiation of KFS Account Maintenance Documents.","Y"
"KFSSEC6001","KFSSEC6001","1","10","KFS-SEC","Initiate Document AccessSecuritySimpleMaintenanceDocument","Authorizes the initiation of Access Security Simple Maintenance Documents.","Y"
"KFSSEC6002","KFSSEC6002","1","23","KFS-SEC","Look Up Records KFS-SEC","Authorizes the lookup of Access Security records.","Y"
"KFSSEC6003","KFSSEC6003","1","24","KFS-SEC","Inquire Into Records KFS-SEC","Authorizes inquiry of Access Security records.","Y"
"KFSSEC6004","KFSSEC6004","1","16","KFS-SEC","Edit Document AccessSecuritySimpleMaintenanceDocument PreRoute","Authorizes edit of Access Security Simple Maintenance Documents.","Y"
"KFSAR6012","KFSAR6012","1","33","KFS-AR","Upload Customer CSV Files","Allows access to the Customer Upload Batch Upload page.","Y"
"KFSPURAP6940","KFSPURAP6940","1","27","KFS-PURAP","Unmask PO # On PO Document","Authorizes users to view the entire Purchase Order Number on the PO Document and Inquiry","Y"
KFSLD6987,KFSLD6987h,1,33,KFS-LD,Upload Labor Enterprise Feed Batch Files,"Allows access to the Labor Enterprise Feed Upload Batch Upload page.",Y
"KFSSYS7145a","KFSSYS7145a","1","1","KFS-SYS","View Accounting Period","Users who can view the accounting period field when enabled for year end processing.","Y"
"KFSSYS7145b","KFSSYS7145b","1","1","KFS-SYS","Edit Accounting Period","Users who can edit the accounting period field when enabled for year end processing.","Y"
KFSSYS6007,KFSSYS6007,1,31,KFS-FP,Allow DV Immediate Disbursement,Allow Disbursement Voucher to be marked for immediate disbursement by the Pre-Disbursement Processor.,Y
KFSAR6732,KFSAR6732,1,16,KFS-AR,Edit APP Document-PreRoute,Edit permission for the Payment Application document prior to the document being submitted.,Y
KFSAR5340P,KFSAR5340P,1,31,KFS-AR,Edit Invoice Processing Organization,Users who can edit the Processing Chart Code and the processing organization fields on the Customer Invoice Document.,Y
KFSMI6886-PRM1,KFSMI6886-PRM1,1,42,KFS-PDP,Maintain ACH Accounts,Allows to view and update Payee ACH Accounts of a certain transaction type.,Y
KFSMI6886-PRM2,KFSMI6886-PRM2,1,23,KFS-PDP,Lookup ACH Accounts,Allows the lookup of Payee ACH Account records of certain transaction type(s).,Y
KFSMI6886-PRM3,KFSMI6886-PRM3,1,10,KFS-PDP,Initiate ACH Account Document,Allows initiation the PDP Payee ACH Account maintenance document.,Y
KFSMI7041-PRM,KFSMI7041-PRM,1,29,KFS-LD,View Fringe Benefit Inquiry,Permits access to screens controlled by org.kuali.kfs.module.ld.document.web.struts.FringeBenefitInquiryAction,Y
KFSCNTRB162-PRM,KFSCNTRB162-PRM,1,33,KFS-VND,Use Vendor Exclude File Upload Screen,Authorizes users to access the Vendor Exclude File Upload page.,Y
KFSCNTRB199-P1,KFSCNTRB199-P1,"1","33","KFS-SYS","Upload semaphoreInputFileTypeError","Authorizes users to access the Batch Semaphore File Upload page.","Y"
KFSCNTRB199-P2,KFSCNTRB199-P2,"1","50","KFS-SYS","Administer Batch File KFS-SYS batchContainer","Authorizes users to view the batch files using the Batch File lookup screen","Y"
KFSMI8342-PRM,KFSMI8342-PRM,"1","44","KFS-COA","Modify Maintenance Document Section SubAccount indirectCostRecoveryAccounts","Authorizes users to edit the IndirectCostRecoveryAccounts section on the Sub-Account document.",Y
KFSMI8906-PRM,KFSMI8906-PRM,"1","41","KFS-PURAP","Modify Acct Lines PO Pur Process itemssourceAccountingLines","Allows users to modify the accounting lines on a PO Document that is at Awaiting Purchasing Approval status.",Y
"KFSMI8944-PRM","KFSMI8944-PRM","1","41","KFS-PURAP","Modify Accounting Lines PUR Tax itemsourceAccountingLines","Allows users to modify the Source accounting lines on documents answering to the parent document Purchasing Transactional Document when a document is at the Tax Node of routing.","Y"
"KFSMI8893-PRM1","KFSMI8893-PRM1",1,"68","KFS-FP","Recall Document FP","Enable Recall Document functionality for KFS FP documents.","Y"
"KFSMI9071-PRM1","KFSMI9071-PRM1",1,"49","KFS-SYS","Send Complete Request KFS", "Authorizes users to send Complete ad hoc requests for KFS Documents","Y"
"KFSCNTRB65-PRM1","KFSCNTRB65-PRM1",1,"1","KR-SYS","Access Locked Module","Allow access to modules, even when locked.","Y"
"KFSMI9598-PRM1","KFSMI9598-PRM1",1,"KR1000","KFS-SYS","Super User Approve Single Action Request KFS","Allows users to super user approve single action requests on the super user tab for KFS Documents.","Y"
"KFSMI9598-PRM2","KFSMI9598-PRM2",1,"KR1001","KFS-SYS","Super User Approve Document KFS","Allows users to super user approve documents on the super user tab for KFS Documents.","Y"
"KFSMI9598-PRM3","KFSMI9598-PRM3",1,"KR1002","KFS-SYS","Super User Disapprove Document KFS","Allows users to super user disapprove documents on the super user tab for KFS Documents.","Y"
"KFSCNTRB1343-PRM1","KFSCNTRB1343-PRM1",1,"33","KFS-AR","Upload Batch Input File(s) lockboxInputFileType","Allow access to the AR Lockbox file Upload screen.","Y"
"PREQ_SU_DISAPPROVE","PREQ_SU_DISAPPROVE",1,"KR1002","KFS-PURAP","Super User Disapprove PREQ Document","Allow super-user disapproval of Payment Request documents.","Y"
"KFSCNTRB-1558-PRM1","KFSCNTRB-1558-PRM1",1,"9","KFS-SYS","Ad Hoc Review Document KFS C","Authorizes users to take the Complete action on KFS documents Ad Hoc routed to them.","Y"
"KFSCNTRB705-PRM1","KFSCNTRB705-PRM1",1,"33","KFS-PDP","Upload Research Participant CSV Files","Authorizes access to upload Research Participant CSV files into PDP","Y"
"KFSCNTRB705-PRM2","KFSCNTRB705-PRM2",1,"27","KFS-PDP","Full Unmask Field Payment Detail Payee Name","Authorizes users to view the Payee Name on the Payment Detail Lookup and Inquiry","Y"
"KFSCNTRB705-PRM3","KFSCNTRB705-PRM3",1,"27","KFS-PDP","Full Unmask Field Payment Detail Payee Street","Authorizes users to view the Payee Street on the Payment Detail Inquiry","Y"
"KFSCNTRB705-PRM4","KFSCNTRB705-PRM4",1,"27","KFS-PDP","Full Unmask Field Payment Detail Payee City","Authorizes users to view the Payee City on the Payment Detail Inquiry","Y"
"KFSCNTRB705-PRM5","KFSCNTRB705-PRM5",1,"27","KFS-PDP","Full Unmask Field Payment Detail Payee State","Authorizes users to view the Payee State on the Payment Detail Inquiry","Y"
"KFSCNTRB705-PRM6","KFSCNTRB705-PRM6",1,"27","KFS-PDP","Full Unmask Field Payment Detail Payee Zip Code","Authorizes users to view the Payee Zip Code on the Payment Detail Inquiry","Y"
"KFSCNTRB705-PRM7","KFSCNTRB705-PRM7",1,"50","KFS-PDP","Download Research Participant Check File(s)","Authorizes users to download the Check File created for Research Participant Upload","Y"
"KFSCNTRB-762-PRM1","KFSCNTRB-762-PRM1",1,"29","KFS-GL","Use Trial Balance Screen","Allows users to access Trial Balance Report screen.","Y"
"KFS10282","KFS-PERM-000","1","1","KFS-TEM","Amend TA","Allows access to Amend the Travel Authorization (TA) document.","Y"
"KFS10283","KFS-PERM-001","1","1","KFS-TEM","Hold TA","Allows access to Hold the Travel Authorization (TA) document.","Y"
"KFS10284","KFS-PERM-002","1","1","KFS-TEM","Remove Hold TA","Allows access to Remove a Hold on the Travel Authorization (TA) document.","Y"
"KFS10285","KFS-PERM-003","1","1","KFS-TEM","Cancel TA","Allows access to Cancel the Travel Authorization (TA) document.","Y"
"KFS10286","KFS-PERM-004","1","1","KFS-TEM","Close TA","Allows access to Close the Travel Authorization (TA) document.","Y"
"KFS10287","KFS-PERM-005","1","1","KFS-TEM","Return to Fiscal Officer","Allows access to return an enroute travel document to the Fiscal Officer for changes.","Y"
"KFS10288","KFS-PERM-006","1","41","KFS-TEM","Modify Accounting Lines TT Account sourceAccountingLines","Allows access to Modify the Accounting Lines on a TT doc","Y"
"KFS10290","KFS-PERM-008","1","27","KFS-TEM","Full Unmask Field TravelAuthorizationDocument cellPhoneNumber","Allows users to view unmasked the cell phone number field in the Emergency Contacts tab in a Travel Authorization document.","Y"
"KFS10291","KFS-PERM-009","1","27","KFS-TEM","Full Unmask Field TravelerDetailEmergencyContact contactRelationTypeCode","Allows users to view unmasked the contact relation field in the Emergency Contacts tab in a Travel Authorization document.","Y"
"KFS10292","KFS-PERM-010","1","27","KFS-TEM","Full Unmask Field TravelerDetailEmergencyContact contactName","Allows users to view unmasked the contact name field in the Emergency Contacts tab in a Travel Authorization document.","Y"
"KFS10293","KFS-PERM-011","1","27","KFS-TEM","Full Unmask Field TravelerDetailEmergencyContact phoneNumber","Allows users to view unmasked the contact phone number field in the Emergency Contacts tab in a Travel Authorization document.","Y"
"KFS10294","KFS-PERM-012","1","27","KFS-TEM","Full Unmask Field TravelerDetailEmergencyContact emailAddress","Allows users to view unmasked the contact email address field in the Emergency Contacts tab in a Travel Authorization document.","Y"
"KFS10295","KFS-PERM-013","1","27","KFS-TEM","Full Unmask Field TemProfileEmergencyContact contactRelationTypeCode","Allows users to view unmasked the contact relation field in the Emergency Contacts tab in a TemProfile document.","Y"
"KFS10296","KFS-PERM-014","1","27","KFS-TEM","Full Unmask Field TemProfileEmergencyContact contactName","Allows users to view unmasked the contact name field in the Emergency Contacts tab in a TemProfile document.","Y"
"KFS10297","KFS-PERM-015","1","27","KFS-TEM","Full Unmask Field TemProfileEmergencyContact phoneNumber","Allows users to view unmasked the contact phone number field in the Emergency Contacts tab in a TemProfile document.","Y"
"KFS10298","KFS-PERM-016","1","27","KFS-TEM","Full Unmask Field TemProfileEmergencyContact emailAddress","Allows users to view unmasked the contact email address field in the Emergency Contacts tab in a TemProfile document.","Y"
"KFS10299","KFS-PERM-017","1","1","KFS-TEM","Calculate TA","Allows TA doc calculation","Y"
"KFS10302","KFS-PERM-020","1","1","KFS-TEM","Inactivate TEM Profile","Authorizes users to inactivate a TEM Profile.","Y"
"KFS10304","KFS-PERM-022","1","44","KFS-TEM","Modify Maintenance Document Section TemProfile TemProfileAdministrator","Allows users access to the Administration Only Tab.","Y"
"KFS10307","KFS-PERM-025","1","27","KFS-TEM","Full Unmask Field TemProfile dateOfBirth","Allows users to view unmasked the birth date in the TEM Profile maintenance document.","Y"
"KFS10308","KFS-PERM-026","1","27","KFS-TEM","Full Unmask Field TemProfile gender","Allows users to view unmasked the gender in the TEM Profile maintenance document.","Y"
"KFS10309","KFS-PERM-027","1","27","KFS-TEM","Full Unmask Field TemProfile driversLicenseNumber","Allows users to view unmasked the drivers license number in the TEM Profile maintenance document.","Y"
"KFS10310","KFS-PERM-028","1","27","KFS-TEM","Full Unmask Field TemProfile driversLicenseExpDate","Allows users to view unmasked the drivers license expiration date in the TEM Profile maintenance document.","Y"
"KFS10311","KFS-PERM-029","1","27","KFS-TEM","Full Unmask Field TemProfile driversLicenseState","Allows users to view unmasked the drivers license state in the TEM Profile maintenance document.","Y"
"KFS10312","KFS-PERM-030","1","28","KFS-TEM","Partial Unmask Field TemProfileAccount accountNumber","Allows users to view unmasked the account number in the Administrator Tab on the TEM Profile maintenance document.","Y"
"KFS10313","KFS-PERM-031","1","33","KFS-TEM","Upload Batch Input File(s) perDiemTxtInputFileType","Authorizes user to access the Per Diem TXT Batch Upload page.","Y"
"KFS10314","KFS-PERM-032","1","33","KFS-TEM","Upload Batch Input File(s) perDiemXmlInputFileType","Authorizes user to access the Per Diem XML Batch Upload page.","Y"
"KFS10315","KFS-PERM-033","1","1","KFS-TEM","Edit Taxable Indicator","Authorizes users to edit Taxable indicator for other expenses.","Y"
"KFS10316","KFS-PERM-034","1","33","KFS-TEM","Upload Batch Input File(s) agencyDataXmlInputFileType","Authorizes user to access the Travel Agency Data Upload page.","Y"
"KFS10317","KFS-PERM-035","1","33","KFS-TEM","Upload Batch Input File(s) creditCardDataXmlInputFileType","Authorizes user to access the Credit Card Data Upload page.","Y"
"KFS10318","KFS-PERM-036","1","41","KFS-TEM","Modify Accounting Lines TR Account sourceAccountingLines","Allows access to Modify the Accounting Lines on a TR doc","Y"
"KFS10319","KFS-PERM-037","1","41","KFS-TEM","Modify Accounting Lines TR Travel sourceAccountingLines","Allows access to Modify the Accounting Lines on a TR doc","Y"
"KFS10320","KFS-PERM-038","1","41","KFS-TEM","Modify Accounting Lines TA Travel sourceAccountingLines","Allows access to Modify the Accounting Lines on a TA doc","Y"
"KFS10321","KFS-PERM-045","1","4","KFS-TEM","Blanket Approve Document TXRF","Allows access to the Blanket Approval button on Taxable Ramification Documents.","Y"
"KFS10322","KFS-PERM-046","1","10","KFS-TEM","Initiate Document TXRF","Authorizes the initiation of Taxable Ramification Documents.","Y"
"KFS10323","KFS-PERM-047","1","10","KFS-TEM","Initiate Document TAAR","Authorizes the initiation of Travel Agency Audit Report.","Y"
"KFS10325","KFS-PERM-049","1","41","KFS-TEM","Modify Accounting Lines ENT EntertainmentManager sourceAccountingLines","Allows access to Modify the Accounting Lines on a ENT doc","Y"
"KFS10326","KFS-PERM-050","1","41","KFS-TEM","Modify Accounting Lines RELO MovingAndRelocationManager sourceAccountingLines","Allows access to Modify the Accounting Lines on a RELO doc","Y"
"KFS10327","KFS-PERM-051","1","10","KFS-AR","Initiate Document CRM","Authorizes the initiation of the Customer Credit Memo Document.","Y"
"KFS10328","KFS-PERM-052","1","40","KFS-TEM","Open Document TT","Authorizes users to open TT TEM Transactional Documents.","Y"
"KFS10329","KFS-PERM-053","1","41","KFS-TEM","Modify Accounting Lines TT PreRoute sourceAccountingLines","Allows access to Modify the Accounting Lines on a TT doc that has not yet been submitted for routing.","Y"
"KFS10330","KFS-PERM-054","1","16","KFS-TEM","Edit Document TT PreRoute","Edit permission for the TT document in PreRoute status.","Y"
"KFS10331","KFS-PERM-055","1","41","KFS-TEM","Modify Accounting Lines TR PreRoute sourceAccountingLines","Allows access to Modify the Accounting Lines on a TR doc that has not yet been submitted for routing.","Y"
"KFS10332","KFS-PERM-056","1","1","KFS-TEM","Full Edit Agency Data","Allows full edit on Agency Data","Y"
"KFS10333","KFS-PERM-057","1","44","KFS-TEM","Modify Maintenance Document Section AgencyStagingData airline","Authorizes users to see and edit the airline section on Agency Audit Maintenance Document.","Y"
"KFS10334","KFS-PERM-058","1","44","KFS-TEM","Modify Maintenance Document Section AgencyStagingData lodging","Authorizes users to see and edit the lodging section on Agency Audit Maintenance Document.","Y"
"KFS10335","KFS-PERM-059","1","44","KFS-TEM","Modify Maintenance Document Section AgencyStagingData rentalcar","Authorizes users to see and edit the car rental section on Agency Audit Maintenance Document.","Y"
"KFS10336","KFS-PERM-060","1","23","KFS-TEM","Look Up Records TemProfileAccount","Authorizes specific roles to view the TEM Profile lookup.","Y"
"KFS10337","KFS-PERM-061","1","40","KFS-TEM","Open Document ENT","Authorizes users to open ENT documents.","Y"
"KFS10338","KFS-PERM-062","1","16","KFS-TEM","Edit Document ENT PreRoute","Edit permission for the ENT document in PreRoute status.","Y"
"KFS10339","KFS-PERM-063","1","40","KFS-TEM","Open Document RELO","Authorizes users to open RELO documents.","Y"
"KFS10340","KFS-PERM-064","1","16","KFS-TEM","Edit Document RELO PreRoute","Edit permission for the RELO document in PreRoute status.","Y"
"KFS10341","KFS-PERM-065","1","10","KFS-TEM","Initiate Document CTAP","Authorizes users to initiate a CTS Card Application.","Y"
"KFS10342","KFS-PERM-066","1","10","KFS-TEM","Initiate Document CCIE","Authorizes users to initiate a Credit Card Imported Expense Clearing Document.","Y"
"KFS10372","KFS-PERM-067","1","4","KFS-AR","Blanket Approve Document INV","Authorizes users to blanket approve an Invoice document.","Y"
"KFS10373","KFS-PERM-068","1","4","KFS-AR","Blanket Approve Document CRM","Authorizes users to blanket approve a Customer Credit Memo document.","Y"
"KFS10387","KFS-PERM-069","1","31","KFS-TEM","Use Transactional Document TA advancePolicyEntry","An edit mode which provides the ability to select the Travel Advance policy checkbox.","Y"
"KFS10397","KFS-PERM-071","1","26","KFS-TEM","Modify Maintenance Document Field AgencyStagingData importBy","Grants the ability to edit the importBy field on the Travel Agency Audit Report (Agency Staging Data) maintenence document.","Y"
"KFS10398","KFS-PERM-072","1","26","KFS-TEM","Modify Maintenance Document Field AgencyStagingData agencyDataId","Grants the ability to edit the agencyDataId field on the Travel Agency Audit Report (Agency Staging Data) maintenence document.","Y"
"KFS10399","KFS-PERM-073","1","26","KFS-TEM","Modify Maintenance Document Field AgencyStagingData otherCompanyName","Grants the ability to edit the otherCompanyName field on the Travel Agency Audit Report (Agency Staging Data) maintenence document.","Y"
"KFS10400","KFS-PERM-074","1","26","KFS-TEM","Modify Maintenance Document Field AgencyStagingData tripTravelerTypeId","Grants the ability to edit the tripTravelerTypeId field on the Travel Agency Audit Report (Agency Staging Data) maintenence document.","Y"
"KFS10401","KFS-PERM-075","1","26","KFS-TEM","Modify Maintenance Document Field AgencyStagingData otherAmount","Grants the ability to edit the otherAmount field on the Travel Agency Audit Report (Agency Staging Data) maintenence document.","Y"
"KFS10402","KFS-PERM-076","1","26","KFS-TEM","Modify Maintenance Document Field AgencyStagingData travelerName","Grants the ability to edit the travelerName field on the Travel Agency Audit Report (Agency Staging Data) maintenence document.","Y"
"KFS10403","KFS-PERM-077","1","26","KFS-TEM","Modify Maintenance Document Field AgencyStagingData travelerNetworkId","Grants the ability to edit the travelerNetworkId field on the Travel Agency Audit Report (Agency Staging Data) maintenence document.","Y"
"KFS10404","KFS-PERM-078","1","26","KFS-TEM","Modify Maintenance Document Field AgencyStagingData tripExpenseAmount","Grants the ability to edit the tripExpenseAmount field on the Travel Agency Audit Report (Agency Staging Data) maintenence document.","Y"
"KFS10405","KFS-PERM-079","1","26","KFS-TEM","Modify Maintenance Document Field AgencyStagingData tripArrangerName","Grants the ability to edit the tripArrangerName field on the Travel Agency Audit Report (Agency Staging Data) maintenence document.","Y"
"KFS10445","KFS-PERM-080","1","KFS10444","KFS-TEM","View Record TravelerProfileForLookup","The ability to view a profile record being selected to act as a traveler.","Y"
"KFS10451","KFS-PERM-081","1","10","KFS-TEM","Initiate Document TMCP","Permission to initiate a TEM Correction Process document.","Y"
"KFS10454","KFS-PERM-082","1","10","KFS-TEM","Initiate Document TT","Permission to initiate a travel document.","Y"
"KFS10470","KFS-PERM-086","1","31","KFS-TEM","Use Transactional Document TT expenseTaxableEntry","Allows access to modify the taxable indicator on actual and imported expenses on travel documents.","Y"
