"NMSPC_CD","CMPNT_CD","PARM_NM","OBJ_ID","VER_NBR","PARM_TYP_CD","VAL","PARM_DESC_TXT","EVAL_OPRTR_CD","APPL_ID"
"KFS-EC","EffortCertificationExtractStep","FEDERAL_AGENCY_TYPE","KFS156","1","CONFG","F","Gives the federal agency type code.","A","KFS"
"KFS-EC","EffortCertificationExtractStep","FEDERAL_ONLY_BALANCE_IND","KFS157","1","CONFG","N","Indicates if only employees with federal or federal pass through pay should be included in effort report.","A","KFS"
"KFS-EC","EffortCertificationExtractStep","RUN_FISCAL_YEAR","KFS158","1","CONFG","2011","Gives the year for the report definition record in which we are going to extract the effort data for.","A","KFS"
"KFS-EC","EffortCertificationExtractStep","RUN_IND","KFS159","1","CONFG","Y","Indicates if the EffortCertificationExtractStep should be ran.","A","KFS"
"KFS-EC","EffortCertificationExtractStep","RUN_REPORT_NUMBER","KFS160","1","CONFG","A01","Gives the report number for the report definition record in which we are going to extract the effort data for.","A","KFS"
"KFS-FP","All","OLTP_LOCKOUT_ACTIVE_IND","KFSCNTRB65-9",1,"CONFG","N","Y/N indicator showing if the financial processing module is currently unavailable for Online Transaction Processing (OLTP). Y means the module is currently locked and cannot be used. N means the module is unlocked and available for use.","A","KFS"
"KFS-FP","AdvanceDeposit","ELECTRONIC_FUNDS_ACCOUNTS","KFS171","1","CONFG","01=","The chart and account codes which specify that an accounting line in an Advance Deposit document is an electronic payment.","A","KFS"
"KFS-FP","AdvanceDeposit","OBJECT_CONSOLIDATIONS","KFS673","1","VALID","","Object Consolidations restricted from use on the Advance Deposit document","D","KFS"
"KFS-FP","AdvanceDeposit","OBJECT_SUB_TYPES","KFS671","1","VALID","CA;BU;FB;PL;MT;CE;FR;HW;RE;SA;VA","Object Sub-Types restricted from use on the Advance Deposit document","D","KFS"
"KFS-FP","AdvanceDeposit","OBJECT_TYPES","KFS672","1","VALID","ES;IC","Object Types restricted from use on the Advance Deposit document","D","KFS"
"KFS-FP","AuxiliaryVoucher","ACCOUNTING_PERIODS","KFS172","1","VALID","AB;BB;CB;","Restricts available Accounting Period values from the drop-down list on the Auxiliary Voucher document.","D","KFS"
"KFS-FP","AuxiliaryVoucher","ACCOUNTING_PERIOD_GRACE_PERIOD","KFS173","1","CONFG","20","Number of days, after an accounting period has closed, that transactions can be posted back to that period using an Auxiliary Voucher.","A","KFS"
"KFS-FP","AuxiliaryVoucher","COMBINATION_OBJECT_TYPE_OBJECT_SUB_TYPE_OBJECT_LEVEL","KFS174","1","VALID","ES,VA,VADJ","Restricts object codes that relate to a particular combination of Object Type, Object Sub-type, and Object Level from use on Auxiliary Voucher documents. Format of list is object type 1,object sub type 1,object level 1;object type 2,object sub type 2,object level 2;...","D","KFS"
"KFS-FP","AuxiliaryVoucher","GLPE_OFFSET_OBJECT_CODE","KFS175","1","CONFG","","The offset object code that is used for accruals and adjustments when the document contains accounting lines for more than a single unique account.","A","KFS"
"KFS-FP","AuxiliaryVoucher","OBJECT_SUB_TYPES","KFS176","1","VALID","AM;BF;CF;CA;BU;BD;CL;LF;LE;LA;IF;FB;ES;CP;CO;CM;UO;UF;UC;PL;PI;MT;LI;AS;TF;","Object Sub-Type(s) restricted from use on the Auxiliary Voucher document.","D","KFS"
"KFS-FP","AuxiliaryVoucher","REVERSAL_DATE_DEFAULT_DAY_OF_THE_MONTH","KFS691","1","CONFG","15","The day of the month that will prefill into the Auxiliary Voucher Reversal Date.","A","KFS"
"KFS-FP","BudgetAdjustment","CROSS_INCOME_STREAM_GLPE_TRANSFER_GENERATING_FUND_GROUPS","KFS177","1","CONFG","GF","Determines for which fund groups transfer of funds general ledger pending entries will be generated by the budget adjustment, when the budget adjustment crosses income stream accounts.","A","KFS"
"KFS-FP","BudgetAdjustment","CROSS_INCOME_STREAM_GLPE_TRANSFER_GENERATING_SUB_FUND_GROUPS","KFS178","1","CONFG","MPRACT","Determines for which sub fund groups transfer of funds general ledger pending entries will be generated by the budget adjustment, when the budget adjustment crosses income stream accounts.","D","KFS"
"KFS-FP","BudgetAdjustment","GLPE_GENERATE_TRANSFER_IND","KFS179","1","CONFG","Y","Indicator for turning on/off (Y/N) the transfer of fund general ledger pending entries on the budget adjustment document.","A","KFS"
"KFS-FP","BudgetAdjustment","GLPE_INCOME_TRANSFER_OBJECT_CODE","KFS180","1","CONFG","","Object code to use for creating the income transfer general ledger pending entries.","A","KFS"
"KFS-FP","BudgetAdjustment","OBJECT_CODES","KFS181","1","VALID","","Object Code(s) restricted from use on a Budget Adjustment document.","D","KFS"
"KFS-FP","BudgetAdjustment","OBJECT_SUB_TYPES","KFS182","1","VALID","CR;AR","Object Sub-Type(s) restricted from use on the Budget Adjustment document.","D","KFS"
"KFS-FP","BudgetAdjustment","RESEARCH_ADMIN_BA_DOCUMENT_ROUTE_ACTION","KFS613","1","CONFG","save","If KFS is integrated with a Research Admin System that has the ability to generate KFS budget adjustment documents this is the routing action that will take place on the generated document.","A","KFS"
"KFS-FP","BudgetAdjustment","RESEARCH_ADMIN_INCOME_OBJECT_CODE_BY_SPONSOR_TYPE","KFS619","1","CONFG","","Identifies the object code that will represent Income on an auto-generated budget adjustment document when KFS is integrated with a research admin system such as Kuali Coeus.. The format should be Sponsor Type=Object Code","A","KFS"
"KFS-FP","CashReceipt","CHANGE_REQUEST_ENABLED_IND","KFSFP6967","1","CONFG","Y","Indicator to turn Cash receipt change request ability on and off.","A","KFS"
"KFS-FP","CashReceipt","OBJECT_CONSOLIDATIONS","KFS183","1","VALID","","Object Consolidation(s) restricted from use on the Cash Receipt document.","D","KFS"
"KFS-FP","CashReceipt","OBJECT_SUB_TYPES","KFS184","1","VALID","BU;CA;CE;FB;FR;HW;MT;PL;RE;SA;VA","Object Sub-Type(s) restricted from use on the Cash Receipt document.","D","KFS"
"KFS-FP","CashReceipt","OBJECT_TYPES","KFS185","1","VALID","ES;IC","Object Type(s) restricted from use on the Cash Receipt document.","D","KFS"
"KFS-FP","CreditCardReceipt","OBJECT_CONSOLIDATIONS","KFS670","1","VALID","","Object Consolidations restricted from use on the Credit Card Receipt document","D","KFS"
"KFS-FP","CreditCardReceipt","OBJECT_SUB_TYPES","KFS186","1","VALID","BU;CA;CE;FB;FR;HW;MT;PL;RE;SA;VA","Object Sub-Type(s) restricted from use on the Credit Card Receipt document.","D","KFS"
"KFS-FP","CreditCardReceipt","OBJECT_TYPES","KFS669","1","VALID","IC;ES","Object Types restricted from use on the Credit Card Receipt document","D","KFS"
"KFS-FP","DisbursementVoucher","ADD_PAYMENT_REASON_TO_DV_TITLE_IND","KFSCNTRB-2122-1","1","CONFG","Y","Set to Y if you want the Payment Reason to be added to the DV title.","A","KFS"
"KFS-FP","DisbursementVoucher","ADD_PAYEE_TAX_REVIEW_FLAG_TO_DV_TITLE_IND","KFSCNTRB-2122-2","1","CONFG","Y","Set to Y if you want the DV title to indicate if tax review is required based on the payee (T will display if tax review is required for the payee, otherwise displays N ).","A","KFS"
"KFS-FP","DisbursementVoucher","ADD_PAYMENT_REASON_TAX_REVIEW_FLAG_TO_DV_TITLE_IND","KFSCNTRB-2122-3","1","CONFG","Y","Set to Y if you want the DV title to indicate if tax review is required based on the payment reason (P will display if tax review is required for the payment reason, otherwise displays N).","A","KFS"
"KFS-FP","DisbursementVoucher","CAMPUSES_TAXED_FOR_MOVING_REIMBURSEMENTS","KFS187","1","CONFG","BL;EA;IN;KO;NW;SB;SE","The campuses which are taxed for moving reimbursements carried out via Disbursement Vouchers.","A","KFS"
"KFS-FP","DisbursementVoucher","CHECK_EMPLOYEE_PAID_OUTSIDE_PAYROLL_IND","KFS188","1","CONFG","Y","Indicator for turning the ""employee paid outside of payroll"" business rule on or off.","A","KFS"
"KFS-FP","DisbursementVoucher","CHECK_PREPAID_ACTIVE_EMPLOYEE_IND","KFS189","1","CONFG","Y","Indicator for turning the ""prepaid active employee"" business rule on or off.","A","KFS"
"KFS-FP","DisbursementVoucher","COVER_SHEET_TEMPLATE_ATTACHMENT","KFS190","1","CONFG","Check Enclosure","Text that prints on the Disbursement Voucher cover sheet when hard-copy attachments are required for a payment to be issued.","A","KFS"
"KFS-FP","DisbursementVoucher","COVER_SHEET_TEMPLATE_BAR","KFS191","1","CONFG","________________________________________________________________________________","Text that prints on the Disbursement Voucher cover sheet when hard-copy is required for particular payment reasons.","A","KFS"
"KFS-FP","DisbursementVoucher","COVER_SHEET_TEMPLATE_HANDLING","KFS192","1","CONFG","Special Handling","Text that prints on the Disbursement Voucher cover sheet when hard-copy is required due to special handling requirements.","A","KFS"
"KFS-FP","DisbursementVoucher","COVER_SHEET_TEMPLATE_LINES","KFS193","1","CONFG","Departments must submit all required document copies and forms to FMS Tax Compliance. FMS reserves the right to review and approve all exemption and nonresident alien payment request forms. Upon approval, for honorarium payments only, there will be a mandatory 10-day waiting period before payment is processed as required by the IRS. Information and documents needed: 1. Name and foreign address 2. Payment reason, including dates, times, places 3. Copy of individual's I-94 4. Copy of visa 5. Completed W-8BEN **6. Copy of individual's social security card or proof of application of social security card which can be obtained from any social security office. **7. Federal form 8233 if individual is claiming an exemption from tax and if he holds proper visa status from a country that has tax treaty status with U.S. **If you are paying for travel only, neither a social security number nor a Form 8233 is required. However, if the payment reason is ""Nonemployee Travel with Honorarium"" then both are required. There are different requirements for royalty payments to nonresident aliens. Please contact the FMS tax area for information. Questions: 855-5657 or 856-5424","Text, relating to tax implications, that prints on the Disbursement Voucher cover sheet when hard-copy is required due to Non-Resident Alien payment requirements.","A","KFS"
"KFS-FP","DisbursementVoucher","COVER_SHEET_TEMPLATE_NON_RESIDENT_ALIEN","KFS194","1","CONFG","Nonresident Alien","Text that prints on the Disbursement Voucher cover sheet that indicates this is a Non-Resident Alien payment.","A","KFS"
"KFS-FP","DisbursementVoucher","COVER_SHEET_TEMPLATE_RLINES","KFS195","1","CONFG","I hereby certify that the information relating to this FIS (TP) Document requesting payment for expenses is just and correct. I certify that all charges and/or reimbursements pertain to Indiana University business, that the amount is legally due after allowing all just credits and that no part of the same has previously been paid or will be paid by another source. Payee Signature ________________________   Payee Address ________________________ Date: ____________                                                                      ________________________ Account Manager                                                  Payee Phone # ________________________ Signature ______________________________  Payee Tax ID# ________________________","Text that prints on the Disbursement Voucher cover sheet when hard-copy is required due to Subcontract or Personal Services payment requirements.","A","KFS"
"KFS-FP","DisbursementVoucher","DECEDENT_COMPENSATION_PAYMENT_REASONS","KFS196","1","CONFG","D","Payment reason(s) used for the compensation in respect to decedent.","A","KFS"
"KFS-FP","DisbursementVoucher","DEFAULT_DOCUMENTATION_LOCATION","KFS197","1","CONFG","F","The default document location for Disbursement Vouchers and attachments to route if there is no document validation parameter type that indicates otherwise.","A","KFS"
"KFS-FP","DisbursementVoucher","DEFAULT_EMPLOYEE_ADDRESS_TYPE","KFS198","1","CONFG","HM","If USE_DEFAULT_EMPLOYEE_ADDRESS_IND is No then this parameter defines the address type that should be used as the default for employee payees on the Disbursement Voucher. ","A","KFS"
"KFS-FP","DisbursementVoucher","ENABLE_SEPARATION_OF_DUTIES_IND","KFSFP4643","1","CONFG","Y","Indicates whether separation of duties should take place when the payee is the only approver on a DV value: Y","A","KFS"
"KFS-FP","DisbursementVoucher","HIGHER_ED_FUNCTIONS","KFS199","1","VALID","","Accounts with these Higher Education Function Code(s) are disallowed on the Disbursement Voucher document.","D","KFS"
"KFS-FP","DisbursementVoucher","IMMEDIATE_EXTRACT_NOTIFICATION_FROM_EMAIL_ADDRESS","KFSMI307_1","1","CONFG","knoreceipt-l@indiana.edu","Email address which sends out the notification that a disbursement voucher was prepared for immediate extraction.","A","KFS"
"KFS-FP","DisbursementVoucher","IMMEDIATE_EXTRACT_NOTIFICATION_TO_EMAIL_ADDRESSES","KFSMI307_2","1","CONFG","knoreceipt-l@indiana.edu","Email addresses which receive notification that a disbursement voucher was prepared for immediate extraction.","A","KFS"
"KFS-FP","DisbursementVoucher","INDIVIDUAL_OWNERSHIP_TYPES","KFS200","1","VALID","ID","Vendor ownership types that indicate that the vendor is an individual.","A","KFS"
"KFS-FP","DisbursementVoucher","INVALID_DOCUMENTATION_LOCATIONS_BY_CAMPUS","KFS201","1","VALID","","Defines an invalid relationship between the campus code assigned to the KFS user initiating the Disbursement Voucher and the location(s) where the DV and attachments will route. Format of list is campus 1=documentation location 1, documentation location 2;campus 2=documentation location 3,documentation location 4,documentation location 5","D","KFS"
"KFS-FP","DisbursementVoucher","INVALID_DOCUMENTATION_LOCATIONS_BY_PAYMENT_REASON","KFS202","1","VALID","A=T;B=T;E=T;F=T;G=T;H=T;K=T;L=T;R=T;T=T;W=T;Z=T","Defines an invalid relationship between the payment reason listed on the Disbursement Voucher and the location(s) where the DV and attachments will route. Format of list is payment reason 1=documentation location 1, documentation location 2;payment reason 2=documentation location 3,documentation location 4,documentation location 5.","D","KFS"
"KFS-FP","DisbursementVoucher","INVALID_OBJECT_CODES_BY_PAYMENT_REASON","KFS203","1","VALID","B=;Z=;E=;H=;C=;L=;A=;F=;B=;T=;K=;R=;W=;P=;N=;X=;G=","Invalid objects by payment reason.  Format of list is payment reason 1=object 1, object 2;payment reason 2=object 3,object 4,object 5;?","D","KFS"
"KFS-FP","DisbursementVoucher","INVALID_OBJECT_LEVELS_BY_PAYMENT_REASON","KFS204","1","VALID","","Defines an invalid relationship between the payment reason listed on the Disbursement Voucher and the Object Level(s) on the accounting line of the DV. Format of list is payment reason 1=object level 1, object level 2;payment reason 2=object level 3,object level 4,object level 5.","D","KFS"
"KFS-FP","DisbursementVoucher","INVALID_OBJECT_SUB_TYPES_BY_SUB_FUND_GROUP","KFS205","1","VALID","","Defines an invalid relationship between the Sub-Fund Group and the Object Sub-Type(s) on the Disbursement Voucher document. Format of list is sub fund group 1=object sub type 1, object sub type 2;sub fund group 2=object sub type 3,object sub type 4,object sub type 5.","D","KFS"
"KFS-FP","DisbursementVoucher","INVALID_PAYEE_TYPES_BY_PAYMENT_REASON","KFS206","1","VALID","","Defines an invalid relationship between the Payment Reason and the Payee Types on the Disbursement Voucher. Format of list is payment reason 1=payee type 1, payee type 2;payment reason 2=payee type 3,payee type 4,payee type 5.","D","KFS"
"KFS-FP","DisbursementVoucher","INVALID_SUB_FUND_GROUPS_BY_PAYMENT_REASON","KFS207","1","VALID","","Defines an invalid relationship between the Payment Reason listed on the Disbursement Voucher and the Sub-Fund Group(s) associated with the account number. Format of list is payment reason 1=sub fund group 1, sub fund group 2;payment reason 2=sub fund group 3,sub fund group 4,sub fund group 5.","D","KFS"
"KFS-FP","DisbursementVoucher","NEGATIVE_ACCOUNTING_LINES_IND","KFS-PARM-189",1,"CONFG","N","Flag to indicate whether or not negative accounting lines are allowed on the Disbursement Voucher (DV) document. A value of Y to will enable negative lines for DV, while a value of N will disable them.","A","KFS"
"KFS-FP","DisbursementVoucher","MOVING_PAYMENT_REASONS","KFS208","1","CONFG","M","Payment reason(s) used for moving that trigger the moving business rules.","A","KFS"
"KFS-FP","DisbursementVoucher","NONEMPLOYEE_TRAVEL_ACTUAL_MILEAGE_LIMIT_IND","KFS209","1","CONFG","Y","Indicator used to determine if an institution wishes to prevent the actual mileage amount from exceeding the calculated mileage amount for the Non-Employee Travel tab of the Disbursement Voucher. Set to Yes (Y) to prevent, No (N) to allow.","A","KFS"
"KFS-FP","DisbursementVoucher","NONEMPLOYEE_TRAVEL_PAYMENT_REASONS","KFS210","1","CONFG","N","Payment reason(s) that trigger Nonemployee Travel tab completion and associated rules.","A","KFS"
"KFS-FP","DisbursementVoucher","NON_RESIDENT_ALIEN_DOCUMENTATION_LOCATIONS","KFS211","1","VALID","F;T","Allowed location(s) where a Disbursement Voucher and attachments will route when the Non-resident Alien box is checked on the DV.","A","KFS"
"KFS-FP","DisbursementVoucher","NON_RESIDENT_ALIEN_PAYMENT_REASONS","KFS212","1","VALID","X","Restricted Payment Reason(s) when the Non-resident Alien box is checked on the Disbursement Voucher.","D","KFS"
"KFS-FP","DisbursementVoucher","NON_RESIDENT_ALIEN_TAX_FEDERAL_ACCOUNT","KFS213","1","CONFG","","Allowed Account on the Non-resident Alien Federal Tax line.","A","KFS"
"KFS-FP","DisbursementVoucher","NON_RESIDENT_ALIEN_TAX_FEDERAL_CHART","KFS214","1","CONFG","UA","Allowed Chart on the Non-resident Alien Federal Tax line.","A","KFS"
"KFS-FP","DisbursementVoucher","NON_RESIDENT_ALIEN_TAX_FEDERAL_OBJECT_CODE_BY_INCOME_CLASS","KFS215","1","CONFG","F=;I=;R=","NRA Federal Tax Line objects by income class.  Format of list is income class 1=object 1;income class 2=object 2;?","A","KFS"
"KFS-FP","DisbursementVoucher","NON_RESIDENT_ALIEN_TAX_STATE_ACCOUNT","KFS216","1","CONFG","","Allowed Account on the Non-resident Alien State Tax line.","A","KFS"
"KFS-FP","DisbursementVoucher","NON_RESIDENT_ALIEN_TAX_STATE_CHART","KFS217","1","CONFG","","Allowed Chart on the Non-resident Alien State Tax line.","A","KFS"
"KFS-FP","DisbursementVoucher","NON_RESIDENT_ALIEN_TAX_STATE_OBJECT_CODE_BY_INCOME_CLASS","KFS218","1","CONFG","F=;I=;R=","Allowed Object Code(s) on the Non-resident Alien State Tax Line by income class. Format of list is income class 1=object 1;income class 2=object 2.","A","KFS"
"KFS-FP","DisbursementVoucher","NON_VENDOR_EMPLOYEE_PAYEE_TYPE_LABEL","KFS219","1","CONFG","Employee (Non-Vendor)","Label used for employeed who are not vendors within the Disbursement Voucher.","A","KFS"
"KFS-FP","DisbursementVoucher","OBJECT_LEVELS","KFS220","1","VALID","","Object Level(s) restricted from use on the Disbursement Voucher document.","D","KFS"
"KFS-FP","DisbursementVoucher","OBJECT_SUB_TYPES","KFS221","1","VALID","BU","Object Sub-Type(s) restricted from use on the Disbursement Voucher document.","D","KFS"
"KFS-FP","DisbursementVoucher","OBJECT_TYPES","KFS222","1","VALID","CH;ES;FB;IC","Object Type(s) restricted from use on the Disbursement Voucher document.","D","KFS"
"KFS-FP","DisbursementVoucher","PAYEE_TYPE_NAME","KFS-TEM-PARM-141","1","CONFG","Customer","Label used for payees with type code C within the Disbursement Voucher.","A","KFS"
"KFS-FP","DisbursementVoucher","PAYMENT_REASONS_REQUIRING_TAX_REVIEW","KFS223","1","CONFG","D;N;P;M","Payment reasons that require the Disbursement Voucher to be routed to the tax area.","A","KFS"
"KFS-FP","DisbursementVoucher","PAYMENT_REASON_CODE_RENTAL_PAYMENT","KFSFP299","1","CONFG","T","Non Taxable Payment Reason Code - Rental Payment","A","KFS"
"KFS-FP","DisbursementVoucher","PAYMENT_REASON_CODE_ROYALTIES","KFSFP298","1","CONFG","R","Non Taxable Payment Reason Code - Royalties","A","KFS"
"KFS-FP","DisbursementVoucher","PAYMENT_REASON_CODE_TRAVEL_HONORARIUM","KFSFP300","1","CONFG","X","Non Taxable Payment Reason Code - Travel Honorarium","A","KFS"
"KFS-FP","DisbursementVoucher","PO_AND_DV_PAYEE_TYPE_LABEL","KFS224","1","CONFG","Vendor","Label used for vendors with type code PO or DV within the Disbursement Voucher.","A","KFS"
"KFS-FP","DisbursementVoucher","PREPAID_TRAVEL_PAYMENT_REASONS","KFS225","1","CONFG","P","Payment reason(s) that trigger Prepaid Travel tab completion and associated rules.","A","KFS"
"KFS-FP","DisbursementVoucher","PRE_DISBURSEMENT_EXTRACT_ORGANIZATION","KFS226","1","CONFG","KUAL","Allowed organization code for loading Disbursement Voucher payments to process checks.","A","KFS"
"KFS-FP","DisbursementVoucher","PRE_DISBURSEMENT_EXTRACT_SUB_UNIT","KFS227","1","CONFG","DV","PDP Sub-Unit Code for loading DV payments","A","KFS"
"KFS-FP","DisbursementVoucher","RESEARCH_NON_VENDOR_PAY_LIMIT_AMOUNT","KFS228","1","CONFG","100","Total amount limit on Disbursement Voucher document for payment reasons associated with the parameter, RESEARCH_PAYMENT_REASON.","A","KFS"
"KFS-FP","DisbursementVoucher","RESEARCH_PAYMENT_REASONS","KFS229","1","CONFG","C","Payment reason(s) that trigger enforcement of parameter, RESEARCH_NON_VENDOR_PAY_LIMIT_AMOUNT.","A","KFS"
"KFS-FP","DisbursementVoucher","REVOLVING_FUND_PAYMENT_REASONS","KFS230","1","CONFG","K","Allowed payment reason(s) when the payee on a Disbursement Voucher document is a revolving fund payee.","A","KFS"
"KFS-FP","DisbursementVoucher","SUB_FUND_GROUPS","KFS231","1","VALID","","Sub-Fund Group(s) restricted from use on the Disbursement Voucher document.","D","KFS"
"KFS-FP","DisbursementVoucher","TAX_DOCUMENTATION_LOCATION","KFS233","1","CONFG","X","Allowed location where a Disbursement Voucher and attachments will route when there are tax compliance issues associated with the DV.","A","KFS"
"KFS-FP","DisbursementVoucher","TRAVEL_PER_DIEM_LINK_PAGE_MESSAGE","KFS234","1","CONFG","Click on the selected category link to connect to the federal government's web site listing their official per diem rates. Once you have determined the correct M & IE rate from the MIDDLE column, please enter it in the Per Diem Rate field.  Once the rate has been entered in this field, the correct per diem amount can be calculated by pressing the calculate button. If the traveller has visited more than one city, the calculated per diem rate will not be correct, and you will have to manually calculate the per diem amount and enter it in the Per Diem Actual Amount field.  Travel Management will verify the per diem amount from the lodging receipts included with the supporting documentation.","Creates the message that appears when the Per Diem link is selected on the Non-Employee Travel Expense tab of the Disbursement Voucher.","A","KFS"
"KFS-FP","DisbursementVoucher","USE_DEFAULT_EMPLOYEE_ADDRESS_IND","KFS235","1","CONFG","N","If the value is Yes then use whatever address is marked as the default address for the person record as the default address for employee payees on the Disbursement Voucher. If the value is No then consult the DEFAULT_EMPLOYEE_ADDRESS_TYPE parameter to determine which address to use.","A","KFS"
"KFS-FP","DisbursementVoucher","VALID_DOCUMENTATION_LOCATIONS_BY_CAMPUS","KFS236","1","VALID","01=F,N,O,T","Defines a valid relationship between the campus code assigned to the KFS user initiating the Disbursement Voucher and the location(s) where the DV and attachments will route. Format of list is campus 1=documentation location 1, documentation location 2;campus 2=documentation location 3,documentation location 4,documentation location 5","A","KFS"
"KFS-FP","DisbursementVoucher","VALID_DOCUMENTATION_LOCATIONS_BY_PAYMENT_REASON","KFS237","1","VALID","C=O,F;D=F;M=F;N=T;P=T;X=T","Defines a valid relationship between the payment reason listed on the Disbursement Voucher and the location(s) where the DV and attachments will route. Format of list is payment reason 1=documentation location 1, documentation location 2;payment reason 2=documentation location 3,documentation location 4,documentation location 5.","A","KFS"
"KFS-FP","DisbursementVoucher","VALID_OBJECT_CODES_BY_PAYMENT_REASON","KFS238","1","VALID","D=;M=","Defines a valid relationship between the payment reason listed on the Disbursement Voucher and the Object Code(s) on the accounting line of the DV. Format of list is payment reason 1=object level 1, object level 2;payment reason 2=object level 3,object level 4,object level 5.","A","KFS"
"KFS-FP","DisbursementVoucher","VALID_OBJECT_LEVELS_BY_PAYMENT_REASON","KFS239","1","VALID","A=OEXP,NORE,FINA;B=SERV,ADV,COMP,OEXP,PHON,PRIN,R&M,RESA,S&E,TAXP,UTIL,S&S;C=SERV;E=ADV,CREX,DEBT,OEXP,R&M,SASV,SERV,SUPL;F=ACPA,AR,BENF,C&G,DEBT,GIFT,INSS,INVR,OLIA,OTHR,OTHS,TAXP;G=CAP,PHON,RESA,S&E,SASV,TAXP,UTIL;H=SERV,SASV,BENF,CREX,S&E;K=COSV,CREX,SERV;L=CAP,R&M,COSV,S&E,RESV;N=TRAV,S&E,OEXP;P=TRAV,S&E,OEXP;R=ADV,S&E,COSV;T=RENT;V=OEXP,S&E,TRAV;W=SASV,OEXP,PRIN,RESA,S&E,INV,CAP;Y=R&M;Z=TAXP,ACPA,TAX,S&E,OLIA,DEBT,CASH,CREX","Defines a valid relationship between the payment reason listed on the Disbursement Voucher and the Object Level(s) on the accounting line of the DV. Format of list is payment reason 1=object level 1, object level 2;payment reason 2=object level 3,object level 4,object level 5.","A","KFS"
"KFS-FP","DisbursementVoucher","VALID_OBJECT_SUB_TYPES_BY_SUB_FUND_GROUP","KFS240","1","VALID","LOANFD=","Defines a valid relationship between the Sub-Fund Group and the Object Sub-Type(s) on the Disbursement Voucher document. Format of list is sub fund group 1=object sub type 1, object sub type 2;sub fund group 2=object sub type 3,object sub type 4,object sub type 5.","A","KFS"
"KFS-FP","DisbursementVoucher","VALID_PAYEE_TYPES_BY_PAYMENT_REASON","KFS241","1","VALID","A=V;B=V,E,VSV,VRV;C=V,E,VSP;D=V;E=V;F=V,E,VRV;G=V;H=V;K=V,VRF;L=V;M=V,E;N=V;P=V,E;R=V;T=V;V=V;W=V;X=V;Z=E","Defines an valid relationship between the Payment Reason and the Payee Types on the Disbursement Voucher. Format of list is payment reason 1=payee type 1, payee type 2;payment reason 2=payee type 3,payee type 4,payee type 5.","A","KFS"
"KFS-FP","DisbursementVoucher","VALID_SUB_FUND_GROUPS_BY_PAYMENT_REASON","KFS242","1","VALID","D=","Defines a valid relationship between the Payment Reason listed on the Disbursement Voucher and the Sub-Fund Group(s) associated with the account number. Format of list is payment reason 1=sub fund group 1, sub fund group 2;payment reason 2=sub fund group 3,sub fund group 4,sub fund group 5.","A","KFS"
"KFS-FP","DisbursementVoucher","VALID_VENDOR_OWNERSHIP_TYPES_BY_PAYMENT_REASON","KFS243","1","VALID","M=ID","Defines an valid relationship between the vendor ownership types and the payment reasons on the Disbursement Voucher. Format of list is payment reason 1=ownership type1, ownership type2;payment reason 2=ownership type3, ownership type4, ownership type5.","A","KFS"
"KFS-FP","DistributionOfIncomeAndExpense","ELECTRONIC_FUNDS_DOCUMENT_DESCRIPTION","KFS245","1","CONFG","Electronic Payment Claim","The wording that should go in the description field for a DI document that claims electronic funds.","A","KFS"
"KFS-FP","DistributionOfIncomeAndExpense","OBJECT_SUB_TYPES","KFS246","1","VALID","CA;HW;MT;PL;SW;SA;OP;LD;FR;BU;TN;TF","Object Sub-Type(s) restricted from use on the Distribution of Income and Expense document.","D","KFS"
"KFS-FP","DistributionOfIncomeAndExpense","OBJECT_TYPES","KFS247","1","VALID","IC;CH","Object Type(s) restricted from use on the Distribution of Income and Expense document.","D","KFS"
"KFS-FP","Document","MANDATORY_TRANSFER_OBJECT_SUB_TYPES","KFS248","1","CONFG","MT","object sub type codes which are used by the TransactionalDocumentRuleBase to determine if an object sub type code can be categorized as Mandatory Transfer. Specifically, this is used by isMandatoryTransferSubType() in the base rule class.","A","KFS"
"KFS-FP","Document","NON_MANDATORY_TRANSFER_OBJECT_SUB_TYPES","KFS249","1","CONFG","TN","Object sub type codes which are used by the TransactionalDocumentRuleBase to determine if an object sub type code can be categorized as Non-Mandatory Transfer. Specifically, this is used by isNonMandatoryTransferSubType() in the base rule class.","A","KFS"
"KFS-FP","Document","OBJECT_CODES","KFS250","1","VALID","","Object Code(s) restricted from use on any Financial Transaction document.","D","KFS"
"KFS-FP","Document","OBJECT_TYPES","KFS251","1","VALID","FB","Object Type(s) restricted from use on any Financial Transaction document.","D","KFS"
"KFS-FP","Document","SALES_TAX_APPLICABLE_ACCOUNTS_AND_OBJECT_CODES","KFS252","1","CONFG","xxxxxxx;yyyy","Account and Object Code for checking if Sales Tax data is needed for an accounting line. Format of list is account 1:object code 1;account 2:object code 2","A","KFS"
"KFS-FP","Document","SALES_TAX_APPLICABLE_DOCUMENT_TYPES","KFS253","1","CONFG","CR;DI;DV;GEC;IB;YEDI;YEGE","Document types for which sales tax should be collected on accounting lines.","A","KFS"
"KFS-FP","Document","SUB_FUND_GROUPS","KFS254","1","VALID","","Sub-Fund Group(s) restricted from use on any Financial Transaction document.","D","KFS"
"KFS-FP","DvToPdpExtractStep","CORPORATION_OWNERSHIP_TYPE","KFS255","1","CONFG","CP","Vendor Ownership Type representing Corporations","A","KFS"
