univ_fiscal_yr|fin_coa_cd|account_nbr|fin_object_cd|acct_sf_cd|curr_bdgt_bal_amt|acct_actl_xpnd_amt|acct_encum_amt|timestamp|
2009.0|BL|0211808|4972|O|0.0|203.8|0.0||
2009.0|BL|0211808|5000|O|0.0|59.5|0.0||
2009.0|BL|0211808|5027|O|0.0|463.98|0.0||
2009.0|BL|0211808|5047|O|0.0|201.0|0.0||
2009.0|BL|0211808|5200|O|0.0|4909.76|0.0||
2009.0|BL|0211808|5500|O|0.0|99023.98|0.0||
2009.0|BL|0211808|5625|O|0.0|11062.78|0.0||
2009.0|BL|0211808|5760|O|0.0|7583.32|0.0||
2009.0|BL|0211808|5772|O|0.0|13531.87|0.0||
2009.0|BL|0211808|7030|O|0.0|17612.45|0.0||
2009.0|BL|0211809|2008|O|0.0|107999.85|0.0||
2009.0|BL|0211809|4002|O|0.0|7678.29|0.0||
2009.0|BL|0211809|4012|O|0.0|22.52|0.0||
2009.0|BL|0211809|4035|O|0.0|50567.01|435.0||
2009.0|BL|0211809|4055|O|0.0|85.0|0.0||
2009.0|BL|0211809|4110|O|0.0|200.26|0.0||
2009.0|BL|0211809|4166|O|0.0|19.75|0.0||
2009.0|BL|0211809|4370|O|0.0|3.42|0.0||
2009.0|BL|0211809|4700|O|0.0|25.0|0.0||
2009.0|BL|0211809|4768|O|0.0|140.96|0.0||
2009.0|BL|0211809|4776|O|0.0|125.0|0.0||
2009.0|BL|0211809|4938|O|0.0|74.55|0.0||
2009.0|BL|0211809|4967|O|0.0|54.0|0.0||
2009.0|BL|0211809|4972|O|0.0|203.8|0.0||
2009.0|BL|0211809|5000|O|0.0|59.5|0.0||
2009.0|BL|0211809|5027|O|0.0|463.98|0.0||
2009.0|BL|0211809|5047|O|0.0|201.0|0.0||
2009.0|BL|0211809|5200|O|0.0|4909.76|0.0||
2009.0|BL|0211809|5500|O|0.0|99023.98|0.0||
2009.0|BL|0211809|5625|O|0.0|11062.78|0.0||
2009.0|BL|0211809|5760|O|0.0|7583.32|0.0||
2009.0|BL|0211809|5772|O|0.0|13531.87|0.0||
2009.0|BL|0211809|7030|O|0.0|17612.45|0.0||
2009.0|BL|0211901|    |A|0.0|632.8|875.0||
2009.0|BL|0211902|    |A|0.0|632.8|875.0||
2009.0|BL|0211903|    |A|0.0|632.8|875.0||
2009.0|BL|0211904|    |A|0.0|632.8|875.0||
2009.0|BL|0211905|    |A|0.0|632.8|875.0||
2009.0|BL|0211906|    |A|0.0|632.8|875.0||
2009.0|BL|0211907|    |A|0.0|632.8|875.0||
2009.0|BL|0211908|    |A|0.0|632.8|875.0||
2009.0|BL|0211909|    |A|0.0|632.8|875.0||
2009.0|BL|0212001|    |A|0.0|5633.58|6579.38||
2009.0|BL|0212002|    |A|0.0|5633.58|6579.38||
2009.0|BL|0212003|    |A|0.0|5633.58|6579.38||
2009.0|BL|0212004|    |A|0.0|5633.58|6579.38||
2009.0|BL|0212005|    |A|0.0|5633.58|6579.38||
2009.0|BL|0212006|    |A|0.0|5633.58|6579.38||
2009.0|BL|0212007|    |A|0.0|5633.58|6579.38||
2009.0|BL|0212008|    |A|0.0|5633.58|6579.38||
2009.0|BL|0212009|    |A|0.0|5633.58|6579.38||
2009.0|BL|1031400|GENX|C|0.0|-6383.48|5223.07||
2009.0|BL|1031400|TRSF|C|0.0|225998.0|0.0||
2009.0|BL|1031400|TRVL|C|0.0|218.0|0.0||
2009.0|BL|2231402|    |H|39008.52|0.0|0.0||
2009.0|BL|2231404|    |H|9057.87|0.0|0.0||
2009.0|BL|2231407|GENX|C|0.0|344.68|0.0||
2009.0|BL|2231409|    |H|38985.59|0.0|0.0||
2009.0|BL|2231412|    |H|26159.34|0.0|0.0||
2009.0|BL|2231416|    |H|28352.12|0.0|0.0||
2009.0|BL|2231423|    |H|26800.53|0.0|4469.01||
2009.0|BL|2231424|    |H|91.43|0.0|0.0||
2009.0|BL|2231431|    |H|2042.13|0.0|0.0||
2009.0|BL|2231433|    |H|57628.24|0.0|0.0||
2009.0|BL|2231438|    |H|3261.03|0.0|0.0||
2009.0|BL|2231439|    |H|2500.0|0.0|0.0||
2009.0|BL|2231440|    |H|4763.68|0.0|0.0||
2009.0|BL|2231442|    |H|18.95|0.0|0.0||
2009.0|BL|2231444|    |H|49990.0|0.0|0.0||
2009.0|BL|2231445|    |H|11897.02|0.0|0.0||
2009.0|BL|2231447|    |H|61497.4|0.0|0.0||
2009.0|BL|2231458|    |H|25863.46|0.0|0.0||
2009.0|BL|2231459|    |H|10040.73|0.0|633.61||
2009.0|BL|2231460|    |H|628.5|0.0|0.0||
2009.0|BL|2231464|    |H|176.71|0.0|0.0||
2009.0|BL|2231466|    |H|172846.07|0.0|0.0||
2009.0|BL|2231468|    |H|8493.02|0.0|0.0||
2009.0|BL|2231473|    |H|35648.7|0.0|875.0||
2009.0|BL|2231475|    |H|3174.87|0.0|0.0||
2009.0|BL|2231480|    |H|5.19|0.0|0.0||
2009.0|BL|2231487|    |H|7413.13|0.0|55.0||
2009.0|BL|2231488|    |H|399.54|0.0|0.0||
2009.0|BL|2231489|    |H|37751.41|0.0|10.0||
2009.0|BL|2231490|    |H|7598.8|0.0|89.24||
2009.0|BL|2231491|    |H|1153.24|0.0|0.0||
2009.0|BL|2231493|    |H|13059.53|0.0|0.0||
2009.0|BL|2231527|    |H|6921.86|0.0|0.0||
2009.0|BL|2231536|    |H|3750.08|0.0|0.0||
2009.0|BL|2231580|    |H|26001.16|0.0|0.0||
2009.0|BL|2331400|    |H|925.0|0.0|0.0||
2009.0|BL|2331403|    |H|40832.03|0.0|6579.38||
2009.0|BL|2331405|    |H|38138.2|0.0|0.0||
2009.0|BL|2331410|    |H|10318.24|0.0|0.0||
2009.0|BL|2331412|    |H|72314.1|0.0|4390.16||
2009.0|BL|2331415|    |H|20432.27|0.0|981.24||
2009.0|BL|2331417|    |H|198435.8|0.0|0.0||
2009.0|BL|2331420|    |H|53098.69|0.0|0.0||
2009.0|BL|2331427|    |H|993.37|0.0|0.0||
2009.0|BL|2331440|    |H|16315.86|0.0|6912.94||
2009.0|BL|2331450|    |H|6085.74|0.0|0.0||
2009.0|BL|2331460|    |H|92211.52|0.0|0.0||
2009.0|BL|2331473|    |H|1338.19|0.0|0.0||
2009.0|BL|2331474|    |H|73889.96|0.0|260.35||
2009.0|BL|2331475|    |H|93724.83|0.0|0.0||
2009.0|BL|2331491|    |H|62202.07|0.0|0.0||
2009.0|BL|2823205|    |H|13384.0|0.0|0.0||
2009.0|BL|2931407|    |H|395.66|0.0|0.0||
2009.0|BL|2931408|    |H|405.0|0.0|0.0||
2009.0|BL|2931410|    |H|7113.06|0.0|0.0||
2009.0|BL|2931411|    |H|403.64|0.0|0.0||
2009.0|BL|2931417|    |H|9266.84|0.0|0.0||
2009.0|BL|2931476|    |H|41826.63|0.0|0.0||
2009.0|BL|2931493|    |H|485.46|0.0|0.0||
2009.0|BL|2931497|    |H|1306.64|0.0|0.0||
