univ_fiscal_yr|fin_coa_cd|account_nbr|sub_acct_nbr|fin_object_cd|fin_sub_obj_cd|fin_balance_typ_cd|fin_obj_typ_cd|position_nbr|emplid|obj_id|ver_nbr|acln_annl_bal_amt|fin_beg_bal_ln_amt|contr_gr_bb_ac_amt|mo1_acct_ln_amt|mo2_acct_ln_amt|mo3_acct_ln_amt|mo4_acct_ln_amt|mo5_acct_ln_amt|mo6_acct_ln_amt|mo7_acct_ln_amt|mo8_acct_ln_amt|mo9_acct_ln_amt|mo10_acct_ln_amt|mo11_acct_ln_amt|mo12_acct_ln_amt|mo13_acct_ln_amt|timestamp|
2009.0|BL|4031426|-----|2310|---|AC|EX|00001185|0000047313|531CC9D0E7626831E0404F8189D83280|1.0|0.0|0.0|19153.76|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031426|-----|2310|---|AC|EX|LG2370|0000081449|531CC9D0E7636831E0404F8189D83280|1.0|0.0|0.0|3405.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031426|-----|2310|---|AC|EX|LG2382|0000155559|531CC9D0E7646831E0404F8189D83280|1.0|0.0|0.0|2000.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031426|-----|2350|---|AC|EX|00001736|0000186395|531CC9D0E7656831E0404F8189D83280|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031426|-----|2350|---|AC|EX|00001736|A000000007|531CC9D0E7666831E0404F8189D83280|1.0|0.0|0.0|3725.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031426|-----|2350|---|AC|EX|00001833|0000140010|531CC9D0E7676831E0404F8189D83280|1.0|0.0|0.0|14900.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031426|-----|2350|---|AC|EX|00001833|0000186395|531CC9D0E7686831E0404F8189D83280|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031426|-----|2370|---|AC|EX|00001185|0000140010|531CC9D0E7696831E0404F8189D83280|1.0|0.0|0.0|2270.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031426|-----|2381|---|AC|EX|LG2370|0000140010|531CC9D0E76A6831E0404F8189D83280|1.0|0.0|0.0|1135.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031426|-----|2388|---|AC|EX|LG2388|0000081449|531CC9D0E76B6831E0404F8189D83280|1.0|0.0|0.0|25080.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031426|-----|2388|---|AC|EX|LG2388|0000140010|531CC9D0E76C6831E0404F8189D83280|1.0|0.0|0.0|27800.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031426|-----|3000|---|AC|ES|LG3000|0000003417|531CC9D0E76D6831E0404F8189D83280|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031426|-----|3000|---|AC|EX|00001964|0000014351|531CC9D0E76E6831E0404F8189D83280|1.0|0.0|0.0|108.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031426|-----|3000|---|AC|EX|00001964|0000040189|531CC9D0E76F6831E0404F8189D83280|1.0|0.0|0.0|160.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031426|-----|3000|---|AC|EX|LG3000|0000003417|531CC9D0E7726831E0404F8189D83280|1.0|0.0|0.0|272.5|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031426|-----|3000|---|AC|EX|LG3000|0000062610|531CC9D0E7736831E0404F8189D83280|1.0|0.0|0.0|300.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031426|-----|3000|---|AC|EX|LG3000|0000114414|531CC9D0E7746831E0404F8189D83280|1.0|0.0|0.0|420.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031426|-----|3000|---|AC|EX|LG3000|0000117350|531CC9D0E7756831E0404F8189D83280|1.0|0.0|0.0|1631.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031426|-----|3000|---|AC|EX|LG3000|0000140266|531CC9D0E7766831E0404F8189D83280|1.0|0.0|0.0|900.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031426|-----|3000|---|AC|EX|LG3500|0000117350|531CC9D0E7776831E0404F8189D83280|1.0|0.0|0.0|3144.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031426|-----|3500|---|AC|ES|00001964|0000003417|531CC9D0E7786831E0404F8189D83280|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031426|-----|3500|---|AC|EX|00001964|0000003417|531CC9D0E7796831E0404F8189D83280|1.0|0.0|0.0|47.5|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031426|-----|3500|---|AC|EX|LG3500|0000097922|531CC9D0E77A6831E0404F8189D83280|1.0|0.0|0.0|336.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031426|-----|3500|---|AC|EX|LG3500|0000117350|531CC9D0E77B6831E0404F8189D83280|1.0|0.0|0.0|126.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031426|-----|3800|---|AC|EX|LG3800|0000108202|531CC9D0E77C6831E0404F8189D83280|1.0|0.0|0.0|164.93|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031426|-----|3800|---|AC|EX|LG3800|0000117350|531CC9D0E77D6831E0404F8189D83280|1.0|0.0|0.0|311.49|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031426|-----|3801|---|AC|EX|LG3801|0000117350|531CC9D0E77E6831E0404F8189D83280|1.0|0.0|0.0|36.75|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031426|-----|5625|---|AC|EX|--------|0000000001|531CC9D0E77F6831E0404F8189D83280|1.0|0.0|0.0|6849.52|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031426|-----|5760|---|AC|ES|--------|0000000001|531CC9D0E7806831E0404F8189D83280|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031426|-----|5760|---|AC|EX|--------|0000000001|531CC9D0E7816831E0404F8189D83280|1.0|0.0|0.0|7375.92|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031426|-----|5772|---|AC|EX|--------|0000000001|531CC9D0E7826831E0404F8189D83280|1.0|0.0|0.0|5910.34|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031427|-----|3500|---|AC|EX|LG3500|0000097732|531CC9D0E7836831E0404F8189D83280|1.0|0.0|0.0|9200.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031428|-----|3000|---|AC|ES|00001964|0000128499|531CC9D0E7846831E0404F8189D83280|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031428|-----|3000|---|AC|ES|LG3000|0000128499|531CC9D0E7856831E0404F8189D83280|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031428|-----|3000|---|AC|EX|00001964|0000128499|531CC9D0E7866831E0404F8189D83280|1.0|0.0|0.0|2486.25|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031428|-----|3000|---|AC|EX|LG3000|0000128499|531CC9D0E7876831E0404F8189D83280|1.0|0.0|0.0|3063.75|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031428|-----|3000|---|AC|EX|LG3500|0000078538|531CC9D0E7886831E0404F8189D83280|1.0|0.0|0.0|560.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031428|-----|3500|---|AC|EX|LG3500|0000078538|531CC9D0E7896831E0404F8189D83280|1.0|0.0|0.0|575.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031428|-----|5760|---|AC|ES|--------|0000000001|531CC9D0E78A6831E0404F8189D83280|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031428|-----|5760|---|AC|EX|--------|0000000001|531CC9D0E78B6831E0404F8189D83280|1.0|0.0|0.0|428.61|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031429|-----|2010|---|AC|EX|LG2010|0000197786|531CC9D0E78C6831E0404F8189D83280|1.0|0.0|0.0|9933.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031429|-----|3000|---|AC|EX|LG3500|0000145638|531CC9D0E78D6831E0404F8189D83280|1.0|0.0|0.0|509.5|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031429|-----|3500|---|AC|EX|LG3500|0000145638|531CC9D0E78E6831E0404F8189D83280|1.0|0.0|0.0|1663.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031429|-----|5625|---|AC|EX|--------|0000000001|531CC9D0E78F6831E0404F8189D83280|1.0|0.0|0.0|989.32|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031429|-----|5760|---|AC|EX|--------|0000000001|531CC9D0E7906831E0404F8189D83280|1.0|0.0|0.0|734.14|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031430|-----|2008|---|AC|EX|LGIR93|0000238641|531CC9D0E7916831E0404F8189D83280|1.0|0.0|0.0|10000.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031430|-----|2010|---|AC|EX|LG2010|0000218763|531CC9D0E7926831E0404F8189D83280|1.0|0.0|0.0|2889.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031430|-----|3000|---|AC|EX|LG3000|0000238641|531CC9D0E7936831E0404F8189D83280|1.0|0.0|0.0|1001.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031430|-----|3500|---|AC|EX|LG3500|0000000017|531CC9D0E7946831E0404F8189D83280|1.0|0.0|0.0|315.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031430|-----|5625|---|AC|EX|--------|0000000001|531CC9D0E7956831E0404F8189D83280|1.0|0.0|0.0|1283.74|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031430|-----|5760|---|AC|EX|--------|0000000001|531CC9D0E7966831E0404F8189D83280|1.0|0.0|0.0|976.48|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031430|-----|5772|---|AC|EX|--------|0000000001|531CC9D0E7976831E0404F8189D83280|1.0|0.0|0.0|1238.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|2008|---|AC|EX|00001010|0000252413|531CC9D0E7986831E0404F8189D83280|1.0|0.0|0.0|46786.66|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|2008|---|AC|EX|00007964|0000219204|531CC9D0E7996831E0404F8189D83280|1.0|0.0|0.0|9813.8|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|2008|---|AC|EX|00022259|0000000030|531CC9D0E79A6831E0404F8189D83280|1.0|0.0|0.0|41210.87|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|2008|---|AC|EX|LGIR93|0000252413|531CC9D0E79B6831E0404F8189D83280|1.0|0.0|0.0|30803.33|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|2500|---|AC|ES|00020178|0000000640|531CC9D0E79C6831E0404F8189D83280|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|2500|---|AC|ES|00020179|0000169398|531CC9D0E79D6831E0404F8189D83280|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|2500|---|AC|ES|00021768|0000219113|531CC9D0E79E6831E0404F8189D83280|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|2500|---|AC|ES|00021768|0000243729|531CC9D0E79F6831E0404F8189D83280|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|2500|---|AC|EX|00020178|0000000640|531CC9D0E7A06831E0404F8189D83280|1.0|0.0|0.0|18705.92|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|2500|---|AC|EX|00020179|0000169398|531CC9D0E7A16831E0404F8189D83280|1.0|0.0|0.0|6323.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|2500|---|AC|EX|00021768|0000219113|531CC9D0E7A26831E0404F8189D83280|1.0|0.0|0.0|1208.35|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|2500|---|AC|EX|00021768|0000243729|531CC9D0E7A36831E0404F8189D83280|1.0|0.0|0.0|696.02|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|3000|---|AC|ES|LG3000|0000168021|531CC9D0E7A46831E0404F8189D83280|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|3000|---|AC|ES|LG3500|0000000030|531CC9D0E7A56831E0404F8189D83280|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|3000|---|AC|ES|LG3500|0000000044|531CC9D0E7A66831E0404F8189D83280|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|3000|---|AC|EX|LG3000|0000110189|531CC9D0E7A76831E0404F8189D83280|1.0|0.0|0.0|733.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|3000|---|AC|EX|LG3000|0000168021|531CC9D0E7A86831E0404F8189D83280|1.0|0.0|0.0|705.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|3000|---|AC|EX|LG3000|0000252413|531CC9D0E7A96831E0404F8189D83280|1.0|0.0|0.0|1805.1|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|3000|---|AC|EX|LG3500|0000000030|531CC9D0E7AA6831E0404F8189D83280|1.0|0.0|0.0|5190.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|3000|---|AC|EX|LG3500|0000000044|531CC9D0E7AB6831E0404F8189D83280|1.0|0.0|0.0|399.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|3200|---|AC|ES|00020179|0000169398|531CC9D0E7AC6831E0404F8189D83280|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|3200|---|AC|ES|LG3000|0000243729|531CC9D0E7AD6831E0404F8189D83280|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|3200|---|AC|EX|00020179|0000169398|531CC9D0E7AE6831E0404F8189D83280|1.0|0.0|0.0|383.04|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|3200|---|AC|EX|LG3000|0000243729|531CC9D0E7AF6831E0404F8189D83280|1.0|0.0|0.0|18.13|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|3200|---|AC|EX|LG3200|0000169398|531CC9D0E7B06831E0404F8189D83280|1.0|0.0|0.0|957.6|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|3250|---|AC|ES|LG3000|0000168021|531CC9D0E7B16831E0404F8189D83280|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|3250|---|AC|EX|LG3000|0000168021|531CC9D0E7B26831E0404F8189D83280|1.0|0.0|0.0|45.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|3250|---|AC|EX|LG3200|0000228347|531CC9D0E7B36831E0404F8189D83280|1.0|0.0|0.0|1637.58|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|3250|---|AC|EX|LG3500|0000000044|531CC9D0E7B46831E0404F8189D83280|1.0|0.0|0.0|45.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|3500|---|AC|ES|00002965|0000000140|531CC9D0E7B56831E0404F8189D83280|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|3500|---|AC|ES|LG3500|0000000030|531CC9D0E7B66831E0404F8189D83280|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|3500|---|AC|ES|LG3500|0000000044|531CC9D0E7B76831E0404F8189D83280|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|3500|---|AC|EX|00002965|0000000140|531CC9D0E7B86831E0404F8189D83280|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|3500|---|AC|EX|LG3500|0000000030|531CC9D0E7B96831E0404F8189D83280|1.0|0.0|0.0|3420.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|3500|---|AC|EX|LG3500|0000000044|531CC9D0E7BA6831E0404F8189D83280|1.0|0.0|0.0|870.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|3800|---|AC|EX|00002689|0000132653|531CC9D0E7BB6831E0404F8189D83280|1.0|0.0|0.0|91.29|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|3800|---|AC|EX|00002689|0000195805|531CC9D0E7BC6831E0404F8189D83280|1.0|0.0|0.0|106.44|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|4580|---|AC|EX|00001185|0000252413|531CC9D0E7BD6831E0404F8189D83280|1.0|0.0|0.0|500.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|5625|---|AC|ES|--------|0000000001|531CC9D0E7BE6831E0404F8189D83280|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|5625|---|AC|EX|--------|0000000001|531CC9D0E7BF6831E0404F8189D83280|1.0|0.0|0.0|18451.75|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|5760|---|AC|ES|--------|0000000001|531CC9D0E7C06831E0404F8189D83280|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|5760|---|AC|EX|--------|0000000001|531CC9D0E7C16831E0404F8189D83280|1.0|0.0|0.0|11770.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|5772|---|AC|EX|--------|0000000001|531CC9D0E7C26831E0404F8189D83280|1.0|0.0|0.0|15802.32|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|5773|---|AC|ES|--------|0000000001|531CC9D0E7C36831E0404F8189D83280|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031431|-----|5773|---|AC|EX|--------|0000000001|531CC9D0E7C46831E0404F8189D83280|1.0|0.0|0.0|2475.76|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031432|-----|2010|---|AC|EX|00001185|0000255884|531CC9D0E7C56831E0404F8189D83280|1.0|0.0|0.0|14000.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031432|-----|2010|---|AC|EX|00001185|0000264272|531CC9D0E7C66831E0404F8189D83280|1.0|0.0|0.0|20730.98|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031432|-----|2010|---|AC|EX|LG2010|0000264272|531CC9D0E7C76831E0404F8189D83280|1.0|0.0|0.0|8708.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031432|-----|2300|---|AC|EX|LG2388|0000003623|531CC9D0E7C86831E0404F8189D83280|1.0|0.0|0.0|2600.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031432|-----|2350|---|AC|EX|00001833|0000003623|531CC9D0E7C96831E0404F8189D83280|1.0|0.0|0.0|6500.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
2009.0|BL|4031432|-----|2350|---|AC|EX|00001833|0000177266|531CC9D0E7CA6831E0404F8189D83280|1.0|0.0|0.0|14000.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165831|
