fin_coa_cd|account_nbr|obj_id|ver_nbr|account_nm|acct_fsc_ofc_uid|acct_spvsr_unvl_id|acct_mgr_unvl_id|org_cd|acct_typ_cd|acct_phys_cmp_cd|sub_fund_grp_cd|acct_frng_bnft_cd|fin_hgh_ed_func_cd|acct_rstrc_stat_cd|acct_rstrc_stat_dt|acct_city_nm|acct_state_cd|acct_street_addr|acct_zip_cd|rpts_to_fin_coa_cd|rpts_to_acct_nbr|acct_create_dt|acct_effect_dt|acct_expiration_dt|cont_fin_coa_cd|cont_account_nbr|endow_fin_coa_cd|endow_account_nbr|contr_ctrl_fcoa_cd|contr_ctrlacct_nbr|income_fin_coa_cd|income_account_nbr|acct_icr_typ_cd|ac_cstm_icrexcl_cd|fin_series_id|icr_fin_coa_cd|icr_account_nbr|acct_in_fp_cd|bdgt_rec_lvl_cd|acct_sf_cd|acct_pnd_sf_cd|fin_ext_enc_sf_cd|fin_int_enc_sf_cd|fin_pre_enc_sf_cd|fin_obj_prsctrl_cd|cg_cfda_nbr|acct_off_cmp_ind|acct_closed_ind|cg_acct_resp_id|lbr_ben_rt_cat_cd|
BL|4424710|451F07780E98B1C6E043814FD881B1C6|2.0|RESEARCH CORP FDN - ELLINGTON|2132009456|6276904397|5691404828|CHEM|NA|BL|FOUNDN|Y|IPR|R||BLOOMINGTON|IN|CHEMISTRY C125|47405|||19950510101008|19950426000000|19971130000000|BL|5431400|||||BL|4424710|10|N|000|BL|1023287||O|N|N|Y|Y|Y|N||N|Y|5.0|--|
BL|4424711|451F07780E99B1C6E043814FD881B1C6|2.0|SLOAN FOUNDATION MULTIFRAGMENT DECAY CHA|2930203477|6276904397|5691404828|CHEM|NA|BL|FOUNDF|Y|IPR|R||BLOOMINGTON|IN|CHEMISTRY 115|47405-4001|||19951004131951|19950916000000|19970915000000|BL|5431400|||||BL|4424711|10||000|BL|1023287||C|N|N|Y|Y|Y|N||N|Y|2.0|--|
BL|4424712|451F07780E9AB1C6E043814FD881B1C6|2.0|DREYFUS FDN - ALLERHAND|2133704704|6276904397|5691404828|CHEM|NA|BL|FOUNDF|Y|IN|R||BLOOMINGTON|IN|CHEMISTRY 111|47405-4001|||19960209145014|19960201000000|19970131000000|BL|5431400|||||BL|4424712|10||000|BL|1023287||L|N|N|Y|Y|Y|N||N|Y|1.0|--|
BL|4424713|451F07780E9BB1C6E043814FD881B1C6|2.0|BECKMAN FNDN - S. NIE|2133809387|4744906489|5691404828|CHEM|NA|BL|FOUNDN|Y|IPR|R||BLOOMINGTON|IN|CHEMISTRY 111|47405-4001|||19960603164056|19960701000000|19990630000000|BL|5431400|||||BL|4424713|10||000|BL|1023287||O|N|N|Y|Y|Y|N||N|Y|5.0|--|
BL|4424714|451F07780E9CB1C6E043814FD881B1C6|2.0|RESEARCH CORP FDN - HOLLINGSWORTH|2140605565|6276904397|5691404828|CHEM|NA|BL|FOUNDC|Y|IPR|R||BLOOMINGTON|IN|CHEMISTRY C111|47405|||19960502090442|19960423000000|19970422000000|BL|5431400|||||BL|4424714|10||000|BL|1023287||C|N|N|Y|Y|Y|N||N|Y|5.0|--|
BL|4424715|451F07780E9DB1C6E043814FD881B1C6|2.0|DREYFUS FDN - A. ELLINGTON|2141500632|1224705693|5691404828|CHEM|NA|BL|FOUNDF|Y|IPR|R||BLOOMINGTON|IN|CHEMISTRY 111|47405-4001|||19960611102901|19960501000000|20010430000000|BL|2324789|||||BL|4424715|11||016|BL|1023287||O|N|N|Y|Y|Y|N||N|Y|3.0|--|
BL|4424716|451F07780E9EB1C6E043814FD881B1C6|2.0|RESEARCH CORP FDN - ZALESKI|2142103403|1224705693|5691404828|CHEM|NA|BL|FOUNDN|Y|IPR|R||BLOOMINGTON|IN|CHEMISTRY 111|47405-4001|||19971205152400|19971121000000|20020531000000|BL|2324789|||||BL|4424716|10||000|BL|1023287||O|N|N|Y|Y|Y|N||N|Y|8.0|--|
BL|4424717|451F07780E9FB1C6E043814FD881B1C6|2.0|H.W. WHITNEY FDN - J. ZALESKI|2145806028|6276904397|5691404828|CHEM|NA|BL|FOUNDN|Y|S&F|R||BLOOMINGTON|IN|CHEMISTRY 111|47405-4001|||19980130103754|19980601000000|20010531000000|BL|2324789|||||BL|4424717|10||000|BL|1023287||O|N|N|Y|Y|Y|N||N|Y|1.0|--|
BL|4424718|451F07780EA0B1C6E043814FD881B1C6|2.0|CAMILLE & HENRY DREYFUS FNDTN-ALLERHAND|2146503153|1224705693|5691404828|CHEM|NA|BL|FOUNDK|Y|IN|R||BLOOMINGTON|IN|CHEMISTRY 111|47405-4001|||19980218161753|19980301000000|20010228000000|BL|2324789|||||BL|4424718|10||000|BL|1023287||O|N|N|Y|Y|Y|N||N|Y|9.0|--|
BL|4424719|451F07780EA1B1C6E043814FD881B1C6|2.0|SLOAN FDN BR-3744 CLEMMER|2599004561|6054406226|3736906932|CHEM|NA|BL|FOUNDN|Y|IPR|R||BLOOMINGTON|IN|CHEMISTRY 111|47405-4001|||19980518111246|19980916000000|20020915000000|BL|2324789|||||BL|4424719|10||000|BL|1023287||L|N|N|Y|Y|Y|N||N|Y|9.0|--|
BL|4424720|451F07780EA2B1C6E043814FD881B1C6|2.0|C&H DREYFUS FDN-D.CLEMMER|2599004561|6054406226|1781003865|CHEM|NA|BL|FOUNDG|Y|IPR|R||BLOOMINGTON|IN|CHEMISTRY 111|47405-4001|||19990511101701|19990429000000|20040428000000|BL|2324789|||||BL|4424720|11||148|BL|1023287||O|N|N|Y|Y|Y|N|NF|N|Y|10.0|--|
BL|4424721|451F07780EA3B1C6E043814FD881B1C6|2.0|C&H DREYFUS FDN-J. CRANDALL|2151305938|6207703270|4649606358|CHEM|NA|BL|FOUNDG|Y|IN|R||BLOOMINGTON|IN|CHEM 111|47405-4001|||19991206162312|20000101000000|20020831000000|BL|2324789|||||BL|4424721|10||000|BL|1023287||O|N|N|Y|Y|Y|N||N|Y|5.0|--|
BL|4424722|451F07780EA4B1C6E043814FD881B1C6|2.0|DREYFUS FDN--A. ALLERHAND|2151607301|1224705693|4655304196|CHEM|NA|BL|FOUNDN|Y|IN|R||BLOOMINGTON|IN|CHEMISTRY 111|47405|||20000208172728|20000127000000|20020308000000|BL|2324789|||||BL|4424722|10||000|BL|1023287||O|N|N|Y|Y|Y|N||N|Y|9.0|--|
BL|4424723|451F07780EA5B1C6E043814FD881B1C6|2.0|ARNOLD & MABEL BECKMAN FDN. - D BURKE|2599004561|6276904397|3738303291|CHEM|NA|BL|FOUNDG|Y|IPR|R||BLOOMINGTON|IN|CHEMISTRY 111|47405-4001|||20000601154832|20000901000000|20030901000000|BL|2324789|||||BL|4424723|10||000|BL|1023287||O|N|N|Y|Y|Y|N|NF|N|Y|9.0|--|
BL|4424724|451F07780FAEB1C6E043814FD881B1C6|2.0|ROCHEFELLER BROTHERS FUND -E JABRI|2492206714|1224705693|4870000452|CHEM|NA|BL|FOUNDF|Y|IPR|R||BLOOMINGTON|IN|CHEMISTRY 111|47405-4001|||20001122101339|20001107000000|20011031000000|BL|2324789|||||BL|4424724|21||014|BL|1023287||O|N|N|Y|Y|Y|N||N|Y||--|
BL|4424725|451F07780FB4B1C6E043814FD881B1C6|2.0|C&H DREYFUS FDN; P.A. EVANS|2599004561|6054406226|3792801722|CHEM|NA|BL|FOUNDN|Y|IPR|R||BLOOMINGTON|IN|CHEMISTRY 111|47405-4001|||20010222103101|20010101000000|20030404000000|BL|2324789|||||BL|4424725|10||000|BL|1023287||O|N|N|Y|Y|Y|N||N|Y||--|
BL|4424726|451F07780FDBB1C6E043814FD881B1C6|2.0|RESEARCH CORP CS0892 A.FEIG|2599004561|4277405545|1781003865|CHEM|NA|BL|FOUNDG|N|IPR|R||BLOOMINGTON|IN|CHEMISTRY 111|47405|BL|2224730|20020604144932|20020515000000|20070514000000|BL|2324789|||||BL|4424726|10||000|BL|1023287||O|N|N|Y|Y|Y|N||N|N||--|
BL|4424727|451F07780FDCB1C6E043814FD881B1C6|2.0|PACKARD FDN 2002-22773 CHEM|2599004561|6276904397|1781003865|CHEM|NA|BL|FOUNDG|Y|IPR|R||BLOOMINGTON|IN|CHEM 111|47405|||20020726130612|20021001000000|20051116000000|BL|2324789|||BL|4424727|BL|4424727|11||031|BL|1023287||O|N|N|Y|Y|Y|N|NF|N|Y||--|
BL|4424728|451F07780FE0B1C6E043814FD881B1C6|2.0|DREYFUS FDN  NF-02-042  MINDIOLA, D.|2599004561|6276904397|3851306848|CHEM|NA|BL|FOUNDK|Y|IPR|R||BLOOMINGTON|IN|CHEMISTRY 111|47405|||20020827131508|20020901000000|20051005000000|BL|2324789|||||BL|4424728|10||000|BL|1023287||O|N|N|Y|Y|Y|N|NF|N|Y||--|
BL|4424729|451F07780FE2B1C6E043814FD881B1C6|2.0|PACKARD FDN-CONFERENCES 2002-22773 BURKE|2599004561|3889504703|2599004561|CHEM|NA|BL|FOUNDG|Y|IPR|R||BLOOMINGTON|IN|CHEMISTRY 111|47405|||20020830162323|20021001000000|20070930000000|BL|2324789|||BL|4424727|BL|4424727|11||031|BL|1023287||O|N|N|Y|Y|Y|N|NF|N|N||--|
BL|4424730|451F07780FEAB1C6E043814FD881B1C6|2.0|ASTELLAS USA FDN - J JOHNSTON|2599004561|4261500338|1781003865|CHEM|NA|BL|FOUNDF|Y|IPR|R||BLOOMINGTON|IN|CHEMISTRY 111|47405|||20030115160808|20021212000000|20061211000000|BL|2324789|||||BL|4424730|11||018|BL|1023287||O|N|N|Y|Y|Y|N|NF|N|N||--|
BL|4424731|451F07780FFFB1C6E043814FD881B1C6|2.0|DREYFUS FDN; I. SRINIVASAN|2599004561|4222102340|1781003865|CHEM|NA|BL|FOUNDN|Y|IPR|R||BLOOMINGTON|IN|CHEMISTRY C115|47405-4001|||20030925153249|20030901000000|20060224000000|BL|2324789|||||BL|4424731|10||000|BL|1023287||O|N|N|Y|Y|Y|N|NF|N|Y||--|
BL|4424732|451F0778102DB1C6E043814FD881B1C6|2.0|DREYFUS FDN; D. MINDIOLA|2599004561|6276904397|3940305045|CHEM|NA|BL|FOUNDN|Y|IPR|R||BLOOMINGTON|IN|CHEMISTRY C115|47405-4001|||20050608095554|20050701000000|20100630000000|BL|2324789|||||BL|4424732|10||000|BL|1023287||O|N|N|Y|Y|Y|N|NF|N|N||--|
BL|4424733|451F0778102CB1C6E043814FD881B1C6|2.0|DREYFUS FDN; D. MINDIOLA|2599004561|4159407077|3939002115|CHEM|NA|BL|FOUNDN|Y|IPR|R||BLOOMINGTON|IN|CHEMISTRY C115|47405-4001|||20050608094218|20050701000000|20100630000000|BL|2324789|||||BL|4424733|10||000|BL|1023287||O|N|N|Y|Y|Y|N|NF|N|N||--|
BL|4424734|451F07781030B1C6E043814FD881B1C6|2.0|SLOAN FOUNDATION - D. MINDIOLA|2599004561|4154408215|3949401795|CHEM|NA|BL|FOUNDF|Y|IPR|R||BLOOMINGTON|IN|CHEMISTRY C115|47405-4001|||20050708125455|20050916000000|20070915000000|BL|2324789|||||BL|4424734|10||000|BL|1023287||O|N|N|Y|Y|Y|N|NF|N|N||--|
BL|4424735|451F0778104AB1C6E043814FD881B1C6|2.0|RESEARCH CORP CS1381 - M BAIK|2599004561|6276904397|1781003865|CHEM|NA|BL|FOUNDF|N|IPR|R||BLOOMINGTON|IN|CHEMISTRY 111|47405|BL|2224730|20060522142403|20060515000000|20080514000000|BL|2324789|||||BL|4424735|10||000|BL|1023287||O|N|N|Y|Y|Y|N|NF|N|N||--|
BL|4424736|451F0778104BB1C6E043814FD881B1C6|2.0|BECKMAN FOUND - S IYENGAR|2599004561|4102006775|4021000393|CHEM|NA|BL|FOUNDF|Y|IPR|R||BLOOMINGTON|IN|CHEMISTRY 111|47405|||20060530111001|20060701000000|20070630000000|BL|2324789|||||BL|4424736|10||000|BL|1023287||O|N|N|Y|Y|Y|N|NF|N|N||--|
BL|4424737|451F0778104CB1C6E043814FD881B1C6|2.0|BECKMAN FOUND (INTEREST) - S IYENGAR|2599004561|6276904397|1781003865|CHEM|NA|BL|FOUNDF|Y|IPR|R||BLOOMINGTON|IN|CHEMISTRY 111|47405|||20060530111120|20060701000000|20070630000000|BL|2324789|||BL|4424736|BL|4424737|10||000|BL|1023287||O|N|N|Y|Y|Y|N|NF|N|N||--|
BL|4431402|014C92B06A92A16EE043814FD881A16E|2.0|MOD BIRTH DFTS FDN-XXXXX|5053009758|5166508090|2909700894|PSY|NA|BL|FOUNDB|Y|IPR|R||BLOOMINGTON|IN|PSYCHOLOGY 122|47405-1301|IU||19900301000000|19900301000000|19910228000000|BL|1031499|||||BL|4431402|11|N|018|BL|1023287|N|L|N|N|Y|Y|Y|N||N|Y|2.0|--|
BL|4431403|014C92B06A93A16EE043814FD881A16E|2.0|MOD BIRTH DFTS FDN-XXXXX|5053009758|5166508090|1781003865|PSY|NA|BL|FOUNDB|Y|IPR|R||BLOOMINGTON|IN|PSYCHOLOGY 122|47405-1301|IU||19910301000000|19910301000000|19930228000000|BL|1031499|||||BL|4431403|11|N|018|BL|1023287|N|L|N|N|Y|Y|Y|N||N|Y|2.0|--|
BL|4431404|014C92B06A94A16EE043814FD881A16E|2.0|UNIV KY RESEARCH FDN-XXXXX|4146202628|3889504703|1781003865|PSY|NA|BL|FOUNDM|Y|IPR|R||BLOOMINGTON|IN|PSYCHOLOGY 122|47405-1301|IU||19920801000000|19920801000000|19960805000000|BL|1031499|||||BL|4431404|23|N|119|BL|1023287|N|L|N|N|Y|Y|Y|N|93.279|N|Y|11.0|--|
BL|4431405|014C92B06A95A16EE043814FD881A16E|2.0|UNIV KY RESEARCH FDN-XXXXX|4146202628|5166508090|2915209681|PSY|NA|BL|FOUNDB|Y|IPR|R||BLOOMINGTON|IN|PSYCHOLOGY 122|47405-1301|IU||19920930000000|19920930000000|19930831000000|BL|4431406|||||BL|4431405|23|N|096|BL|1023287|N|L|N|N|Y|Y|Y|N||N|Y|2.0|--|
BL|4431406|014C92B06A96A16EE043814FD881A16E|2.0|UNIV KY RESEARCH FDN-XXXXX|4146202628|5166508090|1781003865|PSY|NA|BL|FOUNDK|Y|IPR|R||BLOOMINGTON|IN|PSYCHOLOGY 122|47405-1301|IU||19931228000000|19930901000000|19940831000000|BL|1031499|||||BL|4431406|23|N|119|BL|1023287|N|L|N|N|Y|Y|Y|N|93.279|N|Y|10.0|--|
BL|4431407|014C92B06A97A16EE043814FD881A16E|2.0|UNIV KY RESEARCH FDN-XXXXX|4146202628|5166508090|2918801999|PSY|NA|BL|FOUNDK|Y|IPR|R||BLOOMINGTON|IN|PSYCHOLOGY 122|47405-1301|IU||19950320000000|19940901000000|19950831000000|BL|1031499|||||BL|4431407|23|N|119|BL|1023287|N|L|N|N|Y|Y|Y|N|93.279|N|Y|10.0|--|
BL|4431408|014C92B06A98A16EE043814FD881A16E|2.0|ALCOHOL BEV MED FDN-PISONI|5335901264|3889504703|1781003865|PSY|NA|BL|FOUNDK|Y|IPR|R||BLOOMINGTON|IN|PSYCHOLOGY 122|47405-1301|IU||19950623000000|19950601000000|19981130000000|BL|1031499|||||BL|4431408|11||031|BL|1023287|N|C|N|N|Y|Y|Y|N||N|Y|10.0|--|
BL|4431409|014C92B06A99A16EE043814FD881A16E|2.0|UNIV KY RESEARCH FDN-XXXXX|4146202628|3889504703|1781003865|PSY|NA|BL|FOUNDK|Y|IPR|R||BLOOMINGTON|IN|PSYCHOLOGY 122|47405-1301|IU||19960425000000|19950920000000|19960831000000|BL|4431410|||||BL|4431409|21||119|BL|1023287|N|O|N|N|Y|Y|Y|N|93.279|N|Y|10.0|--|
BL|4431410|014C92B06A9AA16EE043814FD881A16E|2.0|UNIV KY RESEARCH FDN-XXXXX|4146202628|3889504703|1781003865|PSY|NA|BL|FOUNDK|Y|IPR|R||BLOOMINGTON|IN|PSYCHOLOGY 122|47405-1301|IU||19970114000000|19960901000000|19970831000000|BL|4431413|||||BL|4431410|21||119|BL|1023287|N|O|N|N|Y|Y|Y|N|93.279|N|Y|10.0|--|
BL|4431411|014C92B06A9BA16EE043814FD881A16E|2.0|CYSTIC FIBROSIS FDN- XXXXX|5053009758|3889504703|1781003865|PSY|NA|BL|FOUNDK|Y|IPR|R||BLOOMINGTON|IN|PSYCHOLOGY 122|47405-1301|||19970117000000|19970401000000|19980331000000|BL|4431412|||||BL|4431411|11||014|BL|1023287|N|C|N|N|Y|Y|Y|N||N|Y|10.0|--|
BL|4431412|014C92B06A9CA16EE043814FD881A16E|2.0|CYSTIC FIBROSIS FDN- XXXXX|5053009758|3889504703|2929202535|PSY|NA|BL|FOUNDK|Y|IPR|R||BLOOMINGTON|IN|PSYCHOLOGY 122|47405-1301|||19980501000000|19980401000000|19990331000000|BL|1031499|||||BL|4431412|11||014|BL|1023287|N|O|N|N|Y|Y|Y|N||N|Y|10.0|--|
BL|4431413|014C92B06A9DA16EE043814FD881A16E|2.0|UNIV KY RESEARCH FDN-XXXXX|4146202628|3889504703|2930203477|PSY|NA|BL|FOUNDK|Y|IPR|R||BLOOMINGTON|IN|PSYCHOLOGY 122|47405-1301|IU||19980708000000|19970901000000|19990831000000|BL|1031499|||||BL|4431413|21||119|BL|1023287|N|O|N|N|Y|Y|Y|N|93.279|N|Y|10.0|--|
BL|4431414|014C92B06A9EA16EE043814FD881A16E|2.0|AM SPCH LANG HRNG FDN - XXXXX|5335901264|3889504703|2932706840|PSY|NA|BL|FOUNDN|Y|IPR|R||BLOOMINGTON|IN|PSYCHOLOGY 122|47405-1301|||19981119000000|19981201000000|20000331000000|BL|2331489|||||BL|4431414|10||000|BL|1023287|N|O|N|N|Y|Y|Y|N||N|Y|12.0|--|
BL|4431415|014C92B06A9FA16EE043814FD881A16E|2.0|UKRF--463555-00-180--XXXXX|1860703812|3889504703|4146202628|PSY|NA|BL|FOUNDN|Y|IPR|R||BLOOMINGTON|IN|1101 E. 10TH ST., PSYCH. 325|47405|||20000301000000|20000301000000|20030228000000|BL|2331489|||||BL|4431415|21||092|BL|1023287|N|O|N|N|Y|Y|Y|N|93.279|N|Y|12.0|--|
BL|4431416|014C92B06AA0A16EE043814FD881A16E|2.0|HEREDITARY DISEASE FOUND--XXXXX|4146202628|3889504703|2935303709|PSY|NA|BL|FOUNDN|Y|IPR|R||BLOOMINGTON|IN|PSYCHOLOGY 122|47405-1301|||20000301000000|20000201000000|20010131000000|BL|4431417|||||BL|4431416|10||000|BL|1023287|N|O|N|N|Y|Y|Y|N||N|Y|12.0|--|
BL|4431417|014C92B06BC5A16EE043814FD881A16E|2.0|HEREDITARY DISEASE FOUND--XXXXX|1860703812|3889504703|4146202628|PSY|NA|BL|FOUNDN|Y|IPR|R||BLOOMINGTON|IN|1101 E. 10TH ST.,PSYCH. 325|47405|||20010305000000|20010201000000|20020731000000|BL|4431419|||||BL|4431417|10||000|BL|1023287|N|O|N|N|Y|Y|Y|N|NF|N|Y|12.0|--|
BL|4431418|014C92B06BE6A16EE043814FD881A16E|2.0|UNIV KENTUCKY RES FOUND--XXXXX|1860703812|3889504703|4146202628|PSY|NA|BL|FOUNDK|Y|IPR|R||BLOOMINGTON|IN|1101 E. 10TH ST.,PSYCH. 325|47405|||20020418000000|20010925000000|20020831000000|BL|4431420|||||BL|4431418|21||092|BL|1023287|N|O|N|N|Y|Y|Y|N|93.279|N|Y|10.0|--|
BL|4431419|014C92B06BF4A16EE043814FD881A16E|2.0|HEREDITARY DISEASE FOUND--XXXXX|1860703812|3889504703|4146202628|PSY|NA|BL|FOUNDN|Y|IPR|R||BLOOMINGTON|IN|1101 E. 10TH ST.,PSYCH. 325|47405|||20021009000000|20020801000000|20040229000000|BL|2331489|||||BL|4431419|10||000|BL|1023287|N|O|N|N|Y|Y|Y|N|NF|N|Y|12.0|--|
BL|4431420|014C92B06C00A16EE043814FD881A16E|2.0|UNIV KENTUCKY RES FOUND--XXXXX|1860703812|3889504703|4146202628|PSY|NA|BL|FOUNDK|Y|IPR|R||BLOOMINGTON|IN|1101 E. 10TH ST.,PSYCH. 325|47405|||20030408000000|20020927000000|20030831000000|BL|2331489|||||BL|4431420|21||092|BL|1023287|N|O|N|N|Y|Y|Y|N|93.279|N|Y|10.0|--|
BL|4431421|014C92B06C1DA16EE043814FD881A16E|2.0|UNIV KENTUCKY RES FOUND--XXXXX|1860703812|3889504703|4146202628|PSY|NA|BL|FOUNDK|Y|IPR|R||BLOOMINGTON|IN|1101 E. 10TH ST.,PSYCH. 325|47405|||20040112000000|20031001000000|20070930000000|BL|2331489|||||BL|4431421|21||092|BL|1023287|N|O|N|N|Y|Y|Y|N|93.279|N|N|10.0|--|
BL|4431422|014C92B06C20A16EE043814FD881A16E|2.0|UNIV KY RES FND; 46741555215--XXXXX|1860703812|3889504703|4146202628|PSY|NA|BL|FOUNDN|Y|IPR|R||BLOOMINGTON|IN|1101 E. 10TH ST.,PSYCH. 325|47405|||20040205000000|20030930000000|20070630000000|BL|2331489|||||BL|4431422|11||166|BL|1023287|N|O|N|N|Y|Y|Y|N|93.279|N|N|12.0|--|
BL|4431423|014C92B06C23A16EE043814FD881A16E|2.0|XXXXX FDN; XXXXX|4318506633|3889504703|4146202628|PSY|NA|BL|FOUNDN|Y|IPR|R||BLOOMINGTON|IN|PSYCHOLOGY 120|47405-1301|||20040304000000|20040901000000|20070830000000|BL|2331489|||||BL|4431423|10||000|BL|1023287|N|O|N|N|Y|Y|Y|N|NF|N|N|12.0|--|
BL|4431424|3089BEB09383B1A6E043814FD881B1A6|2.0|NON-GENERAL FUND ACCOUNT|1860703812|3098006714|4146202628|PSY|NA|BL|FOUNDK|Y|IPR|R||BLOOMINGTON|IN|PSYCHOLOGY 120|47405-1301|||20050321152729|20040901000000|20050831000000|BL|2331489|||||BL|4431424|21||178|BL|1023287||O|N|N|Y|Y|Y|N|93.279|N|Y||--|
BL|4431425|2CC2476AD41D3160E043814FD8813160|2.0|NON-GENERAL FUND ACCOUNT|6110703327|3098006714|5184906417|PSY|NA|BL|FOUNDF|Y|IPR|R||BLOOMINGTON|IN|PSYCHOLOGY 120|47405-1301|||20060111113259|20060115000000|20070114000000|BL|4431427|||||BL|4431425|11||031|BL|1023287||O|N|N|Y|Y|Y|N|NF|N|N||--|
BL|4431426|2CC2476AD41E3160E043814FD8813160|2.0|NON-GENERAL FUND ACCOUNT|6110703327|3098006714|1793008100|PSY|NA|BL|FOUNDK|Y|IPR|R||BLOOMINGTON|IN|PSYCHOLOGY 120|47405-1301|||20060203100549|20050901000000|20060831000000|BL|2331489|||||BL|4431426|23||178|BL|1023287||O|N|N|Y|Y|Y|N|93.279|N|Y||--|
BL|4431427|2CC2476AD41F3160E043814FD8813160|2.0|NON-GENERAL FUND ACCOUNT|6110703327|3098006714|5184906417|PSY|NA|BL|FOUNDF|Y|IPR|R||BLOOMINGTON|IN|PSYCHOLOGY 120|47405-1301|||20070129092822|20070115000000|20080114000000|BL|2331489|||||BL|4431427|11||031|BL|1023287||O|N|N|Y|Y|Y|N|NF|N|N||--|
BL|444729|451F07780FE1B1C6E043814FD881B1C6|2.0|PACKARD FDN-CONFERENCES 2002-22773 BURKE|2495002151|1224705693|1781003865|CHEM|NA|BL|FOUNDG|Y|IPR|R||BLOOMINGTON|IN|CHEMISTRY 111|47405|||20020830161349|20020901000000|20070831000000|BL|2324789|||||BL|4424727|11||031|BL|1023287||O|N|N|Y|Y|Y|N||N|Y||--|
BL|4524400|451F07780D19B1C6E043814FD881B1C6|2.0|PHYCOTRANSGENICS/SURZYCKI,S/428040728|6076602019|3889504703|1781003865|BI|NA|BL|COMMEP|Y|IPR|R||BLOOMINGTON|IN|JORDAN 142|47405|||20041007164005|20041001000000|20060930000000|BL|2324689|||||BL|4524400|10||000|BL|1023287||O|N|N|Y|Y|Y|N|NF|N|N|9.0|--|
BL|4524401|451F07780D1AB1C6E043814FD881B1C6|2.0|VARIAN MED SYS-ZOLAN/KLEIN|6076602019|3889504703|1781003865|BI|NA|BL|COMMED|Y|IPR|R||BLOOMINGTON|IN|JORDAN 142|47405|||20041020144239|20050101000000|20060630000000|BL|2324689|||||BL|4524401|11||054|BL|1023287||O|N|N|Y|Y|Y|N|NF|N|Y|13.0|--|
BL|4524402|451F07780D54B1C6E043814FD881B1C6|2.0|INTEGRATED THERAP GP/ PO4559/ TAYLOR,M.|6076602019|3889504703|3554803363|BI|NA|BL|COMMEA|Y|IPR|R||BLOOMINGTON|IN|JORDAN 142|47405|||20051002132512|20050916000000|20070930000000|BL|2324689|||||BL|4524402|28||178|BL|1023287||O|N|N|Y|Y|Y|N|NF|N|N|5.0|--|
BL|4524403|451F077809B6B1C6E043814FD881B1C6|2.0|PHYCOTRANSGENICS/SURZYCKI,S/428040728|3771403079|4219606069|3771403079|BI|NA|BL|COMMEP|Y|IPR|R||BLOOMINGTON|IN|JORDAN 142|47405|||20061109111505|20061001000000|20080930000000|BL|2324689|||||BL|4524403|10||000|BL|1023287||O|N|N|Y|Y|Y|N|NF|N|N||--|
BL|4524601|451F07780AB2B1C6E043814FD881B1C6|2.0|BATTELLE PACIFIC - PHILLIPS|1391709836|6044901223|3776005327|BI|NA|BL|NONPRB|Y|IPR|R||BLOOMINGTON|IN|JORDAN 127|47405|||19950303163443|19950224000000|19950501000000|BL|5431400|||||BL|4524601|19||125|BL|1023287||L|N|N|Y|Y|Y|N|81.049|N|Y||--|
BL|4524602|451F07780AB3B1C6E043814FD881B1C6|2.0|C&S SPEC BLDG SUP-MAHLBERG|6076602019|6276904397|1781003865|BI|NA|BL|COMMEJ|N|IPR|R||BLOOMINGTON|IN|JORDAN HALL 142|47405|UA|6612160|19950404150716|19950301000000|19980323000000|BL|5431400|||||BL|4524602|10|N|000|BL|1023287||L|N|N|Y|Y|Y|N||N|Y||--|
BL|4524603|451F07780AB4B1C6E043814FD881B1C6|2.0|UT BATTELLE/LOCKHEED MARTIN/J.PHILLIPS|1391802314|6276904397|3784207466|BI|NA|BL|COMMER|Y|IPR|R||BLOOMINGTON|IN|JORDAN 142|47405|||19970522114021|19970601000000|20000930000000|BL|2324689|||||BL|4524603|15||063|BL|1023287||A|N|N|Y|Y|Y|N|00.001|N|Y||--|
BL|4524604|451F07780AB5B1C6E043814FD881B1C6|2.0|PIONEER HI-BREED INT'L,INC./R.HANGARTER|6076602019|6038600202|2664109901|BI|NA|BL|COMMER|Y|IPR|R||BLOOMINGTON|IN|JORDAN 142|47405|||19990610165343|19990601000000|20020531000000|BL|2324689|||||BL|4524604|10||000|BL|1023287||O|N|N|Y|Y|Y|N|NF|N|Y||--|
BL|4524605|451F07780AB6B1C6E043814FD881B1C6|2.0|GLAXO SMITH KLINE/C.KAO/|6076602019|6276904397|1781003865|BI|NA|BL|COMMER|Y|IPR|R||BLOOMINGTON|IN|JORDAN 142|47405|||20000412163028|20020415000000|20030406000000|BL|2324689|||||BL|4524605|21||087|BL|1023287||O|N|N|Y|Y|Y|N||N|Y||--|
BL|4524606|451F07780C5EB1C6E043814FD881B1C6|2.0|UNDERWRITE/GLAXO/KAO|1840302349|5373008390|4430909233|BI|NA|BL|COMMER|Y|IPR|R||BLOOMINGTON|IN|JORDON 142|47405|||20010606100853|20010606000000|20010906000000|BL|2324689|BL|1023200|||BL|4524606|11||136|BL|1023287||O|N|N|Y|Y|Y|N|U|N|Y|2.0|--|
BL|4524607|451F07780C70B1C6E043814FD881B1C6|2.0|GLAXO SMITH KLINE/KAO|1851407732|6276904397|1781003865|BI|NA|BL|COMMER|Y|IPR|R||BLOOMINGTON|IN|JORDAN 142
|47405|||20010719143630|20010719000000|20010815000000|BL|2324689|BL|1023200|||BL|4524607|11||000|BL|1023287||O|N|N|Y|Y|Y|N|U|N|Y|2.0|--|
