doc_typ_id|parnt_id|doc_typ_nm|doc_typ_ver_nbr|actv_ind|cur_ind|lbl|prev_doc_typ_ver_nbr|doc_typ_desc|doc_hdlr_url|post_prcsr|jndi_url|blnkt_appr_plcy|adv_doc_srch_url|rte_ver_nbr|notify_addr|appl_id|email_xsl|sec_xml|ver_nbr|blnkt_appr_grp_id|rpt_grp_id|grp_id|help_def_url|obj_id|doc_search_help_url|doc_hdr_id|
3102|3014|DVML|0.0|1.0|1.0|Disbursement Voucher Travel Mileage Rate||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fdisbursementvouchertravelmileagerate.htm|9ffea5e6-189d-4252-ac28-45a797c234ca|||
3103|3014|DVPD|0.0|1.0|1.0|Disbursement Voucher Travel Per Diem||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fdisbursementvouchertravelperdiem.htm|d85872b5-bfb2-442e-a757-25d60815dc79|||
3104|3014|DVWT|0.0|1.0|1.0|Disbursement Voucher Wire Charge||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fdisbursementvoucherwirecharge.htm|35ed499e-384a-44b0-bc75-5ab8776ccecb|||
3105|3014|PCDM|0.0|1.0|1.0|Procurement Card Default||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fcreditcardtype.htm|db1b5d23-9c94-496b-af27-2a87dfd1c49b|||
3106|3021|SecurityAttributeMaintenanceDocument|0.0|1.0|1.0|Security Attribute||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fattribute.htm|13bf76ec-40fd-43e6-b263-59b11aa2ea20|||
3107|3021|SecurityDefinitionMaintenanceDocument|0.0|1.0|1.0|Security Definition||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fdefinition.htm|29f36171-ae3c-4df4-89d4-0d178d561f21|||
3108|3021|SecurityModelMaintenanceDocument|0.0|1.0|1.0|Security Model||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fmodel.htm|94ada8d0-ddd8-4836-92ef-c42f806f57bf|||
3109|3021|SecurityPrincipalMaintenanceDocument|0.0|1.0|1.0|Security Principal||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fprincipal.htm|f2df9666-e7ac-44d1-b17b-05008059497f|||
3110|3020|AD|0.0|1.0|1.0|Advance Deposit|||${kfs.url}/financialAdvanceDeposit.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fadvancedeposit.htm|72bf3854-f43c-4bd0-a738-f73a273851a5|||
3111|3020|CMD|0.0|1.0|1.0|Cash Management|||${kfs.url}/financialCashManagement.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fcashmanagement.htm|c5ecbbb2-5adf-4244-a6f9-747acafb64f1|||
3112|3020|CR|0.0|1.0|1.0|Cash Receipt|||${kfs.url}/financialCashReceipt.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fcashreceipt.htm|48d5de9c-12cf-420a-91f8-90e5d51ba8d6|||
3113|3020|CCR|0.0|1.0|1.0|Credit Card Receipt|||${kfs.url}/financialCreditCardReceipt.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fcreditcardreceipt.htm|1bb51a84-8b73-43b9-8bf8-5b43d3625e5f|||
3114|3020|JV|0.0|1.0|1.0|Journal Voucher|||${kfs.url}/financialJournalVoucher.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fjournalvoucher.htm|f2ed370b-361a-40a9-b936-ddb374c1cbcc|||
3115|3020|SB|0.0|1.0|1.0|Service Billing|||${kfs.url}/financialServiceBilling.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fservicebilling.htm|64872409-c816-41bd-930f-42a9148885e9|||
3116|3020|AV|0.0|1.0|1.0|Auxiliary Voucher|||${kfs.url}/financialAuxiliaryVoucher.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fauxiliaryvoucher.htm|0f3b3d2b-0883-44d5-b80f-c863220db3e7|||
3117|3020|BA|0.0|1.0|1.0|Budget Adjustment|||${kfs.url}/financialBudgetAdjustment.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fbudgetadjustment.htm|66ff45ba-b0c7-4131-ba82-015dac00269d|||
3118|3020|DI|0.0|1.0|1.0|Distribution Of Income And Expense|||${kfs.url}/financialDistributionOfIncomeAndExpense.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fdistributionofincomeandexpense.htm|7e1ee40e-6734-40c2-a5c7-4b7bd7aef940|||
3119|3020|GEC|0.0|1.0|1.0|General Error Correction|||${kfs.url}/financialGeneralErrorCorrection.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fgeneralerrorcorrection.htm|241e6a1d-766b-49ba-8c6d-0854d956b5d9|||
3120|3020|ICA|0.0|1.0|1.0|Indirect Cost Adjustment|||${kfs.url}/financialIndirectCostAdjustment.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Findirectcostadjustment.htm|ff079948-1f2a-44ce-be42-ff3c96787a9c|||
3121|3020|ND|0.0|1.0|1.0|Non-Check Disbursement|||${kfs.url}/financialNonCheckDisbursement.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fnoncheckdisbursement.htm|159dd890-06af-4bf3-84fc-364f443fe694|||
3122|3020|PE|0.0|1.0|1.0|Pre-Encumbrance|||${kfs.url}/financialPreEncumbrance.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fpreencumbrance.htm|6fdeb2dc-c5bd-4a15-9c8c-4804d9f5f9a4|||
3123|3020|PCDO|0.0|1.0|1.0|Procurement Card|||${kfs.url}/financialProcurementCard.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fprocurementcard.htm|704707e9-ef9b-45f4-8ef1-6c9cf900055e|||
3124|3020|TF|0.0|1.0|1.0|Transfer Of Funds|||${kfs.url}/financialTransferOfFunds.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Ftransferoffunds.htm|e33c8060-1842-44a6-ad5e-a56fbcee5d63|||
3125|3020|FPYE|0.0|1.0|1.0|FinancialProcessingYearEndTransactionalDocument||||||||2|||||5.0|||||327b11ca-e68c-4970-bc09-fef8b243b3f1|||
3126|3020|IB|0.0|1.0|1.0|Internal Billing|||${kfs.url}/financialInternalBilling.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Finternalbilling.htm|7b666446-ff6f-4f45-af99-6cef922a9c03|||
3127|3020|DV|0.0|1.0|1.0|Disbursement Voucher|||${kfs.url}/financialDisbursementVoucher.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fdisbursementvoucher.htm|d5af8847-c6a5-4adc-8ac9-952c2b12813c|${kfs.externalizable.help.url}/default.htm?turl=WordDocuments%2Fdisbursementvouchers.htm||
3128|3125|YEBA|0.0|1.0|1.0|Year End Budget Adjustment|||${kfs.url}/financialYearEndBudgetAdjustment.do?methodToCall=docHandler|||||2|||||1.0||||${kfs.externalizable.help.url}/default.htm?turl=WordDocuments%2Fyearendedocs1.htm|f2a4838d-099c-49ab-94ff-306b9788bf79|||
3129|3125|YEDI|0.0|1.0|1.0|Year End Distribution Of Income And Expense|||${kfs.url}/financialYearEndDistributionOfIncomeAndExpense.do?methodToCall=docHandler|||||2|||||1.0||||${kfs.externalizable.help.url}/default.htm?turl=WordDocuments%2Fyearendedocs1.htm|8e23fe46-f8f4-4817-ab52-cdbd79fcf65a|||
3130|3125|YEGE|0.0|1.0|1.0|Year End General Error Correction|||${kfs.url}/financialYearEndGeneralErrorCorrection.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fyearendedocs1.htm|82b6029e-9ea4-4ae1-8bd9-df5d1343eca2|||
3131|3125|YETF|0.0|1.0|1.0|Year End Transfer Of Funds|||${kfs.url}/financialYearEndTransferOfFunds.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fyearendedocs1.htm|388b0d1b-9a17-4834-bf0e-7ce147899329|||
3132|3013|APRD|0.0|1.0|1.0|Accounting Period||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Faccountingperiod.htm|a7ea134b-77a8-4941-8394-ad38aaf8683b|||
3133|3013|ATYP|0.0|1.0|1.0|Account Type||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Faccounttype.htm|8b038d0e-7e9e-4dd3-94ae-27ba44b09ba7|||
3134|3013|AFUN|0.0|1.0|1.0|AICPA Function||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Faicpafunction.htm|2e3d570f-ffbe-4995-9a42-622a619b289b|||
3135|3013|BTYP|0.0|1.0|1.0|Balance Type||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fbalancetype.htm|142ec9f7-ac90-4344-a838-e30404e1c364|||
3136|3013|ACTY|0.0|1.0|1.0|Basic Accounting Category||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fbasicaccountingcategory.htm|7e3a275e-f9fd-4c51-84ea-84c3c050268f|||
3137|3013|BAMD|0.0|1.0|1.0|Budget Aggregation Code||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fbudgetaggregationcode.htm|853a7919-e023-4bf7-a13b-5d5c13e54411|||
3138|3013|BRL|0.0|1.0|1.0|Budget Recording Level Maintenance Document||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fbudgetrecordinglevel.htm|6e46e8f5-9c57-4b7e-84a7-92357f68413b|||
3139|3013|COAT|0.0|1.0|1.0|Chart||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fchart.htm|be5f8784-1858-45e3-be39-31416fd049d8|||
3140|3013|FFUN|0.0|1.0|1.0|Federal Function||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Ffederalfunction.htm|770f2db7-024a-4667-99c5-99c4ff2eeaf0|||
3141|3013|FFC|0.0|1.0|1.0|Federal Funded Code||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Ffederalfundedcode.htm|26ebc0a8-9312-48b3-9d8d-50cd0edba28d|||
3142|3013|FGRP|0.0|1.0|1.0|Fund Group||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Ffundgroup.htm|10c71a3f-da61-4f93-9cf1-5a39dca5e2a1|||
3143|3013|HEFN|0.0|1.0|1.0|Higher Education Function||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fhighereducationfunction.htm|17d245ab-f96c-485b-982c-f70efd187d2f|||
3144|3013|MTE|0.0|1.0|1.0|Mandatory Transfer Elimination||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fmandatorytransferelimination.htm|696a6b02-c94e-4be4-8f5c-aabdde1327a7|||
3145|3013|OBJC|0.0|1.0|1.0|Object Consolidation||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fobjectconsolidation.htm|e76b99db-5d98-45ca-adc5-66fb7ff97237|||
3146|3013|OBJL|0.0|1.0|1.0|Object Level||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fobjectlevel.htm|3b842dc8-a62d-49ae-95e7-fb19e954fb46|||
3147|3013|OSTY|0.0|1.0|1.0|Object Sub-Type||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fobjectsubtype.htm|53222b1b-a112-4979-bd21-93bf3384e15c|||
3148|3013|OTYP|0.0|1.0|1.0|Object Type||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fobjecttype.htm|f9895c0c-6340-4893-a564-c801ad60d778|||
3149|3013|OFAC|0.0|1.0|1.0|Offset Account||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Foffsetaccount.htm|deb679c2-79ff-425f-b1d0-632fa6599ba1|||
3150|3013|OFSD|0.0|1.0|1.0|Offset Definition||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Foffsetdefinition.htm|778a74b7-ad34-4fc6-8dba-559dd9ca6104|||
3151|3013|ORGC|0.0|1.0|1.0|Organization Reversion Category||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Forganizationreversioncategory.htm|2a70826c-285c-4e8f-8e55-a6d24bdf80c7|||
3152|3013|ORTY|0.0|1.0|1.0|Organization Type||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Forganizationtype.htm|d3b39ec3-046a-443f-992f-55b3ddb2cdbd|||
3153|3013|ORIG|0.0|1.0|1.0|Origination Code||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Foriginationcode.htm|5962271a-f7cc-4966-9ab3-78ed3d283c3e|||
3154|3013|RPTC|0.0|1.0|1.0|Financial Reporting Code||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Ffinancialreportingcode.htm|59d5f27d-6646-415a-baf8-ffefe55cbc6e|||
3155|3013|RCEN|0.0|1.0|1.0|Responsibility Center||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fresponsibilitycenter.htm|d5c0ed98-4c27-4dbe-9cd4-17a9b905f58c|||
3156|3013|RSTA|0.0|1.0|1.0|Restricted Status||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Frestrictedstatus.htm|3e007487-3345-45a2-bb27-5758ca59abd6|||
3157|3013|SFGR|0.0|1.0|1.0|Sub-Fund Group||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fsubfundgroup.htm|6d65488c-77fb-4cda-8a50-cb2cd9aae1aa|||
3158|3013|SFGT|0.0|1.0|1.0|Sub-Fund Group Type||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fsubfundgrouptype.htm|db3a2231-5004-4169-871e-87128d87e9cd|||
3159|3013|SFC|0.0|1.0|1.0|Sufficient Funds Code||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fsufficientfundscode.htm|291da635-7249-4174-9edc-c1b97663ab7e|||
3160|3013|UFUN|0.0|1.0|1.0|University Budget Office Function||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Funiversitybudgetofficefunction.htm|7e05747a-e502-452a-8e6c-caf83491606f|||
3161|3013|ORGR|0.0|1.0|1.0|Organization Reversion||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Forganizationreversion.htm|74dbb57a-42c4-48db-a32d-613d9eb97bf8|||
3162|3013|CFDM|0.0|1.0|1.0|Catalog of Federal Domestic Assistance||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fcatalogoffederaldomesticassistance.htm|4bcb86ee-2589-43f5-9081-d713f2caf459|||
3163|3012|ACHD|0.0|1.0|1.0|ACH Disbursement||||||||2|||||1.0|||||632a1dbd-4a29-4708-91ae-f2e0d06da1d2|||
3164|3012|CHKD|0.0|1.0|1.0|Check Disbursement||||||||2|||||1.0|||||1da2d946-0bc9-4863-a424-39b4b222bd2d|||
3165|3012|CHKR|0.0|1.0|1.0|Check Cancel & Re-Issue||||||||2|||||1.0|||||580cbc1a-ab78-430a-bfe3-6ce11ba66875|||
3166|3012|CHKC|0.0|1.0|1.0|Check Cancellation||||||||2|||||1.0|||||dd143917-2bfc-457c-b6e5-0b66c61e22a6|||
3167|3012|ACHR|0.0|1.0|1.0|ACH Cancel & Re-Issue||||||||2|||||1.0|||||6b7a30da-bf5e-4da7-b7a5-3410a846a17c|||
3168|3012|ACHC|0.0|1.0|1.0|ACH Cancellation||||||||2|||||1.0|||||2a5ece2c-9bc0-4378-832e-4439bf007f9a|||
3169|3012|PDP|0.0|1.0|1.0|Pre-Disbursement Processing||||||||2|||||1.0|||||1288fca5-0e3b-4350-ad55-a4c95c9aac7a|||
3170|3012|AVAD|0.0|1.0|1.0|Auxiliary Voucher - Adjustment||||||||2|||||1.0|||||ee019ae3-04ec-4bb6-b947-34d3b9f7d873|||
3171|3012|AVAE|0.0|1.0|1.0|Auxiliary Voucher - Accrual Entry||||||||2|||||1.0|||||99267aae-7626-4d85-ad0e-fd7e9d1ea402|||
3172|3012|AVRC|0.0|1.0|1.0|Auxiliary Voucher - Re-code||||||||2|||||1.0|||||d04dd17f-6fb8-439a-ac54-6b569c37637e|||
3173|3012|DVWF|0.0|1.0|1.0|Disbursement Voucher - WT/FD||||||||2|||||1.0|||||83a31edf-ba61-4e01-ba3c-c28bda877b35|||
3174|3012|DVCA|0.0|1.0|1.0|Disbursement Voucher - Check/ACH||||||||2|||||1.0|||||f5f2f9f9-9134-4675-85bd-8bc1bea0cc3c|||
3175|3012|ACLO|0.0|1.0|1.0|Annual Closing||||||||2|||||1.0|||||4399cb4a-4311-416b-a074-4f28a38e4d46|||
3176|3009|BANK|0.0|1.0|1.0|Bank||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fbank.htm|11813ef2-33db-41fc-a6fb-3bb5e1e89b88|||
3177|3009|BLDG|0.0|1.0|1.0|Building||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fbuilding.htm|74065b18-dd27-4217-be49-b452f2c19050|||
3178|3009|FFD|0.0|1.0|1.0|Functional Field Description||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Ffunctionalfielddescription.htm|5e8454b5-f1c1-49a0-af5b-3fbc99b83137|||
3179|3009|FSDT|0.0|1.0|1.0|Financial System Document Type Code|||${kfs.url}/kr/maintenance.do?methodToCall=docHandler|||||2|||||1.0|||||9adc80ac-36d5-4db9-af6c-a12042b9bc74|||
3180|3009|MOTD|0.0|1.0|1.0|Message Of The Day||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fmessageoftheday.htm|abb0ceaa-1b09-4e6c-a9d1-429fbb8fab34|||
3181|3009|ROOM|0.0|1.0|1.0|Room||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Froom.htm|4e0f85c7-f2cb-4ea9-b4ac-a304f61500fe|||
3182|3009|SOPT|0.0|1.0|1.0|System Options||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fsystemoptions.htm|a5127dbd-9fff-4f70-8f15-1d9efbae9f72|||
3183|3009|TAXR|0.0|1.0|1.0|Tax Region||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Ftaxregion.htm|3b718bc6-c77e-4c3c-bd2f-41b5609e5568|||
3184|3009|TRTP|0.0|1.0|1.0|Tax Region Type||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Ftaxregiontype.htm|1c430914-eddc-4db2-bea6-746ad642d126|||
3185|3009|UDAT|0.0|1.0|1.0|University Date||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Funiversitydate.htm|d7331a4f-80d6-4bd3-87fa-10915e9d34ba|||
3186|3034|CTRL|0.0|1.0|1.0|Cash Control|||${kfs.url}/arCashControlDocument.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fcashcontrol.htm|02b714a4-4168-4b3f-af77-863fc4e2e7bb|${kfs.externalizable.help.url}/default.htm?turl=WordDocuments%2Fcashcontrols.htm||
3187|3034|APP|0.0|1.0|1.0|Application|||${kfs.url}/arPaymentApplicationDocument.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fpaymentapplication.htm|9ce5ee42-4441-4116-8c7b-cff14540c511|${kfs.externalizable.help.url}/default.htm?turl=WordDocuments%2Fpaymentapplications.htm||
3188|3034|INVW|0.0|1.0|1.0|Customer Invoice Writeoff|||${kfs.url}/arCustomerInvoiceWriteoffDocument.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fcustomerinvoicewriteoff.htm|ef008051-2fea-4de0-8a42-0459d64c34dc|${kfs.externalizable.help.url}/default.htm?turl=WordDocuments%2Fcustomerinvoicewriteoffscustomdocumentsearch.htm||
3189|3034|CRM|0.0|1.0|1.0|Customer Credit Memo|||${kfs.url}/arCustomerCreditMemoDocument.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fcustomercreditmemo.htm|70d31a1e-cfff-46c6-a62c-af4df5671e65|${kfs.externalizable.help.url}/default.htm?turl=WordDocuments%2Fcustomercreditmemos.htm||
3190|3034|INV|0.0|1.0|1.0|Customer Invoice|||${kfs.url}/arCustomerInvoiceDocument.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fcustomerinvoice.htm|f7ae5801-cbf5-450f-8b4b-bbcf02e3c208|${kfs.externalizable.help.url}/default.htm?turl=WordDocuments%2Fcustomerinvoices.htm||
3191|3030|INVR|0.0|1.0|1.0|Invoice Recurrence||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Finvoicerecurrence.htm|437e2bdb-52ea-4415-b4c4-e125fb61c658|||
3192|3030|CUS|0.0|1.0|1.0|Customer||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fcustomer.htm|278ff0bd-508a-4fb1-ae25-12d531b27d2d|||
3193|3030|OADF|0.0|1.0|1.0|Organization Accounting Default||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Forganizationaccountingdefault.htm|e32ed442-278b-474a-a16a-b6a5a502c10d|||
3194|3030|OOPT|0.0|1.0|1.0|Organization Options||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Forganizationoptions.htm|e60281fe-b810-45d8-94a4-e59e67ecbc0e|||
3195|3022|CATY|0.0|1.0|1.0|Customer Address Type||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fcustomeraddresstype.htm|6a42b2ec-91d4-4fcf-be42-09ffb54f433a|||
3196|3022|IICO|0.0|1.0|1.0|Customer Invoice Item Code||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fcustomerinvoiceitemcode.htm|f8e6ca26-7026-4286-8b39-1ad537737133|||
3197|3022|CTY|0.0|1.0|1.0|Customer Type||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fcustomertype.htm|ac04e8d5-7360-4f86-ab10-90a743e631a5|||
3198|3022|PMED|0.0|1.0|1.0|Payment Medium||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fpaymentmedium.htm|0b256b36-7625-4f2f-b178-65f74bccac7a|||
3199|3022|ARSI|0.0|1.0|1.0|System Information||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fsysteminformation.htm|fd171656-5ae2-4834-9570-579b7cef2934|||
3200|3012|BCBB|0.0|1.0|1.0|Budget Construction Base Budget||||||||2|||||1.0|||||8e574708-6739-4d6e-9a6d-0e87223f3318|||
3201|3035|BC|0.0|1.0|1.0|Budget Construction Document|||${kfs.url}/budgetBudgetConstruction.do?methodToCall=docHandler|none||||2|||||1.0||||default.htm?turl=WordDocuments%2Fbudgetdonstructionselection.htm|322cf50f-acfd-4c84-aef6-d7fec59e0bc3|||
3202|3023|BCAR|0.0|1.0|1.0|Account Reports||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Faccountreports.htm|993191ac-c69d-4eb9-90a6-37c451b2e85d|||
3203|3023|DURA|0.0|1.0|1.0|Appointment Funding Duration||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fappointmentfundingduration.htm|3c10627c-c556-4b2f-93ca-8f3f0675247a|||
3204|3023|BCRC|0.0|1.0|1.0|Appointment Funding Reason Code||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fappointmentfundingreasoncode.htm|a29456b9-1415-4abc-afdd-dbfc710ef26a|||
3205|3023|BCPS|0.0|1.0|1.0|Budget Construction Position||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fbudgetconstructionposition.htm|e45a74cf-7ac1-44d3-ad06-a41b96050b3f|||
3206|3023|CSFO|0.0|1.0|1.0|Calculated Salary Foundation Tracker Override||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fcalculatedsalaryfoundationtrackeroverride.htm|58f51cd4-8392-4f67-880f-0d5c2008c3fa|||
3207|3023|IINC|0.0|1.0|1.0|Intended Incumbent||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fintendedincumbent.htm|e86f1d9c-d14b-40a7-9472-bcbd16b81b5f|||
3208|3023|BCOR|0.0|1.0|1.0|Organization Reports||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Forganizationreports.htm|38d36749-b39b-4be7-aaca-d76ddcc000d9|||
3209|3033|PTAG|0.0|1.0|1.0|Pre-Asset Tagging||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fpreassettagging.htm|0eb684e6-4c16-4917-b07b-54340a05dc42|||
3210|3036|DEPR|0.0|1.0|1.0|Asset Depreciation||||||||2|||||1.0|||||a8ae82df-31f7-446f-b998-806c9bfe2b93|||
3211|3036|MPAY|0.0|1.0|1.0|Asset Manual Payment|||${kfs.url}/camsAssetPayment.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fassetmanualpayment.htm|727d40e0-0c77-4164-af24-df93b7b9c21b|||
3212|3036|AT|0.0|1.0|1.0|Asset Transfer|||${kfs.url}/camsAssetTransfer.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Ftransferasset.htm|52b2b1cb-fe7a-4b8d-b685-5153b6504f30|||
3213|3036|ELR|0.0|1.0|1.0|Equipment Loan/Return|||${kfs.url}/camsEquipmentLoanOrReturn.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fequipmentloan.htm|e9f0d64a-8a7a-43e0-a5c9-3ac14e9580ad|||
3214|3036|BCIE|0.0|1.0|1.0|Barcode Inventory Error|||${kfs.url}/camsBarcodeInventoryError.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fbarcodeinventoryprocess.htm|0f862775-400b-4ebd-8985-baeca7f12b5c|||
3215|3024|ACQT|0.0|1.0|1.0|Asset Acquisition Type||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fassetacquisitiontype.htm|17ab6c0a-7a07-4e49-aaa1-42ebe2349a87|||
3216|3024|ACON|0.0|1.0|1.0|Asset Condition||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fassetcondition.htm|703c15b4-e45f-4583-8458-ecaf3d2c5f93|||
3217|3024|DPRC|0.0|1.0|1.0|Asset Depreciation Convention||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fassetdepreciationconvention.htm|8a9e7196-a8fa-4e5d-a8cd-53534c7134f8|||
3218|3024|DPRM|0.0|1.0|1.0|Asset Depreciation Method||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fassetdepreciationmethod.htm|7c6e4f50-09c8-466f-a7b2-4d13909a81c6|||
3219|3024|ASLT|0.0|1.0|1.0|Asset Location Type||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fassetlocationtype.htm|45ea1393-d07f-4ec5-bd55-e1c4823010b8|||
3220|3024|COBJ|0.0|1.0|1.0|Asset Object Code||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fassetobjectcode.htm|c8ff415b-7932-403f-bfa2-5016347f9bd1|||
3221|3024|RRSN|0.0|1.0|1.0|Asset Retirement Reason||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fassetretirementreason.htm|d598241e-169b-472f-a547-f4352588b8a1|||
3222|3024|ASTA|0.0|1.0|1.0|Asset Status||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fassetstatus.htm|0c3ef024-fe63-4558-a0fc-85ea670dc253|||
3223|3024|ASST|0.0|1.0|1.0|Asset Type||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fassettype.htm|d68d4115-ffe2-48e6-bbdf-51c9bf2119c0|||
3224|3024|YEARENDDEPR|0.0|1.0|1.0|Year End Depreciation Assets||||||||2|||||1.0|||||c5a21472-1eef-4aeb-a4bd-dd0ed278226c|||
3225|3024|APDT|0.0|1.0|1.0|Asset Payment Document Type||||||||2|||||1.0|||||76b7be69-0dc5-42f5-8bd9-255b6ce7548d|||
