acct_icr_typ_cd|fin_coa_cd|fin_object_cd|obj_id|ver_nbr|acct_icr_excl_typ_actv_ind|
15|IU|7200|0C4EE51FDAE32018E043814FD8812018|1.0|Y|
15|IU|7300|0C4EE51FDAE42018E043814FD8812018|1.0|Y|
15|IU|7400|0C4EE51FDAE52018E043814FD8812018|1.0|Y|
15|IU|7500|0C4EE51FDAE62018E043814FD8812018|1.0|Y|
15|IU|7530|0C4EE51FDAE72018E043814FD8812018|1.0|Y|
15|IU|7531|0C4EE51FDAE82018E043814FD8812018|1.0|Y|
15|IU|7550|0C4EE51FDAE92018E043814FD8812018|1.0|Y|
15|IU|7600|0C4EE51FDAEA2018E043814FD8812018|1.0|Y|
15|IU|7800|0C4EE51FDAEB2018E043814FD8812018|1.0|Y|
15|IU|7900|0C4EE51FDAEC2018E043814FD8812018|1.0|Y|
15|IU|9900|0C4EE51FDAED2018E043814FD8812018|1.0|Y|
15|IU|9905|0C4EE51FDAEE2018E043814FD8812018|1.0|Y|
15|IU|9915|0C4EE51FDAEF2018E043814FD8812018|1.0|Y|
15|IU|9970|0C4EE51FDAF02018E043814FD8812018|1.0|Y|
15|IU|9975|0C4EE51FDAF12018E043814FD8812018|1.0|Y|
15|IU|9979|0C4EE51FDAF22018E043814FD8812018|1.0|Y|
15|IU|9980|0C4EE51FDAF32018E043814FD8812018|1.0|Y|
15|IU|9990|0C4EE51FDAF42018E043814FD8812018|1.0|Y|
16|IU|3100|0C4EE51FDAF52018E043814FD8812018|1.0|Y|
16|IU|3105|0C4EE51FDAF62018E043814FD8812018|1.0|Y|
16|IU|3110|0C4EE51FDAF72018E043814FD8812018|1.0|Y|
16|IU|3115|0C4EE51FDAF82018E043814FD8812018|1.0|Y|
16|IU|3120|0C4EE51FDAF92018E043814FD8812018|1.0|Y|
16|IU|3122|0C4EE51FDAFA2018E043814FD8812018|1.0|Y|
16|IU|3125|0C4EE51FDAFB2018E043814FD8812018|1.0|Y|
16|IU|3130|0C4EE51FDAFC2018E043814FD8812018|1.0|Y|
16|IU|3135|0C4EE51FDAFD2018E043814FD8812018|1.0|Y|
16|IU|3140|0C4EE51FDAFE2018E043814FD8812018|1.0|Y|
16|IU|3145|0C4EE51FDAFF2018E043814FD8812018|1.0|Y|
16|IU|3150|0C4EE51FDB002018E043814FD8812018|1.0|Y|
16|IU|3542|0C4EE51FDB012018E043814FD8812018|1.0|Y|
16|IU|3543|0C4EE51FDB022018E043814FD8812018|1.0|Y|
16|IU|3544|0C4EE51FDB032018E043814FD8812018|1.0|Y|
16|IU|3702|0C4EE51FDB042018E043814FD8812018|1.0|Y|
16|IU|3703|0C4EE51FDB052018E043814FD8812018|1.0|Y|
16|IU|3705|0C4EE51FDB062018E043814FD8812018|1.0|Y|
16|IU|3706|0C4EE51FDB072018E043814FD8812018|1.0|Y|
16|IU|3708|0C4EE51FDB082018E043814FD8812018|1.0|Y|
16|IU|3709|0C4EE51FDB092018E043814FD8812018|1.0|Y|
16|IU|3710|0C4EE51FDB0A2018E043814FD8812018|1.0|Y|
16|IU|5199|0C4EE51FDB0B2018E043814FD8812018|1.0|Y|
16|IU|5510|0C4EE51FDB0C2018E043814FD8812018|1.0|Y|
16|IU|5512|0C4EE51FDB0D2018E043814FD8812018|1.0|Y|
16|IU|5514|0C4EE51FDB0E2018E043814FD8812018|1.0|Y|
16|IU|5516|0C4EE51FDB0F2018E043814FD8812018|1.0|Y|
16|IU|5518|0C4EE51FDB102018E043814FD8812018|1.0|Y|
16|IU|5520|0C4EE51FDB112018E043814FD8812018|1.0|Y|
16|IU|5530|0C4EE51FDB122018E043814FD8812018|1.0|Y|
16|IU|5540|0C4EE51FDB132018E043814FD8812018|1.0|Y|
16|IU|5546|0C4EE51FDB142018E043814FD8812018|1.0|Y|
16|IU|5548|0C4EE51FDB152018E043814FD8812018|1.0|Y|
16|IU|5549|0C4EE51FDB162018E043814FD8812018|1.0|Y|
16|IU|5553|0C4EE51FDB172018E043814FD8812018|1.0|Y|
16|IU|5555|0C4EE51FDB182018E043814FD8812018|1.0|Y|
16|IU|5557|0C4EE51FDB192018E043814FD8812018|1.0|Y|
16|IU|5560|0C4EE51FDB1A2018E043814FD8812018|1.0|Y|
16|IU|5562|0C4EE51FDB1B2018E043814FD8812018|1.0|Y|
16|IU|5565|0C4EE51FDB1C2018E043814FD8812018|1.0|Y|
16|IU|5566|0C4EE51FDB1D2018E043814FD8812018|1.0|Y|
16|IU|5570|0C4EE51FDB1E2018E043814FD8812018|1.0|Y|
16|IU|5572|0C4EE51FDB1F2018E043814FD8812018|1.0|Y|
16|IU|5574|0C4EE51FDB202018E043814FD8812018|1.0|Y|
16|IU|5576|0C4EE51FDB212018E043814FD8812018|1.0|Y|
16|IU|5578|0C4EE51FDB222018E043814FD8812018|1.0|Y|
16|IU|5584|0C4EE51FDB232018E043814FD8812018|1.0|Y|
16|IU|5591|0C4EE51FDB242018E043814FD8812018|1.0|Y|
16|IU|5595|0C4EE51FDB252018E043814FD8812018|1.0|Y|
16|IU|5599|0C4EE51FDB262018E043814FD8812018|1.0|Y|
16|IU|7900|0C4EE51FDB272018E043814FD8812018|1.0|Y|
16|IU|9900|0C4EE51FDB282018E043814FD8812018|1.0|Y|
16|IU|9905|0C4EE51FDB292018E043814FD8812018|1.0|Y|
16|IU|9915|0C4EE51FDB2A2018E043814FD8812018|1.0|Y|
16|IU|9975|0C4EE51FDB2B2018E043814FD8812018|1.0|Y|
16|IU|9979|0C4EE51FDB2C2018E043814FD8812018|1.0|Y|
16|IU|9980|0C4EE51FDB2D2018E043814FD8812018|1.0|Y|
16|IU|9990|0C4EE51FDB2E2018E043814FD8812018|1.0|Y|
17|IU|3100|0C4EE51FDB2F2018E043814FD8812018|1.0|Y|
17|IU|3105|0C4EE51FDB302018E043814FD8812018|1.0|Y|
17|IU|3110|0C4EE51FDB312018E043814FD8812018|1.0|Y|
17|IU|3115|0C4EE51FDB322018E043814FD8812018|1.0|Y|
17|IU|3120|0C4EE51FDB332018E043814FD8812018|1.0|Y|
17|IU|3122|0C4EE51FDB342018E043814FD8812018|1.0|Y|
17|IU|3125|0C4EE51FDB352018E043814FD8812018|1.0|Y|
17|IU|3130|0C4EE51FDB362018E043814FD8812018|1.0|Y|
17|IU|3135|0C4EE51FDB372018E043814FD8812018|1.0|Y|
17|IU|3140|0C4EE51FDB382018E043814FD8812018|1.0|Y|
17|IU|3145|0C4EE51FDB392018E043814FD8812018|1.0|Y|
17|IU|3150|0C4EE51FDB3A2018E043814FD8812018|1.0|Y|
17|IU|3542|0C4EE51FDB3B2018E043814FD8812018|1.0|Y|
17|IU|3543|0C4EE51FDB3C2018E043814FD8812018|1.0|Y|
17|IU|3544|0C4EE51FDB3D2018E043814FD8812018|1.0|Y|
17|IU|3702|0C4EE51FDB3E2018E043814FD8812018|1.0|Y|
17|IU|3703|0C4EE51FDB3F2018E043814FD8812018|1.0|Y|
17|IU|3705|0C4EE51FDB402018E043814FD8812018|1.0|Y|
17|IU|3706|0C4EE51FDB412018E043814FD8812018|1.0|Y|
17|IU|3708|0C4EE51FDB422018E043814FD8812018|1.0|Y|
17|IU|3709|0C4EE51FDB432018E043814FD8812018|1.0|Y|
17|IU|3710|0C4EE51FDB442018E043814FD8812018|1.0|Y|
17|IU|4534|0C4EE51FDB452018E043814FD8812018|1.0|Y|
17|IU|4536|0C4EE51FDB462018E043814FD8812018|1.0|Y|
17|IU|5199|0C4EE51FDB472018E043814FD8812018|1.0|Y|
17|IU|5510|0C4EE51FDB482018E043814FD8812018|1.0|Y|
17|IU|5512|0C4EE51FDB492018E043814FD8812018|1.0|Y|
17|IU|5514|0C4EE51FDB4A2018E043814FD8812018|1.0|Y|
17|IU|5516|0C4EE51FDB4B2018E043814FD8812018|1.0|Y|
17|IU|5518|0C4EE51FDB4C2018E043814FD8812018|1.0|Y|
17|IU|5520|0C4EE51FDB4D2018E043814FD8812018|1.0|Y|
17|IU|5530|0C4EE51FDB4E2018E043814FD8812018|1.0|Y|
17|IU|5540|0C4EE51FDB4F2018E043814FD8812018|1.0|Y|
17|IU|5546|0C4EE51FDB502018E043814FD8812018|1.0|Y|
17|IU|5548|0C4EE51FDB512018E043814FD8812018|1.0|Y|
17|IU|5549|0C4EE51FDB522018E043814FD8812018|1.0|Y|
17|IU|5553|0C4EE51FDB532018E043814FD8812018|1.0|Y|
17|IU|5555|0C4EE51FDB542018E043814FD8812018|1.0|Y|
17|IU|5557|0C4EE51FDB552018E043814FD8812018|1.0|Y|
17|IU|5560|0C4EE51FDB562018E043814FD8812018|1.0|Y|
17|IU|5562|0C4EE51FDB572018E043814FD8812018|1.0|Y|
17|IU|5565|0C4EE51FDB582018E043814FD8812018|1.0|Y|
17|IU|5566|0C4EE51FDB592018E043814FD8812018|1.0|Y|
17|IU|5570|0C4EE51FDB5A2018E043814FD8812018|1.0|Y|
17|IU|5572|0C4EE51FDB5B2018E043814FD8812018|1.0|Y|
17|IU|5574|0C4EE51FDB5C2018E043814FD8812018|1.0|Y|
17|IU|5576|0C4EE51FDB5D2018E043814FD8812018|1.0|Y|
17|IU|5578|0C4EE51FDB5E2018E043814FD8812018|1.0|Y|
17|IU|5584|0C4EE51FDB5F2018E043814FD8812018|1.0|Y|
17|IU|5591|0C4EE51FDB602018E043814FD8812018|1.0|Y|
17|IU|5595|0C4EE51FDB612018E043814FD8812018|1.0|Y|
17|IU|5599|0C4EE51FDB622018E043814FD8812018|1.0|Y|
17|IU|7900|0C4EE51FDB632018E043814FD8812018|1.0|Y|
17|IU|9900|0C4EE51FDB642018E043814FD8812018|1.0|Y|
17|IU|9905|0C4EE51FDB652018E043814FD8812018|1.0|Y|
17|IU|9915|0C4EE51FDB662018E043814FD8812018|1.0|Y|
17|IU|9975|0C4EE51FDB672018E043814FD8812018|1.0|Y|
17|IU|9979|0C4EE51FDB682018E043814FD8812018|1.0|Y|
17|IU|9980|0C4EE51FDB692018E043814FD8812018|1.0|Y|
17|IU|9990|0C4EE51FDB6A2018E043814FD8812018|1.0|Y|
18|IU|3100|0C4EE51FDB6B2018E043814FD8812018|1.0|Y|
18|IU|3105|0C4EE51FDB6C2018E043814FD8812018|1.0|Y|
18|IU|3110|0C4EE51FDB6D2018E043814FD8812018|1.0|Y|
18|IU|3115|0C4EE51FDB6E2018E043814FD8812018|1.0|Y|
18|IU|3120|0C4EE51FDB6F2018E043814FD8812018|1.0|Y|
18|IU|3122|0C4EE51FDB702018E043814FD8812018|1.0|Y|
18|IU|3125|0C4EE51FDB712018E043814FD8812018|1.0|Y|
18|IU|3130|0C4EE51FDB722018E043814FD8812018|1.0|Y|
18|IU|3135|0C4EE51FDB732018E043814FD8812018|1.0|Y|
18|IU|3140|0C4EE51FDB742018E043814FD8812018|1.0|Y|
18|IU|3145|0C4EE51FDB752018E043814FD8812018|1.0|Y|
18|IU|3150|0C4EE51FDB762018E043814FD8812018|1.0|Y|
18|IU|3542|0C4EE51FDB772018E043814FD8812018|1.0|Y|
18|IU|3543|0C4EE51FDB782018E043814FD8812018|1.0|Y|
18|IU|3544|0C4EE51FDB792018E043814FD8812018|1.0|Y|
18|IU|3702|0C4EE51FDB7A2018E043814FD8812018|1.0|Y|
18|IU|3703|0C4EE51FDB7B2018E043814FD8812018|1.0|Y|
18|IU|3705|0C4EE51FDB7C2018E043814FD8812018|1.0|Y|
18|IU|3706|0C4EE51FDB7D2018E043814FD8812018|1.0|Y|
18|IU|3708|0C4EE51FDB7E2018E043814FD8812018|1.0|Y|
18|IU|3709|0C4EE51FDB7F2018E043814FD8812018|1.0|Y|
18|IU|3710|0C4EE51FDB802018E043814FD8812018|1.0|Y|
18|IU|5199|0C4EE51FDB812018E043814FD8812018|1.0|Y|
18|IU|5510|0C4EE51FDB822018E043814FD8812018|1.0|Y|
18|IU|5512|0C4EE51FDB832018E043814FD8812018|1.0|Y|
18|IU|5514|0C4EE51FDB842018E043814FD8812018|1.0|Y|
18|IU|5516|0C4EE51FDB852018E043814FD8812018|1.0|Y|
18|IU|5518|0C4EE51FDB862018E043814FD8812018|1.0|Y|
18|IU|5520|0C4EE51FDB872018E043814FD8812018|1.0|Y|
18|IU|5530|0C4EE51FDB882018E043814FD8812018|1.0|Y|
18|IU|5540|0C4EE51FDB892018E043814FD8812018|1.0|Y|
18|IU|5546|0C4EE51FDB8A2018E043814FD8812018|1.0|Y|
18|IU|5548|0C4EE51FDB8B2018E043814FD8812018|1.0|Y|
18|IU|5549|0C4EE51FDB8C2018E043814FD8812018|1.0|Y|
18|IU|5553|0C4EE51FDB8D2018E043814FD8812018|1.0|Y|
18|IU|5555|0C4EE51FDB8E2018E043814FD8812018|1.0|Y|
18|IU|5557|0C4EE51FDB8F2018E043814FD8812018|1.0|Y|
18|IU|5560|0C4EE51FDB902018E043814FD8812018|1.0|Y|
18|IU|5562|0C4EE51FDB912018E043814FD8812018|1.0|Y|
18|IU|5565|0C4EE51FDB922018E043814FD8812018|1.0|Y|
18|IU|5566|0C4EE51FDB932018E043814FD8812018|1.0|Y|
18|IU|5570|0C4EE51FDB942018E043814FD8812018|1.0|Y|
18|IU|5572|0C4EE51FDB952018E043814FD8812018|1.0|Y|
18|IU|5574|0C4EE51FDB962018E043814FD8812018|1.0|Y|
18|IU|5576|0C4EE51FDB972018E043814FD8812018|1.0|Y|
18|IU|5578|0C4EE51FDB982018E043814FD8812018|1.0|Y|
18|IU|5584|0C4EE51FDB992018E043814FD8812018|1.0|Y|
18|IU|5591|0C4EE51FDB9A2018E043814FD8812018|1.0|Y|
18|IU|5595|0C4EE51FDB9B2018E043814FD8812018|1.0|Y|
18|IU|5599|0C4EE51FDB9C2018E043814FD8812018|1.0|Y|
18|IU|7000|0C4EE51FDB9D2018E043814FD8812018|1.0|Y|
18|IU|7030|0C4EE51FDB9E2018E043814FD8812018|1.0|Y|
18|IU|7031|0C4EE51FDB9F2018E043814FD8812018|1.0|Y|
18|IU|7032|0C4EE51FDBA02018E043814FD8812018|1.0|Y|
18|IU|7098|0C4EE51FDBA12018E043814FD8812018|1.0|Y|
18|IU|7099|0C4EE51FDBA22018E043814FD8812018|1.0|Y|
18|IU|7100|0C4EE51FDBA32018E043814FD8812018|1.0|Y|
18|IU|7130|0C4EE51FDBA42018E043814FD8812018|1.0|Y|
18|IU|7200|0C4EE51FDBA52018E043814FD8812018|1.0|Y|
18|IU|7300|0C4EE51FDBA62018E043814FD8812018|1.0|Y|
18|IU|7400|0C4EE51FDBA72018E043814FD8812018|1.0|Y|
18|IU|7500|0C4EE51FDBA82018E043814FD8812018|1.0|Y|
18|IU|7530|0C4EE51FDBA92018E043814FD8812018|1.0|Y|
18|IU|7531|0C4EE51FDBAA2018E043814FD8812018|1.0|Y|
18|IU|7550|0C4EE51FDBAB2018E043814FD8812018|1.0|Y|
18|IU|7600|0C4EE51FDBAC2018E043814FD8812018|1.0|Y|
18|IU|7800|0C4EE51FDBAD2018E043814FD8812018|1.0|Y|
18|IU|7900|0C4EE51FDBAE2018E043814FD8812018|1.0|Y|
18|IU|9900|0C4EE51FDBAF2018E043814FD8812018|1.0|Y|
18|IU|9905|0C4EE51FDBB02018E043814FD8812018|1.0|Y|
18|IU|9915|0C4EE51FDBB12018E043814FD8812018|1.0|Y|
18|IU|9954|0C4EE51FDBB22018E043814FD8812018|1.0|Y|
18|IU|9970|0C4EE51FDBB32018E043814FD8812018|1.0|Y|
18|IU|9975|0C4EE51FDBB42018E043814FD8812018|1.0|Y|
18|IU|9979|0C4EE51FDBB52018E043814FD8812018|1.0|Y|
18|IU|9980|0C4EE51FDBB62018E043814FD8812018|1.0|Y|
18|IU|9990|0C4EE51FDBB72018E043814FD8812018|1.0|Y|
19|IU|3100|0C4EE51FDBB82018E043814FD8812018|1.0|Y|
19|IU|3105|0C4EE51FDBB92018E043814FD8812018|1.0|Y|
19|IU|3110|0C4EE51FDBBA2018E043814FD8812018|1.0|Y|
19|IU|3115|0C4EE51FDBBB2018E043814FD8812018|1.0|Y|
19|IU|3120|0C4EE51FDBBC2018E043814FD8812018|1.0|Y|
19|IU|3122|0C4EE51FDBBD2018E043814FD8812018|1.0|Y|
19|IU|3125|0C4EE51FDBBE2018E043814FD8812018|1.0|Y|
19|IU|3130|0C4EE51FDBBF2018E043814FD8812018|1.0|Y|
19|IU|3135|0C4EE51FDBC02018E043814FD8812018|1.0|Y|
19|IU|3140|0C4EE51FDBC12018E043814FD8812018|1.0|Y|
19|IU|3145|0C4EE51FDBC22018E043814FD8812018|1.0|Y|
19|IU|3150|0C4EE51FDBC32018E043814FD8812018|1.0|Y|
19|IU|3542|0C4EE51FDBC42018E043814FD8812018|1.0|Y|
19|IU|3543|0C4EE51FDBC52018E043814FD8812018|1.0|Y|
19|IU|3544|0C4EE51FDBC62018E043814FD8812018|1.0|Y|
19|IU|3702|0C4EE51FDBC72018E043814FD8812018|1.0|Y|
19|IU|3703|0C4EE51FDBC82018E043814FD8812018|1.0|Y|
19|IU|3705|0C4EE51FDBC92018E043814FD8812018|1.0|Y|
19|IU|3706|0C4EE51FDBCA2018E043814FD8812018|1.0|Y|
19|IU|3708|0C4EE51FDBCB2018E043814FD8812018|1.0|Y|
19|IU|3709|0C4EE51FDBCC2018E043814FD8812018|1.0|Y|
19|IU|3710|0C4EE51FDBCD2018E043814FD8812018|1.0|Y|
19|IU|4534|0C4EE51FDBCE2018E043814FD8812018|1.0|Y|
19|IU|4536|0C4EE51FDBCF2018E043814FD8812018|1.0|Y|
19|IU|5199|0C4EE51FDBD02018E043814FD8812018|1.0|Y|
19|IU|5510|0C4EE51FDBD12018E043814FD8812018|1.0|Y|
19|IU|5512|0C4EE51FDBD22018E043814FD8812018|1.0|Y|
19|IU|5514|0C4EE51FDBD32018E043814FD8812018|1.0|Y|
19|IU|5516|0C4EE51FDBD42018E043814FD8812018|1.0|Y|
19|IU|5518|0C4EE51FDBD52018E043814FD8812018|1.0|Y|
19|IU|5520|0C4EE51FDBD62018E043814FD8812018|1.0|Y|
19|IU|5530|0C4EE51FDBD72018E043814FD8812018|1.0|Y|
19|IU|5540|0C4EE51FDBD82018E043814FD8812018|1.0|Y|
19|IU|5546|0C4EE51FDBD92018E043814FD8812018|1.0|Y|
19|IU|5548|0C4EE51FDBDA2018E043814FD8812018|1.0|Y|
19|IU|5549|0C4EE51FDBDB2018E043814FD8812018|1.0|Y|
19|IU|5553|0C4EE51FDBDC2018E043814FD8812018|1.0|Y|
19|IU|5555|0C4EE51FDBDD2018E043814FD8812018|1.0|Y|
19|IU|5557|0C4EE51FDBDE2018E043814FD8812018|1.0|Y|
19|IU|5560|0C4EE51FDBDF2018E043814FD8812018|1.0|Y|
19|IU|5562|0C4EE51FDBE02018E043814FD8812018|1.0|Y|
19|IU|5565|0C4EE51FDBE12018E043814FD8812018|1.0|Y|
19|IU|5566|0C4EE51FDBE22018E043814FD8812018|1.0|Y|
19|IU|5570|0C4EE51FDBE32018E043814FD8812018|1.0|Y|
19|IU|5572|0C4EE51FDBE42018E043814FD8812018|1.0|Y|
19|IU|5574|0C4EE51FDBE52018E043814FD8812018|1.0|Y|
19|IU|5576|0C4EE51FDBE62018E043814FD8812018|1.0|Y|
19|IU|5578|0C4EE51FDBE72018E043814FD8812018|1.0|Y|
19|IU|5584|0C4EE51FDBE82018E043814FD8812018|1.0|Y|
19|IU|5591|0C4EE51FDBE92018E043814FD8812018|1.0|Y|
19|IU|5595|0C4EE51FDBEA2018E043814FD8812018|1.0|Y|
19|IU|5599|0C4EE51FDBEB2018E043814FD8812018|1.0|Y|
19|IU|7000|0C4EE51FDBEC2018E043814FD8812018|1.0|Y|
19|IU|7030|0C4EE51FDBED2018E043814FD8812018|1.0|Y|
19|IU|7031|0C4EE51FDBEE2018E043814FD8812018|1.0|Y|
19|IU|7032|0C4EE51FDBEF2018E043814FD8812018|1.0|Y|
19|IU|7098|0C4EE51FDBF02018E043814FD8812018|1.0|Y|
19|IU|7099|0C4EE51FDBF12018E043814FD8812018|1.0|Y|
19|IU|7100|0C4EE51FDBF22018E043814FD8812018|1.0|Y|
19|IU|7130|0C4EE51FDBF32018E043814FD8812018|1.0|Y|
19|IU|7200|0C4EE51FDBF42018E043814FD8812018|1.0|Y|
19|IU|7300|0C4EE51FDBF52018E043814FD8812018|1.0|Y|
19|IU|7400|0C4EE51FDBF62018E043814FD8812018|1.0|Y|
19|IU|7500|0C4EE51FDBF72018E043814FD8812018|1.0|Y|
19|IU|7530|0C4EE51FDBF82018E043814FD8812018|1.0|Y|
19|IU|7531|0C4EE51FDBF92018E043814FD8812018|1.0|Y|
19|IU|7550|0C4EE51FDBFA2018E043814FD8812018|1.0|Y|
19|IU|7600|0C4EE51FDBFB2018E043814FD8812018|1.0|Y|
19|IU|7800|0C4EE51FDBFC2018E043814FD8812018|1.0|Y|
19|IU|7900|0C4EE51FDBFD2018E043814FD8812018|1.0|Y|
19|IU|9900|0C4EE51FDBFE2018E043814FD8812018|1.0|Y|
19|IU|9905|0C4EE51FDBFF2018E043814FD8812018|1.0|Y|
19|IU|9915|0C4EE51FDC002018E043814FD8812018|1.0|Y|
19|IU|9970|0C4EE51FDC012018E043814FD8812018|1.0|Y|
19|IU|9975|0C4EE51FDC022018E043814FD8812018|1.0|Y|
19|IU|9979|0C4EE51FDC032018E043814FD8812018|1.0|Y|
19|IU|9980|0C4EE51FDC042018E043814FD8812018|1.0|Y|
19|IU|9990|0C4EE51FDC052018E043814FD8812018|1.0|Y|
20|IU|3542|0C4EE51FDC062018E043814FD8812018|1.0|Y|
20|IU|3543|0C4EE51FDC072018E043814FD8812018|1.0|Y|
20|IU|3544|0C4EE51FDC082018E043814FD8812018|1.0|Y|
20|IU|3702|0C4EE51FDC092018E043814FD8812018|1.0|Y|
20|IU|3703|0C4EE51FDC0A2018E043814FD8812018|1.0|Y|
20|IU|3705|0C4EE51FDC0B2018E043814FD8812018|1.0|Y|
20|IU|3706|0C4EE51FDC0C2018E043814FD8812018|1.0|Y|
20|IU|3708|0C4EE51FDC0D2018E043814FD8812018|1.0|Y|
20|IU|3709|0C4EE51FDC0E2018E043814FD8812018|1.0|Y|
20|IU|3710|0C4EE51FDC0F2018E043814FD8812018|1.0|Y|
20|IU|4534|0C4EE51FDC102018E043814FD8812018|1.0|Y|
20|IU|4536|0C4EE51FDC112018E043814FD8812018|1.0|Y|
20|IU|5199|0C4EE51FDC122018E043814FD8812018|1.0|Y|
20|IU|5510|0C4EE51FDC132018E043814FD8812018|1.0|Y|
20|IU|5512|0C4EE51FDC142018E043814FD8812018|1.0|Y|
20|IU|5514|0C4EE51FDC152018E043814FD8812018|1.0|Y|
20|IU|5516|0C4EE51FDC162018E043814FD8812018|1.0|Y|
20|IU|5518|0C4EE51FDC172018E043814FD8812018|1.0|Y|
20|IU|5520|0C4EE51FDC182018E043814FD8812018|1.0|Y|
20|IU|5530|0C4EE51FDC192018E043814FD8812018|1.0|Y|
20|IU|5540|0C4EE51FDC1A2018E043814FD8812018|1.0|Y|
20|IU|5546|0C4EE51FDC1B2018E043814FD8812018|1.0|Y|
20|IU|5548|0C4EE51FDC1C2018E043814FD8812018|1.0|Y|
20|IU|5549|0C4EE51FDC1D2018E043814FD8812018|1.0|Y|
20|IU|5553|0C4EE51FDC1E2018E043814FD8812018|1.0|Y|
20|IU|5555|0C4EE51FDC1F2018E043814FD8812018|1.0|Y|
20|IU|5557|0C4EE51FDC202018E043814FD8812018|1.0|Y|
20|IU|5560|0C4EE51FDC212018E043814FD8812018|1.0|Y|
20|IU|5562|0C4EE51FDC222018E043814FD8812018|1.0|Y|
20|IU|5565|0C4EE51FDC232018E043814FD8812018|1.0|Y|
20|IU|5566|0C4EE51FDC242018E043814FD8812018|1.0|Y|
20|IU|5570|0C4EE51FDC252018E043814FD8812018|1.0|Y|
20|IU|5572|0C4EE51FDC262018E043814FD8812018|1.0|Y|
20|IU|5574|0C4EE51FDC272018E043814FD8812018|1.0|Y|
20|IU|5576|0C4EE51FDC282018E043814FD8812018|1.0|Y|
20|IU|5578|0C4EE51FDC292018E043814FD8812018|1.0|Y|
20|IU|5584|0C4EE51FDC2A2018E043814FD8812018|1.0|Y|
20|IU|5591|0C4EE51FDC2B2018E043814FD8812018|1.0|Y|
20|IU|5595|0C4EE51FDC2C2018E043814FD8812018|1.0|Y|
20|IU|5599|0C4EE51FDC2D2018E043814FD8812018|1.0|Y|
20|IU|7000|0C4EE51FDC2E2018E043814FD8812018|1.0|Y|
20|IU|7030|0C4EE51FDC2F2018E043814FD8812018|1.0|Y|
20|IU|7031|0C4EE51FDC302018E043814FD8812018|1.0|Y|
20|IU|7032|0C4EE51FDC312018E043814FD8812018|1.0|Y|
20|IU|7098|0C4EE51FDC322018E043814FD8812018|1.0|Y|
20|IU|7099|0C4EE51FDC332018E043814FD8812018|1.0|Y|
20|IU|7100|0C4EE51FDC342018E043814FD8812018|1.0|Y|
20|IU|7130|0C4EE51FDC352018E043814FD8812018|1.0|Y|
20|IU|7200|0C4EE51FDC362018E043814FD8812018|1.0|Y|
20|IU|7300|0C4EE51FDC372018E043814FD8812018|1.0|Y|
20|IU|7400|0C4EE51FDC382018E043814FD8812018|1.0|Y|
20|IU|7500|0C4EE51FDC392018E043814FD8812018|1.0|Y|
20|IU|7530|0C4EE51FDC3A2018E043814FD8812018|1.0|Y|
20|IU|7531|0C4EE51FDC3B2018E043814FD8812018|1.0|Y|
20|IU|7550|0C4EE51FDC3C2018E043814FD8812018|1.0|Y|
20|IU|7600|0C4EE51FDC3D2018E043814FD8812018|1.0|Y|
20|IU|7800|0C4EE51FDC3E2018E043814FD8812018|1.0|Y|
20|IU|7900|0C4EE51FDC3F2018E043814FD8812018|1.0|Y|
20|IU|9900|0C4EE51FDC402018E043814FD8812018|1.0|Y|
20|IU|9905|0C4EE51FDC412018E043814FD8812018|1.0|Y|
20|IU|9915|0C4EE51FDC422018E043814FD8812018|1.0|Y|
20|IU|9970|0C4EE51FDC432018E043814FD8812018|1.0|Y|
20|IU|9975|0C4EE51FDC442018E043814FD8812018|1.0|Y|
20|IU|9979|0C4EE51FDC452018E043814FD8812018|1.0|Y|
20|IU|9980|0C4EE51FDC462018E043814FD8812018|1.0|Y|
20|IU|9990|0C4EE51FDC472018E043814FD8812018|1.0|Y|
21|IU|3100|0C4EE51FDC482018E043814FD8812018|1.0|Y|
21|IU|3105|0C4EE51FDC492018E043814FD8812018|1.0|Y|
21|IU|3110|0C4EE51FDC4A2018E043814FD8812018|1.0|Y|
21|IU|3115|0C4EE51FDC4B2018E043814FD8812018|1.0|Y|
21|IU|3120|0C4EE51FDC4C2018E043814FD8812018|1.0|Y|
21|IU|3122|0C4EE51FDC4D2018E043814FD8812018|1.0|Y|
21|IU|3125|0C4EE51FDC4E2018E043814FD8812018|1.0|Y|
21|IU|3130|0C4EE51FDC4F2018E043814FD8812018|1.0|Y|
21|IU|3135|0C4EE51FDC502018E043814FD8812018|1.0|Y|
21|IU|3140|0C4EE51FDC512018E043814FD8812018|1.0|Y|
21|IU|3145|0C4EE51FDC522018E043814FD8812018|1.0|Y|
21|IU|3150|0C4EE51FDC532018E043814FD8812018|1.0|Y|
21|IU|3542|0C4EE51FDC542018E043814FD8812018|1.0|Y|
21|IU|3543|0C4EE51FDC552018E043814FD8812018|1.0|Y|
21|IU|3544|0C4EE51FDC562018E043814FD8812018|1.0|Y|
21|IU|3702|0C4EE51FDC572018E043814FD8812018|1.0|Y|
21|IU|3703|0C4EE51FDC582018E043814FD8812018|1.0|Y|
21|IU|3705|0C4EE51FDC592018E043814FD8812018|1.0|Y|
21|IU|3706|0C4EE51FDC5A2018E043814FD8812018|1.0|Y|
21|IU|3708|0C4EE51FDC5B2018E043814FD8812018|1.0|Y|
