fin_coa_cd|org_cd|obj_id|ver_nbr|rpts_to_fin_coa_cd|rpts_to_org_cd|rc_cd|
BL|LAWS|A055F1BF-7D74-9D6C-8A6C-E9C2D8FEE685|2.0|BL|BL|32|
BL|LBST|9D5E318A-215A-70D2-86E2-3BE9AC4EA562|2.0|BL|OACA|52|
BL|LBUD|6CA04EFD-061D-F845-91B1-76F612FC9CEF|2.0|BL|LADM|68|
BL|LCAR|98850DC7-8F5A-5936-6286-9ACAD543CD3C|2.0|BL|IAAU|04|
BL|LCAT|8C25D1B5-A73B-A5D9-5993-C279873234F9|2.0|BL|LTS|68|
BL|LCER|F46A2662-6B2A-ECA6-BA6B-9510DB19606D|2.0|BL|LIBR|68|
BL|LCGA|B6FFA96E-47F2-89CB-FE75-AC0E1AF62C0F|2.0|BL|LIBR|68|
BL|LCL|2A13A931-158D-C945-CD34-DED6CC0D31BC|2.0|BL|LIBR|68|
BL|LCTM|A67857ED-8887-8FEE-9438-E05CECF03BF5|2.0|BL|RUAD|64|
BL|LDEV|C707198C-D8C7-C86A-5587-2AB4C11353C7|2.0|BL|LADM|68|
BL|LDI|6852160A-2BE9-285A-4675-99ACB1CB8CF3|2.0|BL|BUS|24|
BL|LDLP|E9625DEF-6E6A-03CE-3684-284EBD85CB5D|2.0|BL|LIBR|68|
BL|LDLS|3E0DC132-BC45-96D1-1C74-D5DC8C2DB1F1|2.0|BL|LDLP|68|
BL|LEAD|28008929-A9F5-BEFF-CACF-E39135751658|2.0|BL|CTE|52|
BL|LENG|1ED0AED0-16F1-23E5-E8EA-FACDBE699D7C|2.0|BL|CTE|52|
BL|LEO|328009A8-421C-2285-C829-BAA2E3D6CDE5|2.0|BL|LIBR|68|
BL|LESA|7AF580E6-C49D-7DAA-1220-AA050B543524|2.0|BL|POLS|04|
BL|LETR|B6A36BB3-4327-A581-C033-D11F23A12A06|2.0|BL|LDLP|68|
BL|LFIS|0D1887B7-9E2C-1C80-4C02-458E6E07C7C0|2.0|BL|CTE|52|
BL|LGED|6F37113C-221C-E813-FDA6-34EDCB4EF9B5|2.0|BL|EDUC|26|
BL|LHIS|25C2432B-4A48-75A9-00F3-4748063933D1|2.0|BL|CTE|52|
BL|LHPR|F2CC95C4-9A8B-ECFE-2C33-CDE1677CCA60|2.0|BL|LCL|68|
BL|LHR|4E991F4E-9979-1A14-FE88-2C43B725788E|2.0|BL|LADM|68|
BL|LIBG|4D2ABD3D-B044-FCD7-FFE0-50D309BF2ED3|2.0|BL|LADM|68|
BL|LIBR|F42658D0-4093-6036-AFB3-C9F07E10E679|2.0|BL|BL|68|
BL|LIFE|68F380C1-02E4-3B04-7B57-4602831A9E58|2.0|BL|BL|80|
BL|LINF|25BEB2A3-6A6D-E6A3-F941-1B987F835C85|2.0|BL|LIT|68|
BL|LING|F21A5AFF-F4D9-3D81-0B64-C36F7D7D236B|2.0|BL|ARSC|04|
BL|LINK|06BC9AD2-7487-2AB5-BB1C-F45CDF4C0378|2.0|BL|AST|04|
BL|LIT|D459EC9A-B102-82DD-7BBC-F62CE745731C|2.0|BL|LIBR|68|
BL|LLAB|7B493DC0-8547-E27B-0224-BA90A0F821B1|2.0|BL|ARSC|04|
BL|LLC|304D3299-2A76-5EE4-99B7-616043F2E22C|2.0|BL|ARSC|04|
BL|LLIB|9E45B2B1-D316-2F38-4A1B-5653E919926C|2.0|BL|LCL|68|
BL|LMAT|175F34B4-623A-ED46-29B8-4D7727A47A94|2.0|BL|LIBR|68|
BL|LMED|57B9E050-87E9-3482-CFDD-C4A4C940C36B|2.0|BL|MED|10|
BL|LMMT|1767FC24-324A-63C3-4E3A-F44C034FF67B|2.0|BL|UGCD|60|
BL|LMON|3D05EF41-2B10-333C-F7FC-3FD743E07F59|2.0|BL|LMAT|68|
BL|LMRS|AE19E3AB-5944-F7CC-EEA4-BCD96E665FC1|2.0|BL|LACS|68|
BL|LNEH|CC19E616-8088-6A06-8344-E07B18574016|2.0|BL|LMAT|68|
BL|LOAN|9AEA1601-46D6-FFE6-B26C-A3E65ABE2F16|2.0|BL|BL|80|
BL|LPL|0376A77A-904B-19EC-9023-82CE24ECFE46|2.0|BL|CTE|52|
BL|LPRV|359D2D1F-496A-F338-98A1-3335AF0EA23B|2.0|BL|LRCS|68|
BL|LRCN|A675F3A3-DBE7-3407-EA01-609586D362E1|2.0|BL|LTS|68|
BL|LRCS|8E5D440A-C90E-F7E5-4296-B1AF58EDC305|2.0|BL|LIBR|68|
BL|LREF|33949723-75E7-6256-169C-76933BE8ED28|2.0|BL|LRCS|68|
BL|LRES|DAB4073F-D824-3890-A11F-E44116CB38FE|2.0|BL|LSRT|60|
BL|LRI|6B1FD7A5-9B61-DFEB-4574-E00E1E0E0540|2.0|BL|BUS|24|
BL|LRNS|A8D9B539-E47E-EE7E-6D55-C48C0A12135E|2.0|BL|SACR|60|
BL|LSDE|9E99EC28-984F-1DDC-7DEF-460A50390C53|2.0|BL|LIBR|68|
BL|LSER|C1148415-BAB5-E306-92BF-016D8FE5F80E|2.0|BL|LMAT|68|
BL|LSL|62A2D6C4-3365-6326-A046-C4E7B76B8F65|2.0|BL|LCL|68|
BL|LSLS|627DE634-2060-E813-6027-B23CC18FF951|2.0|BL|LCL|68|
BL|LSOC|26012018-71CB-4DE2-C1CA-E6C899B8C4F8|2.0|BL|RUGS|64|
BL|LSRT|F3ADAC8C-AD64-E5A0-17E5-DD045DA27E6F|2.0|BL|DFAC|60|
BL|LSSM|407A211B-48BE-1504-28DD-01AD51A30615|2.0|BL|SLIS|40|
BL|LTAM|3EE18B21-D390-2345-F7F7-8E09B581F55A|2.0|BL|CLAC|04|
BL|LTRS|D7995CB2-1DAC-18B1-9B75-5E03867ED8F9|2.0|BL|LIBR|68|
BL|LTS|40A2B7E3-9F7B-E8EC-9B03-C39FC6225A55|2.0|BL|LIBR|68|
BL|LUGL|0D37951B-8585-3B73-3FBC-324E021B7C16|2.0|BL|LACS|68|
BL|LWAD|0F0C9CD5-E79D-6EBA-8381-8B507A181A44|2.0|BL|LAWS|32|
BL|LWAS|F7C995F8-D270-BE90-5A33-B4101AFF1D6C|2.0|BL|LAWS|32|
BL|LWBD|F4B2DB8D-87EF-C883-FCA8-C5CFFB7BC8CD|2.0|BL|LAWS|32|
BL|LWBS|7B6BA8E5-DBF9-5A3D-F904-17F297540D45|2.0|BL|LAWS|32|
BL|LWHM|C8C3D127-893A-8766-B27B-55AE6E3AA39E|2.0|BL|LCL|68|
BL|MAFH|AAC442B1-C90E-0953-4491-DF0B312F407D|2.0|BL|ACTR|64|
BL|MAIL|4EC93DD1-E608-B5A9-9E4D-66B20E34D970|2.0|BL|SPMG|80|
BL|MALY|12E5F64D-AFF3-D2DC-FD7F-B5C74BFA91EC|2.0|BL|INTP|75|
BL|MAP|8FEE13BC-A7AC-4523-CB1B-7B0262E3FBE6|2.0|BL|ASDV|86|
BL|MART|4677A2DF-D84F-C147-0E5F-12F11B2975A0|2.0|BL|MUS|42|
BL|MASS|86A26120-0E37-F153-C741-5CBB29C7651F|2.0|BL|JOUR|50|
BL|MATH|86CC4F2E-C17D-208B-0094-B6654C826FDA|2.0|BL|ARSC|04|
BL|MBA|B786D434-95DE-A6C3-0689-AA960BC985A4|2.0|BL|BUS|24|
BL|MBAL|378B44A8-C6FB-D08A-C8D6-50C21C8001BC|2.0|BL|MUS|42|
BL|MCBD|00129DDB-2E38-5082-8C59-26D86D1C10EE|2.0|BL|HALL|80|
BL|MCOM|5C028781-0A19-767F-36B9-2B8408E672C1|2.0|BL|MUS|42|
BL|MCSI|5247A395-791D-AAF6-83D0-8887851F6C21|2.0|BL|MATH|04|
BL|MDEP|FFD03C1E-20D6-1E1E-8C36-865B0ABA823F|2.0|BL|MED|10|
BL|MDSV|DCE7E16F-34D9-4776-1973-18288A089383|2.0|BL|LIBR|68|
BL|MED|50A16220-46FC-6EE4-5911-789FAD2496E4|2.0|BL|BL|10|
BL|MELL|648927E2-30EA-8253-DCA5-B25F0B189CD5|2.0|BL|LIBR|68|
BL|MEMI|1143417C-B5B8-E8AF-6F9F-054368CC60FC|2.0|BL|MUS|42|
BL|MESP|7BEB1F13-4DFD-D669-960E-18A80F52BDC0|2.0|BL|ARSC|04|
BL|MEST|11E7BB9F-97B9-EBFD-0D24-93FF19F408A8|2.0|BL|ARSC|04|
BL|MFPN|DBE764A5-74F4-9AFF-CDBA-24362498D5AF|2.0|BL|LAAF|75|
BL|MGMT|A72E0FEB-BB9C-0264-F82D-488A2FD44DCF|2.0|BL|BUS|24|
BL|MGTC|36CA9C42-129D-F445-4950-D4462EFD8395|2.0|BL|MGMT|24|
BL|MIAP|D1B67C4F-CC48-4C6F-5007-74EEC051B83E|2.0|BL|UGCD|60|
BL|MICR|5D2360FC-472D-777E-9F74-07710EE9C728|2.0|BL|BI|04|
BL|MILS|9BB2459E-0DF7-3BC8-8794-E80ACC2CA015|2.0|BL|OACA|52|
BL|MJAZ|3206FE4C-C88B-B558-F35F-7B759887AE40|2.0|BL|MUS|42|
BL|MKSV|0B4F4597-E5FA-C3B4-FCB5-10935081D083|2.0|BL|AXSV|80|
BL|MKTG|36A6A93F-3F07-5987-B779-022D42F0FCBE|2.0|BL|BUS|24|
BL|MLAM|B4C58CC8-172C-FEEA-977B-8F2D3CAC1684|2.0|BL|MUS|42|
BL|MLIB|CF7CA4BA-5444-4FFB-CB1D-C7D787581DDB|2.0|BL|LIBR|68|
BL|MLRP|38C467BD-9784-1325-1378-1CB5896293C4|2.0|BL|LIBR|68|
BL|MMUS|65C06975-49F0-EDF5-91D0-7577D2AB6D1F|2.0|BL|RUGS|64|
BL|MPS|24F7A93D-2C28-90AD-32D7-80C46E4C1AC8|2.0|BL|LIBR|68|
BL|MRI|51BB81BA-7CA4-F0A4-4975-154D71B555C2|2.0|BL|RUGS|64|
BL|MSCI|995ACBEB-A89B-3B5F-4A96-624FC862B587|2.0|BL|MED|10|
BL|MSCY|242C683B-764D-A225-1B78-85F2B9ACD7EC|2.0|BL|MUHI|42|
BL|MSED|D47D7145-6B89-FE49-F30C-D546E6D933E8|2.0|BL|MUED|42|
BL|MSLB|98040AB8-C9A9-AFEE-BA7A-61BA07FE98BE|2.0|BL|LIBR|68|
BL|MTED|009C86B3-D40E-9A16-9327-13662C90F34A|2.0|BL|MATH|04|
BL|MUAC|A1F07D6E-6CF7-BE94-39F3-A4E508D9D982|2.0|BL|MUS|42|
BL|MUAD|97B0B107-8A8B-73B3-51D0-3B34C1D12275|2.0|BL|MUS|42|
BL|MUAM|A9096C7A-9FAF-364A-F510-3CBFAFCD6D8C|2.0|BL|MUS|42|
BL|MUAR|C42C025A-C413-9DC6-3CF6-8C6C474A610D|2.0|BL|MUS|42|
BL|MUAT|D6FC7162-AE48-EE27-756C-BECA1781C295|2.0|BL|MUTP|42|
BL|MUBA|8E3198E0-4D83-3D2F-DEBC-ED9EF16C16E4|2.0|BL|MUS|42|
BL|MUCA|A49FD0A2-4408-A2E7-E4F7-26FC203B17A5|2.0|BL|MUEN|42|
BL|MUDV|C91C51A0-E5AD-8DFC-9D57-1EB4D03E8DE0|2.0|BL|MUAD|42|
BL|MUED|902D6BCF-0DB2-0EF6-48BB-835FD28BA593|2.0|BL|MUAC|42|
BL|MUEN|F4D0ED80-16DB-73AD-578A-98D47F7B2278|2.0|BL|MUS|42|
BL|MUFA|D81E80DF-F231-1506-AA28-583B55AC6603|2.0|BL|MUAR|42|
BL|MUFR|BCF7E67C-15B6-F372-21DB-F3406C928044|2.0|BL|MUAD|42|
BL|MUGD|3D70CB81-C424-758D-73D8-1BFD71F0994E|2.0|BL|MUS|42|
BL|MUGS|C096D0C1-9F3C-E781-8911-2518FDB48DC6|2.0|BL|MUS|42|
BL|MUHI|7C1C62F9-4D06-52F4-1FDA-835605F27929|2.0|BL|MUAC|42|
BL|MUHR|A81CA021-011E-FF1D-67D8-45E408D7E0FD|2.0|BL|MUAD|42|
BL|MUIN|E7861DCE-10C8-DC13-C741-B459779BA509|2.0|BL|MUAM|42|
BL|MUIT|11B96513-9180-0AD4-0074-27678E10A31F|2.0|BL|MUTP|42|
BL|MULB|EE52E198-6247-8928-2133-90E9C698E04E|2.0|BL|MUS|42|
BL|MULT|BAF7F3FD-B83E-3DCE-0E5B-7174BFFB76B5|2.0|BL|ASDV|86|
BL|MUMA|40937BE5-8CCD-6C5E-86BC-7A4E737576DB|2.0|BL|MUS|42|
BL|MUOR|6159CF51-CCB9-04DB-8358-C9946065AA61|2.0|BL|MUEN|42|
BL|MUPB|CEB5EEBC-4F12-7A6A-331F-AAC13FCAEF5C|2.0|BL|MUAD|42|
BL|MUPF|3364ACB9-6B9F-260F-AA78-9B58BE225A61|2.0|BL|MUS|42|
BL|MUPT|B42918CD-43C5-1E26-82C6-23B8F755C01D|2.0|BL|MUTP|42|
BL|MURG|D7577E96-0194-2BD9-04CF-DF220FAD59B5|2.0|BL|MUAD|42|
BL|MUS|00269A09-9B2A-764A-4BC2-F8BBBA9BE470|2.0|BL|BL|42|
BL|MUSL|4C1D30ED-BF11-469C-DB42-F2B54A3023AB|2.0|BL|LCL|68|
BL|MUSP|22BB68F2-71F6-D864-5AE2-D34FE2CDF583|2.0|BL|MUAD|42|
BL|MUSS|1DD500C7-4C50-AA3C-51AA-A571BB6B3D41|2.0|BL|MUAR|42|
BL|MUST|F0BA71D3-4147-81D7-B9AA-46E1470E7C47|2.0|BL|MUTP|42|
BL|MUTH|32836687-FA78-AB04-A9DC-0541F7BE36D6|2.0|BL|MUAC|42|
BL|MUTP|5799048C-16AD-9E8E-136C-5395E639477F|2.0|BL|MUS|42|
BL|MUVO|B6712483-803D-D283-9274-8025CFC94E5D|2.0|BL|MUAM|42|
BL|NAMS|019166B9-2F93-FB17-3A7A-48255723CF34|2.0|BL|NFAS|52|
BL|NCAR|A68FB892-DAD4-378B-D8C7-E57CE8390B55|2.0|BL|RPAD|28|
BL|NCBS|D52CC834-C7BE-73C9-45FD-869E0276CB9D|2.0|BL|AFRO|04|
BL|NCMC|C4C1D854-B925-711F-573B-0A06F6225387|2.0|BL|NFAS|52|
BL|NELC|EDBC7BE1-36A6-D9E8-A1AB-CA5B62D5E560|2.0|BL|ARSC|04|
BL|NELL|E954358C-97D0-CC87-E5AC-3EAD7A34AA35|2.0|BL|NELC|04|
BL|NEUR|49FA5EB9-5937-9FB5-1CE3-99706E33FDAB|2.0|BL|MED|10|
BL|NEUS|2346636E-B6E8-BC7D-CAE9-E827F9A498BE|2.0|BL|ARSC|04|
BL|NFAS|2A25FDCC-F49E-FCB6-09B0-6047BE59D353|2.0|BL|CTE|52|
BL|NHIS|19CE32C9-DD10-A9F8-3358-1E5F01061A49|2.0|BL|NFAS|52|
BL|NIFS|E83DB51B-490C-1CFB-D7E3-BB06325A8914|2.0|BL|KINE|28|
BL|NPHC|44E18348-6742-4860-EF0F-57AC6D5C02D7|2.0|BL|AFRO|75|
BL|NPOL|E97EE9F0-FF50-FA7F-1E68-A4DF50591DFB|2.0|BL|NFAS|52|
BL|NRTH|A2026596-A126-BC05-6389-44E199D76F07|2.0|BL|ELPS|26|
BL|NTC|A1196677-191A-E6D5-C330-19A53AB89926|2.0|BL|RUGS|64|
BL|NURB|11CA9492-3459-04D3-BF9B-3D491C5581A3|2.0|BL|NURS|52|
BL|NURS|E2916272-B1C0-4CD9-5CCB-9735EAFADD21|2.0|BL|OACA|52|
BL|OACA|7973A11D-22EB-4A8B-69BE-27D13039F1FC|2.0|BL|BL|52|
BL|OADT|2CF398C1-3A40-5126-2C30-453669A4C209|2.0|BL|BUS|24|
BL|OAMH|3BE2A98C-9C8D-B5A3-55D6-3D37C557235A|2.0|BL|HIST|04|
BL|OASD|CDE870D1-A832-88E4-6F10-D7E26558A5F6|2.0|BL|ASDV|86|
BL|OBGY|5AAD5AD1-712C-8747-D2A4-7667CABB0632|2.0|BL|MED|10|
BL|OCUD|D49A0349-FCCB-4430-CC58-36427B683DB5|2.0|BL|CTE|52|
BL|OES|8429C549-1E83-C21C-1B65-334583C6AD52|2.0|BL|ENSE|83|
BL|OHIS|E2ACAE41-5300-A28B-F925-FBB606EAFB07|2.0|BL|RUGS|64|
BL|OLIB|F0B4F810-ED2F-76FD-0B3B-46E0EDC7A244|2.0|BL|LIBR|68|
BL|OPRT|23F1ED5F-2A60-E0A6-8117-E7977A068045|2.0|BL|MUPF|42|
BL|OPT|94377270-DE8C-A0A9-FCD5-0DE76E2DCA6D|2.0|BL|BL|44|
BL|OPTD|7FBB3F46-5DEA-D3A0-6008-36BC83B5CD5E|2.0|BL|OPT|44|
BL|OPTH|320CD7E5-28A9-7628-F1AF-7C0DEB12CC6E|2.0|BL|OPT|44|
BL|OPTL|F7ABD009-5539-F9A0-E02E-B858D83790BF|2.0|BL|LCL|68|
BL|ORGN|89F0A1F5-810B-48AD-6DD0-4D43C58BD121|2.0|BL|MUIN|42|
BL|ORIE|378774AA-676B-24B5-E945-0CF951ED5205|2.0|BL|OES|83|
BL|OSFA|741A84C3-AFF0-BCD0-020B-52953D4F2B5D|2.0|BL|OES|83|
BL|OVER|9A2542EE-4943-E548-8E50-84CA24380F80|2.0|BL|OACA|52|
BL|PADM|3985E6F2-2374-B638-4B0E-5125D61A8244|2.0|BL|ARSC|04|
BL|PARA|1B17B1E0-DFDB-680D-E924-E7CC3200E89D|2.0|BL|MED|10|
BL|PARK|9FBA82D8-F96F-8AAF-BC54-95282C4E1DC9|2.0|BA|TRAN|80|
BL|PBIO|EA9FF499-6992-1997-23E1-C7C0171CBF06|2.0|BL|MED|10|
BL|PCON|731F7022-5FDE-CC5A-27D3-AB1BBE398222|2.0|BA|IMU|80|
BL|PD|1423C74D-9472-BEF4-DABC-456EFBD5EEF5|2.0|BL|EXEC|74|
BL|PED|91F57BCF-290E-7F0F-2310-396F361DAD18|2.0|BL|MED|10|
BL|PERC|D823F48F-9D38-37DD-43AA-C635DB023F07|2.0|BL|MUIN|42|
BL|PERS|E6BDC606-E6F6-A216-4CCA-1D2A0C49CD3E|2.0|BL|EDUC|26|
BL|PGP|3AF5BDD0-0974-55E1-D77B-69316C43068D|2.0|BL|SPEA|36|
BL|PHAR|E73B7EA0-D8F2-EA82-D2B2-A39AD07919C3|2.0|BL|MED|10|
BL|PHER|73B93BCF-645E-D061-42ED-BB5B49567AED|2.0|BL|RUGS|64|
BL|PHMR|0C788542-16FC-2AC8-8139-49437B0B2417|2.0|BL|MED|10|
BL|PHPA|7FFBE298-3B67-9037-1667-4E2166939CA3|2.0|BL|PHYP|82|
BL|PHPB|34AB63A1-E67A-7F42-B23A-29714379D04D|2.0|BL|PHYP|82|
BL|PHPC|8408C049-1AFF-1F48-0464-31830AA5B21F|2.0|BL|PHYP|82|
BL|PHPD|0B5F0D85-662F-03BB-E448-A89FD84819A8|2.0|BL|PHYP|82|
BL|PHPE|7C76447C-D574-CD91-2091-58096B0BF925|2.0|BL|PHYP|82|
BL|PHPF|00408427-5D80-B6AD-AEA7-585263BE092C|2.0|BL|PHYP|82|
BL|PHPG|DAEC7A24-0CAD-47F2-B6BA-19D8C96C96BC|2.0|BL|PHYP|82|
BL|PHPH|C2FA1F35-8500-28FF-438C-6090BF1201BD|2.0|BL|PHYP|82|
BL|PHPI|4BF4DAF4-C661-E33A-74AD-E1C8F7B47E0B|2.0|BL|PHYP|82|
BL|PHPJ|0BB91CD4-1058-FCB1-4863-EADE87BFCD2A|2.0|BL|PHYP|82|
BL|PHPK|51F11FA0-C416-815C-8889-E8406295EDB0|2.0|BL|PHYP|82|
BL|PHPL|E188B167-0EC6-867F-1455-B1E18DE17D96|2.0|BL|PHYP|82|
BL|PHPM|1E7D2A68-D97C-F548-D73E-44423AAD98E0|2.0|BL|PHYP|82|
BL|PHPN|6888504D-E0E0-A87F-0494-084538479D58|2.0|BL|PHYP|82|
BL|PHPO|47057CF9-F7D1-07B7-382F-72ED8173E3C6|2.0|BL|PHYP|82|
BL|PHPP|E96A1858-FD30-4118-99BB-2860758C70C4|2.0|BL|PHYP|82|
BL|PHPQ|33C462AB-3F38-F794-49E6-42ECBFDF8D5C|2.0|BL|PHYP|82|
BL|PHPR|38F6E1E9-EDA1-71DD-E7AB-666C0DBC6F9C|2.0|BL|PHYP|82|
BL|PHPS|42DA7182-5BEF-D3C9-753E-2D6A977575D9|2.0|BL|PHYP|82|
BL|PHPT|B111AE54-4A33-CE43-3698-04C0DB3675A5|2.0|BL|PHYP|82|
BL|PHPU|B7406783-4A08-AE34-6A89-095622277B76|2.0|BL|PHYP|82|
BL|PHPV|529024E9-1822-FDBD-C441-29EC5640F563|2.0|BL|PHYP|82|
BL|PHPW|30EF6936-6B50-2F92-55EA-F5237ACE2C69|2.0|BL|PHYP|82|
BL|PHPX|815101A3-C548-276E-5F72-D998615F1398|2.0|BL|PHYP|82|
BL|PHPY|6311D0C3-56AC-1D08-8A0F-A72F198B2F79|2.0|BL|PHYP|82|
BL|PHPZ|37F6EC62-27A4-2B87-06D1-03B191668EFF|2.0|BL|PHYP|82|
BL|PHSL|B4D69465-A371-9335-0D19-F67D844BBEC5|2.0|BL|MED|10|
BL|PHTX|3BEF87BE-009F-937E-D529-2B5459F9A526|2.0|BL|MED|10|
BL|PHYA|A38FBF02-59B3-E704-1452-1B2D2E1B29E9|2.0|BL|PHYP|82|
BL|PHYE|98F44274-C980-D9FC-FD9A-423713F68359|2.0|BL|KINE|28|
BL|PHYP|1B1A9B9B-8C50-075C-DF32-1DE89D47ACBD|2.0|BL|BL|82|
BL|PHYS|B5E70DB9-17BC-6749-B919-FAB22F2FEFDF|2.0|BL|ARSC|04|
BL|PIAN|1D2C8293-90D4-C473-7F4B-2499265D6193|2.0|BL|MUIN|42|
BL|PINS|6A60999F-8B56-48E1-08B1-3B05B44FB1C5|2.0|BL|NEUS|04|
BL|PIRT|6F5D053D-0B51-60EE-11F4-1011D9359847|2.0|BL|RUGS|64|
BL|PL|1FA16B1C-0BC6-A591-297E-A73BD8711284|2.0|BL|ARSC|04|
BL|PLAC|7D612697-1CBE-2592-4126-17F47E438FAA|2.0|BL|ARSC|04|
BL|PLIN|E8D0433B-2CDF-563F-210F-ED29B3D50A34|2.0|BL|BL|80|
BL|PLSC|0533ECFD-B658-6B11-6C87-82F76DDF4779|2.0|BL|BI|04|
BL|PLST|6B8B98F5-0922-62C4-3E59-A4A2BCCE0940|2.0|BL|ELPS|26|
BL|POET|FD461F48-7D83-56B5-9E9D-69E12D00421F|2.0|BL|ENG|04|
BL|POLS|E98B70AD-AF24-EF37-81F4-6DB3F1C2BC98|2.0|BL|ARSC|04|
BL|POSC|DEA061FB-F3A2-4E13-7E8B-9C089B7549DE|2.0|BL|ARSC|04|
BL|POST|0F08915D-2048-C62C-0D6D-4F43D1E5B876|2.0|BL|MAIL|80|
BL|POYC|DD6DC2D4-5525-2F4F-A429-0D58AD9A0097|2.0|BL|RUGS|64|
BL|PPSP|57A744C0-B982-298D-A1EE-B7139D93313E|2.0|BL|PHYP|82|
BL|PROB|A59BDA59-A5C7-8C6B-D3E4-586D2C3C856E|2.0|BL|MGMT|24|
BL|PROF|47078498-2D44-8741-DCC6-06F6DADD6C8C|2.0|BL|CDCT|70|
BL|PRSD|7D602426-2E38-4CB4-2D74-1FAECD2017A6|2.0|BL|LIBR|68|
BL|PSAF|E3849B48-70EC-C6E2-E773-9E532A52945D|2.0|BL|HPER|28|
BL|PSY|DBED6009-6265-36D7-8310-6E76693705A5|2.0|BL|ARSC|04|
BL|PSYC|389480DC-414F-BF92-86CB-51432F5AE48E|2.0|BL|PSY|04|
BL|PTCR|B9FA25F4-3233-781C-818A-078C158DB35D|2.0|BL|MED|10|
BL|PUBD|140A3399-0633-59A3-60AE-C306D5AA98D2|2.0|BL|SPEA|36|
BL|PUBL|2987251D-4784-5375-5517-C1A4A990FF4D|2.0|BL|BL|NO|
BL|PUBS|93BA8E5C-D61B-886B-7ADE-10B7FDD43DE9|2.0|BL|BL|68|
BL|QBA|10ADC1AE-C5EE-93C0-5702-D9B0DF7EE970|2.0|BL|BUS|24|
BL|QEND|B360B3AB-DE0A-406F-1F90-2D3841989E32|2.0|BL|BL|80|
BL|RAD|78AB1808-0B2B-4E67-114D-1EEDA0DAF60C|2.0|BL|RTVS|75|
BL|RAGP|09696501-898B-0394-842A-F471EB1CA2DD|2.0|BL|OPT|44|
BL|RAON|7988CBBA-9FE3-DDA0-85BF-1CF5EBE23EE3|2.0|BL|MED|10|
BL|RAST|961713DD-544F-BD58-89FE-2C09A973CA90|2.0|BL|ADST|64|
BL|RBED|00F59166-4E98-DA8B-FF97-B42F65406F76|2.0|BL|RUAD|64|
BL|RCA|B8709CBD-EAF4-4996-05AC-E0B1F1FC4A45|2.0|BL|BL|NO|
BL|RCAD|CDCC03B9-47B6-3FBD-7581-A6D197F7A8DC|2.0|BL|ADMS|75|
BL|RCC|5434561C-3A4F-AE7F-F409-3BE5683432E6|2.0|BL|CSER|66|
BL|RCI|77AA26D2-2FFB-DDEC-BA90-9B5942EC387E|2.0|BL|RUGS|64|
BL|RCOM|97986648-1D6D-C9B6-C578-08003C918356|2.0|BL|RUAD|64|
BL|RDAP|51DD363D-3D04-FD9D-58C6-2D7897EE8A4A|2.0|BL|LIBR|68|
BL|RDBD|BC1AB71F-2D20-F427-4E2B-9F9CF1043F5D|2.0|BL|HALL|80|
BL|RDEV|27D496DD-358A-2BF4-7049-1107C18FF06B|2.0|BL|RUAD|64|
BL|RDH|6F259310-AA83-2222-C518-C554F8EF5B83|2.0|BL|ISDD|64|
BL|RDTL|73CE1904-2A02-B41F-56AC-40B4FB3A3206|2.0|BL|CFEE|64|
BL|READ|1B47C9FE-D33B-AA65-9616-9397F9C8664A|2.0|BL|LGED|26|
BL|REAL|50DFAD83-1A52-FE07-C718-E8B3982C2237|2.0|BL|BURE|24|
BL|RECP|80866FA2-7AE6-FFFD-3D75-AA47AACC6B82|2.0|BL|BURE|24|
BL|RECS|B4C786CB-77BE-BED8-83EE-F0AED8AE698C|2.0|BL|HPER|28|
BL|REEI|95409988-B067-6C97-77B3-7562402EBE51|2.0|BL|ARSC|04|
BL|REFD|E932405B-2231-3F6F-21F8-38F56854FE88|2.0|BL|LIBR|68|
BL|REGR|82727ED1-B46B-1D1B-4446-2E749877D637|2.0|BL|OES|83|
BL|REL|D6784F2A-D1E4-C978-9600-CF91F8EBD073|2.0|BL|ARSC|04|
BL|RENA|74DB5345-58AC-E8DC-F51F-A3CDF4CF91AD|2.0|BL|CMLT|04|
BL|RESL|B1791685-24EA-8940-F1D0-20C178F4296B|2.0|BL|RPAS|80|
BL|RGRD|7A5096E5-5C8C-A0E1-3668-3D09CE3EDECF|2.0|BL|ARSD|04|
BL|RHS|AB43E9FF-FB4F-1DBC-B74B-33660E2D3C7A|2.0|BL|RCOM|64|
BL|RIFI|41C33876-16DC-5DD2-8FE6-15DF6EB90733|2.0|BL|CEUS|04|
BL|RLAN|0DDE0190-C385-B252-FB88-558D4FBB4F31|2.0|BL|LGED|26|
BL|RLS|943779E7-A6BA-2FFB-9F5B-0C50C9DB8C84|2.0|BL|RLSS|40|
BL|RLSS|2FC25B1B-A086-E601-02DC-2EB929AC15EA|2.0|BL|SLIS|40|
BL|RMIS|5546D215-8F53-4ABC-136B-B27C6CD36AB9|2.0|BL|MGMT|24|
BL|RPAD|1A789FD9-71E3-2D2A-BC91-B5939C44BE0A|2.0|BL|HPER|28|
BL|RPAS|D0AA4A65-B302-A82D-BF58-8F76E115E54C|2.0|BL|DBFA|80|
BL|RRPS|E8EA1DDE-02B7-8295-FE4E-BF1AD94A9B0E|2.0|BL|RPAD|28|
BL|RSDP|07FC98BE-3926-FB39-0A50-E21281B78EC2|2.0|BL|ERES|26|
