rte_node_id|doc_typ_id|nm|typ|rte_mthd_nm|rte_mthd_cd|fnl_aprvr_ind|mndtry_rte_ind|actvn_typ|brch_proto_id|ver_nbr|content_fragment|grp_id|next_doc_stat|
3189|3213|Account|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|S||1.0||||
3190|3213|OrganizationHierarchy|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|S||1.0||||
3191|3213|Borrower|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|S||1.0||||
3193|3214|AdHoc|org.kuali.rice.kew.engine.node.InitialNode|||0.0|0.0|S||1.0||||
3194|3214|Initiator|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P||1.0||||
3196|3226|AdHoc|org.kuali.rice.kew.engine.node.InitialNode|||0.0|0.0|S||1.0||||
3197|3226|Account|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|S||1.0||||
3198|3226|OrganizationHierarchy|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|S||1.0||||
3199|3226|Management|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|S||1.0||||
3201|3229|AdHoc|org.kuali.rice.kew.engine.node.InitialNode|||0.0|0.0|S||1.0||||
3202|3229|Account|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|S||1.0||||
3203|3229|RetiredAssetTransferredExternally|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||1.0||||
3205|3229|ExternalTransfer|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|S|3204|2.0||||
3206|3229|JoinRetiredAssetTransferredExternally|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||2.0||||
3208|3229|NoOpExternal|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3207|2.0||||
3209|3229|OrganizationHierarchy|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|S||2.0||||
3210|3229|RetiredAssetSoldOrGifted|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||2.0||||
3212|3229|Purchasing|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|S|3211|4.0||||
3213|3229|JoinRetiredAssetSoldOrGifted|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||4.0||||
3215|3229|NoOp|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3214|4.0||||
3217|3230|AdHoc|org.kuali.rice.kew.engine.node.InitialNode|||0.0|0.0|S||1.0||||
3218|3230|RequiresReview|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||1.0||||
3220|3230|Account|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3219|2.0||||
3221|3230|OrganizationHierarchy|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3219|2.0||||
3222|3230|JoinRequiresReview|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||2.0||||
3224|3230|NoOpRequiresReview|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3223|2.0||||
3226|3245|AdHoc|org.kuali.rice.kew.engine.node.InitialNode|||0.0|0.0|S||1.0||||
3227|3245|OrganizationHierarchy|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P||1.0||||
3229|3246|AdHoc|org.kuali.rice.kew.engine.node.InitialNode|||0.0|0.0|S||1.0||||
3230|3246|OrganizationHierarchy|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|S||1.0||||
3231|3246|ResearchRisk|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|S||1.0||||
3233|3247|AdHoc|org.kuali.rice.kew.engine.node.InitialNode|||0.0|0.0|S||1.0||||
3234|3247|Unprocessed|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|S||1.0||||
3235|3247|Management|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|S||1.0||||
3237|3248|AdHoc|org.kuali.rice.kew.engine.node.InitialNode|||0.0|0.0|S||1.0||||
3238|3248|ProjectManagement|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P||1.0||||
3239|3248|Account|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P||1.0||||
3240|3248|AccountingOrganizationHierarchy|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P||1.0||||
3241|3248|DoAwardSplit|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||1.0||||
3243|3248|Award|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3242|2.0||||
3244|3248|AwardJoin|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||2.0||||
3246|3248|AwardDoNothing|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3245|2.0||||
3247|3248|RequiresWorkstudyReview|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||2.0||||
3249|3248|Workstudy|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3248|4.0||||
3250|3248|JoinRequiresWorkstudyReview|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||4.0||||
3252|3248|RequiresWorkstudyNoOp|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3251|4.0||||
3253|3248|DoRecreateSplit|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||4.0||||
3255|3248|Management|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3254|8.0||||
3256|3248|RecreateJoin|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||8.0||||
3258|3248|RecreateDoNothing|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3257|8.0||||
3260|3266|AdHoc|org.kuali.rice.kew.engine.node.InitialNode|||0.0|0.0|S||3.0||||
3261|3266|AccountingOrganizationHierarchy|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P||3.0||||
3262|3266|SubFund|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P||3.0||||
3263|3266|Award|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P||3.0||||
3265|3267|AdHoc|org.kuali.rice.kew.engine.node.InitialNode|||0.0|0.0|S||1.0||||
3266|3267|Account|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P||1.0||||
3267|3267|AccountingOrganizationHierarchy|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P||1.0||||
3268|3267|SubFund|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P||1.0||||
3269|3267|Award|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P||1.0||||
3270|3267|RequiresWorkstudyReview|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||1.0||||
3272|3267|Workstudy|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3271|2.0||||
3273|3267|JoinRequiresWorkstudyReview|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||2.0||||
3275|3267|RequiresWorkstudyNoOp|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3274|2.0||||
3277|3268|AdHoc|org.kuali.rice.kew.engine.node.InitialNode|||0.0|0.0|S||1.0||||
3279|3269|AdHoc|org.kuali.rice.kew.engine.node.InitialNode|||0.0|0.0|S||1.0||||
3280|3269|Account|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P||1.0||||
3281|3269|AccountingOrganizationHierarchy|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P||1.0||||
3282|3269|SubFund|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P||1.0||||
3283|3269|Award|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P||1.0||||
3285|3270|AdHoc|org.kuali.rice.kew.engine.node.InitialNode|||0.0|0.0|S||1.0||||
3286|3270|autoApproveForAsynchronousProcessing|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S||1.0||||
3288|3314|AdHoc|org.kuali.rice.kew.engine.node.InitialNode|||0.0|0.0|S||1.0||||
3290|3315|AdHoc|org.kuali.rice.kew.engine.node.InitialNode|||0.0|0.0|S||1.0|||Awaiting Content Approval|
3291|3315|Organization|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P||1.0|||Awaiting Accounting Lines|
3292|3315|HasAccountingLines|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||1.0||||
3294|3315|NoOpHasAccountingLines|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3293|2.0|||Awaiting Sub Account|
3295|3315|JoinHasAccountingLines|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||2.0||||
3297|3315|Initiator|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3296|2.0|||Awaiting Sub Account|
3298|3315|SubAccount|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P||2.0|||Awaiting Fiscal Officer|
3299|3315|Account|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|1.0|P||2.0|||Awaiting Base Org Review|
3300|3315|AccountingOrganizationHierarchy|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P||2.0|||Awaiting Commodity Code|
3301|3315|Commodity|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P||2.0|||Awaiting Separation of Duties|
3302|3315|AmountRequiresSeparationOfDutiesReview|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||2.0||||
3304|3315|SeparationOfDuties|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3303|4.0||||
3305|3315|Join|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||4.0||||
3307|3315|NoOp|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3306|4.0||||
3309|3316|AdHoc|org.kuali.rice.kew.engine.node.InitialNode|||0.0|0.0|S||9.0|||Awaiting Purchasing Approval|
3310|3316|RequiresContractManagementReview|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||9.0||||
3312|3316|ContractManagement|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3311|18.0|||Awaiting Commodity Code Approval|
3313|3316|JoinRequiresContractManagementReview|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||18.0||||
3315|3316|NoOpRequiresContractManagementReview|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3314|18.0||||
3316|3316|Commodity|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P||18.0|||Awaiting C and G Approval|
3317|3316|RequiresAwardReview|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||18.0||||
3319|3316|Award|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3318|36.0|||Awaiting Budget Approval|
3320|3316|JoinRequiresAwardReview|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||36.0||||
3322|3316|NoOpRequiresAwardReview|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3321|36.0|||Awaiting Budget Approval|
3323|3316|RequiresBudgetReview|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||36.0||||
3325|3316|Budget|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3324|72.0|||Awaiting Tax Approval|
3326|3316|JoinRequiresBudgetReview|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||72.0||||
3328|3316|NoOpBudget|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3327|72.0|||Awaiting Tax Approval|
3329|3316|VendorIsEmployeeOrNonResidentAlien|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||72.0||||
3331|3316|Tax|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3330|144.0|||Awaiting Tax Approval|
3332|3316|JoinVendorIsEmployeeOrNonResidentAlien|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||144.0||||
3334|3316|NoOpVendorIsEmployeeOrNonResidentAlien|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3333|144.0||||
3336|3317|AdHoc|org.kuali.rice.kew.engine.node.InitialNode|||0.0|0.0|S||1.0|||Awaiting New Unordered Item Review|
3337|3317|HasNewUnorderedItems|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||1.0||||
3339|3317|NewUnorderedItems|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3338|2.0||||
3340|3317|Join|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||2.0||||
3342|3317|NoOp|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3341|2.0||||
3344|3318|AdHoc|org.kuali.rice.kew.engine.node.InitialNode|||0.0|0.0|S||1.0||||
3346|3319|AdHoc|org.kuali.rice.kew.engine.node.InitialNode|||0.0|0.0|S||1.0||||
3348|3320|AdHoc|org.kuali.rice.kew.engine.node.InitialNode|||0.0|0.0|S||1.0||||
3349|3320|AccountsPayable|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P||1.0||||
3351|3321|AdHoc|org.kuali.rice.kew.engine.node.InitialNode|||0.0|0.0|S||1.0||||
3353|3322|AdHoc|org.kuali.rice.kew.engine.node.InitialNode|||0.0|0.0|S||1.0||||
3355|3324|AdHoc|org.kuali.rice.kew.engine.node.InitialNode|||0.0|0.0|S||1.0||||
3357|3325|AdHoc|org.kuali.rice.kew.engine.node.InitialNode|||0.0|0.0|S||1.0||||
3358|3325|Management|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P||1.0||||
3360|3326|AdHoc|org.kuali.rice.kew.engine.node.InitialNode|||0.0|0.0|S||1.0|||Awaiting AP Review|
3361|3326|RequiresImageAttachment|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||1.0||||
3363|3326|ImageAttachment|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3362|2.0||||
3364|3326|JoinRequiresImageAttachment|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||2.0||||
3366|3326|NoOpRequiresImageAttachment|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3365|2.0||||
3367|3326|Account|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P||2.0||||
3369|3327|AdHoc|org.kuali.rice.kew.engine.node.InitialNode|||0.0|0.0|S||1.0|||Awaiting AP Review|
3370|3327|RequiresImageAttachment|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||1.0||||
3372|3327|ImageAttachment|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3371|2.0|||Awaiting AP Review|
3373|3327|JoinRequiresImageAttachment|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||2.0||||
3375|3327|NoOpRequiresImageAttachment|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3374|2.0|||Awaiting Receiving|
3376|3327|PurchaseWasReceived|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||2.0||||
3378|3327|Receiving|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3377|4.0|||Awaiting Sub-Account Manager Approval|
3379|3327|JoinReceiving|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||4.0||||
3381|3327|NoOpReceiving|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3380|4.0||||
3382|3327|SubAccount|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P||4.0|||Awaiting Fiscal Officer Approval|
3383|3327|Account|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|1.0|P||4.0|||Awaiting Chart Approval|
3384|3327|AccountingOrganizationHierarchy|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P||4.0|||Awaiting Tax Approval|
3385|3327|VendorIsEmployeeOrNonResidentAlien|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||4.0||||
3387|3327|Tax|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3386|8.0||||
3388|3327|JoinVendorIsEmployeeOrNonResidentAlien|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||8.0||||
3390|3327|NoOpVendorIsEmployeeOrNonResidentAlien|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3389|8.0||||
3392|3330|AdHoc|org.kuali.rice.kew.engine.node.InitialNode|||0.0|0.0|S||1.0|||Awaiting Purchase Order Open Status|
3393|3330|RelatesToOutstandingTransactions|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||1.0||||
3395|3330|OutstandingTransactions|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3394|2.0||||
3396|3330|Join|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||2.0||||
3398|3330|NoOp|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3397|2.0||||
3400|3373|AdHoc|org.kuali.rice.kew.engine.node.InitialNode|||0.0|0.0|S||8.0||||
3401|3373|CheckIfNoRoute|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||8.0||||
3403|3373|NoOp|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3402|16.0||||
3404|3373|JoinCheckIfRoute|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||16.0||||
3406|3373|EndowmentApprovers|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3405|16.0||||
3408|3383|AdHoc|org.kuali.rice.kew.engine.node.InitialNode|||0.0|0.0|S||1.0|||Account Review|
3409|3383|Account|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P||1.0|||Travel Office Review|
3410|3383|TravelManagerReview|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P||1.0|||Approved By Bank|
3412|3385|AdHoc|org.kuali.rice.kew.engine.node.InitialNode|||0.0|0.0|S||2.0|||Awaiting Traveler Review|
3413|3385|TravelRequiresTravelerApproval|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||1.0|||Awaiting Traveler Review|
3415|3385|TravelerReview|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3414|2.0|||Awaiting Fiscal Officer Review|
3416|3385|JoinTravelRequiresTravelerApproval|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||2.0||||
3418|3385|NoOpTravelerReview|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3417|2.0|||Awaiting Fiscal Officer Review|
3419|3385|Account|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P||2.0|||Awaiting Fiscal Officer Review|
3420|3385|OrganizationHierarchy|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P||2.0|||Awaiting Organization Review|
3421|3385|TravelHasSpecialRequest|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||2.0|||Awaiting Special Request Review|
3423|3385|ENTSpecialRequestReviewer|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3422|4.0||||
3424|3385|JoinRequiresSpecialRequestReview|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||4.0||||
3426|3385|NoOpSpecialRequestReviewer|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3425|4.0||||
3427|3385|SubFund|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P||4.0|||Awaiting Sub-Fund Review|
3428|3385|Award|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P||4.0|||Awaiting Award Review|
3429|3385|TaxManager|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||4.0|||Awaiting Tax Manager Review|
3431|3385|ENTTaxManager|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3430|8.0|||Awaiting Separation Of Duties Review|
3432|3385|JoinRequiresTaxManagerReview|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||8.0||||
3434|3385|NoTaxManagerReviewer|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3433|8.0|||Awaiting Separation Of Duties Review|
3435|3385|SeparationOfDuties|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||8.0|||Awaiting Separation Of Duties Review|
3437|3385|SeparationOfDutiesReviewer|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3436|16.0|||Awaiting Entertainment Manager Review|
3438|3385|JoinSeparationOfDutiesReviewer|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||16.0||||
3440|3385|NoOpSeparationOfDutiesReviewer|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3439|16.0|||Awaiting Entertainment Manager Review|
3441|3385|EntertainmentManager|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P||16.0|||Entertainment Manager Approved|
3443|3391|AdHoc|org.kuali.rice.kew.engine.node.InitialNode|||0.0|0.0|S||4.0|||Awaiting Traveler Review|
3444|3391|TravelRequiresTravelerApproval|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||1.0|||Awaiting Traveler Review|
3446|3391|TravelerReview|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3445|2.0|||Awaiting Fiscal Officer Review|
3447|3391|JoinTravelRequiresTravelerApproval|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||2.0||||
3449|3391|NoOpTravelerReview|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3448|2.0|||Awaiting Fiscal Officer Review|
3450|3391|TravelRequiresAccountApproval|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||2.0|||Awaiting Fiscal Officer Review|
3452|3391|Account|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3451|4.0|||Awaiting Organization Review|
3453|3391|JoinRequiresAccountApproval|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||4.0||||
3455|3391|NoOpAccountApproval|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3454|4.0|||Awaiting Organization Review|
3456|3391|OrganizationHierarchy|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P||4.0||||
3457|3391|TravelRequiresDivisionApproval|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||4.0|||Awaiting Division Review|
3459|3391|DivisionReviewer|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3458|8.0||||
3460|3391|JoinRequiresDivisionReview|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||8.0||||
3462|3391|NoOpDivisionReviewer|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3461|8.0||||
3463|3391|TravelHasSpecialRequest|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||8.0|||Awaiting Special Request Review|
3465|3391|SpecialRequestReviewer|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3464|16.0||||
3466|3391|JoinRequiresSpecialRequestReview|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||16.0||||
