univ_fiscal_yr|fin_coa_cd|org_cd|org_rvrsn_ctgry_cd|obj_id|ver_nbr|org_rvrsn_cd|org_rvrsn_obj_cd|actv_ind|
2010.0|EA|CONN|C07|C0590BDE-9DE9-FC69-2EC8-8DC09E9B4FC8|2.0|R2|9915|Y|
2010.0|EA|CONN|C08|DE72A4BA-EE7C-0F3E-014E-09C28FBD2AEF|2.0|R1|6000|Y|
2010.0|EA|CONN|C09|D96AC2F4-6431-A7B0-A8C1-8B588A08FA73|2.0|R1|5000|Y|
2010.0|EA|CONN|C10|5D4D8DBD-5631-52AB-5F45-BFFDC29A9A24|2.0|R2|7900|Y|
2010.0|EA|CONN|C11|0A95CCE7-69EF-EF90-03CA-935A717E1430|2.0|R2|1800|Y|
2010.0|EA|CPPS|C01|99CDBBFD-CD0B-FEFA-71C5-A8DFB0065137|2.0|R2|3000|Y|
2010.0|EA|CPPS|C03|00E8C8FC-BAF0-57E7-7737-D04DDC63EC43|2.0|R2|5880|Y|
2010.0|EA|CPPS|C04|896EA16C-4E35-874B-4CCE-C5F767C17B63|2.0|R1|7000|Y|
2010.0|EA|CPPS|C05|14B3BFBF-8004-3BA9-C721-D5FE8EF04D86|2.0|R2|7900|Y|
2010.0|EA|CPPS|C06|B0A0C128-5325-85F1-4292-56246D526C8E|2.0|R2|9900|Y|
2010.0|EA|CPPS|C07|3BE0B164-E2C1-FE8D-88F1-174F444D1BD9|2.0|R2|9915|Y|
2010.0|EA|CPPS|C08|6CEBEB9F-E231-1066-7864-60672113CB81|2.0|R1|6000|Y|
2010.0|EA|CPPS|C09|4B5EC15E-F4FE-A8CB-8403-1C4C5D043320|2.0|R1|5000|Y|
2010.0|EA|CPPS|C10|476E9FAB-F567-22E3-C489-315C709EF32A|2.0|R2|7900|Y|
2010.0|EA|CPPS|C11|518324EA-9138-EA8F-9236-E17F914572A6|2.0|R2|1800|Y|
2010.0|EA|CSER|C01|2D4D4F1B-43EF-9EE1-B296-E749D285E45E|2.0|R2|3000|Y|
2010.0|EA|CSER|C03|1B097689-FFFF-89D7-9E87-99CE5149BA32|2.0|R2|5880|Y|
2010.0|EA|CSER|C04|1B739C41-C2BC-F90B-3E17-DD3D2DCE29CA|2.0|A|7000|Y|
2010.0|EA|CSER|C05|64FB4B46-6FBD-D23A-6D82-AB845E6CD441|2.0|R2|7900|Y|
2010.0|EA|CSER|C06|530428E7-F912-FF3E-89AF-0B2F70DDAEAF|2.0|R2|9900|Y|
2010.0|EA|CSER|C07|3CC2D442-47EC-8761-1B46-2D700C5A2F1B|2.0|R2|9915|Y|
2010.0|EA|CSER|C08|8FBE1031-A1C2-D12F-097F-FFA1D6AEE2A3|2.0|R1|6000|Y|
2010.0|EA|CSER|C09|96903FA4-A709-D91C-F465-EF3A15D7378F|2.0|R1|5000|Y|
2010.0|EA|CSER|C10|DFECEA58-0B8C-8B32-2446-FE4844C66A65|2.0|R2|5000|Y|
2010.0|EA|CSER|C11|03F2F098-F8D7-EE05-1BF9-988CD292E480|2.0|R2|1800|Y|
2010.0|EA|CSP|C01|78B71453-E91D-1B8B-8768-863A7D8CEDED|2.0|R2|3000|Y|
2010.0|EA|CSP|C03|7EE188A2-2DB5-24C2-06E1-25F680883A35|2.0|R2|5880|Y|
2010.0|EA|CSP|C04|7E0E47EB-5130-492C-456D-60EDA2ABD2EA|2.0|R1|7000|Y|
2010.0|EA|CSP|C05|021536E8-BD3B-A2A9-7802-4FD462A27DB6|2.0|R2|7900|Y|
2010.0|EA|CSP|C06|198E6339-F139-F3A7-EA2D-5460AECA2837|2.0|R2|9900|Y|
2010.0|EA|CSP|C07|52033A81-921C-D8B8-B90C-588EB1C494BB|2.0|R2|9915|Y|
2010.0|EA|CSP|C08|1EAAC36E-A559-4C9B-63B3-1A46FDDE0DBC|2.0|R1|6000|Y|
2010.0|EA|CSP|C09|3ACCC1D4-EE10-01DC-658C-F41482F3CCE8|2.0|R1|5000|Y|
2010.0|EA|CSP|C10|6FAB6FBB-9D37-B679-8AA2-B63908D40AC1|2.0|R2|5000|Y|
2010.0|EA|CSP|C11|4D3BF8DA-0842-5AEA-3C3A-7D653B027D0D|2.0|R2|1800|Y|
2010.0|EA|CTSD|C01|4F2C499D-B337-31E3-CCD5-84D9ABBF1468|2.0|R2|3000|Y|
2010.0|EA|CTSD|C03|D05A7076-7411-8CD1-556F-311C83041958|2.0|R2|5880|Y|
2010.0|EA|CTSD|C04|516E3A96-3313-7899-CFBB-0D985C8771AB|2.0|R1|7000|Y|
2010.0|EA|CTSD|C05|289670CB-6FC7-266C-7C3E-337E949774B0|2.0|R2|7900|Y|
2010.0|EA|CTSD|C06|EFE57BCE-B55D-2C9C-5D35-4594B005A012|2.0|R2|9900|Y|
2010.0|EA|CTSD|C07|522B2D90-BC75-9E24-B10E-DACA6AF5F42F|2.0|R2|9915|Y|
2010.0|EA|CTSD|C08|885D780F-C423-F539-774B-304077797420|2.0|R1|6000|Y|
2010.0|EA|CTSD|C09|6FC14ACD-6FD0-D4CF-1EE6-C99AB4CE8AD9|2.0|R1|5000|Y|
2010.0|EA|CTSD|C10|7D6DC0FF-3BF5-8631-BCDE-2D167E8C6A07|2.0|R2|5000|Y|
2010.0|EA|CTSD|C11|D646C061-AABE-C88C-41BC-501E96D58998|2.0|R2|1800|Y|
2010.0|EA|DEBT|C01|B3BF2958-958B-3660-E897-AC4F1BD07834|2.0|R2|3000|Y|
2010.0|EA|DEBT|C03|D7DDD59C-28E3-36BB-905E-30300861D41C|2.0|R2|5880|Y|
2010.0|EA|DEBT|C04|03409BEF-986A-A274-5DDB-164DADEE3256|2.0|R1|7000|Y|
2010.0|EA|DEBT|C05|39FC8216-7721-9705-AFE8-3D189877FA8A|2.0|R2|7900|Y|
2010.0|EA|DEBT|C06|AA367FC8-A188-5E72-C897-A4220C58237C|2.0|R2|9900|Y|
2010.0|EA|DEBT|C07|1544B031-D095-23A6-613F-9C44E0D83210|2.0|R2|9915|Y|
2010.0|EA|DEBT|C08|B2AED875-BEF9-FCDA-6755-1FDCAFE737F4|2.0|R1|6000|Y|
2010.0|EA|DEBT|C09|5C79657C-DEF2-BE0A-245A-2DC57759F4DC|2.0|R1|5000|Y|
2010.0|EA|DEBT|C10|2B689FF1-B20E-06E4-1139-9B7D8A606CC3|2.0|R2|5000|Y|
2010.0|EA|DEBT|C11|1EAA250E-74FD-6DEA-A01E-3FBE64B0CFB0|2.0|R2|1800|Y|
2010.0|EA|ECTR|C01|1811A9E9-0329-EA4D-B690-572768DBF722|2.0|R2|3000|Y|
2010.0|EA|ECTR|C03|EC901BB6-D279-79A5-2681-5EC16F6DDB4A|2.0|R2|5880|Y|
2010.0|EA|ECTR|C04|6544C943-B7DD-B137-CF8F-F27E191FB927|2.0|R1|7000|Y|
2010.0|EA|ECTR|C05|C62E1DC4-10C6-EF0E-5D42-8C185560880A|2.0|R2|7900|Y|
2010.0|EA|ECTR|C06|DA8C2E4D-EE55-8E96-A627-C20797BB5251|2.0|R2|9900|Y|
2010.0|EA|ECTR|C07|6781826D-B035-B0E4-12AB-D1954783F667|2.0|R2|9915|Y|
2010.0|EA|ECTR|C08|F6F8ADF1-E246-8C0E-AFBD-FCC2029EEB07|2.0|R1|6000|Y|
2010.0|EA|ECTR|C09|ADFA540A-672A-6078-4D41-79D4322ABDB5|2.0|R1|5000|Y|
2010.0|EA|ECTR|C10|3257C7B8-DB29-2E6F-C505-0A989598D724|2.0|R2|5000|Y|
2010.0|EA|ECTR|C11|75186F78-E5D4-9F6A-9ECC-B4AB04C44EE7|2.0|R2|1800|Y|
2010.0|EA|EDUC|C01|85228E76-5BB8-5361-0879-DC2213C93F94|2.0|R2|3000|Y|
2010.0|EA|EDUC|C03|BA31B083-82E5-DDF4-C5DA-301042634C6B|2.0|R2|5880|Y|
2010.0|EA|EDUC|C04|E8468860-341D-E1C0-4D7A-EBA8AC0F88C4|2.0|R1|7000|Y|
2010.0|EA|EDUC|C05|192D7F49-B299-2E89-048A-648EDE663FA7|2.0|R2|7900|Y|
2010.0|EA|EDUC|C06|1E6F0C1D-51C5-5B4F-206B-ED127BC7827C|2.0|R2|9900|Y|
2010.0|EA|EDUC|C07|7EFB9826-0DC4-EF68-D7B0-C6E54252F078|2.0|R2|9915|Y|
2010.0|EA|EDUC|C08|87E94097-0294-A0D6-3CA0-257F4CFDF6D4|2.0|R1|6000|Y|
2010.0|EA|EDUC|C09|3DC5A5C4-BAB9-85AF-DAA2-7FED3DB7A02A|2.0|R1|5000|Y|
2010.0|EA|EDUC|C10|E4C6627C-0192-8FB8-3BA0-CB1168F89D93|2.0|R2|5000|Y|
2010.0|EA|EDUC|C11|04A28581-A6A8-CD47-47C0-B614C1D2F3A9|2.0|R2|1800|Y|
2010.0|EA|ENSV|C01|04773D21-002F-9056-F1BB-88AE82631B2E|2.0|R2|3000|Y|
2010.0|EA|ENSV|C03|4A5C7776-8F60-DED9-DC1A-B5218AA9858B|2.0|R2|5880|Y|
2010.0|EA|ENSV|C04|F35B04C7-E0F7-CA55-5851-713CB9588D7A|2.0|R1|7000|Y|
2010.0|EA|ENSV|C05|C030D749-3517-14AD-955B-B887FF679882|2.0|R2|7900|Y|
2010.0|EA|ENSV|C06|0EBC7E40-A7D4-735E-11B9-CA42F77D3916|2.0|R2|9900|Y|
2010.0|EA|ENSV|C07|855CA178-BB56-8AED-FD2A-83ED1394B3C4|2.0|R2|9915|Y|
2010.0|EA|ENSV|C08|4349AC84-1FA0-1F8B-41F2-498C7739321B|2.0|R1|6000|Y|
2010.0|EA|ENSV|C09|EA26B4EA-35FA-52FF-80B9-7A9363D05588|2.0|R1|5000|Y|
2010.0|EA|ENSV|C10|65BAFF7E-BA78-634A-55F3-CBF0198D7078|2.0|R2|7900|Y|
2010.0|EA|ENSV|C11|272702C0-AF44-4DEF-53D6-59330035096E|2.0|R2|1800|Y|
2010.0|EA|EXAF|C01|8D6E99EF-8B91-B124-AE43-3A79613FECEA|2.0|R2|3000|Y|
2010.0|EA|EXAF|C03|E65B05DF-BABE-0062-834B-A81AA9737CC7|2.0|R2|5880|Y|
2010.0|EA|EXAF|C04|2F282C08-9C8B-17EA-392B-84FAB227B06A|2.0|R1|7000|Y|
2010.0|EA|EXAF|C05|A53CDE4B-5911-752F-D88E-0653B79BFE9A|2.0|R2|7900|Y|
2010.0|EA|EXAF|C06|604ACC38-6C41-6E74-5B6B-3FCDF0F851AA|2.0|R2|9900|Y|
2010.0|EA|EXAF|C07|786BBC33-62DC-0D8C-EBAE-3EDD0DF81E82|2.0|R2|9915|Y|
2010.0|EA|EXAF|C08|5821A59F-80C4-A443-F64F-201AB16A5DA3|2.0|R1|6000|Y|
2010.0|EA|EXAF|C09|3E968893-B13E-C609-4683-1A73C4D01275|2.0|R1|5000|Y|
2010.0|EA|EXAF|C10|471EE2EB-F61D-8E09-0775-A20F9583BC90|2.0|R2|5000|Y|
2010.0|EA|EXAF|C11|005A85AA-6D1F-469B-FCD9-2A3226DF78AE|2.0|R2|1800|Y|
2010.0|EA|EXTL|C01|7CC33BFA-DDC6-751B-EB58-33C302D0B3E3|2.0|R2|3000|Y|
2010.0|EA|EXTL|C03|25A3D81A-2994-628B-39D5-A61A5BF3057C|2.0|R2|5880|Y|
2010.0|EA|EXTL|C04|7B3E40D0-5923-5B17-31C4-56F736656123|2.0|R1|7000|Y|
2010.0|EA|EXTL|C05|3B49B5B7-22EF-9525-8D05-F62BB1D31D5B|2.0|R2|7900|Y|
2010.0|EA|EXTL|C06|EA926FE1-682E-7862-AD71-3E960C332FE1|2.0|R2|9900|Y|
2010.0|EA|EXTL|C07|DD7355FA-D4AD-6C0A-1CF8-FA913011D312|2.0|R2|9915|Y|
2010.0|EA|EXTL|C08|BDACE30B-5D83-7596-51FF-D68CE3AF09B8|2.0|R1|6000|Y|
2010.0|EA|EXTL|C09|737EDB5A-5B48-4571-2B29-CDDF48D0BA51|2.0|R1|5000|Y|
2010.0|EA|EXTL|C10|1FF9DA42-B69D-2D4A-BCB7-AE2E4CFE4627|2.0|R2|7900|Y|
2010.0|EA|EXTL|C11|BACA1904-0770-A647-4F7D-1E7EDCAE6217|2.0|R2|1800|Y|
2010.0|EA|GENA|C01|133685D2-FB3A-E416-A40F-95D01D717CD9|2.0|R2|3000|Y|
2010.0|EA|GENA|C03|C8FA8CAA-829D-B6B0-1B94-8B160842D235|2.0|R2|5880|Y|
2010.0|EA|GENA|C04|5270EB61-47DD-9054-B952-59382C51ACC7|2.0|R1|7000|Y|
2010.0|EA|GENA|C05|097A64F0-0A1B-1BAB-6033-65643CFCFC5C|2.0|R2|7900|Y|
2010.0|EA|GENA|C06|3A4FEDF6-4883-9BE2-2B68-6D2E2E0951AD|2.0|R2|9900|Y|
2010.0|EA|GENA|C07|08686239-923B-C67E-DC4B-88D1A19E7B51|2.0|R2|9915|Y|
2010.0|EA|GENA|C08|1924E726-5504-853E-A9E7-D3953B6B2C68|2.0|R1|6000|Y|
2010.0|EA|GENA|C09|FF648967-4C05-EC43-6D34-6B59EAD72098|2.0|R1|5000|Y|
2010.0|EA|GENA|C10|CC188902-DD7F-D680-964E-CBC44F838602|2.0|R2|5000|Y|
2010.0|EA|GENA|C11|DF8B69F4-DC52-F498-1AE3-E0AFF9A42E59|2.0|R2|1800|Y|
2010.0|EA|GENS|C01|129C3CC8-25DA-D041-B278-81036D5F1756|2.0|R2|3000|Y|
2010.0|EA|GENS|C03|8EFBB69F-4DBF-5F57-776D-6931EB817639|2.0|R2|5880|Y|
2010.0|EA|GENS|C04|7833DFD3-8881-FE74-5126-5655844868D8|2.0|R1|7000|Y|
2010.0|EA|GENS|C05|D70B8FDC-08C5-C5D5-91E2-B02680DB36DA|2.0|R2|7900|Y|
2010.0|EA|GENS|C06|794D61FF-5AD5-AFDB-B197-8C3CF1A75970|2.0|R2|9900|Y|
2010.0|EA|GENS|C07|68217905-6787-F673-9850-A52EFA040C79|2.0|R2|9915|Y|
2010.0|EA|GENS|C08|45AF9A7D-52A3-C2A2-13D0-21751D52390D|2.0|R1|6000|Y|
2010.0|EA|GENS|C09|EE409F0A-9EF0-961B-975D-C428B48979A0|2.0|R1|5000|Y|
2010.0|EA|GENS|C10|B2AFC1D0-EB64-72B3-F266-10C7352477E8|2.0|R2|5000|Y|
2010.0|EA|GENS|C11|C03E3DD4-F8E3-1557-5EA2-77F4414AAA5E|2.0|R2|1800|Y|
2010.0|EA|HUFA|C01|F4A40F3F-D0D6-C17B-2A8E-FBD6D7C6B4D1|2.0|R2|3000|Y|
2010.0|EA|HUFA|C03|342EEA32-4544-88F2-813B-FE8C3FEA0F71|2.0|R2|5880|Y|
2010.0|EA|HUFA|C04|312043E9-C70F-1879-423E-93586DB8B1FC|2.0|R1|7000|Y|
2010.0|EA|HUFA|C05|8BB8B780-360B-0C98-6190-7C7275057AC5|2.0|R2|7900|Y|
2010.0|EA|HUFA|C06|C37F51A5-8597-0CEE-A8BD-84555C98CF8D|2.0|R2|9900|Y|
2010.0|EA|HUFA|C07|56A66C3E-A5D4-BE19-93C4-324249494344|2.0|R2|9915|Y|
2010.0|EA|HUFA|C08|6FBB4AC4-6F8A-D13A-E866-D532E891203C|2.0|R1|6000|Y|
2010.0|EA|HUFA|C09|6AF344CA-6225-F991-86F0-E257E69CA6FD|2.0|R1|5000|Y|
2010.0|EA|HUFA|C10|1AEB1B52-1F60-5D77-FD4F-0311220F1D6A|2.0|R2|5000|Y|
2010.0|EA|HUFA|C11|8FA336D4-0D62-9D0D-AB74-083702765F36|2.0|R2|1800|Y|
2010.0|EA|HUMR|C01|F5F1AA99-2910-BE8F-4E92-F5BCC084BCA5|2.0|R2|3000|Y|
2010.0|EA|HUMR|C03|D1AE28BF-FF5E-124B-AB2B-7259FF944EB5|2.0|R2|5880|Y|
2010.0|EA|HUMR|C04|3F2BAE71-8F81-88C4-3464-E586FE7E66DC|2.0|R1|7000|Y|
2010.0|EA|HUMR|C05|8E6E7726-B598-643D-2527-7D5E42FEEF15|2.0|R2|7900|Y|
2010.0|EA|HUMR|C06|A740FD29-78C2-2D94-817C-A8C5343DB5F6|2.0|R2|9900|Y|
2010.0|EA|HUMR|C07|0B560C72-02B6-117A-ADFE-1643BF35E8EB|2.0|R2|9915|Y|
2010.0|EA|HUMR|C08|0D2C92FA-4101-5742-7DB9-2328AA302DDC|2.0|R1|6000|Y|
2010.0|EA|HUMR|C09|16F29EEA-0C67-018A-EC29-6D0759FB6116|2.0|R1|5000|Y|
2010.0|EA|HUMR|C10|91FD7601-A733-AAD9-7AE4-95B30CC2C98D|2.0|R2|7900|Y|
2010.0|EA|HUMR|C11|FA007787-527F-A5A7-CEFC-10FD3D38B999|2.0|R2|1800|Y|
2010.0|EA|HUSE|C01|27C0CA4C-312C-1635-B68F-75694342BE55|2.0|R2|3000|Y|
2010.0|EA|HUSE|C03|17B1A7F7-7633-4BFC-23FA-6476D2B5831A|2.0|R2|5880|Y|
2010.0|EA|HUSE|C04|2E666839-DC83-4BDC-F139-DA83C3E02D94|2.0|R1|7000|Y|
2010.0|EA|HUSE|C05|EB168E59-2D54-6F9C-241B-981DFB3EC6EE|2.0|R2|7900|Y|
2010.0|EA|HUSE|C06|A5D562AB-927D-D7E5-9874-A6A047426084|2.0|R2|9900|Y|
2010.0|EA|HUSE|C07|7A489F0B-E2E1-D1D6-D2E9-EB32986DD853|2.0|R2|9915|Y|
2010.0|EA|HUSE|C08|F9531B15-4491-8DAA-8A85-E1A3D7D65C16|2.0|R1|6000|Y|
2010.0|EA|HUSE|C09|F3C38423-28E6-2C3E-8BB2-2209A76E6567|2.0|R1|5000|Y|
2010.0|EA|HUSE|C10|AC408C01-C156-8869-ABC8-FD1C36E8533C|2.0|R2|5000|Y|
2010.0|EA|HUSE|C11|2B384A67-CF1D-BC32-B91C-66DBB447D8CE|2.0|R2|1800|Y|
2010.0|EA|INPR|C01|7F738ED6-AFA4-2C93-B8B9-B204E4E0695E|2.0|R2|3000|Y|
2010.0|EA|INPR|C03|419D7C67-6535-5286-8B36-64A152CF1D74|2.0|R2|5880|Y|
2010.0|EA|INPR|C04|BE070F0C-C55B-5209-47B7-A8832CD7F92F|2.0|R1|7000|Y|
2010.0|EA|INPR|C05|70F1EBB1-6484-19E1-D2C8-7087B9E4AEA5|2.0|R2|7900|Y|
2010.0|EA|INPR|C06|845E8104-63D8-6393-05CF-A957CD3E7F3C|2.0|R2|9900|Y|
2010.0|EA|INPR|C07|7ACA09A1-A2A8-E805-62DC-9255E674BAD1|2.0|R2|9915|Y|
2010.0|EA|INPR|C08|51BA9513-4EBE-6C6C-88B4-6B0E18EADD77|2.0|R1|6000|Y|
2010.0|EA|INPR|C09|70355695-6A5B-47CE-B13E-A26BD5461278|2.0|R1|5000|Y|
2010.0|EA|INPR|C10|03BC6C07-2D12-C656-8BCF-D5D65E7684E6|2.0|R2|5000|Y|
2010.0|EA|INPR|C11|8F618978-A734-4E0A-55BD-53C6D9D72C27|2.0|R2|1800|Y|
2010.0|EA|LIBR|C01|EEBBFA02-71BC-6247-E446-0A0DDCC36893|2.0|R2|3000|Y|
2010.0|EA|LIBR|C03|20B72773-1F14-F3AE-8C25-6258C94759AF|2.0|R2|5880|Y|
2010.0|EA|LIBR|C04|267F1222-6CAE-2045-B83F-00449603DEF6|2.0|R1|7000|Y|
2010.0|EA|LIBR|C05|7D6B8EAA-A1DA-0A95-F034-9D3686F3359B|2.0|R2|7900|Y|
2010.0|EA|LIBR|C06|24DFF6C4-5ED5-1B11-60CA-F5490697F7E6|2.0|R2|9900|Y|
2010.0|EA|LIBR|C07|04B551C7-36BE-D5A7-0830-14A25FA8992A|2.0|R2|9915|Y|
2010.0|EA|LIBR|C08|8588AE95-9B29-AB6D-EB4A-9122D5044133|2.0|R1|6000|Y|
2010.0|EA|LIBR|C09|D661DF4B-D7ED-2F93-CE82-1E435DA75182|2.0|R1|5000|Y|
2010.0|EA|LIBR|C10|E70F01C5-A7FA-449B-6F55-36264271F97D|2.0|R2|5000|Y|
2010.0|EA|LIBR|C11|3D9BB050-43B6-99AD-38D3-D79D3B623409|2.0|R2|1800|Y|
2010.0|EA|MULT|C01|AC20448E-1EEF-64FA-D5DF-9BFEA4145FBD|2.0|R2|3000|Y|
2010.0|EA|MULT|C03|81F9F8A5-ABBD-AC1D-E577-4EB248D78572|2.0|R2|5880|Y|
2010.0|EA|MULT|C04|607675BE-EC49-314E-5DE7-5659F371AA5D|2.0|R1|7000|Y|
2010.0|EA|MULT|C05|CA9ECCB5-4733-64BA-6474-D685AD0A9650|2.0|R2|7900|Y|
2010.0|EA|MULT|C06|54DFFF02-DECB-B76F-2CBD-5D55E214A8A5|2.0|R2|9900|Y|
2010.0|EA|MULT|C07|434FAC3E-E148-0113-3C96-829EABBC7827|2.0|R2|9915|Y|
2010.0|EA|MULT|C08|3977185B-4DED-261C-89DE-0359ACEE7840|2.0|R1|6000|Y|
2010.0|EA|MULT|C09|85A67A33-39E6-25E1-31C9-E767BE120D9C|2.0|R1|5000|Y|
2010.0|EA|MULT|C10|60C89C40-FA49-92EF-38EB-7973C60CF123|2.0|R2|7900|Y|
2010.0|EA|MULT|C11|29029725-5473-E668-C405-3309341CEFF8|2.0|R2|1800|Y|
2010.0|EA|NURS|C01|8FA5A719-36D7-D5FD-A207-6E9A981A7ED2|2.0|R2|3000|Y|
2010.0|EA|NURS|C03|70D23606-91E9-327A-69ED-778F2CC8E254|2.0|R2|5880|Y|
2010.0|EA|NURS|C04|C8E4DEB0-92B0-E7FC-87ED-8A96C56CE90E|2.0|R1|7000|Y|
2010.0|EA|NURS|C05|022DC9B4-8FAF-7567-C27E-A57443279266|2.0|R2|7900|Y|
2010.0|EA|NURS|C06|FB3A2969-DCA9-580E-598F-4B091151F4B9|2.0|R2|9900|Y|
2010.0|EA|NURS|C07|79F72F38-CBB7-7814-1896-C2323356110D|2.0|R2|9915|Y|
2010.0|EA|NURS|C08|374A18F6-0BD2-2935-E0D2-9B09B85FB9D1|2.0|R1|6000|Y|
2010.0|EA|NURS|C09|9A10A616-B97E-F954-9877-B3E105426EC6|2.0|R1|5000|Y|
2010.0|EA|NURS|C10|8C992406-E0D9-8752-6F13-7473A2AD9775|2.0|R2|5000|Y|
2010.0|EA|NURS|C11|FE5E9055-C65D-5A36-EDB8-C01861885F2C|2.0|R2|1800|Y|
2010.0|EA|PERC|C01|1B6C4677-8C77-FC56-A351-793513C99116|2.0|R2|3000|Y|
2010.0|EA|PERC|C03|C9DC429C-E8DD-9ACA-8A71-7262B296E260|2.0|R2|5880|Y|
2010.0|EA|PERC|C04|211F7E52-AFD7-0214-E2C0-E3FE4AEAB85E|2.0|R1|7000|Y|
2010.0|EA|PERC|C05|E99AC456-21AA-EA0C-2C9C-AB9DCAF98F72|2.0|R2|7900|Y|
2010.0|EA|PERC|C06|8D0D6CD3-AA7B-C471-BFC9-8699DBE36CEF|2.0|R2|9900|Y|
2010.0|EA|PERC|C07|B4F406ED-BA92-9DA0-84B6-788EE8B948B0|2.0|R2|9915|Y|
2010.0|EA|PERC|C08|EE168310-D61A-9126-E6D6-7871641723D2|2.0|R1|6000|Y|
2010.0|EA|PERC|C09|42315A4D-6529-C706-8143-4ACB1AF651CA|2.0|R1|5000|Y|
2010.0|EA|PERC|C10|E011BDE2-4495-747B-C173-C2ACCB2F9839|2.0|R2|5000|Y|
2010.0|EA|PERC|C11|3202B207-0DA7-1BC9-DB02-E845A842B5D5|2.0|R2|1800|Y|
2010.0|EA|PERS|C01|B071905B-D2F6-2E51-DD39-386BA021BB65|2.0|R2|3000|Y|
2010.0|EA|PERS|C03|71A56F50-6E35-651D-87D8-704AD37CEDEE|2.0|R2|5880|Y|
2010.0|EA|PERS|C04|F685E3C7-F1DB-8832-C365-E6850F93B296|2.0|R1|7000|Y|
2010.0|EA|PERS|C05|1E38DE01-EE19-15C7-836C-F83DD29423DB|2.0|R2|7900|Y|
2010.0|EA|PERS|C06|29C9A0C0-B2EC-3532-9488-D1F11AC91510|2.0|R2|9900|Y|
2010.0|EA|PERS|C07|A81D3F96-8947-BEA8-D970-6D55311142BF|2.0|R2|9915|Y|
2010.0|EA|PERS|C08|DE69425B-8265-01CC-A547-2ED639FBB3BE|2.0|R1|6000|Y|
2010.0|EA|PERS|C09|A705E700-42F4-AF6E-5D00-0DA365B5757D|2.0|R1|5000|Y|
2010.0|EA|PERS|C10|74E7A92E-C1FF-61E8-513A-368957E68B6A|2.0|R2|5000|Y|
2010.0|EA|PERS|C11|5237EA01-E37A-8920-B40F-29C5E73631A8|2.0|R2|1800|Y|
2010.0|EA|PHYP|C01|A14B4198-4D74-EA79-9F75-31659EC81714|2.0|R2|3000|Y|
2010.0|EA|PHYP|C03|F8EEDB4A-CC6D-A292-3150-B3CD67249DD0|2.0|R2|5880|Y|
2010.0|EA|PHYP|C04|A7F2B287-C1EE-3268-5C54-AE9FA091885B|2.0|R1|7000|Y|
2010.0|EA|PHYP|C05|5B64D8C1-9375-86C4-BDA5-9AC153F97597|2.0|R2|7900|Y|
2010.0|EA|PHYP|C06|8CFE7462-17EE-285B-FB77-C32F59926F80|2.0|R2|9900|Y|
2010.0|EA|PHYP|C07|3797E258-7E05-8D4D-6B89-1D4D404E7779|2.0|R2|9915|Y|
2010.0|EA|PHYP|C08|D80532E0-0A9D-5C5D-66AB-B03F8E95E40C|2.0|R1|6000|Y|
2010.0|EA|PHYP|C09|7CF9094F-8830-29A7-A377-9F6504B357AA|2.0|R1|5000|Y|
2010.0|EA|PHYP|C10|B0988810-B206-9BF8-E341-C014592D66F6|2.0|R2|5000|Y|
2010.0|EA|PHYP|C11|C1EFDA55-72CD-3F30-D66D-1FB42B3C8CD3|2.0|R2|1800|Y|
2010.0|EA|REGR|C01|B9356E83-7A1A-7924-FE7B-F56DE27EDE5B|2.0|R2|3000|Y|
2010.0|EA|REGR|C03|367E77EB-40C0-A222-3A50-600056EE29FC|2.0|R2|5880|Y|
2010.0|EA|REGR|C04|586484BD-75DC-822C-2C06-F7E21F2B50B2|2.0|R1|7000|Y|
2010.0|EA|REGR|C05|19536F21-52E5-DD0A-7035-A32D164FCBCF|2.0|R2|7900|Y|
2010.0|EA|REGR|C06|38583C5D-E823-551B-E562-7D87B5F4444F|2.0|R2|9900|Y|
2010.0|EA|REGR|C07|ED0F75CD-30EF-EA9B-3F93-5909F0442496|2.0|R2|9915|Y|
2010.0|EA|REGR|C08|FF840ED9-D218-D451-BC7A-0617044BEBB9|2.0|R1|6000|Y|
2010.0|EA|REGR|C09|312BE233-700F-4FDA-C5CC-874F0CEEE03A|2.0|R1|5000|Y|
2010.0|EA|REGR|C10|9480743E-5FA9-A9FB-38AD-1041E29A8D13|2.0|R2|5000|Y|
2010.0|EA|REGR|C11|1DEA1270-B86F-4E79-9C6B-810C62CA99B6|2.0|R2|1800|Y|
2010.0|EA|SACT|C01|C2A53CAD-DE2C-7A4A-5844-9E523C9D40C0|2.0|R2|3000|Y|
2010.0|EA|SACT|C03|7B8A747F-F1F6-2B6D-5ACD-D744E736F302|2.0|R2|5880|Y|
2010.0|EA|SACT|C04|4BF9EE08-A764-8224-D2FF-DB33A9C616BE|2.0|R1|7000|Y|
2010.0|EA|SACT|C05|07BB459B-91CC-A120-D2FC-3A7B8173A59D|2.0|R2|7900|Y|
2010.0|EA|SACT|C06|70E6B6C1-25C1-A383-340C-ADDA7D653F19|2.0|R2|9900|Y|
2010.0|EA|SACT|C07|336FD2EF-F0C6-7E47-CE2D-146D51D2E19C|2.0|R2|9915|Y|
2010.0|EA|SACT|C08|60298253-4961-4C3D-D92A-DF97934770AA|2.0|R1|6000|Y|
