ctgry_cd|fin_coa_cd|fin_object_cd|ver_nbr|obj_id|actv_ind|
ODC|BL|4200|1.0|AR_CST_CTGRY_FIN_OBJ_CD_355|Y|
ODC|BL|4210|1.0|AR_CST_CTGRY_FIN_OBJ_CD_356|Y|
ODC|BL|4300|1.0|AR_CST_CTGRY_FIN_OBJ_CD_357|Y|
ODC|BL|4301|1.0|AR_CST_CTGRY_FIN_OBJ_CD_358|Y|
ODC|BL|4302|1.0|AR_CST_CTGRY_FIN_OBJ_CD_359|Y|
ODC|BL|4303|1.0|AR_CST_CTGRY_FIN_OBJ_CD_360|Y|
ODC|BL|4304|1.0|AR_CST_CTGRY_FIN_OBJ_CD_361|Y|
ODC|BL|4308|1.0|AR_CST_CTGRY_FIN_OBJ_CD_362|Y|
ODC|BL|4309|1.0|AR_CST_CTGRY_FIN_OBJ_CD_363|Y|
ODC|BL|4370|1.0|AR_CST_CTGRY_FIN_OBJ_CD_364|Y|
ODC|BL|4400|1.0|AR_CST_CTGRY_FIN_OBJ_CD_365|Y|
ODC|EA|4100|1.0|AR_CST_CTGRY_FIN_OBJ_CD_366|Y|
ODC|EA|4105|1.0|AR_CST_CTGRY_FIN_OBJ_CD_367|Y|
ODC|EA|4110|1.0|AR_CST_CTGRY_FIN_OBJ_CD_368|Y|
ODC|EA|4115|1.0|AR_CST_CTGRY_FIN_OBJ_CD_369|Y|
ODC|EA|4120|1.0|AR_CST_CTGRY_FIN_OBJ_CD_370|Y|
ODC|EA|4126|1.0|AR_CST_CTGRY_FIN_OBJ_CD_371|Y|
ODC|EA|4151|1.0|AR_CST_CTGRY_FIN_OBJ_CD_372|Y|
ODC|EA|4155|1.0|AR_CST_CTGRY_FIN_OBJ_CD_373|Y|
ODC|EA|4162|1.0|AR_CST_CTGRY_FIN_OBJ_CD_374|Y|
ODC|EA|4166|1.0|AR_CST_CTGRY_FIN_OBJ_CD_375|Y|
ODC|EA|4180|1.0|AR_CST_CTGRY_FIN_OBJ_CD_376|Y|
ODC|EA|4190|1.0|AR_CST_CTGRY_FIN_OBJ_CD_377|Y|
ODC|EA|4200|1.0|AR_CST_CTGRY_FIN_OBJ_CD_378|Y|
ODC|EA|4300|1.0|AR_CST_CTGRY_FIN_OBJ_CD_379|Y|
ODC|EA|4309|1.0|AR_CST_CTGRY_FIN_OBJ_CD_380|Y|
ODC|EA|4370|1.0|AR_CST_CTGRY_FIN_OBJ_CD_381|Y|
ODC|EA|4400|1.0|AR_CST_CTGRY_FIN_OBJ_CD_382|Y|
ODC|FW|4110|1.0|AR_CST_CTGRY_FIN_OBJ_CD_383|Y|
ODC|FW|4151|1.0|AR_CST_CTGRY_FIN_OBJ_CD_384|Y|
ODC|FW|4190|1.0|AR_CST_CTGRY_FIN_OBJ_CD_385|Y|
ODC|FW|4300|1.0|AR_CST_CTGRY_FIN_OBJ_CD_386|Y|
ODC|FW|4309|1.0|AR_CST_CTGRY_FIN_OBJ_CD_387|Y|
ODC|FW|4400|1.0|AR_CST_CTGRY_FIN_OBJ_CD_388|Y|
ODC|IA|4100|1.0|AR_CST_CTGRY_FIN_OBJ_CD_389|Y|
ODC|IA|4105|1.0|AR_CST_CTGRY_FIN_OBJ_CD_390|Y|
ODC|IA|4110|1.0|AR_CST_CTGRY_FIN_OBJ_CD_391|Y|
ODC|IA|4115|1.0|AR_CST_CTGRY_FIN_OBJ_CD_392|Y|
ODC|IA|4126|1.0|AR_CST_CTGRY_FIN_OBJ_CD_393|Y|
ODC|IA|4166|1.0|AR_CST_CTGRY_FIN_OBJ_CD_394|Y|
ODC|IA|4180|1.0|AR_CST_CTGRY_FIN_OBJ_CD_395|Y|
ODC|IA|4190|1.0|AR_CST_CTGRY_FIN_OBJ_CD_396|Y|
ODC|IA|4200|1.0|AR_CST_CTGRY_FIN_OBJ_CD_397|Y|
ODC|IA|4205|1.0|AR_CST_CTGRY_FIN_OBJ_CD_398|Y|
ODC|IA|4210|1.0|AR_CST_CTGRY_FIN_OBJ_CD_399|Y|
ODC|IA|4300|1.0|AR_CST_CTGRY_FIN_OBJ_CD_400|Y|
ODC|IA|4309|1.0|AR_CST_CTGRY_FIN_OBJ_CD_401|Y|
ODC|IA|4370|1.0|AR_CST_CTGRY_FIN_OBJ_CD_402|Y|
ODC|IA|4400|1.0|AR_CST_CTGRY_FIN_OBJ_CD_403|Y|
ODC|IN|4100|1.0|AR_CST_CTGRY_FIN_OBJ_CD_404|Y|
ODC|IN|4102|1.0|AR_CST_CTGRY_FIN_OBJ_CD_405|Y|
ODC|IN|4105|1.0|AR_CST_CTGRY_FIN_OBJ_CD_406|Y|
ODC|IN|4110|1.0|AR_CST_CTGRY_FIN_OBJ_CD_407|Y|
ODC|IN|4115|1.0|AR_CST_CTGRY_FIN_OBJ_CD_408|Y|
ODC|IN|4120|1.0|AR_CST_CTGRY_FIN_OBJ_CD_409|Y|
ODC|IN|4126|1.0|AR_CST_CTGRY_FIN_OBJ_CD_410|Y|
ODC|IN|4151|1.0|AR_CST_CTGRY_FIN_OBJ_CD_411|Y|
ODC|IN|4152|1.0|AR_CST_CTGRY_FIN_OBJ_CD_412|Y|
ODC|IN|4153|1.0|AR_CST_CTGRY_FIN_OBJ_CD_413|Y|
ODC|IN|4162|1.0|AR_CST_CTGRY_FIN_OBJ_CD_414|Y|
ODC|IN|4166|1.0|AR_CST_CTGRY_FIN_OBJ_CD_415|Y|
ODC|IN|4180|1.0|AR_CST_CTGRY_FIN_OBJ_CD_416|Y|
ODC|IN|4190|1.0|AR_CST_CTGRY_FIN_OBJ_CD_417|Y|
ODC|IN|4200|1.0|AR_CST_CTGRY_FIN_OBJ_CD_418|Y|
ODC|IN|4205|1.0|AR_CST_CTGRY_FIN_OBJ_CD_419|Y|
ODC|IN|4210|1.0|AR_CST_CTGRY_FIN_OBJ_CD_420|Y|
ODC|IN|4300|1.0|AR_CST_CTGRY_FIN_OBJ_CD_421|Y|
ODC|IN|4301|1.0|AR_CST_CTGRY_FIN_OBJ_CD_422|Y|
ODC|IN|4302|1.0|AR_CST_CTGRY_FIN_OBJ_CD_423|Y|
ODC|IN|4303|1.0|AR_CST_CTGRY_FIN_OBJ_CD_424|Y|
ODC|IN|4304|1.0|AR_CST_CTGRY_FIN_OBJ_CD_425|Y|
ODC|IN|4305|1.0|AR_CST_CTGRY_FIN_OBJ_CD_426|Y|
ODC|IN|4308|1.0|AR_CST_CTGRY_FIN_OBJ_CD_427|Y|
ODC|IN|4309|1.0|AR_CST_CTGRY_FIN_OBJ_CD_428|Y|
ODC|IN|4370|1.0|AR_CST_CTGRY_FIN_OBJ_CD_429|Y|
ODC|IN|4400|1.0|AR_CST_CTGRY_FIN_OBJ_CD_430|Y|
ODC|IU|4110|1.0|AR_CST_CTGRY_FIN_OBJ_CD_431|Y|
ODC|IU|4150|1.0|AR_CST_CTGRY_FIN_OBJ_CD_432|Y|
ODC|IU|4151|1.0|AR_CST_CTGRY_FIN_OBJ_CD_433|Y|
ODC|IU|4166|1.0|AR_CST_CTGRY_FIN_OBJ_CD_434|Y|
ODC|IU|4170|1.0|AR_CST_CTGRY_FIN_OBJ_CD_435|Y|
ODC|IU|4300|1.0|AR_CST_CTGRY_FIN_OBJ_CD_436|Y|
ODC|KO|4100|1.0|AR_CST_CTGRY_FIN_OBJ_CD_437|Y|
ODC|KO|4110|1.0|AR_CST_CTGRY_FIN_OBJ_CD_438|Y|
ODC|KO|4115|1.0|AR_CST_CTGRY_FIN_OBJ_CD_439|Y|
ODC|KO|4120|1.0|AR_CST_CTGRY_FIN_OBJ_CD_440|Y|
ODC|KO|4151|1.0|AR_CST_CTGRY_FIN_OBJ_CD_441|Y|
ODC|KO|4166|1.0|AR_CST_CTGRY_FIN_OBJ_CD_442|Y|
ODC|KO|4190|1.0|AR_CST_CTGRY_FIN_OBJ_CD_443|Y|
ODC|KO|4200|1.0|AR_CST_CTGRY_FIN_OBJ_CD_444|Y|
ODC|KO|4300|1.0|AR_CST_CTGRY_FIN_OBJ_CD_445|Y|
ODC|KO|4309|1.0|AR_CST_CTGRY_FIN_OBJ_CD_446|Y|
ODC|KO|4370|1.0|AR_CST_CTGRY_FIN_OBJ_CD_447|Y|
ODC|KO|4400|1.0|AR_CST_CTGRY_FIN_OBJ_CD_448|Y|
ODC|NW|4100|1.0|AR_CST_CTGRY_FIN_OBJ_CD_449|Y|
ODC|NW|4105|1.0|AR_CST_CTGRY_FIN_OBJ_CD_450|Y|
ODC|NW|4110|1.0|AR_CST_CTGRY_FIN_OBJ_CD_451|Y|
ODC|NW|4115|1.0|AR_CST_CTGRY_FIN_OBJ_CD_452|Y|
ODC|NW|4120|1.0|AR_CST_CTGRY_FIN_OBJ_CD_453|Y|
ODC|NW|4126|1.0|AR_CST_CTGRY_FIN_OBJ_CD_454|Y|
ODC|NW|4151|1.0|AR_CST_CTGRY_FIN_OBJ_CD_455|Y|
ODC|NW|4162|1.0|AR_CST_CTGRY_FIN_OBJ_CD_456|Y|
ODC|NW|4166|1.0|AR_CST_CTGRY_FIN_OBJ_CD_457|Y|
ODC|NW|4180|1.0|AR_CST_CTGRY_FIN_OBJ_CD_458|Y|
ODC|NW|4190|1.0|AR_CST_CTGRY_FIN_OBJ_CD_459|Y|
ODC|NW|4200|1.0|AR_CST_CTGRY_FIN_OBJ_CD_460|Y|
ODC|NW|4300|1.0|AR_CST_CTGRY_FIN_OBJ_CD_461|Y|
ODC|NW|4309|1.0|AR_CST_CTGRY_FIN_OBJ_CD_462|Y|
ODC|NW|4370|1.0|AR_CST_CTGRY_FIN_OBJ_CD_463|Y|
ODC|NW|4400|1.0|AR_CST_CTGRY_FIN_OBJ_CD_464|Y|
ODC|SB|4100|1.0|AR_CST_CTGRY_FIN_OBJ_CD_465|Y|
ODC|SB|4105|1.0|AR_CST_CTGRY_FIN_OBJ_CD_466|Y|
ODC|SB|4110|1.0|AR_CST_CTGRY_FIN_OBJ_CD_467|Y|
ODC|SB|4115|1.0|AR_CST_CTGRY_FIN_OBJ_CD_468|Y|
ODC|SB|4120|1.0|AR_CST_CTGRY_FIN_OBJ_CD_469|Y|
ODC|SB|4121|1.0|AR_CST_CTGRY_FIN_OBJ_CD_470|Y|
ODC|SB|4126|1.0|AR_CST_CTGRY_FIN_OBJ_CD_471|Y|
ODC|SB|4151|1.0|AR_CST_CTGRY_FIN_OBJ_CD_472|Y|
ODC|SB|4162|1.0|AR_CST_CTGRY_FIN_OBJ_CD_473|Y|
ODC|SB|4166|1.0|AR_CST_CTGRY_FIN_OBJ_CD_474|Y|
ODC|SB|4167|1.0|AR_CST_CTGRY_FIN_OBJ_CD_475|Y|
ODC|SB|4168|1.0|AR_CST_CTGRY_FIN_OBJ_CD_476|Y|
ODC|SB|4180|1.0|AR_CST_CTGRY_FIN_OBJ_CD_477|Y|
ODC|SB|4190|1.0|AR_CST_CTGRY_FIN_OBJ_CD_478|Y|
ODC|SB|4200|1.0|AR_CST_CTGRY_FIN_OBJ_CD_479|Y|
ODC|SB|4210|1.0|AR_CST_CTGRY_FIN_OBJ_CD_480|Y|
ODC|SB|4220|1.0|AR_CST_CTGRY_FIN_OBJ_CD_481|Y|
ODC|SB|4230|1.0|AR_CST_CTGRY_FIN_OBJ_CD_482|Y|
ODC|SB|4300|1.0|AR_CST_CTGRY_FIN_OBJ_CD_483|Y|
ODC|SB|4309|1.0|AR_CST_CTGRY_FIN_OBJ_CD_484|Y|
ODC|SB|4370|1.0|AR_CST_CTGRY_FIN_OBJ_CD_485|Y|
ODC|SB|4400|1.0|AR_CST_CTGRY_FIN_OBJ_CD_486|Y|
ODC|SE|4100|1.0|AR_CST_CTGRY_FIN_OBJ_CD_487|Y|
ODC|SE|4101|1.0|AR_CST_CTGRY_FIN_OBJ_CD_488|Y|
ODC|SE|4110|1.0|AR_CST_CTGRY_FIN_OBJ_CD_489|Y|
ODC|SE|4115|1.0|AR_CST_CTGRY_FIN_OBJ_CD_490|Y|
ODC|SE|4126|1.0|AR_CST_CTGRY_FIN_OBJ_CD_491|Y|
ODC|SE|4151|1.0|AR_CST_CTGRY_FIN_OBJ_CD_492|Y|
ODC|SE|4166|1.0|AR_CST_CTGRY_FIN_OBJ_CD_493|Y|
ODC|SE|4180|1.0|AR_CST_CTGRY_FIN_OBJ_CD_494|Y|
ODC|SE|4190|1.0|AR_CST_CTGRY_FIN_OBJ_CD_495|Y|
ODC|SE|4200|1.0|AR_CST_CTGRY_FIN_OBJ_CD_496|Y|
ODC|SE|4250|1.0|AR_CST_CTGRY_FIN_OBJ_CD_497|Y|
ODC|SE|4260|1.0|AR_CST_CTGRY_FIN_OBJ_CD_498|Y|
ODC|SE|4270|1.0|AR_CST_CTGRY_FIN_OBJ_CD_499|Y|
ODC|SE|4280|1.0|AR_CST_CTGRY_FIN_OBJ_CD_500|Y|
ODC|SE|4281|1.0|AR_CST_CTGRY_FIN_OBJ_CD_501|Y|
ODC|SE|4290|1.0|AR_CST_CTGRY_FIN_OBJ_CD_502|Y|
ODC|SE|4300|1.0|AR_CST_CTGRY_FIN_OBJ_CD_503|Y|
ODC|SE|4309|1.0|AR_CST_CTGRY_FIN_OBJ_CD_504|Y|
ODC|SE|4370|1.0|AR_CST_CTGRY_FIN_OBJ_CD_505|Y|
ODC|SE|4400|1.0|AR_CST_CTGRY_FIN_OBJ_CD_506|Y|
ODC|UA|4100|1.0|AR_CST_CTGRY_FIN_OBJ_CD_507|Y|
ODC|UA|4105|1.0|AR_CST_CTGRY_FIN_OBJ_CD_508|Y|
ODC|UA|4110|1.0|AR_CST_CTGRY_FIN_OBJ_CD_509|Y|
ODC|UA|4115|1.0|AR_CST_CTGRY_FIN_OBJ_CD_510|Y|
ODC|UA|4120|1.0|AR_CST_CTGRY_FIN_OBJ_CD_511|Y|
ODC|UA|4126|1.0|AR_CST_CTGRY_FIN_OBJ_CD_512|Y|
ODC|UA|4151|1.0|AR_CST_CTGRY_FIN_OBJ_CD_513|Y|
ODC|UA|4166|1.0|AR_CST_CTGRY_FIN_OBJ_CD_514|Y|
ODC|UA|4180|1.0|AR_CST_CTGRY_FIN_OBJ_CD_515|Y|
ODC|UA|4190|1.0|AR_CST_CTGRY_FIN_OBJ_CD_516|Y|
ODC|UA|4200|1.0|AR_CST_CTGRY_FIN_OBJ_CD_517|Y|
ODC|UA|4205|1.0|AR_CST_CTGRY_FIN_OBJ_CD_518|Y|
ODC|UA|4210|1.0|AR_CST_CTGRY_FIN_OBJ_CD_519|Y|
ODC|UA|4300|1.0|AR_CST_CTGRY_FIN_OBJ_CD_520|Y|
ODC|UA|4302|1.0|AR_CST_CTGRY_FIN_OBJ_CD_521|Y|
ODC|UA|4303|1.0|AR_CST_CTGRY_FIN_OBJ_CD_522|Y|
ODC|UA|4304|1.0|AR_CST_CTGRY_FIN_OBJ_CD_523|Y|
ODC|UA|4308|1.0|AR_CST_CTGRY_FIN_OBJ_CD_524|Y|
ODC|UA|4309|1.0|AR_CST_CTGRY_FIN_OBJ_CD_525|Y|
ODC|UA|4370|1.0|AR_CST_CTGRY_FIN_OBJ_CD_526|Y|
ODC|UA|4400|1.0|AR_CST_CTGRY_FIN_OBJ_CD_527|Y|
PROS|BA|4562|1.0|AR_CST_CTGRY_FIN_OBJ_CD_021|Y|
PROS|BL|4562|1.0|AR_CST_CTGRY_FIN_OBJ_CD_022|Y|
PROS|EA|4562|1.0|AR_CST_CTGRY_FIN_OBJ_CD_023|Y|
PROS|IA|4562|1.0|AR_CST_CTGRY_FIN_OBJ_CD_024|Y|
PROS|IN|4562|1.0|AR_CST_CTGRY_FIN_OBJ_CD_025|Y|
PROS|IU|4562|1.0|AR_CST_CTGRY_FIN_OBJ_CD_026|Y|
PROS|KO|4562|1.0|AR_CST_CTGRY_FIN_OBJ_CD_027|Y|
PROS|NW|4562|1.0|AR_CST_CTGRY_FIN_OBJ_CD_028|Y|
PROS|SB|4562|1.0|AR_CST_CTGRY_FIN_OBJ_CD_029|Y|
PROS|SE|4562|1.0|AR_CST_CTGRY_FIN_OBJ_CD_030|Y|
PROS|UA|4562|1.0|AR_CST_CTGRY_FIN_OBJ_CD_031|Y|
SBCT|BL|4074|1.0|AR_CST_CTGRY_FIN_OBJ_CD_032|Y|
SBCT|EA|4074|1.0|AR_CST_CTGRY_FIN_OBJ_CD_033|Y|
SBCT|IN|4074|1.0|AR_CST_CTGRY_FIN_OBJ_CD_034|Y|
SBCT|KO|4074|1.0|AR_CST_CTGRY_FIN_OBJ_CD_035|Y|
SBCT|NW|4074|1.0|AR_CST_CTGRY_FIN_OBJ_CD_036|Y|
SBCT|SB|4074|1.0|AR_CST_CTGRY_FIN_OBJ_CD_037|Y|
SBCT|UA|4074|1.0|AR_CST_CTGRY_FIN_OBJ_CD_038|Y|
TRVD|BA|6100|1.0|AR_CST_CTGRY_FIN_OBJ_CD_039|Y|
TRVD|BL|6100|1.0|AR_CST_CTGRY_FIN_OBJ_CD_040|Y|
TRVD|EA|6100|1.0|AR_CST_CTGRY_FIN_OBJ_CD_041|Y|
TRVD|FW|6100|1.0|AR_CST_CTGRY_FIN_OBJ_CD_042|Y|
TRVD|IA|6100|1.0|AR_CST_CTGRY_FIN_OBJ_CD_043|Y|
TRVD|IN|6100|1.0|AR_CST_CTGRY_FIN_OBJ_CD_044|Y|
TRVD|KO|6100|1.0|AR_CST_CTGRY_FIN_OBJ_CD_045|Y|
TRVD|NW|6100|1.0|AR_CST_CTGRY_FIN_OBJ_CD_046|Y|
TRVD|SB|6100|1.0|AR_CST_CTGRY_FIN_OBJ_CD_047|Y|
TRVD|SE|6100|1.0|AR_CST_CTGRY_FIN_OBJ_CD_048|Y|
TRVD|UA|6100|1.0|AR_CST_CTGRY_FIN_OBJ_CD_049|Y|
TRVF|BA|6200|1.0|AR_CST_CTGRY_FIN_OBJ_CD_050|Y|
TRVF|BL|6200|1.0|AR_CST_CTGRY_FIN_OBJ_CD_051|Y|
TRVF|EA|6200|1.0|AR_CST_CTGRY_FIN_OBJ_CD_052|Y|
TRVF|IA|6200|1.0|AR_CST_CTGRY_FIN_OBJ_CD_053|Y|
TRVF|IN|6200|1.0|AR_CST_CTGRY_FIN_OBJ_CD_054|Y|
TRVF|KO|6200|1.0|AR_CST_CTGRY_FIN_OBJ_CD_055|Y|
TRVF|NW|6200|1.0|AR_CST_CTGRY_FIN_OBJ_CD_056|Y|
TRVF|SB|6200|1.0|AR_CST_CTGRY_FIN_OBJ_CD_057|Y|
TRVF|SE|6200|1.0|AR_CST_CTGRY_FIN_OBJ_CD_058|Y|
TRVF|UA|6200|1.0|AR_CST_CTGRY_FIN_OBJ_CD_059|Y|
