entity_afltn_id|obj_id|ver_nbr|entity_id|afltn_typ_cd|campus_cd|dflt_ind|actv_ind|last_updt_dt|
KFS2823|KFS2823|1.0|KFS2823|STAFF|BL|Y|Y|20121207232959|
KFS2824|KFS2824|1.0|KFS2824|STAFF|IN|Y|Y|20121207232959|
KFS2825|KFS2825|1.0|KFS2825|STAFF|BL|Y|Y|20121207232959|
KFS2826|KFS2826|1.0|KFS2826|STAFF|BL|Y|Y|20121207232959|
KFS2827|KFS2827|1.0|KFS2827|STAFF|BL|Y|Y|20121207232959|
KFS2828|KFS2828|1.0|KFS2828|STAFF|BL|Y|Y|20121207232959|
KFS2829|KFS2829|1.0|KFS2829|STAFF|BL|Y|Y|20121207232959|
KFS2830|KFS2830|1.0|KFS2830|STAFF|BL|Y|Y|20121207232959|
KFS2831|KFS2831|1.0|KFS2831|STAFF|IN|Y|Y|20121207232959|
KFS2832|KFS2832|1.0|KFS2832|STAFF|SB|Y|Y|20121207232959|
KFS2833|KFS2833|1.0|KFS2833|STAFF|BL|Y|Y|20121207232959|
KFS2834|KFS2834|1.0|KFS2834|STAFF|BL|Y|Y|20121207232959|
KFS2835|KFS2835|1.0|KFS2835|STAFF|IN|Y|Y|20121207232959|
KFS2836|KFS2836|1.0|KFS2836|STAFF|IN|Y|Y|20121207232959|
KFS2837|KFS2837|1.0|KFS2837|STAFF|IN|Y|Y|20121207232959|
KFS2838|KFS2838|1.0|KFS2838|STAFF|IN|Y|Y|20121207232959|
KFS2839|KFS2839|1.0|KFS2839|STAFF|KO|Y|Y|20121207232959|
KFS2840|KFS2840|1.0|KFS2840|STAFF|IN|Y|Y|20121207232959|
KFS2841|KFS2841|1.0|KFS2841|STAFF|BL|Y|Y|20121207232959|
KFS2842|KFS2842|1.0|KFS2842|STAFF|IN|Y|Y|20121207232959|
KFS2843|KFS2843|1.0|KFS2843|STAFF|NW|Y|Y|20121207232959|
KFS2844|KFS2844|1.0|KFS2844|STAFF|SB|Y|Y|20121207232959|
KFS2845|KFS2845|1.0|KFS2845|STAFF|BL|Y|Y|20121207232959|
KFS2846|KFS2846|1.0|KFS2846|STAFF|BL|Y|Y|20121207232959|
KFS2847|KFS2847|1.0|KFS2847|STAFF|BL|Y|Y|20121207232959|
KFS2848|KFS2848|1.0|KFS2848|STAFF|IN|Y|Y|20121207232959|
KFS2849|KFS2849|1.0|KFS2849|STAFF|EA|Y|Y|20121207232959|
KFS2850|KFS2850|1.0|KFS2850|STAFF|BL|Y|Y|20121207232959|
KFS2851|KFS2851|1.0|KFS2851|STAFF|BL|Y|Y|20121207232959|
KFS2852|KFS2852|1.0|KFS2852|STAFF|BL|Y|Y|20121207232959|
KFS2853|KFS2853|1.0|KFS2853|STAFF|SB|Y|Y|20121207232959|
KFS2854|KFS2854|1.0|KFS2854|STAFF|IN|Y|Y|20121207232959|
KFS2855|KFS2855|1.0|KFS2855|STAFF|NW|Y|Y|20121207232959|
KFS2856|KFS2856|1.0|KFS2856|STAFF|IN|Y|Y|20121207232959|
KFS2857|KFS2857|1.0|KFS2857|STAFF|EA|Y|Y|20121207232959|
KFS2858|KFS2858|1.0|KFS2858|STAFF|BL|Y|Y|20121207232959|
KFS2859|KFS2859|1.0|KFS2859|STAFF|SB|Y|Y|20121207232959|
KFS2860|KFS2860|1.0|KFS2860|STAFF|BL|Y|Y|20121207232959|
KFS2861|KFS2861|1.0|KFS2861|STAFF|BL|Y|Y|20121207232959|
KFS2862|KFS2862|1.0|KFS2862|STAFF|BL|Y|Y|20121207232959|
KFS2863|KFS2863|1.0|KFS2863|STAFF|BL|Y|Y|20121207232959|
KFS2864|KFS2864|1.0|KFS2864|STAFF|IN|Y|Y|20121207232959|
KFS2865|KFS2865|1.0|KFS2865|STAFF|BL|Y|Y|20121207232959|
KFS2866|KFS2866|1.0|KFS2866|STAFF|IN|Y|Y|20121207232959|
KFS2867|KFS2867|1.0|KFS2867|STAFF|BL|Y|Y|20121207232959|
KFS2868|KFS2868|1.0|KFS2868|STAFF|SE|Y|Y|20121207232959|
KFS2869|KFS2869|1.0|KFS2869|STAFF|KO|Y|Y|20121207232959|
KFS2870|KFS2870|1.0|KFS2870|STAFF|IN|Y|Y|20121207232959|
KFS2871|KFS2871|1.0|KFS2871|STAFF|IN|Y|Y|20121207232959|
KFS2872|KFS2872|1.0|KFS2872|STAFF|BL|Y|Y|20121207232959|
KFS2873|KFS2873|1.0|KFS2873|STAFF|BL|Y|Y|20121207232959|
KFS2874|KFS2874|1.0|KFS2874|STAFF|BL|Y|Y|20121207232959|
KFS2875|KFS2875|1.0|KFS2875|STAFF|BL|Y|Y|20121207232959|
KFS2876|KFS2876|1.0|KFS2876|STAFF|SE|Y|Y|20121207232959|
KFS2877|KFS2877|1.0|KFS2877|STAFF|BL|Y|Y|20121207232959|
KFS2878|KFS2878|1.0|KFS2878|STAFF|BL|Y|Y|20121207232959|
KFS2879|KFS2879|1.0|KFS2879|STAFF|BL|Y|Y|20121207232959|
KFS2880|KFS2880|1.0|KFS2880|STAFF|BL|Y|Y|20121207232959|
KFS2881|KFS2881|1.0|KFS2881|STAFF|SE|Y|Y|20121207232959|
KFS2882|KFS2882|1.0|KFS2882|STAFF|SE|Y|Y|20121207232959|
KFS2883|KFS2883|1.0|KFS2883|STAFF|BL|Y|Y|20121207232959|
KFS2884|KFS2884|1.0|KFS2884|STAFF|BL|Y|Y|20121207232959|
KFS2885|KFS2885|1.0|KFS2885|STAFF|BL|Y|Y|20121207232959|
KFS2886|KFS2886|1.0|KFS2886|STAFF|BL|Y|Y|20121207232959|
KFS2887|KFS2887|1.0|KFS2887|STAFF|IN|Y|Y|20121207232959|
KFS2888|KFS2888|1.0|KFS2888|STAFF|BL|Y|Y|20121207232959|
KFS2889|KFS2889|1.0|KFS2889|STAFF|BL|Y|Y|20121207232959|
KFS2890|KFS2890|1.0|KFS2890|STAFF|BL|Y|Y|20121207232959|
KFS2891|KFS2891|1.0|KFS2891|STAFF|EA|Y|Y|20121207232959|
KFS2892|KFS2892|1.0|KFS2892|STAFF|BL|Y|Y|20121207232959|
KFS2893|KFS2893|1.0|KFS2893|STAFF|IN|Y|Y|20121207232959|
KFS2894|KFS2894|1.0|KFS2894|STAFF|BL|Y|Y|20121207232959|
KFS2895|KFS2895|1.0|KFS2895|STAFF|IN|Y|Y|20121207232959|
KFS2896|KFS2896|1.0|KFS2896|STAFF|BL|Y|Y|20121207232959|
KFS2897|KFS2897|1.0|KFS2897|STAFF|IN|Y|Y|20121207232959|
KFS2898|KFS2898|1.0|KFS2898|STAFF|IN|Y|Y|20121207232959|
KFS2899|KFS2899|1.0|KFS2899|STAFF|BL|Y|Y|20121207232959|
KFS2900|KFS2900|1.0|KFS2900|STAFF|EA|Y|Y|20121207232959|
KFS2901|KFS2901|1.0|KFS2901|STAFF|BL|Y|Y|20121207232959|
KFS2902|KFS2902|1.0|KFS2902|STAFF|BL|Y|Y|20121207232959|
KFS2903|KFS2903|1.0|KFS2903|STAFF|BL|Y|Y|20121207232959|
KFS2904|KFS2904|1.0|KFS2904|STAFF|BL|Y|Y|20121207232959|
KFS2905|KFS2905|1.0|KFS2905|STAFF|IN|Y|Y|20121207232959|
KFS2906|KFS2906|1.0|KFS2906|STAFF|BL|Y|Y|20121207232959|
KFS2907|KFS2907|1.0|KFS2907|STAFF|BL|Y|Y|20121207232959|
KFS2908|KFS2908|1.0|KFS2908|STAFF|EA|Y|Y|20121207232959|
KFS2909|KFS2909|1.0|KFS2909|STAFF|BL|Y|Y|20121207232959|
KFS2910|KFS2910|1.0|KFS2910|STAFF|SB|Y|Y|20121207232959|
KFS2911|KFS2911|1.0|KFS2911|STAFF|IN|Y|Y|20121207232959|
KFS2912|KFS2912|1.0|KFS2912|STAFF|BL|Y|Y|20121207232959|
KFS2913|KFS2913|1.0|KFS2913|STAFF|BL|Y|Y|20121207232959|
KFS2914|KFS2914|1.0|KFS2914|STAFF|BL|Y|Y|20121207232959|
KFS2915|KFS2915|1.0|KFS2915|STAFF|BL|Y|Y|20121207232959|
KFS2916|KFS2916|1.0|KFS2916|STAFF|BL|Y|Y|20121207232959|
KFS2917|KFS2917|1.0|KFS2917|STAFF|IN|Y|Y|20121207232959|
KFS2918|KFS2918|1.0|KFS2918|STAFF|BL|Y|Y|20121207232959|
KFS2919|KFS2919|1.0|KFS2919|STAFF|IN|Y|Y|20121207232959|
KFS2920|KFS2920|1.0|KFS2920|STAFF|EA|Y|Y|20121207232959|
KFS2921|KFS2921|1.0|KFS2921|STAFF|EA|Y|Y|20121207232959|
KFS2922|KFS2922|1.0|KFS2922|STAFF|EA|Y|Y|20121207232959|
KFS2923|KFS2923|1.0|KFS2923|STAFF|EA|Y|Y|20121207232959|
KFS2924|KFS2924|1.0|KFS2924|STAFF|EA|Y|Y|20121207232959|
KFS2925|KFS2925|1.0|KFS2925|STAFF|IN|Y|Y|20121207232959|
KFS2926|KFS2926|1.0|KFS2926|STAFF|BL|Y|Y|20121207232959|
KFS2927|KFS2927|1.0|KFS2927|STAFF|EA|Y|Y|20121207232959|
KFS2928|KFS2928|1.0|KFS2928|STAFF|BL|Y|Y|20121207232959|
KFS2929|KFS2929|1.0|KFS2929|STAFF|SB|Y|Y|20121207232959|
KFS2930|KFS2930|1.0|KFS2930|STAFF|EA|Y|Y|20121207232959|
KFS2931|KFS2931|1.0|KFS2931|STAFF|IN|Y|Y|20121207232959|
KFS2932|KFS2932|1.0|KFS2932|STAFF|BL|Y|Y|20121207232959|
KFS2933|KFS2933|1.0|KFS2933|STAFF|IN|Y|Y|20121207232959|
KFS2934|KFS2934|1.0|KFS2934|STAFF|NW|Y|Y|20121207232959|
KFS2935|KFS2935|1.0|KFS2935|STAFF|KO|Y|Y|20121207232959|
KFS2936|KFS2936|1.0|KFS2936|STAFF|IN|Y|Y|20121207232959|
KFS2937|KFS2937|1.0|KFS2937|STAFF|IN|Y|Y|20121207232959|
KFS2938|KFS2938|1.0|KFS2938|STAFF|BL|Y|Y|20121207232959|
KFS2939|KFS2939|1.0|KFS2939|STAFF|EA|Y|Y|20121207232959|
KFS2940|KFS2940|1.0|KFS2940|STAFF|BL|Y|Y|20121207232959|
KFS2941|KFS2941|1.0|KFS2941|STAFF|BL|Y|Y|20121207232959|
KFS2942|KFS2942|1.0|KFS2942|STAFF|BL|Y|Y|20121207232959|
KFS2943|KFS2943|1.0|KFS2943|STAFF|BL|Y|Y|20121207232959|
KFS2944|KFS2944|1.0|KFS2944|STAFF|KO|Y|Y|20121207232959|
KFS2945|KFS2945|1.0|KFS2945|STAFF|BL|Y|Y|20121207232959|
KFS2946|KFS2946|1.0|KFS2946|STAFF|NW|Y|Y|20121207232959|
KFS2947|KFS2947|1.0|KFS2947|STAFF|SB|Y|Y|20121207232959|
KFS2948|KFS2948|1.0|KFS2948|STAFF|KO|Y|Y|20121207232959|
KFS2949|KFS2949|1.0|KFS2949|STAFF|IN|Y|Y|20121207232959|
KFS2950|KFS2950|1.0|KFS2950|STAFF|IN|Y|Y|20121207232959|
KFS2951|KFS2951|1.0|KFS2951|STAFF|SE|Y|Y|20121207232959|
KFS2952|KFS2952|1.0|KFS2952|STAFF|BL|Y|Y|20121207232959|
KFS2953|KFS2953|1.0|KFS2953|STAFF|BL|Y|Y|20121207232959|
KFS2954|KFS2954|1.0|KFS2954|STAFF|BL|Y|Y|20121207232959|
KFS2955|KFS2955|1.0|KFS2955|STAFF|BL|Y|Y|20121207232959|
KFS2956|KFS2956|1.0|KFS2956|STAFF|BL|Y|Y|20121207232959|
KFS2957|KFS2957|1.0|KFS2957|STAFF|BL|Y|Y|20121207232959|
KFS2958|KFS2958|1.0|KFS2958|STAFF|BL|Y|Y|20121207232959|
KFS2959|KFS2959|1.0|KFS2959|STAFF|IN|Y|Y|20121207232959|
KFS2960|KFS2960|1.0|KFS2960|STAFF|IN|Y|Y|20121207232959|
KFS2961|KFS2961|1.0|KFS2961|STAFF|IN|Y|Y|20121207232959|
KFS2962|KFS2962|1.0|KFS2962|STAFF|IN|Y|Y|20121207232959|
KFS2963|KFS2963|1.0|KFS2963|STAFF|IN|Y|Y|20121207232959|
KFS2964|KFS2964|1.0|KFS2964|STAFF|BL|Y|Y|20121207232959|
KFS2965|KFS2965|1.0|KFS2965|STAFF|BL|Y|Y|20121207232959|
KFS2966|KFS2966|1.0|KFS2966|STAFF|IN|Y|Y|20121207232959|
KFS2967|KFS2967|1.0|KFS2967|STAFF|IN|Y|Y|20121207232959|
KFS2968|KFS2968|1.0|KFS2968|STAFF|BL|Y|Y|20121207232959|
KFS2969|KFS2969|1.0|KFS2969|STAFF|SB|Y|Y|20121207232959|
KFS2970|KFS2970|1.0|KFS2970|STAFF|IN|Y|Y|20121207232959|
KFS2971|KFS2971|1.0|KFS2971|STAFF|IN|Y|Y|20121207232959|
KFS2972|KFS2972|1.0|KFS2972|STAFF|EA|Y|Y|20121207232959|
KFS2973|KFS2973|1.0|KFS2973|STAFF|IN|Y|Y|20121207232959|
KFS2974|KFS2974|1.0|KFS2974|STAFF|BL|Y|Y|20121207232959|
KFS2975|KFS2975|1.0|KFS2975|STAFF|IN|Y|Y|20121207232959|
KFS2976|KFS2976|1.0|KFS2976|STAFF|IN|Y|Y|20121207232959|
KFS2977|KFS2977|1.0|KFS2977|STAFF|BL|Y|Y|20121207232959|
KFS2978|KFS2978|1.0|KFS2978|STAFF|BL|Y|Y|20121207232959|
KFS2979|KFS2979|1.0|KFS2979|STAFF|IN|Y|Y|20121207232959|
KFS2980|KFS2980|1.0|KFS2980|STAFF|IN|Y|Y|20121207232959|
KFS2981|KFS2981|1.0|KFS2981|STAFF|BL|Y|Y|20121207232959|
KFS2982|KFS2982|1.0|KFS2982|STAFF|BL|Y|Y|20121207232959|
KFS2983|KFS2983|1.0|KFS2983|STAFF|IN|Y|Y|20121207232959|
KFS2984|KFS2984|1.0|KFS2984|STAFF|IN|Y|Y|20121207232959|
KFS2985|KFS2985|1.0|KFS2985|STAFF|BL|Y|Y|20121207232959|
KFS2986|KFS2986|1.0|KFS2986|STAFF|IN|Y|Y|20121207232959|
KFS2987|KFS2987|1.0|KFS2987|STAFF|BL|Y|Y|20121207232959|
KFS2988|KFS2988|1.0|KFS2988|STAFF|IN|Y|Y|20121207232959|
KFS2989|KFS2989|1.0|KFS2989|STAFF|BL|Y|Y|20121207232959|
KFS2990|KFS2990|1.0|KFS2990|STAFF|BL|Y|Y|20121207232959|
KFS2991|KFS2991|1.0|KFS2991|STAFF|IN|Y|Y|20121207232959|
KFS2992|KFS2992|1.0|KFS2992|STAFF|BL|Y|Y|20121207232959|
KFS2993|KFS2993|1.0|KFS2993|STAFF|IN|Y|Y|20121207232959|
KFS2994|KFS2994|1.0|KFS2994|STAFF|BL|Y|Y|20121207232959|
KFS2995|KFS2995|1.0|KFS2995|STAFF|BL|Y|Y|20121207232959|
KFS2996|KFS2996|1.0|KFS2996|STAFF|NW|Y|Y|20121207232959|
KFS2997|KFS2997|1.0|KFS2997|STAFF|BL|Y|Y|20121207232959|
KFS2998|KFS2998|1.0|KFS2998|STAFF|BL|Y|Y|20121207232959|
KFS2999|KFS2999|1.0|KFS2999|STAFF|IN|Y|Y|20121207232959|
KFS3000|KFS3000|1.0|KFS3000|STAFF|IN|Y|Y|20121207232959|
KFS3001|KFS3001|1.0|KFS3001|STAFF|IN|Y|Y|20121207232959|
KFS3002|KFS3002|1.0|KFS3002|STAFF|BL|Y|Y|20121207232959|
KFS3003|KFS3003|1.0|KFS3003|STAFF|BL|Y|Y|20121207232959|
KFS3004|KFS3004|1.0|KFS3004|STAFF|SB|Y|Y|20121207232959|
KFS3005|KFS3005|1.0|KFS3005|STAFF|IN|Y|Y|20121207232959|
KFS3006|KFS3006|1.0|KFS3006|STAFF|BL|Y|Y|20121207232959|
KFS3007|KFS3007|1.0|KFS3007|STAFF|BL|Y|Y|20121207232959|
KFS3008|KFS3008|1.0|KFS3008|STAFF|BL|Y|Y|20121207232959|
KFS3009|KFS3009|1.0|KFS3009|STAFF|IN|Y|Y|20121207232959|
KFS3010|KFS3010|1.0|KFS3010|STAFF|IN|Y|Y|20121207232959|
KFS3011|KFS3011|1.0|KFS3011|STAFF|IN|Y|Y|20121207232959|
KFS3012|KFS3012|1.0|KFS3012|STAFF|BL|Y|Y|20121207232959|
KFS3013|KFS3013|1.0|KFS3013|STAFF|SB|Y|Y|20121207232959|
KFS3014|KFS3014|1.0|KFS3014|STAFF|BL|Y|Y|20121207232959|
KFS3015|KFS3015|1.0|KFS3015|STAFF|BL|Y|Y|20121207232959|
KFS3016|KFS3016|1.0|KFS3016|STAFF|BL|Y|Y|20121207232959|
KFS3017|KFS3017|1.0|KFS3017|STAFF|EA|Y|Y|20121207232959|
KFS3018|KFS3018|1.0|KFS3018|STAFF|EA|Y|Y|20121207232959|
KFS3019|KFS3019|1.0|KFS3019|STAFF|IN|Y|Y|20121207232959|
KFS3020|KFS3020|1.0|KFS3020|STAFF|BL|Y|Y|20121207232959|
KFS3021|KFS3021|1.0|KFS3021|STAFF|IN|Y|Y|20121207232959|
KFS3022|KFS3022|1.0|KFS3022|STAFF|BL|Y|Y|20121207232959|
KFS3023|KFS3023|1.0|KFS3023|STAFF|BL|Y|Y|20121207232959|
KFS3024|KFS3024|1.0|KFS3024|STAFF|BL|Y|Y|20121207232959|
KFS3025|KFS3025|1.0|KFS3025|STAFF|BL|Y|Y|20121207232959|
KFS3026|KFS3026|1.0|KFS3026|STAFF|BL|Y|Y|20121207232959|
KFS3027|KFS3027|1.0|KFS3027|STAFF|IN|Y|Y|20121207232959|
KFS3028|KFS3028|1.0|KFS3028|STAFF|IN|Y|Y|20121207232959|
KFS3029|KFS3029|1.0|KFS3029|STAFF|BL|Y|Y|20121207232959|
KFS3030|KFS3030|1.0|KFS3030|STAFF|BL|Y|Y|20121207232959|
KFS3031|KFS3031|1.0|KFS3031|STAFF|IN|Y|Y|20121207232959|
KFS3032|KFS3032|1.0|KFS3032|STAFF|IN|Y|Y|20121207232959|
KFS3033|KFS3033|1.0|KFS3033|STAFF|BL|Y|Y|20121207232959|
KFS3034|KFS3034|1.0|KFS3034|STAFF|IN|Y|Y|20121207232959|
KFS3035|KFS3035|1.0|KFS3035|STAFF|IN|Y|Y|20121207232959|
KFS3036|KFS3036|1.0|KFS3036|STAFF|BL|Y|Y|20121207232959|
KFS3037|KFS3037|1.0|KFS3037|STAFF|BL|Y|Y|20121207232959|
KFS3038|KFS3038|1.0|KFS3038|STAFF|KO|Y|Y|20121207232959|
KFS3039|KFS3039|1.0|KFS3039|STAFF|BL|Y|Y|20121207232959|
KFS3040|KFS3040|1.0|KFS3040|STAFF|IN|Y|Y|20121207232959|
KFS3041|KFS3041|1.0|KFS3041|STAFF|BL|Y|Y|20121207232959|
KFS3042|KFS3042|1.0|KFS3042|STAFF|BL|Y|Y|20121207232959|
KFS3043|KFS3043|1.0|KFS3043|STAFF|BL|Y|Y|20121207232959|
KFS3044|KFS3044|1.0|KFS3044|STAFF|SE|Y|Y|20121207232959|
KFS3045|KFS3045|1.0|KFS3045|STAFF|IN|Y|Y|20121207232959|
KFS3046|KFS3046|1.0|KFS3046|STAFF|BL|Y|Y|20121207232959|
KFS3047|KFS3047|1.0|KFS3047|STAFF|BL|Y|Y|20121207232959|
KFS3048|KFS3048|1.0|KFS3048|STAFF|IN|Y|Y|20121207232959|
KFS3049|KFS3049|1.0|KFS3049|STAFF|BL|Y|Y|20121207232959|
KFS3050|KFS3050|1.0|KFS3050|STAFF|SE|Y|Y|20121207232959|
KFS3051|KFS3051|1.0|KFS3051|STAFF|BL|Y|Y|20121207232959|
KFS3052|KFS3052|1.0|KFS3052|STAFF|KO|Y|Y|20121207232959|
KFS3053|KFS3053|1.0|KFS3053|STAFF|IN|Y|Y|20121207232959|
KFS3054|KFS3054|1.0|KFS3054|STAFF|IN|Y|Y|20121207232959|
KFS3055|KFS3055|1.0|KFS3055|STAFF|IN|Y|Y|20121207232959|
KFS3056|KFS3056|1.0|KFS3056|STAFF|BL|Y|Y|20121207232959|
KFS3057|KFS3057|1.0|KFS3057|STAFF|BL|Y|Y|20121207232959|
KFS3058|KFS3058|1.0|KFS3058|STAFF|BL|Y|Y|20121207232959|
KFS3059|KFS3059|1.0|KFS3059|STAFF|EA|Y|Y|20121207232959|
KFS3060|KFS3060|1.0|KFS3060|STAFF|IN|Y|Y|20121207232959|
KFS3061|KFS3061|1.0|KFS3061|STAFF|IN|Y|Y|20121207232959|
KFS3062|KFS3062|1.0|KFS3062|STAFF|BL|Y|Y|20121207232959|
KFS3063|KFS3063|1.0|KFS3063|STAFF|BL|Y|Y|20121207232959|
KFS3064|KFS3064|1.0|KFS3064|STAFF|IN|Y|Y|20121207232959|
KFS3065|KFS3065|1.0|KFS3065|STAFF|IN|Y|Y|20121207232959|
KFS3066|KFS3066|1.0|KFS3066|STAFF|BL|Y|Y|20121207232959|
KFS3067|KFS3067|1.0|KFS3067|STAFF|BL|Y|Y|20121207232959|
KFS3068|KFS3068|1.0|KFS3068|STAFF|BL|Y|Y|20121207232959|
KFS3069|KFS3069|1.0|KFS3069|STAFF|SB|Y|Y|20121207232959|
KFS3070|KFS3070|1.0|KFS3070|STAFF|BL|Y|Y|20121207232959|
KFS3071|KFS3071|1.0|KFS3071|STAFF|BL|Y|Y|20121207232959|
KFS3072|KFS3072|1.0|KFS3072|STAFF|BL|Y|Y|20121207232959|
KFS3073|KFS3073|1.0|KFS3073|STAFF|EA|Y|Y|20121207232959|
KFS3074|KFS3074|1.0|KFS3074|STAFF|BL|Y|Y|20121207232959|
KFS3075|KFS3075|1.0|KFS3075|STAFF|IN|Y|Y|20121207232959|
KFS3076|KFS3076|1.0|KFS3076|STAFF|EA|Y|Y|20121207232959|
KFS3077|KFS3077|1.0|KFS3077|STAFF|IN|Y|Y|20121207232959|
KFS3078|KFS3078|1.0|KFS3078|STAFF|IN|Y|Y|20121207232959|
KFS3079|KFS3079|1.0|KFS3079|STAFF|NW|Y|Y|20121207232959|
KFS3080|KFS3080|1.0|KFS3080|STAFF|IN|Y|Y|20121207232959|
KFS3081|KFS3081|1.0|KFS3081|STAFF|BL|Y|Y|20121207232959|
KFS3082|KFS3082|1.0|KFS3082|STAFF|IN|Y|Y|20121207232959|
KFS3083|KFS3083|1.0|KFS3083|STAFF|KO|Y|Y|20121207232959|
KFS3084|KFS3084|1.0|KFS3084|STAFF|BL|Y|Y|20121207232959|
KFS3085|KFS3085|1.0|KFS3085|STAFF|BL|Y|Y|20121207232959|
KFS3086|KFS3086|1.0|KFS3086|STAFF|SB|Y|Y|20121207232959|
KFS3087|KFS3087|1.0|KFS3087|STAFF|BL|Y|Y|20121207232959|
KFS3088|KFS3088|1.0|KFS3088|STAFF|IN|Y|Y|20121207232959|
KFS3089|KFS3089|1.0|KFS3089|STAFF|IN|Y|Y|20121207232959|
KFS3090|KFS3090|1.0|KFS3090|STAFF|IN|Y|Y|20121207232959|
KFS3091|KFS3091|1.0|KFS3091|STAFF|BL|Y|Y|20121207232959|
KFS3092|KFS3092|1.0|KFS3092|STAFF|BL|Y|Y|20121207232959|
KFS3093|KFS3093|1.0|KFS3093|STAFF|BL|Y|Y|20121207232959|
KFS3094|KFS3094|1.0|KFS3094|STAFF|BL|Y|Y|20121207232959|
KFS3095|KFS3095|1.0|KFS3095|STAFF|IN|Y|Y|20121207232959|
KFS3096|KFS3096|1.0|KFS3096|STAFF|BL|Y|Y|20121207232959|
KFS3097|KFS3097|1.0|KFS3097|STAFF|KO|Y|Y|20121207232959|
KFS3098|KFS3098|1.0|KFS3098|STAFF|IN|Y|Y|20121207232959|
KFS3099|KFS3099|1.0|KFS3099|STAFF|IN|Y|Y|20121207232959|
KFS3100|KFS3100|1.0|KFS3100|STAFF|BL|Y|Y|20121207232959|
KFS3101|KFS3101|1.0|KFS3101|STAFF|BL|Y|Y|20121207232959|
KFS3102|KFS3102|1.0|KFS3102|STAFF|BL|Y|Y|20121207232959|
KFS3103|KFS3103|1.0|KFS3103|STAFF|BL|Y|Y|20121207232959|
KFS3104|KFS3104|1.0|KFS3104|STAFF|SB|Y|Y|20121207232959|
KFS3105|KFS3105|1.0|KFS3105|STAFF|IN|Y|Y|20121207232959|
KFS3106|KFS3106|1.0|KFS3106|STAFF|BL|Y|Y|20121207232959|
KFS3107|KFS3107|1.0|KFS3107|STAFF|IN|Y|Y|20121207232959|
KFS3108|KFS3108|1.0|KFS3108|STAFF|BL|Y|Y|20121207232959|
KFS3109|KFS3109|1.0|KFS3109|STAFF|BL|Y|Y|20121207232959|
KFS3110|KFS3110|1.0|KFS3110|STAFF|BL|Y|Y|20121207232959|
KFS3111|KFS3111|1.0|KFS3111|STAFF|IN|Y|Y|20121207232959|
KFS3112|KFS3112|1.0|KFS3112|STAFF|BL|Y|Y|20121207232959|
KFS3113|KFS3113|1.0|KFS3113|STAFF|IN|Y|Y|20121207232959|
KFS3114|KFS3114|1.0|KFS3114|STAFF|BL|Y|Y|20121207232959|
KFS3115|KFS3115|1.0|KFS3115|STAFF|BL|Y|Y|20121207232959|
KFS3116|KFS3116|1.0|KFS3116|STAFF|BL|Y|Y|20121207232959|
KFS3117|KFS3117|1.0|KFS3117|STAFF|BL|Y|Y|20121207232959|
KFS3118|KFS3118|1.0|KFS3118|STAFF|IN|Y|Y|20121207232959|
KFS3119|KFS3119|1.0|KFS3119|STAFF|EA|Y|Y|20121207232959|
KFS3120|KFS3120|1.0|KFS3120|STAFF|BL|Y|Y|20121207232959|
KFS3121|KFS3121|1.0|KFS3121|STAFF|BL|Y|Y|20121207232959|
KFS3122|KFS3122|1.0|KFS3122|STAFF|BL|Y|Y|20121207232959|
KFS3123|KFS3123|1.0|KFS3123|STAFF|BL|Y|Y|20121207232959|
KFS3124|KFS3124|1.0|KFS3124|STAFF|EA|Y|Y|20121207232959|
KFS3125|KFS3125|1.0|KFS3125|STAFF|BL|Y|Y|20121207232959|
KFS3126|KFS3126|1.0|KFS3126|STAFF|BL|Y|Y|20121207232959|
KFS3127|KFS3127|1.0|KFS3127|STAFF|SB|Y|Y|20121207232959|
KFS3128|KFS3128|1.0|KFS3128|STAFF|SB|Y|Y|20121207232959|
KFS3129|KFS3129|1.0|KFS3129|STAFF|BL|Y|Y|20121207232959|
KFS3130|KFS3130|1.0|KFS3130|STAFF|IN|Y|Y|20121207232959|
KFS3131|KFS3131|1.0|KFS3131|STAFF|BL|Y|Y|20121207232959|
KFS3132|KFS3132|1.0|KFS3132|STAFF|BL|Y|Y|20121207232959|
KFS3133|KFS3133|1.0|KFS3133|STAFF|BL|Y|Y|20121207232959|
KFS3134|KFS3134|1.0|KFS3134|STAFF|BL|Y|Y|20121207232959|
KFS3135|KFS3135|1.0|KFS3135|STAFF|BL|Y|Y|20121207232959|
KFS3136|KFS3136|1.0|KFS3136|STAFF|BL|Y|Y|20121207232959|
KFS3137|KFS3137|1.0|KFS3137|STAFF|BL|Y|Y|20121207232959|
KFS3138|KFS3138|1.0|KFS3138|STAFF|BL|Y|Y|20121207232959|
KFS3139|KFS3139|1.0|KFS3139|STAFF|BL|Y|Y|20121207232959|
KFS3140|KFS3140|1.0|KFS3140|STAFF|BL|Y|Y|20121207232959|
KFS3141|KFS3141|1.0|KFS3141|STAFF|IN|Y|Y|20121207232959|
KFS3142|KFS3142|1.0|KFS3142|STAFF|IN|Y|Y|20121207232959|
KFS3143|KFS3143|1.0|KFS3143|STAFF|BL|Y|Y|20121207232959|
KFS3144|KFS3144|1.0|KFS3144|STAFF|IN|Y|Y|20121207232959|
KFS3145|KFS3145|1.0|KFS3145|STAFF|BL|Y|Y|20121207232959|
KFS3146|KFS3146|1.0|KFS3146|STAFF|BL|Y|Y|20121207232959|
