univ_fiscal_yr|fin_coa_cd|org_cd|obj_id|ver_nbr|bdgt_rvrsn_coa_cd|bdgt_rvrsnacct_nbr|cf_by_obj_cd_ind|csh_rvrsnfincoa_cd|csh_rvrsn_acct_nbr|row_actv_ind|
2013.0|BL|PSY|7ca7fde7-c828-4777-bd9b-19fc1fc8ab99|2.0|BL|1023295|Y|BL|1023295|Y|
2013.0|EA|AADV|d7a43d4d-95ea-475a-9eaf-852050b7b9b0|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|AAOA|cde619a8-f408-4fbb-ba6f-fd69b444192d|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|ACAD|8ce4ede7-24cc-47b5-8334-d8414538e489|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|ACDS|edd135d8-ea06-4bcc-b73f-6179c3e617b1|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|ADAF|51650e6a-ce7d-428f-b283-d8415489ac2a|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|ADFA|4c9c8600-688d-4fd7-8384-221e0d5daebb|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|ADMS|140eefa5-38a6-4742-818c-7aad1f094538|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|BEST|c2dba107-5224-4a7e-a503-0c2a57a3c68f|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|BOOK|875ec51e-2172-4af9-b2b7-f9c0f0ab5dc8|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|BSSD|e1b0320b-b619-4d93-84ab-3d67a2f2fcaf|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|BURS|50468d5c-450b-4877-a143-9f3a191a5186|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|BUSE|d2a61879-f44f-44b2-8cfa-02f6e5a34cce|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|BUSM|e8bde074-57ef-4ce3-ac17-5a0230c146d2|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|CACA|8e2c7b79-815c-4a8f-922c-09411ef8d932|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|CHAN|e1e989a7-1a48-4e00-b807-7558e36268ba|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|CHP|e255096d-7afc-416f-a2ac-bbea2efbec6f|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|CONN|40c99db4-001d-4886-9e0d-1cf249caf504|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|CPPS|cfa52f97-3f39-4fcd-a37d-c266d88d235b|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|CSER|17959763-3586-4479-aa44-414acbd1722a|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|CSP|8dccda85-4405-448b-8349-907d6ad680d0|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|CTSD|d3c8a0b9-3175-43aa-bfda-5655f990ee40|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|DEBT|e26a94e1-2a33-40ba-8e82-7728156b0b62|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|ECTR|78a1c2bf-9a48-4c48-b70c-92c4d6c21df3|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|EDUC|da0eb145-65ed-4e14-b427-ac1f45ee0960|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|ENSV|327c46aa-238f-4769-95aa-022748daeda7|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|EXAF|8af24b59-8c7c-4ba3-8f99-dd1cf7cb1be8|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|EXTL|2c11a3b2-2a33-4813-97a5-1cfe47ebd6f6|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|GENA|ac599696-3b17-4977-b7d1-ec623feacc44|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|GENS|c5233808-9f70-42a2-bbce-f4cb51647d7e|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|HUFA|4f6b68df-65ff-4f2e-babe-1ac49c8f1d91|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|HUMR|c8b8f142-3bfa-4d5e-954a-f249661ec5ec|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|HUSE|e351f1eb-e0ff-4a92-851a-5338b5dea163|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|INPR|946d11ab-9f09-43dc-ab1e-c8b0719f8c32|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|LIBR|52767a59-a4ac-4564-8d66-3aa3d98b8b18|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|MULT|c7fbbd91-6e12-46c0-8cdf-9cf8ec571c7a|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|NURS|3c00c9bf-ac89-4cdc-99cc-315bd9c4defa|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|PERC|c85f4e27-f7cb-42da-85cb-99c2866c3d3d|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|PERS|bc8cfd29-c976-4ea8-b78c-8990d323481c|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|PHYP|ac0b5b05-b1df-4391-a1a4-21b08b3e4ad8|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|REGR|a108bfd4-3c57-461d-809c-dc6ec777b1f5|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|SACT|c4d119ed-21b8-4083-b841-f2fcd6f2a7d7|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|SAID|e13dbbe9-4cfa-44be-9f2c-84f89824c61d|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|SMD|c783933d-28d0-42b9-99e5-be4999d71fa5|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|SSER|532bba4e-8291-4c19-ab72-6ef65bb35b8f|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|STSC|8365bf4b-6f62-4f63-8761-ad4777a9d804|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|SWTE|7176dc4b-e42a-4805-92c3-c607407bcad8|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|SYSC|64deb29a-47a7-4058-bb4e-f94885cf8d27|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|TUSP|943616ec-af84-4a95-8c99-1de2c4067bf9|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|EA|UDIV|53b158e7-af45-4f8a-ac77-f00a778bdfd2|2.0|EA|0367295|Y|EA|0367295|Y|
2013.0|UA|FMS|a177fb46-7233-48b7-9c84-0e415037f576|2.0|BL|4531415|N|BL|4531415|Y|
