cgprpsl_nbr|obj_id|ver_nbr|cgawd_beg_dt|cgawd_end_dt|cgawd_tot_amt|cgawd_addendum_nbr|cgawd_aloc_ucs_amt|cg_agency_awd_nbr|cg_fedpt_fnd_amt|cgawd_entry_dt|cg_agency_fut1_amt|cg_agency_fut2_amt|cg_agency_fut3_amt|cgawd_doc_nbr|cgawd_lst_updt_dt|cg_fedpt_ind|cg_old_prpsl_nbr|cgawd_drct_cst_amt|cgawd_indr_cst_amt|cg_fed_fnded_amt|cgawd_create_ts|cgawd_closing_dt|cgprpsl_awd_typ_cd|cgawd_stat_cd|cg_ltrcr_fndgrp_cd|cg_grant_desc_cd|cg_agency_nbr|cg_fedpt_agncy_nbr|cg_agncy_analst_nm|cg_analyst_phn_nbr|cgawd_proj_ttl|cgawd_purpose_cd|row_actv_ind|bill_freq_cd|excl_frm_inv_ind|addl_frms_req_ind|addl_frms_desc|instrmnt_typ_cd|min_inv_amt|cg_ltrcr_fnd_cd|auto_approve_ind|funding_exp_dt|inv_opt_cd|excl_frm_inv_reason_txt|state_trnsfr_ind|cmpgn_id|stop_wrk_ind|stop_wrk_reason_txt|
14038.0|12CF4661C982EFE6E043814FD881EFE6|1.0|19800701000000|19810630000000|42742.0| |0.0|T32 NS07134-02|0.0|19800701000000|0.0|0.0|0.0| |20000101000000|N|07662-02|39576.0|3166.0|0.0||19930311000000|C|A||G|12658|| | |Sensory Physiology and Biophysics|A|Y||||||||||||||Y||
14041.0|12CF4661C983EFE6E043814FD881EFE6|1.0|19800601000000|19810531000000|52029.0| |0.0|BNS-7907906|0.0|19800702000000|0.0|0.0|0.0| |20000101000000|N|08307-02|39550.0|12479.0|0.0||19930311000000|E|A||G|18500|| | |Coding Theory of Perception|C|Y||||||||||||||Y||
14085.0|12CF4661C984EFE6E043814FD881EFE6|1.0|19800501000000|19810430000000|60151.0| |1000.0|R01 MH12717-14|0.0|19800601000000|0.0|0.0|0.0| |20000101000000|N|06707-14|42300.0|17851.0|0.0||19930311000000|C|A||G|12851|| | |Information Processing Search and Retrieval|C|Y||||||||||||||Y||
14097.0|12CF4661C985EFE6E043814FD881EFE6|1.0|19801201000000|19811130000000|45586.0| |0.0|R01 HD14949-01|0.0|19810901000000|0.0|0.0|0.0| |20000101000000|N|09113-00|34700.0|10886.0|0.0||19930311000000|N|A||G|12636|| | |Effects of Experience and Gender on the Hippocampus|C|Y||||||||||||||Y||
14109.0|12CF4661C986EFE6E043814FD881EFE6|1.0|19801201000000|19811130000000|89385.0| |0.0|R01 HL26761-01|0.0|19801201000000|0.0|0.0|0.0| |20000101000000|N|09115-00|67883.0|21502.0|0.0||19930311000000|N|A||G|12637|| | |Labile Blood Pressure Genetic and Psychologicalstudies|C|Y||||||||||||||Y||
14113.0|12CF4661C987EFE6E043814FD881EFE6|1.0|19801201000000|19811130000000|98625.0| |500.0| |0.0|19801001000000|0.0|0.0|0.0| |20000101000000|N|09119-00|81610.0|17015.0|0.0||19930311000000|N|R||G|12500|| | |Alcoholism Risk and the Alcohol Stress Relationship|C|Y||||||||||||||Y||
14274.0|12CF4661C988EFE6E043814FD881EFE6|1.0|19800601000000|19810531000000|41843.0| |0.0|R01 MH28355-05|0.0|19800601000000|0.0|0.0|0.0| |20000101000000|N|08075-05|30078.0|11765.0|0.0||19930311000000|C|A||G|12851|| | |Ontogeny of the Control and Organization of Behavior|C|Y||||||||||||||Y||
14280.0|12CF4661C989EFE6E043814FD881EFE6|1.0|19801201000000|19811130000000|71451.0| |0.0|PFR-8017178|0.0|19801201000000|0.0|0.0|0.0| |20000101000000|N|09181-00|55176.0|16275.0|0.0||19930311000000|N|A||G|18500|| | |Tactile Perception of Speech|C|Y||||||||||||||Y||
14309.0|12CF4661C98AEFE6E043814FD881EFE6|1.0|19810101000000|19821231000000|46076.0| |0.0| |0.0|19810301000000|0.0|0.0|0.0| |20000101000000|N|09192-00|33945.0|12131.0|0.0||19930311000000|N|R||G|18500|| | |Models of Instrumental Performance|C|Y||||||||||||||Y||
14316.0|12CF4661C98BEFE6E043814FD881EFE6|1.0|19800701000000|19810630000000|38177.0| |0.0|K04 HD00309-02|0.0|19800701000000|0.0|0.0|0.0| |20000101000000|N|08069-02|35349.0|2828.0|0.0||19930311000000|C|A||G|12636|| | |Effects of Experience on Infant Perceptual Development|A|Y||||||||||||||Y||
14398.0|12CF4661C98CEFE6E043814FD881EFE6|1.0|19801201000000|19811130000000|47171.0| |500.0| |0.0|19801201000000|0.0|0.0|0.0| |20000101000000|N|09228-00|34700.0|12471.0|0.0||19930311000000|N|R||G|18500|| | |Effects of Experience and Gender on the Hippocampus|C|Y||||||||||||||Y||
14447.0|12CF4661C98DEFE6E043814FD881EFE6|1.0|19800901000000|19830831000000|90205.0| |600.0| |0.0|19810301000000|0.0|0.0|0.0| |20000101000000|N|09257-00|78439.0|11766.0|0.0||19930311000000|N|R||N|20325|| | |Paths in the Development of Social Competence|C|Y||||||||||||||Y||
14486.0|12CF4661C98EEFE6E043814FD881EFE6|1.0|19800901000000|19810831000000|22958.0| |0.0|BNS-7813019|0.0|19801002000000|0.0|0.0|0.0| |20000101000000|N|07711-03|16145.0|6813.0|0.0||19930311000000|E|A||G|18500|| | |Developmental Changes in Perceived Stimulus Relations|C|Y||||||||||||||Y||
14494.0|12CF4661C98FEFE6E043814FD881EFE6|2.0|19800501000000|19810430000000|20289.0| |0.0|F34 GM06616-03|0.0|19800601000000|0.0|0.0|0.0| |20000101000000|N|07808-03|20289.0|0.0|0.0||19930311000000|E|A||G|12631|| | |Fellowship for Sandra Bollinger|C|Y||||||||||||||Y||
14495.0|12CF4661C990EFE6E043814FD881EFE6|1.0|19800901000000|19810831000000|67447.0| |0.0|R01 MH19300-11|0.0|19800901000000|0.0|0.0|0.0| |19891129000000|N|07403-11|47431.0|20016.0|0.0||19930311000000|C|A||G|12851|| | |Basic Processes in Learning and Behavioral Change|C|Y||||||||||||||Y||
14642.0|12CF4661C991EFE6E043814FD881EFE6|1.0|19800901000000|19810831000000|92778.0| |0.0|R01 HD13449-02|0.0|19800901000000|0.0|0.0|0.0| |20000101000000|N|08267-02|65800.0|26978.0|0.0||19930311000000|C|A||G|12636|| | |Social Psychological Factors in Adolescent Smoking|C|Y||||||||||||||Y||
14643.0|12CF4661C992EFE6E043814FD881EFE6|2.0|19800201000000|19810131000000|2063.0| |0.0|5F32 HL05863-02|0.0|19800702000000|0.0|0.0|0.0| |20000101000000|N|08379-32|2063.0|0.0|0.0||19930311000000|E|A||G|12637|| | |Factors in Blood Pressure Response: Twin Family Studies|C|Y||||||||||||||Y||
14649.0|12CF4661C993EFE6E043814FD881EFE6|1.0|||69574.0| |0.0| |0.0|19810301000000|0.0|0.0|0.0| |20000101000000|N|09345-00|53574.0|16000.0|0.0||19930311000000|N|R||G|12500|| | |Analysis and Interpretation of Speech Spectrograms|C|Y||||||||||||||Y||
14654.0|12CF4661C994EFE6E043814FD881EFE6|1.0|19800901000000|19810831000000|32555.0| |0.0| |0.0|19801201000000|0.0|0.0|0.0| |20000101000000|N|09332-00|31500.0|1055.0|0.0||19930311000000|N|R||G|18500|| | |A Mobile Developmental Research Lab Facility|C|Y||||||||||||||Y||
14655.0|12CF4661C995EFE6E043814FD881EFE6|1.0|19801001000000|19810930000000|119743.0| |600.0| |0.0|19801101000000|0.0|0.0|0.0| |20000101000000|N|09333-00|86445.0|33298.0|0.0||19930311000000|N|R||G|18500|| | |Paths in the Development of Social Competence|C|Y||||||||||||||Y||
14657.0|12CF4661C996EFE6E043814FD881EFE6|1.0|19810401000000|19820331000000|119743.0| |0.0| |0.0|19820101000000|0.0|0.0|0.0| |20000101000000|N|09335-00|86445.0|33298.0|0.0||19930312000000|N|R||G|12500|| | |Paths in Development of Social Competence|C|Y||||||||||||||Y||
14659.0|12CF4661C997EFE6E043814FD881EFE6|1.0|19810401000000|19820331000000|102958.0| |0.0| |0.0|19810101000000|0.0|0.0|0.0| |20000101000000|N|09337-00|77333.0|25625.0|0.0||19930311000000|N|R||G|12500|| | |Tactile Perception of Speech|C|Y||||||||||||||Y||
14712.0|12CF4661C998EFE6E043814FD881EFE6|1.0|19810401000000|19820331000000|85879.0| |0.0| |0.0|19820901000000|0.0|0.0|0.0| |20000101000000|N|09361-00|63076.0|22803.0|0.0||19930312000000|N|R||G|12500|| | |Comparative Studies of Vocal-Sound Perception Bymonkeys|C|Y||||||||||||||Y||
14715.0|12CF4661C999EFE6E043814FD881EFE6|1.0|19810201000000|19820131000000|75000.0| |0.0|BNS-7924477|0.0|19810201000000|0.0|0.0|0.0| |20000101000000|N|09364-00|53192.0|21808.0|0.0||19930311000000|E|A||G|18500|| | |Comparative Studies of Vocal-Sound Perception Bymonkeys|C|Y||||||||||||||Y||
14717.0|12CF4661C99AEFE6E043814FD881EFE6|2.0|19800801000000|19810731000000|19736.0| |0.0|F32 NSA6236-02|0.0|19800901000000|0.0|0.0|0.0| |20000101000000|N|08644-02|19736.0|0.0|0.0||19930311000000|E|A||G|12658|| | |Developmental Use of Multiple Acoustic Cues for Voicing|C|Y||||||||||||||Y||
14749.0|12CF4661C99BEFE6E043814FD881EFE6|1.0|19810301000000|19820228000000|19300.0| |0.0|BNS-8023099|0.0|19810301000000|0.0|0.0|0.0| |20000101000000|N|09375-00|18242.0|1058.0|0.0||19930311000000|N|A||G|18500|| | |Analysis and Interpretation of Speech Spectrograms|C|Y||||||||||||||Y||
14760.0|12CF4661C99CEFE6E043814FD881EFE6|1.0|19810601000000|19830531000000|59986.0| |0.0|BNS-8023301|0.0|19810601000000|0.0|0.0|0.0| |20000101000000|N|09377-00|44416.0|15570.0|0.0||19930311000000|N|A||G|18500|| | |A Process View of Attitude-Behavior Consistency|C|Y||||||||||||||Y||
14886.0|12CF4661C99DEFE6E043814FD881EFE6|1.0|19790701000000|19800630000000|305.0| |0.0|T32-NS07134-01A1S1|0.0|19800901000000|0.0|0.0|0.0|08R1NS12179D|20000101000000|N|07662-32|282.0|23.0|0.0||19930311000000|E|A||G|12658|| | |Sensory Physiology and Biophysics|A|Y||||||||||||||Y||
14931.0|12CF4661C99EEFE6E043814FD881EFE6|1.0|19810301000000|19820228000000|22000.0| |0.0| |0.0|19810301000000|0.0|0.0|0.0| |20000101000000|N|09445-00|18798.0|3202.0|0.0||19930311000000|N|R||G|18500|| | |Undergraduate Research Participation in Psychological Sciences|A|Y||||||||||||||Y||
14998.0|12CF4661C99FEFE6E043814FD881EFE6|1.0|19810901000000|19820831000000|84600.0| |0.0|R01 MH19300-12|0.0|19810901000000|0.0|0.0|0.0| |20000101000000|N|09483-00|60000.0|24600.0|0.0||19930311000000|E|A||G|12851|| | |Basic Processes in Learn -Ing and Behavioral Change|C|Y||||||||||||||Y||
15000.0|12CF4661C9A0EFE6E043814FD881EFE6|1.0|19810701000000|19820630000000|148483.0| |0.0| |0.0|19830601000000|0.0|0.0|0.0| |20000101000000|N|09485-00|140604.0|7879.0|0.0||19930312000000|N|R||G|12500|| | |Specialized Clinical Training in Four Priorityareas|A|Y||||||||||||||Y||
15011.0|12CF4661C9A1EFE6E043814FD881EFE6|1.0|19800101000000|19810531000000|5046.0| |0.0|K02 MH00222-01A1|0.0|19801002000000|0.0|0.0|0.0| |20000101000000|N|08383-30|4673.0|373.0|0.0||19930311000000|E|A||G|12851|| | |Ontogeny of Control and Organization of Behavior|C|Y||||||||||||||Y||
15017.0|12CF4661C9A2EFE6E043814FD881EFE6|2.0|19800820000000|19810819000000|5380.0| |0.0|F32 HD05891-01|0.0|19801001000000|0.0|0.0|0.0| |20000101000000|N|08454-30|5380.0|0.0|0.0||19930311000000|E|A||G|12636|| | |Perceptual Development of Infants - Fellowship|C|Y||||||||||||||Y||
15083.0|12CF4661C9A3EFE6E043814FD881EFE6|1.0|19800801000000|19810731000000|6190.0| |0.0|R01 MH31536-01|0.0|19801101000000|0.0|0.0|0.0| |20000101000000|N|07460-30|4353.0|1837.0|0.0||19930311000000|E|A||G|12851|| | |Cognition Speech and Vulnerability to Schizophrenia|C|Y||||||||||||||Y||
15099.0|12CF4661C9A4EFE6E043814FD881EFE6|1.0|19810701000000|19820630000000|71601.0| |0.0|R01 HD11915-04|0.0|19810701000000|0.0|0.0|0.0| |20000101000000|N|09515-00|52895.0|18706.0|0.0||19930311000000|E|A||G|12636|| | |Perception of Speech and Nonspeech Sounds in Infants|C|Y||||||||||||||Y||
15135.0|12CF4661C9A5EFE6E043814FD881EFE6|1.0|19810701000000|19820630000000|86755.0| |0.0|R01 MH12717-16|0.0|19810801000000|0.0|0.0|0.0|0CR1MH28355D|20000101000000|N|09536-00|64000.0|22755.0|0.0||19930311000000|E|A||G|12851|| | |Information Processing Search and Retrieval|C|Y||||||||||||||Y||
15171.0|12CF4661C9A6EFE6E043814FD881EFE6|1.0|19810701000000|19820630000000|65862.0| |0.0| |0.0|19810601000000|0.0|0.0|0.0| |20000101000000|N|09541-00|49674.0|16188.0|0.0||19930311000000|N|R||G|12500|| | |Social Competence and Aggressive Behavior in Children|C|Y||||||||||||||Y||
15172.0|12CF4661C9A7EFE6E043814FD881EFE6|1.0|19810901000000|19820831000000|33299.0| |0.0| |0.0|19801101000000|0.0|0.0|0.0| |20000101000000|N|09542-00|24852.0|8447.0|0.0||19930311000000|N|R||G|12500|| | |A Process View of Attitude-Behavior Consistency|C|Y||||||||||||||Y||
15193.0|12CF4661C9A8EFE6E043814FD881EFE6|1.0|19810701000000|19820630000000|125962.0| |0.0| |0.0|19830101000000|0.0|0.0|0.0| |20000101000000|N|09559-00|100297.0|25665.0|0.0||19930312000000|N|R||G|12500|| | |Amphetamine Behavioral Neural and Chemical Actions|C|Y||||||||||||||Y||
15202.0|12CF4661C9A9EFE6E043814FD881EFE6|1.0|19800401000000|19810331000000|8037.0| |0.0|R01 HD11915-03S1|0.0|19801101000000|0.0|0.0|0.0| |20000101000000|N|07285-33|5700.0|2337.0|0.0||19930311000000|E|A||G|12636|| | |Perception of Speech and Nonspeech Sounds in Infants|C|Y||||||||||||||Y||
15203.0|12CF4661C9AAEFE6E043814FD881EFE6|1.0|19800901000000|19810831000000|2389.0| |0.0|R01 HD13449-02|0.0|19801101000000|0.0|0.0|0.0| |20000101000000|N|08267-32|0.0|2389.0|0.0||19930311000000|E|A||G|12636|| | |Social Psychological Factors in Adolescent Smoking|C|Y||||||||||||||Y||
15206.0|12CF4661C9ABEFE6E043814FD881EFE6|2.0|19790801000000|19800731000000|270.0| |0.0|F32 N56236-01|0.0|19801101000000|0.0|0.0|0.0| |20000101000000|N|08644-30|270.0|0.0|0.0||19930311000000|E|A||G|12658|| | |Development Use of Multiple Acoustic Cues for Voicing|C|Y||||||||||||||Y||
15221.0|12CF4661C9ACEFE6E043814FD881EFE6|1.0|19820929000000|19830831000000|99448.0| |0.0|R01 AA05004-01A1|0.0|19821001000000|0.0|0.0|0.0| |20000101000000|N|09573-00|82487.0|16961.0|0.0||19930312000000|N|A||G|12851|| | |Alcoholism Risk and the Alcohol-Stress Relationship|C|Y||||||||||||||Y||
15244.0|12CF4661C9ADEFE6E043814FD881EFE6|1.0|||50489.0| |0.0| |0.0|19810701000000|0.0|0.0|0.0| |20000101000000|N|09596-00|37436.0|13053.0|0.0||19930311000000|N|R||G|12500|| | |Developmental and Compar -Ative Aspects in Sensorycoding of Speech Signals|C|Y||||||||||||||Y||
15245.0|12CF4661C9AEEFE6E043814FD881EFE6|1.0|19810701000000|19820630000000|74557.0| |0.0| |0.0|19810701000000|0.0|0.0|0.0| |20000101000000|N|09597-00|53575.0|20982.0|0.0||19930311000000|N|R||G|12500|| | |Behavioral Resemblance in Twins of Known Placental Type|C|Y||||||||||||||Y||
15248.0|12CF4661C9AFEFE6E043814FD881EFE6|1.0|19810701000000|19820630000000|67975.0| |0.0| |0.0|19810301000000|0.0|0.0|0.0| |20000101000000|N|09600-00|51172.0|16803.0|0.0||19930311000000|N|R||G|18500|| | |Social Competence and Aggressive Behavior in Children|C|Y||||||||||||||Y||
15354.0|12CF4661C9B0EFE6E043814FD881EFE6|1.0|19800917000000|19810831000000|2190.0| |0.0|R01 GM29254-01|0.0|19801201000000|0.0|0.0|0.0| |20000101000000|N|08853-30|2190.0|0.0|0.0||19930311000000|E|A||G|12631|| | |Somatosensory Function During Analgesia|C|Y||||||||||||||Y||
15417.0|12CF4661C9B1EFE6E043814FD881EFE6|1.0|19810701000000|19820630000000|42742.0| |0.0|T32 NS07134-03|0.0|19810701000000|0.0|0.0|0.0| |20000101000000|N|07662-03|39576.0|3166.0|0.0||19930311000000|C|A||G|12658|| | |Sensory Physiology and Biophysics|A|Y||||||||||||||Y||
15418.0|12CF4661C9B2EFE6E043814FD881EFE6|1.0|19810301000000|19820228000000|87726.0| |0.0|R01 MH24027-07|0.0|19810301000000|0.0|0.0|0.0| |20000101000000|N|07299-07|62662.0|25064.0|0.0||19930311000000|C|A||G|12851|| | |Perceptual Analysis of Speech Sounds|C|Y||||||||||||||Y||
15484.0|12CF4661C9B3EFE6E043814FD881EFE6|1.0|19810701000000|19820630000000|49434.0| |0.0|CHICAGO COMMUNITY TRUST|0.0|19810401000000|0.0|0.0|0.0| |20000101000000|N|09686-00|44434.0|5000.0|0.0||19930311000000|N|R||N|30493|| | |Effects of Experience and Gender on the Structure of the Hippocampus|C|Y||||||||||||||Y||
15493.0|12CF4661C9B4EFE6E043814FD881EFE6|1.0|19810401000000|19820331000000|43911.0| |0.0|R01 DA02451-03|0.0|19810401000000|0.0|0.0|0.0| |20000101000000|N|07708-03|32364.0|11547.0|0.0||19930311000000|C|A||G|12853|| | |Neuropharmacology of Drugs of Abuse Amphetmine|C|Y||||||||||||||Y||
15547.0|12CF4661C9B5EFE6E043814FD881EFE6|1.0|19810701000000|19820630000000|86646.0| |0.0| |0.0|19811001000000|0.0|0.0|0.0| |20000101000000|N|09730-00|64900.0|21746.0|0.0||19930311000000|N|R||G|12851|| | |Social Competence: a Component-Skills Analysis|C|Y||||||||||||||Y||
15552.0|12CF4661C9B6EFE6E043814FD881EFE6|1.0|19811201000000|19821130000000|46575.0| |0.0| |0.0|19830101000000|0.0|0.0|0.0| |20000101000000|N|09707-00|33032.0|13543.0|0.0||19930312000000|N|R||G|12500|| | |Mechanisms of Action of Acute and Chronic Amphetamine|C|Y||||||||||||||Y||
15556.0|12CF4661C9B7EFE6E043814FD881EFE6|1.0|19810801000000|19820731000000|51379.0| |0.0| |0.0|19810701000000|0.0|0.0|0.0| |20000101000000|N|09711-00|39524.0|11855.0|0.0||19930311000000|N|R||G|18500|| | |Hippocampal Plasticity: the Effects of Experiencegender and Age|C|Y||||||||||||||Y||
15579.0|12CF4661C9B8EFE6E043814FD881EFE6|1.0|19810915000000|19830831000000|59969.0| |0.0|BNS-8109892|0.0|19810901000000|0.0|0.0|0.0| |20000101000000|N|09716-00|42678.0|17291.0|0.0||19930311000000|N|A||G|18500|| | |Phonemic Analysis Ability in Children and Adults|C|Y||||||||||||||Y||
15602.0|12CF4661C9B9EFE6E043814FD881EFE6|1.0|19811201000000|19821130000000|12646.0| |0.0| |0.0|19820801000000|0.0|0.0|0.0| |20000101000000|N|07460-32|8969.0|3677.0|0.0||19930312000000|E|R||G|12851|| | |Cognition Speech and Vulnerability to Schizophrenia|C|Y||||||||||||||Y||
15604.0|12CF4661C9BAEFE6E043814FD881EFE6|1.0|19810801000000|19830731000000|49994.0| |0.0|BNS-7915116|0.0|19810801000000|0.0|0.0|0.0| |20000101000000|N|09744-00|36678.0|13316.0|0.0||19930311000000|E|A||G|18500|| | |Learning Strategy as an Adaptation to Behavioral Development|C|Y||||||||||||||Y||
15607.0|12CF4661C9BBEFE6E043814FD881EFE6|1.0|19810901000000|19830831000000|65278.0| |0.0|BNS-8109888|0.0|19810901000000|0.0|0.0|0.0| |20000101000000|N|09746-00|47819.0|17459.0|0.0||19930311000000|E|A||G|18500|| | |Development of Perception and Categorization|C|Y||||||||||||||Y||
15658.0|12CF4661C9BCEFE6E043814FD881EFE6|1.0|19811201000000|19821130000000|166471.0| |0.0| |0.0|19820901000000|0.0|0.0|0.0| |20000101000000|N|09766-00|129919.0|36552.0|0.0||19930312000000|N|R||G|12500|| | |Components of Emotion During Social Interaction|C|Y||||||||||||||Y||
15669.0|12CF4661C9BDEFE6E043814FD881EFE6|1.0|19810708000000|19830731000000|194916.0| |1000.0|R809152010|0.0|19810801000000|0.0|0.0|0.0| |20000101000000|N|09777-00|142310.0|52606.0|0.0||19930311000000|N|A||G|19275|| | |Effects of Toxic Substances on Memory|C|Y||||||||||||||Y||
15696.0|12CF4661C9BEEFE6E043814FD881EFE6|1.0|19810601000000|19820531000000|40613.0| |0.0|K02 MH000222-02|0.0|19810601000000|0.0|0.0|0.0| |20000101000000|N|08383-02|37605.0|3008.0|0.0||19930311000000|C|A||G|12851|| | |Ontogeny of the Control and Organization of Behavior|C|Y||||||||||||||Y||
15710.0|12CF4661C9BFEFE6E043814FD881EFE6|1.0|19810501000000|19820430000000|38000.0| |0.0|BNS-8005728|0.0|19810501000000|0.0|0.0|0.0| |20000101000000|N|08918-02|26950.0|11050.0|0.0||19930311000000|E|A||G|18500|| | |Sensory Discrimination|C|Y||||||||||||||Y||
15718.0|12CF4661C9C0EFE6E043814FD881EFE6|2.0|19811015000000|19830930000000|0.0||0.0|SER-8162958|0.0|19811001000000|0.0|0.0|0.0|815627001000|19960422000000|N|09797-00|0.0|0.0|0.0||19930311000000|N|A||G|18500||||Integrated Laboratories for Teaching Scientific Psychology|A|Y||||||||||||||Y||
15725.0|12CF4661C9C1EFE6E043814FD881EFE6|1.0|19811201000000|19821130000000|164257.0| |0.0| |0.0|19810701000000|0.0|0.0|0.0| |20000101000000|N|09804-00|129919.0|34338.0|0.0||19930311000000|N|R||G|18500|| | |Components of Emotion During Social Interaction|C|Y||||||||||||||Y||
15726.0|12CF4661C9C2EFE6E043814FD881EFE6|1.0|19820101000000|19821231000000|24203.0| |0.0| |0.0|19810801000000|0.0|0.0|0.0| |20000101000000|N|09805-00|17937.0|6266.0|0.0||19930311000000|N|R||G|18500|| | |Aging Productivity and Problem Choice in the Scientific Career|C|Y||||||||||||||Y||
15728.0|12CF4661C9C3EFE6E043814FD881EFE6|2.0|19810601000000|19820531000000|0.0||0.0|F32 MH08403-01|0.0|19810601000000|0.0|0.0|0.0|0CF1MH10403A|19960222000000|N|09807-00|0.0|0.0|0.0||19930311000000|N|A||G|12851||||Self-Schema and Cross Situational Consistency|C|Y||||||||||||||Y||
15729.0|12CF4661C9C4EFE6E043814FD881EFE6|1.0|19820101000000|19821231000000|77833.0| |500.0| |0.0|19811001000000|0.0|0.0|0.0| |20000101000000|N|09808-00|56765.0|21068.0|0.0||19930311000000|N|R||G|12500|| | |Self-Awareness Reducing Effects of Alcohol|C|Y||||||||||||||Y||
15730.0|12CF4661C9C5EFE6E043814FD881EFE6|1.0|19811201000000|19821130000000|45550.0| |0.0| |0.0|19820901000000|0.0|0.0|0.0| |20000101000000|N|09809-00|33788.0|11762.0|0.0||19930312000000|N|R||G|12500|| | |Learning Strategy as an Adaptation to Behavioral Development|C|Y||||||||||||||Y||
15732.0|12CF4661C9C6EFE6E043814FD881EFE6|1.0|19811201000000|19821130000000|34378.0| |0.0| |0.0|19810901000000|0.0|0.0|0.0| |20000101000000|N|09811-00|25904.0|8474.0|0.0||19930311000000|N|R||G|12500|| | |Development of Perception and Categorization|C|Y||||||||||||||Y||
15733.0|12CF4661C9C7EFE6E043814FD881EFE6|1.0|19820115000000|19830114000000|33915.0| |0.0| |0.0|19810901000000|0.0|0.0|0.0| |20000101000000|N|09812-00|24431.0|9484.0|0.0||19930311000000|N|R||G|12500|| | |Phonemic Analysis Ability in Children and Adults|C|Y||||||||||||||Y||
15741.0|12CF4661C9C8EFE6E043814FD881EFE6|1.0|19810910000000|19840909000000|105975.0| |0.0|MACARTHUR FNDTN|0.0|19811001000000|0.0|0.0|0.0| |20000101000000|N|09820-00|105975.0|0.0|0.0||19930311000000|N|A||N|20535|| | |Effects of Experience and Gender on the Hippocampus and Behavior|C|Y||||||||||||||Y||
15750.0|12CF4661C9C9EFE6E043814FD881EFE6|1.0|19810901000000|19820831000000|27937.0| |0.0| |0.0|19820101000000|0.0|0.0|0.0| |20000101000000|N|09829-00|24293.0|3644.0|0.0||19930312000000|N|R||N|30801|| | |The Amygdaloid Complex: Mediation of Amphetamine and Antipsychotic Drug Effects|C|Y||||||||||||||Y||
15811.0|12CF4661C9CAEFE6E043814FD881EFE6|1.0|19810301000000|19820228000000|20000.0| |0.0|12-2|0.0|19810401000000|0.0|0.0|0.0| |20000101000000|N|08750-30|18182.0|1818.0|0.0||19930311000000|E|A||N|20565|| | |Congenital Eye Misalignment in Human Infants|C|Y||||||||||||||Y||
15923.0|12CF4661C9CBEFE6E043814FD881EFE6|1.0|19810601000000|19820531000000|34654.0| |0.0|R01 MH28355-06|0.0|19810601000000|0.0|0.0|0.0| |20000101000000|N|08075-06|24577.0|10077.0|0.0||19930311000000|C|A||G|12851|| | |Ontogeny of the Control and Organization of Behavior|C|Y||||||||||||||Y||
15924.0|12CF4661C9CCEFE6E043814FD881EFE6|1.0|19810701000000|19820630000000|40613.0| |0.0|K04 HD00309-03|0.0|19810702000000|0.0|0.0|0.0|08R1NS20131A|20000101000000|N|08069-03|37605.0|3008.0|0.0||19930311000000|C|A||G|12636|| | |Effects of Experience on Infant Perceptual Development|C|Y||||||||||||||Y||
15932.0|12CF4661C9CDEFE6E043814FD881EFE6|1.0|19810801000000|19820731000000|40041.0| |0.0|BNS-8013075|0.0|19810801000000|0.0|0.0|0.0| |20000101000000|N|09084-02|28398.0|11643.0|0.0||19930311000000|E|A||G|18500|| | |Development of the Visual System in Human Infants|C|Y||||||||||||||Y||
16000.0|12CF4661C9CEEFE6E043814FD881EFE6|1.0|19810701000000|19820630000000|96413.0| |0.0|R01 NS09783-11|0.0|19810701000000|0.0|0.0|0.0| |20000101000000|N|08725-11|71111.0|25302.0|0.0||19930311000000|C|A||G|12658|| | |Cutaneous Pattern Perception|C|Y||||||||||||||Y||
16070.0|12CF4661C9CFEFE6E043814FD881EFE6|1.0|19820101000000|19821231000000|6802.0| |0.0|DISTILLED SPIRITS COUNCIL|0.0|19811001000000|0.0|0.0|0.0| |20000101000000|N|09950-00|5915.0|887.0|0.0||19930311000000|N|R||N|30493|| | |The Self-Awareness Reducing Effects of Alcohol|C|Y||||||||||||||Y||
16119.0|12CF4661C9D0EFE6E043814FD881EFE6|1.0|19810801000000|19830731000000|22518.0| |0.0| |0.0|19810802000000|0.0|0.0|0.0| |20000101000000|N|09967-00|22518.0|0.0|0.0||19930311000000|N|A||N|20225|| | |Laboratory in Social Psychology|A|Y||||||||||||||Y||
16147.0|12CF4661C9D1EFE6E043814FD881EFE6|1.0|19810801000000|19820731000000|63640.0| |0.0|R01 MH31536-02|0.0|19810801000000|0.0|0.0|0.0| |20000101000000|N|07460-02|46080.0|17560.0|0.0||19930311000000|C|A||G|12851|| | |Cognition Speech and Vulnerability to Schizophrenia|C|Y||||||||||||||Y||
16157.0|12CF4661C9D2EFE6E043814FD881EFE6|1.0|19820101000000|19840831000000|13300.0| |0.0| |0.0|19820401000000|0.0|0.0|0.0| |20000101000000|N|09981-00|13300.0|0.0|0.0||19930312000000|N|R||G|12500|| | |Vocalization Perception in Vervets|C|Y||||||||||||||Y||
16159.0|12CF4661C9D3EFE6E043814FD881EFE6|1.0|19820901000000|19830831000000|71550.0| |0.0|R01 DA02451-04|0.0|19820901000000|0.0|0.0|0.0| |20000101000000|N|09983-00|49500.0|22050.0|0.0||19930312000000|N|A||G|12853|| | |Neuropharmacology of Drugs of Abuse: Amphetamine|C|Y||||||||||||||Y||
