position_nbr|effdt|obj_id|ver_nbr|jobcode|pos_eff_status|descr|descrshort|business_unit|deptid|posn_status|status_dt|budgeted_posn|std_hrs_default|std_hrs_frequency|pos_reg_temp|pos_fte|pos_sal_plan_dflt|pos_grade_dflt|
00008146|20030701000000|37C1865A8F5DE080E043814FD881E080|1.0|000023|A|Faculty/Instructor|Faculty/In|IUBLA|BL-COGS|A|19010101000000|Y|40.0|W|R|1.0|AC1|AAM|
00008189|19010101000000|37C1865A9079E080E043814FD881E080|1.0|002325|A|Faculty/Instructor|Faculty/In|IUBLA|BA-TRAN|A|19010101000000|Y|40.0|W|R|1.0|SS|0A|
00008189|20030511000000|37C1865A9089E080E043814FD881E080|1.0|002325|A|Faculty/Instructor|Faculty/In|IUBLA|BA-PARK|A|19010101000000|Y|40.0|W|R|1.0|SS|0A|
00008311|19010101000000|37C1865A8F50E080E043814FD881E080|1.0|001520|A|Faculty/Instructor|Faculty/In|IUBLA|BA-TRAN|A|19010101000000|Y|40.0|W|R|1.0|PA|10|
00008311|20030501000000|37C1865A8F4FE080E043814FD881E080|1.0|001520|A|Faculty/Instructor|Faculty/In|IUBLA|BA-PARK|A|19010101000000|Y|40.0|W|R|1.0|PA|10|
00008311|20050401000000|37C1865A8F4EE080E043814FD881E080|1.0|004492|A|Faculty/Instructor|Faculty/In|IUBLA|BA-PARK|A|19010101000000|Y|40.0|W|R|1.0|PAO|10|
00008311|20050701000000|37C1865A8F4DE080E043814FD881E080|1.0|004492|A|Faculty/Instructor|Faculty/In|IUBLA|BA-PARK|A|19010101000000|Y|40.0|WN|R|1.0|PAO|10|
00008376|19010101000000|37C1865A90AAE080E043814FD881E080|1.0|001459|A|Faculty/Instructor|Faculty/In|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|PA|09|
00008376|20050401000000|37C1865A90C2E080E043814FD881E080|1.0|004460|A|Faculty/Instructor|Faculty/In|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|PAO|09|
00008376|20050701000000|37C1865A90C5E080E043814FD881E080|1.0|004460|A|Faculty/Instructor|Faculty/In|IUBLA|BL-PSY|A|19010101000000|Y|40.0|WN|R|1.0|PAO|09|
00008588|19010101000000|37C1865A8FE6E080E043814FD881E080|1.0|000077|A|Faculty/Instructor|Faculty/In|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W10|R|1.0|AC1|FCX|
00008993|19010101000000|37C1865A9045E080E043814FD881E080|1.0|001101|A|Faculty/Instructor|Faculty/In|IUBLA|BA-TRAN|A|19010101000000|Y|40.0|W|R|1.0|SM|0I|
00008993|20030511000000|37C1865A9054E080E043814FD881E080|1.0|001101|A|Faculty/Instructor|Faculty/In|IUBLA|BA-PARK|A|19010101000000|Y|40.0|W|R|1.0|SM|0I|
00009186|19010101000000|37C1865A8F3EE080E043814FD881E080|1.0|002191|A|Faculty/Instructor|Faculty/In|IUBLA|BA-TRAN|A|19010101000000|Y|40.0|W|R|1.0|SS|0D|
00009186|20030511000000|37C1865A8F3DE080E043814FD881E080|1.0|002191|A|Faculty/Instructor|Faculty/In|IUBLA|BA-PARK|A|19010101000000|Y|40.0|W|R|1.0|SS|0D|
00009323|19010101000000|37C1865A9046E080E043814FD881E080|1.0|001137|A|Faculty/Instructor|Faculty/In|IUBLA|BA-TRAN|A|19010101000000|Y|40.0|W|R|1.0|SM|0K|
00009323|20030511000000|37C1865A9055E080E043814FD881E080|1.0|001137|A|Faculty/Instructor|Faculty/In|IUBLA|BA-PARK|A|19010101000000|Y|40.0|W|R|1.0|SM|0K|
00009324|19010101000000|37C1865A901AE080E043814FD881E080|1.0|001137|A|Faculty/Instructor|Faculty/In|IUBLA|BA-TRAN|A|19010101000000|Y|40.0|W|R|1.0|SM|0K|
00009324|20030511000000|37C1865A9024E080E043814FD881E080|1.0|001137|A|Faculty/Instructor|Faculty/In|IUBLA|BA-PARK|A|19010101000000|Y|40.0|W|R|1.0|SM|0K|
00009335|19010101000000|37C1865A907AE080E043814FD881E080|1.0|002218|A|Faculty/Instructor|Faculty/In|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0G|
00009362|19010101000000|37C1865A8FE7E080E043814FD881E080|1.0|002200|A|Faculty/Instructor|Faculty/In|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0F|
00009529|19010101000000|37C1865A8F36E080E043814FD881E080|1.0|002454|A|Faculty/Instructor|Faculty/In|IUBLA|BA-TRAN|A|19010101000000|Y|40.0|W|R|1.0|SS|0I|
00009529|20030511000000|37C1865A8F35E080E043814FD881E080|1.0|002454|A|Faculty/Instructor|Faculty/In|IUBLA|BA-PARK|A|19010101000000|Y|40.0|W|R|1.0|SS|0I|
00009529|20030911000000|37C1865A8F34E080E043814FD881E080|1.0|001619|A|Faculty/Instructor|Faculty/In|IUBLA|BA-PARK|A|19010101000000|Y|40.0|W|R|1.0|PA|11|
00009529|20050701000000|37C1865A8F33E080E043814FD881E080|1.0|001619|A|Faculty/Instructor|Faculty/In|IUBLA|BA-PARK|A|19010101000000|Y|40.0|W|R|1.0|PAE|11|
00009864|19010101000000|37C1865A8FBFE080E043814FD881E080|1.0|002425|A|Faculty/Instructor|Faculty/In|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0G|
00010194|19010101000000|37C1865A90ABE080E043814FD881E080|1.0|002273|A|Faculty/Instructor|Faculty/In|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0F|
00011139|19010101000000|37C1865A8FABE080E043814FD881E080|1.0|002425|A|Faculty/Instructor|Faculty/In|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0G|
00011139|20050104000000|37C1865A8FAAE080E043814FD881E080|1.0|002426|A|Faculty/Instructor|Faculty/In|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0H|
00011139|20060327000000|37C1865A8FA9E080E043814FD881E080|1.0|002426|A|Faculty/Instructor|Faculty/In|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0H|
00011139|20060330000000|37C1865A8FA8E080E043814FD881E080|1.0|002199|A|Faculty/Instructor|Faculty/In|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0D|
00011884|19010101000000|37C1865A8FAFE080E043814FD881E080|1.0|002199|A|Fellowship|Rsc Fellow|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0D|
00011928|19010101000000|37C1865A907BE080E043814FD881E080|1.0|002288|A|Fin & Res Coord|PROF STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0F|
00011966|19010101000000|37C1865A901BE080E043814FD881E080|1.0|000137|A|Fin Records Analyst|PROF STF|IUINA|IN-NEUR|A|19010101000000|Y|40.0|W|R|1.0|AC1|RSX|
00012001|19010101000000|37C1865A8FADE080E043814FD881E080|1.0|002199|A|Fin Records Analyst|PROF STF|IUBLA|BA-RPAS|A|19010101000000|Y|40.0|W|R|1.0|SS|0D|
00012005|19010101000000|37C1865A8FBBE080E043814FD881E080|1.0|002425|A|Financial And Resear|PROF STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0G|
00012017|19010101000000|37C1865A8FE8E080E043814FD881E080|1.0|002425|A|Grad Assistant Summer Only|GradAstSum|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0G|
00012043|19010101000000|37C1865A8FE9E080E043814FD881E080|1.0|002089|A|Graduate Assistant|Graduate A|IUINA|IN-OTHN|A|19010101000000|Y|20.0|W|R|0.5|PA|10|
00012043|20030609000000|37C1865A8FFDE080E043814FD881E080|1.0|002089|A|Graduate Assistant|Graduate A|IUINA|IN-OTHN|A|19010101000000|Y|40.0|W|R|1.0|PA|10|
00012043|20050401000000|37C1865A9003E080E043814FD881E080|1.0|004024|A|Grant Compliance Mon|PROF STF|IUINA|IN-OTHN|A|19010101000000|Y|40.0|W|R|1.0|PAO|10|
00012043|20050701000000|37C1865A9006E080E043814FD881E080|1.0|004024|A|HR Coord|PROF STF|IUINA|IN-OTHN|A|19010101000000|Y|40.0|WN|R|1.0|PAO|10|
00012043|20060301000000|37C1865A9009E080E043814FD881E080|1.0|003795|A|Hourly Staff|HRLY STF|IUINA|IN-OTHN|A|19010101000000|Y|40.0|W|R|1.0|PAE|12|
00012200|19010101000000|37C1865A8FEAE080E043814FD881E080|1.0|002426|A|Hourly Staff|HRLY STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0H|
00012392|19010101000000|37C1865A8FC2E080E043814FD881E080|1.0|002409|A|Hourly Staff|HRLY STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0F|
00012392|20060119000000|37C1865A8FC1E080E043814FD881E080|1.0|002409|A|Hourly Staff|HRLY STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0F|
00012392|20060226000000|37C1865A8FC0E080E043814FD881E080|1.0|002425|A|Hourly Staff|HRLY STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0G|
00012393|19010101000000|37C1865A8F8EE080E043814FD881E080|1.0|002199|A|Hr Coord|PROF STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0D|
00012399|19010101000000|37C1865A8FEBE080E043814FD881E080|1.0|002425|I|Instrument Designer|PROF STF|IUBLA|BL-PSY|D|19010101000000|Y|40.0|W|R|1.0|SS|0G|
00012417|19010101000000|37C1865A9047E080E043814FD881E080|1.0|002259|A|Instrument Dsgn|PROF STF|IUBLA|BA-TRAN|A|19010101000000|Y|40.0|W|R|1.0|SS|0G|
00012417|20021202000000|37C1865A904EE080E043814FD881E080|1.0|002263|A|Instrument Dsgn|PROF STF|IUBLA|BA-TRAN|A|19010101000000|Y|40.0|W|R|1.0|SS|0G|
00012417|20030511000000|37C1865A9058E080E043814FD881E080|1.0|002263|A|LAB. TECH. IV|SUPP STF|IUBLA|BA-PARK|A|19010101000000|Y|40.0|W|R|1.0|SS|0G|
00012417|20041029000000|37C1865A9064E080E043814FD881E080|1.0|002263|A|Lab Coordinator|PROF STF|IUBLA|BA-PARK|A|19010101000000|Y|40.0|W|R|1.0|SS|0G|
00012417|20061023000000|37C1865A906EE080E043814FD881E080|1.0|002263|A|Lab Tech II|SUPP STF|IUBLA|BA-PARK|A|19010101000000|Y|40.0|W|R|1.0|SS|0G|
00012417|20070119000000|37C1865A906FE080E043814FD881E080|1.0|004473|A|Lab Tech III|SUPP STF|IUBLA|BA-PARK|A|19010101000000|Y|40.0|WN|R|1.0|PAO|10|
00012431|19010101000000|37C1865A8F41E080E043814FD881E080|1.0|002446|A|Lab Tech III|SUPP STF|IUBLA|BA-TRAN|A|19010101000000|Y|40.0|W|R|1.0|SS|0G|
00012431|20030511000000|37C1865A8F40E080E043814FD881E080|1.0|002446|A|Lab Tech III|SUPP STF|IUBLA|BA-PARK|A|19010101000000|Y|40.0|W|R|1.0|SS|0G|
00012431|20030911000000|37C1865A8F3FE080E043814FD881E080|1.0|002446|A|Lab Tech III|PROF STF|IUBLA|BA-PARK|A|19010101000000|Y|40.0|W|R|1.0|SS|0G|
00012703|19010101000000|37C1865A8FB8E080E043814FD881E080|1.0|000136|A|Lab Tech III|SUPP STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|AC1|RSX|
00012774|19010101000000|37C1865A8FECE080E043814FD881E080|1.0|002199|A|Lab Tech III|SUPP STF|IUBLA|BA-TRAN|A|19010101000000|Y|40.0|W|R|1.0|SS|0D|
00012774|20030511000000|37C1865A8FFAE080E043814FD881E080|1.0|002199|A|Lab Tech III|SUPP STF|IUBLA|BA-PARK|A|19010101000000|Y|40.0|W|R|1.0|SS|0D|
00012860|19010101000000|37C1865A8FEDE080E043814FD881E080|1.0|000991|A|Lab Tech III|SUPP STF|IUINA|IN-PSYC|A|19010101000000|Y|40.0|W|R|1.0|TE|07|
00012860|20030707000000|37C1865A8FFEE080E043814FD881E080|1.0|001001|A|Lab Tech III|SUPP STF|IUINA|IN-PSYC|A|19010101000000|Y|40.0|W|R|1.0|TE|07|
00012860|20061101000000|37C1865A900DE080E043814FD881E080|1.0|004024|A|Lab Tech III|SUPP STF|IUINA|IN-PSYC|A|19010101000000|Y|40.0|WN|R|1.0|PAO|10|
00013158|19010101000000|37C1865A8FEEE080E043814FD881E080|1.0|000101|A|Lab Tech III|SUPP STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W10|R|1.0|AC1|FTX|
00013240|19010101000000|37C1865A9048E080E043814FD881E080|1.0|000101|A|Lab Tech III|SUPP STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W10|R|1.0|AC1|FTX|
00013242|19010101000000|37C1865A8FAEE080E043814FD881E080|1.0|000136|A|Lab Tech III|SUPP STF|IUBLA|BL-KINS|A|19010101000000|Y|40.0|W|R|1.0|AC1|RSX|
00013299|19010101000000|37C1865A8F5FE080E043814FD881E080|1.0|000101|A|Lab Tech III|SUPP STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W10|R|1.0|AC1|FTX|
00013427|19010101000000|37C1865A8F6AE080E043814FD881E080|1.0|000101|A|Lab Tech III|PROF STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W10|R|1.0|AC1|FTX|
00013642|19010101000000|37C1865A907CE080E043814FD881E080|1.0|002409|A|Lab Tech III|SUPP STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0F|
00013642|20030720000000|37C1865A908BE080E043814FD881E080|1.0|002425|A|Lab Tech IV|PROF STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0G|
00013674|19010101000000|37C1865A8F6BE080E043814FD881E080|1.0|000101|A|Lab Tech IV|SUPP STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W10|R|1.0|AC1|FTX|
00013842|19010101000000|37C1865A8FBEE080E043814FD881E080|1.0|001617|A|Lab Tech IV|SUPP STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|PA|11|
00013842|20050401000000|37C1865A8FBDE080E043814FD881E080|1.0|004511|A|Lab Tech IV|SUPP STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|PAO|11|
00013842|20050701000000|37C1865A8FBCE080E043814FD881E080|1.0|004511|A|Lab Tech IV|PROF STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|WN|R|1.0|PAO|11|
00014351|19010101000000|37C1865A901CE080E043814FD881E080|1.0|000101|A|Lab Tech IV|PROF STF|IUBLA|BL-FOLK|A|19010101000000|Y|40.0|W10|R|1.0|AC1|FTX|
00014351|20031216000000|37C1865A9027E080E043814FD881E080|1.0|000101|A|Lab Tech IV|SUPP STF|IUBLA|BL-FOLK|A|19010101000000|Y|20.0|W|R|0.5|AC1|FTX|
00014351|20070701000000|37C1865A9036E080E043814FD881E080|1.0|000101|A|Lab Tech IV|SUPP STF|IUBLA|BL-FOLK|A|19010101000000|Y|40.0|W10|R|1.0|AC1|FTX|
00014462|19010101000000|37C1865A90ACE080E043814FD881E080|1.0|001505|A|Lab Tech IV|PROF STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|PA|10|
00014462|20050401000000|37C1865A90C3E080E043814FD881E080|1.0|004455|A|Lab Tech IV|SUPP STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|PAO|10|
00014462|20050701000000|37C1865A90C6E080E043814FD881E080|1.0|004455|A|Lab Tech IV|SUPP STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|WN|R|1.0|PAO|10|
00014644|19010101000000|37C1865A901DE080E043814FD881E080|1.0|002325|A|Lab Tech IV|SUPP STF|IUBLA|BA-TRAN|A|19010101000000|Y|40.0|W|R|1.0|SS|0A|
00014644|20030511000000|37C1865A9025E080E043814FD881E080|1.0|002325|A|Lab Tech IV|PROF STF|IUBLA|BA-PARK|A|19010101000000|Y|40.0|W|R|1.0|SS|0A|
00014789|19010101000000|37C1865A8F32E080E043814FD881E080|1.0|001800|A|Lab Tech IV|PROF STF|IUBLA|BL-BUS|A|19010101000000|Y|40.0|W|R|1.0|PA|16|
00014789|20050701000000|37C1865A8F31E080E043814FD881E080|1.0|001800|A|Lab Tech IV|PROF STF|IUBLA|BL-BUS|A|19010101000000|Y|40.0|W|R|1.0|PAE|16|
00014789|20050801000000|37C1865A8F30E080E043814FD881E080|1.0|001800|A|Lab Tech IV|PROF STF|IUBLA|BA-BUSS|A|19010101000000|Y|40.0|W|R|1.0|PAE|16|
00014806|19010101000000|37C1865A8FEFE080E043814FD881E080|1.0|001481|A|Lab Tech IV|SUPP STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|PA|10|
00014806|20050401000000|37C1865A9005E080E043814FD881E080|1.0|003958|A|Lab Tech IV|SUPP STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|PAE|10|
00014986|19010101000000|37C1865A9049E080E043814FD881E080|1.0|001137|A|Lab Tech IV|PROF STF|IUBLA|BA-TRAN|A|19010101000000|Y|40.0|W|R|1.0|SM|0K|
00014986|20030511000000|37C1865A9056E080E043814FD881E080|1.0|001137|A|Lab Tech IV|PROF STF|IUBLA|BA-PARK|A|19010101000000|Y|40.0|W|R|1.0|SM|0K|
00015122|19010101000000|37C1865A901EE080E043814FD881E080|1.0|001494|A|Lab Tech IV|PROF STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|PA|10|
00015122|20050401000000|37C1865A9029E080E043814FD881E080|1.0|003960|A|Lab Tech SSOF|SUPP STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|PAE|10|
00015209|19010101000000|37C1865A90ADE080E043814FD881E080|1.0|002325|A|Lab Tech V|SUPP STF|IUBLA|BA-TRAN|A|19010101000000|Y|40.0|W|R|1.0|SS|0A|
00015209|20030511000000|37C1865A90B5E080E043814FD881E080|1.0|002325|A|Lab Tech V|SUPP STF|IUBLA|BA-PARK|A|19010101000000|Y|40.0|W|R|1.0|SS|0A|
00015213|19010101000000|37C1865A90AEE080E043814FD881E080|1.0|001732|A|Lab Tech V|SUPP STF|IUBLA|BA-TRAN|A|19010101000000|Y|40.0|W|R|1.0|PA|13|
00015213|20030501000000|37C1865A90B3E080E043814FD881E080|1.0|001732|A|Lab Tech V|SUPP STF|IUBLA|BA-PARK|A|19010101000000|Y|40.0|W|R|1.0|PA|13|
00015213|20050701000000|37C1865A90C7E080E043814FD881E080|1.0|001732|A|Lab Tech V|SUPP STF|IUBLA|BA-PARK|A|19010101000000|Y|40.0|W|R|1.0|PAE|13|
00015281|19010101000000|37C1865A8F44E080E043814FD881E080|1.0|002216|A|Lab Tech V|SUPP STF|IUBLA|BA-TRAN|A|19010101000000|Y|40.0|W|R|1.0|SS|0D|
00015281|20030511000000|37C1865A8F43E080E043814FD881E080|1.0|002216|A|Lab Tech V|SUPP STF|IUBLA|BA-PARK|A|19010101000000|Y|40.0|W|R|1.0|SS|0D|
00015281|20030803000000|37C1865A8F42E080E043814FD881E080|1.0|002216|A|Lab Tech V|SUPP STF|IUBLA|BA-PARK|A|19010101000000|Y|40.0|W|R|1.0|SS|0D|
00015441|19010101000000|37C1865A8F85E080E043814FD881E080|1.0|002403|A|Lab. Tech IV|SUPP STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0D|
00015441|20070729000000|37C1865A8F84E080E043814FD881E080|1.0|002403|A|Lecturer|Lecturer|IUBLA|BL-LARS|A|19010101000000|Y|40.0|W|R|1.0|SS|0D|
00016117|19010101000000|37C1865A907DE080E043814FD881E080|1.0|000104|A|Lecturer|Lecturer|IUINA|IN-PSYC|A|19010101000000|Y|40.0|W|R|1.0|AC1|FTX|
00016150|19010101000000|37C1865A8F81E080E043814FD881E080|1.0|002454|A|Lecturer|Lecturer|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0I|
00016310|19010101000000|37C1865A8F7DE080E043814FD881E080|1.0|001481|A|Lecturer|Lecturer|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|PA|10|
00016310|20050401000000|37C1865A8F7CE080E043814FD881E080|1.0|004471|A|Media And Communications Coord|SUPP STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|PAO|10|
00016310|20050701000000|37C1865A8F7BE080E043814FD881E080|1.0|004471|A|MetaCyt Information Mgr|PROF STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|WN|R|1.0|PAO|10|
00016324|19010101000000|37C1865A8F88E080E043814FD881E080|1.0|002232|A|MetaCyt Information Mgr|PROF STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0D|
00016324|20051111000000|37C1865A8F87E080E043814FD881E080|1.0|002232|A|Mgr Parking Oper|PROF STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0D|
00016324|20051218000000|37C1865A8F86E080E043814FD881E080|1.0|002288|A|Mgr Parking Oper|PROF STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0F|
00016473|19010101000000|37C1865A8F80E080E043814FD881E080|1.0|001514|A|Mgr, Lit Iupui & Regional Camp|PROF STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|PA|10|
00016473|20050401000000|37C1865A8F7FE080E043814FD881E080|1.0|004512|A|Mgr, Lit Iupui & Regional Camp|PROF STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|PAO|10|
00016473|20050701000000|37C1865A8F7EE080E043814FD881E080|1.0|004512|A|Mgr. Of Parking Oper|PROF STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|WN|R|1.0|PAO|10|
00016603|19010101000000|37C1865A8FF0E080E043814FD881E080|1.0|001480|A|Neuropsych Technician|TECH STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|PA|10|
00016603|20050401000000|37C1865A9004E080E043814FD881E080|1.0|003960|A|Neuropsychology Tech|TECH STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|PAE|10|
00016955|19010101000000|37C1865A8F74E080E043814FD881E080|1.0|001777|A|Neuropsychology Technician|TECH STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|PA|15|
00016955|20050701000000|37C1865A8F73E080E043814FD881E080|1.0|001777|A|Neuropsychology Technician|CLER STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|PAE|15|
00017008|19010101000000|37C1865A8F97E080E043814FD881E080|1.0|000132|A|Ofc Services Asst|PROF STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|AC1|RSS|
00017031|19010101000000|37C1865A8F76E080E043814FD881E080|1.0|001481|A|Ofc Services Asst|PROF STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|PA|10|
00017031|20050401000000|37C1865A8F75E080E043814FD881E080|1.0|003958|A|Ofc Services Asst|PROF STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|PAE|10|
00017052|19010101000000|37C1865A8FF1E080E043814FD881E080|1.0|002024|A|Ofc Services Asst|PROF STF|IUBLA|BL-LIBR|A|19010101000000|Y|40.0|W|R|1.0|PA|15|
00017052|20050701000000|37C1865A9007E080E043814FD881E080|1.0|002024|A|Ofc Services Asst|PROF STF|IUBLA|BL-LIBR|A|19010101000000|Y|40.0|W|R|1.0|PAE|15|
00017098|19010101000000|37C1865A90AFE080E043814FD881E080|1.0|002200|A|Ofc Services Asst|PROF STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0F|
00017149|19010101000000|37C1865A907EE080E043814FD881E080|1.0|001749|A|Ofc Services Asst|PROF STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|PA|13|
00017149|20050701000000|37C1865A9092E080E043814FD881E080|1.0|001749|A|Ofc Services Asst Sr|SUPP STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|PAE|13|
00017313|19010101000000|37C1865A904AE080E043814FD881E080|1.0|001137|A|Ofc Services Asst Sr|SUPP STF|IUBLA|BA-TRAN|A|19010101000000|Y|40.0|W|R|1.0|SM|0K|
00017313|20030511000000|37C1865A9057E080E043814FD881E080|1.0|001137|A|Ofc Services Asst Sr|SUPP STF|IUBLA|BA-PARK|A|19010101000000|Y|40.0|W|R|1.0|SM|0K|
00017659|19010101000000|37C1865A904BE080E043814FD881E080|1.0|001727|A|Ofc Services Asst Sr|SUPP STF|IUBLA|BL-AXSV|A|19010101000000|Y|40.0|W|R|1.0|PA|13|
00017659|20050701000000|37C1865A9066E080E043814FD881E080|1.0|001727|A|Office Ser Asst|SUPP STF|IUBLA|BL-AXSV|A|19010101000000|Y|40.0|W|R|1.0|PAE|13|
00017659|20070710000000|37C1865A9070E080E043814FD881E080|1.0|001727|A|Office Ser Asst|SUPP STF|IUBLA|BA-RPAS|A|19010101000000|Y|40.0|W|R|1.0|PAE|13|
00017884|19010101000000|37C1865A907FE080E043814FD881E080|1.0|001588|A|Overtime Only Hrly Staff|HRLY OVT|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|PA|11|
00017884|20050401000000|37C1865A9091E080E043814FD881E080|1.0|004456|A|PERF Hourly|PERF Hrly|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|PAO|11|
00017884|20050701000000|37C1865A9093E080E043814FD881E080|1.0|004456|A|PERF Hourly Staff|HRLY STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|WN|R|1.0|PAO|11|
00018034|19010101000000|37C1865A9080E080E043814FD881E080|1.0|000104|A|Parking Lot Attd|SUPP STF|IUINA|IN-PSYC|A|19010101000000|Y|40.0|W|R|1.0|AC1|FTX|
00018053|19010101000000|37C1865A8FF2E080E043814FD881E080|1.0|002403|A|Parking Lot Attd|SUPP STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0D|
00018053|20070729000000|37C1865A9010E080E043814FD881E080|1.0|002403|A|Parking Lot Attd|SUPP STF|IUBLA|BL-LARS|A|19010101000000|Y|40.0|W|R|1.0|SS|0D|
00018526|19010101000000|37C1865A9081E080E043814FD881E080|1.0|002193|A|Parking Lot Attd|SUPP STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0F|
00018590|19010101000000|37C1865A8FF3E080E043814FD881E080|1.0|002199|A|Parking Lot Attndt|SUPP STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0D|
00018785|19010101000000|37C1865A8F52E080E043814FD881E080|1.0|001137|A|Parking Lot Attndt|SUPP STF|IUBLA|BA-TRAN|A|19010101000000|Y|40.0|W|R|1.0|SM|0K|
00018785|20030511000000|37C1865A8F51E080E043814FD881E080|1.0|001137|A|Parking Lot Attndt|SUPP STF|IUBLA|BA-PARK|A|19010101000000|Y|40.0|W|R|1.0|SM|0K|
00019192|19010101000000|37C1865A8F89E080E043814FD881E080|1.0|002191|A|Parking Lot Attndt|SUPP STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0D|
00019196|19010101000000|37C1865A8F39E080E043814FD881E080|1.0|001864|A|Parking Maint Wkr|SER STF|IUBLA|BA-TRAN|A|19010101000000|Y|40.0|W|R|1.0|PA|19|
00019196|20030501000000|37C1865A8F38E080E043814FD881E080|1.0|001864|A|Parking Maintenance Worker|SER STF|IUBLA|BA-BUSS|A|19010101000000|Y|40.0|W|R|1.0|PA|19|
