fdoc_nbr|fdoc_typ_cd|obj_id|ver_nbr|fdoc_100_dlr_amt|fdoc_50_dlr_amt|fdoc_20_dlr_amt|fdoc_10_dlr_amt|fdoc_5_dlr_amt|fdoc_2_dlr_amt|fdoc_1_dlr_amt|fdoc_othr_dlr_amt|cshr_stat_cd|
GL0399304|CD|13EDF61016E44072E043814FD8814072|1.0|100.0|50.0|1460.0|60.0|85.0||5.0||X|
GL0399304|CR|13EDF61016E54072E043814FD8814072|1.0|100.0|50.0|1460.0|60.0|85.0||5.0||R|
GL5464104|CD|13EDF6100DBB4072E043814FD8814072|1.0|||220.0|40.0|||2.0||X|
GL5464104|CR|13EDF6100DBC4072E043814FD8814072|1.0|||220.0|40.0|||2.0||R|
GM7279504|CD|13EDF61012B84072E043814FD8814072|1.0|||100.0||15.0||4.0||X|
GM7279504|CR|13EDF61012B94072E043814FD8814072|1.0|||100.0||15.0||4.0||R|
GO2179604|CD|13EDF6100FE24072E043814FD8814072|1.0|||20.0|0.0|10.0||3.0||X|
GO2179604|CR|13EDF6100FE34072E043814FD8814072|1.0|||20.0|10.0|||3.0||R|
GO8430104|CD|13EDF61014C54072E043814FD8814072|1.0|||40.0|20.0|5.0||1.0||X|
GO8430104|CR|13EDF61014C64072E043814FD8814072|1.0|||40.0|20.0|5.0||1.0||R|
GP2501304|CD|13EDF6100BE14072E043814FD8814072|1.0|||40.0||||3.0||X|
GP2501304|CR|13EDF6100BE24072E043814FD8814072|1.0|||40.0||||3.0||R|
GP2730204|CD|13EDF6100FE64072E043814FD8814072|1.0|||260.0|10.0|||1.0||X|
GP2730204|CR|13EDF6100FE74072E043814FD8814072|1.0|||260.0|10.0|||1.0||R|
GP3968404|CD|13EDF61015BB4072E043814FD8814072|1.0|||240.0|10.0|5.0||6.0||X|
GP3968404|CR|13EDF61015BC4072E043814FD8814072|1.0|||240.0|10.0|5.0||6.0||R|
GP5537504|CD|13EDF61016B84072E043814FD8814072|1.0|||20.0|60.0|35.0||23.0||X|
GP5537504|CR|13EDF61016B94072E043814FD8814072|1.0|||20.0|60.0|35.0||23.0||R|
GP5802104|CD|13EDF61011194072E043814FD8814072|1.0|||420.0|20.0|15.0||6.0||X|
GP5802104|CR|13EDF610111A4072E043814FD8814072|1.0|||420.0|20.0|15.0||6.0||R|
GQ0594104|CD|13EDF6100C384072E043814FD8814072|1.0|||40.0|20.0|||5.0||X|
GQ0594104|CR|13EDF6100C394072E043814FD8814072|1.0|||40.0|20.0|||5.0||R|
GQ0911304|CD|13EDF610142E4072E043814FD8814072|1.0|||140.0|20.0|40.0||3.0||X|
GQ0911304|CR|13EDF610142F4072E043814FD8814072|1.0|||140.0|20.0|40.0||3.0||R|
GQ1342704|CD|13EDF61010C14072E043814FD8814072|1.0|||220.0||5.0||9.0||X|
GQ1342704|CR|13EDF61010C24072E043814FD8814072|1.0|||220.0||5.0||9.0||R|
GQ4001804|CD|13EDF6100C464072E043814FD8814072|1.0|||160.0||25.0||9.0||X|
GQ4001804|CR|13EDF6100C474072E043814FD8814072|1.0|||160.0||25.0||9.0||R|
GQ5509504|CD|13EDF6100FA64072E043814FD8814072|1.0|||||||10.0||X|
GQ5509504|CR|13EDF6100FA74072E043814FD8814072|1.0|||||||10.0||R|
GQ8782004|CD|13EDF61016A64072E043814FD8814072|1.0|||140.0||||1.0||X|
GQ8782004|CR|13EDF61016A74072E043814FD8814072|1.0|||140.0||||1.0||R|
GS4636404|CD|13EDF6100C4E4072E043814FD8814072|1.0|100.0|50.0|80.0|30.0|||4.0||X|
GS4636404|CR|13EDF6100C4F4072E043814FD8814072|1.0|100.0|50.0|80.0|30.0|||4.0||R|
GT1999604|CD|13EDF61016124072E043814FD8814072|1.0|||220.0|10.0|5.0||||X|
GT1999604|CR|13EDF61016134072E043814FD8814072|1.0|||220.0|10.0|5.0||||R|
GU3657104|CD|13EDF61016CE4072E043814FD8814072|1.0|||340.0|60.0|45.0||12.0||X|
GU3657104|CR|13EDF61016CF4072E043814FD8814072|1.0|||340.0|60.0|45.0||12.0||R|
GU7613704|CD|13EDF61015634072E043814FD8814072|1.0|100.0||340.0|10.0|||||X|
GU7613704|CR|13EDF61015644072E043814FD8814072|1.0|100.0||340.0|10.0|||||R|
GV1406904|CD|13EDF6100CA04072E043814FD8814072|1.0|||80.0|30.0|||3.0||X|
GV1406904|CR|13EDF6100CA14072E043814FD8814072|1.0|||80.0|30.0|||3.0||R|
GV5374804|CD|13EDF6100C014072E043814FD8814072|1.0|||40.0||5.0||||X|
GV5374804|CR|13EDF6100C024072E043814FD8814072|1.0|||40.0||5.0||||R|
GV6245204|CD|13EDF61013684072E043814FD8814072|1.0|||||5.0||2.0||X|
GV6245204|CR|13EDF61013694072E043814FD8814072|1.0|||||5.0||2.0||R|
GV8100904|CD|13EDF610179C4072E043814FD8814072|1.0|||20.0||5.0||2.0||X|
GV8100904|CR|13EDF610179D4072E043814FD8814072|1.0|||20.0||5.0||2.0||R|
GW2070004|CD|13EDF61013AC4072E043814FD8814072|1.0|||100.0|80.0|5.0||10.0||X|
GW2070004|CR|13EDF61013AD4072E043814FD8814072|1.0|||100.0|80.0|5.0||10.0||R|
GW2706404|CD|13EDF6100F2C4072E043814FD8814072|1.0|||1540.0|140.0|60.0||71.0||X|
GW2706404|CR|13EDF6100F2D4072E043814FD8814072|1.0|||1540.0|140.0|60.0||71.0||R|
GX0398304|CD|13EDF61014714072E043814FD8814072|1.0|||140.0|30.0|||6.0||X|
GX0398304|CR|13EDF61014724072E043814FD8814072|1.0|||140.0|30.0|||6.0||R|
GY2001604|CD|13EDF61014D34072E043814FD8814072|1.0|||300.0|10.0|30.0||19.0||X|
GY2001604|CR|13EDF61014D44072E043814FD8814072|1.0|||300.0|10.0|30.0||19.0||R|
GY3126404|CD|13EDF6100DA94072E043814FD8814072|1.0|||40.0||||4.0||X|
GY3126404|CR|13EDF6100DAA4072E043814FD8814072|1.0|||40.0||||4.0||R|
HA4661404|CD|13EDF6100BFB4072E043814FD8814072|1.0|||140.0||35.0||6.0||X|
HA4661404|CR|13EDF6100BFC4072E043814FD8814072|1.0|||140.0||35.0||6.0||R|
HA8394504|CD|13EDF61016A44072E043814FD8814072|1.0|||1440.0|40.0|95.0||25.0||X|
HA8394504|CR|13EDF61016A54072E043814FD8814072|1.0|||1440.0|40.0|95.0||25.0||R|
HB2420304|CD|13EDF610104B4072E043814FD8814072|1.0|||140.0|20.0|10.0||||X|
HB2420304|CR|13EDF610104C4072E043814FD8814072|1.0|||140.0|20.0|10.0||||R|
HB3659604|CD|13EDF6100EEC4072E043814FD8814072|1.0|||40.0||||||X|
HB3659604|CR|13EDF6100EED4072E043814FD8814072|1.0|||40.0||||||R|
HB7913504|CD|13EDF61014504072E043814FD8814072|1.0|||180.0|10.0|||2.0||X|
HB7913504|CR|13EDF61014514072E043814FD8814072|1.0|||180.0|10.0|||2.0||R|
HC5693804|CD|13EDF61012544072E043814FD8814072|1.0|||620.0|40.0|35.0||4.0||X|
HC5693804|CR|13EDF61012554072E043814FD8814072|1.0|||620.0|40.0|35.0||4.0||R|
HE0070504|CD|13EDF61010454072E043814FD8814072|1.0|||840.0|160.0|60.0||8.0||X|
HE0070504|CR|13EDF61010464072E043814FD8814072|1.0|||840.0|160.0|60.0||8.0||R|
HE5566404|CD|13EDF61012684072E043814FD8814072|1.0||50.0|940.0|190.0|195.0||115.0||X|
HE5566404|CR|13EDF61012694072E043814FD8814072|1.0||50.0|940.0|190.0|195.0||115.0||R|
HE6647304|CD|13EDF61012884072E043814FD8814072|1.0|||240.0|50.0|45.0||3.0||X|
HE6647304|CR|13EDF61012894072E043814FD8814072|1.0|||240.0|50.0|45.0||3.0||R|
HF4321704|CD|13EDF61016B64072E043814FD8814072|1.0|100.0|100.0|80.0||5.0||4.0||X|
HF4321704|CR|13EDF61016B74072E043814FD8814072|1.0|100.0|100.0|80.0||5.0||4.0||R|
HH2002504|CD|13EDF610167C4072E043814FD8814072|1.0|||20.0||||14.0||X|
HH2002504|CR|13EDF610167D4072E043814FD8814072|1.0|||20.0||||14.0||R|
HH4617704|CD|13EDF61016094072E043814FD8814072|1.0||||40.0|||5.0||X|
HH4617704|CR|13EDF610160A4072E043814FD8814072|1.0||||40.0|||5.0||R|
HH6270404|CD|13EDF6100E0D4072E043814FD8814072|1.0|||60.0||||3.0||X|
HH6270404|CR|13EDF6100E0E4072E043814FD8814072|1.0|||60.0||||3.0||R|
HH7076304|CD|13EDF61017CE4072E043814FD8814072|1.0||50.0|100.0||5.0||11.0||X|
HH7076304|CR|13EDF61017CF4072E043814FD8814072|1.0||50.0|100.0||5.0||11.0||R|
HI0058704|CD|13EDF610134E4072E043814FD8814072|1.0|||220.0|80.0|75.0||35.0||X|
HI0058704|CR|13EDF610134F4072E043814FD8814072|1.0|||220.0|80.0|75.0||35.0||R|
HI5902304|CD|13EDF6100F6C4072E043814FD8814072|1.0|||700.0|70.0|15.0||130.0||X|
HI5902304|CR|13EDF6100F6D4072E043814FD8814072|1.0|||700.0|70.0|15.0||130.0||R|
HJ4850504|CD|13EDF61017FD4072E043814FD8814072|1.0|||60.0|40.0|5.0||22.0||X|
HJ4850504|CR|13EDF61017FE4072E043814FD8814072|1.0|||60.0|40.0|5.0||22.0||R|
HK8546004|CD|13EDF61014EF4072E043814FD8814072|1.0||||30.0|||3.0||X|
HK8546004|CR|13EDF61014F04072E043814FD8814072|1.0||||30.0|||3.0||R|
HK9079804|CD|13EDF6100D434072E043814FD8814072|1.0||||10.0|35.0||1.0||X|
HK9079804|CR|13EDF6100D444072E043814FD8814072|1.0||||10.0|35.0||1.0||R|
HL0514604|CD|13EDF6100CF24072E043814FD8814072|1.0|||80.0|80.0|25.0||13.0||X|
HL0514604|CR|13EDF6100CF34072E043814FD8814072|1.0|||80.0|80.0|25.0||13.0||R|
HL0593604|CD|13EDF6100C364072E043814FD8814072|1.0|||||5.0||13.0||X|
HL0593604|CR|13EDF6100C374072E043814FD8814072|1.0|||||5.0||13.0||R|
HL4987904|CD|13EDF61011B14072E043814FD8814072|1.0||50.0|580.0|50.0|20.0||10.0||X|
HL4987904|CR|13EDF61011B24072E043814FD8814072|1.0||50.0|580.0|50.0|20.0||10.0||R|
HL5031504|CD|13EDF61013644072E043814FD8814072|1.0||||10.0|||3.0||X|
HL5031504|CR|13EDF61013654072E043814FD8814072|1.0||||10.0|||3.0||R|
HM2024204|CD|13EDF6100CAA4072E043814FD8814072|1.0|||1160.0|300.0|60.0||75.0||X|
HM2024204|CR|13EDF6100CAB4072E043814FD8814072|1.0|||1160.0|300.0|60.0||75.0||R|
HM4255304|CD|13EDF61011684072E043814FD8814072|1.0|||20.0||||||X|
HM4255304|CR|13EDF61011694072E043814FD8814072|1.0|||20.0||||||R|
HM6857604|CD|13EDF6100E154072E043814FD8814072|1.0|||900.0|10.0|45.0||44.0||X|
HM6857604|CR|13EDF6100E164072E043814FD8814072|1.0|||900.0|10.0|45.0||44.0||R|
HM7075304|CD|13EDF6100F574072E043814FD8814072|1.0|||100.0|10.0|10.0||8.0||X|
HM7075304|CR|13EDF6100F584072E043814FD8814072|1.0|||100.0|10.0|10.0||8.0||R|
HN6349104|CD|13EDF61017984072E043814FD8814072|1.0|||120.0|40.0|||11.0||X|
HN6349104|CR|13EDF61017994072E043814FD8814072|1.0|||120.0|40.0|||11.0||R|
HN8152404|CD|13EDF6100C1A4072E043814FD8814072|1.0||||10.0|5.0||1.0||X|
HN8152404|CR|13EDF6100C1B4072E043814FD8814072|1.0||||10.0|5.0||1.0||R|
HO6952604|CD|13EDF6100D7C4072E043814FD8814072|1.0|||900.0|10.0|5.0||4.0||X|
HO6952604|CR|13EDF6100D7D4072E043814FD8814072|1.0|||900.0|10.0|5.0||4.0||R|
HP2385404|CD|13EDF6100D604072E043814FD8814072|1.0|||280.0|80.0|25.0||4.0||X|
HP2385404|CR|13EDF6100D614072E043814FD8814072|1.0|||280.0|80.0|25.0||4.0||R|
HP4869804|CD|13EDF61013104072E043814FD8814072|1.0|||20.0|10.0|||5.0||X|
HP4869804|CR|13EDF61013114072E043814FD8814072|1.0|||20.0|10.0|||5.0||R|
HQ5889404|CD|13EDF6100EF24072E043814FD8814072|1.0|||20.0|20.0|10.0||24.0||X|
HQ5889404|CR|13EDF6100EF34072E043814FD8814072|1.0|||20.0|20.0|10.0||24.0||R|
HQ7027104|CD|13EDF61012DC4072E043814FD8814072|1.0|100.0|50.0|1560.0|140.0|75.0||11.0||X|
HQ7027104|CR|13EDF61012DD4072E043814FD8814072|1.0|100.0|50.0|1560.0|140.0|75.0||11.0||R|
HR0403004|CD|13EDF61015C94072E043814FD8814072|1.0||||10.0|||3.0||X|
HR0403004|CR|13EDF61015CA4072E043814FD8814072|1.0||||10.0|||3.0||R|
HR0973004|CD|13EDF610110F4072E043814FD8814072|1.0|||260.0|10.0|40.0||21.0||X|
HR0973004|CR|13EDF61011104072E043814FD8814072|1.0|||260.0|10.0|40.0||21.0||R|
HR6577304|CD|13EDF61016964072E043814FD8814072|1.0|||100.0|10.0|35.0||13.0||X|
HR6577304|CR|13EDF61016974072E043814FD8814072|1.0|||100.0|10.0|35.0||13.0||R|
HS0945204|CD|13EDF61016AA4072E043814FD8814072|1.0|||80.0|50.0|35.0||1.0||X|
HS0945204|CR|13EDF61016AB4072E043814FD8814072|1.0|||80.0|50.0|35.0||1.0||R|
HS8019004|CD|13EDF61011F24072E043814FD8814072|1.0|||340.0|10.0|30.0||15.0||X|
HS8019004|CR|13EDF61011F34072E043814FD8814072|1.0|||340.0|10.0|30.0||15.0||R|
HS8916004|CD|13EDF610156D4072E043814FD8814072|1.0|||860.0|10.0|||4.0||X|
HS8916004|CR|13EDF610156E4072E043814FD8814072|1.0|||860.0|10.0|||4.0||R|
HU2387504|CD|13EDF61010C34072E043814FD8814072|1.0||50.0|1580.0|100.0|115.0||51.0||X|
HU2387504|CR|13EDF61010C44072E043814FD8814072|1.0||50.0|1580.0|100.0|115.0||51.0||R|
HU6220704|CD|13EDF6100F144072E043814FD8814072|1.0||||20.0|5.0||6.0||X|
HU6220704|CR|13EDF6100F154072E043814FD8814072|1.0||||20.0|5.0||6.0||R|
HU8290504|CD|13EDF6100FC64072E043814FD8814072|1.0|||220.0||5.0||2.0||X|
HU8290504|CR|13EDF6100FC74072E043814FD8814072|1.0|||220.0||5.0||2.0||R|
HV0505704|CD|13EDF61017C44072E043814FD8814072|1.0|||600.0|190.0|155.0||8.0||X|
HV0505704|CR|13EDF61017C54072E043814FD8814072|1.0|||600.0|190.0|155.0||8.0||R|
HV2415604|CD|13EDF61017824072E043814FD8814072|1.0|||60.0|20.0|10.0||23.0||X|
HV2415604|CR|13EDF61017834072E043814FD8814072|1.0|||60.0|20.0|10.0||23.0||R|
HV5526204|CD|13EDF61013844072E043814FD8814072|1.0|||60.0|10.0|45.0||4.0||X|
HV5526204|CR|13EDF61013854072E043814FD8814072|1.0|||60.0|10.0|45.0||4.0||R|
HW4937204|CD|13EDF6100CC44072E043814FD8814072|1.0|||40.0||||2.0||X|
HW4937204|CR|13EDF6100CC54072E043814FD8814072|1.0|||40.0||||2.0||R|
HW5450404|CD|13EDF6100E5D4072E043814FD8814072|1.0|||120.0||||||X|
HW5450404|CR|13EDF6100E5E4072E043814FD8814072|1.0|||120.0||||||R|
HW7492404|CD|13EDF610132A4072E043814FD8814072|1.0|||220.0|10.0|15.0||11.0||X|
HW7492404|CR|13EDF610132B4072E043814FD8814072|1.0|||220.0|10.0|15.0||11.0||R|
HW7996204|CD|13EDF6100D8A4072E043814FD8814072|1.0|||100.0|10.0|||3.0||X|
HW7996204|CR|13EDF6100D8B4072E043814FD8814072|1.0|||100.0|10.0|||3.0||R|
HX4297704|CD|13EDF61013964072E043814FD8814072|1.0|||220.0|20.0|5.0||7.0||X|
HX4297704|CR|13EDF61013974072E043814FD8814072|1.0|||220.0|20.0|5.0||7.0||R|
HX4300404|CD|13EDF6100CC04072E043814FD8814072|1.0|100.0|100.0|1120.0|110.0|30.0||43.0||X|
HX4300404|CR|13EDF6100CC14072E043814FD8814072|1.0|100.0|100.0|1120.0|110.0|30.0||43.0||R|
HX7096804|CD|13EDF6100C114072E043814FD8814072|1.0|||60.0|10.0|5.0||20.0||X|
HX7096804|CR|13EDF6100C124072E043814FD8814072|1.0|||60.0|10.0|5.0||20.0||R|
HX8575304|CD|13EDF61013704072E043814FD8814072|1.0|||60.0|30.0|30.0||15.0||X|
HX8575304|CR|13EDF61013714072E043814FD8814072|1.0|||60.0|30.0|30.0||15.0||R|
HZ8569104|CD|13EDF6100FCA4072E043814FD8814072|1.0||||10.0|||5.0||X|
HZ8569104|CR|13EDF6100FCB4072E043814FD8814072|1.0||||10.0|||5.0||R|
IA0759004|CD|13EDF61017144072E043814FD8814072|1.0|||100.0|80.0|20.0||31.0||X|
IA0759004|CR|13EDF61017154072E043814FD8814072|1.0|||100.0|80.0|20.0||31.0||R|
IA7582404|CD|13EDF610107D4072E043814FD8814072|1.0|||20.0||15.0||2.0||X|
IA7582404|CR|13EDF610107E4072E043814FD8814072|1.0|||20.0||15.0||2.0||R|
IA9711804|CD|13EDF61014954072E043814FD8814072|1.0||50.0|980.0|90.0|95.0||28.0||X|
IA9711804|CR|13EDF61014964072E043814FD8814072|1.0||50.0|980.0|90.0|95.0||28.0||R|
IB3527304|CD|13EDF6100F004072E043814FD8814072|1.0|||100.0|60.0|15.0||4.0||X|
IB3527304|CR|13EDF6100F014072E043814FD8814072|1.0|||100.0|60.0|15.0||4.0||R|
IB7563004|CD|13EDF6100E1F4072E043814FD8814072|1.0||||10.0|||||X|
IB7563004|CR|13EDF6100E204072E043814FD8814072|1.0||||10.0|||||R|
IB9021304|CD|13EDF61012224072E043814FD8814072|1.0|||180.0|110.0|50.0||11.0||X|
IB9021304|CR|13EDF61012234072E043814FD8814072|1.0|||180.0|110.0|50.0||11.0||R|
IC0053404|CD|13EDF6100C2A4072E043814FD8814072|1.0|||80.0||||2.0||X|
IC0053404|CR|13EDF6100C2B4072E043814FD8814072|1.0|||80.0||||2.0||R|
IC0398904|CD|13EDF6100D4E4072E043814FD8814072|1.0|||20.0|10.0|5.0||12.0||X|
IC0398904|CR|13EDF6100D4F4072E043814FD8814072|1.0|||20.0|10.0|5.0||12.0||R|
IC9370804|CR|13EDF6100E7B4072E043814FD8814072|1.0|||60.0|20.0|5.0||3.0||R|
ID3069204|CD|13EDF6100E3F4072E043814FD8814072|1.0|||40.0|10.0|10.0||14.0||X|
ID3069204|CR|13EDF6100E404072E043814FD8814072|1.0|||40.0|10.0|10.0||14.0||R|
ID9884804|CD|13EDF6100D984072E043814FD8814072|1.0||||20.0|||||X|
ID9884804|CR|13EDF6100D994072E043814FD8814072|1.0||||20.0|||||R|
IE1751604|CD|13EDF6100CA84072E043814FD8814072|1.0|||40.0|10.0|5.0||4.0||X|
IE1751604|CR|13EDF6100CA94072E043814FD8814072|1.0|||40.0|10.0|5.0||4.0||R|
IE4003804|CD|13EDF6100C4A4072E043814FD8814072|1.0|||20.0||10.0||||X|
IE4003804|CR|13EDF6100C4B4072E043814FD8814072|1.0|||20.0||10.0||||R|
IE6579304|CD|13EDF61011374072E043814FD8814072|1.0|||40.0||||1.0||X|
IE6579304|CR|13EDF61011384072E043814FD8814072|1.0|||40.0||||1.0||R|
IE7493504|CD|13EDF6100E1D4072E043814FD8814072|1.0|||||||8.0||X|
IE7493504|CR|13EDF6100E1E4072E043814FD8814072|1.0|||||||8.0||R|
IF7883904|CD|13EDF61010FB4072E043814FD8814072|1.0|||60.0|60.0|||1.0||X|
IF7883904|CR|13EDF61010FC4072E043814FD8814072|1.0|||60.0|60.0|||1.0||R|
IG2456604|CD|13EDF610168A4072E043814FD8814072|1.0|||60.0|70.0|25.0||9.0||X|
IG2456604|CR|13EDF610168B4072E043814FD8814072|1.0|||60.0|70.0|25.0||9.0||R|
IG7098204|CD|13EDF610136A4072E043814FD8814072|1.0|||260.0|10.0|5.0||9.0||X|
IG7098204|CR|13EDF610136B4072E043814FD8814072|1.0|||260.0|10.0|5.0||9.0||R|
IH5691304|CD|13EDF6100D6E4072E043814FD8814072|1.0|||40.0||||||X|
IH5691304|CR|13EDF6100D6F4072E043814FD8814072|1.0|||40.0||||||R|
IH8148104|CD|13EDF61013F44072E043814FD8814072|1.0|||380.0|80.0|15.0||3.0||X|
IH8148104|CR|13EDF61013F54072E043814FD8814072|1.0|||380.0|80.0|15.0||3.0||R|
II2102504|CD|13EDF61017184072E043814FD8814072|1.0|||60.0|20.0|30.0||13.0||X|
II2102504|CR|13EDF61017194072E043814FD8814072|1.0|||60.0|20.0|30.0||13.0||R|
II4137404|CD|13EDF610112D4072E043814FD8814072|1.0|||60.0||5.0||7.0||X|
II4137404|CR|13EDF610112E4072E043814FD8814072|1.0|||60.0||5.0||7.0||R|
II5902704|CD|13EDF6100E074072E043814FD8814072|1.0||50.0|100.0|20.0|||4.0||X|
II5902704|CR|13EDF6100E084072E043814FD8814072|1.0||50.0|100.0|20.0|||4.0||R|
IJ2387904|CD|13EDF6100D624072E043814FD8814072|1.0|||520.0|60.0|50.0||24.0||X|
IJ2387904|CR|13EDF6100D634072E043814FD8814072|1.0|||520.0|60.0|50.0||24.0||R|
IJ7015104|CD|13EDF61015C34072E043814FD8814072|1.0|||200.0||55.0||33.0||X|
IJ7015104|CR|13EDF61015C44072E043814FD8814072|1.0|||200.0||55.0||33.0||R|
IK3978804|CD|13EDF6100BF54072E043814FD8814072|1.0|||||10.0||3.0||X|
IK3978804|CR|13EDF6100BF64072E043814FD8814072|1.0|||||10.0||3.0||R|
IL5804804|CD|13EDF61017424072E043814FD8814072|1.0|||40.0|10.0|||1.0||X|
IL5804804|CR|13EDF61017434072E043814FD8814072|1.0|||40.0|10.0|||1.0||R|
IM0838904|CD|13EDF6100E314072E043814FD8814072|1.0||50.0|100.0|30.0|40.0||6.0||X|
IM0838904|CR|13EDF6100E324072E043814FD8814072|1.0||50.0|100.0|30.0|40.0||6.0||R|
IM5254704|CD|13EDF610119F4072E043814FD8814072|1.0|100.0||640.0|30.0|95.0||19.0||X|
IM5254704|CR|13EDF61011A04072E043814FD8814072|1.0|100.0||640.0|30.0|95.0||19.0||R|
IN0382604|CD|13EDF6100BD94072E043814FD8814072|1.0|||820.0|150.0|150.0||64.0||X|
IN0382604|CR|13EDF6100BDA4072E043814FD8814072|1.0|||820.0|150.0|150.0||64.0||R|
IN0563704|CD|13EDF6100D9D4072E043814FD8814072|1.0||50.0|80.0|60.0|30.0||3.0||X|
IN0563704|CR|13EDF6100D9E4072E043814FD8814072|1.0||50.0|80.0|60.0|30.0||3.0||R|
IN3487204|CD|13EDF61017864072E043814FD8814072|1.0|||360.0|120.0|50.0||24.0||X|
IN3487204|CR|13EDF61017874072E043814FD8814072|1.0|||360.0|120.0|50.0||24.0||R|
IO3450404|CD|13EDF61011D74072E043814FD8814072|1.0|||40.0|10.0|10.0||9.0||X|
IO3450404|CR|13EDF61011D84072E043814FD8814072|1.0|||40.0|10.0|10.0||9.0||R|
IO5312504|CD|13EDF61017504072E043814FD8814072|1.0||50.0|100.0|10.0|25.0||2.0||X|
IO5312504|CR|13EDF61017514072E043814FD8814072|1.0||50.0|100.0|10.0|25.0||2.0||R|
IP1782504|CD|13EDF6100FDE4072E043814FD8814072|1.0|||60.0|10.0|15.0||7.0||X|
IP1782504|CR|13EDF6100FDF4072E043814FD8814072|1.0|||60.0|10.0|15.0||7.0||R|
IQ1913004|CD|13EDF6100C3E4072E043814FD8814072|1.0|||||5.0||||X|
IQ1913004|CR|13EDF6100C3F4072E043814FD8814072|1.0|||||5.0||||R|
IQ2710704|CD|13EDF6100DEF4072E043814FD8814072|1.0|||100.0|60.0|35.0||16.0||X|
IQ2710704|CR|13EDF6100DF04072E043814FD8814072|1.0|||100.0|60.0|35.0||16.0||R|
IQ7176804|CD|13EDF610164E4072E043814FD8814072|1.0|||20.0|20.0|25.0||3.0||X|
IQ7176804|CR|13EDF610164F4072E043814FD8814072|1.0|||20.0|20.0|25.0||3.0||R|
IR4927304|CD|13EDF6100FFC4072E043814FD8814072|1.0|||260.0|70.0|||4.0||X|
IR4927304|CR|13EDF6100FFD4072E043814FD8814072|1.0|||260.0|70.0|||4.0||R|
IR4989004|CD|13EDF61012184072E043814FD8814072|1.0|||||5.0||||X|
IR4989004|CR|13EDF61012194072E043814FD8814072|1.0|||||5.0||||R|
IR8458604|CD|13EDF61010ED4072E043814FD8814072|1.0|||740.0|70.0|130.0||11.0||X|
IR8458604|CR|13EDF61010EE4072E043814FD8814072|1.0|||740.0|70.0|130.0||11.0||R|
IS2002804|CD|13EDF610167E4072E043814FD8814072|1.0||||20.0|20.0||||X|
IS2002804|CR|13EDF610167F4072E043814FD8814072|1.0||||20.0|20.0||||R|
IS8086604|CD|13EDF61016424072E043814FD8814072|1.0||||10.0|||14.0||X|
IS8086604|CR|13EDF61016434072E043814FD8814072|1.0||||10.0|||14.0||R|
IS9125104|CD|13EDF6100DC74072E043814FD8814072|1.0|||760.0|90.0|95.0||6.0||X|
IS9125104|CR|13EDF6100DC84072E043814FD8814072|1.0|||760.0|90.0|95.0||6.0||R|
IU3614604|CD|13EDF61017B44072E043814FD8814072|1.0|||40.0||5.0||||X|
IU3614604|CR|13EDF61017B54072E043814FD8814072|1.0|||40.0||5.0||||R|
IU4320004|CD|13EDF61010AD4072E043814FD8814072|1.0|||100.0|10.0|5.0||6.0||X|
IU4320004|CR|13EDF61010AE4072E043814FD8814072|1.0|||100.0|10.0|5.0||6.0||R|
IU4340304|CD|13EDF6100DFD4072E043814FD8814072|1.0|||20.0|10.0|||||X|
IU4340304|CR|13EDF6100DFE4072E043814FD8814072|1.0|||20.0|10.0|||||R|
IU4869204|CD|13EDF61017064072E043814FD8814072|1.0|||600.0|220.0|210.0||47.0||X|
IU4869204|CR|13EDF61017074072E043814FD8814072|1.0|||600.0|220.0|210.0||47.0||R|
IU6127404|CD|13EDF61012B14072E043814FD8814072|1.0|||80.0||||24.0||X|
IU6127404|CR|13EDF61012B24072E043814FD8814072|1.0|||80.0||||24.0||R|
IV1527304|CD|13EDF610159B4072E043814FD8814072|1.0|||100.0|20.0|15.0||1.0||X|
IV1527304|CR|13EDF610159C4072E043814FD8814072|1.0|||100.0|20.0|15.0||1.0||R|
IV6465504|CD|13EDF610176A4072E043814FD8814072|1.0|||40.0|20.0|10.0||3.0||X|
IV6465504|CR|13EDF610176B4072E043814FD8814072|1.0|||40.0|20.0|10.0||3.0||R|
IV7165704|CD|13EDF6100CD44072E043814FD8814072|1.0|100.0|50.0|1060.0|100.0|100.0||37.0||X|
IV7165704|CR|13EDF6100CD54072E043814FD8814072|1.0|100.0|50.0|1060.0|100.0|100.0||37.0||R|
IV8916904|CD|13EDF6100D964072E043814FD8814072|1.0|||620.0|130.0|30.0||38.0||X|
IV8916904|CR|13EDF6100D974072E043814FD8814072|1.0|||620.0|130.0|30.0||38.0||R|
IW2784504|CD|13EDF61015314072E043814FD8814072|1.0|||2280.0|150.0|30.0|2.0|69.0||X|
IW2784504|CR|13EDF61015324072E043814FD8814072|1.0|||2280.0|150.0|30.0|2.0|69.0||R|
IW3652104|CD|13EDF61010C74072E043814FD8814072|1.0|||40.0|10.0|||||X|
IW3652104|CR|13EDF61010C84072E043814FD8814072|1.0|||40.0|10.0|||||R|
IX8941504|CD|13EDF6100F1A4072E043814FD8814072|1.0|||80.0||5.0||||X|
IX8941504|CR|13EDF6100F1B4072E043814FD8814072|1.0|||80.0||5.0||||R|
IX9368604|CD|13EDF61017AA4072E043814FD8814072|1.0|||120.0|40.0|80.0||12.0||X|
