univ_fiscal_yr|fin_coa_cd|account_nbr|sub_acct_nbr|fin_object_cd|fin_sub_obj_cd|fin_balance_typ_cd|fin_obj_typ_cd|univ_fiscal_prd_cd|fdoc_typ_cd|fs_origin_cd|fdoc_nbr|trn_entr_seq_nbr|trn_ldgr_entr_desc|trn_ldgr_entr_amt|trn_debit_crdt_cd|transaction_dt|org_doc_nbr|project_cd|org_reference_id|fdoc_ref_typ_cd|fs_ref_origin_cd|fdoc_ref_nbr|fdoc_reversal_dt|trn_encum_updt_cd|trn_post_dt|timestamp|
2009.0|BL|0211402|-----|9892|---|EX|FB|BB|EXEN|02|813061934|1.0|Description Hidden|137.6|C|20030728000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211402|-----|9892|---|EX|FB|BB|EXEN|02|813101510|1.0|Description Hidden|13.96|C|20030728000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211402|-----|9899|---|AC|FB|BB|ACLO|02|AC4631617|1.0|Description Hidden|6285.65|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211402|-----|9899|---|AC|FB|BB|ACLO|02|AC4631617|2.0|Description Hidden|860.97|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211402|CS001|1699|---|AC|TI|CB|ACLO|02|AC4631617|1.0|Description Hidden|53967.25|C|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211402|CS001|1699|---|CB|IN|CB|ACLO|02|AC4631617|1.0|Description Hidden|79311.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211402|CS001|2000|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|39500.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211402|CS001|2008|---|CB|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|58250.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211402|CS001|5600|---|CB|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|21061.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211402|CS001|5625|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|4296.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211402|CS001|5760|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|2768.75|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211402|CS001|5772|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|7402.5|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|1133|---|AC|IN|CB|ACLO|02|AC4631617|1.0|Description Hidden|442201.98|C|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|1133|---|CB|IN|CB|ACLO|02|AC4631617|1.0|Description Hidden|738006.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|2008|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|84524.7|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|2008|---|CB|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|239863.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|2010|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|60405.75|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|2300|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|1000.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|2310|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|3500.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|2350|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|7200.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|2370|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|2880.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|2388|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|7200.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|2388|---|CB|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|15000.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|2500|---|AC|ES|CB|ACLO|02|AC4631617|1.0|Description Hidden|1602.56|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|2500|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|25405.3|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|2500|---|CB|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|20000.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|3000|---|AC|ES|CB|ACLO|02|AC4631617|1.0|Description Hidden|480.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|3000|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|16602.5|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|3250|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|47.25|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|3500|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|7754.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|3801|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|122.49|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|4002|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|7022.25|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|4002|---|CB|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|9984.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|4012|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|90.02|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|4013|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|310.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|4035|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|6750.07|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|4035|---|CB|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|9600.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|4035|---|EX|EX|BB|EXEN|02|813061934|1.0|Description Hidden|137.6|D|20030728000000||----------|| | | ||D|20060914000000|20060914000000|
2009.0|BL|0211403|-----|4055|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|211.43|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|4055|---|CB|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|5100.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|4110|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|173.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|4115|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|157.28|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|4301|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|30.9|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|4308|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|48.42|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|4700|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|958.23|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|4723|---|CB|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|6120.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|4938|---|AC|EX|02|GEC|02|JU3706604|1.0|Description Hidden|41.25|C|20030827000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|4938|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|11711.7|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|4938|---|CB|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|7998.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|4938|---|EX|EX|BB|EXEN|02|813101510|1.0|Description Hidden|13.96|D|20030728000000||----------|| | | ||D|20060914000000|20060914000000|
2009.0|BL|0211403|-----|5007|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|17.6|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|5027|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|299.02|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|5028|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|194.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|5200|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|949.18|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|5200|---|EX|EX|BB|EXEN|02|813061298|1.0|Description Hidden|46.72|D|20030728000000||----------|| | | ||D|20060914000000|20060914000000|
2009.0|BL|0211403|-----|5215|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|2206.93|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|5400|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|3354.45|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|5400|---|CB|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|14274.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|5500|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|145820.79|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|5500|---|CB|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|238006.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|5600|---|CB|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|84778.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|5610|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|432.56|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|5625|---|AC|ES|CB|ACLO|02|AC4631617|1.0|Description Hidden|209.6|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|5625|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|17796.08|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|5760|---|AC|ES|CB|ACLO|02|AC4631617|1.0|Description Hidden|145.78|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|5760|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|13439.46|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|5772|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|10526.28|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|5773|---|AC|ES|CB|ACLO|02|AC4631617|1.0|Description Hidden|141.34|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|5773|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|2210.24|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|6100|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|4439.06|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|6100|---|CB|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|87283.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|6150|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|978.38|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|8000|---|AC|AS|02|GEC|02|JU3706604|1.0|Description Hidden|41.25|D|20030827000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|8000|---|AC|AS|BB|ACLO|02|AC4631617|1.0|Description Hidden|177.96|C|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|9041|---|AC|LI|BB|ACLO|02|AC4631617|1.0|Description Hidden|173.0|C|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|9050|---|AC|LI|BB|ACLO|02|AC4631617|1.0|Description Hidden|6795.66|C|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|9892|---|EX|FB|BB|EXEN|02|813061298|1.0|Description Hidden|46.72|C|20030728000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|9892|---|EX|FB|BB|EXEN|02|813061934|1.0|Description Hidden|137.6|C|20030728000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|9892|---|EX|FB|BB|EXEN|02|813101510|1.0|Description Hidden|13.96|C|20030728000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|9899|---|AC|FB|BB|ACLO|02|AC4631617|1.0|Description Hidden|6285.65|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|-----|9899|---|AC|FB|BB|ACLO|02|AC4631617|2.0|Description Hidden|860.97|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|CS001|1699|---|AC|TI|CB|ACLO|02|AC4631617|1.0|Description Hidden|53967.25|C|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|CS001|1699|---|CB|IN|CB|ACLO|02|AC4631617|1.0|Description Hidden|79311.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|CS001|2000|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|39500.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|CS001|2008|---|CB|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|58250.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|CS001|5600|---|CB|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|21061.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|CS001|5625|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|4296.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|CS001|5760|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|2768.75|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211403|CS001|5772|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|7402.5|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|1133|---|AC|IN|CB|ACLO|02|AC4631617|1.0|Description Hidden|442201.98|C|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|1133|---|CB|IN|CB|ACLO|02|AC4631617|1.0|Description Hidden|738006.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|2008|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|84524.7|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|2008|---|CB|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|239863.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|2010|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|60405.75|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|2300|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|1000.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|2310|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|3500.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|2350|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|7200.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|2370|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|2880.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|2388|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|7200.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|2388|---|CB|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|15000.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|2500|---|AC|ES|CB|ACLO|02|AC4631617|1.0|Description Hidden|1602.56|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|2500|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|25405.3|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|2500|---|CB|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|20000.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|3000|---|AC|ES|CB|ACLO|02|AC4631617|1.0|Description Hidden|480.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|3000|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|16602.5|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|3250|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|47.25|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|3500|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|7754.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|3801|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|122.49|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|4002|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|7022.25|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|4002|---|CB|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|9984.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|4012|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|90.02|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|4013|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|310.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|4035|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|6750.07|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|4035|---|CB|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|9600.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|4035|---|EX|EX|BB|EXEN|02|813061934|1.0|Description Hidden|137.6|D|20030728000000||----------|| | | ||D|20060914000000|20060914000000|
2009.0|BL|0211404|-----|4055|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|211.43|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|4055|---|CB|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|5100.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|4110|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|173.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|4115|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|157.28|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|4301|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|30.9|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|4308|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|48.42|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|4700|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|958.23|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|4723|---|CB|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|6120.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|4938|---|AC|EX|02|GEC|02|JU3706604|1.0|Description Hidden|41.25|C|20030827000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|4938|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|11711.7|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|4938|---|CB|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|7998.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|4938|---|EX|EX|BB|EXEN|02|813101510|1.0|Description Hidden|13.96|D|20030728000000||----------|| | | ||D|20060914000000|20060914000000|
2009.0|BL|0211404|-----|5007|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|17.6|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|5027|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|299.02|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|5028|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|194.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|5200|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|949.18|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|5200|---|EX|EX|BB|EXEN|02|813061298|1.0|Description Hidden|46.72|D|20030728000000||----------|| | | ||D|20060914000000|20060914000000|
2009.0|BL|0211404|-----|5215|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|2206.93|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|5400|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|3354.45|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|5400|---|CB|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|14274.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|5500|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|145820.79|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|5500|---|CB|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|238006.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|5600|---|CB|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|84778.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|5610|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|432.56|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|5625|---|AC|ES|CB|ACLO|02|AC4631617|1.0|Description Hidden|209.6|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|5625|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|17796.08|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|5760|---|AC|ES|CB|ACLO|02|AC4631617|1.0|Description Hidden|145.78|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|5760|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|13439.46|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|5772|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|10526.28|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|5773|---|AC|ES|CB|ACLO|02|AC4631617|1.0|Description Hidden|141.34|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|5773|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|2210.24|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|6100|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|4439.06|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|6100|---|CB|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|87283.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|6150|---|AC|EX|CB|ACLO|02|AC4631617|1.0|Description Hidden|978.38|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|8000|---|AC|AS|02|GEC|02|JU3706604|1.0|Description Hidden|41.25|D|20030827000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|8000|---|AC|AS|BB|ACLO|02|AC4631617|1.0|Description Hidden|177.96|C|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|9041|---|AC|LI|BB|ACLO|02|AC4631617|1.0|Description Hidden|173.0|C|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|9050|---|AC|LI|BB|ACLO|02|AC4631617|1.0|Description Hidden|6795.66|C|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|9892|---|EX|FB|BB|EXEN|02|813061298|1.0|Description Hidden|46.72|C|20030728000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|9892|---|EX|FB|BB|EXEN|02|813061934|1.0|Description Hidden|137.6|C|20030728000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|9892|---|EX|FB|BB|EXEN|02|813101510|1.0|Description Hidden|13.96|C|20030728000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|9899|---|AC|FB|BB|ACLO|02|AC4631617|1.0|Description Hidden|6285.65|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|0211404|-----|9899|---|AC|FB|BB|ACLO|02|AC4631617|2.0|Description Hidden|860.97|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
