campus_cd|bldg_cd|obj_id|ver_nbr|bldg_nm|bldg_str_addr|bldg_addr_cty_nm|bldg_addr_st_cd|bldg_addr_zip_cd|altrnt_bldg_cd|row_actv_ind|bldg_addr_cntry_cd|
CO|CO486|440146BC208E80DAE043814FD88180DA|1.0|IUPU Columbus|4601 Central Ave|Columbus|IN|47203-1769||Y|US|
CO|CO488|440146BC208F80DAE043814FD88180DA|1.0|IUPU Columbus Research|4601 Central Ave|Columbus|IN|47203-1769||Y|US|
EA|EA801|440146BC209080DAE043814FD88180DA|1.0|Middlefork Hall|2325 Chester Blvd|Richmond|IN|47374-1220||Y|US|
EA|EA802|440146BC209180DAE043814FD88180DA|1.0|Whitewater Hall|2325 Chester Blvd|Richmond|IN|47374-1220||Y|US|
EA|EA803|440146BC209280DAE043814FD88180DA|1.0|Brice E. Hayes Hall|2325 Chester Blvd|Richmond|IN|47374-1220||Y|US|
EA|EA804|440146BC209380DAE043814FD88180DA|1.0|Springwood Hall|2325 Chester Blvd|Richmond|IN|47374-1220||Y|US|
EA|EA815|440146BC209480DAE043814FD88180DA|1.0|Danielson Center|300 Trojan Ln|New Castle|IN|47362-2900||Y|US|
IN|IN001A|440146BC209580DAE043814FD88180DA|1.0|Modular Lab|791 Union Dr|Indianapolis|IN|46202-4887||Y|US|
IN|IN007|440146BC209680DAE043814FD88180DA|1.0|Wilson St Garage|811 N Wilson St|Indianapolis|IN|46202-5809||Y|US|
IN|IN010|440146BC209780DAE043814FD88180DA|1.0|Rotary Building|702 Rotary Cir|Indianapolis|IN|46202-5175||Y|US|
IN|IN011|440146BC209880DAE043814FD88180DA|1.0|Riley MRI|701 West Dr|Indianapolis|IN|46202-5200||Y|US|
IN|IN014|440146BC209980DAE043814FD88180DA|1.0|Riley Research|699 West Dr|Indianapolis|IN|46202-5200||Y|US|
IN|IN023|440146BC209A80DAE043814FD88180DA|1.0|Nursing School|1111 Middle Dr|Indianapolis|IN|46202-5107||Y|US|
IN|IN025|440146BC209B80DAE043814FD88180DA|1.0|Daly Student Center|1001 W Walnut St|Indianapolis|IN|46202-5121||Y|US|
IN|IN026|440146BC209C80DAE043814FD88180DA|1.0|Univ Hosp Parking|600 N University Blvd|Indianapolis|IN|46202-5250||Y|US|
IN|IN029|440146BC209D80DAE043814FD88180DA|1.0|Riley Outpatient Garage|575 West Dr|Indianapolis|IN|46202-5272||Y|US|
IN|IN030|440146BC209E80DAE043814FD88180DA|1.0|Fesler Hall|1120 South Dr|Indianapolis|IN|46202-5113||Y|US|
IN|IN031|440146BC209F80DAE043814FD88180DA|1.0|Coleman Hall|1140 W Michigan St|Indianapolis|IN|46202-5118||Y|US|
IN|IN033|440146BC20A080DAE043814FD88180DA|1.0|Long Hospital|1110 W Michigan St|Indianapolis|IN|46202-5100||Y|US|
IN|IN033A|440146BC20A180DAE043814FD88180DA|1.0|Gatch Clinical Building|541 Clincal Dr|Indianapolis|IN|46202-5111||Y|US|
IN|IN035|440146BC20A280DAE043814FD88180DA|1.0|Indiana Cancer Pavilion|535 Barnhill Dr|Indianapolis|IN|46202-5289||Y|US|
IN|IN036|440146BC20A380DAE043814FD88180DA|1.0|Emerson Hall|545 N Barnhill Dr|Indianapolis|IN|46202-5124||Y|US|
IN|IN047|440146BC20A480DAE043814FD88180DA|1.0|Univ Place Hotel|850 W Michigan St|Indianapolis|IN|46202-6044||Y|US|
IN|IN048|440146BC20A580DAE043814FD88180DA|1.0|Univ Place Conference Center|850 W Michigan St|Indianapolis|IN|46202-5198||Y|US|
IN|IN049|440146BC20A680DAE043814FD88180DA|1.0|North Street Garage|819 W North St|Indianapolis|IN|46202-3172||Y|US|
IN|IN051|440146BC20A780DAE043814FD88180DA|1.0|Blackford Street Garage|725 W North St|Indianapolis|IN|46202-3139||Y|US|
IN|IN059A|440146BC20A880DAE043814FD88180DA|1.0|Parking-Campus Housing|455 Porto Alegre St|Indianapolis|IN|46202-5186||Y|US|
IN|IN061|440146BC20A980DAE043814FD88180DA|1.0|Ronald McDonald|435 Limestone St|Indianapolis|IN|46202-5188||Y|US|
IN|IN062|440146BC20AA80DAE043814FD88180DA|1.0|Oral Health Research Institute|415 Lansing St|Indianapolis|IN|46202-2876||Y|US|
IN|IN066|440146BC20AB80DAE043814FD88180DA|1.0|Vermont Street Garage|1004 W Vermont St|Indianapolis|IN|46202-5185||Y|US|
IN|IN071|440146BC20AC80DAE043814FD88180DA|1.0|Engineering & Technology|799 W Michigan St|Indianapolis|IN|46202-5160||Y|US|
IN|IN076|440146BC20AD80DAE043814FD88180DA|1.0|ICTC|535 W Michigan St|Indianapolis|IN|46202-3203||Y|US|
IN|IN082|440146BC20AE80DAE043814FD88180DA|1.0|Barnhill Parking Garage|345 Barnhill Dr|Indianapolis|IN|46202||Y|US|
IN|IN083|440146BC20AF80DAE043814FD88180DA|1.0|Campus Center|420 University Blvd|Indianapolis|IN|46202||Y|US|
IN|IN084|440146BC20B080DAE043814FD88180DA|1.0|Cavanaugh Hall|425 University Blvd|Indianapolis|IN|46202-5140||Y|US|
IN|IN085|440146BC20B180DAE043814FD88180DA|1.0|University College|815 W Michigan St|Indianapolis|IN|46202-5164||Y|US|
IN|IN086|440146BC20B280DAE043814FD88180DA|1.0|Business/SPEA|801 W Michigan St|Indianapolis|IN|46202-5150||Y|US|
IN|IN088|440146BC20B380DAE043814FD88180DA|1.0|University Library|755 W Michigan St|Indianapolis|IN|46202-5195||Y|US|
IN|IN100|440146BC20B480DAE043814FD88180DA|1.0|Lecture Hall|325 University Blvd|Indianapolis|IN|46202-5141||Y|US|
IN|IN102|440146BC20B580DAE043814FD88180DA|1.0|Education/Social Work|902 W New York St|Indianapolis|IN|46202-5157||Y|US|
IN|IN112|440146BC20B680DAE043814FD88180DA|1.0|Track & Soccer Stadium|1001 W New York St|Indianapolis|IN|46202-5193||Y|US|
IN|IN112A|440146BC20B780DAE043814FD88180DA|1.0|Dugout Trial Field||Indianapolis|IN|46202||Y|US|
IN|IN112B|440146BC20B880DAE043814FD88180DA|1.0|Dugout Trial Field||Indianapolis|IN|46202||Y|US|
IN|IN114|440146BC20B980DAE043814FD88180DA|1.0|Natatorium|901 W New York St|Indianapolis|IN|46202-5193||Y|US|
IN|IN115|440146BC20BA80DAE043814FD88180DA|1.0|Sports Complex Garage|875 W New York St|Indianapolis|IN|46202-5224||Y|US|
IN|IN127|440146BC20BB80DAE043814FD88180DA|1.0|Eskenazi Hall|735 W New York St|Indianapolis|IN|46202-5222||Y|US|
IN|IN130|440146BC20BC80DAE043814FD88180DA|1.0|Inlow Hall|530 W New York St|Indianapolis|IN|46202-3225||Y|US|
IN|IN136|440146BC20BD80DAE043814FD88180DA|1.0|Nat Inst Fit/Sport|250 University Blvd|Indianapolis|IN|46202-5192||Y|US|
IN|IN202|440146BC20BE80DAE043814FD88180DA|1.0|Health Info and Translational Sci|410 W 10th St|Indianapolis|IN|46202-3002||Y|US|
IN|IN338|440146BC20BF80DAE043814FD88180DA|1.0|Ceramics & Sculpture|1350 Indiana Ave|Indianapolis|IN|46202-2149||Y|US|
IN|IN342|440146BC20C080DAE043814FD88180DA|1.0|Campus Svc 1|1325 Indiana Ave|Indianapolis|IN|46202-2148||Y|US|
IN|IN343|440146BC20C180DAE043814FD88180DA|1.0|Campus Svc 4|1830 W 16th St|Indianapolis|IN|46202-2000||Y|US|
IN|IN344|440146BC20C280DAE043814FD88180DA|1.0|Campus Svc 5|1701 W 15th St|Indianapolis|IN|46202-2024||Y|US|
KO|KO855|440146BC20C380DAE043814FD88180DA|1.0|Kokomo Library|2300 S Washington St|Kokomo|IN|46904-9003||Y|US|
KO|KO858|440146BC20C480DAE043814FD88180DA|1.0|IUK Parking|2300 S Washington St|Kokomo|IN|46904-9003||Y|US|
KO|KO863|440146BC20C580DAE043814FD88180DA|1.0|Kokomo East|2300 S Washington St|Kokomo|IN|46904-9003||Y|US|
KO|KO865|440146BC20C680DAE043814FD88180DA|1.0|Kelley Student Center|2300 S Washington St|Kokomo|IN|46904-9003||Y|US|
KO|KO869|440146BC20C780DAE043814FD88180DA|1.0|Lecture/Observatory|2300 S Washington St|Kokomo|IN|46904-9003||Y|US|
KO|KO869E|440146BC20C880DAE043814FD88180DA|1.0|Anderson House|2701 S Washington St|Kokomo|IN|46904-9003||Y|US|
KO|KO870|440146BC20C980DAE043814FD88180DA|1.0|Early Outreach|325 E Lincoln Rd|Kokomo|IN|46902-3561||Y|US|
KO|KO871|440146BC20CA80DAE043814FD88180DA|1.0|Early Outreach2|2725 S Lafountain St|Kokomo|IN|46904-9003||Y|US|
NW|NW819|440146BC20CB80DAE043814FD88180DA|1.0|Hawthorn Hall|3400 Broadway|Gary|IN|46408-1101||Y|US|
NW|NW820|440146BC20CC80DAE043814FD88180DA|1.0|Tamarack Hall|3400 Broadway|Gary|IN|46408-1101||Y|US|
NW|NW822|440146BC20CD80DAE043814FD88180DA|1.0|Savannah Center|3400 Broadway|Gary|IN|46408-1101||Y|US|
NW|NW824|440146BC20CE80DAE043814FD88180DA|1.0|Moraine Student Center|3400 Broadway|Gary|IN|46408-1101||Y|US|
NW|NW826|440146BC20CF80DAE043814FD88180DA|1.0|Lindenwood Hall|3400 Broadway|Gary|IN|46408-1101||Y|US|
NW|NW826A|440146BC20D080DAE043814FD88180DA|1.0|3520 Adam St|3520 Adam St|Gary|IN|46408-1508||Y|US|
NW|NW827|440146BC20D180DAE043814FD88180DA|1.0|Library|3400 Broadway|Gary|IN|46408-1101||Y|US|
NW|NW829|440146BC20D280DAE043814FD88180DA|1.0|Law Enforcement|3400 Broadway|Gary|IN|46408-1101||Y|US|
NW|NW830|440146BC20D380DAE043814FD88180DA|1.0|Dental Education|3400 Broadway|Gary|IN|46408-1101||Y|US|
NW|NW835|440146BC20D480DAE043814FD88180DA|1.0|Child Care Center|3400 Broadway|Gary|IN|46408-1101||Y|US|
OC|OC454X|440146BC20D580DAE043814FD88180DA|1.0|Vet Paralysis Res. (Purdue)|Purdue|West Lafayette|IN|47907||Y|US|
OC|OC455X|440146BC20D680DAE043814FD88180DA|1.0|Food Science (Purdue)|Purdue|West Lafayette|IN|47907||Y|US|
SB|SB827Z|440146BC20D780DAE043814FD88180DA|1.0|941 S Esther St|941 S Esther St|South Bend|IN|46634-7111||Y|US|
SB|SB829J|440146BC20D880DAE043814FD88180DA|1.0|1109 S Esther House|1109 S Esther St|South Bend|IN|46634-7111||Y|US|
SB|SB829K|440146BC20D980DAE043814FD88180DA|1.0|1109 S Esther Garage|1109 S Esther St|South Bend|IN|46634-7111||Y|US|
SB|SB831R|440146BC20DA80DAE043814FD88180DA|1.0|Jordan International Center|1722 Hildreth St|South Bend|IN|46634-7111||Y|US|
SB|SB840|440146BC20DB80DAE043814FD88180DA|1.0|Wiekamp Hall|1800 Mishawaka Ave|South Bend|IN|46634-7111||Y|US|
SB|SB846|440146BC20DC80DAE043814FD88180DA|1.0|Student Activities|941 20th St|South Bend|IN|46634-7111||Y|US|
SB|SB847|440146BC20DD80DAE043814FD88180DA|1.0|Purdue Tech Bldg|1733 Northside Blvd|South Bend|IN|46634-7111||Y|US|
SB|SB849|440146BC20DE80DAE043814FD88180DA|1.0|Schurz Library|1750 Hildreth St|South Bend|IN|46634-7111||Y|US|
SB|SB851|440146BC20DF80DAE043814FD88180DA|1.0|Greenlawn Hall|1011 20th St|South Bend|IN|46634-7111||Y|US|
SB|SB854|440146BC20E080DAE043814FD88180DA|1.0|Riverside Hall|1960 Northside Blvd|South Bend|IN|46634-7111||Y|US|
SB|SB860|440146BC20E180DAE043814FD88180DA|1.0|Administration Bldg|1700 Mishawaka Ave|South Bend|IN|46634-7111||Y|US|
SB|SB862|440146BC20E280DAE043814FD88180DA|1.0|University Center|1700 Mishawaka Ave|South Bend|IN|46634-7111||Y|US|
SB|SB864|440146BC20E380DAE043814FD88180DA|1.0|Fine Arts|1717 Ruskin St|South Bend|IN|46634-7111||Y|US|
SB|SB874B|440146BC20E480DAE043814FD88180DA|1.0|Elkhart Cntr II|125 E Franklin St|Elkhart|IN|46516-3609||Y|US|
SB|SB875|440146BC20E580DAE043814FD88180DA|1.0|IUSB Parking|1820 Mishawaka Ave|South Bend|IN|46634-7111||Y|US|
SE|SE859|440146BC20E680DAE043814FD88180DA|1.0|Baseball Concession|4201 Grant Line Rd|New Albany|IN|47150-6405||Y|US|
SE|SE859A|440146BC20E780DAE043814FD88180DA|1.0|Baseball Dgt A|4201 Grant Line Rd|New Albany|IN|47150-6405||Y|US|
SE|SE859B|440146BC20E880DAE043814FD88180DA|1.0|Baseball Dgt B|4201 Grant Line Rd|New Albany|IN|47150-6405||Y|US|
SE|SE861|440146BC20E980DAE043814FD88180DA|1.0|Concession Stand||New Albany|IN|47150-6405||Y|US|
SE|SE861A|440146BC20EA80DAE043814FD88180DA|1.0|Dugout A||New Albany|IN|47150-6405||Y|US|
SE|SE861B|440146BC20EB80DAE043814FD88180DA|1.0|Dugout B||New Albany|IN|47150-6405||Y|US|
SE|SE870|440146BC20EC80DAE043814FD88180DA|1.0|Activities Building|4201 Grant Line Rd|New Albany|IN|47150-6405||Y|US|
SE|SE870A|440146BC20ED80DAE043814FD88180DA|1.0|Telescope House|4201 Bald Knob Rd|New Albany|IN|47150-6405||Y|US|
SE|SE871|440146BC20EE80DAE043814FD88180DA|1.0|North Observatory|4201 Grant Line Rd|New Albany|IN|47150-6405||Y|US|
SE|SE872|440146BC20EF80DAE043814FD88180DA|1.0|Observatory|4201 Grant Line Rd|New Albany|IN|47150-6405||Y|US|
SE|SE872A|440146BC20F080DAE043814FD88180DA|1.0|Observatory Storage|4201 Grant Line Rd|New Albany|IN|47150-6405||Y|US|
SE|SE874|440146BC20F180DAE043814FD88180DA|1.0|Library IUSE|4201 Grant Line Rd|New Albany|IN|47150-6405||Y|US|
SE|SE880|440146BC20F280DAE043814FD88180DA|1.0|Physical Science|4201 Grant Line Rd|New Albany|IN|47150-6405||Y|US|
SE|SE881A|440146BC20F380DAE043814FD88180DA|1.0|Life Sci Gnhs A|4201 Grant Line Rd|New Albany|IN|47150-6405||Y|US|
SE|SE882|440146BC20F480DAE043814FD88180DA|1.0|Crestview Hall|4201 Grant Line Rd|New Albany|IN|47150-6405||Y|US|
SE|SE883|440146BC20F580DAE043814FD88180DA|1.0|Hillside Hall|4201 Grant Line Rd|New Albany|IN|47150-6405||Y|US|
SE|SE884|440146BC20F680DAE043814FD88180DA|1.0|Univ Ctr South (Former Library)|4201 Grant Line Rd|New Albany|IN|47150-6405||Y|US|
SE|SE885|440146BC20F780DAE043814FD88180DA|1.0|Univ Ctr North|4201 Grant Line Rd|New Albany|IN|47150-6405||Y|US|
SE|SE887|440146BC20F880DAE043814FD88180DA|1.0|Greenhouse|4201 Grant Line Rd|New Albany|IN|47150-6405||Y|US|
SE|SE887A|440146BC20F980DAE043814FD88180DA|1.0|Greenhouse Addition|4201 Grant Line Rd|New Albany|IN|47150-6405||Y|US|
SE|SE888|440146BC20FA80DAE043814FD88180DA|1.0|Knobview Hall|4201 Grant Line Rd|New Albany|IN|47150-6405||Y|US|
SE|SE889|440146BC20FB80DAE043814FD88180DA|1.0|Ogle Center|4201 Grant Line Rd|New Albany|IN|47150-6405||Y|US|
