fdoc_nbr|fdoc_typ_cd|obj_id|ver_nbr|fdoc_50_cent_amt|fdoc_25_cent_amt|fdoc_10_cent_amt|fdoc_5_cent_amt|fdoc_1_cent_amt|fdoc_othr_cent_amt|fdoc_100_cent_amt|cshr_stat_cd|
DA3658704|CR|14034DEF1E0A4D8CE043814FD8814D8C|1.0||0.75||||||R|
DA5993904|CD|14034DEF1E7D4D8CE043814FD8814D8C|1.0||0.5||||||X|
DA5993904|CR|14034DEF1E7E4D8CE043814FD8814D8C|1.0||0.5||||||R|
DA6528504|CD|14034DEF1E434D8CE043814FD8814D8C|1.0||0.75||||||X|
DA6528504|CR|14034DEF1E444D8CE043814FD8814D8C|1.0||0.75||||||R|
DA8565604|CD|14034DEF1FC94D8CE043814FD8814D8C|1.0||0.25||0.05|0.2|||X|
DA8565604|CR|14034DEF1FCA4D8CE043814FD8814D8C|1.0||0.25||0.05|0.2|||R|
DB6389004|CD|14034DEF1A974D8CE043814FD8814D8C|1.0||||0.2|0.05|||X|
DB6389004|CR|14034DEF1A984D8CE043814FD8814D8C|1.0||||0.2|0.05|||R|
DC6867804|CD|14034DEF1B424D8CE043814FD8814D8C|1.0||0.75|3.7|0.55|0.25|||X|
DC6867804|CR|14034DEF1B434D8CE043814FD8814D8C|1.0||0.75|3.7|0.55|0.25|||R|
DC7004004|CD|14034DEF1FA64D8CE043814FD8814D8C|1.0||2.25|0.4|0.3|0.05|||X|
DC7004004|CR|14034DEF1FA74D8CE043814FD8814D8C|1.0||2.25|0.4|0.3|0.05|||R|
DD2123904|CD|14034DEF1E934D8CE043814FD8814D8C|1.0||1.5|3.1|1.05|0.05||2.0|X|
DD2123904|CR|14034DEF1E944D8CE043814FD8814D8C|1.0||1.5|3.1|1.05|0.05||2.0|R|
DD2457604|CD|14034DEF1CD64D8CE043814FD8814D8C|1.0||0.5||||||X|
DD2457604|CR|14034DEF1CD74D8CE043814FD8814D8C|1.0||0.5||||||R|
DD6012204|CD|14034DEF18044D8CE043814FD8814D8C|1.0||0.5||||||X|
DD6012204|CR|14034DEF18054D8CE043814FD8814D8C|1.0||0.5||||||R|
DE8011704|CD|14034DEF1A634D8CE043814FD8814D8C|1.0||0.5||||||X|
DE8011704|CR|14034DEF1A644D8CE043814FD8814D8C|1.0||0.5||||||R|
DE9873204|CD|14034DEF1D4C4D8CE043814FD8814D8C|1.0||1.0|0.2||||2.0|X|
DE9873204|CR|14034DEF1D4D4D8CE043814FD8814D8C|1.0||1.0|0.2||||2.0|R|
DF1054704|CD|14034DEF19394D8CE043814FD8814D8C|1.0||0.25||||||X|
DF1054704|CR|14034DEF193A4D8CE043814FD8814D8C|1.0||0.25||||||R|
DF1179904|CD|14034DEF1C094D8CE043814FD8814D8C|1.0||0.75||||||X|
DF1179904|CR|14034DEF1C0A4D8CE043814FD8814D8C|1.0||0.75||||||R|
DH0473104|CD|14034DEF1B9A4D8CE043814FD8814D8C|1.0|||0.4|0.1||||X|
DH0473104|CR|14034DEF1B9B4D8CE043814FD8814D8C|1.0|||0.4|0.1||||R|
DI2614104|CD|14034DEF1C6B4D8CE043814FD8814D8C|1.0||0.25|0.6|0.35|0.1|||X|
DI2614104|CR|14034DEF1C6C4D8CE043814FD8814D8C|1.0||0.25|0.6|0.35|0.1|||R|
DJ1061304|CD|14034DEF1E674D8CE043814FD8814D8C|1.0|||0.2|0.05||||X|
DJ1061304|CR|14034DEF1E684D8CE043814FD8814D8C|1.0|||0.2|0.05||||R|
DK0873504|CD|14034DEF1C524D8CE043814FD8814D8C|1.0||0.25|0.2|0.05||||X|
DK0873504|CR|14034DEF1C534D8CE043814FD8814D8C|1.0||0.25|0.2|0.05||||R|
DK8973204|CD|14034DEF1A0B4D8CE043814FD8814D8C|1.0||0.5|0.3|0.1|0.06|||X|
DK8973204|CR|14034DEF1A0C4D8CE043814FD8814D8C|1.0||0.5|0.3|0.1|0.06|||R|
DL9669304|CD|14034DEF19894D8CE043814FD8814D8C|1.0||1.0||||||X|
DL9669304|CR|14034DEF198A4D8CE043814FD8814D8C|1.0||1.0||||||R|
DM1058204|CD|14034DEF18334D8CE043814FD8814D8C|1.0|0.5|1.25|2.0|0.5|||2.0|X|
DM1058204|CR|14034DEF18344D8CE043814FD8814D8C|1.0|0.5|1.25|2.0|0.5|||2.0|R|
DM3485804|CD|14034DEF17AA4D8CE043814FD8814D8C|1.0||1.5|0.5|||||X|
DM3485804|CR|14034DEF17AB4D8CE043814FD8814D8C|1.0||1.5|0.5|||||R|
DM3717204|CD|14034DEF1ECF4D8CE043814FD8814D8C|1.0||1.75|2.5|0.75||||X|
DM3717204|CR|14034DEF1ED04D8CE043814FD8814D8C|1.0||1.75|2.5|0.75||||R|
DN8120604|CD|14034DEF1CA44D8CE043814FD8814D8C|1.0||0.75||||||X|
DN8120604|CR|14034DEF1CA54D8CE043814FD8814D8C|1.0||0.75||||||R|
DN9090804|CD|14034DEF1DF54D8CE043814FD8814D8C|1.0||0.5||||||X|
DN9090804|CR|14034DEF1DF64D8CE043814FD8814D8C|1.0||0.5||||||R|
DO1549804|CD|14034DEF1BBD4D8CE043814FD8814D8C|1.0||0.5||||||X|
DO1549804|CR|14034DEF1BBE4D8CE043814FD8814D8C|1.0||0.5||||||R|
DO2632404|CD|14034DEF1FBB4D8CE043814FD8814D8C|1.0||0.5|0.5|0.25||||X|
DO2632404|CR|14034DEF1FBC4D8CE043814FD8814D8C|1.0||0.5|0.5|0.25||||R|
DO2645504|CD|14034DEF1E074D8CE043814FD8814D8C|1.0||1.0||||||X|
DO2645504|CR|14034DEF1E084D8CE043814FD8814D8C|1.0||1.0||||||R|
DO5405204|CD|14034DEF1E114D8CE043814FD8814D8C|1.0||0.25|0.5|||||X|
DO5405204|CR|14034DEF1E124D8CE043814FD8814D8C|1.0||0.25|0.5|||||R|
DP1214904|CD|14034DEF1D024D8CE043814FD8814D8C|1.0||0.5|||||1.0|X|
DP1214904|CR|14034DEF1D034D8CE043814FD8814D8C|1.0||0.5|||||1.0|R|
DP7973004|CD|14034DEF1CEC4D8CE043814FD8814D8C|1.0||1.0||||||X|
DP7973004|CR|14034DEF1CED4D8CE043814FD8814D8C|1.0||1.0||||||R|
DS0351504|CD|14034DEF1DE14D8CE043814FD8814D8C|1.0||0.75||||||X|
DS0351504|CR|14034DEF1DE24D8CE043814FD8814D8C|1.0||0.75||||||R|
DS4581804|CD|14034DEF1C734D8CE043814FD8814D8C|1.0||0.75||||||X|
DS4581804|CR|14034DEF1C744D8CE043814FD8814D8C|1.0||0.75||||||R|
DS6194304|CD|14034DEF1FC34D8CE043814FD8814D8C|1.0||1.0||||||X|
DS6194304|CR|14034DEF1FC44D8CE043814FD8814D8C|1.0||1.0||||||R|
DS7015704|CD|14034DEF195B4D8CE043814FD8814D8C|1.0||1.25||||||X|
DS7015704|CR|14034DEF195C4D8CE043814FD8814D8C|1.0||1.25||||||R|
DS7222304|CD|14034DEF180C4D8CE043814FD8814D8C|1.0|0.5|5.75|||||1.0|X|
DS7222304|CR|14034DEF180D4D8CE043814FD8814D8C|1.0|0.5|5.75|||||1.0|R|
DS9369504|CD|14034DEF1B6A4D8CE043814FD8814D8C|1.0||0.75|0.4|0.25|0.11|||X|
DS9369504|CR|14034DEF1B6B4D8CE043814FD8814D8C|1.0||0.75|0.4|0.25|0.11|||R|
DS9386404|CD|14034DEF1A414D8CE043814FD8814D8C|1.0||0.75||||||X|
DS9386404|CR|14034DEF1A424D8CE043814FD8814D8C|1.0||0.75||||||R|
DT1386404|CD|14034DEF19B14D8CE043814FD8814D8C|1.0||0.75||||||X|
DT1386404|CR|14034DEF19B24D8CE043814FD8814D8C|1.0||0.75||||||R|
DT3375204|CD|14034DEF1DCF4D8CE043814FD8814D8C|1.0||1.5||||||X|
DT3375204|CR|14034DEF1DD04D8CE043814FD8814D8C|1.0||1.5||||||R|
DT8396304|CD|14034DEF1AA14D8CE043814FD8814D8C|1.0||5.25||||||X|
DT8396304|CR|14034DEF1AA24D8CE043814FD8814D8C|1.0||5.25||||||R|
DU4987004|CD|14034DEF1ED14D8CE043814FD8814D8C|1.0||2.0|1.3|0.7||||X|
DU4987004|CR|14034DEF1ED24D8CE043814FD8814D8C|1.0||2.0|1.3|0.7||||R|
DU5561704|CD|14034DEF1DA64D8CE043814FD8814D8C|1.0||0.75|0.2|0.05||||X|
DU5561704|CR|14034DEF1DA74D8CE043814FD8814D8C|1.0||0.75|0.2|0.05||||R|
DU9873004|CD|14034DEF1D4A4D8CE043814FD8814D8C|1.0||0.75||||||X|
DU9873004|CR|14034DEF1D4B4D8CE043814FD8814D8C|1.0||0.75||||||R|
DW1473704|CD|14034DEF1DC34D8CE043814FD8814D8C|1.0||0.75||||||X|
DW1473704|CR|14034DEF1DC44D8CE043814FD8814D8C|1.0||0.75||||||R|
DW2179304|CD|14034DEF176D4D8CE043814FD8814D8C|1.0||1.25|1.0|||||X|
DW2179304|CR|14034DEF176E4D8CE043814FD8814D8C|1.0||1.25|1.0|||||R|
DY0384204|CD|14034DEF18C04D8CE043814FD8814D8C|1.0||1.5|0.7|0.3||||X|
DY0384204|CR|14034DEF18C14D8CE043814FD8814D8C|1.0||1.5|0.7|0.3||||R|
DY2621904|CD|14034DEF1B0E4D8CE043814FD8814D8C|1.0||0.75|0.3||||3.0|X|
DY2621904|CR|14034DEF1B0F4D8CE043814FD8814D8C|1.0||0.75|0.3||||3.0|R|
DY3966304|CD|14034DEF1D764D8CE043814FD8814D8C|1.0||0.5||||||X|
DY3966304|CR|14034DEF1D774D8CE043814FD8814D8C|1.0||0.5||||||R|
DY6694404|CD|14034DEF1D604D8CE043814FD8814D8C|1.0||0.25|0.3|0.2||||X|
DY6694404|CR|14034DEF1D614D8CE043814FD8814D8C|1.0||0.25|0.3|0.2||||R|
DY6951604|CD|14034DEF1C324D8CE043814FD8814D8C|1.0||1.25|0.6|0.15||||X|
DY6951604|CR|14034DEF1C334D8CE043814FD8814D8C|1.0||1.25|0.6|0.15||||R|
DZ0054404|CD|14034DEF17334D8CE043814FD8814D8C|1.0||0.25||||||X|
DZ0054404|CR|14034DEF17344D8CE043814FD8814D8C|1.0||0.25||||||R|
DZ1062004|CD|14034DEF18354D8CE043814FD8814D8C|1.0||1.5||||||X|
DZ1062004|CR|14034DEF18364D8CE043814FD8814D8C|1.0||1.5||||||R|
EA0504704|CD|14034DEF1E8F4D8CE043814FD8814D8C|1.0||1.0|1.5|0.25||||X|
EA0504704|CR|14034DEF1E904D8CE043814FD8814D8C|1.0||1.0|1.5|0.25||||R|
EA3056304|CD|14034DEF1EB94D8CE043814FD8814D8C|1.0||0.75||||||X|
EA3056304|CR|14034DEF1EBA4D8CE043814FD8814D8C|1.0||0.75||||||R|
EA4285704|CD|14034DEF19E14D8CE043814FD8814D8C|1.0||0.5||0.25||||X|
EA4285704|CR|14034DEF19E24D8CE043814FD8814D8C|1.0||0.5||0.25||||R|
EA9219104|CD|14034DEF1E894D8CE043814FD8814D8C|1.0||0.75||||||X|
EA9219104|CR|14034DEF1E8A4D8CE043814FD8814D8C|1.0||0.75||||||R|
EB2736704|CD|14034DEF17724D8CE043814FD8814D8C|1.0||0.5||||||X|
EB2736704|CR|14034DEF17734D8CE043814FD8814D8C|1.0||0.5||||||R|
EB6389504|CD|14034DEF1D1E4D8CE043814FD8814D8C|1.0||0.25|0.1|0.15||||X|
EB6389504|CR|14034DEF1D1F4D8CE043814FD8814D8C|1.0||0.25|0.1|0.15||||R|
EB7647404|CD|14034DEF17954D8CE043814FD8814D8C|1.0||0.5||||||X|
EB7647404|CR|14034DEF17964D8CE043814FD8814D8C|1.0||0.5||||||R|
EC4661004|CD|14034DEF1DFB4D8CE043814FD8814D8C|1.0||1.25||||||X|
EC4661004|CR|14034DEF1DFC4D8CE043814FD8814D8C|1.0||1.25||||||R|
EC5258004|CD|14034DEF1A2F4D8CE043814FD8814D8C|1.0||1.5||||||X|
EC5258004|CR|14034DEF1A304D8CE043814FD8814D8C|1.0||1.5||||||R|
EC5398804|CD|14034DEF1C964D8CE043814FD8814D8C|1.0||0.75|0.5|0.25|||2.0|X|
EC5398804|CR|14034DEF1C974D8CE043814FD8814D8C|1.0||0.75|0.5|0.25|||2.0|R|
EC7386704|CD|14034DEF1A7F4D8CE043814FD8814D8C|1.0||0.5||||||X|
EC7386704|CR|14034DEF1A804D8CE043814FD8814D8C|1.0||0.5||||||R|
ED1684504|CD|14034DEF18374D8CE043814FD8814D8C|1.0||0.5||||||X|
ED1684504|CR|14034DEF18384D8CE043814FD8814D8C|1.0||0.5||||||R|
ED1922204|CD|14034DEF1FE54D8CE043814FD8814D8C|1.0||1.25||||||X|
ED1922204|CR|14034DEF1FE64D8CE043814FD8814D8C|1.0||1.25||||||R|
ED5802504|CD|14034DEF1FF74D8CE043814FD8814D8C|1.0||0.75||||||X|
ED5802504|CR|14034DEF1FF84D8CE043814FD8814D8C|1.0||0.75||||||R|
EE2308204|CD|14034DEF1DCB4D8CE043814FD8814D8C|1.0||0.5||||||X|
EE2308204|CR|14034DEF1DCC4D8CE043814FD8814D8C|1.0||0.5||||||R|
EF4101504|CD|14034DEF1A734D8CE043814FD8814D8C|1.0|||0.2||0.05|||X|
EF4101504|CR|14034DEF1A744D8CE043814FD8814D8C|1.0|||0.2||0.05|||R|
EF6287404|CD|14034DEF1FDB4D8CE043814FD8814D8C|1.0||1.0||||||X|
EF6287404|CR|14034DEF1FDC4D8CE043814FD8814D8C|1.0||1.0||||||R|
EG4439104|CD|14034DEF19494D8CE043814FD8814D8C|1.0||0.75||||||X|
EG4439104|CR|14034DEF194A4D8CE043814FD8814D8C|1.0||0.75||||||R|
EH9933704|CD|14034DEF1F8B4D8CE043814FD8814D8C|1.0||0.75||||||X|
EH9933704|CR|14034DEF1F8C4D8CE043814FD8814D8C|1.0||0.75||||||R|
EI7381604|CD|14034DEF1B1C4D8CE043814FD8814D8C|1.0|||2.0|0.7|0.2|||X|
EI7381604|CR|14034DEF1B1D4D8CE043814FD8814D8C|1.0|||2.0|0.7|0.2|||R|
EJ4555204|CD|14034DEF1BE74D8CE043814FD8814D8C|1.0||1.75|0.2|0.05|0.05|||X|
EJ4555204|CR|14034DEF1BE84D8CE043814FD8814D8C|1.0||1.75|0.2|0.05|0.05|||R|
EJ8015604|CD|14034DEF1FFD4D8CE043814FD8814D8C|1.0||0.5||||||X|
EJ8015604|CR|14034DEF1FFE4D8CE043814FD8814D8C|1.0||0.5||||||R|
EK3826604|CD|14034DEF1A714D8CE043814FD8814D8C|1.0||0.75||||||X|
EK3826604|CR|14034DEF1A724D8CE043814FD8814D8C|1.0||0.75||||||R|
EL1687104|CD|14034DEF183B4D8CE043814FD8814D8C|1.0||1.0||0.1||||X|
EL1687104|CR|14034DEF183C4D8CE043814FD8814D8C|1.0||1.0||0.1||||R|
EL8855204|CD|14034DEF1CF64D8CE043814FD8814D8C|1.0||0.75||||||X|
EL8855204|CR|14034DEF1CF74D8CE043814FD8814D8C|1.0||0.75||||||R|
EL8996304|CD|14034DEF1FFF4D8CE043814FD8814D8C|1.0||1.25||||||X|
EL8996304|CR|14034DEF20004D8CE043814FD8814D8C|1.0||1.25||||||R|
EO3736804|CD|14034DEF188A4D8CE043814FD8814D8C|1.0||0.25|0.1|0.15||||X|
EO3736804|CR|14034DEF188B4D8CE043814FD8814D8C|1.0||0.25|0.1|0.15||||R|
EO4774304|CD|14034DEF1FF14D8CE043814FD8814D8C|1.0||0.75||||||X|
EO4774304|CR|14034DEF1FF24D8CE043814FD8814D8C|1.0||0.75||||||R|
EO9668804|CD|14034DEF17634D8CE043814FD8814D8C|1.0||0.75||||||X|
EO9668804|CR|14034DEF17644D8CE043814FD8814D8C|1.0||0.75||||||R|
EP2378504|CD|14034DEF1CB64D8CE043814FD8814D8C|1.0||0.25||||||X|
EP2378504|CR|14034DEF1CB74D8CE043814FD8814D8C|1.0||0.25||||||R|
EP6519604|CD|14034DEF18E44D8CE043814FD8814D8C|1.0||0.5||||||X|
EP6519604|CR|14034DEF18E54D8CE043814FD8814D8C|1.0||0.5||||||R|
EP7284304|CD|14034DEF1D7E4D8CE043814FD8814D8C|1.0||2.75|||||2.0|X|
EP7284304|CR|14034DEF1D7F4D8CE043814FD8814D8C|1.0||2.75|||||2.0|R|
EQ2778704|CD|14034DEF18D24D8CE043814FD8814D8C|1.0||0.5||||||X|
EQ2778704|CR|14034DEF18D34D8CE043814FD8814D8C|1.0||0.5||||||R|
ER0185604|CD|14034DEF1C4C4D8CE043814FD8814D8C|1.0||3.0|0.1|0.15||||X|
ER0185604|CR|14034DEF1C4D4D8CE043814FD8814D8C|1.0||3.0|0.1|0.15||||R|
ER0723604|CD|14034DEF1E654D8CE043814FD8814D8C|1.0||1.25||||||X|
ER0723604|CR|14034DEF1E664D8CE043814FD8814D8C|1.0||1.25||||||R|
ER2011704|CD|14034DEF183F4D8CE043814FD8814D8C|1.0|||0.2|0.05||||X|
ER2011704|CR|14034DEF18404D8CE043814FD8814D8C|1.0|||0.2|0.05||||R|
ER2032504|CD|14034DEF1F3F4D8CE043814FD8814D8C|1.0||0.5|0.3|0.2||||X|
ER2032504|CR|14034DEF1F404D8CE043814FD8814D8C|1.0||0.5|0.3|0.2||||R|
ER6366404|CD|14034DEF1FA24D8CE043814FD8814D8C|1.0||1.25||||||X|
ER6366404|CR|14034DEF1FA34D8CE043814FD8814D8C|1.0||1.25||||||R|
ES2198104|CD|14034DEF1C544D8CE043814FD8814D8C|1.0||1.75||||||X|
ES2198104|CR|14034DEF1C554D8CE043814FD8814D8C|1.0||1.75||||||R|
ES7363404|CD|14034DEF195D4D8CE043814FD8814D8C|1.0||1.0||||||X|
ES7363404|CR|14034DEF195E4D8CE043814FD8814D8C|1.0||1.0||||||R|
ET2496504|CD|14034DEF1D0E4D8CE043814FD8814D8C|1.0||0.75|0.2|0.05||||X|
ET2496504|CR|14034DEF1D0F4D8CE043814FD8814D8C|1.0||0.75|0.2|0.05||||R|
ET4329904|CD|14034DEF18DA4D8CE043814FD8814D8C|1.0||0.25||||||X|
ET4329904|CR|14034DEF18DB4D8CE043814FD8814D8C|1.0||0.25||||||R|
ET6348004|CD|14034DEF1D5C4D8CE043814FD8814D8C|1.0||0.25|0.5|||||X|
ET6348004|CR|14034DEF1D5D4D8CE043814FD8814D8C|1.0||0.25|0.5|||||R|
ET8103304|CD|14034DEF181B4D8CE043814FD8814D8C|1.0||1.5||||||X|
ET8103304|CR|14034DEF181C4D8CE043814FD8814D8C|1.0||1.5||||||R|
ET8121204|CD|14034DEF1EE14D8CE043814FD8814D8C|1.0||0.5||||||X|
ET8121204|CR|14034DEF1EE24D8CE043814FD8814D8C|1.0||0.5||||||R|
EU3486804|CD|14034DEF1BDF4D8CE043814FD8814D8C|1.0||0.75||||||X|
EU3486804|CR|14034DEF1BE04D8CE043814FD8814D8C|1.0||0.75||||||R|
EU6366004|CD|14034DEF1B1A4D8CE043814FD8814D8C|1.0||0.25|3.1|0.8|0.1|||X|
EU6366004|CR|14034DEF1B1B4D8CE043814FD8814D8C|1.0||0.25|3.1|0.8|0.1|||R|
EX5080204|CD|14034DEF1A014D8CE043814FD8814D8C|1.0||0.25||||||X|
EX5080204|CR|14034DEF1A024D8CE043814FD8814D8C|1.0||0.25||||||R|
EX6058904|CD|14034DEF1CC64D8CE043814FD8814D8C|1.0||0.25||||||X|
EX6058904|CR|14034DEF1CC74D8CE043814FD8814D8C|1.0||0.25||||||R|
EY0810304|CD|14034DEF187A4D8CE043814FD8814D8C|1.0||1.25|0.4|0.1||||X|
EY0810304|CR|14034DEF187B4D8CE043814FD8814D8C|1.0||1.25|0.4|0.1||||R|
EY1889104|CD|14034DEF19004D8CE043814FD8814D8C|1.0||0.25|0.2||0.05|||X|
EY1889104|CR|14034DEF19014D8CE043814FD8814D8C|1.0||0.25|0.2||0.05|||R|
EY9085004|CD|14034DEF19694D8CE043814FD8814D8C|1.0||1.75|0.2|0.05||||X|
EY9085004|CR|14034DEF196A4D8CE043814FD8814D8C|1.0||1.75|0.2|0.05||||R|
EY9722104|CD|14034DEF19EF4D8CE043814FD8814D8C|1.0||1.5|0.6|0.15||||X|
EY9722104|CR|14034DEF19F04D8CE043814FD8814D8C|1.0||1.5|0.6|0.15||||R|
EZ8550204|CD|14034DEF186D4D8CE043814FD8814D8C|1.0||0.5|0.5|2.2|0.05|||X|
EZ8550204|CR|14034DEF186E4D8CE043814FD8814D8C|1.0||0.5|0.5|2.2|0.05|||R|
FA6929504|CD|14034DEF1B444D8CE043814FD8814D8C|1.0||0.5||||||X|
FA6929504|CR|14034DEF1B454D8CE043814FD8814D8C|1.0||0.5||||||R|
FB8121904|CD|14034DEF1B644D8CE043814FD8814D8C|1.0||10.0|0.4|0.1|0.25||2.0|X|
FB8121904|CR|14034DEF1B654D8CE043814FD8814D8C|1.0||10.0|0.4|0.1|0.25||2.0|R|
FC3716504|CD|14034DEF1FED4D8CE043814FD8814D8C|1.0||0.75||||||X|
FC3716504|CR|14034DEF1FEE4D8CE043814FD8814D8C|1.0||0.75||||||R|
FD7721304|CD|14034DEF18AE4D8CE043814FD8814D8C|1.0||0.75|2.0|1.15|0.05|||X|
FD7721304|CR|14034DEF18AF4D8CE043814FD8814D8C|1.0||0.75|2.0|1.15|0.05|||R|
FD9999004|CD|14034DEF17654D8CE043814FD8814D8C|1.0||0.75||||||X|
FD9999004|CR|14034DEF17664D8CE043814FD8814D8C|1.0||0.75||||||R|
FG2789904|CD|14034DEF1BD94D8CE043814FD8814D8C|1.0||0.75|||0.01|||X|
FG2789904|CR|14034DEF1BDA4D8CE043814FD8814D8C|1.0||0.75|||0.01|||R|
FG5765904|CD|14034DEF1C984D8CE043814FD8814D8C|1.0||0.25||||||X|
FG5765904|CR|14034DEF1C994D8CE043814FD8814D8C|1.0||0.25||||||R|
FH4003204|CD|14034DEF1BC74D8CE043814FD8814D8C|1.0||0.5||||||X|
FH4003204|CR|14034DEF1BC84D8CE043814FD8814D8C|1.0||0.5||||||R|
FH5261604|CD|14034DEF1E554D8CE043814FD8814D8C|1.0||1.0|0.2|0.05||||X|
FH5261604|CR|14034DEF1E564D8CE043814FD8814D8C|1.0||1.0|0.2|0.05||||R|
FH9388604|CD|14034DEF1E034D8CE043814FD8814D8C|1.0||0.5||||||X|
FH9388604|CR|14034DEF1E044D8CE043814FD8814D8C|1.0||0.5||||||R|
FI3717704|CD|14034DEF19454D8CE043814FD8814D8C|1.0||1.5||||||X|
FI3717704|CR|14034DEF19464D8CE043814FD8814D8C|1.0||1.5||||||R|
FI5883504|CD|14034DEF1B8C4D8CE043814FD8814D8C|1.0||0.25||||||X|
FI5883504|CR|14034DEF1B8D4D8CE043814FD8814D8C|1.0||0.25||||||R|
FI7490104|CD|14034DEF1DAF4D8CE043814FD8814D8C|1.0||1.75||||||X|
FI7490104|CR|14034DEF1DB04D8CE043814FD8814D8C|1.0||1.75||||||R|
FJ2582304|CD|14034DEF19F94D8CE043814FD8814D8C|1.0||0.75|0.2||0.01|||X|
FJ2582304|CR|14034DEF19FA4D8CE043814FD8814D8C|1.0||0.75|0.2||0.01|||R|
FJ8472304|CD|14034DEF1CA64D8CE043814FD8814D8C|1.0||0.75||||||X|
FJ8472304|CR|14034DEF1CA74D8CE043814FD8814D8C|1.0||0.75||||||R|
FK0339804|CD|14034DEF18BE4D8CE043814FD8814D8C|1.0||2.0||||||X|
FK0339804|CR|14034DEF18BF4D8CE043814FD8814D8C|1.0||2.0||||||R|
FK4696504|CD|14034DEF1BA04D8CE043814FD8814D8C|1.0||0.75|0.2|0.05||||X|
FK4696504|CR|14034DEF1BA14D8CE043814FD8814D8C|1.0||0.75|0.2|0.05||||R|
FK8297504|CD|14034DEF18674D8CE043814FD8814D8C|1.0||2.0|0.2||0.01|||X|
FK8297504|CR|14034DEF18684D8CE043814FD8814D8C|1.0||2.0|0.2||0.01|||R|
FL1061304|CD|14034DEF1B304D8CE043814FD8814D8C|1.0||0.25|0.2|0.05||||X|
FL1061304|CR|14034DEF1B314D8CE043814FD8814D8C|1.0||0.25|0.2|0.05||||R|
FL2124904|CD|14034DEF1F944D8CE043814FD8814D8C|1.0||0.5||||||X|
FL2124904|CR|14034DEF1F954D8CE043814FD8814D8C|1.0||0.5||||||R|
FL9370004|CD|14034DEF1B6C4D8CE043814FD8814D8C|1.0||0.75||||||X|
FL9370004|CR|14034DEF1B6D4D8CE043814FD8814D8C|1.0||0.75||||||R|
FM8012904|CD|14034DEF1A654D8CE043814FD8814D8C|1.0||0.5||||||X|
FM8012904|CR|14034DEF1A664D8CE043814FD8814D8C|1.0||0.5||||||R|
FN2847904|CD|14034DEF19414D8CE043814FD8814D8C|1.0||0.75||||||X|
FN2847904|CR|14034DEF19424D8CE043814FD8814D8C|1.0||0.75||||||R|
FO1921604|CD|14034DEF1DE34D8CE043814FD8814D8C|1.0||0.25||||||X|
FO1921604|CR|14034DEF1DE44D8CE043814FD8814D8C|1.0||0.25||||||R|
FO8915504|CD|14034DEF1E874D8CE043814FD8814D8C|1.0||0.25||||||X|
FO8915504|CR|14034DEF1E884D8CE043814FD8814D8C|1.0||0.25||||||R|
FP2737504|CD|14034DEF1BC54D8CE043814FD8814D8C|1.0||0.75||||||X|
FP2737504|CR|14034DEF1BC64D8CE043814FD8814D8C|1.0||0.75||||||R|
FQ1104704|CD|14034DEF17A24D8CE043814FD8814D8C|1.0||0.5||||||X|
FQ1104704|CR|14034DEF17A34D8CE043814FD8814D8C|1.0||0.5||||||R|
FQ1749104|CD|14034DEF1AD44D8CE043814FD8814D8C|1.0|||0.5|||||X|
FQ1749104|CR|14034DEF1AD54D8CE043814FD8814D8C|1.0|||0.5|||||R|
FQ5948504|CD|14034DEF1E5D4D8CE043814FD8814D8C|1.0||0.5||||||X|
FQ5948504|CR|14034DEF1E5E4D8CE043814FD8814D8C|1.0||0.5||||||R|
FR9053204|CD|14034DEF1FDF4D8CE043814FD8814D8C|1.0||0.75||||||X|
FR9053204|CR|14034DEF1FE04D8CE043814FD8814D8C|1.0||0.75||||||R|
FS4949004|CD|14034DEF1BED4D8CE043814FD8814D8C|1.0||1.0||||||X|
FS4949004|CR|14034DEF1BEE4D8CE043814FD8814D8C|1.0||1.0||||||R|
FT0340304|CD|14034DEF1FB44D8CE043814FD8814D8C|1.0||0.75||||||X|
FT0340304|CR|14034DEF1FB54D8CE043814FD8814D8C|1.0||0.75||||||R|
FT6853404|CD|14034DEF17544D8CE043814FD8814D8C|1.0||0.25||0.25||||X|
FT6853404|CR|14034DEF17554D8CE043814FD8814D8C|1.0||0.25||0.25||||R|
FU8995204|CD|14034DEF19674D8CE043814FD8814D8C|1.0||1.5||||||X|
FU8995204|CR|14034DEF19684D8CE043814FD8814D8C|1.0||1.5||||||R|
FV0053404|CD|14034DEF1CD44D8CE043814FD8814D8C|1.0||0.75||||||X|
FV0053404|CR|14034DEF1CD54D8CE043814FD8814D8C|1.0||0.75||||||R|
FV1405704|CD|14034DEF1D2E4D8CE043814FD8814D8C|1.0||2.25|0.3|0.2||||X|
FV1405704|CR|14034DEF1D2F4D8CE043814FD8814D8C|1.0||2.25|0.3|0.2||||R|
FW4585504|CD|14034DEF1F274D8CE043814FD8814D8C|1.0||1.0||||||X|
FW4585504|CR|14034DEF1F284D8CE043814FD8814D8C|1.0||1.0||||||R|
FW5783004|CD|14034DEF18A04D8CE043814FD8814D8C|1.0||0.5|0.4|0.1|1.0|||X|
FW5783004|CR|14034DEF18A14D8CE043814FD8814D8C|1.0||0.5|0.4|0.1|1.0|||R|
FW6693204|CD|14034DEF1AEA4D8CE043814FD8814D8C|1.0|||0.1|0.15||||X|
