fin_coa_cd|org_cd|cgprpsl_nbr|obj_id|ver_nbr|cgprpsl_prmorg_ind|row_actv_ind|
BL|PSY|12695.0|12BF1921045D9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|12719.0|12BF1921045E9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|12803.0|12BF1921045F9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|12830.0|12BF192104609D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|12832.0|12BF192104619D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|12880.0|12BF192104629D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|12903.0|12BF192104639D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|12907.0|12BF192104649D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|12955.0|12BF192104659D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|12956.0|12BF192104669D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|12966.0|12BF192104679D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|13033.0|12BF192104689D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|13055.0|12BF192104699D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|13056.0|12BF1921046A9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|13104.0|12BF1921046B9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|13105.0|12BF1921046C9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|13106.0|12BF1921046D9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|13123.0|12BF1921046E9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|13171.0|12BF1921046F9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|13177.0|12BF192104709D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|13208.0|12BF192104719D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|13257.0|12BF192104729D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|13286.0|12BF192104739D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|13321.0|12BF192104749D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|13322.0|12BF192104759D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|13444.0|12BF192104769D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|13500.0|12BF192104779D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|13520.0|12BF192104789D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|13544.0|12BF192104799D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|13636.0|12BF1921047A9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|13679.0|12BF1921047B9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|13755.0|12BF1921047C9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|13770.0|12BF1921047D9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|13772.0|12BF1921047E9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|13901.0|12BF1921047F9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|13906.0|12BF192104809D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|13912.0|12BF192104819D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|13933.0|12BF192104829D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|13936.0|12BF192104839D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|13944.0|12BF192104849D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|13958.0|12BF192104859D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|13963.0|12BF192104869D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|14020.0|12BF192104879D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|14038.0|12BF192104889D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|14041.0|12BF192104899D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|14085.0|12BF1921048A9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|14097.0|12BF1921048B9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|14109.0|12BF1921048C9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|14113.0|12BF1921048D9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|14274.0|12BF1921048E9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|14280.0|12BF1921048F9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|14309.0|12BF192104909D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|14316.0|12BF192104919D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|14398.0|12BF192104929D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|14447.0|12BF192104939D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|14486.0|12BF192104949D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|14494.0|12BF192104959D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|14495.0|12BF192104969D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|14642.0|12BF192104979D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|14643.0|12BF192104989D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|14649.0|12BF192104999D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|14654.0|12BF1921049A9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|14655.0|12BF1921049B9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|14657.0|12BF1921049C9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|14659.0|12BF1921049D9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|14712.0|12BF1921049E9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|14715.0|12BF1921049F9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|14717.0|12BF192104A09D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|14749.0|12BF192104A19D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|14760.0|12BF192104A29D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|14886.0|12BF192104A39D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|14931.0|12BF192104A49D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|14998.0|12BF192104A59D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15000.0|12BF192104A69D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15011.0|12BF192104A79D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15017.0|12BF192104A89D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15083.0|12BF192104A99D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15099.0|12BF192104AA9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15135.0|12BF192104AB9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15171.0|12BF192104AC9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15172.0|12BF192104AD9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15193.0|12BF192104AE9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15202.0|12BF192104AF9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15203.0|12BF192104B09D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15206.0|12BF192104B19D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15221.0|12BF192104B29D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15244.0|12BF192104B39D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15245.0|12BF192104B49D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15248.0|12BF192104B59D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15354.0|12BF192104B69D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15417.0|12BF192104B79D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15418.0|12BF192104B89D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15484.0|12BF192104B99D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15493.0|12BF192104BA9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15547.0|12BF192104BB9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15552.0|12BF192104BC9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15556.0|12BF192104BD9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15579.0|12BF192104BE9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15602.0|12BF192104BF9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15604.0|12BF192104C09D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15607.0|12BF192104C19D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15658.0|12BF192104C29D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15669.0|12BF192104C39D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15696.0|12BF192104C49D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15710.0|12BF192104C59D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15718.0|12BF192104C69D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15725.0|12BF192104C79D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15726.0|12BF192104C89D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15728.0|12BF192104C99D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15729.0|12BF192104CA9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15730.0|12BF192104CB9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15732.0|12BF192104CC9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15733.0|12BF192104CD9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15741.0|12BF192104CE9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15750.0|12BF192104CF9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15811.0|12BF192104D09D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15923.0|12BF192104D19D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15924.0|12BF192104D29D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|15932.0|12BF192104D39D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|16000.0|12BF192104D49D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|16070.0|12BF192104D59D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|16119.0|12BF192104D69D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|16147.0|12BF192104D79D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|16157.0|12BF192104D89D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|16159.0|12BF192104D99D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|16185.0|12BF192104DA9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|16256.0|12BF192104DB9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|16293.0|12BF192104DC9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|16298.0|12BF192104DD9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|16326.0|12BF192104DE9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|16327.0|12BF192104DF9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|16395.0|12BF192104E09D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|16640.0|12BF192104E19D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|16641.0|12BF192104E29D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|16706.0|12BF192104E39D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|16709.0|12BF192104E49D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|16781.0|12BF192104E59D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|16883.0|12BF192104E69D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|17028.0|12BF192104E79D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|17108.0|12BF192104E89D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|17264.0|12BF192104E99D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|17302.0|12BF192104EA9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|17317.0|12BF192104EB9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|17320.0|12BF192104EC9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|17370.0|12BF192104ED9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|17371.0|12BF192104EE9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|17373.0|12BF192104EF9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|17596.0|12BF192104F09D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|17599.0|12BF192104F19D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|17604.0|12BF192104F29D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|17618.0|12BF192104F39D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|17650.0|12BF192104F49D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|17708.0|12BF192104F59D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|17714.0|12BF192104F69D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|17746.0|12BF192104F79D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|17773.0|12BF192104F89D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|17781.0|12BF192104F99D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|17802.0|12BF192104FA9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|17855.0|12BF192104FB9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|17858.0|12BF192104FC9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|17865.0|12BF192104FD9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|17884.0|12BF192104FE9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|17895.0|12BF192104FF9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|17896.0|12BF192105009D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|17897.0|12BF192105019D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|17960.0|12BF192105029D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|17984.0|12BF192105039D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|18029.0|12BF192105049D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|18032.0|12BF192105059D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|18119.0|12BF192105069D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|18164.0|12BF192105079D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|18190.0|12BF192105089D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|18204.0|12BF192105099D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|18206.0|12BF1921050A9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|18207.0|12BF1921050B9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|18226.0|12BF1921050C9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|18254.0|12BF1921050D9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|18282.0|12BF1921050E9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|18311.0|12BF1921050F9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|18315.0|12BF192105109D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|18483.0|12BF192105119D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|18575.0|12BF192105129D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|18584.0|12BF192105139D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|18648.0|12BF192105149D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|18689.0|12BF192105159D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|18813.0|12BF192105169D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|18815.0|12BF192105179D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|18827.0|12BF192105189D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|18836.0|12BF192105199D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|18844.0|12BF1921051A9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|18849.0|12BF1921051B9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|18883.0|12BF1921051C9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|18894.0|12BF1921051D9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|18911.0|12BF1921051E9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|18940.0|12BF1921051F9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|18941.0|12BF192105209D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|18944.0|12BF192105219D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|18946.0|12BF192105229D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|18962.0|12BF192105239D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|18964.0|12BF192105249D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|19027.0|12BF192105259D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|19089.0|12BF192105269D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|19090.0|12BF192105279D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|19122.0|12BF192105289D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|19183.0|12BF192105299D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|19184.0|12BF1921052A9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|19201.0|12BF1921052B9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|19206.0|12BF1921052C9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|19214.0|12BF1921052D9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|19215.0|12BF1921052E9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|19256.0|12BF1921052F9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|19296.0|12BF192105309D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|19338.0|12BF192105319D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|19363.0|12BF192105329D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|19395.0|12BF192105339D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|19404.0|12BF192105349D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|19405.0|12BF192105359D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|19406.0|12BF192105369D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|19491.0|12BF192105379D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|19492.0|12BF192105389D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|19493.0|12BF192105399D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|19494.0|12BF1921053A9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|19495.0|12BF1921053B9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|19539.0|12BF1921053C9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|19542.0|12BF1921053D9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|19543.0|12BF1921053E9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|19560.0|12BF1921053F9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|19562.0|12BF192105409D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|19617.0|12BF192105419D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|19747.0|12BF192105429D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|19783.0|12BF192105439D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|19837.0|12BF192105449D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|19876.0|12BF192105459D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|19965.0|12BF192105469D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|19972.0|12BF192105479D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|20071.0|12BF192105489D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|20101.0|12BF192105499D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|20320.0|12BF1921054A9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|20351.0|12BF1921054B9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|20366.0|12BF1921054C9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|20377.0|12BF1921054D9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|20433.0|12BF1921054E9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|20436.0|12BF1921054F9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|20442.0|12BF192105509D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|20448.0|12BF192105519D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|20457.0|12BF192105529D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|20497.0|12BF192105539D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|20520.0|12BF192105549D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|20565.0|12BF192105559D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|20620.0|12BF192105569D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|20624.0|12BF192105579D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|20663.0|12BF192105589D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|20686.0|12BF192105599D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|20710.0|12BF1921055A9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|20752.0|12BF1921055B9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|20760.0|12BF1921055C9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|20788.0|12BF1921055D9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|20941.0|12BF1921055E9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|20949.0|12BF1921055F9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|20952.0|12BF192105609D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|21059.0|12BF192105619D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|21072.0|12BF192105629D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|21073.0|12BF192105639D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|21106.0|12BF192105649D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|21154.0|12BF192105659D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|21156.0|12BF192105669D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|21184.0|12BF192105679D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|21185.0|12BF192105689D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|21301.0|12BF192105699D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|21305.0|12BF1921056A9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|21326.0|12BF1921056B9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|21333.0|12BF1921056C9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|21350.0|12BF1921056D9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|21365.0|12BF1921056E9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|21462.0|12BF1921056F9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|21479.0|12BF192105709D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|21492.0|12BF192105719D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|21493.0|12BF192105729D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|21512.0|12BF192105739D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|21514.0|12BF192105749D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|21515.0|12BF192105759D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|21570.0|12BF192105769D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|21613.0|12BF192105779D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|21614.0|12BF192105789D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|21622.0|12BF192105799D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|21648.0|12BF1921057A9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|21659.0|12BF1921057B9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|21661.0|12BF1921057C9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|21733.0|12BF1921057D9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|21784.0|12BF1921057E9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|21874.0|12BF1921057F9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|21929.0|12BF192105809D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|21930.0|12BF192105819D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|21936.0|12BF192105829D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|22046.0|12BF192105839D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|22084.0|12BF192105849D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|22099.0|12BF192105859D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|22121.0|12BF192105869D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|22215.0|12BF192105879D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|22251.0|12BF192105889D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|22293.0|12BF192105899D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|22306.0|12BF1921058A9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|22426.0|12BF1921058B9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|22452.0|12BF1921058C9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|22607.0|12BF1921058D9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|22617.0|12BF1921058E9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|22642.0|12BF1921058F9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|22724.0|12BF192105909D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|22789.0|12BF192105919D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|22791.0|12BF192105929D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|22805.0|12BF192105939D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|22807.0|12BF192105949D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|22841.0|12BF192105959D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|22845.0|12BF192105969D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|22916.0|12BF192105979D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|22974.0|12BF192105989D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|22989.0|12BF192105999D6CE043814FD8819D6C|1.0|Y|Y|
