kemid|sec_id|regis_cd|hldg_ip_ind|tot_hldg_lot_nbr|tot_hldg_units|tot_hldg_cost|ver_nbr|obj_id|
909ETIP018|21036P108|0EP|P|2.0|35000.0|520331.5|1.0|8B7336E7528D7CDEE0404F8189D82212|
909ETIP018|251566105|0EP|P|1.0|50000.0|815480.0|1.0|8B7336E7527B7CDEE0404F8189D82212|
909ETIP018|254687106|0EP|P|3.0|25000.0|543916.5|1.0|8B7336E7528E7CDEE0404F8189D82212|
909ETIP018|26874Q100|0EP|P|2.0|15000.0|275727.5|1.0|8B7336E7528F7CDEE0404F8189D82212|
909ETIP018|38141G104|0EP|P|1.0|5000.0|989750.0|1.0|8B7336E7527C7CDEE0404F8189D82212|
909ETIP018|40414L109|0EP|P|1.0|20000.0|291471.89|1.0|8B7336E7527D7CDEE0404F8189D82212|
909ETIP018|436440101|0EP|P|2.0|30000.0|845332.55|1.0|8B7336E752907CDEE0404F8189D82212|
909ETIP018|437076102|0EP|P|2.0|20000.0|735296.5|1.0|8B7336E752917CDEE0404F8189D82212|
909ETIP018|449934108|0EP|P|3.0|30000.0|621243.5|1.0|8B7336E752927CDEE0404F8189D82212|
909ETIP018|459902102|0EP|P|1.0|30000.0|788174.01|1.0|8B7336E7527E7CDEE0404F8189D82212|
909ETIP018|46120E602|0EP|P|2.0|4000.0|463328.5|1.0|8B7336E752937CDEE0404F8189D82212|
909ETIP018|532457108|0EP|P|1.0|15000.0|895200.0|1.0|8B7336E7527F7CDEE0404F8189D82212|
909ETIP018|594918104|0EP|P|3.0|40000.0|1034795.53|1.0|8B7336E752947CDEE0404F8189D82212|
909ETIP018|61166W101|0EP|P|2.0|12000.0|874758.6|1.0|8B7336E752957CDEE0404F8189D82212|
909ETIP018|62886E108|0EP|P|1.0|10000.0|231439.14|1.0|8B7336E752967CDEE0404F8189D82212|
909ETIP018|713448108|0EP|P|3.0|14000.0|348226.46|1.0|8B7336E752977CDEE0404F8189D82212|
909ETIP018|73935X740|0EP|P|2.0|35000.0|452276.0|1.0|8B7336E752987CDEE0404F8189D82212|
909ETIP018|742718109|0EP|P|1.0|12000.0|364800.0|1.0|8B7336E752807CDEE0404F8189D82212|
909ETIP018|755111507|0EP|P|1.0|10000.0|391200.0|1.0|8B7336E752817CDEE0404F8189D82212|
909ETIP018|88076W103|0EP|P|2.0|20000.0|469206.86|1.0|8B7336E752997CDEE0404F8189D82212|
909ETIP018|911312106|0EP|P|2.0|15000.0|1011059.5|1.0|8B7336E7529A7CDEE0404F8189D82212|
909ETIP018|931422109|0EP|P|1.0|15000.0|522271.5|1.0|8B7336E752827CDEE0404F8189D82212|
909ETIP018|94106L109|0EP|P|1.0|20000.0|601388.0|1.0|8B7336E752837CDEE0404F8189D82212|
909ETIP018|94973V107|0EP|P|1.0|15000.0|585345.0|1.0|8B7336E752847CDEE0404F8189D82212|
909ETIP018|H8817H100|0EP|P|2.0|10000.0|384748.58|1.0|8B7336E7529B7CDEE0404F8189D82212|
909ETIP018|S99990558|0EP|P|1.0|0.01|0.01|1.0|8B7336E752857CDEE0404F8189D82212|
