entity_emp_id|obj_id|ver_nbr|entity_id|entity_afltn_id|emp_stat_cd|emp_typ_cd|base_slry_amt|prmry_ind|actv_ind|last_updt_dt|prmry_dept_cd|emp_id|emp_rec_id|
KFS2593|KFS2593|1.0|KFS2593|KFS2593|T|N|50000.0|Y|Y|20121207233012|BL-BL|0000001600|1|
KFS2594|KFS2594|1.0|KFS2594|KFS2594|T|N|50000.0|Y|Y|20121207233012|BL-BL|0000001601|1|
KFS2595|KFS2595|1.0|KFS2595|KFS2595|T|N|50000.0|Y|Y|20121207233012|BL-BL|0000001602|1|
KFS2602|KFS2602|1.0|KFS2602|KFS2602|T|N|50000.0|Y|Y|20121207233012|BL-BL|0000001609|1|
KFS2606|KFS2606|1.0|KFS2606|KFS2606|T|N|50000.0|Y|Y|20121207233012|BL-BL|0000001613|1|
KFS2607|KFS2607|1.0|KFS2607|KFS2607|T|N|50000.0|Y|Y|20121207233012|BL-BL|0000001614|1|
KFS2612|KFS2612|1.0|KFS2612|KFS2612|T|N|50000.0|Y|Y|20121207233012|BL-BL|0000001619|1|
KFS2616|KFS2616|1.0|KFS2616|KFS2616|T|N|50000.0|Y|Y|20121207233012|BL-BL|0000001623|1|
KFS2621|KFS2621|1.0|KFS2621|KFS2621|T|N|50000.0|Y|Y|20121207233012|BL-BL|0000001628|1|
KFS2629|KFS2629|1.0|KFS2629|KFS2629|T|N|50000.0|Y|Y|20121207233012|BL-BL|0000001636|1|
KFS2631|KFS2631|1.0|KFS2631|KFS2631|T|N|50000.0|Y|Y|20121207233012|BL-BL|0000001638|1|
KFS2641|KFS2641|1.0|KFS2641|KFS2641|T|N|50000.0|Y|Y|20121207233012|BL-BL|0000001648|1|
KFS2646|KFS2646|1.0|KFS2646|KFS2646|T|N|50000.0|Y|Y|20121207233012|BL-BL|0000001653|1|
KFS2648|KFS2648|1.0|KFS2648|KFS2648|T|N|50000.0|Y|Y|20121207233012|BL-BL|0000001655|1|
KFS2651|KFS2651|1.0|KFS2651|KFS2651|T|N|50000.0|Y|Y|20121207233012|BL-BL|0000001658|1|
KFS2655|KFS2655|1.0|KFS2655|KFS2655|T|N|50000.0|Y|Y|20121207233012|BL-HALL|0000001662|1|
KFS2656|KFS2656|1.0|KFS2656|KFS2656|T|N|50000.0|Y|Y|20121207233012|BL-HALL|0000001663|1|
KFS2657|KFS2657|1.0|KFS2657|KFS2657|T|N|50000.0|Y|Y|20121207233012|BL-HALL|0000001664|1|
KFS2658|KFS2658|1.0|KFS2658|KFS2658|T|N|50000.0|Y|Y|20121207233012|BL-HALL|0000001665|1|
KFS2659|KFS2659|1.0|KFS2659|KFS2659|T|N|50000.0|Y|Y|20121207233012|BL-HALL|0000001666|1|
KFS2693|KFS2693|1.0|KFS2693|KFS2693|A|P|50000.0|Y|Y|20121207233012|BL-BL|0000001700|1|
KFS2694|KFS2694|1.0|KFS2694|KFS2694|T|P|50000.0|Y|Y|20121207233012|BL-BL|0000001701|1|
KFS2695|KFS2695|1.0|KFS2695|KFS2695|T|N|50000.0|Y|Y|20121207233012|BL-BL|0000001702|1|
KFS2734|KFS2734|1.0|KFS2734|KFS2734|T|N|50000.0|Y|Y|20121207233012|BL-MUS|0000001741|1|
KFS2742|KFS2742|1.0|KFS2742|KFS2742|T|N|50000.0|Y|Y|20121207233012|BL-BL|0000001749|1|
KFS2743|KFS2743|1.0|KFS2743|KFS2743|A|P|50000.0|Y|Y|20121207233012|BL-PSY|0000002820|1|
KFS2744|KFS2744|1.0|KFS2744|KFS2744|A|P|50000.0|Y|Y|20121207233012|EA-BUSE|0000002874|1|
KFS2745|KFS2745|1.0|KFS2745|KFS2745|A|P|50000.0|Y|Y|20121207233012|BL-RUAD|0000002882|1|
KFS2746|KFS2746|1.0|KFS2746|KFS2746|A|P|50000.0|Y|Y|20121207233012|BL-PSY|0000002884|1|
KFS2747|KFS2747|1.0|KFS2747|KFS2747|A|P|50000.0|Y|Y|20121207233012|BL-BL|0000002930|1|
KFS2748|KFS2748|1.0|KFS2748|KFS2748|A|P|50000.0|Y|Y|20121207233012|BL-SPHS|0000003008|1|
KFS2749|KFS2749|1.0|KFS2749|KFS2749|A|P|50000.0|Y|Y|20121207233012|IN-DMSC|0000003417|1|
KFS2750|KFS2750|1.0|KFS2750|KFS2750|A|P|50000.0|Y|Y|20121207233012|BL-PSY|0000003543|1|
KFS2751|KFS2751|1.0|KFS2751|KFS2751|A|P|50000.0|Y|Y|20121207233012|NW-SOC|0000003606|1|
KFS2752|KFS2752|1.0|KFS2752|KFS2752|A|P|50000.0|Y|Y|20121207233012|KO-NIMS|0000003607|1|
KFS2753|KFS2753|1.0|KFS2753|KFS2753|A|P|50000.0|Y|Y|20121207233012|BL-PSY|0000003623|1|
KFS2754|KFS2754|1.0|KFS2754|KFS2754|R|P|50000.0|Y|Y|20121207233012|SB-ENG|0000003914|1|
KFS2755|KFS2755|1.0|KFS2755|KFS2755|A|P|50000.0|Y|Y|20121207233012|UA-VPUR|0000004117|1|
KFS2756|KFS2756|1.0|KFS2756|KFS2756|A|P|50000.0|Y|Y|20121207233012|BL-BL|0000004301|1|
KFS2757|KFS2757|1.0|KFS2757|KFS2757|A|P|50000.0|Y|Y|20121207233012|EA-HUFA|0000004330|1|
KFS2758|KFS2758|1.0|KFS2758|KFS2758|A|P|50000.0|Y|Y|20121207233012|KO-EDUC|0000004483|1|
KFS2759|KFS2759|1.0|KFS2759|KFS2759|A|P|50000.0|Y|Y|20121207233012|IN-PD|0000004621|1|
KFS2760|KFS2760|1.0|KFS2760|KFS2760|A|P|50000.0|Y|Y|20121207233012|BL-LLC|0000004805|1|
KFS2761|KFS2761|1.0|KFS2761|KFS2761|A|P|50000.0|Y|Y|20121207233012|BL-SPAN|0000004826|1|
KFS2762|KFS2762|1.0|KFS2762|KFS2762|A|P|50000.0|Y|Y|20121207233012|BL-SOC|0000004829|1|
KFS2763|KFS2763|1.0|KFS2763|KFS2763|A|P|50000.0|Y|Y|20121207233012|IN-BIOL|0000004857|1|
KFS2764|KFS2764|1.0|KFS2764|KFS2764|A|P|50000.0|Y|Y|20121207233012|BL-PSY|0000005284|1|
KFS2765|KFS2765|1.0|KFS2765|KFS2765|A|P|50000.0|Y|Y|20121207233012|BL-ANTH|0000005651|1|
KFS2766|KFS2766|1.0|KFS2766|KFS2766|A|P|50000.0|Y|Y|20121207233012|IN-DMED|0000005738|1|
KFS2767|KFS2767|1.0|KFS2767|KFS2767|A|P|50000.0|Y|Y|20121207233012|BL-BL|0000005799|1|
KFS2768|KFS2768|1.0|KFS2768|KFS2768|T|P|50000.0|Y|Y|20121207233012|SB-CHAN|0000006026|1|
KFS2769|KFS2769|1.0|KFS2769|KFS2769|T|P|50000.0|Y|Y|20121207233012|SB-PHYS|0000006271|1|
KFS2770|KFS2770|1.0|KFS2770|KFS2770|A|P|50000.0|Y|Y|20121207233012|SB-BSCI|0000006272|1|
KFS2771|KFS2771|1.0|KFS2771|KFS2771|A|P|50000.0|Y|Y|20121207233012|EA-BSSD|0000006336|1|
KFS2772|KFS2772|1.0|KFS2772|KFS2772|A|P|50000.0|Y|Y|20121207233012|BL-PSY|0000006337|1|
KFS2773|KFS2773|1.0|KFS2773|KFS2773|A|P|50000.0|Y|Y|20121207233012|BL-SOC|0000006639|1|
KFS2774|KFS2774|1.0|KFS2774|KFS2774|A|P|50000.0|Y|Y|20121207233012|IN-SOC|0000006689|1|
KFS2775|KFS2775|1.0|KFS2775|KFS2775|A|P|50000.0|Y|Y|20121207233012|BL-ARSD|0000006708|1|
KFS2776|KFS2776|1.0|KFS2776|KFS2776|A|P|50000.0|Y|Y|20121207233012|BA-IMAU|0000006883|1|
KFS2777|KFS2777|1.0|KFS2777|KFS2777|T|P|50000.0|Y|Y|20121207233012|IN-BUDG|0000006947|1|
KFS2778|KFS2778|1.0|KFS2778|KFS2778|A|P|50000.0|Y|Y|20121207233012|BL-SOC|0000007220|1|
KFS2779|KFS2779|1.0|KFS2779|KFS2779|R|P|50000.0|Y|Y|20121207233012|IN-IN|0000007392|1|
KFS2780|KFS2780|1.0|KFS2780|KFS2780|A|P|50000.0|Y|Y|20121207233012|IN-SPEA|0000007399|1|
KFS2781|KFS2781|1.0|KFS2781|KFS2781|A|N|50000.0|Y|Y|20121207233012|IN-ANES|0000007499|1|
KFS2782|KFS2782|1.0|KFS2782|KFS2782|A|N|50000.0|Y|Y|20121207233012|BL-PSY|0000007723|1|
KFS2783|KFS2783|1.0|KFS2783|KFS2783|A|P|50000.0|Y|Y|20121207233012|IN-UCOL|0000007775|1|
KFS2784|KFS2784|1.0|KFS2784|KFS2784|A|P|50000.0|Y|Y|20121207233012|SB-MAS|0000007926|1|
KFS2785|KFS2785|1.0|KFS2785|KFS2785|A|P|50000.0|Y|Y|20121207233012|SB-POLS|0000008013|1|
KFS2786|KFS2786|1.0|KFS2786|KFS2786|A|P|50000.0|Y|Y|20121207233012|EA-AADV|0000008014|1|
KFS2787|KFS2787|1.0|KFS2787|KFS2787|R|P|50000.0|Y|Y|20121207233012|IN-HIST|0000008126|1|
KFS2788|KFS2788|1.0|KFS2788|KFS2788|R|P|50000.0|Y|Y|20121207233012|SE-ACAD|0000008128|1|
KFS2789|KFS2789|1.0|KFS2789|KFS2789|A|N|50000.0|Y|Y|20121207233012|BL-BL|0000008257|1|
KFS2790|KFS2790|1.0|KFS2790|KFS2790|A|P|50000.0|Y|Y|20121207233012|BL-ACSP|0000008486|1|
KFS2791|KFS2791|1.0|KFS2791|KFS2791|A|P|50000.0|Y|Y|20121207233012||0000008516|1|
KFS2792|KFS2792|1.0|KFS2792|KFS2792|A|P|50000.0|Y|Y|20121207233012|EA-BUSE|0000008593|1|
KFS2793|KFS2793|1.0|KFS2793|KFS2793|A|P|50000.0|Y|Y|20121207233012|BL-BL|0000008734|1|
KFS2794|KFS2794|1.0|KFS2794|KFS2794|P|P|50000.0|Y|Y|20121207233012|BL-PSY|0000008947|1|
KFS2795|KFS2795|1.0|KFS2795|KFS2795|A|P|50000.0|Y|Y|20121207233012|BL-BL|0000009025|1|
KFS2796|KFS2796|1.0|KFS2796|KFS2796|A|P|50000.0|Y|Y|20121207233012|EA-CHAN|0000009164|1|
KFS2797|KFS2797|1.0|KFS2797|KFS2797|A|P|50000.0|Y|Y|20121207233012|BL-RUAD|0000009199|1|
KFS2798|KFS2798|1.0|KFS2798|KFS2798|A|P|50000.0|Y|Y|20121207233012|EA-SMD|0000009219|1|
KFS2799|KFS2799|1.0|KFS2799|KFS2799|A|N|50000.0|Y|Y|20121207233012|BL-BL|0000009454|1|
KFS2800|KFS2800|1.0|KFS2800|KFS2800|A|P|50000.0|Y|Y|20121207233012|BL-CIA|0000009470|1|
KFS2801|KFS2801|1.0|KFS2801|KFS2801|A|P|50000.0|Y|Y|20121207233012|BL-BL|0000009527|1|
KFS2802|KFS2802|1.0|KFS2802|KFS2802|A|P|50000.0|Y|Y|20121207233012|SB-POLS|0000009625|1|
KFS2803|KFS2803|1.0|KFS2803|KFS2803|A|P|50000.0|Y|Y|20121207233012|SB-CHEM|0000009689|1|
KFS2804|KFS2804|1.0|KFS2804|KFS2804|R|P|50000.0|Y|Y|20121207233012|SB-SB|0000009699|1|
KFS2805|KFS2805|1.0|KFS2805|KFS2805|A|N|50000.0|Y|Y|20121207233012|BL-BL|0000009708|1|
KFS2806|KFS2806|1.0|KFS2806|KFS2806|A|N|50000.0|Y|Y|20121207233012|BL-BL|0000009786|1|
KFS2807|KFS2807|1.0|KFS2807|KFS2807|A|P|50000.0|Y|Y|20121207233012|IN-LART|0000009974|1|
KFS2808|KFS2808|1.0|KFS2808|KFS2808|T|P|50000.0|Y|Y|20121207233012|BL-BL|0000009997|1|
KFS2809|KFS2809|1.0|KFS2809|KFS2809|T|P|50000.0|Y|Y|20121207233012|EA-EA|0000010103|1|
KFS2810|KFS2810|1.0|KFS2810|KFS2810|A|P|50000.0|Y|Y|20121207233012|BL-PSY|0000010181|1|
KFS2811|KFS2811|1.0|KFS2811|KFS2811|A|P|50000.0|Y|Y|20121207233012|BL-BL|0000010376|1|
KFS2812|KFS2812|1.0|KFS2812|KFS2812|A|P|50000.0|Y|Y|20121207233012|EA-SMD|0000010405|1|
KFS2813|KFS2813|1.0|KFS2813|KFS2813|A|P|50000.0|Y|Y|20121207233012||0000010428|1|
KFS2814|KFS2814|1.0|KFS2814|KFS2814|A|P|50000.0|Y|Y|20121207233012|BL-SLAV|0000010833|1|
KFS2815|KFS2815|1.0|KFS2815|KFS2815|A|P|50000.0|Y|Y|20121207233012|IN-SCI|0000010841|1|
KFS2816|KFS2816|1.0|KFS2816|KFS2816|R|P|50000.0|Y|Y|20121207233012|BL-BL|0000010895|1|
KFS2817|KFS2817|1.0|KFS2817|KFS2817|A|P|50000.0|Y|Y|20121207233012|KO-SBSC|0000010997|1|
KFS2818|KFS2818|1.0|KFS2818|KFS2818|A|P|50000.0|Y|Y|20121207233012|BL-SPMG|0000011060|1|
KFS2819|KFS2819|1.0|KFS2819|KFS2819|A|P|50000.0|Y|Y|20121207233012||0000011356|1|
KFS2820|KFS2820|1.0|KFS2820|KFS2820|A|P|50000.0|Y|Y|20121207233012|BL-PSY|0000011572|1|
KFS2821|KFS2821|1.0|KFS2821|KFS2821|A|P|50000.0|Y|Y|20121207233012|UA-UCOU|0000011579|1|
KFS2822|KFS2822|1.0|KFS2822|KFS2822|A|P|50000.0|Y|Y|20121207233012|KO-NIMS|0000011663|1|
KFS2823|KFS2823|1.0|KFS2823|KFS2823|A|N|50000.0|Y|Y|20121207233012|BL-BL|0000011894|1|
KFS2824|KFS2824|1.0|KFS2824|KFS2824|A|P|50000.0|Y|Y|20121207233012|IN-INTP|0000011905|1|
KFS2825|KFS2825|1.0|KFS2825|KFS2825|R|P|50000.0|Y|Y|20121207233012|BL-BL|0000011976|1|
KFS2826|KFS2826|1.0|KFS2826|KFS2826|A|P|50000.0|Y|Y|20121207233012|BL-BL|0000012065|1|
KFS2827|KFS2827|1.0|KFS2827|KFS2827|A|P|50000.0|Y|Y|20121207233012|BL-BURS|0000012211|1|
KFS2828|KFS2828|1.0|KFS2828|KFS2828|A|P|50000.0|Y|Y|20121207233012|UA-SCS|0000012289|1|
KFS2829|KFS2829|1.0|KFS2829|KFS2829|T|N|50000.0|Y|Y|20121207233012|BL-BL|0000012327|1|
KFS2830|KFS2830|1.0|KFS2830|KFS2830|A|P|50000.0|Y|Y|20121207233012|BL-PSY|0000012797|1|
KFS2831|KFS2831|1.0|KFS2831|KFS2831|A|P|50000.0|Y|Y|20121207233012|IN-ENGT|0000013172|1|
KFS2832|KFS2832|1.0|KFS2832|KFS2832|A|P|50000.0|Y|Y|20121207233012|SB-AFFA|0000013349|1|
KFS2833|KFS2833|1.0|KFS2833|KFS2833|A|P|50000.0|Y|Y|20121207233012|BL-EDUC|0000013432|1|
KFS2834|KFS2834|1.0|KFS2834|KFS2834|A|P|50000.0|Y|Y|20121207233012|BL-VPGA|0000013438|1|
KFS2835|KFS2835|1.0|KFS2835|KFS2835|A|N|50000.0|Y|Y|20121207233012|IN-DSPM|0000013566|1|
KFS2836|KFS2836|1.0|KFS2836|KFS2836|A|P|50000.0|Y|Y|20121207233012|IN-ANES|0000013634|1|
KFS2837|KFS2837|1.0|KFS2837|KFS2837|A|P|50000.0|Y|Y|20121207233012|IN-DMED|0000013667|1|
KFS2838|KFS2838|1.0|KFS2838|KFS2838|A|P|50000.0|Y|Y|20121207233012|IN-COMM|0000013843|1|
KFS2839|KFS2839|1.0|KFS2839|KFS2839|T|P|50000.0|Y|Y|20121207233012|KO-CTSD|0000013947|1|
KFS2840|KFS2840|1.0|KFS2840|KFS2840|A|P|50000.0|Y|Y|20121207233012|IN-FAMM|0000013992|1|
KFS2841|KFS2841|1.0|KFS2841|KFS2841|A|P|50000.0|Y|Y|20121207233012|UA-VPIT|0000014059|1|
KFS2842|KFS2842|1.0|KFS2842|KFS2842|A|P|50000.0|Y|Y|20121207233012|IN-INTM|0000014105|1|
KFS2843|KFS2843|1.0|KFS2843|KFS2843|A|P|50000.0|Y|Y|20121207233012|IN-MEDN|0000014351|1|
KFS2844|KFS2844|1.0|KFS2844|KFS2844|A|P|50000.0|Y|Y|20121207233012|SB-SART|0000014437|1|
KFS2845|KFS2845|1.0|KFS2845|KFS2845|A|P|50000.0|Y|Y|20121207233012|BL-JSP|0000014530|1|
KFS2846|KFS2846|1.0|KFS2846|KFS2846|L|P|50000.0|Y|Y|20121207233012|BL-ANTH|0000014689|1|
KFS2847|KFS2847|1.0|KFS2847|KFS2847|A|P|50000.0|Y|Y|20121207233012|BL-ECON|0000014793|1|
KFS2848|KFS2848|1.0|KFS2848|KFS2848|A|P|50000.0|Y|Y|20121207233012|IN-AHEC|0000014886|1|
KFS2849|KFS2849|1.0|KFS2849|KFS2849|A|P|50000.0|Y|Y|20121207233012|EA-EDUC|0000015011|1|
KFS2850|KFS2850|1.0|KFS2850|KFS2850|A|P|50000.0|Y|Y|20121207233012|BL-CMCL|0000015527|1|
KFS2851|KFS2851|1.0|KFS2851|KFS2851|A|P|50000.0|Y|Y|20121207233012|BL-PSY|0000015617|1|
KFS2852|KFS2852|1.0|KFS2852|KFS2852|A|P|50000.0|Y|Y|20121207233012|UA-VPIT|0000015899|1|
KFS2853|KFS2853|1.0|KFS2853|KFS2853|L|P|50000.0|Y|Y|20121207233012|SB-WMNS|0000015942|1|
KFS2854|KFS2854|1.0|KFS2854|KFS2854|A|P|50000.0|Y|Y|20121207233012|IN-INTP|0000016014|1|
KFS2855|KFS2855|1.0|KFS2855|KFS2855|A|P|50000.0|Y|Y|20121207233012|NW-PSY|0000016158|1|
KFS2856|KFS2856|1.0|KFS2856|KFS2856|A|P|50000.0|Y|Y|20121207233012|IN-NURS|0000016205|1|
KFS2857|KFS2857|1.0|KFS2857|KFS2857|R|P|50000.0|Y|Y|20121207233012|EA-EA|0000016417|1|
KFS2858|KFS2858|1.0|KFS2858|KFS2858|A|P|50000.0|Y|Y|20121207233012|BL-ISS|0000016467|1|
KFS2859|KFS2859|1.0|KFS2859|KFS2859|A|P|50000.0|Y|Y|20121207233012|SB-CTSD|0000016660|1|
KFS2860|KFS2860|1.0|KFS2860|KFS2860|A|P|50000.0|Y|Y|20121207233012|BL-PSY|0000016665|1|
KFS2861|KFS2861|1.0|KFS2861|KFS2861|A|P|50000.0|Y|Y|20121207233012|BL-REL|0000016702|1|
KFS2862|KFS2862|1.0|KFS2862|KFS2862|A|P|50000.0|Y|Y|20121207233012|BL-ARSD|0000016900|1|
KFS2863|KFS2863|1.0|KFS2863|KFS2863|A|P|50000.0|Y|Y|20121207233012|BL-PSY|0000017191|1|
KFS2864|KFS2864|1.0|KFS2864|KFS2864|A|P|50000.0|Y|Y|20121207233012|IN-INFO|0000017526|1|
KFS2865|KFS2865|1.0|KFS2865|KFS2865|A|P|50000.0|Y|Y|20121207233012|BL-FINS|0000017982|1|
KFS2866|KFS2866|1.0|KFS2866|KFS2866|A|P|50000.0|Y|Y|20121207233012|IN-SPEA|0000018045|1|
KFS2867|KFS2867|1.0|KFS2867|KFS2867|A|P|50000.0|Y|Y|20121207233012|UA-FMOP|0000018189|1|
KFS2868|KFS2868|1.0|KFS2868|KFS2868|A|P|50000.0|Y|Y|20121207233012|SE-SOCS|0000018264|1|
KFS2869|KFS2869|1.0|KFS2869|KFS2869|A|P|50000.0|Y|Y|20121207233012|KO-UDIV|0000018834|1|
KFS2870|KFS2870|1.0|KFS2870|KFS2870|A|P|50000.0|Y|Y|20121207233012|IN-CARD|0000018846|1|
KFS2871|KFS2871|1.0|KFS2871|KFS2871|A|P|50000.0|Y|Y|20121207233012|IN-PULM|0000018851|1|
KFS2872|KFS2872|1.0|KFS2872|KFS2872|A|P|50000.0|Y|Y|20121207233012|BL-FRIT|0000018893|1|
KFS2873|KFS2873|1.0|KFS2873|KFS2873|A|N|50000.0|Y|Y|20121207233012|BL-HPER|0000018983|1|
KFS2874|KFS2874|1.0|KFS2874|KFS2874|T|N|50000.0|Y|Y|20121207233012|BL-SURV|0000019060|1|
KFS2875|KFS2875|1.0|KFS2875|KFS2875|A|P|50000.0|Y|Y|20121207233012|BL-BL|0000019382|1|
KFS2876|KFS2876|1.0|KFS2876|KFS2876|A|P|50000.0|Y|Y|20121207233012|SE-NURS|0000019469|1|
KFS2877|KFS2877|1.0|KFS2877|KFS2877|A|P|50000.0|Y|Y|20121207233012|BL-SOC|0000019671|1|
KFS2878|KFS2878|1.0|KFS2878|KFS2878|T|P|50000.0|Y|Y|20121207233012|BL-BL|0000019730|1|
KFS2879|KFS2879|1.0|KFS2879|KFS2879|A|N|50000.0|Y|Y|20121207233012|BL-BL|0000019902|1|
KFS2880|KFS2880|1.0|KFS2880|KFS2880|A|P|50000.0|Y|Y|20121207233012|UA-BUDU|0000019907|1|
KFS2881|KFS2881|1.0|KFS2881|KFS2881|R|P|50000.0|Y|Y|20121207233012|SE-SOCS|0000020152|1|
KFS2882|KFS2882|1.0|KFS2882|KFS2882|A|P|50000.0|Y|Y|20121207233012|SE-ACAD|0000020325|1|
KFS2883|KFS2883|1.0|KFS2883|KFS2883|A|P|50000.0|Y|Y|20121207233012|BA-IUHC|0000020336|1|
KFS2884|KFS2884|1.0|KFS2884|KFS2884|A|P|50000.0|Y|Y|20121207233012|BL-BL|0000020464|1|
KFS2885|KFS2885|1.0|KFS2885|KFS2885|A|P|50000.0|Y|Y|20121207233012|BL-BL|0000020517|1|
KFS2886|KFS2886|1.0|KFS2886|KFS2886|A|P|50000.0|Y|Y|20121207233012|BL-SURV|0000020648|1|
KFS2887|KFS2887|1.0|KFS2887|KFS2887|A|P|50000.0|Y|Y|20121207233012|IN-ENGT|0000020665|1|
KFS2888|KFS2888|1.0|KFS2888|KFS2888|A|P|50000.0|Y|Y|20121207233012|BL-BL|0000020819|1|
KFS2889|KFS2889|1.0|KFS2889|KFS2889|P|P|50000.0|Y|Y|20121207233012|BL-FOLK|0000020898|1|
KFS2890|KFS2890|1.0|KFS2890|KFS2890|A|P|50000.0|Y|Y|20121207233012|BL-PSY|0000021474|1|
KFS2891|KFS2891|1.0|KFS2891|KFS2891|T|P|50000.0|Y|Y|20121207233012|EA-COMR|0000021537|1|
KFS2892|KFS2892|1.0|KFS2892|KFS2892|A|P|50000.0|Y|Y|20121207233012|BA-IMAU|0000021554|1|
KFS2893|KFS2893|1.0|KFS2893|KFS2893|A|P|50000.0|Y|Y|20121207233012|IN-BIOM|0000021723|1|
KFS2894|KFS2894|1.0|KFS2894|KFS2894|A|P|50000.0|Y|Y|20121207233012|BL-BL|0000021905|1|
KFS2895|KFS2895|1.0|KFS2895|KFS2895|T|P|50000.0|Y|Y|20121207233012|IN-IN|0000021923|1|
KFS2896|KFS2896|1.0|KFS2896|KFS2896|A|P|50000.0|Y|Y|20121207233012|UA-VPIT|0000022180|1|
KFS2897|KFS2897|1.0|KFS2897|KFS2897|T|N|50000.0|Y|Y|20121207233012||0000022411|1|
KFS2898|KFS2898|1.0|KFS2898|KFS2898|A|P|50000.0|Y|Y|20121207233012|IN-SCI|0000022474|1|
KFS2899|KFS2899|1.0|KFS2899|KFS2899|A|P|50000.0|Y|Y|20121207233012|BL-SOC|0000022704|1|
KFS2900|KFS2900|1.0|KFS2900|KFS2900|A|P|50000.0|Y|Y|20121207233012|EA-SMD|0000022857|1|
KFS2901|KFS2901|1.0|KFS2901|KFS2901|A|P|50000.0|Y|Y|20121207233012|BL-CEUS|0000022892|1|
KFS2902|KFS2902|1.0|KFS2902|KFS2902|A|P|50000.0|Y|Y|20121207233012|BL-COGS|0000023485|1|
KFS2903|KFS2903|1.0|KFS2903|KFS2903|T|P|50000.0|Y|Y|20121207233012|BL-BUS|0000023546|1|
KFS2904|KFS2904|1.0|KFS2904|KFS2904|A|P|50000.0|Y|Y|20121207233012|BL-JOUR|0000023555|1|
KFS2905|KFS2905|1.0|KFS2905|KFS2905|A|P|50000.0|Y|Y|20121207233012|IN-HR|0000023571|1|
KFS2906|KFS2906|1.0|KFS2906|KFS2906|A|P|50000.0|Y|Y|20121207233012|BL-BL|0000023709|1|
KFS2907|KFS2907|1.0|KFS2907|KFS2907|A|P|50000.0|Y|Y|20121207233012|BL-PSY|0000023710|1|
KFS2908|KFS2908|1.0|KFS2908|KFS2908|T|P|50000.0|Y|Y|20121207233012|EA-EA|0000023720|1|
KFS2909|KFS2909|1.0|KFS2909|KFS2909|A|P|50000.0|Y|Y|20121207233012|BL-PSY|0000023967|1|
KFS2910|KFS2910|1.0|KFS2910|KFS2910|A|P|50000.0|Y|Y|20121207233012|SB-SOCA|0000024033|1|
KFS2911|KFS2911|1.0|KFS2911|KFS2911|A|P|50000.0|Y|Y|20121207233012|IN-UCOL|0000024356|1|
KFS2912|KFS2912|1.0|KFS2912|KFS2912|A|P|50000.0|Y|Y|20121207233012|BL-RTVS|0000024579|1|
KFS2913|KFS2913|1.0|KFS2913|KFS2913|A|N|50000.0|Y|Y|20121207233012|BL-PSY|0000024693|1|
KFS2914|KFS2914|1.0|KFS2914|KFS2914|A|P|50000.0|Y|Y|20121207233012|BL-LLAB|0000024916|1|
KFS2915|KFS2915|1.0|KFS2915|KFS2915|A|P|50000.0|Y|Y|20121207233012|BL-CMCL|0000025007|1|
KFS2916|KFS2916|1.0|KFS2916|KFS2916|A|P|50000.0|Y|Y|20121207233012|BL-MED|0000025112|1|
KFS2917|KFS2917|1.0|KFS2917|KFS2917|A|P|50000.0|Y|Y|20121207233012|IN-LART|0000025175|1|
KFS2918|KFS2918|1.0|KFS2918|KFS2918|A|N|50000.0|Y|Y|20121207233012|BA-AUTM|0000025177|1|
KFS2919|KFS2919|1.0|KFS2919|KFS2919|A|P|50000.0|Y|Y|20121207233012|IN-OBGY|0000025479|1|
KFS2920|KFS2920|1.0|KFS2920|KFS2920|A|P|50000.0|Y|Y|20121207233012|EA-SSER|0000025892|1|
KFS2921|KFS2921|1.0|KFS2921|KFS2921|A|P|50000.0|Y|Y|20121207233012|EA-CHAN|0000026057|1|
KFS2922|KFS2922|1.0|KFS2922|KFS2922|A|P|50000.0|Y|Y|20121207233012|EA-HUFA|0000026253|1|
KFS2923|KFS2923|1.0|KFS2923|KFS2923|R|P|50000.0|Y|Y|20121207233012|EA-EA|0000026427|1|
KFS2924|KFS2924|1.0|KFS2924|KFS2924|A|P|50000.0|Y|Y|20121207233012|EA-SMD|0000026435|1|
KFS2925|KFS2925|1.0|KFS2925|KFS2925|A|P|50000.0|Y|Y|20121207233012|IN-MCIM|0000026445|1|
KFS2926|KFS2926|1.0|KFS2926|KFS2926|A|P|50000.0|Y|Y|20121207233012|UA-BUDU|0000026511|1|
KFS2927|KFS2927|1.0|KFS2927|KFS2927|T|P|50000.0|Y|Y|20121207233012|EA-SAID|0000026743|1|
KFS2928|KFS2928|1.0|KFS2928|KFS2928|A|P|50000.0|Y|Y|20121207233012|BL-RUAD|0000026838|1|
KFS2929|KFS2929|1.0|KFS2929|KFS2929|A|P|50000.0|Y|Y|20121207233012|SB-LIBR|0000026869|1|
KFS2930|KFS2930|1.0|KFS2930|KFS2930|A|P|50000.0|Y|Y|20121207233012|EA-SAID|0000027167|1|
KFS2931|KFS2931|1.0|KFS2931|KFS2931|A|P|50000.0|Y|Y|20121207233012|IN-ANAT|0000027238|1|
KFS2932|KFS2932|1.0|KFS2932|KFS2932|A|P|50000.0|Y|Y|20121207233012|BL-PSY|0000027271|1|
KFS2933|KFS2933|1.0|KFS2933|KFS2933|A|P|50000.0|Y|Y|20121207233012|IN-CANC|0000027279|1|
KFS2934|KFS2934|1.0|KFS2934|KFS2934|R|P|50000.0|Y|Y|20121207233012|NW-NW|0000027366|1|
