cptlast_nbr|ast_pmt_seq_nbr|obj_id|ver_nbr|fin_coa_cd|account_nbr|sub_acct_nbr|fin_object_cd|fin_sub_obj_cd|fs_origin_cd|fdoc_typ_cd|fdoc_nbr|fdoc_post_yr|fdoc_post_prd_cd|fdoc_post_dt|project_cd|org_reference_id|acct_charge_amt|po_number|requisition_nbr|ast_depr1_base_amt|ast_acum_depr1_amt|ast_prvyrdepr1_amt|ast_prd1_depr1_amt|ast_prd2_depr1_amt|ast_prd3_depr1_amt|ast_prd4_depr1_amt|ast_prd5_depr1_amt|ast_prd6_depr1_amt|ast_prd7_depr1_amt|ast_prd8_depr1_amt|ast_prd9_depr1_amt|ast_prd10depr1_amt|ast_prd11depr1_amt|ast_prd12depr1_amt|ast_trnfr_pmt_cd|
250651.0|2.0|6DAAF0BDEEA9CE85E0404F8189D808BA|1.0|BL|1024600|-----|7000|---|LG|AP|AP695741|2009.0|3|19960909000000|----------|--------|3171.24|206050370|96215|3171.24|3171.24|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||
250652.0|1.0|6DAAF0BDEEAACE85E0404F8189D808BA|1.0|BL|1024600|-----|7000|---|LG|AP|AP675935|2009.0|9|20080325000000|----------||3175.01|206050370|96215|3175.01|3175.01|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||
250652.0|2.0|6DAAF0BDEEABCE85E0404F8189D808BA|1.0|BL|1024600|-----|7000|---|LG|AP|AP695741|2009.0|3|19960909000000|----------|--------|3171.24|206050370|96215|3171.24|3171.24|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||
250653.0|1.0|6DAAF0BDEEACCE85E0404F8189D808BA|1.0|BL|1024600|-----|7000|---|LG|AP|AP675935|2009.0|9|20080325000000|----------||3175.01|206050370|96215|3175.01|3175.01|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||
250653.0|2.0|6DAAF0BDEEADCE85E0404F8189D808BA|1.0|BL|1024600|-----|7000|---|LG|AP|AP695741|2009.0|3|19960909000000|----------|--------|3171.24|206050370|96215|3171.24|3171.24|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||
250654.0|1.0|6DAAF0BDEEAECE85E0404F8189D808BA|1.0|BL|1024600|-----|7000|---|LG|AP|AP675935|2009.0|9|20080325000000|----------||3175.01|206050370|96215|3175.01|3175.01|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||
250654.0|2.0|6DAAF0BDEEAFCE85E0404F8189D808BA|1.0|BL|1024600|-----|7000|---|LG|AP|AP695741|2009.0|3|19960909000000|----------|--------|3171.24|206050370|96215|3171.24|3171.24|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||
250854.0|1.0|6DAAF0BDEEB0CE85E0404F8189D808BA|1.0|BL|4024612|-----|7015|---|LG|AP|AP683959|2009.0|9|20080325000000|----------|--------|6960.0|266050029|8|6960.0|6960.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||
250859.0|1.0|6DAAF0BDEEB1CE85E0404F8189D808BA|1.0|BL|4024612|-----|7015|---|LG|AP|AP683959|2009.0|9|20080325000000|----------|--------|13080.0|266050029|8|13080.0|13080.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||
250859.0|2.0|6DAAF0BDEEB2CE85E0404F8189D808BA|1.0|BL|4024612|-----|7015|---|LG|AP|AP683959|2009.0|9|20080325000000|----------|--------|5400.0|266050029|8|5400.0|5400.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||
251761.0|1.0|6DAAF0BDEEB3CE85E0404F8189D808BA|1.0|BL|1024697|-----|7030|---|LG|AP|AP740229|2009.0|9|20080325000000|----------|--------|8413.04|207070344|1|8413.04|8413.04|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||
251761.0|2.0|6DAAF0BDEEB4CE85E0404F8189D808BA|1.0|BL|4624598|-----|7030|---|LG|AP|AP740229|2009.0|9|20080325000000|----------|--------|11496.55|207070344|1|11496.55|11496.55|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||
251761.0|3.0|6DAAF0BDEEB5CE85E0404F8189D808BA|1.0|BL|4224602|-----|7030|---|LG|AP|AP024779|2009.0|9|20080325000000|||9000.0|205080185|1|9000.0|9000.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||
251761.0|4.0|6DAAF0BDEEB6CE85E0404F8189D808BA|1.0|BL|1024697|-----|7030|---|LG|AP|AP740229|2009.0|9|20080325000000|----------|--------|1153.8|207070344|1|1153.8|1153.8|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||
251761.0|5.0|6DAAF0BDEEB7CE85E0404F8189D808BA|1.0|BL|4624598|-----|7030|---|LG|AP|AP740229|2009.0|9|20080325000000|----------|--------|1576.68|207070344|1|1576.68|1576.68|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||
251761.0|6.0|6DAAF0BDEEB8CE85E0404F8189D808BA|1.0|BL|1024697|-----|7030|---|LG|AP|AP740229|2009.0|9|20080325000000|----------|--------|1714.41|207070344|1|1714.41|1714.41|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||
251761.0|7.0|6DAAF0BDEEB9CE85E0404F8189D808BA|1.0|BL|4624598|-----|7030|---|LG|AP|AP740229|2009.0|9|20080325000000|----------|--------|2342.77|207070344|1|2342.77|2342.77|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||
251788.0|1.0|6DAAF0BDEEBACE85E0404F8189D808BA|1.0|BL|1024797|-----|7000|---|LG|AP|AP743782|2009.0|4|19961025000000|----------|--------|5472.25|207080182|9.60E+10|5472.25|5472.25|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||
251789.0|1.0|6DAAF0BDEEBBCE85E0404F8189D808BA|1.0|BL|1024797|-----|7000|---|LG|AP|AP743782|2009.0|4|19961025000000|----------|--------|5472.25|207080182|9.60E+10|5472.25|5472.25|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||
253514.0|1.0|6DAAF0BDEEBCCE85E0404F8189D808BA|1.0|BL|1024797|-----|7015|---|LG|AP|AP802626|2009.0|9|20080325000000|----------|--------|6503.17|267100055|9.60E+15|6503.17|6503.17|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||
254111.0|1.0|6DAAF0BDEEBDCE85E0404F8189D808BA|1.0|BL|2224762|-----|7000|---|LG|AP|AP808033|2009.0|7|19970113000000|----------|--------|3497.5|207110054|OK96051|3497.5|3497.5|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||
254111.0|2.0|6DAAF0BDEEBECE85E0404F8189D808BA|1.0|BL|4324734|-----|7030|---|LG|AP|AP808033|2009.0|9|20080325000000|----------|--------|3497.5|207110054|OK96051|3497.5|3497.5|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||
255191.0|1.0|6DAAF0BDEEBFCE85E0404F8189D808BA|1.0|BL|4824788|-----|7030|---|LG|AP|AP783837|2009.0|9|20080325000000|----------|--------|15133.0|207070215|CH96002|15133.0|15133.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||
255191.0|2.0|6DAAF0BDEEC0CE85E0404F8189D808BA|1.0|BL|4824788|-----|7530|---|LG|IDBL|ID701726|2009.0|9|20080325000000|----------||5.0|||5.0|5.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|3.0|6DAAF0BDEE6BCE85E0404F8189D808BA|1.0|BL|2224711|-----|7500|---|LG|AP|AP725900|2009.0|9|20080325000000|----------||6.93|||6.93|6.93|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|4.0|6DAAF0BDEE6CCE85E0404F8189D808BA|1.0|BL|4824788|-----|7530|---|LG|AP|AP725029|2009.0|9|20080325000000|----------||132.67|||132.67|132.67|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|5.0|6DAAF0BDEE6DCE85E0404F8189D808BA|1.0|BL|4824788|-----|7530|---|LG|AP|AP716419Q|2009.0|9|20080325000000|----------||39.8|||39.8|39.8|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|6.0|6DAAF0BDEE6ECE85E0404F8189D808BA|1.0|BL|4824788|-----|7530|---|LG|AP|AP716905|2009.0|9|20080325000000|----------||85.53|||85.53|85.53|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|7.0|6DAAF0BDEE6FCE85E0404F8189D808BA|1.0|BL|4824788|-----|7530|---|LG|AP|AP713762|2009.0|9|20080325000000|----------||59.62|||59.62|59.62|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|8.0|6DAAF0BDEE70CE85E0404F8189D808BA|1.0|BL|2224711|-----|7530|---|LG|IDBL|ID3561996|2009.0|9|20080325000000|----------||16.17|||16.17|16.17|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|9.0|6DAAF0BDEE71CE85E0404F8189D808BA|1.0|BL|2224711|-----|7530|---|LG|IDBL|ID3561996|2009.0|9|20080325000000|----------||532.5|||532.5|532.5|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|10.0|6DAAF0BDEE72CE85E0404F8189D808BA|1.0|BL|2224711|-----|7530|---|LG|IDBL|ID3561996|2009.0|9|20080325000000|----------||176.0|||176.0|176.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|11.0|6DAAF0BDEE73CE85E0404F8189D808BA|1.0|BL|2224711|-----|7530|---|LG|IDBL|ID3561996|2009.0|9|20080325000000|----------||258.0|||258.0|258.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|12.0|6DAAF0BDEE74CE85E0404F8189D808BA|1.0|BL|2224711|-----|7530|---|LG|IDBL|ID3561996|2009.0|9|20080325000000|----------||128.0|||128.0|128.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|13.0|6DAAF0BDEE75CE85E0404F8189D808BA|1.0|BL|2224711|-----|7530|---|LG|IDBL|ID3561996|2009.0|9|20080325000000|----------||124.05|||124.05|124.05|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|14.0|6DAAF0BDEE76CE85E0404F8189D808BA|1.0|BL|2224711|-----|7500|---|LG|AP|AP738352|2009.0|9|20080325000000|----------||29.4|||29.4|29.4|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|15.0|6DAAF0BDEE77CE85E0404F8189D808BA|1.0|BL|2224711|-----|7500|---|LG|AP|AP731086|2009.0|9|20080325000000|----------||32.35|||32.35|32.35|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|16.0|6DAAF0BDEE78CE85E0404F8189D808BA|1.0|BL|2224711|-----|7500|---|LG|AP|AP754506|2009.0|9|20080325000000|----------||28.72|||28.72|28.72|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|17.0|6DAAF0BDEE79CE85E0404F8189D808BA|1.0|BL|2224711|-----|7500|---|LG|AP|AP781021|2009.0|9|20080325000000|----------||63.2|||63.2|63.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|18.0|6DAAF0BDEE7ACE85E0404F8189D808BA|1.0|BL|2224711|-----|7530|---|LG|IDBL|ID3551996|2009.0|9|20080325000000|----------||198.83|||198.83|198.83|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|19.0|6DAAF0BDEE7BCE85E0404F8189D808BA|1.0|BL|2224711|-----|7530|---|LG|IDBL|ID3551996|2009.0|9|20080325000000|----------||304.0|||304.0|304.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|20.0|6DAAF0BDEE7CCE85E0404F8189D808BA|1.0|BL|2224711|-----|7530|---|LG|IDBL|ID3551996|2009.0|9|20080325000000|----------||71.0|||71.0|71.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|21.0|6DAAF0BDEE7DCE85E0404F8189D808BA|1.0|BL|2224711|-----|7530|---|LG|IDBL|ID3551996|2009.0|9|20080325000000|----------||180.8|||180.8|180.8|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|22.0|6DAAF0BDEE7ECE85E0404F8189D808BA|1.0|BL|2224711|-----|7530|---|LG|IDBL|ID3551996|2009.0|9|20080325000000|----------||21.6|||21.6|21.6|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|23.0|6DAAF0BDEE7FCE85E0404F8189D808BA|1.0|BL|2224711|-----|7530|---|LG|IDBL|ID3551996|2009.0|9|20080325000000|----------||143.5|||143.5|143.5|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|24.0|6DAAF0BDEE80CE85E0404F8189D808BA|1.0|BL|2224711|-----|7530|---|LG|AP|AP776775|2009.0|9|20080325000000|----------||130.95|||130.95|130.95|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|25.0|6DAAF0BDEE81CE85E0404F8189D808BA|1.0|BL|4824788|-----|7530|---|LG|AP|AP732191|2009.0|9|20080325000000|----------||812.76|||812.76|812.76|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|26.0|6DAAF0BDEE82CE85E0404F8189D808BA|1.0|BL|4824788|-----|7530|---|LG|AP|AP765383|2009.0|9|20080325000000|----------||659.75|||659.75|659.75|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|27.0|6DAAF0BDEE83CE85E0404F8189D808BA|1.0|BL|4824788|-----|7530|---|LG|IDBL|ID3561996|2009.0|9|20080325000000|----------||768.2|||768.2|768.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|28.0|6DAAF0BDEE84CE85E0404F8189D808BA|1.0|BL|4824788|-----|7530|---|LG|AP|AP782024|2009.0|9|20080325000000|----------||446.05|||446.05|446.05|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|29.0|6DAAF0BDEE85CE85E0404F8189D808BA|1.0|BL|2224711|-----|7500|---|LG|AP|AP799477|2009.0|9|20080325000000|----------||198.53|||198.53|198.53|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|30.0|6DAAF0BDEE86CE85E0404F8189D808BA|1.0|BL|2224711|-----|7500|---|LG|AP|AP801285|2009.0|9|20080325000000|----------||170.0|||170.0|170.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|31.0|6DAAF0BDEE87CE85E0404F8189D808BA|1.0|BL|2224711|-----|7500|---|01|AP|AP856657|2009.0|9|20080325000000|----------||214.56|||214.56|214.56|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|32.0|6DAAF0BDEE88CE85E0404F8189D808BA|1.0|BL|2224711|-----|7530|---|01|AP|ID3551997|2009.0|9|20080325000000|----------||80.0|||80.0|80.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|33.0|6DAAF0BDEE89CE85E0404F8189D808BA|1.0|BL|2224711|-----|7530|---|01|AP|ID3551997|2009.0|9|20080325000000|----------||10.0|||10.0|10.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|34.0|6DAAF0BDEE8ACE85E0404F8189D808BA|1.0|BL|4824788|-----|7530|---|01|AP|ID3551997|2009.0|9|20080325000000|----------||102.0|||102.0|102.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|35.0|6DAAF0BDEE8BCE85E0404F8189D808BA|1.0|BL|2224711|-----|7530|---|LG|AP|ID3571997|2009.0|9|20080325000000|----------||56.0|||56.0|56.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|36.0|6DAAF0BDEE8CCE85E0404F8189D808BA|1.0|BL|2224711|-----|7530|---|LG|AP|ID3571997|2009.0|9|20080325000000|----------||30.0|||30.0|30.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|37.0|6DAAF0BDEE8DCE85E0404F8189D808BA|1.0|BL|2224711|-----|7530|---|LG|AP|ID3571997|2009.0|9|20080325000000|----------||219.75|||219.75|219.75|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|38.0|6DAAF0BDEE8ECE85E0404F8189D808BA|1.0|BL|4824788|-----|7530|---|LG|AP|ID3571997|2009.0|9|20080325000000|----------||115.0|||115.0|115.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|39.0|6DAAF0BDEE8FCE85E0404F8189D808BA|1.0|BL|4824788|-----|7530|---|LG|AP|ID3571997|2009.0|9|20080325000000|----------||125.0|||125.0|125.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|40.0|6DAAF0BDEE90CE85E0404F8189D808BA|1.0|BL|4824788|-----|7530|---|LG|IDBL|ID3561997|2009.0|9|20080325000000|----------||190.0|||190.0|190.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|41.0|6DAAF0BDEE91CE85E0404F8189D808BA|1.0|BL|4824788|-----|7530|---|LG|IDBL|ID3561997|2009.0|9|20080325000000|----------||20.0|||20.0|20.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|42.0|6DAAF0BDEE92CE85E0404F8189D808BA|1.0|BL|4824788|-----|7530|---|LG|IDBL|ID3561997|2009.0|9|20080325000000|----------||250.0|||250.0|250.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|43.0|6DAAF0BDEE93CE85E0404F8189D808BA|1.0|BL|4824788|-----|7530|---|LG|IDBL|ID3561997|2009.0|9|20080325000000|----------||215.0|||215.0|215.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|44.0|6DAAF0BDEE94CE85E0404F8189D808BA|1.0|BL|4824788|-----|7530|---|01|IDBL|AP711659|2009.0|9|20080325000000|----------||279.0|||279.0|279.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|45.0|6DAAF0BDEE95CE85E0404F8189D808BA|1.0|BL|1023200|-----|7530|---|01|TOPS|A9851027|2009.0|9|20080325000000|----------||970.0|817011050||970.0|970.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|46.0|6DAAF0BDEE96CE85E0404F8189D808BA|1.0|BL|4624739|-----|7530|---|LG|CD|IV910340|2009.0|9|20080325000000|----------||59.46|||59.46|59.46|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|47.0|6DAAF0BDEE97CE85E0404F8189D808BA|1.0|BL|4624739|-----|7530|---|LG|AP|AP889513|2009.0|9|20080325000000|----------||2304.27|||2304.27|2304.27|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|48.0|6DAAF0BDEE3ECE85E0404F8189D808BA|1.0|BL|4624739|-----|7530|---|LG|AP|AP896226|2009.0|9|20080325000000|----------||228.31|||228.31|228.31|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|49.0|6DAAF0BDEE3FCE85E0404F8189D808BA|1.0|BL|4624739|-----|7530|---|LG|AP|AP896491|2009.0|9|20080325000000|----------||75.59|||75.59|75.59|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|50.0|6DAAF0BDEE40CE85E0404F8189D808BA|1.0|BL|4624739|-----|7530|---|LG|AP|AP897492|2009.0|9|20080325000000|----------||3430.23|||3430.23|3430.23|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|51.0|6DAAF0BDEE41CE85E0404F8189D808BA|1.0|BL|4624739|-----|7530|---|LG|AP|AP903643|2009.0|9|20080325000000|----------||103.2|||103.2|103.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|52.0|6DAAF0BDEE42CE85E0404F8189D808BA|1.0|BL|4624739|-----|7530|---|LG|AP|AP909409|2009.0|9|20080325000000|----------||2087.34|||2087.34|2087.34|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|53.0|6DAAF0BDEE43CE85E0404F8189D808BA|1.0|BL|4624739|-----|7530|---|LG|AP|AP889905|2009.0|9|20080325000000|----------||1079.45|||1079.45|1079.45|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|54.0|6DAAF0BDEE44CE85E0404F8189D808BA|1.0|BL|4624739|-----|7530|---|LG|AP|AP892607|2009.0|9|20080325000000|----------||1052.96|||1052.96|1052.96|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|55.0|6DAAF0BDEE45CE85E0404F8189D808BA|1.0|BL|4624739|-----|7530|---|LG|AP|AP895234|2009.0|9|20080325000000|----------||203.31|||203.31|203.31|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|56.0|6DAAF0BDEE46CE85E0404F8189D808BA|1.0|BL|4624739|-----|7530|---|LG|AP|AP896233|2009.0|9|20080325000000|----------||650.14|||650.14|650.14|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|57.0|6DAAF0BDEE47CE85E0404F8189D808BA|1.0|BL|4624739|-----|7530|---|LG|AP|AP902880|2009.0|9|20080325000000|----------||1343.13|||1343.13|1343.13|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|58.0|6DAAF0BDEE48CE85E0404F8189D808BA|1.0|BL|4624739|-----|7530|---|LG|AP|AP907351|2009.0|9|20080325000000|----------||377.31|||377.31|377.31|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|59.0|6DAAF0BDEE49CE85E0404F8189D808BA|1.0|BL|4624739|-----|7530|---|LG|AP|AP909531|2009.0|9|20080325000000|----------||4001.75|||4001.75|4001.75|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|60.0|6DAAF0BDEE4ACE85E0404F8189D808BA|1.0|BL|4624739|-----|7530|---|LG|AP|AP909538|2009.0|9|20080325000000|----------||4567.0|||4567.0|4567.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|61.0|6DAAF0BDEE4BCE85E0404F8189D808BA|1.0|BL|4624739|-----|7530|---|LG|IDBL|ID3561997|2009.0|9|20080325000000|----------||406.4|||406.4|406.4|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|62.0|6DAAF0BDEE4CCE85E0404F8189D808BA|1.0|BL|4624739|-----|7530|---|LG|IDBL|ID3561997|2009.0|9|20080325000000|----------||96.0|||96.0|96.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|63.0|6DAAF0BDEE4DCE85E0404F8189D808BA|1.0|BL|4624739|-----|7530|---|LG|IDBL|ID3561997|2009.0|9|20080325000000|----------||306.25|||306.25|306.25|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|64.0|6DAAF0BDEE4ECE85E0404F8189D808BA|1.0|BL|4624739|-----|7530|---|LG|AP|AP889830|2009.0|9|20080325000000|----------||920.71|||920.71|920.71|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|65.0|6DAAF0BDEE4FCE85E0404F8189D808BA|1.0|BL|4624739|-----|7530|---|LG|AP|AP901751|2009.0|9|20080325000000|----------||339.32|||339.32|339.32|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|66.0|6DAAF0BDEE50CE85E0404F8189D808BA|1.0|BL|4624739|-----|7530|---|LG|AP|AP899642|2009.0|9|20080325000000|----------||182.25|||182.25|182.25|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
255191.0|67.0|6DAAF0BDEE51CE85E0404F8189D808BA|1.0|BL|4624739|-----|7530|---|LG|AP|AP905259|2009.0|9|20080325000000|----------||34.52|||34.52|34.52|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
