univ_fiscal_yr|fin_coa_cd|account_nbr|fin_object_cd|fin_sub_obj_cd|obj_id|ver_nbr|fin_sub_obj_cd_nm|fin_subobj_shrt_nm|fin_subobj_actv_cd|
2010.0|EA|0368035|2400|CTE|5F06EA2D-9BB7-E4AC-6A5D-F4907F195527|2.0|COMMITMENT|CTE|Y|
2010.0|EA|0368040|2000|ADM|2C12FF8C-F1C6-9AB8-41A9-D351A29DF656|2.0|ADMINISTRATIVE SUPPORT|Admin Suppor|Y|
2010.0|EA|0368100|2000|CTE|2AB50759-35EE-98B4-D03C-3C18C48A7EB3|2.0|COMMITMENT TO EXCELLENCE|COMMITMENT|Y|
2010.0|EA|0368187|0110|SDC|5B344441-38BD-90F2-CEDB-9F9D0D7C1596|2.0|SDC TUITION RESERVE|SDC RESERVE|Y|
2010.0|EA|0368187|0703|WVR|012D76A3-C635-33C6-27FE-62812F8A14B3|2.0|PRIOR YEAR FEES-WVR|PRI YR F-WVR|Y|
2010.0|EA|0368187|0787|WVR|4BB90773-B6ED-97A2-0798-AFE71A13C7C0|2.0|TECHNOLOGY FEE WAIVER|TECH FEE WVR|Y|
2010.0|EA|0368187|0887|WVR|C6350BC8-284C-BE56-6C40-9AA1BB7B2BE5|2.0|TECHNOLOGY FEE WAIVER|TECH FEE WVR|Y|
2010.0|EA|0368187|0987|WVR|804312E2-4486-CC9F-39EA-A15978A6FD35|2.0|TECHNOLOGY FEE WAIVER|TECH FEE WVR|Y|
2010.0|EA|0368187|1087|WVR|B74A0427-73E3-DF68-8EE9-A976D54206E7|2.0|TECHNOLOGY FEE WAIVER|TECH FEE WVR|Y|
2010.0|EA|0368200|2000|CTE|7948D168-38D9-2407-F989-2AA215AA36A0|2.0|COMMITMENT TO EXCELLENCE|Commitment|Y|
2010.0|EA|0368200|2400|CTE|453BE833-4188-10BA-D97E-F065107F4860|2.0|COMMITMENT TO EXCELLENCE|Commitment|Y|
2010.0|EA|0368200|9920|CTE|5A815E37-010A-DCA4-0265-4E1062CBC36E|2.0|COMMITMENT TO EXCELLENCE|CTE|Y|
2010.0|EA|0368451|0703|WVR|6D2EDF2E-E7DD-CDDF-1290-CB8150AF0895|2.0|PRIOR YEAR FEES-WVR|PRI YR F-WVR|Y|
2010.0|EA|0368451|0787|WVR|72D739C5-6FEE-80E1-766A-A15D3957D087|2.0|TECHNOLOGY FEE WAIVER|TECH FEE WVR|Y|
2010.0|EA|0368451|0796|WVR|CD24016A-B984-2A22-98E4-2B80234610FE|2.0|STUDENT ACTIVITY FEE WAIVER|STU ACT WVR|Y|
2010.0|EA|0368451|0887|WVR|8E9D7283-A395-6599-CD17-7BE6CE1837FC|2.0|TECHNOLOGY FEE WAIVER|TECH FEE WVR|Y|
2010.0|EA|0368451|0896|WVR|6D936D8E-C619-AB37-65E5-17EAECE8DD74|2.0|STUDENT ACTIVITY FEE WAIVER|STU ACT WVR|Y|
2010.0|EA|0368451|0987|WVR|99D9CA48-0DBA-F4DB-A607-E8A61406500B|2.0|TECHNOLOGY FEE WAIVER|TECH FEE WVR|Y|
2010.0|EA|0368451|0996|WVR|A2CEFAC5-8E7F-585D-6112-751C1AF71A9D|2.0|STUDENT ACTIVITY FEE WAIVER|STU ACT WVR|Y|
2010.0|EA|0368451|1087|WVR|E728541C-0EB6-2FD4-8774-0704162D6864|2.0|TECHNOLOGY FEE WAIVER|TECH FEE WVR|Y|
2010.0|EA|0368451|1096|WVR|3F1843E1-EE48-3EB7-3B08-3E956E4AFDF5|2.0|STUDENT ACTIVITY FEE WAIVER|STU ACT WVR|Y|
2010.0|EA|0368500|5199|000|981AF342-BD79-AE37-0ED2-6418F8543E06|2.0|TRANSFERS OF FUNDS|TRANSFERS OF|Y|
2010.0|EA|0368500|9900|000|9E240202-438B-C708-371D-423DCA4F44CD|2.0|TRANSFERS OF FUNDS|TRANSFERS OF|Y|
2010.0|EA|0368700|2000|CTE|C5FED207-3DFE-68C3-1C66-10C2CA677FF5|2.0|CTE|CTE|Y|
2010.0|EA|0368720|2000|CTE|0D44D8D3-BAA4-0C26-160B-845ACC0A8ADB|2.0|COMMITMENT TO EXCELLENCE|CTE|Y|
2010.0|EA|0368900|2000|CTE|36E91EB2-C9EE-5BE2-30B1-CEDD2D5A0D70|2.0|COMMITMENT TO EXCELLENCE|COMMITMENT|Y|
2010.0|EA|0369303|5199|000|4690869F-BE51-D007-9168-50878D7ED206|2.0|TRANSFERS OF FUNDS|TRANSFERS OF|Y|
2010.0|EA|0369303|9900|000|D77896DB-4444-A035-4426-370610353EB0|2.0|TRANSFERS OF FUNDS|TRANSFERS OF|Y|
2010.0|EA|0369306|2502|MAR|DC668EAD-BADD-E80C-5E49-9170AC3FCD51|2.0|MARCUM|MARCUM|Y|
2010.0|EA|0369308|2502|WAL|355FF224-6D49-9055-EB41-31745CE97199|2.0|WALKER|WALKER|Y|
2010.0|EA|0369400|4084|ARE|932126B5-DCE9-564C-ED2D-CFAAE6F79B61|2.0|AREA 9 T-1|ARE|Y|
2010.0|EA|0369400|4084|CON|FC1F0230-35C6-55AD-0440-C113B8A4AC25|2.0|CONNERSVILLE T-1|CON|Y|
2010.0|EA|0369400|4084|NEW|C5EAA9D0-DCD3-6A3D-D988-636FB4BFC938|2.0|NEW CASTLE - T-1|NEW|Y|
2010.0|EA|0369400|9940|LCF|BF9E64AC-BAC6-66D7-1BEA-EA0220C48B0C|2.0|LIFE CYCLE FUNDING|LIFECYCLE|Y|
2010.0|EA|0369400|9977|TSC|31C9C0D5-7DCC-773F-89B8-AFF1F6443AFA|2.0|TECH SUPPORT CLASSROOM TEACHING|TSC|Y|
2010.0|EA|0369405|9940|LCF|271A3F2A-0F1E-2D5B-5DD5-F811E23DE9FC|2.0|LIFE CYCLE FUNDING|LIFECYCLE|Y|
2010.0|EA|2366556|1635|BUR|09F358F0-1C7B-6126-1463-80AB932FA610|2.0|BURSAR|burs|Y|
2010.0|EA|2367519|5199|000|3D6BE6D2-5ED8-5CAB-7F76-1BF75A3F7D45|2.0|TANSFER OF SUPPORT|TRANSFER SUP|Y|
2010.0|EA|2367519|9900|000|5A9FC071-356E-5961-79B4-8FEA2961BF83|2.0|TANSFER OF SUPPORT|TRANSFER SUP|Y|
2010.0|EA|2367520|0703|WVR|B9728BB2-2A66-0759-0C3A-2F4A19F0831F|2.0|PRIOR YEAR FEES-WVR|PRI YR F-WVR|Y|
2010.0|EA|2367520|0796|WVR|63F3BA32-3662-C687-BCBF-78897490B9D6|2.0|STUDENT ACTIVITY FEE WAIVER|STU ACT WVR|Y|
2010.0|EA|2367520|0896|WVR|55B58C7D-7D0D-B40C-B737-69703C48BDB3|2.0|STUDENT ACTIVITY FEE WAIVER|STU ACT WVR|Y|
2010.0|EA|2367520|0996|WVR|00380567-DA1E-8BA1-4E5B-C5A01D353804|2.0|STUDENT ACTIVITY FEE WAIVER|STU ACT WVR|Y|
2010.0|EA|2367520|1096|WVR|B697A7B5-68C9-3AAB-2EDF-A9AD5669B840|2.0|STUDENT ACTIVITY FEE WAIVER|STU ACT WVR|Y|
2010.0|EA|2367520|5199|000|A458FD47-EEBF-15FD-FA3C-766FAB693427|2.0|ACT FEE TRANSFER|ACT FEE TRAN|Y|
2010.0|EA|2367520|7900|000|9C5B5EE6-9431-9296-9B83-D80CB2DA2A37|2.0|UNALLOCATED|UNALLOCATED|Y|
2010.0|EA|2367520|8160|07|AE2C150F-7F3A-296B-56D3-BCFCE8ABFD6E|2.0|SUM I BURSAR AR|SUM I AR|Y|
2010.0|EA|2367520|8160|08|71F76252-78ED-50D4-3DD9-EFAAA5F93749|2.0|FALL BURSAR AR|FALL AR|Y|
2010.0|EA|2367520|8160|09|46F52465-9A31-EEFF-FFAC-DE938FA2FE55|2.0|SPRING BURSAR AR|SPRING AR|Y|
2010.0|EA|2367520|8160|10|F01F67A4-6827-B5D7-C2EE-81B72C6C7C4C|2.0|SUM II BURSAR AR|SUM II AR|Y|
2010.0|EA|2367520|9465|07|42511831-773D-677E-E2FD-9516F55A85D0|2.0|SUM I DEF REV|SUM I DF RV|Y|
2010.0|EA|2367520|9465|08|679ACD1D-A66A-A21B-3752-438F2A2C3A7C|2.0|FALL DEF REV|FALL DF RV|Y|
2010.0|EA|2367520|9465|09|FA34DB69-A3DD-A43F-9522-AAFAC36B0EA5|2.0|SPRING DEF REV|SPRING DF RV|Y|
2010.0|EA|2367520|9465|10|D7002E52-A84A-F40E-9BFA-0AD8A704FC6C|2.0|SUM II DEF REV|SUM II DF RV|Y|
2010.0|EA|2367520|9900|000|56DB686B-008B-9173-72FC-429A44438BE8|2.0|ACT FEE TRANSFER|ACT FEE TRAN|Y|
2010.0|EA|2367526|4900|MCF|099EF60D-5542-9EAD-DA8B-249C672F1AF2|2.0|MCFARLING|Mcfarling|Y|
2010.0|EA|2367526|4900|MEJ|F3E2343A-0B01-985A-BDE5-2715270C6398|2.0|MEIJER|MEIJER|Y|
2010.0|EA|2367526|4900|RED|3947E5C2-57DB-5DC9-A136-71ADE41709D0|2.0|REID HOSPITAL|REID|Y|
2010.0|EA|2367526|4900|VAL|19ECE661-3B24-2761-58F7-5BC964C15351|2.0|VALLEY SERVICES|VALLEY|Y|
2010.0|EA|2868101|9915|PRS|356A7055-88E8-E605-1FC0-4B68F68DAF0C|2.0|FEMP PRES. MATCH|FEMPPRESMTCH|Y|
2010.0|EA|2868101|9915|SCH|4010D810-9758-799E-BCA4-2230F3D6BE94|2.0|FEMP CAMPUS MATCH|FEMPCMPSMTCH|Y|
2010.0|EA|6067000|8300|INV|92152CF7-176E-FE41-546A-25C143EB3401|2.0|IU INV NOT PURCH|Inv Not Purc|Y|
2010.0|EA|6067100|1464|WVR|1205251B-A0CB-5311-5AFB-FFE33DC46B57|2.0|PARKING PERMIT FEE WAIVER|PARK FEE WVR|Y|
2010.0|EA|6067100|5199|071|C7C5DD44-E4E5-D6A8-2C3B-E0CA29E0E97E|2.0|INT DEBT SERV|INT DEBT SER|Y|
2010.0|EA|6067100|9900|071|99B1CA81-E3CF-5747-6825-D3050AA5EBA9|2.0|INT DEBT SERV|INT DEBT SER|Y|
2010.0|EA|6669400|1500|CPY|9F18073C-BB5C-307B-8622-F639704F835F|2.0|COPY MACHINE SALES|Copy|Y|
2010.0|EA|6669400|1500|PRT|A693B6FF-855C-0543-2734-178DBB99CA8F|2.0|PRINTER SALES|Print|Y|
2010.0|EA|6669400|4115|STF|D43B4CBF-FC6A-7B6C-0E86-129802A4791E|2.0|STAFF|Staff|Y|
2010.0|EA|6669400|4115|STU|752FE4C7-FC08-EB35-0E19-09BAAA794243|2.0|STUDENT|Student|Y|
2010.0|EA|6669400|4690|STF|141824BF-D483-F25C-186E-E19EC0DF72C0|2.0|STAFF|Staff|Y|
2010.0|EA|6669400|4690|STU|DD6698BE-8669-56B9-F2CC-D24C48B681E3|2.0|STUDENT|Student|Y|
2010.0|EA|6669400|5215|STF|69577BFB-E234-9579-F932-E85CD0D429B2|2.0|STAFF|Staff|Y|
2010.0|EA|6669400|5215|STU|72E80C0C-A63E-2550-D9C5-75EC89CCFD32|2.0|STUDENT|Student|Y|
2010.0|EA|6868451|0703|WVR|D0E1E85A-66BD-7353-533D-1C016C2C1BA0|2.0|PRIOR YEAR FEES-WVR|PRI YR F-WVR|Y|
2010.0|EA|6868451|0787|WVR|4C682A8F-849F-175D-1F33-8878F45E768F|2.0|TECHNOLOGY FEE WAIVER|TECH FEE WVR|Y|
2010.0|EA|6868451|0887|WVR|01557160-E145-38F6-D1D0-501DF69E171F|2.0|TECHNOLOGY FEE WAIVER|TECH FEE WVR|Y|
2010.0|EA|6868451|0987|WVR|3C4C7F95-09FC-5588-D7A3-8F8B56433D33|2.0|TECHNOLOGY FEE WAIVER|TECH FEE WVR|Y|
2010.0|EA|9067011|7303|ASV|9ED4468C-710B-C7C3-4775-E6FB183CE1BF|2.0|ADDITIONAL SERVICES|add't svcs|Y|
2010.0|EA|9067011|7303|FEE|C77F750E-C407-59C9-AA35-BF89FC9ECA59|2.0|ARCHITECT FEES|archt|Y|
2010.0|EA|9067011|7303|REM|5D05539A-CA4F-DD08-2657-53BCA339B094|2.0|REIMBURSABLES|reimb|Y|
2010.0|EA|9067017|4520|ASV|6F8FA049-2AA1-6AF6-62D2-7960442C1AF1|2.0|ADDITIONAL SERVICES|add't svcs|Y|
2010.0|EA|9067017|4520|REM|833293BE-DD27-B10E-96F4-3D286375DA9D|2.0|REIMBURSABLES|reimb|Y|
2010.0|EA|9067017|7301|ASV|85936C03-1F4A-CA92-BAAC-B74CD7E0C905|2.0|ADDITIONAL SERVICES|add't svcs|Y|
2010.0|EA|9067018|7301|ASV|AD6733CA-5632-DC4C-438E-C8EE3E54F0B2|2.0|ADDITIONAL SERVICES|Add't Srvcs|Y|
2010.0|EA|9067018|7301|FEE|50C58272-98B0-1F9F-786F-41DF64267FCF|2.0|ARCHITECTURAL|Arch fees|Y|
2010.0|EA|9067018|7301|REM|A2213BA7-8F5B-5EAE-B077-44BA22043FAD|2.0|REIMBURSABLES|Reimb|Y|
2010.0|EA|9067019|7301|ASV|3969E680-56F1-49D9-BF80-9674A483453A|2.0|ADDITIONAL SERVICES|Add't svcs|Y|
2010.0|EA|9067019|7301|FEE|F717643F-2C6F-8848-6D42-9130141805DE|2.0|ARCHITECTURUAL|arch fees|Y|
2010.0|EA|9067019|7301|REM|34D44907-E4CF-B1C6-E33B-673FA3A60BA2|2.0|REIMBURSABLES|reimb|Y|
2010.0|EA|9067019|7468|ASV|F85E2ACF-6BCC-6DCF-5133-42B69A8B4C41|2.0|ADDITIONAL SERVICE|Add't Svcs|Y|
2010.0|EA|9067019|7468|FEE|1A22F387-097F-7171-9473-385B3A870AA3|2.0|ARCHITECTURAL|Arch Fees|Y|
2010.0|EA|9067019|7468|REM|9447ED90-955A-9E8D-E5ED-84FF336DAFAD|2.0|REIMBURSABLES|Reimb|Y|
2010.0|EA|9269401|9940|LCF|4D80C8BE-D887-CDD1-183F-9E9815D3BADA|2.0|LIFE CYCLE FUNDING|LIFECYCLE|Y|
2010.0|EA|9769390|7900|000|5F762E79-BF11-CECA-2A66-FDCEF99B5731|2.0|UNALLOCATED|UNALLOCATED|Y|
2011.0|BA|6044900|1466|001|30D8CB92-1BBA-A402-1F08-7711AD55FE2E|2.0|employee parking decal|employ park|Y|
2011.0|BA|6044900|1598|RE|88396259-D891-F4AB-522C-EAA43593D1EE|2.0|REGISTER ERROR|REGISTER ERR|Y|
2011.0|BA|6044900|1598|RV|B0707F7B-BAFB-D706-6E2D-6F6889C7E6E8|2.0|REVERSE TRANSACTIONS|REVERSETRANS|Y|
2011.0|BA|6044900|1599|BLT|4B6D19B1-73C5-9476-0066-BAEE47486A28|2.0|BROOKE TODD CASH DRAWER|BLT CASH DWR|Y|
2011.0|BA|6044900|1599|D|75AB6180-011F-7E5A-4976-420AFF6FA9C0|2.0|RSP D PERMIT|RSP D Permit|Y|
2011.0|BA|6044900|1599|DLK|93AD669A-11AF-4AA1-720F-233D5AA1547B|2.0|DANIELLE KEENE CASH DRAWER|DLK CASH DWR|Y|
2011.0|BA|6044900|1599|JLS|CE5F0078-AD94-4A56-D8BC-EE4E5502B6FE|2.0|JENNIFER SMITH CASH DRAWER|JLS CASH DWR|Y|
2011.0|BA|6044900|1599|KAB|6748F808-D7EC-2288-F6B6-2998DC77ECBA|2.0|KRISTEN BRAWTHEN CASH DRAWER|KAB CASH DWR|Y|
2011.0|BA|6044900|1599|KJT|E2D669DD-3CED-1F3F-01E2-8E589FC23636|2.0|KAMI TAYLOR CASH DRAWER|KJT CASH DWR|Y|
2011.0|BA|6044900|1599|KSR|F5F69085-8AFA-E9B5-4747-DDA671C8CCC1|2.0|KAREN RUCKREIGAL CASH DRAWER|KSR CASH DWR|Y|
2011.0|BA|6044900|1599|LCC|04251439-BF90-B7A3-4ED2-494B3117CF64|2.0|LINDA COLEMAN CASH DRAWER|LCC CASH DWR|Y|
2011.0|BA|6044900|1599|LCD|3DED34B5-90A7-2996-9035-BE7B11A4261C|2.0|LINDA DAVIS CASH DRAWER|LCD CASH DWR|Y|
2011.0|BA|6044900|1599|LLB|2261931B-A242-D673-427E-272AAF402389|2.0|LORI BEASLEY CASH DRAWER|LLB CASH DWR|Y|
2011.0|BA|6044900|1599|MAG|6950DB69-671F-9126-2A08-3A0FA0B886AA|2.0|MELISSA GRAY CASH DRAWER|MAG CASH DWR|Y|
2011.0|BA|6044900|1599|SAA|3C6F0D25-5694-EF7E-473E-5EED209DD33E|2.0|SHARON ALLGOOD CASH DRAWER|SAA Cash DRW|Y|
2011.0|BA|6044900|1599|VOK|9C139D29-61B2-7A7E-45BD-A208A71DD0D9|2.0|VELVEETA KNOX CASH DRAWER|VOK CASH DWR|Y|
2011.0|BA|6044900|4008|POL|A09897EE-9A0F-108B-B11A-470C5108AE58|2.0|POOLED BENEFITS|POOL|Y|
2011.0|BA|6044900|4008|TAX|828E0C0C-FB57-B9E2-B1B4-D542D1B5B989|2.0|UNIVERSITY ADMIN CHARGE|ADM CRG|Y|
2011.0|BA|6044900|6000|DIR|6B1050EA-C86A-A416-26FE-A6660A4D57BF|2.0|EXECUTIVE DIRECTOR'S TRAVEL|Exc Dir Trav|Y|
2011.0|BA|6044900|6100|BTE|1EF257D7-FCCA-BD6C-6D07-3B7221C03820|2.0|B TYLER EASTON'S TRAVEL EXPENSES|BTE TRAVEL|Y|
2011.0|BA|6044900|6100|CLL|DB609E5F-F476-4CC5-77CF-23D586429374|2.0|CAROL LEWIS' TRAVEL EXPENSES|CLL TRAVEL|Y|
2011.0|BA|6044900|6100|DIR|7B89159A-97FB-BA12-4467-0FCECD80AB0A|2.0|EXECUTIVE DIRECTOR'S TRAVEL|Exc Dir OSt|Y|
2011.0|BA|6044900|6100|JAA|8A195158-EC15-56DF-BDE1-5C07EF83FCF4|2.0|JAMES ARTHUR TRAVEL EXPENSES|JAA TRAVEL|Y|
2011.0|BA|6044900|6100|JAF|D5D71F35-3C79-9FE2-6836-568B985D57AB|2.0|JULIE FLAHERTY'S TRAVEL|JAF TRAVEL|Y|
2011.0|BA|6044900|6100|JDP|28C89DAC-FE77-4C50-283F-76A503565C96|2.0|J. DOUGLAS PORTER'S TRAVEL|JDP TRAVEL|Y|
2011.0|BA|6044900|6100|KJM|3FB4CBC8-0CC0-D598-79B7-69F2F778C56C|2.0|KYLE MARTINDALE'S TRAVEL|KJM TRAVEL|Y|
2011.0|BA|6044900|6100|KSR|96945F24-7040-A1F1-1417-4402A3B069DF|2.0|KAREN RUCKRIEGEL'S TRAVEL EXPENSES|KSR TRAVEL|Y|
2011.0|BA|6044900|6100|RPA|98FC268C-DD8F-13FB-0EFD-6D42AF2AB24C|2.0|R ABRAHAM'S TRAVEL EXPENSES|RPA TRAVEL|Y|
2011.0|BA|6044900|8117|CC|58B5E45F-0BCD-22C1-655E-D35888B2FED1|2.0|AR CREDIT CARD|ARCC|Y|
2011.0|BA|6044900|8117|RSP|A379F858-8DD9-B0FF-B111-6096D92FA5B8|2.0|AR E PERMIT RSP|AR RSP E per|Y|
2011.0|BA|6044900|9953|MAR|F16FAE6F-83A0-BAE7-D354-410C23982F3F|2.0|MARKETING OH ALLOCATION|MARKETNG FEE|Y|
2011.0|BA|6044900|9977|POL|14A38AE6-4791-EAE0-1B4C-03D0D97D57FD|2.0|POOLED BENEFITS|POOL|Y|
2011.0|BA|6044900|9977|TAX|A4AD58C1-7FE1-9733-1AE6-003E56057FF3|2.0|UNIVERSITY ADMIN CHARGE|ADM CRG|Y|
2011.0|BA|6044906|4008|POL|7DD3D8B9-6976-E04A-164E-F68CB5240B1C|2.0|POOLED BENEFITS|POOLED|Y|
2011.0|BA|6044906|9977|POL|A6D5F48C-7331-AF17-0232-441AB826B2BF|2.0|POOLED BENEFITS|POOLED|Y|
2011.0|BA|9020204|7468|REM|8ED4B8C1-5AAE-1E31-70FF-C406E14DA29E|2.0|REIMBURSABLES|reimb|Y|
2011.0|BA|9020391|7301|ASV|306D8120-4C57-4121-5017-182BA328FD11|2.0|ADDITIONAL SERVICES|ADD'T SVCS|Y|
2011.0|BA|9020391|7301|FEE|D0FE3839-97AF-7A78-9EDC-A5633E361763|2.0|ARCHITECTURAL|arch fees|Y|
2011.0|BA|9020391|7301|REM|B203BE25-6EB5-06D3-B82B-1B9D1293E0C0|2.0|REIMBURSABLES|REIMB|Y|
2011.0|BL|0211101|5000|POS|947CD2FD-93A0-6D35-AF35-95BFF32E1A0F|2.0|POST IT NOTES|POST ITS|Y|
2011.0|BL|1031400|3000|WAC|14E5D2F8-D0AB-F63D-8724-B8723D3C1CEC|2.0|Animal Care Wages|Animal Care|Y|
2011.0|BL|1031400|3000|WBO|B6A9D777-526D-FE0E-4694-2E3A560F6DF2|2.0|Business Office Wages|Buss Office|Y|
2011.0|BL|1031400|3000|WGD|4D08768D-7A6D-B733-15F6-6E3F9DBE9C9D|2.0|Grader Service Wages|Grader|Y|
2011.0|BL|1031400|3000|WIN|22147468-A6D7-354C-D019-4534A97C4801|2.0|Instructional Support Wages|Instruct.|Y|
2011.0|BL|1031400|3000|WMO|CE6C033B-D0E4-F0F9-D41A-7527978E7DB6|2.0|Main Office Wages|Main Office|Y|
2011.0|BL|1031400|3000|WTS|A4E4FE37-489E-4BD2-5C02-64BEB1BDF808|2.0|Tech Support Wages|Tech Support|Y|
2011.0|BL|1031400|5000|SAC|42E82956-FB58-68B9-892F-F5BE09718798|2.0|Animal Care Supplies|Animal Care|Y|
2011.0|BL|1031400|5000|SAO|FCB8B5FF-7DC9-66F2-AC6C-B38047E91280|2.0|Advising Office Supplies|Advising Off|Y|
2011.0|BL|1031400|5000|SAS|7AF0F376-164F-A753-D22A-F77B567E9A17|2.0|Academic Services Office|Academic Ser|Y|
2011.0|BL|1031400|5000|SBO|7E2DFD08-1203-038E-87C9-40B9AFB391EF|2.0|Business Office Supplies|Buss Office|Y|
2011.0|BL|1031400|5000|SBS|CCB1F12B-8241-30A5-DCCC-D24ED6562240|2.0|Building Services Supplies|Bldg Service|Y|
2011.0|BL|1031400|5000|SCB|3E70CA48-03E6-0786-50E7-485C69F885AD|2.0|Supplies Cabinet|Supply Cab|Y|
2011.0|BL|1031400|5000|SCL|8C7C9CE0-8B9E-B6BD-68C9-7662BDD516FB|2.0|Cause Library Supplies|CAUSE Supply|Y|
2011.0|BL|1031400|5000|SCO|F9B89685-E79B-A959-C819-1BAD56287586|2.0|Chair's Office Supplies|Chair Office|Y|
2011.0|BL|1031400|5000|SCQ|45B06A96-194B-B946-7348-D446C10892B6|2.0|Colloquium Supplies|Colloquium|Y|
2011.0|BL|1031400|5000|SCS|87871CEB-AFC6-4C66-4ECA-6A3168A007C1|2.0|Clinical Sciences Supplies|Clinic|Y|
2011.0|BL|1031400|5000|SFC|1CB5ABD5-5B3E-2000-4D1F-731B8BAC5DA2|2.0|Faculty Supplies|Faculty|Y|
2011.0|BL|1031400|5000|SFR|EF704CF3-2B9A-C3B7-37C6-41B68D5E47F9|2.0|Faculty Recruitment|Faculty Recr|Y|
2011.0|BL|1031400|5000|SGS|D5B25FD6-42BC-268D-75C7-B5546AEC73EF|2.0|Grant Support Supplies|Gnt Support|Y|
2011.0|BL|1031400|5000|SLB|376CF95F-6438-1FC3-A6CF-F604E2C5F3FA|2.0|Labs Supplies|Labs Supply|Y|
2011.0|BL|1031400|5000|SLN|651A9364-120B-42C7-666D-0B0FA4811876|2.0|LAN Supplies|LAN|Y|
2011.0|BL|1031400|5000|SRF|6B49826F-892E-5417-A575-568E141D4717|2.0|Retired Faculty Supplies|Retired Fac|Y|
2011.0|BL|1031400|5000|SSC|10BB3A3A-9B68-2EC6-B75C-903E9DD33978|2.0|Secretarial Supplies|Secreterial|Y|
2011.0|BL|1031400|5000|SSR|EF0559C7-7526-2DFD-41FA-766D4CF871BF|2.0|Student Recruitment|GS Recruit|Y|
2011.0|BL|1031400|5000|SSS|A161352D-DA9E-280A-C63E-869B66185312|2.0|Social Student Supplies|Social GS|Y|
2011.0|BL|1031400|5000|STS|DDFFB4E2-FCFA-113F-CBB3-078082FEA852|2.0|Tech Support Supplies|Tech Support|Y|
2011.0|BL|1031400|7900|SBS|FDEE2D82-B011-7E1D-CF72-A5CCF8D7939B|2.0|S BREHM COMPENSATION|s brehm|Y|
2011.0|EA|0308160|8160|07|57CD9052-20FF-8423-157F-E608D995F03C|2.0|SUM I BURSAR AR|SUM I AR|Y|
2011.0|EA|0308160|8160|08|EC137F92-6D28-F148-BD26-6B1C76664EBE|2.0|FALL BURSAR AR|FALL AR|Y|
2011.0|EA|0308160|8160|09|5CE4A767-E8BF-1B9A-70B3-FB13644E9C43|2.0|SPRING BURSAR AR|SPRING AR|Y|
2011.0|EA|0308160|8160|10|298A20C2-F5F6-B9E6-D703-5386DE7CEDF7|2.0|SUM II BURSAR AR|SUM II AR|Y|
2011.0|EA|0308460|8460|07|711B6FA6-7C58-5F99-4EA0-929C8A8C285E|2.0|SUMMER 1 PREPAID|SUM 1 PPD|Y|
2011.0|EA|0308460|8460|10|C4F8F731-833C-5A4B-C584-AC83B5393927|2.0|SUMMER 2 PREPAID|SUM 2 PPD|Y|
2011.0|EA|0309060|9060|07|CD3D4F58-280C-6362-E92A-BD4ACB65F068|2.0|SUM I DEF REV|SUM I DF RV|Y|
2011.0|EA|0309060|9060|10|60AEECA5-76DB-4895-855E-372A8813F60E|2.0|SUM II DEF REV|SUM II DF RV|Y|
2011.0|EA|0309060|9080|UNA|BBE92E49-6D71-FB2C-0FEE-B637AEC159E9|2.0|UNAPPLIED PAYMENTS|UNAPPLIED|Y|
2011.0|EA|0309465|9465|07|0CD75D71-891B-11FC-0EA5-9AA1CE19D8AB|2.0|SUM II DEF REV|SUM II DF RV|Y|
2011.0|EA|0309465|9465|08|10D77ED6-02E6-199D-BE25-097CC661A8F6|2.0|FALL DEF REV|FALL DF RV|Y|
2011.0|EA|0309465|9465|09|DA7FB414-0DC6-C461-18D9-E4032C21CDF0|2.0|SPRING DEF REV|SPRING DF RV|Y|
2011.0|EA|0309465|9465|10|CECA578F-7C72-BFF8-B7EA-BCD070617C76|2.0|SUM II DEF REV|SUM II DF RV|Y|
2011.0|EA|0366500|4008|041|F44051AF-FC97-2E46-CF34-4AD3E32051F7|2.0|Special Events Alloc|Spec Events|Y|
2011.0|EA|0366500|9977|041|706CC78C-C54E-609A-3B95-15837B04F9EA|2.0|Special Events Alloc|Spec Events|Y|
2011.0|EA|0366513|7900|020|A9BB9BDD-03B1-4C49-D8A7-EED41F7A2121|2.0|CAMPUS CONTINGEN|CAMPUS CONTI|Y|
2011.0|EA|0366513|7900|040|F764F015-081A-62E0-D713-F4C993CAD64C|2.0|COMP SERV ALLOC|COMP SERV AL|Y|
2011.0|EA|0366513|7900|046|2FAF73AB-A7D4-63B9-9877-FE4AC6DA0C4E|2.0|RECLASS RESERVE|RECLASS RESE|Y|
2011.0|EA|0366513|7900|047|9EC54076-5A75-25EA-E31E-400D1A4A10EA|2.0|LIBRARY AQUIT ALLO|LIBRARY AQUI|Y|
2011.0|EA|0366513|7900|048|87BB05CB-8983-DB40-2CB2-7AC4AFF99C1F|2.0|ENROLL INIT ALLOC|ENROLL INIT|Y|
2011.0|EA|0366513|7900|049|A2AE8ECE-5897-6F50-2E05-1A6A2BE16AB4|2.0|RETIREMENT PAY ALL|RETIREMENT P|Y|
2011.0|EA|0366513|7900|050|43856FAB-B73D-4B4E-588A-ECF0C23DDB20|2.0|FUND BAL ADDITION|FUND BAL ADD|Y|
2011.0|EA|0366513|7900|051|630DF9FD-CE94-9CB4-9AB6-FEDBA2D5E407|2.0|STRATEGIC DIRECTIONS ALLOC|STR DIR ALLO|Y|
