attr_data_id|obj_id|ver_nbr|role_mbr_id|kim_typ_id|kim_attr_defn_id|attr_val|
KFS3188|KFS3188|1.0|KFS1011|17|12|SB|
KFS3189|KFS3189|1.0|KFS1012|17|12|SB|
KFS3190|KFS3190|1.0|KFS1013|17|12|SE|
KFS3191|KFS3191|1.0|KFS1014|17|12|SE|
KFS3192|KFS3192|1.0|KFS1015|17|12|SE|
KFS3193|KFS3193|1.0|KFS1016|17|12|SE|
KFS4000|KFS4000|1.0|KFS4|36|22|BL|
KFS4001|KFS4001|1.0|KFS4|36|24|ACTG|
KFS4002|KFS4002|1.0|KFS5|36|22|BL|
KFS4003|KFS4003|1.0|KFS1|36|22|NW|
KFS4004|KFS4004|1.0|KFS7|36|22|BL|
KFS4005|KFS4005|1.0|KFS7|36|24|BOND|
KFS4006|KFS4006|1.0|KFS8|36|22|BL|
KFS4007|KFS4007|1.0|KFS8|36|24|AIND|
KFS4008|KFS4008|1.0|KFS9|36|22|NW|
KFS4009|KFS4009|1.0|KFS9|36|24|NURS|
KFS4010|KFS4010|1.0|KFS10|36|22|BL|
KFS4011|KFS4011|1.0|KFS1|36|24|FORN|
KFS4012|KFS4012|1.0|KFS10|36|24|BUS|
KFS4013|KFS4013|1.0|KFS11|36|22|IN|
KFS4014|KFS4014|1.0|KFS11|36|24|AFFA|
KFS4015|KFS4015|1.0|KFS12|36|22|NW|
KFS4016|KFS4016|1.0|KFS12|36|24|BOOK|
KFS4017|KFS4017|1.0|KFS13|36|22|IN|
KFS4018|KFS4018|1.0|KFS13|36|24|ALUM|
KFS4019|KFS4019|1.0|KFS14|36|22|NW|
KFS4020|KFS4020|1.0|KFS14|36|24|CACA|
KFS4021|KFS4021|1.0|KFS1|36|4|KFS-SYS|
KFS4022|KFS4022|1.0|KFS4|36|4|KFS-SYS|
KFS4023|KFS4023|1.0|KFS5|36|4|KFS-SYS|
KFS4024|KFS4024|1.0|KFS7|36|4|KFS-SYS|
KFS4025|KFS4025|1.0|KFS8|36|4|KFS-SYS|
KFS4026|KFS4026|1.0|KFS9|36|4|KFS-SYS|
KFS4027|KFS4027|1.0|KFS10|36|4|KFS-SYS|
KFS4028|KFS4028|1.0|KFS11|36|4|KFS-SYS|
KFS4029|KFS4029|1.0|KFS12|36|4|KFS-SYS|
KFS4030|KFS4030|1.0|KFS13|36|4|KFS-SYS|
KFS4031|KFS4031|1.0|KFS14|36|4|KFS-SYS|
KFS4032|KFS4032|1.0|KFS5|36|24|ADMS|
KFS4033|KFS4033|1.0|KFS1705|30|22|IU|
KFS4034|KFS4034|1.0|KFS1705|30|24|UNIV|
KFS4035|KFS4035|1.0|KFS1705|30|13|BA|
KFS4036|KFS4036|1.0|KFS1706|30|22|IU|
KFS4037|KFS4037|1.0|KFS1706|30|24|UNIV|
KFS4038|KFS4038|1.0|KFS1706|30|13|YEBA|
KFS4039|KFS4039|1.0|KFS1640|17|12|*|
KFS4040|KFS4040|1.0|KFS1311|17|12|*|
KFS4041|KFS4041|1.0|KFS1354|17|12|*|
KFS4042|KFS4042|1.0|KFS1707|30|22|IU|
KFS4043|KFS4043|1.0|KFS1707|30|24|UNIV|
KFS4044|KFS4044|1.0|KFS1707|30|13|FPYE|
KFS4045|KFS4045|1.0|KFS1708|30|22|IU|
KFS4046|KFS4046|1.0|KFS1708|30|24|UNIV|
KFS4047|KFS4047|1.0|KFS1708|30|13|LDYE|
KFS4048|KFS4048|1.0|KFS1300|31|13|KFS|
KFS4049|KFS4049|1.0|KFS1302|31|13|KFS|
KFSMI6886-AD1|KFSMI6886-AD1|1.0|KFSMI6886-ROLE-P2|KFSMI6886-TYP|KFSMI6886-ATTRDEF|E|
TEM-10000|KFS-TEM-ROLE-MBR-ATTR-DATA-000|1.0|TEM-10002|10002|22|IU|
TEM-10001|KFS-TEM-ROLE-MBR-ATTR-DATA-001|1.0|TEM-10002|10002|25|Y|
TEM-10002|KFS-TEM-ROLE-MBR-ATTR-DATA-002|1.0|TEM-10003|10003|22|IU|
TEM-10003|KFS-TEM-ROLE-MBR-ATTR-DATA-003|1.0|TEM-10003|10003|25|Y|
TEM-10004|KFS-TEM-ROLE-MBR-ATTR-DATA-004|1.0|TEM-10016|10006|TEM-10002|TA|
TEM-10005|KFS-TEM-ROLE-MBR-ATTR-DATA-005|1.0|TEM-10017|10006|TEM-10002|PSS|
TEM-10006|KFS-TEM-ROLE-MBR-ATTR-DATA-006|1.0|TEM-10018|10006|TEM-10002|MSP|
TEM-10007|KFS-TEM-ROLE-MBR-ATTR-DATA-007|1.0|TEM-10019|10006|TEM-10002|AP|
