ca_icr_acct_gnrtd_id|obj_id|ver_nbr|fin_coa_cd|account_nbr|icr_fin_coa_cd|icr_fin_acct_nbr|acln_pct|dobj_maint_cd_actv_ind|
10272.0|AF204E1BF2EF9BC4E040007F0100096E|1.0|BL|4131405|BL|1023287|100|Y|
10273.0|AF204E1BF2F09BC4E040007F0100096E|1.0|BL|4131406|BL|1023287|100|Y|
10274.0|AF204E1BF2F19BC4E040007F0100096E|1.0|BL|4131407|BL|1023287|100|Y|
10275.0|AF204E1BF2F29BC4E040007F0100096E|1.0|BL|4131408|BL|1023287|100|Y|
10276.0|AF204E1BF2F39BC4E040007F0100096E|1.0|BL|4131409|BL|1023287|100|Y|
10277.0|AF204E1BF2F49BC4E040007F0100096E|1.0|BL|4131410|BL|1023287|100|Y|
10278.0|AF204E1BF2F59BC4E040007F0100096E|1.0|BL|4131411|BL|1023287|100|Y|
10279.0|AF204E1BF2F69BC4E040007F0100096E|1.0|BL|4131412|BL|1023287|100|Y|
10280.0|AF204E1BF2F79BC4E040007F0100096E|1.0|BL|4131413|BL|1023287|100|Y|
10281.0|AF204E1BF2F89BC4E040007F0100096E|1.0|BL|4031437|BL|1023287|100|Y|
10282.0|AF204E1BF2F99BC4E040007F0100096E|1.0|BL|4031438|BL|1023287|100|Y|
10283.0|AF204E1BF2FA9BC4E040007F0100096E|1.0|BL|4031439|BL|1023287|100|Y|
10284.0|AF204E1BF2FB9BC4E040007F0100096E|1.0|BL|4031440|BL|1023287|100|Y|
10285.0|AF204E1BF2FC9BC4E040007F0100096E|1.0|BL|4031441|BL|1023287|100|Y|
10286.0|AF204E1BF2FD9BC4E040007F0100096E|1.0|BL|4031442|BL|1023287|100|Y|
10287.0|AF204E1BF2FE9BC4E040007F0100096E|1.0|BL|4031443|BL|1023287|100|Y|
10288.0|AF204E1BF2FF9BC4E040007F0100096E|1.0|BL|4031444|BL|1023287|100|Y|
10289.0|AF204E1BF3009BC4E040007F0100096E|1.0|BL|4031445|BL|1023287|100|Y|
10290.0|AF204E1BF3019BC4E040007F0100096E|1.0|BL|4031446|BL|1023287|100|Y|
10291.0|AF204E1BF3029BC4E040007F0100096E|1.0|BL|4031447|BL|1023287|100|Y|
10292.0|AF204E1BF3039BC4E040007F0100096E|1.0|BL|4042927|BL|1042987|100|Y|
10293.0|AF204E1BF3049BC4E040007F0100096E|1.0|BL|4124400|BL|1023287|100|Y|
10294.0|AF204E1BF3059BC4E040007F0100096E|1.0|BL|4124401|BL|1042987|100|Y|
10295.0|AF204E1BF3069BC4E040007F0100096E|1.0|BL|4124402|BL|1023287|100|Y|
10296.0|AF204E1BF3079BC4E040007F0100096E|1.0|BL|4124403|BL|1023287|100|Y|
10297.0|AF204E1BF3089BC4E040007F0100096E|1.0|BL|4124404|BL|1023287|100|Y|
10298.0|AF204E1BF3099BC4E040007F0100096E|1.0|BL|4124405|BL|1023287|100|Y|
10299.0|AF204E1BF30A9BC4E040007F0100096E|1.0|BL|4124406|BL|1023287|100|Y|
10300.0|AF204E1BF30B9BC4E040007F0100096E|1.0|BL|4124407|BL|1023287|100|Y|
10301.0|AF204E1BF30C9BC4E040007F0100096E|1.0|BL|4124408|BL|1023287|100|Y|
10302.0|AF204E1BF30D9BC4E040007F0100096E|1.0|BL|4124601|BL|1023287|100|Y|
10303.0|AF204E1BF30E9BC4E040007F0100096E|1.0|BL|4124602|BL|1023287|100|Y|
10304.0|AF204E1BF30F9BC4E040007F0100096E|1.0|BL|4124603|BL|1023287|100|Y|
10305.0|AF204E1BF3109BC4E040007F0100096E|1.0|BL|4124604|BL|1023287|100|Y|
10306.0|AF204E1BF3119BC4E040007F0100096E|1.0|BL|4124605|BL|1023287|100|Y|
10307.0|AF204E1BF3129BC4E040007F0100096E|1.0|BL|4124606|BL|1023287|100|Y|
10308.0|AF204E1BF3139BC4E040007F0100096E|1.0|BL|4124607|BL|1023287|100|Y|
10309.0|AF204E1BF3149BC4E040007F0100096E|1.0|BL|4124608|BL|1023287|100|Y|
10310.0|AF204E1BF3159BC4E040007F0100096E|1.0|BL|4124609|BL|1023287|100|Y|
10311.0|AF204E1BF3169BC4E040007F0100096E|1.0|BL|4124610|BL|1023287|100|Y|
10312.0|AF204E1BF3179BC4E040007F0100096E|1.0|BL|4124611|BL|1023287|100|Y|
10313.0|AF204E1BF3189BC4E040007F0100096E|1.0|BL|4124612|BL|1023287|100|Y|
10314.0|AF204E1BF3199BC4E040007F0100096E|1.0|BL|4124613|BL|1023287|100|Y|
10315.0|AF204E1BF31A9BC4E040007F0100096E|1.0|BL|4124614|BL|1023287|100|Y|
10316.0|AF204E1BF31B9BC4E040007F0100096E|1.0|BL|4124615|BL|1023287|100|Y|
10317.0|AF204E1BF31C9BC4E040007F0100096E|1.0|BL|4124616|BL|1023287|100|Y|
10318.0|AF204E1BF31D9BC4E040007F0100096E|1.0|BL|4124617|BL|1023287|100|Y|
10319.0|AF204E1BF31E9BC4E040007F0100096E|1.0|BL|4124618|BL|1023287|100|Y|
10320.0|AF204E1BF31F9BC4E040007F0100096E|1.0|BL|4124620|BL|1023287|100|Y|
10321.0|AF204E1BF3209BC4E040007F0100096E|1.0|BL|4124621|BL|1023287|100|Y|
10322.0|AF204E1BF3219BC4E040007F0100096E|1.0|BL|4124622|BL|1023287|100|Y|
10323.0|AF204E1BF3229BC4E040007F0100096E|1.0|BL|4124623|BL|1023287|100|Y|
10324.0|AF204E1BF3239BC4E040007F0100096E|1.0|BL|4124624|BL|1023287|100|Y|
10325.0|AF204E1BF3249BC4E040007F0100096E|1.0|BL|4124625|BL|1023287|100|Y|
10326.0|AF204E1BF3259BC4E040007F0100096E|1.0|BL|4124626|BL|1023287|100|Y|
10327.0|AF204E1BF3269BC4E040007F0100096E|1.0|BL|4124627|BL|1023287|100|Y|
10328.0|AF204E1BF3279BC4E040007F0100096E|1.0|BL|4124628|BL|1023287|100|Y|
10329.0|AF204E1BF3289BC4E040007F0100096E|1.0|BL|4124629|BL|1023287|100|Y|
10330.0|AF204E1BF3299BC4E040007F0100096E|1.0|BL|4124630|BL|1023287|100|Y|
10331.0|AF204E1BF32A9BC4E040007F0100096E|1.0|BL|4124631|BL|1023287|100|Y|
10332.0|AF204E1BF32B9BC4E040007F0100096E|1.0|BL|4124632|BL|1023287|100|Y|
10333.0|AF204E1BF32C9BC4E040007F0100096E|1.0|BL|4324636|BL|1023287|100|Y|
10334.0|AF204E1BF32D9BC4E040007F0100096E|1.0|BL|4324637|BL|1023287|100|Y|
10335.0|AF204E1BF32E9BC4E040007F0100096E|1.0|BL|4324638|BL|1023287|100|Y|
10336.0|AF204E1BF32F9BC4E040007F0100096E|1.0|BL|4324639|BL|1023287|100|Y|
10337.0|AF204E1BF3309BC4E040007F0100096E|1.0|BL|4324640|BL|1023287|100|Y|
10338.0|AF204E1BF3319BC4E040007F0100096E|1.0|BL|4324641|BL|1023287|100|Y|
10339.0|AF204E1BF3329BC4E040007F0100096E|1.0|BL|4324642|BL|1023287|100|Y|
10340.0|AF204E1BF3339BC4E040007F0100096E|1.0|BL|4324702|BL|1023287|100|Y|
10341.0|AF204E1BF3349BC4E040007F0100096E|1.0|BL|4324703|BL|1023287|100|Y|
10342.0|AF204E1BF3359BC4E040007F0100096E|1.0|BL|4324704|BL|1023287|100|Y|
10343.0|AF204E1BF3369BC4E040007F0100096E|1.0|BL|4324705|BL|1023287|100|Y|
10344.0|AF204E1BF3379BC4E040007F0100096E|1.0|BL|4324706|BL|1023287|100|Y|
10345.0|AF204E1BF3389BC4E040007F0100096E|1.0|BL|4324707|BL|1023287|100|Y|
10346.0|AF204E1BF3399BC4E040007F0100096E|1.0|BL|4324708|BL|1023287|100|Y|
10347.0|AF204E1BF33A9BC4E040007F0100096E|1.0|BL|4324709|BL|1023287|100|Y|
10348.0|AF204E1BF33B9BC4E040007F0100096E|1.0|BL|4324710|BL|1023287|100|Y|
10349.0|AF204E1BF33C9BC4E040007F0100096E|1.0|BL|4324711|BL|1023287|100|Y|
10350.0|AF204E1BF33D9BC4E040007F0100096E|1.0|BL|4324712|BL|1023287|100|Y|
10351.0|AF204E1BF33E9BC4E040007F0100096E|1.0|BL|4324713|BL|1023287|100|Y|
10352.0|AF204E1BF33F9BC4E040007F0100096E|1.0|BL|4324714|BL|1023287|100|Y|
10353.0|AF204E1BF3409BC4E040007F0100096E|1.0|BL|4324715|BL|1023287|100|Y|
10354.0|AF204E1BF3419BC4E040007F0100096E|1.0|BL|4324716|BL|1023287|100|Y|
10355.0|AF204E1BF3429BC4E040007F0100096E|1.0|BL|4324717|BL|1023287|100|Y|
10356.0|AF204E1BF3439BC4E040007F0100096E|1.0|BL|4324718|BL|1023287|100|Y|
10357.0|AF204E1BF3449BC4E040007F0100096E|1.0|BL|4324719|BL|1023287|100|Y|
10358.0|AF204E1BF3459BC4E040007F0100096E|1.0|BL|4324720|BL|1023287|100|Y|
10359.0|AF204E1BF3469BC4E040007F0100096E|1.0|BL|4324721|BL|1023287|100|Y|
10360.0|AF204E1BF3479BC4E040007F0100096E|1.0|BL|4324722|BL|1023287|100|Y|
10361.0|AF204E1BF3489BC4E040007F0100096E|1.0|BL|4324723|BL|1023287|100|Y|
10362.0|AF204E1BF3499BC4E040007F0100096E|1.0|BL|4324724|BL|1023287|100|Y|
10363.0|AF204E1BF34A9BC4E040007F0100096E|1.0|BL|4324725|BL|1023287|100|Y|
10364.0|AF204E1BF34B9BC4E040007F0100096E|1.0|BL|4324726|BL|1023287|100|Y|
10365.0|AF204E1BF34C9BC4E040007F0100096E|1.0|BL|4324727|BL|1023287|100|Y|
10366.0|AF204E1BF34D9BC4E040007F0100096E|1.0|BL|4324728|BL|1023287|100|Y|
10367.0|AF204E1BF34E9BC4E040007F0100096E|1.0|BL|4324730|BL|1023287|100|Y|
10368.0|AF204E1BF34F9BC4E040007F0100096E|1.0|BL|4324731|BL|1023287|100|Y|
10369.0|AF204E1BF3509BC4E040007F0100096E|1.0|BL|4324732|BL|1023287|100|Y|
10370.0|AF204E1BF3519BC4E040007F0100096E|1.0|BL|4324733|BL|1023287|100|Y|
10371.0|AF204E1BF3529BC4E040007F0100096E|1.0|BL|4324734|BL|1023287|100|Y|
10372.0|AF204E1BF3539BC4E040007F0100096E|1.0|BL|4324735|BL|1023287|100|Y|
10373.0|AF204E1BF3549BC4E040007F0100096E|1.0|BL|4324736|BL|1023287|100|Y|
10374.0|AF204E1BF3559BC4E040007F0100096E|1.0|BL|4324737|BL|1023287|100|Y|
10375.0|AF204E1BF3569BC4E040007F0100096E|1.0|BL|4324738|BL|1023287|100|Y|
10376.0|AF204E1BF3579BC4E040007F0100096E|1.0|BL|4324739|BL|1023287|100|Y|
10377.0|AF204E1BF3589BC4E040007F0100096E|1.0|BL|4324740|BL|1023287|100|Y|
10378.0|AF204E1BF3599BC4E040007F0100096E|1.0|BL|4324741|BL|1023287|100|Y|
10379.0|AF204E1BF35A9BC4E040007F0100096E|1.0|BL|4324742|BL|1023287|100|Y|
10380.0|AF204E1BF35B9BC4E040007F0100096E|1.0|BL|4324743|BL|1023287|100|Y|
10381.0|AF204E1BF35C9BC4E040007F0100096E|1.0|BL|4324744|BL|1023287|100|Y|
10382.0|AF204E1BF35D9BC4E040007F0100096E|1.0|BL|4324745|BL|1023287|100|Y|
10383.0|AF204E1BF35E9BC4E040007F0100096E|1.0|BL|4331402|BL|1023287|100|Y|
10384.0|AF204E1BF35F9BC4E040007F0100096E|1.0|BL|4331403|BL|1023287|100|Y|
10385.0|AF204E1BF3609BC4E040007F0100096E|1.0|BL|4331404|BL|1023287|100|Y|
10386.0|AF204E1BF3619BC4E040007F0100096E|1.0|BL|4331405|BL|1023287|100|Y|
10387.0|AF204E1BF3629BC4E040007F0100096E|1.0|BL|4331406|BL|1023287|100|Y|
10388.0|AF204E1BF3639BC4E040007F0100096E|1.0|BL|4331407|BL|1023287|100|Y|
10389.0|AF204E1BF3649BC4E040007F0100096E|1.0|BL|4331408|BL|1023287|100|Y|
10390.0|AF204E1BF3659BC4E040007F0100096E|1.0|BL|4331409|BL|1023287|100|Y|
10391.0|AF204E1BF3669BC4E040007F0100096E|1.0|BL|4331410|BL|1023287|100|Y|
10392.0|AF204E1BF3679BC4E040007F0100096E|1.0|BL|4331411|BL|1023287|100|Y|
10393.0|AF204E1BF3689BC4E040007F0100096E|1.0|BL|4331412|BL|1023287|100|Y|
10394.0|AF204E1BF3699BC4E040007F0100096E|1.0|BL|4424400|BL|1023287|100|Y|
10395.0|AF204E1BF36A9BC4E040007F0100096E|1.0|BL|4424673|BL|1023287|100|Y|
10396.0|AF204E1BF36B9BC4E040007F0100096E|1.0|BL|4424674|BL|1023287|100|Y|
10397.0|AF204E1BF36C9BC4E040007F0100096E|1.0|BL|4424676|BL|1023287|100|Y|
10398.0|AF204E1BF36D9BC4E040007F0100096E|1.0|BL|4424677|BL|1023287|100|Y|
10399.0|AF204E1BF36E9BC4E040007F0100096E|1.0|BL|4424678|BL|1023287|100|Y|
10400.0|AF204E1BF36F9BC4E040007F0100096E|1.0|BL|4424679|BL|1023287|100|Y|
10401.0|AF204E1BF3709BC4E040007F0100096E|1.0|BL|4424680|BL|1023287|100|Y|
10402.0|AF204E1BF3719BC4E040007F0100096E|1.0|BL|4424681|BL|1023287|100|Y|
10403.0|AF204E1BF3729BC4E040007F0100096E|1.0|BL|4424682|BL|1023287|100|Y|
10404.0|AF204E1BF3739BC4E040007F0100096E|1.0|BL|4424683|BL|1023287|100|Y|
10405.0|AF204E1BF3749BC4E040007F0100096E|1.0|BL|4424684|BL|1023287|100|Y|
10406.0|AF204E1BF3759BC4E040007F0100096E|1.0|BL|4424685|BL|1023287|100|Y|
10407.0|AF204E1BF3769BC4E040007F0100096E|1.0|BL|4424686|BL|1023287|100|Y|
10408.0|AF204E1BF3779BC4E040007F0100096E|1.0|BL|4424687|BL|1023287|100|Y|
10409.0|AF204E1BF3789BC4E040007F0100096E|1.0|BL|4424688|BL|1023287|100|Y|
10410.0|AF204E1BF3799BC4E040007F0100096E|1.0|BL|4424689|BL|1023287|100|Y|
10411.0|AF204E1BF37A9BC4E040007F0100096E|1.0|BL|4424701|BL|1023287|100|Y|
10412.0|AF204E1BF37B9BC4E040007F0100096E|1.0|BL|4424702|BL|1023287|100|Y|
10413.0|AF204E1BF37C9BC4E040007F0100096E|1.0|BL|4424703|BL|1023287|100|Y|
10414.0|AF204E1BF37D9BC4E040007F0100096E|1.0|BL|4424704|BL|1023287|100|Y|
10415.0|AF204E1BF37E9BC4E040007F0100096E|1.0|BL|4424705|BL|1023287|100|Y|
10416.0|AF204E1BF37F9BC4E040007F0100096E|1.0|BL|4424706|BL|1023287|100|Y|
10417.0|AF204E1BF3809BC4E040007F0100096E|1.0|BL|4424707|BL|1023287|100|Y|
10418.0|AF204E1BF3819BC4E040007F0100096E|1.0|BL|4424708|BL|1023287|100|Y|
10419.0|AF204E1BF3829BC4E040007F0100096E|1.0|BL|4424709|BL|1023287|100|Y|
10420.0|AF204E1BF3839BC4E040007F0100096E|1.0|BL|4424710|BL|1023287|100|Y|
10421.0|AF204E1BF3849BC4E040007F0100096E|1.0|BL|4424711|BL|1023287|100|Y|
10422.0|AF204E1BF3859BC4E040007F0100096E|1.0|BL|4424712|BL|1023287|100|Y|
10423.0|AF204E1BF3869BC4E040007F0100096E|1.0|BL|4424713|BL|1023287|100|Y|
10424.0|AF204E1BF3879BC4E040007F0100096E|1.0|BL|4424714|BL|1023287|100|Y|
10425.0|AF204E1BF3889BC4E040007F0100096E|1.0|BL|4424715|BL|1023287|100|Y|
10426.0|AF204E1BF3899BC4E040007F0100096E|1.0|BL|4424716|BL|1023287|100|Y|
10427.0|AF204E1BF38A9BC4E040007F0100096E|1.0|BL|4424717|BL|1023287|100|Y|
10428.0|AF204E1BF38B9BC4E040007F0100096E|1.0|BL|4424718|BL|1023287|100|Y|
10429.0|AF204E1BF38C9BC4E040007F0100096E|1.0|BL|4424719|BL|1023287|100|Y|
10430.0|AF204E1BF38D9BC4E040007F0100096E|1.0|BL|4424720|BL|1023287|100|Y|
10431.0|AF204E1BF38E9BC4E040007F0100096E|1.0|BL|4424721|BL|1023287|100|Y|
10432.0|AF204E1BF38F9BC4E040007F0100096E|1.0|BL|4424722|BL|1023287|100|Y|
10433.0|AF204E1BF3909BC4E040007F0100096E|1.0|BL|4424723|BL|1023287|100|Y|
10434.0|AF204E1BF3919BC4E040007F0100096E|1.0|BL|4424724|BL|1023287|100|Y|
10435.0|AF204E1BF3929BC4E040007F0100096E|1.0|BL|4431415|BL|1023287|100|Y|
10436.0|AF204E1BF3939BC4E040007F0100096E|1.0|BL|4431416|BL|1023287|100|Y|
10437.0|AF204E1BF3949BC4E040007F0100096E|1.0|BL|4431417|BL|1023287|100|Y|
10438.0|AF204E1BF3959BC4E040007F0100096E|1.0|BL|4431418|BL|1023287|100|Y|
10439.0|AF204E1BF3969BC4E040007F0100096E|1.0|BL|4431419|BL|1023287|100|Y|
10440.0|AF204E1BF3979BC4E040007F0100096E|1.0|BL|4431420|BL|1023287|100|Y|
10441.0|AF204E1BF3989BC4E040007F0100096E|1.0|BL|4431421|BL|1023287|100|Y|
10442.0|AF204E1BF3999BC4E040007F0100096E|1.0|BL|4431422|BL|1023287|100|Y|
10443.0|AF204E1BF39A9BC4E040007F0100096E|1.0|BL|4431423|BL|1023287|100|Y|
10444.0|AF204E1BF39B9BC4E040007F0100096E|1.0|BL|4431424|BL|1023287|100|Y|
10445.0|AF204E1BF39C9BC4E040007F0100096E|1.0|BL|4431425|BL|1023287|100|Y|
10446.0|AF204E1BF39D9BC4E040007F0100096E|1.0|BL|4431426|BL|1023287|100|Y|
10447.0|AF204E1BF39E9BC4E040007F0100096E|1.0|BL|4431427|BL|1023287|100|Y|
10448.0|AF204E1BF39F9BC4E040007F0100096E|1.0|BL|444729|BL|1023287|100|Y|
10449.0|AF204E1BF3A09BC4E040007F0100096E|1.0|BL|4524400|BL|1023287|100|Y|
10450.0|AF204E1BF3A19BC4E040007F0100096E|1.0|BL|4524401|BL|1023287|100|Y|
10451.0|AF204E1BF3A29BC4E040007F0100096E|1.0|BL|4524402|BL|1023287|100|Y|
10452.0|AF204E1BF3A39BC4E040007F0100096E|1.0|BL|4524403|BL|1023287|100|Y|
10453.0|AF204E1BF3A49BC4E040007F0100096E|1.0|BL|4524601|BL|1023287|100|Y|
10454.0|AF204E1BF3A59BC4E040007F0100096E|1.0|BL|4524602|BL|1023287|100|Y|
10455.0|AF204E1BF3A69BC4E040007F0100096E|1.0|BL|4524603|BL|1023287|100|Y|
10456.0|AF204E1BF3A79BC4E040007F0100096E|1.0|BL|4524604|BL|1023287|100|Y|
10457.0|AF204E1BF3A89BC4E040007F0100096E|1.0|BL|4524605|BL|1023287|100|Y|
10458.0|AF204E1BF3A99BC4E040007F0100096E|1.0|BL|4524606|BL|1023287|100|Y|
10459.0|AF204E1BF3AA9BC4E040007F0100096E|1.0|BL|4524607|BL|1023287|100|Y|
10460.0|AF204E1BF3AB9BC4E040007F0100096E|1.0|BL|4524608|BL|1023287|100|Y|
10461.0|AF204E1BF3AC9BC4E040007F0100096E|1.0|BL|4424725|BL|1023287|100|Y|
10462.0|AF204E1BF3AD9BC4E040007F0100096E|1.0|BL|4424726|BL|1023287|100|Y|
10463.0|AF204E1BF3AE9BC4E040007F0100096E|1.0|BL|4424727|BL|1023287|100|Y|
10464.0|AF204E1BF3AF9BC4E040007F0100096E|1.0|BL|4424728|BL|1023287|100|Y|
10465.0|AF204E1BF3B09BC4E040007F0100096E|1.0|BL|4424729|BL|1023287|100|Y|
10466.0|AF204E1BF3B19BC4E040007F0100096E|1.0|BL|4424730|BL|1023287|100|Y|
10467.0|AF204E1BF3B29BC4E040007F0100096E|1.0|BL|4424731|BL|1023287|100|Y|
10468.0|AF204E1BF3B39BC4E040007F0100096E|1.0|BL|4424732|BL|1023287|100|Y|
10469.0|AF204E1BF3B49BC4E040007F0100096E|1.0|BL|4424733|BL|1023287|100|Y|
10470.0|AF204E1BF3B59BC4E040007F0100096E|1.0|BL|4424734|BL|1023287|100|Y|
10471.0|AF204E1BF3B69BC4E040007F0100096E|1.0|BL|4424735|BL|1023287|100|Y|
10472.0|AF204E1BF3B79BC4E040007F0100096E|1.0|BL|4424736|BL|1023287|100|Y|
10473.0|AF204E1BF3B89BC4E040007F0100096E|1.0|BL|4424737|BL|1023287|100|Y|
10474.0|AF204E1BF3B99BC4E040007F0100096E|1.0|BL|4431402|BL|1023287|100|Y|
10475.0|AF204E1BF3BA9BC4E040007F0100096E|1.0|BL|4431403|BL|1023287|100|Y|
10476.0|AF204E1BF3BB9BC4E040007F0100096E|1.0|BL|4431404|BL|1023287|100|Y|
10477.0|AF204E1BF3BC9BC4E040007F0100096E|1.0|BL|4431405|BL|1023287|100|Y|
10478.0|AF204E1BF3BD9BC4E040007F0100096E|1.0|BL|4431406|BL|1023287|100|Y|
10479.0|AF204E1BF3BE9BC4E040007F0100096E|1.0|BL|4431407|BL|1023287|100|Y|
10480.0|AF204E1BF3BF9BC4E040007F0100096E|1.0|BL|4431408|BL|1023287|100|Y|
10481.0|AF204E1BF3C09BC4E040007F0100096E|1.0|BL|4431409|BL|1023287|100|Y|
10482.0|AF204E1BF3C19BC4E040007F0100096E|1.0|BL|4431410|BL|1023287|100|Y|
10483.0|AF204E1BF3C29BC4E040007F0100096E|1.0|BL|4431411|BL|1023287|100|Y|
10484.0|AF204E1BF3C39BC4E040007F0100096E|1.0|BL|4431412|BL|1023287|100|Y|
10485.0|AF204E1BF3C49BC4E040007F0100096E|1.0|BL|4431413|BL|1023287|100|Y|
10486.0|AF204E1BF3C59BC4E040007F0100096E|1.0|BL|4431414|BL|1023287|100|Y|
10487.0|AF204E1BF3C69BC4E040007F0100096E|1.0|BL|4324746|BL|1023287|100|Y|
10488.0|AF204E1BF3C79BC4E040007F0100096E|1.0|BL|4324747|BL|1023287|100|Y|
10489.0|AF204E1BF3C89BC4E040007F0100096E|1.0|BL|4324748|BL|1023287|100|Y|
10490.0|AF204E1BF3C99BC4E040007F0100096E|1.0|BL|4324749|BL|1023287|100|Y|
10491.0|AF204E1BF3CA9BC4E040007F0100096E|1.0|BL|4324750|BL|1023287|100|Y|
10492.0|AF204E1BF3CB9BC4E040007F0100096E|1.0|BL|4324751|BL|1023287|100|Y|
10493.0|AF204E1BF3CC9BC4E040007F0100096E|1.0|BL|4324752|BL|1023287|100|Y|
10494.0|AF204E1BF3CD9BC4E040007F0100096E|1.0|BL|4324753|BL|1023287|100|Y|
10495.0|AF204E1BF3CE9BC4E040007F0100096E|1.0|BL|4324754|BL|1023287|100|Y|
10496.0|AF204E1BF3CF9BC4E040007F0100096E|1.0|BL|4324755|BL|1023287|100|Y|
10497.0|AF204E1BF3D09BC4E040007F0100096E|1.0|BL|4324756|BL|1023287|100|Y|
10498.0|AF204E1BF3D19BC4E040007F0100096E|1.0|BL|4324757|BL|1023287|100|Y|
10499.0|AF204E1BF3D29BC4E040007F0100096E|1.0|BL|4324758|BL|1023287|100|Y|
10500.0|AF204E1BF3D39BC4E040007F0100096E|1.0|BL|4324759|BL|1023287|100|Y|
10501.0|AF204E1BF3D49BC4E040007F0100096E|1.0|BL|4324760|BL|1023287|100|Y|
10502.0|AF204E1BF3D59BC4E040007F0100096E|1.0|BL|4324761|BL|1023287|100|Y|
10503.0|AF204E1BF3D69BC4E040007F0100096E|1.0|BL|4324762|BL|1023287|100|Y|
10504.0|AF204E1BF3D79BC4E040007F0100096E|1.0|BL|4324763|BL|1023287|100|Y|
10505.0|AF204E1BF3D89BC4E040007F0100096E|1.0|BL|4324764|BL|1023287|100|Y|
10506.0|AF204E1BF3D99BC4E040007F0100096E|1.0|BL|4324765|BL|1023287|100|Y|
10507.0|AF204E1BF3DA9BC4E040007F0100096E|1.0|BL|4324767|BL|1023287|100|Y|
10508.0|AF204E1BF3DB9BC4E040007F0100096E|1.0|BL|4324768|BL|1023287|100|Y|
10509.0|AF204E1BF3DC9BC4E040007F0100096E|1.0|BL|4331300|BL|1023287|100|Y|
10510.0|AF204E1BF3DD9BC4E040007F0100096E|1.0|BL|4331301|BL|1023287|100|Y|
10511.0|AF204E1BF3DE9BC4E040007F0100096E|1.0|BL|4331401|BL|1023287|100|Y|
10512.0|AF204E1BF3DF9BC4E040007F0100096E|1.0|BL|4324610|BL|1023287|100|Y|
10513.0|AF204E1BF3E09BC4E040007F0100096E|1.0|BL|4324611|BL|1023287|100|Y|
10514.0|AF204E1BF3E19BC4E040007F0100096E|1.0|BL|4324612|BL|1023287|100|Y|
10515.0|AF204E1BF3E29BC4E040007F0100096E|1.0|BL|4324613|BL|1023287|100|Y|
10516.0|AF204E1BF3E39BC4E040007F0100096E|1.0|BL|4324614|BL|1023287|100|Y|
10517.0|AF204E1BF3E49BC4E040007F0100096E|1.0|BL|4324615|BL|1023287|100|Y|
10518.0|AF204E1BF3E59BC4E040007F0100096E|1.0|BL|4324616|BL|1023287|100|Y|
10519.0|AF204E1BF3E69BC4E040007F0100096E|1.0|BL|4324617|BL|1023287|100|Y|
10520.0|AF204E1BF3E79BC4E040007F0100096E|1.0|BL|4324618|BL|1023287|100|Y|
10521.0|AF204E1BF3E89BC4E040007F0100096E|1.0|BL|4324619|BL|1023287|100|Y|
10522.0|AF204E1BF3E99BC4E040007F0100096E|1.0|BL|4324620|BL|1023287|100|Y|
10523.0|AF204E1BF3EA9BC4E040007F0100096E|1.0|BL|4324621|BL|1023287|100|Y|
10524.0|AF204E1BF3EB9BC4E040007F0100096E|1.0|BL|4324622|BL|1023287|100|Y|
10525.0|AF204E1BF3EC9BC4E040007F0100096E|1.0|BL|4324623|BL|1023287|100|Y|
10526.0|AF204E1BF3ED9BC4E040007F0100096E|1.0|BL|4324624|BL|1023287|100|Y|
10527.0|AF204E1BF3EE9BC4E040007F0100096E|1.0|BL|4324625|BL|1023287|100|Y|
10528.0|AF204E1BF3EF9BC4E040007F0100096E|1.0|BL|4324626|BL|1023287|100|Y|
10529.0|AF204E1BF3F09BC4E040007F0100096E|1.0|BL|4324627|BL|1023287|100|Y|
10530.0|AF204E1BF3F19BC4E040007F0100096E|1.0|BL|4324628|BL|1023287|100|Y|
10531.0|AF204E1BF3F29BC4E040007F0100096E|1.0|BL|4324629|BL|1023287|100|Y|
10532.0|AF204E1BF3F39BC4E040007F0100096E|1.0|BL|4324630|BL|1023287|100|Y|
10533.0|AF204E1BF3F49BC4E040007F0100096E|1.0|BL|4324631|BL|1023287|100|Y|
10534.0|AF204E1BF3F59BC4E040007F0100096E|1.0|BL|4324632|BL|1023287|100|Y|
10535.0|AF204E1BF3F69BC4E040007F0100096E|1.0|BL|4324633|BL|1023287|100|Y|
10536.0|AF204E1BF3F79BC4E040007F0100096E|1.0|BL|4324634|BL|1023287|100|Y|
10537.0|AF204E1BF3F89BC4E040007F0100096E|1.0|BL|4324635|BL|1023287|100|Y|
10538.0|AF204E1BF3F99BC4E040007F0100096E|1.0|BL|4524751|BL|1023287|100|Y|
10539.0|AF204E1BF3FA9BC4E040007F0100096E|1.0|BL|4524752|BL|1023287|100|Y|
10540.0|AF204E1BF3FB9BC4E040007F0100096E|1.0|BL|4524753|BL|1023287|100|Y|
10541.0|AF204E1BF3FC9BC4E040007F0100096E|1.0|BL|4524754|BL|1023287|100|Y|
10542.0|AF204E1BF3FD9BC4E040007F0100096E|1.0|BL|4524755|BL|1042987|100|Y|
10543.0|AF204E1BF3FE9BC4E040007F0100096E|1.0|BL|4524756|BL|1023287|100|Y|
10544.0|AF204E1BF3FF9BC4E040007F0100096E|1.0|BL|4524757|BL|1023287|100|Y|
