fin_coa_cd|fin_obj_level_cd|obj_id|ver_nbr|fin_obj_level_nm|fin_objlvl_shrt_nm|fin_cons_obj_cd|fin_objlvl_actv_cd|fin_report_sort_cd|
EA|CORI|014FEE34CF899BEEE043814FD8819BEE|1.0|ALLOTMENTS & CHARGES IN|ALLOT/CHR:IN|TRSF|Y|DT|
EA|COSV|014FEE34CBF99BEEE043814FD8819BEE|1.0|CONTRACTUAL SERVICES|CONTRACT SRV|GENX|Y|KK|
EA|CREX|014FEE34CBFA9BEEE043814FD8819BEE|1.0|COST RECOVERIES-EXPENSE|COST REC EXP|GENX|Y|JK|
EA|CRIN|014FEE34CBFB9BEEE043814FD8819BEE|1.0|COST RECOVERIES-INCOME|COST REC INC|OTRE|Y|EP|
EA|CSEQ|014FEE34CF4F9BEEE043814FD8819BEE|1.0|CASH EQUIVALENTS|CASH EQUIV|ASST|Y|CQ|
EA|DEBT|014FEE34CBFC9BEEE043814FD8819BEE|1.0|FINANCIAL/DEBT SERVICES|DEBT SERV|GENX|Y|HP|
EA|DEFR|014FEE34CF5B9BEEE043814FD8819BEE|1.0|DEFERRED REVENUE|DEFERRED REV|LIAB|Y|DE|
EA|DEPR|014FEE34CF3E9BEEE043814FD8819BEE|1.0|DEPRECIATION|DEPRECIATION|GENX|Y|DR|
EA|DIST|014FEE34CBFD9BEEE043814FD8819BEE|1.0|DISTANCE EDUCATION FEES|DISTANCE ED|STFE|Y|CF|
EA|FINA|014FEE34CBFE9BEEE043814FD8819BEE|1.0|STUDENT FINANCIAL AID|FINANCE AID|SCHL|Y|HA|
EA|FUBL|014FEE34CBFF9BEEE043814FD8819BEE|1.0|FUND BALANCE|FUND BALANCE|FDBL|Y|SK|
EA|GIFT|014FEE34CC009BEEE043814FD8819BEE|1.0|GIFTS|GIFTS|OTRE|Y|DF|
EA|HRCO|014FEE34CC019BEEE043814FD8819BEE|1.0|HOURLY COMPENSATION|HOURLY COMP|CMPN|Y|GK|
EA|ICOE|014FEE34CC029BEEE043814FD8819BEE|1.0|INDIRECT COST RECOVERY EXPENSE|IND COST EXP|IDEX|Y|JF|
EA|ICOR|014FEE34CC039BEEE043814FD8819BEE|1.0|INDIRECT COST RECOVERY INCOME|IND COST INC|IDIN|Y|EA|
EA|INS1|014FEE34CC049BEEE043814FD8819BEE|1.0|STU.FEES INSTRUCTIONAL SUMMR 1|INSTRUC SUM1|STFE|Y|AP|
EA|INS2|014FEE34CC059BEEE043814FD8819BEE|1.0|STU.FEES INSTRUCTIONAL SUMMR 2|INSTRUC SUM2|STFE|Y|BA|
EA|INSF|014FEE34CC069BEEE043814FD8819BEE|1.0|STU.FEES INSTRUCTIONAL-FALL|INSTRUC FALL|STFE|Y|BK|
EA|INSS|014FEE34CC079BEEE043814FD8819BEE|1.0|STU.FEES INSTRUCTIONAL-SPRING|INSTR SPRING|STFE|Y|BV|
EA|INV|014FEE34CC089BEEE043814FD8819BEE|1.0|INVENTORY|INVENTORY|ASST|Y|PA|
EA|INVA|014FEE34CC099BEEE043814FD8819BEE|1.0|INVESTMENTS|INVEST|ASST|Y|PK|
EA|INVR|014FEE34CC0A9BEEE043814FD8819BEE|1.0|INVESTMENTS|INVEST|OTRE|Y|DA|
EA|NC|014FEE34CC0B9BEEE043814FD8819BEE|1.0|NON-CAPITAL EQUIPMENT|NON-CAPITAL|GENX|Y|LK|
EA|NORE|014FEE34CC0C9BEEE043814FD8819BEE|1.0|NOTES RECEVIABLE|NOTES REC|ASST|Y|NV|
EA|NOTP|014FEE34CC0D9BEEE043814FD8819BEE|1.0|NOTES PAYABLE|NOTES PAY|LIAB|Y|RV|
EA|OASS|014FEE34CC0E9BEEE043814FD8819BEE|1.0|OTHER|OTHER ASSETS|ASST|Y|PF|
EA|OEXP|014FEE34CC0F9BEEE043814FD8819BEE|1.0|OTHER SPECIFIC OPERATING EXPENSE|OTHER EXP|GENX|Y|LP|
EA|OLIA|014FEE34CC109BEEE043814FD8819BEE|1.0|OTHER LIABILITIES|OTHER LIAB|LIAB|Y|SF|
EA|OTH1|014FEE34CC119BEEE043814FD8819BEE|1.0|STUDENT FEES-OTHER SUMMER 1|OTHER SUM1|STFE|Y|AV|
EA|OTH2|014FEE34CC129BEEE043814FD8819BEE|1.0|STUDENT FEES-OTHER SUMMER 2|OTHER SUM2|STFE|Y|BF|
EA|OTHF|014FEE34CC139BEEE043814FD8819BEE|1.0|STUDENT FEES OTHER-FALL|OTHER FALL|STFE|Y|BP|
EA|OTHL|014FEE34CF749BEEE043814FD8819BEE|1.0|OTHER LONG-TERM LIAB|OTH LT LIAB|LIAB|Y|OL|
EA|OTHR|014FEE34CC149BEEE043814FD8819BEE|1.0|OTHER REVENUE|OTHER REV|OTRE|Y|DP|
EA|OTHS|014FEE34CC159BEEE043814FD8819BEE|1.0|STUDENT FEES OTHER -SPRING|OTHER SPRING|STFE|Y|CA|
EA|PART|014FEE34CC169BEEE043814FD8819BEE|1.0|PART-TIME INSTRUCTION - NON STUDENT|P-T INSTRUCT|CMPN|Y|FF|
EA|PHON|014FEE34CC179BEEE043814FD8819BEE|1.0|TELEPHONE & POSTAGE|TELE POST|GENX|Y|JV|
EA|PLNT|014FEE34CC189BEEE043814FD8819BEE|1.0|PLANT|PLANT|ASST|Y|PP|
EA|PRIN|014FEE34CC199BEEE043814FD8819BEE|1.0|PRINTING AND DUPLICATING|PRINT DUPL|GENX|Y|KA|
EA|PRSA|014FEE34CC1A9BEEE043814FD8819BEE|1.0|PROFESSIONAL SALARIES|PROF SAL|CMPN|Y|FP|
EA|R&M|014FEE34CC1B9BEEE043814FD8819BEE|1.0|REPAIRS AND MAINTENANCE|REPAIR MAINT|GENX|Y|KV|
EA|RENT|014FEE34CC1C9BEEE043814FD8819BEE|1.0|RENTS AND NON-CAPITAL LEASES|RENTS|GENX|Y|KP|
EA|RESA|014FEE34CC1D9BEEE043814FD8819BEE|1.0|PURCHASES FOR RESALE|RESALE|GENX|Y|LV|
EA|RESV|014FEE34CC1E9BEEE043814FD8819BEE|1.0|RESERVES|RESERVES|RSRX|Y|NA|
EA|S&E|014FEE34CC1F9BEEE043814FD8819BEE|1.0|SUPPLIES AND GENERAL EXPENSE|S&E|GENX|Y|LF|
EA|SAAC|014FEE34CC209BEEE043814FD8819BEE|1.0|SALARY ACCRUAL EXPENSES|SAL ACCRUAL|CMPN|Y|GF|
EA|SAAP|014FEE34CC219BEEE043814FD8819BEE|1.0|STUDENT ACADEMIC APPOINTEES|STUDENT ACAD|CMPN|Y|FK|
EA|SASV|014FEE34CC229BEEE043814FD8819BEE|1.0|SALES AND SERVICES|SALESSERV|OTRE|Y|DK|
EA|SERV|014FEE34CC239BEEE043814FD8819BEE|1.0|OTHER SERVICES|OTHER SERV|GENX|Y|KF|
EA|SINV|014FEE34CF679BEEE043814FD8819BEE|1.0|SHORT-TERM INVESTMENTS|S-T INVEST|ASST|Y|ST|
EA|STAP|014FEE34CC249BEEE043814FD8819BEE|1.0|STATE APPROPRIATIONS|STATE APPROP|SAPR|Y|CK|
EA|STUF|014FEE34CC259BEEE043814FD8819BEE|1.0|STUDENT FEES|STUDENT FEES|STFE|Y|AK|
EA|SUPL|014FEE34CC269BEEE043814FD8819BEE|1.0|SUPPLEMENTAL PAYS|SUPPLMNT PAY|CMPN|Y|GA|
EA|TAX|014FEE34CC279BEEE043814FD8819BEE|1.0|TAXES|TAXES|GENX|Y|HV|
EA|TAXP|014FEE34CC289BEEE043814FD8819BEE|1.0|TAXES PAYABLE|TAX PAY|LIAB|Y|RP|
EA|TRAN|014FEE34CC299BEEE043814FD8819BEE|1.0|TRANSFER OF FUNDS|TRANSFER|TRSF|Y|SP|
EA|TRAV|014FEE34CC2A9BEEE043814FD8819BEE|1.0|TRAVEL|TRAVEL|TRVL|Y|MK|
EA|TREX|014FEE34CF969BEEE043814FD8819BEE|1.0|TRANSFER - 5199 EXP|TRSF-EXPENSE|TRSF|Y|DZ|
EA|TRFE|014FEE34CC2B9BEEE043814FD8819BEE|1.0|TRANSFER - EXPENSE|TRANSFER-EXP|TFEX|N|MV|
EA|TRFI|014FEE34CC2C9BEEE043814FD8819BEE|1.0|TRANSFER - INCOME|TRANSFER-INC|TFIN|N|EK|
EA|TRIN|014FEE34CC2D9BEEE043814FD8819BEE|1.0|TRANSFER - 1699 INC|TRNSF-INCOME|TRSF|Y|DV|
EA|UTIL|014FEE34CC2E9BEEE043814FD8819BEE|1.0|ENERGY AND UTILITIES|UTILITIES|GENX|Y|HK|
EA|VADJ|014FEE34CC2F9BEEE043814FD8819BEE|1.0|VALUATIONS AND ADJUSTMENTS|VAL AND ADJ|GENX|Y|JA|
FW|ACLI|014FEE34CC309BEEE043814FD8819BEE|1.0|ACCRUED LIABILITIES|ACCR LIAB|LIAB|Y|RK|
FW|ACPA|014FEE34CC319BEEE043814FD8819BEE|1.0|ACCOUNTS PAYABLE|ACCT PAY|LIAB|Y|RA|
FW|ACPY|014FEE34CC329BEEE043814FD8819BEE|1.0|ACCRUED PAYROLL|ACCR PAYROLL|LIAB|Y|RF|
FW|ACSA|014FEE34CC339BEEE043814FD8819BEE|1.0|ACADEMIC SALARIES|ACADEMIC SAL|CMPN|Y|FA|
FW|ADV|014FEE34CC349BEEE043814FD8819BEE|1.0|ADVERTISING AND PROMOTIONAL EXP|ADVERT PROMO|GENX|Y|LA|
FW|AR|014FEE34CC359BEEE043814FD8819BEE|1.0|ACCOUNTS RECEIVABLE|ACCT RECV|ASST|Y|NP|
FW|ASSE|014FEE34CC369BEEE043814FD8819BEE|1.0|ASSESSMENTS|ASSESSMENTS|GENX|Y|MF|
FW|BASE|014FEE34CC379BEEE043814FD8819BEE|1.0|ASSESMENTS EXPENDITURES|ASSESS EXP|ASEX|Y|MA|
FW|BASR|014FEE34CC389BEEE043814FD8819BEE|1.0|ASSESMENTS REVENUE|ASSESS REV|ASRE|Y|EF|
FW|BASS|014FEE34CC399BEEE043814FD8819BEE|1.0|BUDGET ASSETS|BUD ASSETS|ASST|Y|NF|
FW|BCAS|014FEE34CC3A9BEEE043814FD8819BEE|1.0|BEGINNING CASH|BEGIN CASH|OTRE|Y|AA|
FW|BCOM|014FEE34CC3B9BEEE043814FD8819BEE|1.0|BUDGET COMPENSATION|BUD COMPENSA|CMPN|Y|EV|
FW|BENF|014FEE34CC3C9BEEE043814FD8819BEE|1.0|BENEFITS|BENEFITS|CMPN|Y|GP|
FW|BFRE|014FEE34CC3D9BEEE043814FD8819BEE|1.0|BUDGET-FEE REMISSION|BUD FEE REM|SCHL|Y|GV|
FW|BGEX|014FEE34CC3E9BEEE043814FD8819BEE|1.0|BUDGET-GENERAL EXPENSE|BUD GEN EXP|GENX|Y|HF|
FW|BISA|014FEE34CC3F9BEEE043814FD8819BEE|1.0|BI-WEEKLY SALARIES|BIWEEK SAL|CMPN|Y|FV|
FW|BLIA|014FEE34CC409BEEE043814FD8819BEE|1.0|BUDGET-LIABILITY|BUD LIABILIT|LIAB|Y|PV|
FW|BNDP|014FEE34CC419BEEE043814FD8819BEE|1.0|BONDS PAYABLE|BONDS PAY|LIAB|Y|SA|
FW|BORE|014FEE34CC429BEEE043814FD8819BEE|1.0|BUDGET-OTHER REVENUE|BUD OTH REV|OTRE|Y|CP|
FW|BSTF|014FEE34CC439BEEE043814FD8819BEE|1.0|BUDGET-STUDENT FEES|BUD STU FEES|STFE|Y|AF|
FW|C&G|014FEE34CC449BEEE043814FD8819BEE|1.0|CONTRACT & GRANTS (SPONS. PROG)|C&G|OTRE|Y|CV|
FW|CAP|014FEE34CC459BEEE043814FD8819BEE|1.0|CAPITAL ASSETS|CAP ASSETS|CPTL|Y|MP|
FW|CASH|014FEE34CC469BEEE043814FD8819BEE|1.0|CASH|CASH|ASST|Y|NK|
FW|COMP|014FEE34CC479BEEE043814FD8819BEE|1.0|COMPUTING SERVICES|COMP SERV|GENX|Y|JP|
FW|CORE|014FEE34CF7E9BEEE043814FD8819BEE|1.0|ALLOTMENTS & CHARGES OUT|ALLOT/CHR:EX|TRSF|Y|DX|
FW|CORI|014FEE34CF8A9BEEE043814FD8819BEE|1.0|ALLOTMENTS & CHARGES IN|ALLOT/CHR:IN|TRSF|Y|DT|
FW|COSV|014FEE34CC489BEEE043814FD8819BEE|1.0|CONTRACTUAL SERVICES|CONTRACT SRV|GENX|Y|KK|
FW|CREX|014FEE34CC499BEEE043814FD8819BEE|1.0|COST RECOVERIES-EXPENSE|COST REC EXP|GENX|Y|JK|
FW|CRIN|014FEE34CC4A9BEEE043814FD8819BEE|1.0|COST RECOVERIES-INCOME|COST REC INC|OTRE|Y|EP|
FW|CSEQ|014FEE34CF539BEEE043814FD8819BEE|1.0|CASH EQUIVALENTS|CASH EQUIV|ASST|Y|CQ|
FW|DEBT|014FEE34CC4B9BEEE043814FD8819BEE|1.0|FINANCIAL/DEBT SERVICES|DEBT SERV|GENX|Y|HP|
FW|DEFR|014FEE34CF5E9BEEE043814FD8819BEE|1.0|DEFERRED REVENUE|DEFERRED REV|LIAB|Y|DE|
FW|DEPR|014FEE34CF489BEEE043814FD8819BEE|1.0|DEPRECIATION|DEPRECIATION|GENX|Y|DR|
FW|FINA|014FEE34CC4C9BEEE043814FD8819BEE|1.0|STUDENT FINANCIAL AID|FINANCE AID|GENX|Y|HA|
FW|FUBL|014FEE34CC4D9BEEE043814FD8819BEE|1.0|FUND BALANCE|FUND BALANCE|FDBL|Y|SK|
FW|GIFT|014FEE34CC4E9BEEE043814FD8819BEE|1.0|GIFTS|GIFTS|OTRE|Y|DF|
FW|HRCO|014FEE34CC4F9BEEE043814FD8819BEE|1.0|HOURLY COMPENSATION|HOURLY COMP|CMPN|Y|GK|
FW|ICOE|014FEE34CC509BEEE043814FD8819BEE|1.0|INDIRECT COST RECOVERY EXPENSE|IND COST EXP|IDEX|Y|JF|
FW|ICOR|014FEE34CC519BEEE043814FD8819BEE|1.0|INDIRECT COST RECOVERY INCOME|IND COST INC|IDIN|Y|EA|
FW|INS1|014FEE34CC529BEEE043814FD8819BEE|1.0|STU.FEES INSTRUCTIONAL SUMMR 1|INSTRUC SUM1|STFE|Y|AP|
FW|INS2|014FEE34CC539BEEE043814FD8819BEE|1.0|STU.FEES INSTRUCTIONAL SUMMR 2|INSTRUC SUM2|STFE|Y|BA|
FW|INSF|014FEE34CC549BEEE043814FD8819BEE|1.0|STU.FEES INSTRUCTIONAL-FALL|INSTRUC FALL|STFE|Y|BK|
FW|INSS|014FEE34CC559BEEE043814FD8819BEE|1.0|STU.FEES INSTRUCTIONAL-SPRING|INSTR SPRING|STFE|Y|BV|
FW|INV|014FEE34CC569BEEE043814FD8819BEE|1.0|INVENTORY|INVENTORY|ASST|Y|PA|
FW|INVA|014FEE34CC579BEEE043814FD8819BEE|1.0|INVESTMENTS|INVEST|ASST|Y|PK|
FW|INVR|014FEE34CC589BEEE043814FD8819BEE|1.0|INVESTMENTS|INVEST|OTRE|Y|DA|
FW|NC|014FEE34CC599BEEE043814FD8819BEE|1.0|NON-CAPITAL EQUIPMENT|NON-CAPITAL|GENX|Y|LK|
FW|NORE|014FEE34CC5A9BEEE043814FD8819BEE|1.0|NOTES RECEIVABLE|NOTES REC|ASST|Y|NV|
FW|NOTP|014FEE34CC5B9BEEE043814FD8819BEE|1.0|NOTES PAYABLE|NOTES PAY|LIAB|Y|RV|
FW|OASS|014FEE34CC5C9BEEE043814FD8819BEE|1.0|OTHER|OTHER ASSETS|ASST|Y|PF|
FW|OEXP|014FEE34CC5D9BEEE043814FD8819BEE|1.0|OTHER SPECIFIC OPERATING EXPENSE|OTHER EXP|GENX|Y|LP|
FW|OLIA|014FEE34CC5E9BEEE043814FD8819BEE|1.0|OTHER LIABILITIES|OTHER LIAB|LIAB|Y|SF|
FW|OTH1|014FEE34CC5F9BEEE043814FD8819BEE|1.0|STUDENT FEES-OTHER SUMMER 1|OTHER SUM1|STFE|Y|AV|
FW|OTH2|014FEE34CC609BEEE043814FD8819BEE|1.0|STUDENT FEES-OTHER SUMMER 2|OTHER SUM2|STFE|Y|BF|
FW|OTHF|014FEE34CC619BEEE043814FD8819BEE|1.0|STUDENT FEES OTHER-FALL|OTHER FALL|STFE|Y|BP|
FW|OTHL|014FEE34CF709BEEE043814FD8819BEE|1.0|OTHER LONG-TERM LIAB|OTH LT LIAB|LIAB|Y|OL|
FW|OTHR|014FEE34CC629BEEE043814FD8819BEE|1.0|OTHER REVENUE|OTHER REV|OTRE|Y|DP|
FW|OTHS|014FEE34CC639BEEE043814FD8819BEE|1.0|STUDENT FEES OTHER -SPRING|OTHER SPRING|STFE|Y|CA|
FW|PART|014FEE34CC649BEEE043814FD8819BEE|1.0|PART-TIME INSTRUCTION - NON STUDENT|P-T INSTRUCT|CMPN|Y|FF|
FW|PHON|014FEE34CC659BEEE043814FD8819BEE|1.0|TELEPHONE & POSTAGE|TELE POST|GENX|Y|JV|
FW|PLNT|014FEE34CC669BEEE043814FD8819BEE|1.0|PLANT|PLANT|ASST|Y|PP|
FW|PRIN|014FEE34CC679BEEE043814FD8819BEE|1.0|PRINTING AND DUPLICATING|PRINT DUPL|GENX|Y|KA|
FW|PRSA|014FEE34CC689BEEE043814FD8819BEE|1.0|PROFESSIONAL SALARIES|PROF SAL|CMPN|Y|FP|
FW|R&M|014FEE34CC699BEEE043814FD8819BEE|1.0|REPAIRS AND MAINTENANCE|REPAIR MAINT|GENX|Y|KV|
FW|RENT|014FEE34CC6A9BEEE043814FD8819BEE|1.0|RENTS AND NON-CAPITAL LEASES|RENTS|GENX|Y|KP|
FW|RESA|014FEE34CC6B9BEEE043814FD8819BEE|1.0|PURCHASES FOR RESALE|RESALE|GENX|Y|LV|
FW|RESV|014FEE34CC6C9BEEE043814FD8819BEE|1.0|RESERVES|RESERVES|RSRX|Y|NA|
FW|S&E|014FEE34CC6D9BEEE043814FD8819BEE|1.0|SUPPLIES AND GENERAL EXPENSE|S&E|GENX|Y|LF|
FW|SAAC|014FEE34CC6E9BEEE043814FD8819BEE|1.0|SALARY ACCRUAL EXPENSES|SAL ACCRUAL|CMPN|Y|GF|
FW|SAAP|014FEE34CC6F9BEEE043814FD8819BEE|1.0|STUDENT ACADEMIC APPOINTEES|STUDENT ACAD|CMPN|Y|FK|
FW|SASV|014FEE34CC709BEEE043814FD8819BEE|1.0|SALES AND SERVICES|SALESSERV|OTRE|Y|DK|
FW|SERV|014FEE34CC719BEEE043814FD8819BEE|1.0|OTHER SERVICES|OTHER SERV|GENX|Y|KF|
FW|SINV|014FEE34CF6D9BEEE043814FD8819BEE|1.0|SHORT-TERM INVESTMENTS|S-T INVEST|ASST|Y|ST|
FW|STAP|014FEE34CC729BEEE043814FD8819BEE|1.0|STATE APPROPRIATIONS|STATE APPROP|SAPR|Y|CK|
FW|STUF|014FEE34CC739BEEE043814FD8819BEE|1.0|STUDENT FEES|STUDENT FEES|STFE|Y|AK|
FW|SUPL|014FEE34CC749BEEE043814FD8819BEE|1.0|SUPPLEMENTAL PAYS|SUPPLMNT PAY|CMPN|Y|GA|
FW|TAX|014FEE34CC759BEEE043814FD8819BEE|1.0|TAXES|TAXES|GENX|Y|HV|
FW|TAXP|014FEE34CC769BEEE043814FD8819BEE|1.0|TAXES PAYABLE|TAX PAY|LIAB|Y|RP|
FW|TRAN|014FEE34CC779BEEE043814FD8819BEE|1.0|TRANSFER OF FUNDS|TRANSFER|TRSF|Y|SP|
FW|TRAV|014FEE34CC789BEEE043814FD8819BEE|1.0|TRAVEL|TRAVEL|TRVL|Y|MK|
FW|TREX|014FEE34CF979BEEE043814FD8819BEE|1.0|TRANSFER - 5199 EXP|TRSF-EXPENSE|TRSF|Y|DZ|
FW|TRFE|014FEE34CC799BEEE043814FD8819BEE|1.0|TRANSFER - EXPENSE|TRANSFER-EXP|TFEX|N|MV|
FW|TRFI|014FEE34CC7A9BEEE043814FD8819BEE|1.0|TRANSFER - INCOME|TRANSFER-INC|TFIN|N|EK|
FW|TRIN|014FEE34CC7B9BEEE043814FD8819BEE|1.0|TRANSFER - 1699 INC|TRNSF-INCOME|TRSF|Y|DV|
FW|UTIL|014FEE34CC7C9BEEE043814FD8819BEE|1.0|ENERGY AND UTILITIES|UTILITIES|GENX|Y|HK|
FW|VADJ|014FEE34CC7D9BEEE043814FD8819BEE|1.0|VALUATIONS AND ADJUSTMENTS|VAL AND ADJ|GENX|Y|JA|
HO|ACPA|014FEE34CC7E9BEEE043814FD8819BEE|1.0|ACCOUNTS PAYABLE|ACCT PAY|LIAB|Y|RA|
HO|ACSA|014FEE34CC7F9BEEE043814FD8819BEE|1.0|ACADEMIC SALARIES|ACADEMIC SAL|CMPN|Y|FA|
HO|ADV|014FEE34CC809BEEE043814FD8819BEE|1.0|ADVERTISING AND PROMOTIONAL EXP|ADVERT PROMO|GENX|Y|LA|
HO|AR|014FEE34CC819BEEE043814FD8819BEE|1.0|ACCOUNTS RECEIVABLE|ACCT RECV|ASST|Y|NP|
HO|ASSE|014FEE34CC829BEEE043814FD8819BEE|1.0|ASSESSMENTS|ASSESSMENTS|GENX|Y|MF|
HO|BASE|014FEE34CC839BEEE043814FD8819BEE|1.0|ASSESMENTS EXPENDITURES|ASSESS EXP|ASEX|Y|MA|
HO|BASR|014FEE34CC849BEEE043814FD8819BEE|1.0|ASSESMENTS REVENUE|ASSESS REV|ASRE|Y|EF|
HO|BASS|014FEE34CC859BEEE043814FD8819BEE|1.0|BUDGET ASSETS|BUD ASSETS|ASST|Y|NF|
HO|BCAS|014FEE34CC869BEEE043814FD8819BEE|1.0|BEGINNING CASH|BEGIN CASH|OTRE|Y|AA|
HO|BCOM|014FEE34CC879BEEE043814FD8819BEE|1.0|BUDGET COMPENSATION|BUD COMPENSA|CMPN|Y|EV|
HO|BENF|014FEE34CC889BEEE043814FD8819BEE|1.0|BENEFITS|BENEFITS|CMPN|Y|GP|
HO|BFRE|014FEE34CC899BEEE043814FD8819BEE|1.0|BUDGET-FEE REMISSION|BUD FEE REM|SCHL|Y|GV|
HO|BGEX|014FEE34CC8A9BEEE043814FD8819BEE|1.0|BUDGET-GENERAL EXPENSE|BUD GEN EXP|GENX|Y|HF|
HO|BISA|014FEE34CC8B9BEEE043814FD8819BEE|1.0|BI-WEEKLY SALARIES|BIWEEK SAL|CMPN|Y|FV|
HO|BLIA|014FEE34CC8C9BEEE043814FD8819BEE|1.0|BUDGET-LIABILITY|BUD LIABILIT|LIAB|Y|PV|
HO|BNDP|014FEE34CC8D9BEEE043814FD8819BEE|1.0|BONDS PAYABLE|BONDS PAY|LIAB|Y|SA|
HO|BORE|014FEE34CC8E9BEEE043814FD8819BEE|1.0|BUDGET-OTHER REVENUE|BUD OTH REV|OTRE|Y|CP|
HO|BSTF|014FEE34CC8F9BEEE043814FD8819BEE|1.0|BUDGET-STUDENT FEES|BUD STU FEES|STFE|Y|AF|
HO|C&G|014FEE34CC909BEEE043814FD8819BEE|1.0|CONTRACT & GRANTS (SPONS. PROG)|C&G|OTRE|Y|CV|
HO|CAP|014FEE34CC919BEEE043814FD8819BEE|1.0|CAPITAL ASSETS|CAP ASSETS|CPTL|Y|MP|
HO|CASH|014FEE34CC929BEEE043814FD8819BEE|1.0|CASH|CASH|ASST|Y|NK|
HO|COMP|014FEE34CC939BEEE043814FD8819BEE|1.0|COMPUTING SERVICES|COMP SERV|GENX|Y|JP|
HO|CORE|014FEE34CF7F9BEEE043814FD8819BEE|1.0|ALLOTMENTS & CHARGES OUT|ALLOT/CHR:EX|TRSF|Y|DX|
HO|CORI|014FEE34CF8B9BEEE043814FD8819BEE|1.0|ALLOTMENTS & CHARGES IN|ALLOT/CHR:IN|TRSF|Y|DT|
HO|COSV|014FEE34CC949BEEE043814FD8819BEE|1.0|CONTRACTUAL SERVICES|CONTRACT SRV|GENX|Y|KK|
HO|CREX|014FEE34CC959BEEE043814FD8819BEE|1.0|COST RECOVERIES-EXPENSE|COST REC EXP|GENX|Y|JK|
HO|CRIN|014FEE34CC969BEEE043814FD8819BEE|1.0|COST RECOVERIES-INCOME|COST REC INC|OTRE|Y|EP|
HO|DEBT|014FEE34CC979BEEE043814FD8819BEE|1.0|FINANCIAL/DEBT SERVICES|DEBT SERV|GENX|Y|HP|
HO|DEPR|014FEE34CF499BEEE043814FD8819BEE|1.0|DEPRECIATION|DEPRECIATION|GENX|Y|DR|
HO|FINA|014FEE34CC989BEEE043814FD8819BEE|1.0|STUDENT FINANCIAL AID|FINANCE AID|GENX|Y|HA|
HO|FUBL|014FEE34CC999BEEE043814FD8819BEE|1.0|FUND BALANCE|FUND BALANCE|FDBL|Y|SK|
HO|GIFT|014FEE34CC9A9BEEE043814FD8819BEE|1.0|GIFTS|GIFTS|OTRE|Y|DF|
HO|HRCO|014FEE34CC9B9BEEE043814FD8819BEE|1.0|HOURLY COMPENSATION|HOURLY COMP|CMPN|Y|GK|
HO|ICOE|014FEE34CC9C9BEEE043814FD8819BEE|1.0|INDIRECT COST RECOVERY EXPENSE|IND COST EXP|IDEX|Y|JF|
HO|ICOR|014FEE34CC9D9BEEE043814FD8819BEE|1.0|INDIRECT COST RECOVERY INCOME|IND COST INC|IDIN|Y|EA|
HO|INS1|014FEE34CC9E9BEEE043814FD8819BEE|1.0|STU.FEES INSTRUCTIONAL SUMMR 1|INSTRUC SUM1|STFE|Y|AP|
HO|INS2|014FEE34CC9F9BEEE043814FD8819BEE|1.0|STU.FEES INSTRUCTIONAL SUMMR 2|INSTRUC SUM2|STFE|Y|BA|
HO|INSF|014FEE34CCA09BEEE043814FD8819BEE|1.0|STU.FEES INSTRUCTIONAL-FALL|INSTRUC FALL|STFE|Y|BK|
HO|INSS|014FEE34CCA19BEEE043814FD8819BEE|1.0|STU.FEES INSTRUCTIONAL-SPRING|INSTR SPRING|STFE|Y|BV|
HO|INVA|014FEE34CCA29BEEE043814FD8819BEE|1.0|INVESTMENTS|INVEST|ASST|Y|PK|
HO|INVR|014FEE34CCA39BEEE043814FD8819BEE|1.0|INVESTMENTS|INVEST|OTRE|Y|DA|
HO|NORE|014FEE34CCA49BEEE043814FD8819BEE|1.0|NOTES RECEVIABLE|NOTES REC|ASST|Y|NV|
HO|NOTP|014FEE34CCA59BEEE043814FD8819BEE|1.0|NOTES PAYABLE|NOTES PAY|LIAB|Y|RV|
HO|OASS|014FEE34CCA69BEEE043814FD8819BEE|1.0|OTHER|OTHER ASSETS|ASST|Y|PF|
HO|OEXP|014FEE34CCA79BEEE043814FD8819BEE|1.0|OTHER SPECIFIC OPERATING EXPENSE|OTHER EXP|GENX|Y|LP|
HO|OLIA|014FEE34CCA89BEEE043814FD8819BEE|1.0|OTHER LIABILITIES|OTHER LIAB|LIAB|Y|SF|
HO|OTH1|014FEE34CCA99BEEE043814FD8819BEE|1.0|STUDENT FEES-OTHER SUMMER 1|OTHER SUM1|STFE|Y|AV|
HO|OTH2|014FEE34CCAA9BEEE043814FD8819BEE|1.0|STUDENT FEES-OTHER SUMMER 2|OTHER SUM2|STFE|Y|BF|
HO|OTHF|014FEE34CCAB9BEEE043814FD8819BEE|1.0|STUDENT FEES OTHER-FALL|OTHER FALL|STFE|Y|BP|
HO|OTHR|014FEE34CCAC9BEEE043814FD8819BEE|1.0|OTHER REVENUE|OTHER REV|OTRE|Y|DP|
HO|OTHS|014FEE34CCAD9BEEE043814FD8819BEE|1.0|STUDENT FEES OTHER -SPRING|OTHER SPRING|STFE|Y|CA|
HO|PART|014FEE34CCAE9BEEE043814FD8819BEE|1.0|PART-TIME INSTRUCTION - NON STUDENT|P-T INSTRUCT|CMPN|Y|FF|
HO|PHON|014FEE34CCAF9BEEE043814FD8819BEE|1.0|TELEPHONE & POSTAGE|TELE POST|GENX|Y|JV|
