entity_id|obj_id|ver_nbr|actv_ind|last_updt_dt|
KFS3031|KFS3031|1.0|Y|20121207232950|
KFS3032|KFS3032|1.0|Y|20121207232950|
KFS3033|KFS3033|1.0|Y|20121207232950|
KFS3034|KFS3034|1.0|Y|20121207232950|
KFS3035|KFS3035|1.0|Y|20121207232950|
KFS3036|KFS3036|1.0|Y|20121207232950|
KFS3037|KFS3037|1.0|Y|20121207232950|
KFS3038|KFS3038|1.0|Y|20121207232950|
KFS3039|KFS3039|1.0|Y|20121207232950|
KFS3040|KFS3040|1.0|Y|20121207232950|
KFS3041|KFS3041|1.0|Y|20121207232950|
KFS3042|KFS3042|1.0|Y|20121207232950|
KFS3043|KFS3043|1.0|Y|20121207232950|
KFS3044|KFS3044|1.0|Y|20121207232950|
KFS3045|KFS3045|1.0|Y|20121207232950|
KFS3046|KFS3046|1.0|Y|20121207232950|
KFS3047|KFS3047|1.0|Y|20121207232950|
KFS3048|KFS3048|1.0|Y|20121207232950|
KFS3049|KFS3049|1.0|Y|20121207232950|
KFS3050|KFS3050|1.0|Y|20121207232950|
KFS3051|KFS3051|1.0|Y|20121207232950|
KFS3052|KFS3052|1.0|Y|20121207232950|
KFS3053|KFS3053|1.0|Y|20121207232950|
KFS3054|KFS3054|1.0|Y|20121207232950|
KFS3055|KFS3055|1.0|Y|20121207232950|
KFS3056|KFS3056|1.0|Y|20121207232950|
KFS3057|KFS3057|1.0|Y|20121207232950|
KFS3058|KFS3058|1.0|Y|20121207232950|
KFS3059|KFS3059|1.0|Y|20121207232950|
KFS3060|KFS3060|1.0|Y|20121207232950|
KFS3061|KFS3061|1.0|Y|20121207232950|
KFS3062|KFS3062|1.0|Y|20121207232950|
KFS3063|KFS3063|1.0|Y|20121207232950|
KFS3064|KFS3064|1.0|Y|20121207232950|
KFS3065|KFS3065|1.0|Y|20121207232950|
KFS3066|KFS3066|1.0|Y|20121207232950|
KFS3067|KFS3067|1.0|Y|20121207232950|
KFS3068|KFS3068|1.0|Y|20121207232950|
KFS3069|KFS3069|1.0|Y|20121207232950|
KFS3070|KFS3070|1.0|Y|20121207232950|
KFS3071|KFS3071|1.0|Y|20121207232950|
KFS3072|KFS3072|1.0|Y|20121207232950|
KFS3073|KFS3073|1.0|Y|20121207232950|
KFS3074|KFS3074|1.0|Y|20121207232950|
KFS3075|KFS3075|1.0|Y|20121207232950|
KFS3076|KFS3076|1.0|Y|20121207232950|
KFS3077|KFS3077|1.0|Y|20121207232950|
KFS3078|KFS3078|1.0|Y|20121207232950|
KFS3079|KFS3079|1.0|Y|20121207232950|
KFS3080|KFS3080|1.0|Y|20121207232950|
KFS3081|KFS3081|1.0|Y|20121207232950|
KFS3082|KFS3082|1.0|Y|20121207232950|
KFS3083|KFS3083|1.0|Y|20121207232950|
KFS3084|KFS3084|1.0|Y|20121207232950|
KFS3085|KFS3085|1.0|Y|20121207232950|
KFS3086|KFS3086|1.0|Y|20121207232950|
KFS3087|KFS3087|1.0|Y|20121207232950|
KFS3088|KFS3088|1.0|Y|20121207232950|
KFS3089|KFS3089|1.0|Y|20121207232950|
KFS3090|KFS3090|1.0|Y|20121207232950|
KFS3091|KFS3091|1.0|Y|20121207232950|
KFS3092|KFS3092|1.0|Y|20121207232950|
KFS3093|KFS3093|1.0|Y|20121207232950|
KFS3094|KFS3094|1.0|Y|20121207232950|
KFS3095|KFS3095|1.0|Y|20121207232950|
KFS3096|KFS3096|1.0|Y|20121207232950|
KFS3097|KFS3097|1.0|Y|20121207232950|
KFS3098|KFS3098|1.0|Y|20121207232950|
KFS3099|KFS3099|1.0|Y|20121207232950|
KFS3100|KFS3100|1.0|Y|20121207232950|
KFS3101|KFS3101|1.0|Y|20121207232950|
KFS3102|KFS3102|1.0|Y|20121207232950|
KFS3103|KFS3103|1.0|Y|20121207232950|
KFS3104|KFS3104|1.0|Y|20121207232950|
KFS3105|KFS3105|1.0|Y|20121207232950|
KFS3106|KFS3106|1.0|Y|20121207232950|
KFS3107|KFS3107|1.0|Y|20121207232950|
KFS3108|KFS3108|1.0|Y|20121207232950|
KFS3109|KFS3109|1.0|Y|20121207232950|
KFS3110|KFS3110|1.0|Y|20121207232950|
KFS3111|KFS3111|1.0|Y|20121207232950|
KFS3112|KFS3112|1.0|Y|20121207232950|
KFS3113|KFS3113|1.0|Y|20121207232950|
KFS3114|KFS3114|1.0|Y|20121207232950|
KFS3115|KFS3115|1.0|Y|20121207232950|
KFS3116|KFS3116|1.0|Y|20121207232950|
KFS3117|KFS3117|1.0|Y|20121207232950|
KFS3118|KFS3118|1.0|Y|20121207232950|
KFS3119|KFS3119|1.0|Y|20121207232950|
KFS3120|KFS3120|1.0|Y|20121207232950|
KFS3121|KFS3121|1.0|Y|20121207232950|
KFS3122|KFS3122|1.0|Y|20121207232950|
KFS3123|KFS3123|1.0|Y|20121207232950|
KFS3124|KFS3124|1.0|Y|20121207232950|
KFS3125|KFS3125|1.0|Y|20121207232950|
KFS3126|KFS3126|1.0|Y|20121207232950|
KFS3127|KFS3127|1.0|Y|20121207232950|
KFS3128|KFS3128|1.0|Y|20121207232950|
KFS3129|KFS3129|1.0|Y|20121207232950|
KFS3130|KFS3130|1.0|Y|20121207232950|
KFS3131|KFS3131|1.0|Y|20121207232950|
KFS3132|KFS3132|1.0|Y|20121207232950|
KFS3133|KFS3133|1.0|Y|20121207232950|
KFS3134|KFS3134|1.0|Y|20121207232950|
KFS3135|KFS3135|1.0|Y|20121207232950|
KFS3136|KFS3136|1.0|Y|20121207232950|
KFS3137|KFS3137|1.0|Y|20121207232950|
KFS3138|KFS3138|1.0|Y|20121207232950|
KFS3139|KFS3139|1.0|Y|20121207232950|
KFS3140|KFS3140|1.0|Y|20121207232950|
KFS3141|KFS3141|1.0|Y|20121207232950|
KFS3142|KFS3142|1.0|Y|20121207232950|
KFS3143|KFS3143|1.0|Y|20121207232950|
KFS3144|KFS3144|1.0|Y|20121207232950|
KFS3145|KFS3145|1.0|Y|20121207232950|
KFS3146|KFS3146|1.0|Y|20121207232950|
KFS3147|KFS3147|1.0|Y|20121207232950|
KFS3148|KFS3148|1.0|Y|20121207232950|
KFS3149|KFS3149|1.0|Y|20121207232950|
KFS3150|KFS3150|1.0|Y|20121207232950|
KFS3151|KFS3151|1.0|Y|20121207232950|
KFS3152|KFS3152|1.0|Y|20121207232950|
KFS3153|KFS3153|1.0|Y|20121207232950|
KFS3154|KFS3154|1.0|Y|20121207232950|
KFS3155|KFS3155|1.0|Y|20121207232950|
KFS3156|KFS3156|1.0|Y|20121207232950|
KFS3157|KFS3157|1.0|Y|20121207232950|
KFS3158|KFS3158|1.0|Y|20121207232950|
KFS3159|KFS3159|1.0|Y|20121207232950|
KFS3160|KFS3160|1.0|Y|20121207232950|
KFS3161|KFS3161|1.0|Y|20121207232950|
KFS3162|KFS3162|1.0|Y|20121207232950|
KFS3163|KFS3163|1.0|Y|20121207232950|
KFS3164|KFS3164|1.0|Y|20121207232950|
KFS3165|KFS3165|1.0|Y|20121207232950|
KFS3166|KFS3166|1.0|Y|20121207232950|
KFS3167|KFS3167|1.0|Y|20121207232950|
KFS3168|KFS3168|1.0|Y|20121207232950|
KFS3169|KFS3169|1.0|Y|20121207232950|
KFS3170|KFS3170|1.0|Y|20121207232950|
KFS3171|KFS3171|1.0|Y|20121207232950|
KFS3172|KFS3172|1.0|Y|20121207232950|
KFS3173|KFS3173|1.0|Y|20121207232950|
KFS3174|KFS3174|1.0|Y|20121207232950|
KFS3175|KFS3175|1.0|Y|20121207232950|
KFS3176|KFS3176|1.0|Y|20121207232950|
KFS3177|KFS3177|1.0|Y|20121207232950|
KFS3178|KFS3178|1.0|Y|20121207232950|
KFS3179|KFS3179|1.0|Y|20121207232950|
KFS3180|KFS3180|1.0|Y|20121207232950|
KFS3181|KFS3181|1.0|Y|20121207232950|
KFS3182|KFS3182|1.0|Y|20121207232950|
KFS3183|KFS3183|1.0|Y|20121207232950|
KFS3184|KFS3184|1.0|Y|20121207232950|
KFS3185|KFS3185|1.0|Y|20121207232950|
KFS3186|KFS3186|1.0|Y|20121207232950|
KFS3187|KFS3187|1.0|Y|20121207232950|
KFS3188|KFS3188|1.0|Y|20121207232950|
KFS3189|KFS3189|1.0|Y|20121207232950|
KFS3190|KFS3190|1.0|Y|20121207232950|
KFS3191|KFS3191|1.0|Y|20121207232950|
KFS3192|KFS3192|1.0|Y|20121207232950|
KFS3193|KFS3193|1.0|Y|20121207232950|
KFS3194|KFS3194|1.0|Y|20121207232950|
KFS3195|KFS3195|1.0|Y|20121207232950|
KFS3196|KFS3196|1.0|Y|20121207232950|
KFS3197|KFS3197|1.0|Y|20121207232950|
KFS3198|KFS3198|1.0|Y|20121207232950|
KFS3199|KFS3199|1.0|Y|20121207232950|
KFS3200|KFS3200|1.0|Y|20121207232950|
KFS3201|KFS3201|1.0|Y|20121207232950|
KFS3202|KFS3202|1.0|Y|20121207232950|
KFS3203|KFS3203|1.0|Y|20121207232950|
KFS3204|KFS3204|1.0|Y|20121207232950|
KFS3205|KFS3205|1.0|Y|20121207232950|
KFS3206|KFS3206|1.0|Y|20121207232950|
KFS3207|KFS3207|1.0|Y|20121207232950|
KFS3208|KFS3208|1.0|Y|20121207232950|
KFS3209|KFS3209|1.0|Y|20121207232950|
KFS3210|KFS3210|1.0|Y|20121207232950|
KFS3211|KFS3211|1.0|Y|20121207232950|
KFS3212|KFS3212|1.0|Y|20121207232950|
KFS3213|KFS3213|1.0|Y|20121207232950|
KFS3214|KFS3214|1.0|Y|20121207232950|
KFS3215|KFS3215|1.0|Y|20121207232950|
KFS3216|KFS3216|1.0|Y|20121207232950|
KFS3217|KFS3217|1.0|Y|20121207232950|
KFS3218|KFS3218|1.0|Y|20121207232950|
KFS3219|KFS3219|1.0|Y|20121207232950|
KFS3220|KFS3220|1.0|Y|20121207232950|
KFS3221|KFS3221|1.0|Y|20121207232950|
KFS3222|KFS3222|1.0|Y|20121207232950|
KFS3223|KFS3223|1.0|Y|20121207232950|
KFS3224|KFS3224|1.0|Y|20121207232950|
KFS3225|KFS3225|1.0|Y|20121207232950|
KFS3226|KFS3226|1.0|Y|20121207232950|
KFS3227|KFS3227|1.0|Y|20121207232950|
KFS3228|KFS3228|1.0|Y|20121207232950|
KFS3229|KFS3229|1.0|Y|20121207232950|
KFS3230|KFS3230|1.0|Y|20121207232950|
KFS3231|KFS3231|1.0|Y|20121207232950|
KFS3232|KFS3232|1.0|Y|20121207232950|
KFS3233|KFS3233|1.0|Y|20121207232950|
KFS3234|KFS3234|1.0|Y|20121207232950|
KFS3235|KFS3235|1.0|Y|20121207232950|
KFS3236|KFS3236|1.0|Y|20121207232950|
KFS3237|KFS3237|1.0|Y|20121207232950|
KFS3238|KFS3238|1.0|Y|20121207232950|
KFS3239|KFS3239|1.0|Y|20121207232950|
KFS3240|KFS3240|1.0|Y|20121207232950|
KFS3241|KFS3241|1.0|Y|20121207232950|
KFS3242|KFS3242|1.0|Y|20121207232950|
KFS3243|KFS3243|1.0|Y|20121207232950|
KFS3244|KFS3244|1.0|Y|20121207232950|
KFS3245|KFS3245|1.0|Y|20121207232950|
KFS3246|KFS3246|1.0|Y|20121207232950|
KFS3247|KFS3247|1.0|Y|20121207232950|
KFS3248|KFS3248|1.0|Y|20121207232950|
KFS3249|KFS3249|1.0|Y|20121207232950|
KFS3250|KFS3250|1.0|Y|20121207232950|
KFS3251|KFS3251|1.0|Y|20121207232950|
KFS3252|KFS3252|1.0|Y|20121207232950|
KFS3253|KFS3253|1.0|Y|20121207232950|
KFS3254|KFS3254|1.0|Y|20121207232950|
KFS3255|KFS3255|1.0|Y|20121207232950|
KFS3256|KFS3256|1.0|Y|20121207232950|
KFS3257|KFS3257|1.0|Y|20121207232950|
KFS3258|KFS3258|1.0|Y|20121207232950|
KFS3259|KFS3259|1.0|Y|20121207232950|
KFS3260|KFS3260|1.0|Y|20121207232950|
KFS3261|KFS3261|1.0|Y|20121207232950|
KFS3262|KFS3262|1.0|Y|20121207232950|
KFS3263|KFS3263|1.0|Y|20121207232950|
KFS3264|KFS3264|1.0|Y|20121207232950|
KFS3265|KFS3265|1.0|Y|20121207232950|
KFS3266|KFS3266|1.0|Y|20121207232950|
KFS3267|KFS3267|1.0|Y|20121207232950|
KFS3268|KFS3268|1.0|Y|20121207232950|
KFS3269|KFS3269|1.0|Y|20121207232950|
KFS3270|KFS3270|1.0|Y|20121207232950|
KFS3272|KFS3272|1.0|Y|20121207232950|
KFS3273|KFS3273|1.0|Y|20121207232950|
KFS3274|KFS3274|1.0|Y|20121207232950|
KFS3275|KFS3275|1.0|Y|20121207232950|
KFS3276|KFS3276|1.0|Y|20121207232950|
KFS3277|KFS3277|1.0|Y|20121207232950|
KFS3278|KFS3278|1.0|Y|20121207232950|
KFS3279|KFS3279|1.0|Y|20121207232950|
KFS3280|KFS3280|1.0|Y|20121207232950|
KFS3281|KFS3281|1.0|Y|20121207232950|
KFS3282|KFS3282|1.0|Y|20121207232950|
KFS3283|KFS3283|1.0|Y|20121207232950|
KFS3284|KFS3284|1.0|Y|20121207232950|
KFS3285|KFS3285|1.0|Y|20121207232950|
KFS3286|KFS3286|1.0|Y|20121207232950|
KFS3287|KFS3287|1.0|Y|20121207232950|
KFS3288|KFS3288|1.0|Y|20121207232950|
KFS3289|KFS3289|1.0|Y|20121207232950|
KFS3290|KFS3290|1.0|Y|20121207232950|
KFS3291|KFS3291|1.0|Y|20121207232950|
KFS3292|KFS3292|1.0|Y|20121207232950|
KFS3293|KFS3293|1.0|Y|20121207232950|
KFS3294|KFS3294|1.0|Y|20121207232950|
KFS3295|KFS3295|1.0|Y|20121207232950|
KFS3296|KFS3296|1.0|Y|20121207232950|
KFS3297|KFS3297|1.0|Y|20121207232950|
KFS3298|KFS3298|1.0|Y|20121207232950|
KFS3299|KFS3299|1.0|Y|20121207232950|
KFS3300|KFS3300|1.0|Y|20121207232950|
KFS3301|KFS3301|1.0|Y|20121207232950|
KFS3302|KFS3302|1.0|Y|20121207232950|
KFS3303|KFS3303|1.0|Y|20121207232950|
KFS3304|KFS3304|1.0|Y|20121207232950|
KFS3305|KFS3305|1.0|Y|20121207232950|
KFS3306|KFS3306|1.0|Y|20121207232950|
KFS3307|KFS3307|1.0|Y|20121207232950|
KFS3308|KFS3308|1.0|Y|20121207232950|
KFS3309|KFS3309|1.0|Y|20121207232950|
KFS3310|KFS3310|1.0|Y|20121207232950|
KFS3311|KFS3311|1.0|Y|20121207232950|
KFS3312|KFS3312|1.0|Y|20121207232950|
KFS3313|KFS3313|1.0|Y|20121207232950|
KFS3314|KFS3314|1.0|Y|20121207232950|
KFS3315|KFS3315|1.0|Y|20121207232950|
KFS3316|KFS3316|1.0|Y|20121207232950|
KFS3317|KFS3317|1.0|Y|20121207232950|
KFS3318|KFS3318|1.0|Y|20121207232950|
KFS3319|KFS3319|1.0|Y|20121207232950|
KFS3320|KFS3320|1.0|Y|20121207232950|
KFS3321|KFS3321|1.0|Y|20121207232950|
KFS3322|KFS3322|1.0|Y|20121207232950|
KFS3323|KFS3323|1.0|Y|20121207232950|
KFS3324|KFS3324|1.0|Y|20121207232950|
KFS3325|KFS3325|1.0|Y|20121207232950|
KFS3326|KFS3326|1.0|Y|20121207232950|
KFS3327|KFS3327|1.0|Y|20121207232950|
KFS3328|KFS3328|1.0|Y|20121207232950|
KFS3329|KFS3329|1.0|Y|20121207232950|
KFS3330|KFS3330|1.0|Y|20121207232950|
KFS3331|KFS3331|1.0|Y|20121207232950|
KFS3332|KFS3332|1.0|Y|20121207232950|
KFS3333|KFS3333|1.0|Y|20121207232950|
KFS3334|KFS3334|1.0|Y|20121207232950|
KFS3335|KFS3335|1.0|Y|20121207232950|
KFS3336|KFS3336|1.0|Y|20121207232950|
KFS3337|KFS3337|1.0|Y|20121207232950|
KFS3338|KFS3338|1.0|Y|20121207232950|
KFS3339|KFS3339|1.0|Y|20121207232950|
KFS3340|KFS3340|1.0|Y|20121207232950|
KFS3341|KFS3341|1.0|Y|20121207232950|
KFS3342|KFS3342|1.0|Y|20121207232950|
KFS3343|KFS3343|1.0|Y|20121207232950|
KFS3344|KFS3344|1.0|Y|20121207232950|
KFS3345|KFS3345|1.0|Y|20121207232950|
KFS3346|KFS3346|1.0|Y|20121207232950|
KFS3347|KFS3347|1.0|Y|20121207232950|
KFS3348|KFS3348|1.0|Y|20121207232950|
KFS3349|KFS3349|1.0|Y|20121207232950|
KFS3350|KFS3350|1.0|Y|20121207232950|
KFS3351|KFS3351|1.0|Y|20121207232950|
KFS3352|KFS3352|1.0|Y|20121207232950|
KFS3353|KFS3353|1.0|Y|20121207232950|
KFS3354|KFS3354|1.0|Y|20121207232950|
KFS3355|KFS3355|1.0|Y|20121207232950|
KFS3356|KFS3356|1.0|Y|20121207232950|
KFS3357|KFS3357|1.0|Y|20121207232950|
KFS3358|KFS3358|1.0|Y|20121207232950|
KFS3359|KFS3359|1.0|Y|20121207232950|
KFS3360|KFS3360|1.0|Y|20121207232950|
KFS3361|KFS3361|1.0|Y|20121207232950|
KFS3362|KFS3362|1.0|Y|20121207232950|
KFS3363|KFS3363|1.0|Y|20121207232950|
KFS3364|KFS3364|1.0|Y|20121207232950|
KFS3365|KFS3365|1.0|Y|20121207232950|
KFS3366|KFS3366|1.0|Y|20121207232950|
KFS3367|KFS3367|1.0|Y|20121207232950|
KFS3368|KFS3368|1.0|Y|20121207232950|
KFS3369|KFS3369|1.0|Y|20121207232950|
KFS3370|KFS3370|1.0|Y|20121207232950|
KFS3371|KFS3371|1.0|Y|20121207232950|
KFS3372|KFS3372|1.0|Y|20121207232950|
KFS3373|KFS3373|1.0|Y|20121207232950|
KFS3374|KFS3374|1.0|Y|20121207232950|
KFS3375|KFS3375|1.0|Y|20121207232950|
KFS3376|KFS3376|1.0|Y|20121207232950|
KFS3377|KFS3377|1.0|Y|20121207232950|
KFS3378|KFS3378|1.0|Y|20121207232950|
KFS3379|KFS3379|1.0|Y|20121207232950|
KFS3380|KFS3380|1.0|Y|20121207232950|
KFS3381|KFS3381|1.0|Y|20121207232950|
KFS3382|KFS3382|1.0|Y|20121207232950|
KFS3383|KFS3383|1.0|Y|20121207232950|
KFS3384|KFS3384|1.0|Y|20121207232950|
KFS3385|KFS3385|1.0|Y|20121207232950|
KFS3386|KFS3386|1.0|Y|20121207232950|
KFS3387|KFS3387|1.0|Y|20121207232950|
KFS3388|KFS3388|1.0|Y|20121207232950|
KFS3389|KFS3389|1.0|Y|20121207232950|
KFS3390|KFS3390|1.0|Y|20121207232950|
KFS3391|KFS3391|1.0|Y|20121207232950|
KFS3392|KFS3392|1.0|Y|20121207232950|
KFS3393|KFS3393|1.0|Y|20121207232950|
KFS3394|KFS3394|1.0|Y|20121207232950|
KFS3395|KFS3395|1.0|Y|20121207232950|
KFS3396|KFS3396|1.0|Y|20121207232950|
KFS3397|KFS3397|1.0|Y|20121207232950|
KFS3398|KFS3398|1.0|Y|20121207232950|
KFS3399|KFS3399|1.0|Y|20121207232950|
KFS3400|KFS3400|1.0|Y|20121207232950|
KFS3401|KFS3401|1.0|Y|20121207232950|
KFS3402|KFS3402|1.0|Y|20121207232950|
KFS3403|KFS3403|1.0|Y|20121207232950|
KFS3404|KFS3404|1.0|Y|20121207232950|
KFS3405|KFS3405|1.0|Y|20121207232950|
KFS3406|KFS3406|1.0|Y|20121207232950|
KFS3407|KFS3407|1.0|Y|20121207232950|
KFS3408|KFS3408|1.0|Y|20121207232950|
KFS3409|KFS3409|1.0|Y|20121207232950|
KFS3410|KFS3410|1.0|Y|20121207232950|
KFS3411|KFS3411|1.0|Y|20121207232950|
KFS3412|KFS3412|1.0|Y|20121207232950|
KFS3413|KFS3413|1.0|Y|20121207232951|
KFS3414|KFS3414|1.0|Y|20121207232951|
KFS3415|KFS3415|1.0|Y|20121207232951|
KFS3416|KFS3416|1.0|Y|20121207232951|
KFS3417|KFS3417|1.0|Y|20121207232951|
KFS3418|KFS3418|1.0|Y|20121207232951|
KFS3419|KFS3419|1.0|Y|20121207232951|
KFS3420|KFS3420|1.0|Y|20121207232951|
KFS3421|KFS3421|1.0|Y|20121207232951|
KFS3422|KFS3422|1.0|Y|20121207232951|
KFS3423|KFS3423|1.0|Y|20121207232951|
KFS3424|KFS3424|1.0|Y|20121207232951|
KFS3425|KFS3425|1.0|Y|20121207232951|
KFS3426|KFS3426|1.0|Y|20121207232951|
KFS3427|KFS3427|1.0|Y|20121207232951|
KFS3428|KFS3428|1.0|Y|20121207232951|
KFS3429|KFS3429|1.0|Y|20121207232951|
KFS3430|KFS3430|1.0|Y|20121207232951|
KFS3431|KFS3431|1.0|Y|20121207232951|
KFS3432|KFS3432|1.0|Y|20121207232951|
KFS3433|KFS3433|1.0|Y|20121207232951|
KFS3434|KFS3434|1.0|Y|20121207232951|
KFS3435|KFS3435|1.0|Y|20121207232951|
KFS3436|KFS3436|1.0|Y|20121207232951|
KFS3437|KFS3437|1.0|Y|20121207232951|
KFS3438|KFS3438|1.0|Y|20121207232951|
KFS3439|KFS3439|1.0|Y|20121207232951|
KFS3440|KFS3440|1.0|Y|20121207232951|
KFS3441|KFS3441|1.0|Y|20121207232951|
KFS3442|KFS3442|1.0|Y|20121207232951|
KFS3443|KFS3443|1.0|Y|20121207232951|
KFS3444|KFS3444|1.0|Y|20121207232951|
KFS3445|KFS3445|1.0|Y|20121207232951|
KFS3446|KFS3446|1.0|Y|20121207232951|
KFS3447|KFS3447|1.0|Y|20121207232951|
KFS3448|KFS3448|1.0|Y|20121207232951|
KFS3449|KFS3449|1.0|Y|20121207232951|
KFS3450|KFS3450|1.0|Y|20121207232951|
KFS3451|KFS3451|1.0|Y|20121207232951|
KFS3452|KFS3452|1.0|Y|20121207232951|
KFS3453|KFS3453|1.0|Y|20121207232951|
KFS3454|KFS3454|1.0|Y|20121207232951|
KFS3455|KFS3455|1.0|Y|20121207232951|
KFS3456|KFS3456|1.0|Y|20121207232951|
KFS3457|KFS3457|1.0|Y|20121207232951|
KFS3458|KFS3458|1.0|Y|20121207232951|
KFS3459|KFS3459|1.0|Y|20121207232951|
KFS3460|KFS3460|1.0|Y|20121207232951|
KFS3461|KFS3461|1.0|Y|20121207232951|
KFS3462|KFS3462|1.0|Y|20121207232951|
KFS3463|KFS3463|1.0|Y|20121207232951|
KFS3464|KFS3464|1.0|Y|20121207232951|
KFS3465|KFS3465|1.0|Y|20121207232951|
KFS3466|KFS3466|1.0|Y|20121207232951|
KFS3467|KFS3467|1.0|Y|20121207232951|
KFS3468|KFS3468|1.0|Y|20121207232951|
KFS3469|KFS3469|1.0|Y|20121207232951|
KFS3470|KFS3470|1.0|Y|20121207232951|
KFS3471|KFS3471|1.0|Y|20121207232951|
KFS3472|KFS3472|1.0|Y|20121207232951|
KFS3473|KFS3473|1.0|Y|20121207232951|
KFS3474|KFS3474|1.0|Y|20121207232951|
KFS3475|KFS3475|1.0|Y|20121207232951|
KFS3476|KFS3476|1.0|Y|20121207232951|
KFS3477|KFS3477|1.0|Y|20121207232951|
KFS3478|KFS3478|1.0|Y|20121207232951|
KFS3479|KFS3479|1.0|Y|20121207232951|
KFS3480|KFS3480|1.0|Y|20121207232951|
KFS3481|KFS3481|1.0|Y|20121207232951|
KFS3482|KFS3482|1.0|Y|20121207232951|
KFS3483|KFS3483|1.0|Y|20121207232951|
KFS3484|KFS3484|1.0|Y|20121207232951|
KFS3485|KFS3485|1.0|Y|20121207232951|
KFS3486|KFS3486|1.0|Y|20121207232951|
KFS3487|KFS3487|1.0|Y|20121207232951|
KFS3488|KFS3488|1.0|Y|20121207232951|
KFS3489|KFS3489|1.0|Y|20121207232951|
KFS3490|KFS3490|1.0|Y|20121207232951|
KFS3491|KFS3491|1.0|Y|20121207232951|
KFS3492|KFS3492|1.0|Y|20121207232951|
KFS3493|KFS3493|1.0|Y|20121207232951|
KFS3494|KFS3494|1.0|Y|20121207232951|
KFS3495|KFS3495|1.0|Y|20121207232951|
KFS3496|KFS3496|1.0|Y|20121207232951|
KFS3497|KFS3497|1.0|Y|20121207232951|
KFS3498|KFS3498|1.0|Y|20121207232951|
KFS3499|KFS3499|1.0|Y|20121207232951|
KFS3500|KFS3500|1.0|Y|20121207232951|
KFS3501|KFS3501|1.0|Y|20121207232951|
KFS3502|KFS3502|1.0|Y|20121207232951|
KFS3503|KFS3503|1.0|Y|20121207232951|
KFS3504|KFS3504|1.0|Y|20121207232951|
KFS3505|KFS3505|1.0|Y|20121207232951|
KFS3506|KFS3506|1.0|Y|20121207232951|
KFS3507|KFS3507|1.0|Y|20121207232951|
KFS3508|KFS3508|1.0|Y|20121207232951|
KFS3509|KFS3509|1.0|Y|20121207232951|
KFS3510|KFS3510|1.0|Y|20121207232951|
KFS3511|KFS3511|1.0|Y|20121207232951|
KFS3512|KFS3512|1.0|Y|20121207232951|
KFS3513|KFS3513|1.0|Y|20121207232951|
KFS3514|KFS3514|1.0|Y|20121207232951|
KFS3515|KFS3515|1.0|Y|20121207232951|
KFS3516|KFS3516|1.0|Y|20121207232951|
KFS3517|KFS3517|1.0|Y|20121207232951|
KFS3518|KFS3518|1.0|Y|20121207232951|
KFS3519|KFS3519|1.0|Y|20121207232951|
KFS3520|KFS3520|1.0|Y|20121207232951|
KFS3521|KFS3521|1.0|Y|20121207232951|
KFS3522|KFS3522|1.0|Y|20121207232951|
KFS3523|KFS3523|1.0|Y|20121207232951|
KFS3524|KFS3524|1.0|Y|20121207232951|
KFS3525|KFS3525|1.0|Y|20121207232951|
KFS3526|KFS3526|1.0|Y|20121207232951|
KFS3527|KFS3527|1.0|Y|20121207232951|
KFS3528|KFS3528|1.0|Y|20121207232951|
KFS3529|KFS3529|1.0|Y|20121207232951|
KFS3530|KFS3530|1.0|Y|20121207232951|
KFS3531|KFS3531|1.0|Y|20121207232951|
KFS3532|KFS3532|1.0|Y|20121207232951|
KFS3533|KFS3533|1.0|Y|20121207232951|
KFS3534|KFS3534|1.0|Y|20121207232951|
KFS3535|KFS3535|1.0|Y|20121207232951|
KFS3536|KFS3536|1.0|Y|20121207232951|
KFS3537|KFS3537|1.0|Y|20121207232951|
KFS3538|KFS3538|1.0|Y|20121207232951|
KFS3539|KFS3539|1.0|Y|20121207232951|
KFS3540|KFS3540|1.0|Y|20121207232951|
KFS3541|KFS3541|1.0|Y|20121207232951|
KFS3542|KFS3542|1.0|Y|20121207232951|
KFS3543|KFS3543|1.0|Y|20121207232951|
KFS3544|KFS3544|1.0|Y|20121207232951|
KFS3545|KFS3545|1.0|Y|20121207232951|
KFS3546|KFS3546|1.0|Y|20121207232951|
KFS3547|KFS3547|1.0|Y|20121207232951|
KFS3548|KFS3548|1.0|Y|20121207232951|
KFS3549|KFS3549|1.0|Y|20121207232951|
KFS3550|KFS3550|1.0|Y|20121207232951|
KFS3551|KFS3551|1.0|Y|20121207232951|
KFS3552|KFS3552|1.0|Y|20121207232951|
KFS3553|KFS3553|1.0|Y|20121207232951|
KFS3554|KFS3554|1.0|Y|20121207232951|
KFS3555|KFS3555|1.0|Y|20121207232951|
KFS3556|KFS3556|1.0|Y|20121207232951|
KFS3557|KFS3557|1.0|Y|20121207232951|
KFS3558|KFS3558|1.0|Y|20121207232951|
KFS3559|KFS3559|1.0|Y|20121207232951|
KFS3560|KFS3560|1.0|Y|20121207232951|
KFS3561|KFS3561|1.0|Y|20121207232951|
KFS3562|KFS3562|1.0|Y|20121207232951|
KFS3563|KFS3563|1.0|Y|20121207232951|
KFS3564|KFS3564|1.0|Y|20121207232951|
KFS3565|KFS3565|1.0|Y|20121207232951|
KFS3566|KFS3566|1.0|Y|20121207232951|
KFS3567|KFS3567|1.0|Y|20121207232951|
KFS3568|KFS3568|1.0|Y|20121207232951|
