fin_coa_cd|account_nbr|obj_id|ver_nbr|account_nm|acct_fsc_ofc_uid|acct_spvsr_unvl_id|acct_mgr_unvl_id|org_cd|acct_typ_cd|acct_phys_cmp_cd|sub_fund_grp_cd|acct_frng_bnft_cd|fin_hgh_ed_func_cd|acct_rstrc_stat_cd|acct_rstrc_stat_dt|acct_city_nm|acct_state_cd|acct_street_addr|acct_zip_cd|rpts_to_fin_coa_cd|rpts_to_acct_nbr|acct_create_dt|acct_effect_dt|acct_expiration_dt|cont_fin_coa_cd|cont_account_nbr|endow_fin_coa_cd|endow_account_nbr|contr_ctrl_fcoa_cd|contr_ctrlacct_nbr|income_fin_coa_cd|income_account_nbr|acct_icr_typ_cd|ac_cstm_icrexcl_cd|fin_series_id|icr_fin_coa_cd|icr_account_nbr|acct_in_fp_cd|bdgt_rec_lvl_cd|acct_sf_cd|acct_pnd_sf_cd|fin_ext_enc_sf_cd|fin_int_enc_sf_cd|fin_pre_enc_sf_cd|fin_obj_prsctrl_cd|cg_cfda_nbr|acct_off_cmp_ind|acct_closed_ind|
BL|2231459|014C92B06A0CA16EE043814FD881A16E|1.0|FAC RES - STOUT - PSYCHOLOGY|4318506633|3889504703|4318506633|PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|PSYCHOLOGY|47405|||19950706000000|19950706000000||BL|2331489|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|N|
BL|2231460|014C92B06A0DA16EE043814FD881A16E|1.0|STOUT RADIOLOGY PROJECT|4318506633|3889504703|4318506633|PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|PSYCHOLOGY 122|47405|||19960415000000|19960415000000||BL|2331489|||||BL|1023287||||||N|O|H|Y|Y|Y|N|N||N|N|
BL|2231461|014C92B06A0EA16EE043814FD881A16E|1.0|GUTH - FAC RES - PSYCH|4318506633|3889504703|4318506633|PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|Psychology|47405|||19961107000000|19961107000000||BL|2331489|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|N|
BL|2231462|014C92B06A0FA16EE043814FD881A16E|1.0|SHIFFRIN-RIP-PSYCHOLOGY|3889504703|3792801722||PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|PSYCHOLOGY 122|47405-1301|IU||19921218000000|19921218000000|19960119000000|BL|1031499|||||BL|1023287||||||N|O|N|N|N|N|N|N||N|Y|
BL|2231463|014C92B06A10A16EE043814FD881A16E|1.0|SHERMAN-RIP-PSYCHOLOGY|3889504703|3792801722||PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|PSYCHOLOGY|47405-1301|IU||19921218000000|19921218000000|19990325000000|BL|1031499|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|Y|
BL|2231464|014C92B06A11A16EE043814FD881A16E|1.0|FAC RES-INTONS-PETERSON-PSY|4318506633|3889504703|4318506633|PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|Psychology|47405-1301|IU||19900111000000|19900111000000||BL|2331489|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|N|
BL|2231465|014C92B06A12A16EE043814FD881A16E|1.0|FAC RES-PETERSON-PSYCH|1231202937|3792801722||PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|PSYCHOLOGY 122|47405-1301|IU||19900705000000|19900705000000|19960915000000|BL|1031499|||||BL|1023287||||||N|O|N|N|N|N|N|N||N|Y|
BL|2231466|014C92B06A13A16EE043814FD881A16E|1.0|FAC RES PISONI-PSYCHOLOGY|5778107441|3889504703|5778107441|PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|PSYCHOLOGY 122|47405-1301|IU||19830818000000|19830818000000||BL|2331489|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|N|
BL|2231467|014C92B06A14A16EE043814FD881A16E|1.0|IN-DORM LINKED COURSE AWARD|3889504703|3792801722|1793008100|PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|PSYCHOLOGY 122|47405-1301|IU||19910605000000|19910605000000|19961220000000|BL|1031499|||||BL|1023287||||||N|O|N|N|N|N|N|N||N|Y|
BL|2231468|014C92B06A15A16EE043814FD881A16E|1.0|GRAD STU STUP-PSYCHOLOGY|4318506633|3889504703|4318506633|PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|Psychology|47405-1301|||19900702000000|19900702000000||BL|2331489|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|N|
BL|2231469|014C92B06A16A16EE043814FD881A16E|1.0|QUITTNER-FAC RES-PSYCH|5053009758|3792801722||PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|PSYCHOLOGY 122|47405-1301|IU||19910701000000|19910701000000|19980630000000|BL|1031499|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|Y|
BL|2231470|014C92B06A17A16EE043814FD881A16E|1.0|QUITTNER-FAC RES-PSYCHOLOGY|3889504703|6207703270||PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|PSYCHOLOGY|47405-1301|||19920619000000|19920619000000|20010129000000|BL|2331489|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|Y|
BL|2231471|014C92B06A18A16EE043814FD881A16E|1.0|RESEARCH INCENTIVE PSYCH|3889504703|3792801722||PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|PSYCHOLOGY 122|47405-1301|IU||19781204000000|19781204000000|19960119000000|BL|1031499|||||BL|1023287||||||N|O|N|N|N|N|N|N||N|Y|
BL|2231472|014C92B06A19A16EE043814FD881A16E|1.0|PISONI-RIP-PSYCHOLOGY|3889504703|3792801722||PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|PSYCHOLOGY 122|47405-1301|IU||19921209000000|19921209000000|19960119000000|BL|1031499|||||BL|1023287||||||N|O|N|N|N|N|N|N||N|Y|
BL|2231473|014C92B06A1AA16EE043814FD881A16E|1.0|REBEC-RIP-PSYCHOLOGY|1860703812|3889504703|4146202628|PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|1101 E. 10TH ST., PSYCH. 325|47405|IU||19921209000000|19921209000000||BL|2331489|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|N|
BL|2231474|014C92B06A1BA16EE043814FD881A16E|1.0|ROBINSON-RIP-PSYCHOLOGY|3889504703|6207703270||PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|PSYCHOLOGY|47405-1301|IU||19921209000000|19921209000000|20001222000000|BL|2331489|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|Y|
BL|2231475|014C92B06A1CA16EE043814FD881A16E|1.0|SMITH-IRF-PSYCHOLOGY|4318506633|3889504703|4318506633|PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|PSYCHOLOGY 122|47405-1301|IU||19920709000000|19920709000000||BL|2331489|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|N|
BL|2231476|014C92B06A1DA16EE043814FD881A16E|1.0|SHIFFRIN-FAC RES-PSYCHOLOGY|3889504703|3792801722||PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|PSYCHOLOGY 122|47405-1301|IU||19920619000000|19920619000000|19970930000000|BL|1031499|||||BL|1023287||||||N|O|N|N|N|N|N|N||N|Y|
BL|2231477|014C92B06A1EA16EE043814FD881A16E|1.0|FAC RES-SHERMAN-PSYCH|4318506633|3889504703|4318506633|PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|PSYCHOLOGY 122|47405-1301|||19870803000000|19870803000000||BL|2331489|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|N|
BL|2231478|014C92B06A1FA16EE043814FD881A16E|1.0|FAC RES-STEINMETZ-PSYCH|4318506633|3889504703|4318506633|PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|PSYCHOLOGY 122|47405-1301|IU||19880118000000|19880118000000||BL|2331489|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|N|
BL|2231479|014C92B06A20A16EE043814FD881A16E|1.0|STEINMETZ-FAC RES-PSYCHOLOG|4318506633|3889504703|4318506633|PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|Psychology|47405-1301|||19920619000000|19920619000000||BL|2331489|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|N|
BL|2231480|014C92B06A21A16EE043814FD881A16E|1.0|ROSE-RIP-PSYCHOLOGY|4318506633|3889504703|4318506633|PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|Psychology|47405-1301|IU||19921209000000|19921209000000||BL|2331489|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|N|
BL|2231481|014C92B06A22A16EE043814FD881A16E|1.0|SENGELAUB-RIP-PSYCHOLOGY|4318506633|3889504703|4318506633|PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|PSYCHOLOGY|47405-1301|IU||19921209000000|19921209000000|20050203000000|BL|2331489|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|N|
BL|2231482|014C92B06A23A16EE043814FD881A16E|1.0|TIMBERLAKE/KETTERSON-PSYCH|4318506633|3889504703|4318506633|PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|402 N. PARK|47405|IU||19910712000000|19910712000000|20030707000000|BL|2331489|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|Y|
BL|2231484|014C92B06A24A16EE043814FD881A16E|1.0|ROCCHI RESEARCH ACCT|3889504703|1793008100|3106006335|PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|PSYCHOLOGY|47405-1301|||19890801000000|19890801000000|19980630000000|BL|1031499|||||BL|1023287||||||N|N|H|Y|N|N|N|N||N|Y|
BL|2231485|014C92B06A25A16EE043814FD881A16E|1.0|THELEN-FAC RES-PSYCHOLOGY|4318506633|3889504703|4318506633|PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|Psychology|47405-1301|IU||19920619000000|19920619000000||BL|2331489|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|N|
BL|2231486|014C92B06A26A16EE043814FD881A16E|1.0|SMITH-RIP-PSYCHOLOGY|3889504703|3792801722||PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|PSYCHOLOGY|47405-1301|IU||19921209000000|19921209000000|19980630000000|BL|1031499|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|Y|
BL|2231487|014C92B06A27A16EE043814FD881A16E|1.0|TIMBERLAKE-RIP-PSYCHOLOGY|4318506633|3889504703|4318506633|PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|PSYCHOLOGY|47405-1301|IU||19921209000000|19921209000000||BL|2331489|||||BL|1023287||||||N|O|H|N|N|N|N|N||N|N|
BL|2231488|014C92B06A28A16EE043814FD881A16E|1.0|TOWNSEND-RIP-PSYCHOLOGY|4318506633|3889504703|4318506633|PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|Psychology|47405-1301|IU||19921218000000|19921218000000||BL|2331489|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|N|
BL|2231489|014C92B06A29A16EE043814FD881A16E|1.0|FAC RES - O'DONNELL - PSYCHOLOGY|4318506633|3889504703|4318506633|PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|PSYCHOLOGY 122|47405|||19980529000000|19980529000000||BL|2331489|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|N|
BL|2231490|014C92B06A2AA16EE043814FD881A16E|1.0|FAC RES - BUSEMEYER - PSYCHOLOGY|4318506633|3889504703|4318506633|PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|Psychology|47405|||19970403000000|19970403000000||BL|2331489|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|N|
BL|2231491|014C92B06A2BA16EE043814FD881A16E|1.0|FAC RES WEST PSYCH|5778107441|3889504703|4318506633|PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|PSYCHOLOGY 122|47405-1301|IU||19890810000000|19890810000000||BL|2331489|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|N|
BL|2231492|014C92B06A2CA16EE043814FD881A16E|1.0|WEST-RIP-PSYCHOLOGY|3889504703|3792801722||PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|PSYCHOLOGY 122|47405-1301|IU||19921218000000|19921218000000|19960119000000|BL|1031499|||||BL|1023287||||||N|O|N|N|N|N|N|N||N|Y|
BL|2231493|014C92B06A2DA16EE043814FD881A16E|1.0|QUELLER - FAC RES - PSYCH|4318506633|3889504703|4318506633|PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|PSYCHOLOGY 120|47405|||19990401000000|19990401000000||BL|2331489|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|N|
BL|2231494|014C92B06A2EA16EE043814FD881A16E|1.0|STEINMETZ - PN PROJECT - PSYCH|3889504703|4321004623|6110703327|PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|PSYCHOLOGY 120|47405|||19990818000000|19990818000000|20010420000000|BL|2331489|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|Y|
BL|2231495|014C92B06BC4A16EE043814FD881A16E|1.0|FAC RES - WELLMAN - PSYCHOLOGY|4318506633|3889504703|4318506633|PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|PSYCHOLOGY 120|47404|||20010223000000|20010223000000||BL|2331489|||||BL|1023287||||||N|O|H|Y|Y|N|N|N||N|N|
BL|2231497|014C92B06C2DA16EE043814FD881A16E|1.0|FAC RES - WALKER - PSYCHOLOGY|4318506633|6054406226|3889504703|PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|PSYCHOLOGY 120|47405|||20040610000000|20040610000000||||||||BL|2231497||||||N|O|H|Y|N|N|N|N||N|N|
BL|2231498|014C92B06C36A16EE043814FD881A16E|1.0|KARIN JAMES RESEARCH|4318506633|1793008100|3889504703|PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|PSYCHOLOGY|47404|||20040826000000|20040826000000||||||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|N|
BL|2231499|014C92B06A2FA16EE043814FD881A16E|1.0|HALBERSTADT RES PSY|5790902739|3889504703||PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|PSYCHOLOGY 120|47405|||19951120000000|19951114000000|19951129000000|BL|1031499|||||BL|1023287|10||108|BL|1031400|N|O|N|N|N|N|N|N||N|Y|
BL|2231527|014C92B06A30A16EE043814FD881A16E|1.0|FAC RES - FINN - PSY|4318506633|3889504703|4318506633|PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|PSYCHOLOGY 120|47405|||19960628000000|19960628000000||BL|2331489|||||BL|1023287||||||N|N|H|Y|N|N|N|N||N|N|
BL|2231530|014C92B06A31A16EE043814FD881A16E|1.0|PSYCH-FAC RES-GOLDSTONE|4542806317|3889504703|3889504703|PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|PSYCHOLOGY 120|47405|||19960913000000|19960913000000|20010917000000|BL|2331489|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|Y|
BL|2231536|014C92B06A32A16EE043814FD881A16E|1.0|HIRT - PSY - FAC RES|4318506633|3889504703|4318506633|PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|PSYCHOLOGY 120|47405|||19960603000000|19960603000000||BL|2331489|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|N|
BL|2231566|014C92B06C0BA16EE043814FD881A16E|1.0|FAC RES - PRIETO - PSYCHOLOGY|4318506633|3889504703|4318506633|PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|PSYCHOLOGY 124|47405|||20030616000000|20030616000000||BL|2331489|||||BL|2231566||||||N|O|H|Y|N|N|N|N||N|N|
BL|2231576|014C92B06A33A16EE043814FD881A16E|1.0|SENGELAUB FAC RES PSYCH|4318506633|3889504703|4318506633|PSY|NA|BL|DFRES|N|IPR|U||BLOOMINGTON|IN|PSYCHOLOGY BUILDING|47405|UA|6612160|19950406000000|19950405000000||BL|2331489|||||BL|1023287||||||N|N|H|Y|N|N|N|N||N|N|
BL|2231580|014C92B06C09A16EE043814FD881A16E|1.0|FAC RES - TORMALA - PSYCHOLOGY|4318506633|3889504703|4318506633|PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|PSYCHOLOGY 124|47405|||20030616000000|20030616000000||BL|2331489|||||BL|2231580||||||N|O|H|Y|N|N|N|N||N|N|
BL|2231592|014C92B06C33A16EE043814FD881A16E|1.0|YU - FAC RES - PSYCH|4318506633|3889504703|4318506633|PSY|NA|BL|DFRES|Y|IPR|U||BLOOMINGTON|IN|PSYCHOLOGY 120|47405|||20040809000000|20040809000000||BL|2331489|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|N|
BL|2331400|014C92B06C0CA16EE043814FD881A16E|1.0|PERSONALITY & SOCIAL PSYCH REVIEW (PSPR)|4318506633|3889504703|4521601311|PSY|NA|BL|DOFDS|Y|CS|U||BLOOMINGTON|IN|PSYCHOLOGY 323|47405|||20030716000000|20030716000000||BL|2331489|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|N|
BL|2331403|014C92B06A34A16EE043814FD881A16E|1.0|ANIMAL CARE FACILITY-PSYCH|4318506633|3889504703|4318506633|PSY|NA|BL|DOFDS|Y|AA|U||BLOOMINGTON|IN|PSYCHOLOGY|47405-1301|IU||19930702000000|19930702000000||BL|2331489|||||BL|1023287||||||N|O|H|N|N|N|N|N||N|N|
BL|2331404|014C92B06A35A16EE043814FD881A16E|1.0|ANIMAL CARE RENOVATIONS|3889504703|6207703270|6110703327|PSY|NA|BL|DOFDS|Y|IN|U||BLOOMINGTON|IN|PSYCHOLOGY|47405|||19980123000000|19980123000000|20011129000000|BL|2331489|||||BL|1023287||||||N|O|N|N|N|N|N|N||N|Y|
BL|2331405|014C92B06BF9A16EE043814FD881A16E|1.0|ANIMAL CARE PER DIEM|4318506633|3889504703|4318506633|PSY|NA|BL|DOFDS|Y|IPR|U||BLOOMINGTON|IN|PSYCHOLOGY|47405-1301|IU||20030204000000|20030204000000||BL|2331489|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|N|
BL|2331409|014C92B06A36A16EE043814FD881A16E|1.0|BINGHAM EQUIPMENT-RUGS MATCH|4318506633|3889504703|4318506633|PSY|EQ|BL|DOFDS|Y|IS|U||BLOOMINGTON|IN|Psychology|47405|||19980107000000|19980107000000||BL|2331489|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|N|
BL|2331410|014C92B06BB2A16EE043814FD881A16E|1.0|GRADUATE STUDENT RECRUITMENT|4318506633|3889504703|4318506633|PSY|NA|BL|DOFDS|Y|SS|U||BLOOMINGTON|IN|PSYCHOLOGY 120|47405|BL|2331417|20000817000000|20000817000000||BL|2331489|||||BL|2331417||||||N|N|H|Y|N|N|N|N||N|N|
BL|2331412|014C92B06A37A16EE043814FD881A16E|1.0|CLINICAL SCIENCE-PSYCHOLOGY|4318506633|3889504703|4318506633|PSY|NA|BL|DOFDS|Y|IN|U||BLOOMINGTON|IN|Psychology|47405-1301|IU||19920625000000|19920625000000||BL|2331489|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|N|
BL|2331415|014C92B06A38A16EE043814FD881A16E|1.0|CHAIR'S CONTINGENCY FUND|4318506633|3889504703|4318506633|PSY|NA|BL|DOFDS|Y|IN|U||BLOOMINGTON|IN|Psychology|47405|||19961107000000|19961107000000||BL|2331489|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|N|
BL|2331416|014C92B06A39A16EE043814FD881A16E|1.0|IN-DORM LINKED COURSE AWARD|3889504703|6207703270||PSY|NA|BL|DOFDS|Y|IRC|U||BLOOMINGTON|IN|PSYCHOLOGY|47405|||19961107000000|19961107000000|20010327000000|BL|2331489|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|Y|
BL|2331417|014C92B06A3AA16EE043814FD881A16E|1.0|SUPPLEMENTAL GRADUATE PROGRAM FUNDS|4318506633|3889504703|4318506633|PSY|NA|BL|DOFDS|Y|SS|U||BLOOMINGTON|IN|PSYCHOLOGY 120|47405|||19991018000000|19991018000000||BL|2331489|||||BL|1031400||||||N|O|H|Y|N|N|N|N||N|N|
BL|2331418|014C92B06A3BA16EE043814FD881A16E|1.0|CLINICAL TRAINING WORKSHOPS|1793008100|3889504703|6110703327|PSY|NA|BL|DOFDS|Y|IN|U||BLOOMINGTON|IN|PSYCHOLOGY|47405|||19970924000000|19970924000000|20010327000000|BL|2331489|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|Y|
BL|2331419|014C92B06A3CA16EE043814FD881A16E|1.0|DEVELOPMENTAL RECRUITMENT-PSYCHOLOGY|3889504703|6207703270|6110703327|PSY|NA|BL|DOFDS|Y|IN|U||BLOOMINGTON|IN|PSYCHOLOGY|47405|||19980123000000|19980123000000|20010227000000|BL|2331489|||||BL|1023287||||||N|N|H|Y|N|N|N|N||N|Y|
BL|2331420|014C92B06A3DA16EE043814FD881A16E|1.0|MATCH - PISONI STUDENT SUPPORT - PSY|5778107441|3889504703|5778107441|PSY|NA|BL|DOFDS|Y|IN|U||BLOOMINGTON|IN|PSYCHOLOGY 122|47405-1301|||19940831000000|19940831000000||BL|2331489|||||BL|1023287||||||N|L|H|Y|N|N|N|N||N|N|
BL|2331421|014C92B06A3EA16EE043814FD881A16E|1.0|WELLMAN-VISITING SCIENTIST SALARY|4318506633|3889504703|4318506633|PSY|NA|BL|DOFDS|Y|IN|U||BLOOMINGTON|IN|PSYCHOLOGY 120|47405|||19980504000000|19980504000000||BL|2331489|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|N|
BL|2331423|014C92B06A3FA16EE043814FD881A16E|1.0|PSYCH FURNISHINGS REPLACEMENT FUND|3889504703|3792801722|6110703327|PSY|NA|BL|DOFDS|Y|AA|U||BLOOMINGTON|IN|PSYCHOLOGY|47405|||19970403000000|19970403000000|19990325000000|BL|1031499|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|Y|
BL|2331425|014C92B06A40A16EE043814FD881A16E|1.0|UROC-FARLEY-PSYCHOLOGY|1811109385|2563307411||PSY|NA|BL|DOFDS|Y|IPR|U||BLOOMINGTON|IN|PSYCHOLOGY 122|47405-1301|IU||19880718000000|19880718000000|19960115000000|BL|1031499|||||BL|1023287||||||N|O|N|N|N|N|N|N||N|Y|
BL|2331426|014C92B06A41A16EE043814FD881A16E|1.0|INSTRUCTIONAL SUPPORT & DEVELOPMENT|4318506633|3889504703|4318506633|PSY|NA|BL|DOFDS|Y|IN|U||BLOOMINGTON|IN|Psychology|47405|||19970604000000|19970604000000||BL|2331489|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|N|
BL|2331427|014C92B06A42A16EE043814FD881A16E|1.0|HIRT-SOCIAL PSYCH GRADUATE PROGRAM|4318506633|3889504703|4318506633|PSY|NA|BL|DOFDS|Y|IPR|U||BLOOMINGTON|IN|PSYCHOLOGY 120|47405|||19990408000000|19990408000000||BL|2331489|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|N|
BL|2331430|014C92B06BC2A16EE043814FD881A16E|1.0|PSYCHOLOGY RENOVATIONS|4318506633|3889504703|4318506633|PSY|NA|BL|DOFDS|Y|IS|U||BLOOMINGTON|IN|PSYCHOLOGY 120|47405|||20010110000000|20010110000000||BL|2331489|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|N|
BL|2331440|014C92B06BDDA16EE043814FD881A16E|1.0|PSYCHOLOGY ADDITION BUILD-OUT|4318506633|3889504703|4318506633|PSY|NA|BL|DOFDS|Y|IS|U||BLOOMINGTON|IN|PSYCHOLOGY 120|47405|||20011203000000|20011203000000|20040729000000|BL|2331489|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|N|
BL|2331450|014C92B06BC7A16EE043814FD881A16E|1.0|TEACHING LABS DEVELOPMENT|4318506633|3889504703|4318506633|PSY|NA|BL|DOFDS|Y|IN|U||BLOOMINGTON|IN|PSYCHOLOGY 323|47405|||20010409000000|20010409000000|20031031000000|BL|2331489|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|N|
BL|2331460|014C92B06BDAA16EE043814FD881A16E|1.0|PSYCHOLOGY COURSE BUYOUTS|4318506633|3889504703|4318506633|PSY|NA|BL|DOFDS|Y|IS|U||BLOOMINGTON|IN|PSYCHOLOGY|47405|||20010914000000|20010914000000||BL|2331489|||||BL|1023287||||||N|O|H|Y|Y|Y|Y|Y||N|N|
BL|2331464|014C92B06A43A16EE043814FD881A16E|1.0|PSYCHOLOGY CAUSE LIBRARY|3442103659|5166508090||PSY|NA|BL|DOFDS|N|IN|U||BLOOMINGTON|IN|PSYCHOLOGY 122|47405-1301|UA|6612160|19940303000000|19940302000000|19960131000000|BL|1031499|||||BL|1023287||||||N|O|N|N|N|N|N|N||N|Y|
BL|2331465|014C92B06A44A16EE043814FD881A16E|1.0|PSYCH LAB ELEC IMAGING|1793008100|3889504703||PSY|NA|BL|DOFDS|Y|IPR|U||BLOOMINGTON|IN|PSYCHOLOGY|47405-1301|IU||19921203000000|19921203000000|19990209000000|BL|1031499|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|Y|
BL|2331466|014C92B06A45A16EE043814FD881A16E|1.0|PSYCHOLOGY-CIP|4318506633|3889504703|4318506633|PSY|NA|BL|DOFDS|N|IN|U||BLOOMINGTON|IN|PSYCHOLOGY|47405-1301|UA|6612160|19940214000000|19940114000000|20010216000000|BL|2331489|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|N|
BL|2331467|014C92B06A46A16EE043814FD881A16E|1.0|PSYCHOLOGY MICRODIALYSIS FACILITY|1793008100|3792801722||PSY|NA|BL|DOFDS|N|IN|U||BLOOMINGTON|IN|PSYCHOLOGY 122|47405-1301|UA|6612160|19940214000000|19940114000000|19961115000000|BL|1031499|||||BL|1023287||||||N|O|N|N|N|N|N|N||N|Y|
BL|2331468|014C92B06A47A16EE043814FD881A16E|1.0|QUITTNER-FAC RES-PSYCH|5053009758|3792801722||PSY|NA|BL|DOFDS|Y|IPR|U||BLOOMINGTON|IN|PSYCHOLOGY 122|47405-1301|IU||19910531000000|19910531000000|19951207000000|BL|1031499|||||BL|1023287||||||N|O|N|N|N|N|N|N||N|Y|
BL|2331470|014C92B06C40A16EE043814FD881A16E|1.0|WALKER - SSRF|4318506633|3889504703|6054406226|PSY|NA|BL|DOFDS|Y|IPR|U||BLOOMINGTON|IN|PSY 120|47405|||20050120000000|20050120000000||||||||BL|2331470||||||N|O|H|Y|Y|Y|N|N||N|N|
BL|2331471|014C92B06A48A16EE043814FD881A16E|1.0|RESEARCH ISSUES/MINORITY MH|5631302174|3792801722||PSY|NA|BL|DOFDS|Y|IPR|U||BLOOMINGTON|IN|PSYCHOLOGY 122|47405-1301|IU||19890216000000|19890216000000|19961118000000|BL|1031499|||||BL|1023287||||||N|O|N|N|N|N|N|N||N|Y|
BL|2331473|014C92B06A49A16EE043814FD881A16E|1.0|JAMES H RUDY PROF-PSYCH|4318506633|3889504703|4318506633|PSY|NA|BL|DOFDS|Y|IN|U||BLOOMINGTON|IN|PSYCHOLOGY 122|47405-1301|IU||19890928000000|19890928000000||BL|2331489|||||BL|1023287||||||N|O|H|Y|N|N|N|N||N|N|
