univ_fiscal_yr|fin_series_id|awrd_icr_entry_nbr|obj_id|ver_nbr|fin_coa_cd|account_nbr|sub_acct_nbr|fin_object_cd|fin_sub_obj_cd|trn_debit_crdt_cd|awrd_icr_rate_pct|acct_icr_rate_actv_ind|
2009.0|105|2.0|B648E3B6-9E7D-5909-A4FF-9D0955BA9FB6|1.0|#|#|-----|1803|---|C|52.9|Y|
2009.0|106|1.0|0F2DCB20-078F-B4BD-6DB4-6CD23A3E823A|1.0|@|@|@|5500|---|D|8.43|Y|
2009.0|106|2.0|431A6CED-F117-71DA-B7A2-245A62D503F5|1.0|#|#|-----|1803|---|C|8.43|Y|
2009.0|107|1.0|0569C3F3-AA46-0806-3E42-0AFF7BB7BA30|1.0|@|@|@|5500|---|D|25.54|Y|
2009.0|107|2.0|EE1C8975-20B5-ADFA-999F-9B0013D265BA|1.0|#|#|-----|1803|---|C|25.54|Y|
2009.0|108|1.0|84B76EB6-BD40-00B4-F8E8-5D01677C0221|1.0|@|@|@|5500|---|D|5.8|Y|
2009.0|108|2.0|CBA090CB-5545-1CF9-D583-1E4C304B92E8|1.0|#|#|-----|1803|---|C|5.8|Y|
2009.0|109|1.0|C47A1311-49BA-D285-6B94-FA36A5F1868B|1.0|@|@|@|5500|---|D|44.79|Y|
2009.0|109|2.0|0E97DF8A-9603-753D-E72E-9AE3E2ED1F43|1.0|#|#|-----|1803|---|C|44.79|Y|
2009.0|110|1.0|37AF5A9D-1F3A-BFD3-5FA5-42D3EC1C5469|1.0|@|@|@|5500|---|D|49.5|Y|
2009.0|110|2.0|4AF8C8E0-9632-232A-A5E0-12F1BAB6667F|1.0|#|#|-----|1803|---|C|49.5|Y|
2009.0|111|1.0|534EE56A-DA01-D2FB-B697-5D94F2873679|1.0|@|@|@|5500|---|D|20.31|Y|
2009.0|111|2.0|2826DCF0-E9E6-0406-59DD-995C6CF2B127|1.0|#|#|-----|1803|---|C|20.31|Y|
2009.0|112|1.0|D3864CC5-4D9F-A025-DBFF-1A3377DED98F|1.0|@|@|@|5500|---|D|24.62|Y|
2009.0|112|2.0|51C34926-EAA9-0632-A90B-375774194D7F|1.0|#|#|-----|1803|---|C|24.62|Y|
2009.0|113|1.0|407DA126-3D3D-BB3D-0723-41FD2DF6A1B3|1.0|@|@|@|5500|---|D|54.0|Y|
2009.0|113|2.0|B66BFDC2-BF14-AE2C-7C23-92171FE08288|1.0|#|#|-----|1803|---|C|54.0|Y|
2009.0|114|1.0|CA48A32E-05E6-932E-C8A7-2845FBD24F4A|1.0|@|@|@|5500|---|D|30.4|Y|
2009.0|114|2.0|7D4909AB-6305-5D2E-9ECA-3F12D4F203B0|1.0|#|#|-----|1803|---|C|30.4|Y|
2009.0|115|1.0|E4D59F4F-453E-2939-E701-E41AA74C0976|1.0|@|@|@|5500|---|D|52.7|Y|
2009.0|115|2.0|200B3ABD-9CBF-560B-4B52-91979F20B40A|1.0|#|#|-----|1803|---|C|52.7|Y|
2009.0|116|1.0|AD513116-8E26-B473-A62D-AFBC9277E1DA|1.0|@|@|@|5500|---|D|26.0|Y|
2009.0|116|2.0|43249BA1-AFEF-C419-BD41-72F9E8FB12F8|1.0|#|#|-----|1803|---|C|26.0|Y|
2009.0|117|1.0|3DC93E9C-9F61-8189-66CF-B2DE8FFD22B7|1.0|@|@|@|5500|---|D|25.3|Y|
2009.0|117|2.0|1CA8E21D-A071-0269-AE53-889EA92722C4|1.0|#|#|-----|1803|---|C|25.3|Y|
2009.0|118|1.0|7E3EE46B-6A44-F966-0C3C-0820A32F2DD6|1.0|@|@|@|5500|---|D|50.0|Y|
2009.0|118|2.0|41424AEB-12B3-1D26-E620-2512E15B23FF|1.0|#|#|-----|1803|---|C|50.0|Y|
2009.0|119|1.0|C109F71C-F57B-26BF-F69F-07DFDC4D4AAB|1.0|@|@|@|5500|---|D|50.0|Y|
2009.0|119|2.0|C111BFDB-DA96-C50E-E46A-B5D74A2DA029|1.0|#|#|-----|1803|---|C|50.0|Y|
2009.0|120|1.0|AEC32EBF-792F-E298-EB86-08899CBA3522|1.0|@|@|@|5500|---|D|50.0|Y|
2009.0|120|2.0|564047C6-F1CC-950E-56C0-C07870F0AC14|1.0|#|#|-----|1803|---|C|50.0|Y|
2009.0|121|1.0|EE96CD68-A55C-F043-2A2C-FB158AEFF583|1.0|@|@|@|5500|---|D|50.0|Y|
2009.0|121|2.0|001B9F5A-DA4B-5F09-B02E-1658677B01E2|1.0|#|#|-----|1803|---|C|50.0|Y|
2009.0|122|1.0|5CCB867B-84C4-8AC4-4933-5B93A22C2C59|1.0|@|@|@|5500|---|D|50.0|Y|
2009.0|122|2.0|6585B190-74AC-733B-AB6B-6A170F3C7510|1.0|#|#|-----|1803|---|C|50.0|Y|
2009.0|123|1.0|41699EE4-826A-F732-B159-3412932862AC|1.0|@|@|@|5500|---|D|50.0|Y|
2009.0|123|2.0|2AF06BCE-7A61-3E1C-7CE0-C018E3F5CBD8|1.0|#|#|-----|1803|---|C|50.0|Y|
2009.0|124|1.0|C2AC0369-55BD-506E-6233-791877F91A63|1.0|@|@|@|5500|---|D|8.43|Y|
2009.0|124|2.0|C0CD9A48-F7AE-FCD8-C426-AA6DE8DFB199|1.0|#|#|-----|1803|---|C|8.43|Y|
2009.0|125|1.0|6C95627E-32C4-D39C-8DA4-78BF531796B3|1.0|@|@|@|5500|---|D|50.0|Y|
2009.0|125|2.0|79CE9DD4-1FAB-21B8-FBAF-1ACEEFA29866|1.0|#|#|-----|1803|---|C|50.0|Y|
2009.0|126|1.0|EBD63656-941F-F9F0-8FEC-FA72772B9B3C|1.0|@|@|@|5500|---|D|50.0|Y|
2009.0|126|2.0|2C75E66B-4F40-9A23-21CD-02640B013075|1.0|#|#|-----|1803|---|C|50.0|Y|
2009.0|127|1.0|69093D54-5E31-664C-A3E9-A2C963E9A4D2|1.0|@|@|@|5500|---|D|35.0|Y|
2009.0|127|2.0|81369DE7-C5F8-4DB3-8002-818C8E86CD6C|1.0|#|#|-----|1803|---|C|35.0|Y|
2009.0|128|1.0|B5286740-6082-50ED-6448-89CD5FC675BB|1.0|@|@|@|5500|---|D|20.5|Y|
2009.0|128|2.0|D110823B-3006-5252-CCF8-677DEF8C3559|1.0|#|#|-----|1803|---|C|20.5|Y|
2009.0|129|1.0|589D3854-79D7-5D8D-BF90-B6E139669E14|1.0|@|@|@|5500|---|D|2.0|Y|
2009.0|129|2.0|ECD058BE-51F4-8B7F-9F49-724B00E555D8|1.0|#|#|-----|1803|---|C|2.0|Y|
2009.0|130|1.0|9E052CFF-8497-FD3E-E05E-A75B082413FB|1.0|@|@|@|5500|---|D|33.6|Y|
2009.0|130|2.0|CBF33AA8-09F1-0F01-69E0-31E23F2AF83B|1.0|#|#|-----|1803|---|C|33.6|Y|
2009.0|131|1.0|2148376F-0694-7EA8-8786-C91355E3650A|1.0|@|@|@|5500|---|D|30.4|Y|
2009.0|131|2.0|471EA82F-972B-F789-2ED0-4891C9479435|1.0|#|#|-----|1803|---|C|30.4|Y|
2010.0|000|1.0|28ED3C76-0D35-8BFB-ACDD-099FE0241DAA|2.0|@|@|@|5500|---|D|0.0|Y|
2010.0|000|2.0|14A75EE4-A1A3-E990-4243-AA862C9E8460|2.0|#|#|-----|1803|---|C|0.0|Y|
2010.0|001|1.0|BBFF8E32-E4F2-E4F4-E843-FE6104B21E4E|2.0|@|@|@|5500|---|D|3.13|Y|
2010.0|001|2.0|F60F7C05-5AC7-0F92-C06E-3654FDF29053|2.0|#|#|-----|1803|---|C|3.13|Y|
2010.0|002|1.0|7855D1CE-4686-295A-3091-67CA3C15A2AB|2.0|@|@|@|5500|---|D|3.8|Y|
2010.0|002|2.0|7CB83E55-106F-FFF1-81C4-BBD545F4D956|2.0|#|#|-----|1803|---|C|2.0|Y|
2010.0|002|3.0|7A8B276D-1CEC-AD06-C6CB-46743C6CA309|2.0|BL|1031400|-----|1803|---|C|1.8|Y|
2010.0|003|1.0|367D44D2-D2E7-5C30-96AA-667AD13A0999|2.0|@|@|@|5500|---|D|4.0|Y|
2010.0|003|2.0|893933F0-F236-1916-9DC0-965E08DED202|2.0|#|#|-----|1803|---|C|4.0|Y|
2010.0|004|1.0|14B8654C-AD1B-9735-A6A7-BBB23631B559|2.0|@|@|@|5500|---|D|4.92|Y|
2010.0|004|2.0|16FA6763-1D86-C67F-1D6B-BC0FB2808904|2.0|#|#|-----|1803|---|C|4.92|Y|
2010.0|005|1.0|97DDD77E-4E8C-CEFB-165A-01D0037A26B1|2.0|@|@|@|5500|---|D|5.0|Y|
2010.0|005|2.0|ADC4CD8B-BC53-5EF2-C66B-9684CE2382BB|2.0|#|#|-----|1803|---|C|5.0|Y|
2010.0|006|1.0|12C54301-20F9-AAEA-025E-0327FD61FA4B|2.0|@|@|@|5500|---|D|5.28|Y|
2010.0|006|2.0|38CB4503-02F5-3283-6028-7BFFDF4E16BF|2.0|#|#|-----|1803|---|C|5.28|Y|
2010.0|007|1.0|0417BAA0-76ED-9B0A-1E04-1731FBDD2B36|2.0|@|@|@|5500|---|D|5.54|Y|
2010.0|007|2.0|331E91A1-18DA-3567-74FE-38D10817E6CB|2.0|#|#|-----|1803|---|C|5.54|Y|
2010.0|008|1.0|9B5FAF6A-5EF1-088F-8570-1969108D48AF|2.0|@|@|@|5500|---|D|6.0|Y|
2010.0|008|2.0|D3EB4F1A-1FF8-A69A-6E84-FC7E05BA5326|2.0|#|#|-----|1803|---|C|6.0|Y|
2010.0|009|1.0|EF1AEB8E-430C-EB37-5AA3-984C614EBCAC|2.0|@|@|@|5500|---|D|6.4|Y|
2010.0|009|2.0|46C7D1FE-320A-B174-E732-313AA5FA07A8|2.0|#|#|-----|1803|---|C|6.4|Y|
2010.0|010|1.0|21CF6D78-BD70-5678-51BA-CAA540FE9B6D|2.0|@|@|@|5500|---|D|7.0|Y|
2010.0|010|2.0|B5424A38-E4BE-5BD9-20F1-3EB909C38548|2.0|#|#|-----|1803|---|C|7.0|Y|
2010.0|011|1.0|8893C15E-A817-8D8A-BC74-77EA8120EDA9|2.0|@|@|@|5500|---|D|7.45|Y|
2010.0|011|2.0|AB8EC862-EDFC-B3A8-0E7C-FA370EF41506|2.0|#|#|-----|1803|---|C|7.45|Y|
2010.0|012|1.0|2F3EC3FF-4487-9099-CE76-860812B6476D|2.0|@|@|@|5500|---|D|7.64|Y|
2010.0|012|2.0|C3C24DFC-6AFF-92B1-EEE8-65DFC02E1E5C|2.0|#|#|-----|1803|---|C|7.64|Y|
2010.0|013|1.0|8B4040ED-013D-B9F3-8FD7-1A794C6D60D2|2.0|@|@|@|5500|---|D|7.8|Y|
2010.0|013|2.0|17BA0930-4B8D-DC7F-07DF-A3E46140FBD1|2.0|#|#|-----|1803|---|C|7.8|Y|
2010.0|014|1.0|E5318031-1072-89B4-C490-A34BB681EF90|2.0|@|@|@|5500|---|D|8.0|Y|
2010.0|014|2.0|1FD6405F-A12E-CCBE-1696-B22F6D6A90D8|2.0|#|#|-----|1803|---|C|8.0|Y|
2010.0|015|1.0|A4F4DCBD-0617-FE39-5630-4D80AF3A4EAD|2.0|@|@|@|5500|---|D|8.64|Y|
2010.0|015|2.0|184B79C5-47F1-4A0B-AB4C-83A1FB680C55|2.0|#|#|-----|1803|---|C|8.64|Y|
2010.0|016|1.0|97D4B717-8A3E-5D64-80D8-A6F97CB7EB18|2.0|@|@|@|5500|---|D|9.0|Y|
2010.0|016|2.0|A033C949-720F-06BF-3A61-BBAD9CD669D3|2.0|#|#|-----|1803|---|C|9.0|Y|
2010.0|017|1.0|F6EA0617-D350-AC2D-3004-0695B62616CD|2.0|@|@|@|5500|---|D|9.8|Y|
2010.0|017|2.0|90209EA8-B13B-9AA2-4567-869DA61731AC|2.0|#|#|-----|1803|---|C|9.8|Y|
2010.0|018|1.0|F6F96B6C-4893-D34C-1026-2D92351F8D3B|2.0|@|@|@|5500|---|D|10.0|Y|
2010.0|018|2.0|4C738D77-916C-85E1-A1D2-CA8D6060251E|2.0|#|#|-----|1803|---|C|10.0|Y|
2010.0|019|1.0|14537D4A-1BA8-B431-5FDB-98CDE2F3EE68|2.0|@|@|@|5500|---|D|10.95|Y|
2010.0|019|2.0|95E39A3A-8657-295C-325B-CC4786B92885|2.0|#|#|-----|1803|---|C|10.95|Y|
2010.0|020|1.0|0DFC9399-8604-4BDB-39F0-B12E33E5693F|2.0|@|@|@|5500|---|D|11.0|Y|
2010.0|020|2.0|FD394516-CCD5-FC2C-A5FA-3380779B5D5D|2.0|#|#|-----|1803|---|C|11.0|Y|
2010.0|021|1.0|81FEBB82-B83F-136A-433E-66F44307107B|2.0|@|@|@|5500|---|D|11.11|Y|
2010.0|021|2.0|90350449-3968-DCF1-AED9-CD472D0C854A|2.0|#|#|-----|1803|---|C|11.11|Y|
2010.0|022|1.0|FDD61B18-787A-AE7A-B3F1-EA9B8088B2CE|2.0|@|@|@|5500|---|D|11.14|Y|
2010.0|022|2.0|C72D1813-12DD-8FCC-09E7-4488EE97B347|2.0|#|#|-----|1803|---|C|11.14|Y|
2010.0|023|1.0|8A59AEA5-E5BB-3F04-B3C1-A9C65CC32942|2.0|@|@|@|5500|---|D|11.5|Y|
2010.0|023|2.0|755A6606-8B5E-D11C-C93C-72F85CD6F231|2.0|#|#|-----|1803|---|C|11.5|Y|
2010.0|024|1.0|DD1B2CF4-3B19-A2B0-1941-1510C6F0C008|2.0|@|@|@|5500|---|D|12.0|Y|
2010.0|024|2.0|AADA593E-ED9F-67B7-CC83-F919EF2169A8|2.0|#|#|-----|1803|---|C|12.0|Y|
2010.0|025|1.0|AE1A31E8-39B1-EB36-52A1-BCEA0DD879CC|2.0|@|@|@|5500|---|D|12.46|Y|
2010.0|025|2.0|BC9561E1-ADA7-5B89-6C3D-12FF04E3A194|2.0|#|#|-----|1803|---|C|12.46|Y|
2010.0|026|1.0|1D402B19-B8BF-234C-1BAD-77FB807379FB|2.0|@|@|@|5500|---|D|12.5|Y|
2010.0|026|2.0|975382EA-C6E9-EE50-87A9-CE87448EAD82|2.0|#|#|-----|1803|---|C|12.5|Y|
2010.0|027|1.0|989E2C60-E518-12E1-B7B1-72FD413FE74D|2.0|@|@|@|5500|---|D|12.54|Y|
2010.0|027|2.0|889A5E21-572D-3448-F9D4-C9DA3D90DA27|2.0|#|#|-----|1803|---|C|12.54|Y|
2010.0|028|1.0|A543604F-E98F-BC94-FC96-8A3984B90AE6|2.0|@|@|@|5500|---|D|12.78|Y|
2010.0|028|2.0|D444581C-2EE0-7E45-EE69-6263D97EE0F4|2.0|#|#|-----|1803|---|C|12.78|Y|
2010.0|029|1.0|C02DBE90-5D29-14D6-951A-3DA8BAEB264A|2.0|@|@|@|5500|---|D|13.0|Y|
2010.0|029|2.0|BCD2EE8C-F391-A793-D2F0-7D9EF554C06D|2.0|#|#|-----|1803|---|C|13.0|Y|
2010.0|030|1.0|774B8FCF-CA94-3B2A-FCD4-C1F1911A5D29|2.0|@|@|@|5500|---|D|14.0|Y|
2010.0|030|2.0|9F18CBC8-6457-DE76-611A-6DFB5D431DB5|2.0|#|#|-----|1803|---|C|14.0|Y|
2010.0|031|1.0|A25CC133-97C4-69A9-8EF5-E3DC7B80192E|2.0|@|@|@|5500|---|D|15.0|Y|
2010.0|031|2.0|2F6769EE-5CD1-889C-E9CB-2159AA01FB4D|2.0|#|#|-----|1803|---|C|15.0|Y|
2010.0|032|1.0|FE273A7A-68D5-8CA6-52D6-81CB507CBB60|2.0|@|@|@|5500|---|D|15.92|Y|
2010.0|032|2.0|C9B4A0FF-455B-D90F-FD72-4CA95E6FFAB1|2.0|#|#|-----|1803|---|C|15.92|Y|
2010.0|033|1.0|4B7ED638-E764-B245-273B-5D7B1360B77F|2.0|@|@|@|5500|---|D|16.0|Y|
2010.0|033|2.0|B132ED1E-6CB7-968A-6275-62ECE563E7C8|2.0|#|#|-----|1803|---|C|16.0|Y|
2010.0|034|1.0|7DF2546E-3DFD-6714-BF8E-56FCAD73E9BF|2.0|@|@|@|5500|---|D|16.19|Y|
2010.0|034|2.0|CE06F836-9D0E-C7B2-D3A5-78538165FF0A|2.0|#|#|-----|1803|---|C|16.19|Y|
2010.0|035|1.0|00F1928F-4A08-3952-C807-06EB87596206|2.0|@|@|@|5500|---|D|17.0|Y|
2010.0|035|2.0|FCA85D0F-FFDF-7025-D257-64CD27AFDBF8|2.0|#|#|-----|1803|---|C|17.0|Y|
2010.0|036|1.0|6CAD4739-05BD-B9B7-60C7-180A7ED3EA34|2.0|@|@|@|5500|---|D|17.33|Y|
2010.0|036|2.0|0BC6DDAA-F066-E431-C76B-782AB35B1CAA|2.0|#|#|-----|1803|---|C|17.33|Y|
2010.0|037|1.0|22A61202-2B75-E2FC-7F5F-B318DD839C76|2.0|@|@|@|5500|---|D|17.34|Y|
2010.0|037|2.0|D5508BEF-7559-9CE0-F475-27DA86B60175|2.0|#|#|-----|1803|---|C|17.34|Y|
2010.0|038|1.0|2BAB1F79-71AA-E898-A38D-10D81B16E096|2.0|@|@|@|5500|---|D|17.44|Y|
2010.0|038|2.0|B71B2D1B-4556-FBF9-0AF6-62864FA5FCA0|2.0|#|#|-----|1803|---|C|17.44|Y|
2010.0|039|1.0|AAC80BA6-2FBE-F00C-F74B-1D3C51AD1146|2.0|@|@|@|5500|---|D|18.0|Y|
2010.0|039|2.0|AB7D9A15-86F9-F309-7116-9AA6C1266DA5|2.0|#|#|-----|1803|---|C|18.0|Y|
2010.0|040|1.0|9BC4CA7B-8D64-FA7F-26CF-482D71DB6D41|2.0|@|@|@|5500|---|D|18.18|Y|
2010.0|040|2.0|0EEE5E45-7788-ABF5-018F-AF1D4939B56E|2.0|#|#|-----|1803|---|C|18.18|Y|
2010.0|041|1.0|2C2E76F4-C35A-80BF-2D23-1DC6B7A0C5E6|2.0|@|@|@|5500|---|D|20.0|Y|
2010.0|041|2.0|0C96A39D-A4BF-4BAF-5DBD-56E6711130C2|2.0|#|#|-----|1803|---|C|20.0|Y|
2010.0|042|1.0|97862F5C-9F34-8442-9BC3-FA2672D38BBE|2.0|@|@|@|5500|---|D|20.12|Y|
2010.0|042|2.0|3C4307B6-C9EE-0B2F-59EA-464F7C74AE78|2.0|#|#|-----|1803|---|C|20.12|Y|
2010.0|043|1.0|DD0F7ADE-25EC-7EB6-898E-D54E7D9E12F9|2.0|@|@|@|5500|---|D|20.6|Y|
2010.0|043|2.0|313F2D7B-6155-9D56-4E24-DAD78A04332D|2.0|#|#|-----|1803|---|C|20.6|Y|
2010.0|044|1.0|C7DBC649-679C-8342-6328-FA1DBDD38DCE|2.0|@|@|@|5500|---|D|20.66|Y|
2010.0|044|2.0|8E2B1660-69BD-4EF6-B56F-67D31D8FC8C9|2.0|#|#|-----|1803|---|C|20.66|Y|
2010.0|045|1.0|BADAB7E1-ABDB-EBE6-5AD6-DBCF7BCCCA0B|2.0|@|@|@|5500|---|D|20.73|Y|
2010.0|045|2.0|EC15F9FB-168F-CCD1-FC0C-C4E6ACE31DBD|2.0|#|#|-----|1803|---|C|20.73|Y|
2010.0|046|1.0|9379FFF6-9545-CBC1-7167-0FD716ECB14C|2.0|@|@|@|5500|---|D|21.33|Y|
2010.0|046|2.0|1FBCEEE7-FC7A-5605-FD0B-5B740E7F75B0|2.0|#|#|-----|1803|---|C|21.33|Y|
2010.0|047|1.0|9CEE574C-70AA-BB51-1C3A-2E48870A9A37|2.0|@|@|@|5500|---|D|21.8|Y|
2010.0|047|2.0|689535D8-D2EF-C21B-CA4F-2B62E3574C09|2.0|#|#|-----|1803|---|C|21.8|Y|
2010.0|048|1.0|69726BC7-5C14-50D9-2025-30D1CF28A8FD|2.0|@|@|@|5500|---|D|22.0|Y|
2010.0|048|2.0|7FEFA02B-3CF6-0D0A-90D6-5CB92AD44C38|2.0|#|#|-----|1803|---|C|22.0|Y|
2010.0|049|1.0|BC5265A9-7789-9254-11E3-988282068CFC|2.0|@|@|@|5500|---|D|22.26|Y|
2010.0|049|2.0|EF4496E2-1810-ECE8-7158-0504CD8B56C7|2.0|#|#|-----|1803|---|C|22.26|Y|
2010.0|050|1.0|99DB1E61-CE7D-911A-A134-1025376CCA57|2.0|@|@|@|5500|---|D|23.0|Y|
2010.0|050|2.0|5A08CCC8-6AEA-6E47-813F-47D5A8EAA933|2.0|#|#|-----|1803|---|C|23.0|Y|
2010.0|051|1.0|A46D7BC4-FA19-9244-F31E-DF3A22AA179B|2.0|@|@|@|5500|---|D|23.5|Y|
2010.0|051|2.0|BF40530A-DBBA-D58C-CDD2-DA13FC8FCC8E|2.0|#|#|-----|1803|---|C|23.5|Y|
2010.0|052|1.0|363142AA-F92B-B6FE-2A00-3BF0E8002BE7|2.0|@|@|@|5500|---|D|23.73|Y|
2010.0|052|2.0|97C8D605-9C1B-4411-BE16-ECE1CED7789A|2.0|#|#|-----|1803|---|C|23.73|Y|
2010.0|053|1.0|DA51F4E9-0E6B-C6CF-1D34-C1286DB597DB|2.0|@|@|@|5500|---|D|24.2|Y|
2010.0|053|2.0|08183424-1546-C174-0BF9-628AA2D7F501|2.0|#|#|-----|1803|---|C|24.2|Y|
2010.0|054|1.0|51EE80EA-412A-7B6E-F4F1-7C8805DEA303|2.0|@|@|@|5500|---|D|25.0|Y|
2010.0|054|2.0|FAC79C47-7E26-5C7E-33C9-782730767ED3|2.0|#|#|-----|1803|---|C|25.0|Y|
2010.0|055|1.0|D7CDB0F6-93AA-0329-61AC-1910AE247959|2.0|@|@|@|5500|---|D|25.3|Y|
2010.0|055|2.0|92554C95-FEB7-FB25-A8C7-A0FACCBFD389|2.0|#|#|-----|1803|---|C|25.3|Y|
2010.0|056|1.0|1C0F7AF5-75E7-228C-4326-20F595B73A54|2.0|@|@|@|5500|---|D|26.0|Y|
2010.0|056|2.0|23032C2B-D02B-06D1-9E87-13E76FE3012B|2.0|#|#|-----|1803|---|C|26.0|Y|
2010.0|057|1.0|113F7F37-689E-989F-68D8-527FB2579A13|2.0|@|@|@|5500|---|D|26.2|Y|
2010.0|057|2.0|9C2B35E1-98D2-C7EF-DE0F-C29C77893534|2.0|#|#|-----|1803|---|C|26.2|Y|
2010.0|058|1.0|315AFE5F-5D4C-3E43-AF31-D660D8966590|2.0|@|@|@|5500|---|D|26.4|Y|
2010.0|058|2.0|CF9D0DB1-D592-5D89-FB18-CDE634F2A59B|2.0|#|#|-----|1803|---|C|26.4|Y|
2010.0|059|1.0|404FF564-AEA2-4C56-65E2-0F818C9D501E|2.0|@|@|@|5500|---|D|26.5|Y|
2010.0|059|2.0|E750D494-12CC-4B0C-CEC5-3A88B33E4AE1|2.0|#|#|-----|1803|---|C|26.5|Y|
2010.0|060|1.0|8347C690-166B-E6C4-7CEB-C46B4D37BD43|2.0|@|@|@|5500|---|D|27.0|Y|
2010.0|060|2.0|C3CC653B-27B3-11F2-6FB1-DE6B6DB18D71|2.0|#|#|-----|1803|---|C|27.0|Y|
2010.0|061|1.0|73F2858C-D0A5-6274-B2DD-3F02D02A514E|2.0|@|@|@|5500|---|D|27.3|Y|
2010.0|061|2.0|96E999C3-27F2-A213-CF37-D039665550DF|2.0|#|#|-----|1803|---|C|27.3|Y|
2010.0|062|1.0|3411976A-898B-44F3-1964-83B0319256F6|2.0|@|@|@|5500|---|D|27.7|Y|
2010.0|062|2.0|E2B7D729-5DB0-CBDB-DB18-008937240929|2.0|#|#|-----|1803|---|C|27.7|Y|
2010.0|063|1.0|33DB58AB-ECB8-8EA0-14CE-1D0565FCFF28|2.0|@|@|@|5500|---|D|28.0|Y|
2010.0|063|2.0|FEBA160F-A488-78C4-0173-0162DB3358B2|2.0|#|#|-----|1803|---|C|28.0|Y|
2010.0|064|1.0|661BD7BE-66CE-A65A-772D-14B56E124C77|2.0|@|@|@|5500|---|D|28.66|Y|
2010.0|064|2.0|0C9C3862-69E4-E430-1F1E-6FD9245DF024|2.0|#|#|-----|1803|---|C|28.66|Y|
2010.0|065|1.0|413264DE-7B3E-BE84-C332-6B017E72EB0A|2.0|@|@|@|5500|---|D|28.76|Y|
2010.0|065|2.0|6A507636-5422-A8EB-1BCA-13C50F4720B7|2.0|#|#|-----|1803|---|C|28.76|Y|
2010.0|066|1.0|87CBA683-2C4A-2BB0-6C65-C1081007138F|2.0|@|@|@|5500|---|D|28.8|Y|
2010.0|066|2.0|720AE4DD-682D-5EA4-AD5E-F3A3CD7BFE88|2.0|#|#|-----|1803|---|C|28.8|Y|
2010.0|067|1.0|120403BC-BCCA-3FA6-794E-612E5C164596|2.0|@|@|@|5500|---|D|29.0|Y|
2010.0|067|2.0|7428DEBC-F7FA-136C-BFDD-C1BA3E6A597D|2.0|#|#|-----|1803|---|C|29.0|Y|
2010.0|068|1.0|BFD15FA6-0275-7075-0FC2-022561661D19|2.0|@|@|@|5500|---|D|30.0|Y|
2010.0|068|2.0|5A6F8501-CB2B-5B46-A311-78DF94BC79F8|2.0|#|#|-----|1803|---|C|30.0|Y|
2010.0|069|1.0|DF5F4997-89CA-CE08-2266-85909B3988AB|2.0|@|@|@|5500|---|D|30.1|Y|
2010.0|069|2.0|9EA7BBBF-F5B4-2505-96A3-D6EC79ABD23C|2.0|#|#|-----|1803|---|C|30.1|Y|
2010.0|070|1.0|713F1646-1021-1EDA-D2E6-08412ADBFEFE|2.0|@|@|@|5500|---|D|30.2|Y|
2010.0|070|2.0|5D634E9A-031F-EE7B-9640-7CF701CB03F2|2.0|#|#|-----|1803|---|C|30.2|Y|
2010.0|071|1.0|AAB791CB-C705-019E-477F-FD985593294A|2.0|@|@|@|5500|---|D|30.7|Y|
2010.0|071|2.0|9E8332EE-76A6-E52D-F756-66ADA63DD984|2.0|#|#|-----|1803|---|C|30.7|Y|
2010.0|072|1.0|7D6F4222-7D12-3CB2-EB65-73412B32851C|2.0|@|@|@|5500|---|D|31.0|Y|
2010.0|072|2.0|00EA848B-41C0-5678-1004-E68EFBC84A51|2.0|#|#|-----|1803|---|C|31.0|Y|
2010.0|073|1.0|B43C5627-40E2-EAA5-F68E-8B11198765A7|2.0|@|@|@|5500|---|D|31.3|Y|
2010.0|073|2.0|0BA34206-4393-327A-DA44-C41E5A464088|2.0|#|#|-----|1803|---|C|31.3|Y|
2010.0|074|1.0|E88415C6-1D2F-D15E-FB6A-16629D1BF7B9|2.0|@|@|@|5500|---|D|31.33|Y|
2010.0|074|2.0|A2A4782C-8E01-6B8F-2649-039A7533F4AD|2.0|#|#|-----|1803|---|C|31.33|Y|
2010.0|075|1.0|42D425C7-4331-BD75-2DAF-41D0453A56D4|2.0|@|@|@|5500|---|D|31.48|Y|
2010.0|075|2.0|6B3B033F-78B6-6DC0-1DA5-F603023A459D|2.0|#|#|-----|1803|---|C|31.48|Y|
2010.0|076|1.0|FCC29592-E884-C9D3-D3C4-CD4450D9422F|2.0|@|@|@|5500|---|D|31.5|Y|
2010.0|076|2.0|3A078242-4429-547C-193A-E4A503F6C86B|2.0|#|#|-----|1803|---|C|31.5|Y|
2010.0|077|1.0|4CE1F0AF-1E43-1CED-60D8-C8474A1D8D74|2.0|@|@|@|5500|---|D|32.0|Y|
2010.0|077|2.0|09306F71-AF32-8761-A6D8-6A076E87AF2C|2.0|#|#|-----|1803|---|C|32.0|Y|
2010.0|078|1.0|C944147B-EB1E-7498-B72E-30019564732A|2.0|@|@|@|5500|---|D|32.57|Y|
2010.0|078|2.0|D5AE4155-0B1E-9126-1359-2B2FEDFB32A0|2.0|#|#|-----|1803|---|C|32.57|Y|
2010.0|079|1.0|863258B2-6ECA-CF90-020B-9751751C2EAF|2.0|@|@|@|5500|---|D|32.8|Y|
2010.0|079|2.0|09939D16-B00B-789D-9B34-298B9A6F7796|2.0|#|#|-----|1803|---|C|32.8|Y|
