kemid|sec_id|regis_cd|hldg_lot_nbr|hldg_ip_ind|hldg_units|hldg_cost|hldg_acqd_dt|hldg_prior_acrd_inc|hldg_acrd_inc_due|last_tran_dt|obj_id|ver_nbr|
038SC01010|99PSTF018|0AI|1.0|I|1128.0|1128.0|20091201000000|0.24|0.0|20091201000000|84114A077EB7D38EE0404F8189D83D5B|1.0|
046G007720|99BTIP011|0CP|1.0|P|1000.0|20000.0|20090626000000|0.0|0.0|20090626000000|8B3609E91D6A4C7EE0404F8189D87414|1.0|
046G007720|99BTIP011|0CP|2.0|P|200.0|3500.0|20090827000000|0.0|0.0|20090827000000|8B3609E91D6B4C7EE0404F8189D87414|1.0|
046G007720|99BTIP011|0CP|3.0|P|300.0|6400.0|20080930000000|0.0|0.0|20080930000000|8B3609E91D6C4C7EE0404F8189D87414|1.0|
046G007720|99PLTF021|0CP|1.0|P|174632.0|189629.52|20080725000000|0.0|0.0|20090825000000|84114A077EB8D38EE0404F8189D83D5B|1.0|
099PLTF013|99PLTF997|0CP|1.0|P|1.0161235E8|1.265310034E8|20091027000000|0.0|0.0|20091130000000|84114A077EB9D38EE0404F8189D83D5B|1.0|
099PLTF021|99PLTF997|0CP|1.0|P|1.229456642E9|1.527150615E9|20091130000000|0.0|0.0|20091130000000|84114A077EBAD38EE0404F8189D83D5B|1.0|
099PLTF997|023184203|0OP|1.0|P|1550.0|3875.0|20070126000000|0.0|0.0|20070126000000|84114A077EBBD38EE0404F8189D83D5B|1.0|
099PLTF997|04314Z998|0OP|1.0|P|45600.0|329574.43|20070125000000|0.0|0.0|20070125000000|84114A077EBCD38EE0404F8189D83D5B|1.0|
099PLTF997|610313108|0OP|1.0|P|284072.0|1073159.9|20070125000000|36929.36|0.0|20071231000000|84114A077EBDD38EE0404F8189D83D5B|1.0|
099PLTF997|99ALPHTL4|0ZP|1.0|P|7.987124244E7|7.987124244E7|20070125000000|0.0|0.0|20090819000000|84114A077EC0D38EE0404F8189D83D5B|1.0|
099PLTF997|99ARTIS28|0ZP|1.0|P|3.212913248E7|3.212913247E7|20070125000000|0.0|0.0|20090227000000|84114A077EC4D38EE0404F8189D83D5B|1.0|
099PLTF997|99BERNST8|0ZP|1.0|P|4.1E7|4.1E7|20090430000000|0.0|0.0|20090819000000|84114A077EC7D38EE0404F8189D83D5B|1.0|
099PLTF997|99BGI0014|0ZP|1.0|P|3.423344471E7|3.423345037E7|20080815000000|0.0|0.0|20090227000000|84114A077EC8D38EE0404F8189D83D5B|1.0|
099PLTF997|99CHAMP14|0FP|1.0|P|16264.0|16264.0|20090928000000|0.0|0.0|20091125000000|84114A077ED1D38EE0404F8189D83D5B|1.0|
099PLTF997|99CHAMP22|0FP|1.0|P|3.12107546E7|3.12107546E7|20091125000000|0.0|0.0|20091125000000|84114A077ED2D38EE0404F8189D83D5B|1.0|
099PLTF997|99CHAMPL0|0FP|1.0|P|2732685.08|2732685.08|20091029000000|0.0|0.0|20091125000000|84114A077ED3D38EE0404F8189D83D5B|1.0|
099PLTF997|99CLIFTN0|0ZP|1.0|P|1.4017797E7|1.4017797E7|20081203000000|0.0|0.0|20090916000000|84114A077ED5D38EE0404F8189D83D5B|1.0|
099PLTF997|99CRM0014|0KP|1.0|P|4.249434559E7|4.249434559E7|20090928000000|0.0|0.0|20091125000000|84114A077EDDD38EE0404F8189D83D5B|1.0|
099PLTF997|99CRM0022|0KP|1.0|P|2879503.23|2879503.23|20091125000000|0.0|0.0|20091125000000|84114A077EDED38EE0404F8189D83D5B|1.0|
099PLTF997|99CRM0030|0KP|1.0|P|14860.0|14860.0|20090928000000|0.0|0.0|20091125000000|84114A077EDFD38EE0404F8189D83D5B|1.0|
099PLTF997|99DFAEME0|0ZP|1.0|P|1.0E7|1.0E7|20090126000000|0.0|0.0|20090126000000|84114A077EE2D38EE0404F8189D83D5B|1.0|
099PLTF997|99DIMFND9|0ZP|1.0|P|5.8E7|5.8E7|20090430000000|0.0|0.0|20090430000000|84114A077EE3D38EE0404F8189D83D5B|1.0|
099PLTF997|99LOOMI12|0WP|1.0|P|3.592731253E7|3.592731253E7|20090827000000|0.0|0.0|20091125000000|84114A077F07D38EE0404F8189D83D5B|1.0|
099PLTF997|99LOOMI20|0WP|1.0|P|1282992.53|1282992.53|20091125000000|0.0|0.0|20091125000000|84114A077F08D38EE0404F8189D83D5B|1.0|
099PLTF997|99LOOMI38|0WP|1.0|P|853106.79|853106.79|20091125000000|0.0|0.0|20091125000000|84114A077F09D38EE0404F8189D83D5B|1.0|
099PLTF997|99LOOMI46|0WP|1.0|P|5579251.08|5579251.08|20091125000000|0.0|0.0|20091125000000|84114A077F0AD38EE0404F8189D83D5B|1.0|
099PLTF997|99LOOMI53|0WP|1.0|P|215537.32|215537.32|20091125000000|0.0|0.0|20091125000000|84114A077F0BD38EE0404F8189D83D5B|1.0|
099PLTF997|99PIMCO00|0YP|1.0|P|3.802614808E7|3.802614808E7|20090330000000|0.0|0.0|20091125000000|84114A077F19D38EE0404F8189D83D5B|1.0|
099PLTF997|99PIMCO26|0YP|1.0|P|9168348.69|9168348.69|20091125000000|0.0|0.0|20091125000000|84114A077F1AD38EE0404F8189D83D5B|1.0|
099PLTF997|99PIMCO34|0YP|1.0|P|529860.37|529860.37|20091125000000|0.0|0.0|20091125000000|84114A077F1BD38EE0404F8189D83D5B|1.0|
099PLTF997|99PIMCO42|0YP|1.0|P|2.251894035E7|2.251894035E7|20091125000000|0.0|0.0|20091125000000|84114A077F1CD38EE0404F8189D83D5B|1.0|
099PLTF997|99SNYDE28|0SP|1.0|P|2395271.22|2395271.22|20091029000000|0.0|0.0|20091125000000|84114A077F2BD38EE0404F8189D83D5B|1.0|
099PLTF997|99SNYDE36|0SP|1.0|P|26389.0|26389.0|20091029000000|0.0|0.0|20091125000000|84114A077F2CD38EE0404F8189D83D5B|1.0|
099PLTF997|99SNYDER3|0SP|1.0|P|6.09803863E7|6.09803863E7|20091125000000|0.0|0.0|20091125000000|84114A077F2DD38EE0404F8189D83D5B|1.0|
099PLTF997|99STKPLS8|0ZP|1.0|P|5.037591935E7|5.037591935E7|20070125000000|0.0|0.0|20090629000000|84114A077F30D38EE0404F8189D83D5B|1.0|
099PLTF997|99TEMP010|0QP|1.0|P|6.493353872E7|6.493353872E7|20090827000000|0.0|0.0|20091125000000|84114A077F36D38EE0404F8189D83D5B|1.0|
099PLTF997|99TEMP028|0QP|1.0|P|3615635.26|3615635.26|20091125000000|0.0|0.0|20091125000000|84114A077F37D38EE0404F8189D83D5B|1.0|
099PLTF997|99TEMP036|0QP|1.0|P|159720.0|159720.0|20090626000000|0.0|0.0|20091125000000|84114A077F38D38EE0404F8189D83D5B|1.0|
099PLTF997|99WILBL16|0DP|1.0|P|5747.0|5747.0|20090928000000|0.0|0.0|20091125000000|84114A077F44D38EE0404F8189D83D5B|1.0|
099PLTF997|99WILBL24|0DP|1.0|P|3.829961314E7|3.829961314E7|20091125000000|0.0|0.0|20091125000000|84114A077F45D38EE0404F8189D83D5B|1.0|
099PLTF997|99WILBLR9|0DP|1.0|P|714837.06|714837.06|20091125000000|0.0|0.0|20091125000000|84114A077F46D38EE0404F8189D83D5B|1.0|
099PLTF997|REPEQF011|REP|1.0|P|2426585.0|1344385.4|20080930000000|0.0|0.0|20080930000000|84114A077F47D38EE0404F8189D83D5B|1.0|
099PLTF997|REPEQF029|REP|1.0|P|1.0|450000.0|20080930000000|0.0|0.0|20080930000000|84114A077F48D38EE0404F8189D83D5B|1.0|
099PLTF997|REPEQF037|REP|1.0|P|1.0|222200.0|20080930000000|0.0|0.0|20080930000000|84114A077F49D38EE0404F8189D83D5B|1.0|
099PLTF997|REPEQF045|REP|1.0|P|7724.35|429083.35|20080930000000|0.0|0.0|20080930000000|84114A077F4AD38EE0404F8189D83D5B|1.0|
909BTIP011|3133X8AS1|0TP|1.0|P|525000.0|557675.99|20080207000000|0.0|0.0|20080207000000|84114A077F4BD38EE0404F8189D83D5B|1.0|
909BTIP011|3133XLDW0|0TP|1.0|P|350000.0|350000.0|20070627000000|1549.18|0.0|20080623000000|84114A077F4CD38EE0404F8189D83D5B|1.0|
909BTIP011|36966RV94|0TP|1.0|P|440000.0|440000.0|20080227000000|0.0|0.0|20080227000000|84114A077F4DD38EE0404F8189D83D5B|1.0|
909BTIP011|464287176|0TP|1.0|P|5000.0|519804.0|20050729000000|0.0|0.0|20090102000000|84114A077F4ED38EE0404F8189D83D5B|1.0|
909BTIP011|464287176|0TP|2.0|P|10000.0|1055100.0|20051025000000|0.0|10896.5001|20080116000000|84114A077F4FD38EE0404F8189D83D5B|1.0|
909BTIP011|464287176|0TP|3.0|P|4000.0|436000.0|20080207000000|0.0|0.0|20080207000000|84114A077F50D38EE0404F8189D83D5B|1.0|
909BTIP011|464287176|0TP|4.0|P|7500.0|799402.5|20080829000000|0.0|0.0|20080829000000|84114A077F51D38EE0404F8189D83D5B|1.0|
909BTIP011|464287176|0TP|5.0|P|2500.0|256733.0|20081007000000|0.0|0.0|20081007000000|84114A077F52D38EE0404F8189D83D5B|1.0|
909BTIP011|464287440|0TP|1.0|P|1839.0|157087.4|20050729000000|0.0|0.0|20091106000000|84114A077F53D38EE0404F8189D83D5B|1.0|
909BTIP011|464287440|0TP|2.0|P|3680.0|312100.8|20051025000000|0.0|2101.42693|20090213000000|84114A077F54D38EE0404F8189D83D5B|1.0|
909BTIP011|464287440|0TP|3.0|P|2760.0|246528.72|20080829000000|0.0|0.0|20090213000000|84114A077F55D38EE0404F8189D83D5B|1.0|
909BTIP011|464287440|0TP|4.0|P|1721.0|153588.74|20081007000000|0.0|0.0|20090213000000|84114A077F56D38EE0404F8189D83D5B|1.0|
909BTIP011|464287457|0TP|1.0|P|1874.0|151756.52|20050729000000|0.0|0.0|20091207000000|84114A077F57D38EE0404F8189D83D5B|1.0|
909BTIP011|464287457|0TP|2.0|P|3749.0|302993.05|20051025000000|0.0|2032.72382|20090213000000|84114A077F58D38EE0404F8189D83D5B|1.0|
909BTIP011|464287457|0TP|3.0|P|2187.0|182614.5|20080207000000|0.0|0.0|20090213000000|84114A077F59D38EE0404F8189D83D5B|1.0|
909BTIP011|464287457|0TP|4.0|P|5312.0|441560.01|20080829000000|0.0|0.0|20090213000000|84114A077F5AD38EE0404F8189D83D5B|1.0|
909BTIP011|464287457|0TP|5.0|P|1878.0|157025.02|20081007000000|0.0|0.0|20090213000000|84114A077F5BD38EE0404F8189D83D5B|1.0|
909BTIP011|650094CD5|0TP|1.0|P|400000.0|395848.0|19980512000000|133.88|0.0|20080716000000|84114A077F5CD38EE0404F8189D83D5B|1.0|
909BTIP011|717081AR4|0TP|1.0|P|380000.0|393345.6|20080227000000|0.0|0.0|20080227000000|84114A077F5DD38EE0404F8189D83D5B|1.0|
909BTIP011|71713UAL6|0TP|1.0|P|100000.0|118937.5|20001129000000|800.2|0.0|20080615000000|84114A077F5ED38EE0404F8189D83D5B|1.0|
909BTIP011|8447HBAC6|0TP|1.0|P|400000.0|393000.0|20010228000000|2367.7|0.0|20080615000000|84114A077F5FD38EE0404F8189D83D5B|1.0|
909BTIP011|S99990558|0TP|1.0|P|0.01|0.01|20041207000000|0.0|0.0|20080826000000|84114A077F60D38EE0404F8189D83D5B|1.0|
909ETIP018|04314Z998|0EP|1.0|P|12500.0|200000.0|19980813000000|0.0|0.0|20000522000000|84114A077F61D38EE0404F8189D83D5B|1.0|
909ETIP018|04314Z998|0EP|2.0|P|12500.0|0.0|20000522000000|0.0|0.0|20000101000000|84114A077F62D38EE0404F8189D83D5B|1.0|
909ETIP018|09253U108|0EP|1.0|P|10200.0|316200.0|20070629000000|3060.0|0.0|20071216000000|84114A077F63D38EE0404F8189D83D5B|1.0|
909ETIP018|09253U108|0EP|2.0|P|10000.0|243305.0|20070828000000|0.0|0.0|20080206000000|84114A077F64D38EE0404F8189D83D5B|1.0|
909ETIP018|09253U108|0EP|5.0|P|10000.0|188182.0|20080207000000|0.0|0.0|20080207000000|84114A077F65D38EE0404F8189D83D5B|1.0|
909ETIP018|09253U108|0EP|6.0|P|9800.0|144079.6|20091130000000|0.0|0.0|20091130000000|84114A077F66D38EE0404F8189D83D5B|1.0|
909ETIP018|165167107|0EP|1.0|P|6666.0|52528.08|20021230000000|0.0|0.0|20091015000000|84114A077F67D38EE0404F8189D83D5B|1.0|
909ETIP018|165167107|0EP|2.0|P|6666.0|49995.0|20021230000000|0.0|675.0|20080429000000|84114A077F68D38EE0404F8189D83D5B|1.0|
909ETIP018|165167107|0EP|3.0|P|6668.0|71147.56|20030930000000|0.0|675.0|20080429000000|84114A077F69D38EE0404F8189D83D5B|1.0|
909ETIP018|17275R102|0EP|1.0|P|7000.0|0.0|20000330000000|0.0|0.0|20050415000000|84114A077F6AD38EE0404F8189D83D5B|1.0|
909ETIP018|17275R102|0EP|2.0|P|7000.0|17888.88|19940729000000|0.0|0.0|20000101000000|84114A077F6BD38EE0404F8189D83D5B|1.0|
909ETIP018|17275R102|0EP|3.0|P|11000.0|198770.0|20050415000000|0.0|0.0|20000101000000|84114A077F6CD38EE0404F8189D83D5B|1.0|
909ETIP018|21036P108|0EP|1.0|P|25000.0|349532.5|20090825000000|0.0|0.0|20090825000000|84114A077F6DD38EE0404F8189D83D5B|1.0|
909ETIP018|21036P108|0EP|2.0|P|10000.0|170799.0|20091125000000|0.0|0.0|20091125000000|84114A077F6ED38EE0404F8189D83D5B|1.0|
909ETIP018|251566105|0EP|1.0|P|50000.0|815480.0|20060607000000|0.0|0.0|20060607000000|84114A077F6FD38EE0404F8189D83D5B|1.0|
909ETIP018|254687106|0EP|1.0|P|13000.0|264517.5|20081125000000|0.0|0.0|20081125000000|84114A077F70D38EE0404F8189D83D5B|1.0|
909ETIP018|254687106|0EP|2.0|P|7000.0|129255.0|20090327000000|0.0|0.0|20090327000000|84114A077F71D38EE0404F8189D83D5B|1.0|
909ETIP018|254687106|0EP|3.0|P|5000.0|150144.0|20091125000000|0.0|0.0|20091125000000|84114A077F72D38EE0404F8189D83D5B|1.0|
909ETIP018|26874Q100|0EP|1.0|P|7500.0|137863.75|20020715000000|187.5|0.0|20071221000000|84114A077F73D38EE0404F8189D83D5B|1.0|
909ETIP018|26874Q100|0EP|2.0|P|7500.0|137863.75|19980811000000|0.0|0.0|20080109000000|84114A077F74D38EE0404F8189D83D5B|1.0|
909ETIP018|38141G104|0EP|1.0|P|5000.0|989750.0|20070327000000|1750.0|0.0|20071126000000|84114A077F75D38EE0404F8189D83D5B|1.0|
909ETIP018|40414L109|0EP|1.0|P|20000.0|291471.89|20070920000000|8900.0|0.0|20071119000000|84114A077F76D38EE0404F8189D83D5B|1.0|
909ETIP018|436440101|0EP|1.0|P|25000.0|528048.05|20070831000000|0.0|0.0|20080415000000|84114A077F77D38EE0404F8189D83D5B|1.0|
909ETIP018|436440101|0EP|2.0|P|5000.0|317284.5|20071128000000|0.0|0.0|20071128000000|84114A077F78D38EE0404F8189D83D5B|1.0|
909ETIP018|437076102|0EP|1.0|P|15000.0|557896.5|20020625000000|3375.0|0.0|20071214000000|84114A077F79D38EE0404F8189D83D5B|1.0|
909ETIP018|437076102|0EP|2.0|P|5000.0|177400.0|20040629000000|0.0|0.0|20080109000000|84114A077F7AD38EE0404F8189D83D5B|1.0|
909ETIP018|449934108|0EP|1.0|P|15000.0|381150.0|20060130000000|450.0|0.0|20071207000000|84114A077F7BD38EE0404F8189D83D5B|1.0|
909ETIP018|449934108|0EP|2.0|P|5000.0|106748.5|20080207000000|0.0|0.0|20080207000000|84114A077F7CD38EE0404F8189D83D5B|1.0|
909ETIP018|449934108|0EP|3.0|P|10000.0|133345.0|20090514000000|0.0|0.0|20090514000000|84114A077F7DD38EE0404F8189D83D5B|1.0|
909ETIP018|459902102|0EP|1.0|P|30000.0|788174.01|20050415000000|4200.0|0.0|20080107000000|84114A077F7ED38EE0404F8189D83D5B|1.0|
909ETIP018|46120E602|0EP|1.0|P|2500.0|317453.5|20090120000000|0.0|0.0|20090120000000|84114A077F7FD38EE0404F8189D83D5B|1.0|
909ETIP018|46120E602|0EP|2.0|P|1500.0|145875.0|20090327000000|0.0|0.0|20090327000000|84114A077F80D38EE0404F8189D83D5B|1.0|
909ETIP018|532457108|0EP|1.0|P|15000.0|895200.0|20020625000000|6375.0|0.0|20071210000000|84114A077F81D38EE0404F8189D83D5B|1.0|
909ETIP018|594918104|0EP|1.0|P|15999.0|409574.4|20030819000000|2200.0|0.0|20091125000000|84114A077F82D38EE0404F8189D83D5B|1.0|
909ETIP018|594918104|0EP|2.0|P|11999.0|332252.31|20040126000000|0.0|0.0|20091125000000|84114A077F83D38EE0404F8189D83D5B|1.0|
909ETIP018|594918104|0EP|3.0|P|12002.0|292968.82|20060523000000|0.0|0.0|20091125000000|84114A077F84D38EE0404F8189D83D5B|1.0|
909ETIP018|61166W101|0EP|1.0|P|10000.0|714800.0|20090730000000|0.0|0.0|20090730000000|84114A077F85D38EE0404F8189D83D5B|1.0|
909ETIP018|61166W101|0EP|2.0|P|2000.0|159958.6|20091125000000|0.0|0.0|20091125000000|84114A077F86D38EE0404F8189D83D5B|1.0|
909ETIP018|62886E108|0EP|2.0|P|10000.0|231439.14|20071128000000|0.0|0.0|20071128000000|84114A077F87D38EE0404F8189D83D5B|1.0|
909ETIP018|713448108|0EP|1.0|P|9333.0|176259.68|19940630000000|0.0|0.0|20100104000000|84114A077F88D38EE0404F8189D83D5B|1.0|
909ETIP018|713448108|0EP|2.0|P|3111.0|116188.07|19971112000000|0.0|2250.0|20090120000000|84114A077F89D38EE0404F8189D83D5B|1.0|
909ETIP018|713448108|0EP|3.0|P|1556.0|55778.71|19980217000000|0.0|750.0|20090120000000|84114A077F8AD38EE0404F8189D83D5B|1.0|
909ETIP018|73935X740|0EP|1.0|P|20000.0|323600.0|20060223000000|0.0|0.0|20060223000000|84114A077F8BD38EE0404F8189D83D5B|1.0|
909ETIP018|73935X740|0EP|2.0|P|15000.0|128676.0|20090514000000|0.0|0.0|20090514000000|84114A077F8CD38EE0404F8189D83D5B|1.0|
909ETIP018|742718109|0EP|1.0|P|12000.0|364800.0|20051025000000|5118.75|0.0|20090120000000|84114A077F8DD38EE0404F8189D83D5B|1.0|
909ETIP018|755111507|0EP|1.0|P|10000.0|391200.0|20010530000000|3825.0|0.0|20090120000000|84114A077F8ED38EE0404F8189D83D5B|1.0|
909ETIP018|88076W103|0EP|1.0|P|10000.0|262121.86|20071030000000|0.0|0.0|20071030000000|84114A077F8FD38EE0404F8189D83D5B|1.0|
909ETIP018|88076W103|0EP|2.0|P|10000.0|207085.0|20090514000000|0.0|0.0|20090514000000|84114A077F90D38EE0404F8189D83D5B|1.0|
909ETIP018|911312106|0EP|1.0|P|10000.0|724320.0|20050415000000|4200.0|0.0|20080103000000|84114A077F91D38EE0404F8189D83D5B|1.0|
909ETIP018|911312106|0EP|2.0|P|5000.0|286739.5|20091125000000|0.0|0.0|20091125000000|84114A077F92D38EE0404F8189D83D5B|1.0|
909ETIP018|931422109|0EP|1.0|P|15000.0|522271.5|20080207000000|0.0|0.0|20080207000000|84114A077F93D38EE0404F8189D83D5B|1.0|
909ETIP018|94106L109|0EP|1.0|P|20000.0|601388.0|20081117000000|0.0|0.0|20081117000000|84114A077F94D38EE0404F8189D83D5B|1.0|
909ETIP018|94973V107|0EP|1.0|P|15000.0|585345.0|20041229000000|0.0|0.0|20060607000000|84114A077F95D38EE0404F8189D83D5B|1.0|
909ETIP018|H8817H100|0EP|1.0|P|4115.0|104504.28|20081231000000|0.0|0.0|20090929000000|84114A077F96D38EE0404F8189D83D5B|1.0|
909ETIP018|H8817H100|0EP|2.0|P|5885.0|280244.3|20081231000000|0.0|0.0|20090929000000|84114A077F97D38EE0404F8189D83D5B|1.0|
909ETIP018|S99990558|0EP|1.0|P|0.01|0.01|20041207000000|0.0|0.0|20041207000000|84114A077F98D38EE0404F8189D83D5B|1.0|
