fin_coa_cd|org_cd|cgprpsl_nbr|obj_id|ver_nbr|cgawd_prm_org_ind|row_actv_ind|
BL|PSY|12695.0|12E3D852ED3D9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|12719.0|12E3D852ED3E9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|12803.0|12E3D852ED3F9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|12830.0|12E3D852ED409D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|12832.0|12E3D852ED419D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|12880.0|12E3D852ED429D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|12903.0|12E3D852ED439D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|12907.0|12E3D852ED449D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|12955.0|12E3D852ED459D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|12956.0|12E3D852ED469D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|12966.0|12E3D852ED479D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|13033.0|12E3D852ED489D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|13055.0|12E3D852ED499D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|13056.0|12E3D852ED4A9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|13104.0|12E3D852ED4B9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|13105.0|12E3D852ED4C9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|13106.0|12E3D852ED4D9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|13123.0|12E3D852ED4E9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|13171.0|12E3D852ED4F9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|13177.0|12E3D852ED509D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|13208.0|12E3D852ED519D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|13257.0|12E3D852ED529D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|13286.0|12E3D852ED539D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|13321.0|12E3D852ED549D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|13322.0|12E3D852ED559D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|13444.0|12E3D852ED569D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|13500.0|12E3D852ED579D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|13520.0|12E3D852ED589D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|13544.0|12E3D852ED599D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|13636.0|12E3D852ED5A9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|13679.0|12E3D852ED5B9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|13755.0|12E3D852ED5C9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|13770.0|12E3D852ED5D9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|13772.0|12E3D852ED5E9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|13901.0|12E3D852ED5F9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|13906.0|12E3D852ED609D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|13912.0|12E3D852ED619D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|13933.0|12E3D852ED629D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|13936.0|12E3D852ED639D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|13944.0|12E3D852ED649D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|13958.0|12E3D852ED659D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|13963.0|12E3D852ED669D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|14020.0|12E3D852ED679D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|14038.0|12E3D852ED689D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|14041.0|12E3D852ED699D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|14085.0|12E3D852ED6A9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|14097.0|12E3D852ED6B9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|14109.0|12E3D852ED6C9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|14113.0|12E3D852ED6D9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|14274.0|12E3D852ED6E9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|14280.0|12E3D852ED6F9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|14309.0|12E3D852ED709D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|14316.0|12E3D852ED719D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|14398.0|12E3D852ED729D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|14447.0|12E3D852ED739D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|14486.0|12E3D852ED749D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|14494.0|12E3D852ED759D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|14495.0|12E3D852ED769D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|14642.0|12E3D852ED779D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|14643.0|12E3D852ED789D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|14649.0|12E3D852ED799D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|14654.0|12E3D852ED7A9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|14655.0|12E3D852ED7B9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|14657.0|12E3D852ED7C9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|14659.0|12E3D852ED7D9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|14712.0|12E3D852ED7E9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|14715.0|12E3D852ED7F9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|14717.0|12E3D852ED809D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|14749.0|12E3D852ED819D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|14760.0|12E3D852ED829D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|14886.0|12E3D852ED839D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|14931.0|12E3D852ED849D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|14998.0|12E3D852ED859D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15000.0|12E3D852ED869D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15011.0|12E3D852ED879D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15017.0|12E3D852ED889D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15083.0|12E3D852ED899D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15099.0|12E3D852ED8A9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15135.0|12E3D852ED8B9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15171.0|12E3D852ED8C9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15172.0|12E3D852ED8D9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15193.0|12E3D852ED8E9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15202.0|12E3D852ED8F9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15203.0|12E3D852ED909D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15206.0|12E3D852ED919D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15221.0|12E3D852ED929D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15244.0|12E3D852ED939D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15245.0|12E3D852ED949D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15248.0|12E3D852ED959D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15354.0|12E3D852ED969D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15417.0|12E3D852ED979D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15418.0|12E3D852ED989D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15484.0|12E3D852ED999D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15493.0|12E3D852ED9A9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15547.0|12E3D852ED9B9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15552.0|12E3D852ED9C9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15556.0|12E3D852ED9D9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15579.0|12E3D852ED9E9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15602.0|12E3D852ED9F9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15604.0|12E3D852EDA09D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15607.0|12E3D852EDA19D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15658.0|12E3D852EDA29D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15669.0|12E3D852EDA39D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15696.0|12E3D852EDA49D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15710.0|12E3D852EDA59D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15718.0|12E3D852EDA69D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15725.0|12E3D852EDA79D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15726.0|12E3D852EDA89D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15728.0|12E3D852EDA99D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15729.0|12E3D852EDAA9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15730.0|12E3D852EDAB9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15732.0|12E3D852EDAC9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15733.0|12E3D852EDAD9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15741.0|12E3D852EDAE9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15750.0|12E3D852EDAF9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15811.0|12E3D852EDB09D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15923.0|12E3D852EDB19D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15924.0|12E3D852EDB29D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|15932.0|12E3D852EDB39D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|16000.0|12E3D852EDB49D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|16070.0|12E3D852EDB59D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|16119.0|12E3D852EDB69D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|16147.0|12E3D852EDB79D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|16157.0|12E3D852EDB89D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|16159.0|12E3D852EDB99D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|16185.0|12E3D852EDBA9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|16256.0|12E3D852EDBB9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|16293.0|12E3D852EDBC9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|16298.0|12E3D852EDBD9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|16326.0|12E3D852EDBE9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|16327.0|12E3D852EDBF9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|16395.0|12E3D852EDC09D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|16640.0|12E3D852EDC19D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|16641.0|12E3D852EDC29D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|16706.0|12E3D852EDC39D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|16709.0|12E3D852EDC49D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|16781.0|12E3D852EDC59D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|16883.0|12E3D852EDC69D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|17028.0|12E3D852EDC79D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|17108.0|12E3D852EDC89D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|17264.0|12E3D852EDC99D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|17302.0|12E3D852EDCA9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|17317.0|12E3D852EDCB9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|17320.0|12E3D852EDCC9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|17370.0|12E3D852EDCD9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|17371.0|12E3D852EDCE9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|17373.0|12E3D852EDCF9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|17596.0|12E3D852EDD09D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|17599.0|12E3D852EDD19D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|17604.0|12E3D852EDD29D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|17618.0|12E3D852EDD39D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|17650.0|12E3D852EDD49D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|17708.0|12E3D852EDD59D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|17714.0|12E3D852EDD69D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|17746.0|12E3D852EDD79D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|17773.0|12E3D852EDD89D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|17781.0|12E3D852EDD99D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|17802.0|12E3D852EDDA9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|17855.0|12E3D852EDDB9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|17858.0|12E3D852EDDC9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|17865.0|12E3D852EDDD9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|17884.0|12E3D852EDDE9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|17895.0|12E3D852EDDF9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|17896.0|12E3D852EDE09D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|17897.0|12E3D852EDE19D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|17960.0|12E3D852EDE29D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|17984.0|12E3D852EDE39D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|18029.0|12E3D852EDE49D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|18032.0|12E3D852EDE59D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|18119.0|12E3D852EDE69D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|18164.0|12E3D852EDE79D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|18190.0|12E3D852EDE89D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|18204.0|12E3D852EDE99D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|18206.0|12E3D852EDEA9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|18207.0|12E3D852EDEB9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|18226.0|12E3D852EDEC9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|18254.0|12E3D852EDED9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|18282.0|12E3D852EDEE9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|18311.0|12E3D852EDEF9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|18315.0|12E3D852EDF09D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|18483.0|12E3D852EDF19D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|18575.0|12E3D852EDF29D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|18584.0|12E3D852EDF39D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|18648.0|12E3D852EDF49D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|18689.0|12E3D852EDF59D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|18813.0|12E3D852EDF69D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|18815.0|12E3D852EDF79D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|18827.0|12E3D852EDF89D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|18836.0|12E3D852EDF99D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|18844.0|12E3D852EDFA9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|18849.0|12E3D852EDFB9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|18883.0|12E3D852EDFC9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|18894.0|12E3D852EDFD9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|18911.0|12E3D852EDFE9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|18940.0|12E3D852EDFF9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|18941.0|12E3D852EE009D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|18944.0|12E3D852EE019D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|18946.0|12E3D852EE029D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|18962.0|12E3D852EE039D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|18964.0|12E3D852EE049D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|19027.0|12E3D852EE059D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|19089.0|12E3D852EE069D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|19090.0|12E3D852EE079D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|19122.0|12E3D852EE089D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|19183.0|12E3D852EE099D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|19184.0|12E3D852EE0A9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|19201.0|12E3D852EE0B9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|19206.0|12E3D852EE0C9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|19214.0|12E3D852EE0D9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|19215.0|12E3D852EE0E9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|19256.0|12E3D852EE0F9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|19296.0|12E3D852EE109D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|19338.0|12E3D852EE119D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|19363.0|12E3D852EE129D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|19395.0|12E3D852EE139D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|19404.0|12E3D852EE149D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|19405.0|12E3D852EE159D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|19406.0|12E3D852EE169D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|19491.0|12E3D852EE179D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|19492.0|12E3D852EE189D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|19493.0|12E3D852EE199D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|19494.0|12E3D852EE1A9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|19495.0|12E3D852EE1B9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|19539.0|12E3D852EE1C9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|19542.0|12E3D852EE1D9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|19543.0|12E3D852EE1E9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|19560.0|12E3D852EE1F9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|19562.0|12E3D852EE209D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|19617.0|12E3D852EE219D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|19747.0|12E3D852EE229D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|19783.0|12E3D852EE239D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|19837.0|12E3D852EE249D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|19876.0|12E3D852EE259D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|19965.0|12E3D852EE269D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|19972.0|12E3D852EE279D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|20071.0|12E3D852EE289D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|20101.0|12E3D852EE299D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|20320.0|12E3D852EE2A9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|20351.0|12E3D852EE2B9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|20366.0|12E3D852EE2C9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|20377.0|12E3D852EE2D9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|20433.0|12E3D852EE2E9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|20436.0|12E3D852EE2F9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|20442.0|12E3D852EE309D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|20448.0|12E3D852EE319D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|20457.0|12E3D852EE329D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|20497.0|12E3D852EE339D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|20520.0|12E3D852EE349D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|20565.0|12E3D852EE359D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|20620.0|12E3D852EE369D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|20624.0|12E3D852EE379D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|20663.0|12E3D852EE389D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|20686.0|12E3D852EE399D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|20710.0|12E3D852EE3A9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|20752.0|12E3D852EE3B9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|20760.0|12E3D852EE3C9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|20788.0|12E3D852EE3D9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|20941.0|12E3D852EE3E9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|20949.0|12E3D852EE3F9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|20952.0|12E3D852EE409D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|21059.0|12E3D852EE419D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|21072.0|12E3D852EE429D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|21073.0|12E3D852EE439D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|21106.0|12E3D852EE449D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|21154.0|12E3D852EE459D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|21156.0|12E3D852EE469D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|21184.0|12E3D852EE479D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|21185.0|12E3D852EE489D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|21301.0|12E3D852EE499D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|21305.0|12E3D852EE4A9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|21326.0|12E3D852EE4B9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|21333.0|12E3D852EE4C9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|21350.0|12E3D852EE4D9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|21365.0|12E3D852EE4E9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|21462.0|12E3D852EE4F9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|21479.0|12E3D852EE509D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|21492.0|12E3D852EE519D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|21493.0|12E3D852EE529D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|21512.0|12E3D852EE539D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|21514.0|12E3D852EE549D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|21515.0|12E3D852EE559D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|21570.0|12E3D852EE569D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|21613.0|12E3D852EE579D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|21614.0|12E3D852EE589D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|21622.0|12E3D852EE599D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|21648.0|12E3D852EE5A9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|21659.0|12E3D852EE5B9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|21661.0|12E3D852EE5C9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|21733.0|12E3D852EE5D9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|21784.0|12E3D852EE5E9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|21874.0|12E3D852EE5F9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|21929.0|12E3D852EE609D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|21930.0|12E3D852EE619D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|21936.0|12E3D852EE629D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|22046.0|12E3D852EE639D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|22084.0|12E3D852EE649D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|22099.0|12E3D852EE659D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|22121.0|12E3D852EE669D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|22215.0|12E3D852EE679D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|22251.0|12E3D852EE689D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|22293.0|12E3D852EE699D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|22306.0|12E3D852EE6A9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|22426.0|12E3D852EE6B9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|22452.0|12E3D852EE6C9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|22607.0|12E3D852EE6D9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|22617.0|12E3D852EE6E9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|22642.0|12E3D852EE6F9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|22724.0|12E3D852EE709D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|22789.0|12E3D852EE719D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|22791.0|12E3D852EE729D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|22805.0|12E3D852EE739D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|22807.0|12E3D852EE749D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|22841.0|12E3D852EE759D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|22845.0|12E3D852EE769D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|22916.0|12E3D852EE779D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|22974.0|12E3D852EE789D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|22989.0|12E3D852EE799D14E043814FD8819D14|1.0|Y|Y|
