univ_fiscal_yr|fin_coa_cd|account_nbr|sub_acct_nbr|fin_object_cd|fin_sub_obj_cd|fin_balance_typ_cd|fin_obj_typ_cd|acln_annl_bal_amt|fin_beg_bal_ln_amt|contr_gr_bb_ac_amt|mo1_acct_ln_amt|mo2_acct_ln_amt|mo3_acct_ln_amt|mo4_acct_ln_amt|mo5_acct_ln_amt|mo6_acct_ln_amt|mo7_acct_ln_amt|mo8_acct_ln_amt|mo9_acct_ln_amt|mo10_acct_ln_amt|mo11_acct_ln_amt|mo12_acct_ln_amt|mo13_acct_ln_amt|timestamp|
2009.0|BL|2331474|-----|4700|---|EX|EX|0.0|30.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2331474|-----|5000|---|BB|EX|0.0|370.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2331474|-----|5000|---|CB|EX|0.0|370.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2331474|-----|5000|---|EX|EX|0.0|97.28|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2331474|-----|5017|---|AC|EX|-3.99|0.0|0.0|0.0|-3.99|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2331474|-----|5017|---|EX|EX|0.0|133.07|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2331474|-----|5760|---|BB|EX|0.0|630.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2331474|-----|5760|---|CB|EX|0.0|630.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2331474|-----|8000|---|AC|AS|62371.94|11598.11|0.0|778.0|61506.9|87.04|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2331474|-----|9041|---|AC|LI|0.0|80.09|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2331474|-----|9050|---|AC|LI|0.0|2626.42|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2331474|-----|9892|---|EX|FB|0.0|260.35|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2331474|-----|9899|---|AC|FB|0.0|8891.6|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2331475|-----|0110|---|BB|IN|0.0|93000.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2331475|-----|0110|---|CB|IN|0.0|93000.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2331475|-----|5000|---|BB|EX|0.0|93000.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2331475|-----|5000|---|CB|EX|0.0|93000.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2331475|-----|8000|---|AC|AS|0.0|93724.83|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2331475|-----|9899|---|AC|FB|0.0|93724.83|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2331482|-----|9899|---|AC|FB|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2331489|-----|4308|---|AC|EX|-0.66|0.0|0.0|0.0|0.0|-0.66|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2331489|-----|5027|---|AC|EX|-19.32|0.0|0.0|0.0|0.0|-19.32|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2331489|-----|5870|---|AC|EX|-632.8|0.0|0.0|0.0|0.0|-632.8|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2331489|-----|8000|---|AC|AS|652.78|2679.03|0.0|0.0|0.0|652.78|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2331489|-----|9050|---|AC|LI|0.0|1070.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2331489|-----|9899|---|AC|FB|0.0|1609.03|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2331491|-----|0110|---|BB|IN|0.0|32000.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2331491|-----|0110|---|CB|IN|0.0|32000.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2331491|-----|1699|---|AC|TI|31773.0|0.0|0.0|0.0|31773.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2331491|-----|5000|---|BB|EX|0.0|32000.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2331491|-----|5000|---|CB|EX|0.0|32000.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2331491|-----|8000|---|AC|AS|31773.0|30429.07|0.0|0.0|31773.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2331491|-----|9899|---|AC|FB|0.0|30429.07|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2631468|-----|8000|---|AC|AS|0.0|3783.47|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2631468|-----|9899|---|AC|FB|0.0|3783.47|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2823205|-----|8000|---|AC|AS|0.0|13384.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2823205|-----|9899|---|AC|FB|0.0|13384.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2823270|-----|8000|---|AC|AS|0.0|12953.51|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2823270|-----|9899|---|AC|FB|0.0|12953.51|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2931407|-----|8000|---|AC|AS|0.0|395.66|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2931407|-----|9899|---|AC|FB|0.0|395.66|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2931408|-----|8000|---|AC|AS|0.0|405.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2931408|-----|9899|---|AC|FB|0.0|405.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2931410|-----|4110|---|AC|EX|1.64|0.0|0.0|0.0|1.64|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2931410|-----|8000|---|AC|AS|-1.64|7114.7|0.0|0.0|-1.64|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2931410|-----|9050|---|AC|LI|0.0|719.03|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2931410|-----|9899|---|AC|FB|0.0|6395.67|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2931411|-----|8000|---|AC|AS|0.0|403.64|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2931411|-----|9899|---|AC|FB|0.0|403.64|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2931417|-----|1800|---|AC|IN|2933.77|0.0|0.0|2933.77|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2931417|-----|4110|---|AC|EX|0.13|0.0|0.0|0.0|0.13|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2931417|-----|8000|---|AC|AS|2933.64|6333.2|0.0|2933.77|-0.13|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2931417|-----|9899|---|AC|FB|0.0|6333.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2931467|-----|9899|---|AC|FB|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2931476|-----|0110|---|BB|IN|0.0|38000.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2931476|-----|0110|---|CB|IN|0.0|38000.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2931476|-----|1699|---|AC|TI|3000.0|0.0|0.0|0.0|0.0|3000.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2931476|-----|1699|---|BB|IN|0.0|25000.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2931476|-----|1699|---|CB|IN|0.0|25000.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2931476|-----|2010|---|BB|EX|0.0|24787.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2931476|-----|2010|---|CB|EX|0.0|24787.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2931476|-----|5000|---|BB|EX|0.0|33236.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2931476|-----|5000|---|CB|EX|0.0|33236.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2931476|-----|5625|---|BB|EX|0.0|3242.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2931476|-----|5625|---|CB|EX|0.0|3242.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2931476|-----|5760|---|BB|EX|0.0|1735.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2931476|-----|5760|---|CB|EX|0.0|1735.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2931476|-----|8000|---|AC|AS|3000.0|38826.63|0.0|0.0|0.0|3000.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2931476|-----|9899|---|AC|FB|0.0|38826.63|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2931493|-----|8000|---|AC|AS|0.0|485.46|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2931493|-----|9899|---|AC|FB|0.0|485.46|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2931497|-----|8000|---|AC|AS|0.0|1306.64|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|2931497|-----|9899|---|AC|FB|0.0|1306.64|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031401|-----|1000|---|CB|IN|0.0|0.0|-72881.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031401|-----|1180|---|AC|IN|0.0|0.0|-2533.97|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031401|-----|1800|---|AC|IN|0.0|0.0|196640.81|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031401|-----|1800|---|CB|IN|0.0|0.0|266987.84|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031401|-----|2000|---|AC|EX|0.0|0.0|74049.99|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031401|-----|2000|---|CB|EX|0.0|0.0|74398.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031401|-----|2300|---|AC|EX|0.0|0.0|21150.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031401|-----|2300|---|CB|EX|0.0|0.0|26304.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031401|-----|3000|---|AC|EX|0.0|0.0|6308.33|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031401|-----|4035|---|AC|EX|0.0|0.0|-14.99|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031401|-----|4061|---|AC|EX|0.0|0.0|-50.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031401|-----|4086|---|AC|EX|0.0|0.0|-14.79|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031401|-----|4100|---|AC|EX|0.0|0.0|-34.8|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031401|-----|4110|---|AC|EX|0.0|0.0|-64.77|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031401|-----|5000|---|AC|EX|0.0|0.0|8498.84|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031401|-----|5000|---|CB|EX|0.0|0.0|6307.25|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031401|-----|5027|---|AC|EX|0.0|0.0|-8.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031401|-----|5215|---|AC|EX|0.0|0.0|314.8|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031401|-----|5400|---|AC|EX|0.0|0.0|2365.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031401|-----|5400|---|CB|EX|0.0|0.0|2343.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031401|-----|5500|---|AC|EX|0.0|0.0|58970.6|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031401|-----|5500|---|CB|EX|0.0|0.0|58818.56|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031401|-----|5600|---|AC|EX|0.0|0.0|5855.38|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031401|-----|5600|---|CB|EX|0.0|0.0|5340.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031401|-----|5610|---|AC|EX|0.0|0.0|-166.92|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031401|-----|5700|---|AC|EX|0.0|0.0|1806.1|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031401|-----|5700|---|CB|EX|0.0|0.0|6323.96|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031401|-----|5760|---|AC|EX|0.0|0.0|2.26|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031401|-----|6000|---|AC|EX|0.0|0.0|15782.45|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031401|-----|6000|---|CB|EX|0.0|0.0|9194.07|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031401|-----|6100|---|AC|EX|0.0|0.0|-852.31|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031401|-----|7000|---|AC|EE|0.0|0.0|4573.8|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031401|-----|7000|---|CB|EE|0.0|0.0|5078.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031401|-----|7015|---|AC|EE|0.0|0.0|4573.8|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031401|-----|7032|---|AC|EE|0.0|0.0|-4573.8|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031401|-----|9923|---|AC|EX|0.0|0.0|-4080.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031401|-----|9930|---|AC|EX|0.0|0.0|-273.61|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031401|-----|9957|---|AC|EX|0.0|0.0|-10.52|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031402|-----|1180|---|AC|IN|0.0|0.0|149495.72|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031402|-----|1180|---|CB|IN|0.0|0.0|149495.72|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031402|-----|2370|---|AC|EX|0.0|0.0|1500.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031402|-----|2388|---|AC|EX|0.0|0.0|5241.6|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031402|-----|3000|---|AC|EX|0.0|0.0|10285.7|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031402|-----|3000|---|CB|EX|0.0|0.0|106210.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031402|-----|3500|---|AC|EX|0.0|0.0|27173.87|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031402|-----|3600|---|AC|EX|0.0|0.0|66.37|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031402|-----|3700|---|AC|EX|0.0|0.0|1575.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031402|-----|4010|---|AC|EX|0.0|0.0|2377.34|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031402|-----|4025|---|AC|EX|0.0|0.0|40.49|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031402|-----|4030|---|CB|EX|0.0|0.0|7624.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031402|-----|4035|---|AC|EX|0.0|0.0|6298.61|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031402|-----|4040|---|AC|EX|0.0|0.0|4.25|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031402|-----|4055|---|AC|EX|0.0|0.0|470.43|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031402|-----|4061|---|AC|EX|0.0|0.0|12929.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031402|-----|4061|---|CB|EX|0.0|0.0|10740.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031402|-----|4083|---|AC|EX|0.0|0.0|-103.36|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031402|-----|4086|---|AC|EX|0.0|0.0|636.84|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031402|-----|4086|---|CB|EX|0.0|0.0|2100.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031402|-----|4100|---|AC|EX|0.0|0.0|148.66|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031402|-----|4110|---|AC|EX|0.0|0.0|81.53|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031402|-----|4110|---|CB|EX|0.0|0.0|2313.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031402|-----|4115|---|AC|EX|0.0|0.0|562.76|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031402|-----|4116|---|AC|EX|0.0|0.0|233.6|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031402|-----|4126|---|AC|EX|0.0|0.0|22.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031402|-----|4166|---|AC|EX|0.0|0.0|669.47|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
2009.0|BL|4031402|-----|4200|---|AC|EX|0.0|0.0|2546.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20060914000000|
