cptlast_nbr|obj_id|ver_nbr|cptlast_desc|cptlast_typ_cd|cptlast_cond_cd|cptlast_crt_dt|cptlast_receive_dt|cptlast_ln_rtrn_dt|cptlast_loan_dt|ast_expctreturn_dt|fdoc_post_prd_cd|fdoc_post_yr|org_owner_acct_nbr|org_owner_coa_cd|cptlast_vendor_nm|cptlast_acq_typ_cd|cptlast_totcst_amt|cptlast_rplc_amt|cptlast_sale_prc|ast_est_sell_prc|cptlast_salvag_amt|campus_cd|bldg_cd|bldg_room_nbr|bldg_sub_room_nbr|ast_retir_coa_cd|ast_retir_acct_nbr|ast_retire_reas_cd|ast_retir_prd_cd|ast_retir_fscl_yr|cash_rcpt_fdoc_nbr|ast_depr_mthd1_cd|ast_estfabrcmpl_dt|ast_fabresttot_amt|trnfr_fnd_fdoc_nbr|ast_invn_stat_cd|cptlast_tag_nbr|cptlast_lstinvn_dt|org_invn_nm|cptlast_oldtag_nbr|cptlast_mfr_nm|cptlast_mfrmdl_nbr|cptlast_serial_nbr|ast_rep_unvl_id|cg_agency_nbr|ast_pd_case_nbr|ast_invn_scan_cd|cptl_ast_in_srvc_dt|cptl_ast_gov_tag_nbr|cptl_ast_ntl_stock_nbr|cptl_ast_land_cnty_nm|cptl_ast_land_acrg_sz|cptl_ast_land_prcl_nbr|cptl_ast_depr_dt|fin_obj_sub_typ_cd|ast_fabr_est_retn_yrs|
87566.0|45086F423F4DC1AAE043814FD881C1AA|1.0|THERMOGRAVIMETRIC ANALYZER|303|G|19890319000000|||||07|2009.0|1024797|BL|ADLER CORPORATION|N|14654.0|0.0|||0.0|BL|BL071|253||||||||SL||||A|IU011433|20061018000000|ANTONIA S ADLER|689791|ADLER CORPORATION|951|5748||||1|19890319000000||||||19890319000000|||
87754.0|45086F423F4EC1AAE043814FD881C1AA|1.0|UV OPTICAL ASSEMBLY FOR GENERATING 259-470|304|G|19890319000000|||||07|2009.0|1024797|BL|LAMM CORPORATION|N|10785.0|0.0|||0.0|BL|BL072|A713||||||||SL||||A|IU010963|20070116000000|DEBORAH M LAMM|689759|LAMM CORPORATION||9756||||1|19890319000000||||||19890319000000|||
88116.0|45086F423F4FC1AAE043814FD881C1AA|1.0|GRAVITY STERILIZER|457|G|19890319000000|||||07|2009.0|1024697|BL|MCKEE COMPANY|N|28946.0|0.0|||0.0|BL|BL109|099||||||||SL||||A|IU007666|20060910092027|MARCI E MCKEE|553963|MCKEE COMPANY|2031|R810558904||||1|19890319000000||||||19890319000000|||
90013.0|45086F423F50C1AAE043814FD881C1AA|1.0|SUPERCON HIGH|383|G|19890519000000|||||07|2009.0|1024797|BL|RICHERT CORPORATION|N|195980.0|0.0||0.0|0.0|BL|BL071|237||||||||SL||||A|IU010184|20060717131954|HELGA T RICHERT|673547|RICHERT CORPORATION|VXR400S|4163||||1|19890519000000||||||19890519000000|||
91427.0|45086F423F51C1AAE043814FD881C1AA|1.0|FLUORESCENCE/REFLECTOR/BARRIER/LENS COLLECTOR--POWER SUPPLY|155|G|19890719000000|||||07|2009.0|1024697|BL|MADIGAN CORPORATION|N|6629.0|0.0|||0.0|BL|BL101|050||||||||SL||||A|IU011826|20060915082917|CARMINE U MADIGAN|690067|MADIGAN CORPORATION|1100|226981||||1|19890719000000||||||19890719000000|||
91653.0|45086F423F52C1AAE043814FD881C1AA|1.0|INCUBATOR SHAKER|316|G|19890719000000|||||07|2009.0|1024697|BL|SHAVERS CORPORATION|N|5307.0|0.0|||0.0|BL|BL109|099||||9|01|2007.0||SL||||R|IU010016|20041019000000|MATHEW J SHAVERS|690013|SHAVERS CORPORATION|G25|880106778||||1|19890719000000||||||19890719000000|||
92815.0|45086F423F53C1AAE043814FD881C1AA|1.0|SUPER SPEED CENTRIFUGE|203|P|19890819000000|||||07|2009.0|1024697|BL|RINEHART CORPORATION|N|12600.0|0.0||0.0|0.0|BL|BL109|099||||||||SL||||A|IU009717|20060909092625|JAN E RINEHART|690039|RINEHART CORPORATION|RC2B|66034||||1|19890819000000||||||19890819000000|||
92819.0|45086F423F54C1AAE043814FD881C1AA|1.0|ULTRACENTRIFUGE ROTOR|485|G|19890819000000|||||07|2009.0|1024697|BL|HAMMETT CORPORATION|N|6125.0|0.0|||0.0|BL|BL109|099||||||||SL||||A|IU007656|20060909093031|KATHLEEN G HAMMETT|690043|HAMMETT CORPORATION|TV865|8413525||||1|19890819000000||||||19890819000000|||
92820.0|45086F423F55C1AAE043814FD881C1AA|1.0|ULTRACENTRIFUGE ROTOR|485|G|19890819000000|||||07|2009.0|1024697|BL|BARBEE CORPORATION|N|6450.0|0.0|||0.0|BL|BL109|099||||||||SL||||A|IU008482|20060909093150|DANA T BARBEE|690044|BARBEE CORPORATION|AH627|8411990||||1|19890819000000||||||19890819000000|||
92907.0|45086F423F56C1AAE043814FD881C1AA|1.0|ULTRA-LOW TEMPERATURE FREEZER/RECORDER|522|G|19890819000000|||||07|2009.0|1024697|BL|MORRISSEY CORPORATION|N|7209.0|0.0|||0.0|BL|BL109|099||||||||SL||||A|IU010019|20060910120008|HARLEY Z MORRISSEY|690061|MORRISSEY CORPORATION|HLT17V85|UY91355E||||1|19890819000000||||||19890819000000|||
93861.0|45086F423F57C1AAE043814FD881C1AA|1.0|AGARMATIC MEDIA STERILIZER DISPENSER DOLLY PLATFORM|457|G|19890919000000|||||07|2009.0|1024697|BL|DILLEY CORPORATION|N|9949.0|0.0|||0.0|BL|BL109|099||||||||SL||||A|IU009710|20060909091743|FOREST Y DILLEY|690082|DILLEY CORPORATION|A58|980818004||||1|19890919000000||||||19890919000000|||
94243.0|45086F423F58C1AAE043814FD881C1AA|1.0|CUSTOM VACUUM ATMOSPHERES GLOVEBOX|300|G|19890919000000|||||07|2009.0|1024797|BL|DINGLE CORPORATION|N|28768.0|0.0|||0.0|BL|BL071|A228||||||||SL||||A|IU011012|20060717130457|CHARLENE A DINGLE|673566|DINGLE CORPORATION|HE432|0148112092||||1|19890919000000||||||19890919000000|||
95153.0|45086F423F59C1AAE043814FD881C1AA|1.0|TETRAD DISSECTION SYSTEM|406|G|19891019000000|||||07|2009.0|1024697|BL|TINDALL CORPORATION|N|5358.0|0.0|||0.0|BL|BL109|099||||||||SL||||A|IU011715|20060910093559|DENISE J TINDALL|690107|TINDALL CORPORATION|RICTDM|121289||||1|19891019000000||||||19891019000000|||
95171.0|45086F423F5AC1AAE043814FD881C1AA|1.0|HELIUM CADMIUM LASER HEAD|304|P|19891019000000|||||07|2009.0|1024797|BL|WEATHERSPOON CORPORATION|N|11021.0|0.0||0.0|0.0|BL|BL072|A151||||||||SL||||A|IU010137|20060718073317|LILIANA A WEATHERSPOON|673593|WEATHERSPOON CORPORATION|356X|H2046||||1|19891019000000||||||19891019000000|||
95352.0|45086F423F5BC1AAE043814FD881C1AA|1.0|SPECTROMETER|401|G|19891019000000|||||07|2009.0|1024797|BL|BOURGEOIS COMPANY|N|29406.34|19239.0||0.0|0.0|BL|BL071|A228||||||||SL||||A|IU011019|20060717130355|JULES U BOURGEOIS|673603|BOURGEOIS COMPANY|510P|9000286||||1|19891019000000||||||19891019000000|||
96559.0|45086F423F5CC1AAE043814FD881C1AA|1.0|GROWTH CHAMBER|300|G|19891119000000|||||07|2009.0|1024697|BL|RAINBOLT COMPANY|N|8270.0|0.0|||0.0|BL|BL109|099||||||||SL||||A|IU011809|20060909075358|EDMUND R RAINBOLT|690028|RAINBOLT COMPANY|EF7|8J9486||||1|19891119000000||||||19891119000000|||
96560.0|45086F423F5DC1AAE043814FD881C1AA|1.0|GROWTH CHAMBER|300|G|19891119000000|||||07|2009.0|1024697|BL|CASTLE COMPANY|N|8270.0|0.0|||0.0|BL|BL109|099||||||||SL||||A|IU011808|20060909075351|LUCINDA O CASTLE|690040|CASTLE COMPANY|EF7|8J9487||||1|19891119000000||||||19891119000000|||
96765.0|45086F423F5EC1AAE043814FD881C1AA|1.0|POWER SUPPLY, FILAMENT PREHEAT (PH), AND POWER OPTION|426|G|19891119000000|||||07|2009.0|1024797|BL|COOPER CORPORATION|N|13210.0|0.0|||0.0|BL|BL072|A423|F|||||||SL||||A|IU011226|20060712080429|WILLIE W COOPER|673670|COOPER CORPORATION|DVR3000|C10732043||||1|19891119000000||||||19891119000000|||
96792.0|45086F423F5FC1AAE043814FD881C1AA|1.0|ARGON ION LASER|304|G|19891119000000|||||07|2009.0|1024797|BL|FRIESEN CORPORATION|N|45686.0|0.0||0.0|0.0|BX||||||||||SL||||A|IU011178|20070116000000|SHAUNA O FRIESEN|673680|FRIESEN CORPORATION|270|713||||1|19891119000000||||||19891119000000|||
98311.0|45086F423F60C1AAE043814FD881C1AA|1.0|CHEF DR II SYSTEM 120V|426|G|19900119000000|||||07|2009.0|1024697|BL|TRUE CORPORATION|N|5500.0|0.0|||0.0|BL|BL109|099||||||||SL||||A|IU011714|20060910092933|SIMON M TRUE|690188|TRUE CORPORATION|CHEFII|223B1430||||1|19900119000000||||||19900119000000|||
98312.0|45086F423F61C1AAE043814FD881C1AA|1.0|MICROSCOPE|403|G|19900119000000|||||07|2009.0|1024697|BL|TINKER CORPORATION|N|37403.0|0.0|||0.0|BL|BL109|099||||||||SL||||A|IU011717|20060909093943|GENA F TINKER|690189|TINKER CORPORATION|F84000|62257||||1|19900119000000||||||19900119000000|||
98323.0|45086F423F62C1AAE043814FD881C1AA|1.0|SPECTROPHOTOMETER|454|G|19900119000000|||||07|2009.0|1024797|BL|CONWAY CORPORATION|N|10784.0|0.0|||0.0|BL|BL071|147A||||||||SL||||A|IU010179|20060717143836|MERVIN M CONWAY|698697|CONWAY CORPORATION|1310|135687||||1|19900119000000||||||19900119000000|||
98324.0|45086F423F63C1AAE043814FD881C1AA|1.0|SPECTROPHOTOMETER|454|G|19900119000000|||||07|2009.0|1024797|BL|DILL CORPORATION|N|10784.0|0.0|||0.0|BL|BL071|147A||||||||SL||||A|IU010180|20060717143928|CLARE U DILL|698698|DILL CORPORATION|1310|135688||||1|19900119000000||||||19900119000000|||
98566.0|45086F423F64C1AAE043814FD881C1AA|1.0|SYSTEM GOLD UV DETECTOR|302|G|19891219000000|||||07|2009.0|1024797|BL|BERMUDEZ CORPORATION|N|6025.0|0.0|||0.0|BL|BL071|133||||||||SL||||A|IU010901|20070116000000|CAITLIN F BERMUDEZ|673619|BERMUDEZ CORPORATION|166|018891||||1|19891219000000||||||19891219000000|||
98568.0|45086F423F65C1AAE043814FD881C1AA|1.0|SYSTEM GOLD PUMP|430|G|19891219000000|||||07|2009.0|1024797|BL|ADORNO CORPORATION|N|14200.0|0.0|||0.0|BL|BL072|A556||||||||SL||||A|IU010900|20060712072558|LELA S ADORNO|673631|ADORNO CORPORATION|126|3091942||||1|19891219000000||||||19891219000000|||
99446.0|45086F423F66C1AAE043814FD881C1AA|1.0|GAS CHROMATOGRAPH|334|G|19900219000000|||||07|2009.0|1024797|BL|HANNON CORPORATION|N|8294.0|0.0||0.0|0.0|BL|BL071|147A||||||||SL||||A|IU010173|20060717143948|DIANE Y HANNON|673691|HANNON CORPORATION|5890A|2950A26245||||1|19900219000000||||||19900219000000|||
99447.0|45086F423F67C1AAE043814FD881C1AA|1.0|GAS CHROMATOGRAPH|334|G|19900219000000|||||07|2009.0|1024797|BL|RHINE CORPORATION|N|8294.0|0.0||0.0|0.0|BL|BL071|147A||||||||SL||||A|IU010174|20060816000000|RAPHAEL G RHINE|673692|RHINE CORPORATION|5890A|2950A26246||||1|19900219000000||||||19900219000000|||
99660.0|45086F423F68C1AAE043814FD881C1AA|1.0|GYROTORY INCUBATOR SHAKER|384|G|19900219000000|||||07|2009.0|1024697|BL|CONTI CORPORATION|N|6098.0|0.0|||0.0|BL|BL101|102||||||||SL||||A|IU010103|20060910130208|SYDNEY W CONTI|690226|CONTI CORPORATION|G25|981118314||||1|19900219000000||||||19900219000000|||
100358.0|45086F423F69C1AAE043814FD881C1AA|1.0|ULTRACENTRIFUGE|203|G|19900319000000|||||07|2009.0|1024697|BL|QUEEN CORPORATION|N|31000.0|0.0|||0.0|BL|BL109|099||||||||SL||||A|IU010093|20060910093354|MARYANNE F QUEEN|690225|QUEEN CORPORATION|OTD80B|9000452||||1|19900319000000||||||19900319000000|||
100361.0|45086F424374C1AAE043814FD881C1AA|1.0|ULTRA CENTRIFUGE|203|P|19900319000000|||||07|2009.0|1024697|BL|BRECKENRIDGE CORPORATION|N|27124.0|0.0|||0.0|BL|BL109|099||||||||SL||||S|IU011821|20060913144721|AURELIO S BRECKENRIDGE|690232|BRECKENRIDGE CORPORATION|OTD60B|9000297||||1|19900319000000||||||19900319000000|||
100362.0|45086F423F6AC1AAE043814FD881C1AA|1.0|CENTRIFUGE|203|G|19900319000000|||||07|2009.0|1024697|BL|MULHOLLAND CORPORATION|N|7816.0|0.0||0.0|0.0|BL|BL109|099||||||||SL||||A|IU009715|20060909092704|LORIE J MULHOLLAND|690233|MULHOLLAND CORPORATION|RT60008|9000499||||1|19900319000000||||||19900319000000|||
101240.0|45086F423F6BC1AAE043814FD881C1AA|1.0|ELECT BALANCE MICRO|312|G|19900419000000|||||07|2009.0|1024697|BL|CHUN CORPORATION|N|7174.0|0.0|||0.0|BL|BL109|099||||||||SL||||A|IU010048|20060909083609|FAUSTINO P CHUN|690211|CHUN CORPORATION|M3PV20|39089004||||1|19900419000000||||||19900419000000|||
101253.0|45086F423F6CC1AAE043814FD881C1AA|1.0|SPECTROMETER|401|G|19900419000000|||||07|2009.0|1024797|BL|KIMURA CORPORATION|N|19265.37|0.0||0.0|0.0|BL|BL071|141A||||||||SL||||A|IU010972|20060717143710|WILMA Y KIMURA|673699|KIMURA CORPORATION|4020|||||1|19900419000000||||||19900419000000|||
102269.0|4840C09E326597D9E0404F8189D81930|1.0|MICROSCOPE|403|G|19900519000000|||||07|2009.0|1024697|BL|DURHAM CORPORATION|N|34270.0|0.0|||0.0|BL|BL109|099||||9|01|2008.0||SL||||R|IU010112|20060909112512|MISTY Q DURHAM|690302|DURHAM CORPORATION|451408|||||1||||||||||
102270.0|45086F423F6DC1AAE043814FD881C1AA|1.0|SPECTROPHOTOMETER|454|G|19900519000000|||||07|2009.0|1024697|BL|BRIDGERS CORPORATION|N|5024.0|0.0|||0.0|BL|BL101|100||||||||SL||||A|IU010004|20060910125556|RAQUEL F BRIDGERS|690303|BRIDGERS CORPORATION|80200651|7248||||1|19900519000000||||||19900519000000|||
105035.0|45086F423F6EC1AAE043814FD881C1AA|1.0|26" FURY WASHER W/5HP MAIN WASH/PUMP/INTERIOR LIGHT|619|G|19900819000000|||||07|2009.0|1024697|BL|MEYER CORPORATION|N|23720.0|0.0|||0.0|BL|BL109|099||||||||SL||||A|IU010043|20060910081948|AMANDA Z MEYER|690316|MEYER CORPORATION|88258887|5093323||||1|19900819000000||||||19900819000000|||
105053.0|45086F423F6FC1AAE043814FD881C1AA|1.0|LOGIC ANALYZER|426|G|19900819000000|||||07|2009.0|1024797|BL|SUTTLES INSTRUMENTS|N|5000.0|0.0|||0.0|BL|BL072|A407||||||||SL||||A|IU011201|20060712140909|LYNNETTE E SUTTLES|673761|SUTTLES INSTRUMENTS|1630G|2425A00371||||1|19900819000000||||||19900819000000|||
105055.0|45086F423F70C1AAE043814FD881C1AA|1.0|OSCILLOSCOPE|410|G|19900819000000|||||07|2009.0|1024797|BL|HAZEN CORPORATION|N|10460.0|0.0|||0.0|BL|BL072|A407||||||||SL||||A|IU011195|20060712132507|LON U HAZEN|673758|HAZEN CORPORATION|2440|B013561||||1|19900819000000||||||19900819000000|||
106007.0|45086F423F71C1AAE043814FD881C1AA|1.0|SPECTROPHOTOMETER|454|G|19900919000000|||||07|2009.0|1024697|BL|LEGG CORPORATION|N|5024.0|0.0|||0.0|BL|BL109|099||||4|04|2007.0||SL||||R|IU009612|20041014110254|MICHAEL C LEGG|690332|LEGG CORPORATION|80209173|10225||||1|19900919000000||||||19900919000000|||
106008.0|4840C09E326697D9E0404F8189D81930|1.0|ELZONE PARTICLE SIZE/COUNT ANALYZER|383|G|19900919000000|||||07|2009.0|1024697|BL|PIFER CORPORATION|N|16860.0|0.0|||0.0|BL|BL109|099||||2|03|2008.0||SL||||R|IU010051|20060909083526|HARRIET N PIFER|690333|PIFER CORPORATION|280PCH|85940||||1||||||||||
106030.0|45086F423F72C1AAE043814FD881C1AA|1.0|OSCILLOSCOPE|410|G|19900919000000|||||07|2009.0|1024797|BL|KIPP COMPANY|N|11020.0|0.0|||0.0|BL|BL071|241||||||||SL||||A|IU011430|20060717141003|PAT N KIPP|673769|KIPP COMPANY|2467B|B050803||||1|19900919000000||||||19900919000000|||
106255.0|45086F423F73C1AAE043814FD881C1AA|1.0|DYE LASER|383|G|19900919000000|||||07|2009.0|1024797|BL|WILES CORPORATION|N|34000.0|0.0||0.0|0.0|BX||||||||||SL||||A|IU011172|20070116000000|JULIAN U WILES|673794|WILES CORPORATION|HD500|530150||||1|19900919000000||||||19900919000000|||
106942.0|45086F423F74C1AAE043814FD881C1AA|1.0|STEREO MICROSCOPE|403|G|19901019000000|||||07|2009.0|1024697|BL|HAITH COMPANY|N|10155.0|0.0|||0.0|BL|BL109|099||||||||SL||||A|IU009709|20061109000000|MICHELLE T HAITH|690364|HAITH COMPANY|SMZU|510324||||1|19901019000000||||||19901019000000|||
107152.0|45086F423F75C1AAE043814FD881C1AA|1.0|WAVEFORM RECORDER GRANT #DOE AL_90184; Goverment owned equipment.|4|G|19901019000000|||||07|2009.0|1024797|BL|LANHAM CORPORATION|N|12549.0|0.0|||0.0|BL|BL072|A254||||||||SL||||A|IU011416|20061018000000|JOSEFA I LANHAM|714881|LANHAM CORPORATION|6500|8177||11500||1|19901019000000||||||19901019000000|||
108265.0|45086F423F76C1AAE043814FD881C1AA|1.0|LIBRA F12 REAL TIME NMR STATION|325|G|19901119000000|||||07|2009.0|1024797|BL|EMORY CORPORATION|N|37534.0|0.0||0.0|0.0|BL|BL609C|100||||||||SL||||A|IU010200|20070116000000|JEANINE L EMORY|714161|EMORY CORPORATION|LIBRAF12|I140139||||1|19901119000000||||||19901119000000|||
112060.0|45086F423F77C1AAE043814FD881C1AA|1.0|CHEF MAPPER SYSTEM|383|G|19910319000000|||||07|2009.0|1024697|BL|MCCULLUM CORPORATION|N|11950.0|0.0|||0.0|BL|BL109|099||||||||SL||||A|IU011713|20060910092754|BRETT R MCCULLUM|714422|MCCULLUM CORPORATION|CHEFMAPP|801BR0056||||1|19910319000000||||||19910319000000|||
112067.0|45086F423F78C1AAE043814FD881C1AA|1.0|MICROSCOPE|403|G|19910319000000|||||07|2009.0|1024697|BL|BURCHETT COMPANY|N|6233.0|0.0|||0.0|BL|BL101|102||||||||SL||||A|IU010065|20060910130222|LESTER S BURCHETT|714425|BURCHETT COMPANY|LABOPHOT|LABOPHOT2||||1|19910319000000||||||19910319000000|||
112971.0|45086F423F79C1AAE043814FD881C1AA|1.0|ULTRA HIGH VACUUM SYSTEM PROJECT # 074|295|G|19910319000000|||||07|2009.0|1024797|BL|COULOMBE CORPORATION|N|32667.0|0.0|||0.0|BL|BL072|A254||||||||SL||||A|IU011184|20061018000000|CURT S COULOMBE|732390|COULOMBE CORPORATION|NONE|NONE VIS||||1|19910319000000||||||19910319000000|||
113236.0|45086F423F7AC1AAE043814FD881C1AA|1.0|SUPERCONDUCTING MAGNET SYSTEM|319|G|19910419000000|||||07|2009.0|1024797|BL|KESSINGER CORPORATION|N|169432.0|0.0||0.0|0.0|BL|BL071|234||||||||SL||||A|IU010199|20070308000000|LORRIE J KESSINGER|730004|KESSINGER CORPORATION|360189|90677||||1|19910419000000||||||19910419000000|||
113429.0|45086F423F7BC1AAE043814FD881C1AA|1.0|SPECTROPHOTOMETER|401|G|19910419000000|||||07|2009.0|1024697|BL|IRVING CORPORATION|N|7306.0|0.0|||0.0|BL|BL109|099||||||||SL||||A|IU009619|20060909105652|ANTONE A IRVING|714531|IRVING CORPORATION|UV160U|27D06182||||1|19910419000000||||||19910419000000|||
113430.0|45086F423F7CC1AAE043814FD881C1AA|1.0|SUPERSPEED REFRIGERATED CENTRIFUGE|203|G|19910419000000|||||07|2009.0|1024697|BL|LOVINS CORPORATION|N|16600.0|0.0|||0.0|BL|BL109|099||||||||SL||||A|IU009614|20060909105456|JUANA J LOVINS|IU009614|LOVINS CORPORATION|RC5B|9100704||||1|19910419000000||||||19910419000000|||
114341.0|45086F423F7DC1AAE043814FD881C1AA|1.0|BIOLOGICAL INCUBATOR|384|G|19910519000000|||||07|2009.0|1024697|BL|REMINGTON CORPORATION|N|6925.0|0.0|||0.0|BL|BL101|062||||||||SL||||A|IU009732|20060910124730|BURT P REMINGTON|714508|REMINGTON CORPORATION|I 60LLVL|9ID34982||||1|19910519000000||||||19910519000000|||
115212.0|45086F423F7EC1AAE043814FD881C1AA|1.0|MICROSCOPE|403|G|19910619000000|||||07|2009.0|1024697|BL|SPATES CORPORATION|N|5744.0|0.0|||0.0|BL|BL109|099||||||||SL||||A|IU010091|20060910093459|ROSALINDA T SPATES|714536|SPATES CORPORATION|AX10SCOP|451487||||1|19910619000000||||||19910619000000|||
115213.0|45086F423F7FC1AAE043814FD881C1AA|1.0|PLANT GROWTH CHAMBERS|300|G|19910619000000|||||07|2009.0|1024697|BL|BLIZZARD COMPANY|N|7928.0|0.0|||0.0|BL|BL101|062||||||||SL||||A|IU009731|20060910124658|ELENA M BLIZZARD|714513|BLIZZARD COMPANY|E7|9R1134||||1|19910619000000||||||19910619000000|||
115214.0|45086F423F80C1AAE043814FD881C1AA|1.0|PLANT GROWTH CHAMBERS|300|G|19910619000000|||||07|2009.0|1024697|BL|HART COMPANY|N|7928.0|0.0|||0.0|BL|BL101|062||||||||SL||||A|IU009730|20060910124704|JOHNNY R HART|714512|HART COMPANY|E7|9E1133||||1|19910619000000||||||19910619000000|||
115215.0|45086F423F81C1AAE043814FD881C1AA|1.0|PLANT GROWTH CHAMBERS|300|G|19910619000000|||||07|2009.0|1024697|BL|DELORENZO COMPANY|N|7928.0|0.0|||0.0|BL|BL101|062||||||||SL||||A|IU009729|20060910124710|LESLEY W DELORENZO|714511|DELORENZO COMPANY|AXIOSCOP|9E1132||||1|19910619000000||||||19910619000000|||
115216.0|45086F423F82C1AAE043814FD881C1AA|1.0|PLANT GROWTH CHAMBERS|300|G|19910619000000|||||07|2009.0|1024697|BL|ALDERMAN COMPANY|N|7928.0|0.0|||0.0|BL|BL101|062||||||||SL||||A|IU009728|20060910124715|BENITA C ALDERMAN|714510|ALDERMAN COMPANY||9E1131||||1|19910619000000||||||19910619000000|||
115217.0|45086F423F83C1AAE043814FD881C1AA|1.0|PLANT GROWTH CHAMBERS|300|G|19910619000000|||||07|2009.0|1024697|BL|DEAVER COMPANY|N|7928.0|0.0|||0.0|BL|BL101|062||||||||SL||||A|IU009727|20060910124721|RODOLFO P DEAVER|714509|DEAVER COMPANY|E7|9E1130||||1|19910619000000||||||19910619000000|||
115218.0|45086F423F84C1AAE043814FD881C1AA|1.0|PORTABLE PHOTOSYNTHESIS|300|G|19910619000000|||||07|2009.0|1024697|BL|SKEEN COMPANY|N|13400.0|0.0|||0.0|BL|BL109|099||||||||SL||||A|IU011815|20060909095545|LOWELL C SKEEN|714549|SKEEN COMPANY|LI6200|PPS1103||||1|19910619000000||||||19910619000000|||
115757.0|45086F423F85C1AAE043814FD881C1AA|1.0|COMPLETE CHEF DRII SYSTEM WITH DRIVE SN 223BR1218|521|G|19910619000000|||||07|2009.0|1024697|BL|REDDY CORPORATION|N|5581.0|0.0|||0.0|BL|BL109|099||||9|04|2007.0||SL||||R|IU011854|20041019000000|LORAINE V REDDY|714539|REDDY CORPORATION|DRII|226BR1971||||1|19910619000000||||||19910619000000|||
115922.0|45086F423F86C1AAE043814FD881C1AA|1.0|SPECTROPHOTOMETER|454|G|19910619000000|||||07|2009.0|1024697|BL|LUONG CORPORATION|N|7422.0|0.0|||0.0|BL|BL109|099||||||||SL||||A|IU010014|20060910114403|MONROE S LUONG|714428|LUONG CORPORATION|UV160U|28D06706||||1|19910619000000||||||19910619000000|||
116771.0|45086F423F87C1AAE043814FD881C1AA|1.0|PHOSPHORIMAGER|301|G|19910719000000|||||01|2009.0|4624405|BL|FULCHER CORPORATION|N|81268.0|0.0||0.0|0.0|BL|BL109|099||||||||SL||||A|IU011225|20060910105559|LYNN S FULCHER|730014|FULCHER CORPORATION|400E|30123||||1|19910719000000||||||19910719000000|||
116774.0|45086F423F88C1AAE043814FD881C1AA|1.0|GAS CHROMATOGRAPH|334|G|19910719000000|||||01|2009.0|1024797|BL|APONTE CORPORATION|N|5238.0|0.0|||0.0|BL|BL071|133||||||||SL||||A|IU010980|20060717142342|JUNIOR O APONTE|730125|APONTE CORPORATION|5890|3120A47078||||1|19910719000000||||||19910719000000|||
117375.0|45086F423F89C1AAE043814FD881C1AA|1.0|TEMPERATURE CONTROLLER|383|G|19910719000000|||||01|2009.0|1024797|BL|YUNG CORPORATION|N|6501.0|0.0||0.0|0.0|BL|BL071|A228||||||||SL||||A|IU011022|20060717072028|KRISTA X YUNG|730454|YUNG CORPORATION|920511|TCA005355||||1|19910719000000||||||19910719000000|||
118653.0|45086F423F8AC1AAE043814FD881C1AA|1.0|SAPPHIRE CW RING LASER SYSTEM|304|G|19910819000000|||||02|2009.0|1024797|BL|BUNTON COMPANY|N|8230.0|0.0||0.0|0.0|BL|BL072|A254||||||||SL||||A|IU011174|20060713081724|BRENT U BUNTON|732388|BUNTON COMPANY|899|90511298||||1|19910819000000||||||19910819000000|||
119667.0|45086F423F8BC1AAE043814FD881C1AA|1.0|CONTROLLER|383|G|19910919000000|||||03|2009.0|1024797|BL|WEISE CORPORATION|N|24816.0|0.0|||0.0|BL|BL609C|100||||||||SL||||A|IU010202|20070116000000|SUSANNA O WEISE|714979|WEISE CORPORATION|NONE|NONE||||1|19910919000000||||||19910919000000|||
129246.0|45086F423F8CC1AAE043814FD881C1AA|1.0|NEWICON CAMERA SYSTEM|236|G|19911119000000|||||05|2009.0|1024697|BL|BLY CORPORATION|N|6027.0|0.0|||0.0|BL|BL109|099||||||||SL||||A|IU009613|20060909112334|SAM S BLY|730747|BLY CORPORATION|C240007|1101H||||1|19911119000000||||||19911119000000|||
129252.0|45086F423F8DC1AAE043814FD881C1AA|1.0|CYBERNETIC POTENTIOSTAT/GALVANOSTAT|301|G|19911119000000|||||05|2009.0|1024797|BL|THERRIEN CORPORATION|N|17690.0|0.0||0.0|0.0|BL|BL071|133||||||||SL||||A|IU010213|20060717142235|SAMMIE K THERRIEN|730269|THERRIEN CORPORATION|273A|13108||||1|19911119000000||||||19911119000000|||
129593.0|4840C09E326797D9E0404F8189D81930|1.0|MICROSCOPE, AXIOPLAN STAND|403|G|19911119000000|||||05|2009.0|1024697|BL|NARVAEZ CORPORATION|N|45864.0|0.0||0.0|0.0|BL|BL109|099||||9|01|2008.0||SL||||R|IU009734|20060909112311|CEDRIC D NARVAEZ|730163|NARVAEZ CORPORATION||307608||||1||||||||||
129631.0|45086F423F8EC1AAE043814FD881C1AA|1.0|AC SUSCEPTOMETER|401|G|19911119000000|||||05|2009.0|1024797|BL|MORIARTY CORPORATION|N|40000.0|0.0|||0.0|BL|BL072|A302||||||||SL||||A|IU010968|20060713080424|HUGO S MORIARTY|730972|MORIARTY CORPORATION|710|880904||||1|19911119000000||||||19911119000000|||
130143.0|45086F423F8FC1AAE043814FD881C1AA|1.0|ROTARY VANE PUMP|463|G|19911219000000|||||06|2009.0|1024797|BL|CRIM CORPORATION|N|5076.0|0.0|||0.0|BL|BL071|A140||||||||SL||||A|IU011123|20060719083744|CARMEN C CRIM|730266|CRIM CORPORATION|898096|129148549A||||1|19911219000000||||||19911219000000|||
