fin_coa_cd|org_cd|obj_id|ver_nbr|org_mgr_unvl_id|org_nm|rc_cd|org_phys_cmp_cd|org_typ_cd|org_dflt_acct_nbr|org_ln1_addr|org_ln2_addr|org_city_nm|org_state_cd|org_zip_cd|org_cntry_cd|org_begin_dt|org_end_dt|rpts_to_fin_coa_cd|rpts_to_org_cd|org_active_cd|org_in_fp_cd|org_plnt_acct_nbr|cmp_plnt_acct_nbr|org_plnt_coa_cd|cmp_plnt_coa_cd|
BL|PHPY|014F3DAF7890A448E043814FD28EA448|1.0|4640605151|PHYSICAL PLANT MAINTENANCE ZONE 3|82|BL|H|1047800|SERVICE BLDG||BLOOMINGTON|IN|47405|US|20980409000000|20980411000000|BL|PHYP|N|N|||||
BL|PHPZ|014F3DAF7891A448E043814FD28EA448|1.0|4640605151|PHYSICAL PLANT MAINTENANCE ZONE 4|82|BL|H|1047800|SERVICE BLDG.||BLOOMINGTON|IN|47405|US|20980409000000|20980411000000|BL|PHYP|N|N|||||
BL|PHSL|014F3DAF7892A448E043814FD28EA448|1.0|2553405475|PHYSIOLOGY|10|BL|H|1035600|MYERS HALL||BLOOMINGTON|IN|47405|US|20980325000000|20980401000000|BL|MED|N|N|||||
BL|PHTX|014F3DAF7893A448E043814FD28EA448|1.0|2553405475|PHARMACOLOGY AND TOXICOLOGY|10|BL|H|1035600|JORDAN HALL 104||BLOOMINGTON|IN|47405|US|20980325000000|20980401000000|BL|MED|N|N|||||
BL|PHYA|014F3DAF7894A448E043814FD28EA448|1.0|4640605151|PHYSICAL PLANT ADMINISTRATION|82|BL|O|1047700|SERVICE||BLOOMINGTON|IN|47405-2206|US|20930701000000||BL|PHYP|Y|N|9520082|9520000|BL|BL|
BL|PHYE|014F3DAF7895A448E043814FD28EA448|1.0|2871205128|PHYSICAL EDUCATION|28|BL|H|1045000|HPER  111||BLOOMINGTON|IN|47405|US|20980330000000|20980401000000|BL|KINE|N|N|||||
BL|PHYP|014F3DAF7896A448E043814FD28EA448|1.0|4640605151|PHYSICAL PLANT|82|BL|R|1047700|SERVICE BLDG||BLOOMINGTON|IN|47405-2206|US|20930701000000||BL|BL|Y|N|9520082|9520000|BL|BL|
BL|PHYS|014F3DAF7897A448E043814FD28EA448|1.0|2362105752|PHYSICS|04|BL|O|1030800|SWAIN WEST 117||BLOOMINGTON|IN|47405-4201|US|20930701000000||BL|ARSC|Y|N|9520004|9520000|BL|BL|
BL|PIAN|014F3DAF7898A448E043814FD28EA448|1.0|1407101459|PIANO|42|BL|H|1042600|MUSIC SCHOOL||BLOOMINGTON|IN|47405|US|20980331000000|20980401000000|BL|MUIN|N|N|||||
BL|PINS|014F3DAF7899A448E043814FD28EA448|1.0|4321004623|PROGRAM IN NEUTRAL SCIENCE|04|BL|H|1023200|KIRKWOOD HALL||BLOOMINGTON|IN|47405|US|20980324000000|20980401000000|BL|NEUS|N|N|||||
BL|PIRT|014F3DAF789AA448E043814FD28EA448|1.0|4052406505|POPULATION INST FOR RES ~ TRNG|64|BL|O|1043300|BRYAN HALL 104||BLOOMINGTON|IN|47405-4201|US|20930701000000||BL|RUGS|Y|N|9520064|9520000|BL|BL|
BL|PL|014F3DAF789BA448E043814FD28EA448|1.0|2362105752|PHILOSOPHY|04|BL|O|1030500|SYCAMORE 026||BLOOMINGTON|IN|47405-2601|US|20930701000000||BL|ARSC|Y|N|9520004|9520000|BL|BL|
BL|PLAC|014F3DAF789CA448E043814FD28EA448|1.0|4385708213|PLACEMENT OFC-ARTS ~ SCIENCES|04|BL|O|1023209|625 N. JORDAN||BLOOMINGTON|IN|47405-3196|US|20940701000000||BL|ARSC|Y|N|9520004|9520000|BL|BL|
BL|PLIN|014F3DAF789DA448E043814FD28EA448|1.0|2802202597|PLANT INVESTMENTS|80|BL|N|1049901|BRYAN 100||BLOOMINGTON|IN|47405-2206|US|20020909000000||BL|BL|Y|N|9520000|9520000|BL|BL|
BL|PLSC|014F3DAF789EA448E043814FD28EA448|1.0|4321004623|PLANT SCIENCES|04|BL|H|1023200|KIRKWOOD HALL||BLOOMINGTON|IN|47405|US|20980324000000|20980401000000|BL|BI|N|N|||||
BL|PLST|014F3DAF80F3A448E043814FD28EA448|1.0|1739701101|CENTER ON POLICY STUDY|26|BL|H|1042500|EDUCATION||BLOOMINGTON|IN|47405|US|20021117000000|20021118000000|BL|ELPS|N|N|||||
BL|POET|014F3DAF789FA448E043814FD28EA448|1.0|4321004623|POETRY|04|BL|H|1023200|KIRKWOOD HALL||BLOOMINGTON|IN|47405|US|20980324000000|20980401000000|BL|ENG|N|N|||||
BL|POLS|014F3DAF78A0A448E043814FD28EA448|1.0|2362105752|POLITICAL SCIENCE|04|BL|O|1027800|WOODBURN 210||BLOOMINGTON|IN|47405-6001|US|20930701000000||BL|ARSC|Y|N|9520004|9520000|BL|BL|
BL|POSC|014F3DAF80E5A448E043814FD28EA448|1.0|2362105752|POLISH STUDIES CENTER|04|BL|H|1023200|KIRKWOOD HALL||BLOOMINGTON|IN|47405|US|20021111000000|20021112000000|BL|ARSC|N|N|||||
BL|POST|014F3DAF78A1A448E043814FD28EA448|1.0|4186602347|POSTAGE METER - BRYAN|80|BL|H|1020000|BRYAN 100||BLOOMINGTON|IN|47405|US|20980402000000|20980403000000|BL|MAIL|N|N|||||
BL|POYC|014F3DAF78A2A448E043814FD28EA448|1.0|4052406505|POYNTER CENTER|64|BL|O|1044400|BRYAN HALL 104||BLOOMINGTON|IN|47405|US|20930701000000||BL|RUGS|Y|N|9520064|9520000|BL|BL|
BL|PPSP|014F3DAF78A3A448E043814FD28EA448|1.0|4640605151|PHYSICAL PLANT SUPPORT|82|BL|O|1047800|SERVICE BUILDING||BLOOMINGTON|IN|47405|US|20990614000000||BL|PHYP|Y|N|9520082|9520000|BL|BL|
BL|PROB|014F3DAF78A4A448E043814FD28EA448|1.0|4988506457|PERSONNEL ~ ORGANIZATION BEH|24|BL|H|1036200|BUSINESS  333||BLOOMINGTON|IN|47405|US|20980330000000|20980401000000|BL|MGMT|N|N|||||
BL|PROF|014F3DAF78A5A448E043814FD28EA448|1.0|1401601855|PROFESSIONAL PRACTICE PROGRAM|70|BL|H|1021200|FRANKLIN 108||BLOOMINGTON|IN|47405|US|20980402000000|20980403000000|BL|CDCT|N|N|||||
BL|PRSD|014F3DAF78A6A448E043814FD28EA448|1.0|4279703397|PRESERVATION DEPT|68|BL|H|1047400|LIBRARY||BLOOMINGTON|IN|47405|US|20980402000000|20980403000000|BL|LIBR|N|N|||||
BL|PSAF|014F3DAF78A7A448E043814FD28EA448|1.0|2871205128|PROGRAM SERVICES ~ FACILITIES|28|BL|O|1045100|HPER 179||BLOOMINGTON|IN|47405-4801|US|20930701000000||BL|HPER|Y|N|9520028|9520000|BL|BL|
BL|PSY|014F3DAF78A8A448E043814FD28EA448|1.0|2362105752|PSYCHOLOGY|04|BL|O|1031400|PSYCHOLOGY 120||BLOOMINGTON|IN|47405-1301|US|20930701000000||BL|ARSC|Y|N|9520004|9520000|BL|BL|
BL|PSYC|014F3DAF78A9A448E043814FD28EA448|1.0|4321004623|PSYCHIATRY|04|BL|H|1023200|KIRKWOOD HALL||BLOOMINGTON|IN|47405|US|20980324000000|20980401000000|BL|PSY|N|N|||||
BL|PTCR|014F3DAF78AAA448E043814FD28EA448|1.0|2553405475|DEPT OF PATIENT CARE|10|BL|H|1035600|MYERS HALL||BLOOMINGTON|IN|47405|US|20980325000000|20980401000000|BL|MED|N|N|||||
BL|PUBD|014F3DAF8179A448E043814FD28EA448|1.0|5340904165|PUBLIC DISCUSSION|36|BL|H|1040000|SPEA 314||BLOOMINGTON|IN|47405-2100|US|20040615000000|20040615000000|BL|SPEA|N|N|9520036|9520000|BL|BL|
BL|PUBL|014F3DAF817AA448E043814FD28EA448|1.0|4186602347|PUBLICATIONS, OFFICE OF|NO|BL|H|1049901|BRYAN 100||BLOOMINGTON|IN|47405-1201|US|20040615000000|20040615000000|BL|BL|N|N|9520000|9520000|BL|BL|
BL|PUBS|014F3DAF78ABA448E043814FD28EA448|1.0|4279703397|ORPHAN|68|BL|H|1047400|LIBRARY||BLOOMINGTON|IN|47405|US|20980402000000|20980403000000|BL|BL|N|N|||||
BL|QBA|014F3DAF80F4A448E043814FD28EA448|1.0|1777902237|QUANTITATIVE BUSINESS ANALYSIS|24|BL|H|1036200|BUSINESS||BLOOMINGTON|IN|47405|US|20021117000000|20021118000000|BL|BUS|N|N|||||
BL|QEND|014F3DAF78ACA448E043814FD28EA448|1.0|2802202597|QUASI ENDOWMENTS|80|BL|N|1049901|BRYAN 100||BLOOMINGTON|IN|47405|US|20020909000000||BL|BL|Y|N|9520080|9520000|BL|BL|
BL|RAD|014F3DAF78ADA448E043814FD28EA448|1.0|4186602347|RADIO AND TELEVISION|75|BL|H|1020000|BRYAN 100||BLOOMINGTON|IN|47405|US|20980402000000|20980403000000|BL|RTVS|N|N|||||
BL|RAGP|014F3DAF78AEA448E043814FD28EA448|1.0|5193204888|RESEARCH AND GRADUATE PROGRAM|44|BL|H|1035500|OPTOMETRY  307||BLOOMINGTON|IN|47405|US|20980331000000|20980401000000|BL|OPT|N|N|||||
BL|RAON|014F3DAF80F5A448E043814FD28EA448|1.0|1893804727|RADIATION ONCOLOGY|10|BL|H|1035600|JORDAN HALL||BLOOMINGTON|IN|47405|US|20021117000000|20021118000000|BL|MED|N|N|||||
BL|RAST|014F3DAF78AFA448E043814FD28EA448|1.0|5393601315|RESEARCH ~ ADVANCED STUDY|64|BL|H|1042900|BRYAN 104||BLOOMINGTON|IN|47405|US|20980402000000|20980403000000|BL|ADST|N|N|||||
BL|RBED|014F3DAF78B0A448E043814FD28EA448|1.0|5393601315|RESEARCH ~ BUSINESS EDUCATION|64|BL|H|1042900|BRYAN 104||BLOOMINGTON|IN|47405|US|20980402000000|20980403000000|BL|RUAD|N|N|||||
BL|RCA|014F3DAF817BA448E043814FD28EA448|1.0|4186602347|REGIONAL CAMPUS ADMINISTRATION|NO|BL|H|1049901|BRYAN 100||BLOOMINGTON|IN|47405-1201|US|20040615000000|20040615000000|BL|BL|N|N|9520000|9520000|BL|BL|
BL|RCAD|014F3DAF78B1A448E043814FD28EA448|1.0|4186602347|RECORDS AND ADMISSIONA|75|BL|H|1020000|BRYAN HALL 100||BLOOMINGTON|IN|47405|US|20980402000000|20980403000000|BL|ADMS|N|N|||||
BL|RCC|014F3DAF80FBA448E043814FD28EA448|1.0|2093401908|RESEARCH COMPUTING CENTER|66|BL|H|1047100|2711 E 10TH STREET||BLOOMINGTON|IN|47405|US|20021117000000|20021118000000|BL|CSER|N|N|||||
BL|RCI|014F3DAF8193A448E043814FD28EA448|1.0|4052406505|RESEARCH CENTERS AND INSTITUTE|64|BL|O|1042900|BRYAN HALL 104||BLOOMINGTON|IN|47405|US|20940701000000||BL|RUGS|Y|N|9542900|9542900|BL|BL|
BL|RCOM|014F3DAF8151A448E043814FD28EA448|1.0|4052406505|RESEARCH COMPLIANCE|64|BL|O|1042900|107 S INDIANA AVENUE||BLOOMINGTON|IN|47405|US|20030717000000||BL|RUAD|Y|N|9520064|9520064|BL|BL|
BL|RDAP|014F3DAF78B2A448E043814FD28EA448|1.0|4279703397|RESEARCH, DOCUMENTATION AND PROJECTS|68|BL|H|1047400|LIBRARY||BLOOMINGTON|IN|47405|US|20980402000000|20980403000000|BL|LIBR|N|N|||||
BL|RDBD|014F3DAF78B3A448E043814FD28EA448|1.0|5388101202|REDBUD BOND|80|BL|O|9120768|801 NORTH JORDAN||BLOOMINGTON|IN|47405|US|20940701000000|20000310000000|BL|HALL|N|N|9520080|9520000|BL|BL|
BL|RDEV|014F3DAF78B4A448E043814FD28EA448|1.0|5393601315|RESEARCH ~ GRADUATE DEVEL|64|BL|H|1042900|BRYAN 104||BLOOMINGTON|IN|47405|US|20980402000000|20980403000000|BL|RUAD|N|N|||||
BL|RDH|014F3DAF78B5A448E043814FD28EA448|1.0|5393601315|RESEARCH ~ DEVELOPMENT IN HUMANITIES|64|BL|H|1042900|BRYAN 104||BLOOMINGTON|IN|47405|US|20980402000000|20980403000000|BL|ISDD|N|N|||||
BL|RDTL|014F3DAF78B6A448E043814FD28EA448|1.0|5393601315|LAB RES/DEVEL IN TEACH/LEARN|64|BL|H|1042900|BRYAN 104||BLOOMINGTON|IN|47405|US|20980402000000|20980403000000|BL|CFEE|N|N|||||
BL|READ|014F3DAF78B7A448E043814FD28EA448|1.0|1739701101|READING AND STUDY SKILLS CENTER|26|BL|H|1041800|EDUCATION  4145||BLOOMINGTON|IN|47405|US|20980330000000|20980401000000|BL|LGED|N|N|||||
BL|REAL|014F3DAF78B8A448E043814FD28EA448|1.0|4988506457|REAL ESTATE|24|BL|H|1036200|BUSINESS  333||BLOOMINGTON|IN|47405|US|20980330000000|20980401000000|BL|BURE|N|N|||||
BL|RECP|014F3DAF78B9A448E043814FD28EA448|1.0|4988506457|REAL ESTATE CERTIFICATION PROGRAM|24|BL|H|1036200|BUSINESS  333||BLOOMINGTON|IN|47405|US|20980330000000|20980401000000|BL|BURE|N|N|||||
BL|RECS|014F3DAF78BAA448E043814FD28EA448|1.0|3083208092|RECREATIONAL SPORTS|28|BL|O|1046202|HPER 290||BLOOMINGTON|IN|47405-4801|US|20930701000000||BL|HPER|Y|N|9520028|9520000|BL|BL|
BL|REEI|014F3DAF78BBA448E043814FD28EA448|1.0|2362105752|RUSSIAN ~ EAST EUROPEAN INST|04|BL|O|1028700|BALLANTINE 565||BLOOMINGTON|IN|47405-6601|US|20930701000000||BL|ARSC|Y|N|9520004|9520000|BL|BL|
BL|REFD|014F3DAF78BCA448E043814FD28EA448|1.0|4279703397|LIBRARY, REFERENCE|68|BL|H|1047400|LIBRARY||BLOOMINGTON|IN|47405|US|20980402000000|20980403000000|BL|LIBR|N|N|||||
BL|REGR|014F3DAF78BDA448E043814FD28EA448|1.0|3395606968|REGISTRAR|83|BL|O|1021600|FRANKLIN 200||BLOOMINGTON|IN|47405-2801|US|20930701000000||BL|OES|Y|N|9520081|9520000|BL|BL|
BL|REL|014F3DAF78BEA448E043814FD28EA448|1.0|2456208743|RELIGIOUS STUDIES|04|BL|O|1025500|SYCAMORE 230||BLOOMINGTON|IN|47405-2601|US|20930701000000||BL|ARSC|Y|N|9520004|9520000|BL|BL|
BL|RENA|014F3DAF78BFA448E043814FD28EA448|1.0|5206907102|COMPARATIVE ARTS|04|BL|O|1023275|BALLANTINE 907||BLOOMINGTON|IN|47405-6601|US|20930701000000||BL|CMLT|Y|N|9520004|9520000|BL|BL|
BL|RESL|014F3DAF78C0A448E043814FD28EA448|1.0|3584609748|RESIDENCE LIFE|80|BL|O|1021230|801 N JORDAN||BLOOMINGTON|IN|47405|US|20930701000000||BL|RPAS|Y|N|9520070|9520000|BL|BL|
BL|RGRD|014F3DAF78C1A448E043814FD28EA448|1.0|4321004623|RESEARCH AND GRADUATE EDUCATION|04|BL|H|1023200|KIRKWOOD HALL||BLOOMINGTON|IN|47405|US|20980324000000|20980401000000|BL|ARSD|N|N|||||
BL|RHS|014F3DAF8186A448E043814FD28EA448|1.0|4889307849|RADIATION SAFETY|64|BL|O|1042906|107 S INDIANA AVE||BLOOMINGTON|IN|47405|US|20040616000000||BL|RCOM|Y|N|9520064|9520000|BL|BL|
BL|RIFI|014F3DAF78C2A448E043814FD28EA448|1.0|4554109655|RESEARCH INSTIT FOR INNER ASIAN STUDIES|04|BL|O|1028600|GOODBODY 344||BLOOMINGTON|IN|47405-2401|US|20930701000000||BL|CEUS|Y|N|9520004|9520000|BL|BL|
BL|RLAN|014F3DAF78C3A448E043814FD28EA448|1.0|1739701101|CENTER FOR READING ~ LANGUAGE|26|BL|H|1041800|EDUCATION  4145||BLOOMINGTON|IN|47405|US|20980330000000|20980401000000|BL|LGED|N|N|||||
BL|RLS|014F3DAF78C4A448E043814FD28EA448|1.0|5268706644|RESEARCH CENTER FOR THE LANGUAGE|40|BL|H|1035500|LIBRARY  CT15||BLOOMINGTON|IN|47405|US|20980331000000|20980401000000|BL|RLSS|N|N|||||
BL|RLSS|014F3DAF78C5A448E043814FD28EA448|1.0|5268706644|RESRCH CTR FOR LANGUAGES ~ SEMIOTIC STDY|40|BL|O|1035300|LIBRARY 011||BLOOMINGTON|IN|47405|US|20930701000000||BL|SLIS|Y|N|9520064|9520000|BL|BL|
BL|RMIS|014F3DAF78C6A448E043814FD28EA448|1.0|4988506457|INST FOR RSRCH ON THE MGMT OF|24|BL|H|1036200|BUSINESS  333||BLOOMINGTON|IN|47405|US|20980330000000|20980401000000|BL|MGMT|N|N|||||
BL|RPAD|014F3DAF78C7A448E043814FD28EA448|1.0|3083208092|RECREATION ~ PARK ADMIN|28|BL|O|1046600|HPER 133||BLOOMINGTON|IN|47405-4801|US|20930701000000||BL|HPER|Y|N|9520028|9520000|BL|BL|
BL|RPAS|014F3DAF78C8A448E043814FD28EA448|1.0|3584609748|RESIDENIAL PROGRAMS AND SERVICES|80|BL|O|1020000|801 N JORDAN AVE||BLOOMINGTON|IN|47405|US|20970904000000||BL|DBFA|Y|N|9520080|9520000|BL|BL|
BL|RRPS|014F3DAF78C9A448E043814FD28EA448|1.0|2871205128|RECREATION RESOURCE POLICY STUDY|28|BL|H|1045000|HPER  111||BLOOMINGTON|IN|47405|US|20980330000000|20980401000000|BL|RPAD|N|N|||||
BL|RSDP|014F3DAF78CAA448E043814FD28EA448|1.0|1739701101|RESEARCH ~ DEVELOPMENT|26|BL|H|1040210|EDUCATION  4145||BLOOMINGTON|IN|47405|US|20980330000000|20980401000000|BL|ERES|N|N|||||
BL|RSOP|014F3DAF78CBA448E043814FD28EA448|1.0|4988506457|RESEARCH ~ OPERATIONS|24|BL|H|1036200|BUSINESS  333||BLOOMINGTON|IN|47405|US|20980330000000|20980401000000|BL|MGMT|N|N|||||
BL|RSPK|014F3DAF8025A448E043814FD28EA448|1.0|3491306639|IU RESEARCH PARK|64|BL|M|6042900|324 S HENDERSON||BLOOMINGTON|IN|47401|US|20010309000000||BL|RUAD|Y|N|9520064|9520000|BL|BL|
BL|RTVS|014F3DAF78CCA448E043814FD28EA448|1.0|5755900139|RADIO-TELEVISION SERVICES|75|BL|O|1020035|BRYAN 100||BLOOMINGTON|IN|47405-1201|US|20930701000000||BL|EMAS|Y|N|9520075|9520000|BL|BL|
BL|RUAD|014F3DAF78CDA448E043814FD28EA448|1.0|4052406505|RUGS ADMINISTRATION|64|BL|O|1042900|BRYAN HALL 104||BLOOMINGTON|IN|47405|US|20940701000000||BL|RUGS|Y|N|9542900|9542900|BL|BL|
BL|RUGS|014F3DAF78CEA448E043814FD28EA448|1.0|4052406505|RESEARCH ~ UNIV GRAD SCHOOL|64|BL|R|1042987|BRYAN 104||BLOOMINGTON|IN|47405-1201|US|20930701000000||BL|BL|Y|N|9520064|9520000|BL|BL|
BL|SACR|014F3DAF78CFA448E043814FD28EA448|1.0|5183806303|STUDENT ACADEMIC CENTER|60|BL|O|1020731|BRYAN 109||BLOOMINGTON|IN|47405-1201|US|20930701000000||BL|DFAC|Y|N|9520060|9520000|BL|BL|
BL|SACT|014F3DAF78D0A448E043814FD28EA448|1.0|3432106365|STUDENT ACTIVITIES|70|BL|O|1021202|FRANKLIN HALL||BLOOMINGTON|IN|47405-3201|US|20930701000000||BL|SSER|Y|N|9520070|9520000|BL|BL|
BL|SADV|014F3DAF78D1A448E043814FD28EA448|1.0|3432106365|STUDENT ADVOCATES|70|BL|O|1021280|FRANKLIN 206||BLOOMINGTON|IN|47405-2801|US|20930701000000||BL|SSER|Y|N|9520070|9520000|BL|BL|
BL|SAID|014F3DAF78D2A448E043814FD28EA448|1.0|5044208971|SCHOLARSHIP AND FINANCIAL AIDS|83|BL|H|1021514|300 N JORDAN||BLOOMINGTON|IN|47405|US|20980402000000||BL|OSFA|Y|N|||||
BL|SALC|014F3DAF78D3A448E043814FD28EA448|1.0|1896903531|SALC - LIBRARIES|68|BL|O|1047400|1320 E. 10TH ST.||BLOOMINGTON|IN|47405|US|20990507000000||BL|LRCS|Y|N|9520068|9520000|BL|BL|
BL|SCAM|014F3DAF78D4A448E043814FD28EA448|1.0|3162908101|INSTIT FOR SCI COMPUTING ~ APPLIED MATH|04|BL|O|1029603|SWAIN EAST 309||BLOOMINGTON|IN|47405-5701|US|20930701000000||BL|MATH|Y|N|9520004|9520000|BL|BL|
BL|SCL|014F3DAF78D5A448E043814FD28EA448|1.0|4279703397|SCIENCE LIBRARY|68|BL|H|1047400|LIBRARY||BLOOMINGTON|IN|47405|US|20980402000000|20980403000000|BL|LIBR|N|N|||||
BL|SDTP|014F3DAF78D6A448E043814FD28EA448|1.0|1407101459|STAGE DESIGN ~ TECHNICAL PRODU|42|BL|H|1042600|MUSIC SCHOOL||BLOOMINGTON|IN|47405|US|20980331000000|20980401000000|BL|MUPF|N|N|||||
BL|SEMI|014F3DAF78D7A448E043814FD28EA448|1.0|4321004623|SEMIOTICS|40|BL|H|1023200|LIBRARY  CT15||BLOOMINGTON|IN|47405|US|20980331000000|20980401000000|BL|SLIS|N|N|||||
BL|SERA|014F3DAF815BA448E043814FD28EA448|1.0|1872708343|SECOND ERA IN SCHOOL OF MUSIC|52|BL|O|1021903|BRYAN HALL 100||BLOOMINGTON|IN|47405|US|20030915000000||BL|CTE|Y|N|9520081|9520000|BL|BL|
BL|SERD|014F3DAF78D8A448E043814FD28EA448|1.0|4279703397|LIBRARY, SERIALS|68|BL|H|1047400|LIBRARY||BLOOMINGTON|IN|47405|US|20980402000000|20980403000000|BL|LIBR|N|N|||||
BL|SETH|014F3DAF78D9A448E043814FD28EA448|1.0|3432106365|STUDENT ETHICS|70|BL|O|1021275|FRANKLIN HALL||BLOOMINGTON|IN|47405|US|20930701000000||BL|SSER|Y|N|9520070|9520000|BL|BL|
BL|SEX|014F3DAF78DAA448E043814FD28EA448|1.0|5393601315|INSTITUTE FOR SEX RESEARCH|64|BL|H|1042900|BRYAN 104||BLOOMINGTON|IN|47405|US|20980402000000|20980403000000|BL|KINS|N|N|||||
BL|SFEL|014F3DAF78DBA448E043814FD28EA448|1.0|4496100083|STUDENT FELLOWSHIPS ORG|32|BL|O|1047200|LAW 258, 211 S. INDIANA||BLOOMINGTON|IN|47405-1001|US|20970424000000||BL|LAWS|Y|N|9520032|9520000|BL|BL|
BL|SHOW|014F3DAF78DCA448E043814FD28EA448|1.0|3103108378|SHOWERS WAREHOUSE|80|BL|O|6627500|BRYAN 008||BLOOMINGTON|IN|47405-1201|US|20930701000000|20960926000000|BL|SPMG|N|N|9520080|9520000|BL|BL|
BL|SLAV|014F3DAF78DDA448E043814FD28EA448|1.0|4156403438|SLAVIC LANGUAGES ~ LITERATURES|04|BL|O|1032300|BALLANTINE 503||BLOOMINGTON|IN|47405-6601|US|20930701000000||BL|ARSC|Y|Y|9520004|9520000|BL|BL|
BL|SLEG|014F3DAF78DEA448E043814FD28EA448|1.0|3432106365|STUDENT LEGAL SERVICES|70|BL|O|2321250|FRANKLIN HALL||BLOOMINGTON|IN|47405|US|20930701000000||BL|SSER|Y|N|9520070|9520000|BL|BL|
BL|SLIS|014F3DAF78DFA448E043814FD28EA448|1.0|5268706644|LIBRARY ~ INFORMATION SCIENCE|40|BL|R|1035300|LIBRARY 011||BLOOMINGTON|IN|47405-1801|US|20930701000000||BL|BL|Y|N|9520040|9520000|BL|BL|
BL|SLSL|014F3DAF78E0A448E043814FD28EA448|1.0|4279703397|LIBRARY - LIBRARY ~ INFORMATION|68|BL|H|1047400|LIBRARY||BLOOMINGTON|IN|47405|US|20980402000000|20980403000000|BL|LIBR|N|N|||||
BL|SOC|014F3DAF78E1A448E043814FD28EA448|1.0|1377209588|SOCIOLOGY|04|BL|O|1032900|BALLANTINE 744||BLOOMINGTON|IN|47405-6601|US|20930701000000||BL|ARSC|Y|N|9520004|9520000|BL|BL|
BL|SOCA|014F3DAF78E2A448E043814FD28EA448|1.0|4321004623|SOCIOLOGY ~ ANTHROPOLOGY|04|BL|H|1023200|KIRKWOOD HALL||BLOOMINGTON|IN|47405|US|20980324000000|20980401000000|BL|SOC|N|N|||||
BL|SOCS|014F3DAF78E3A448E043814FD28EA448|1.0|4321004623|SOCIAL SCIENCES, DIVISION OF|04|BL|H|1023200|KIRKWOOD HALL||BLOOMINGTON|IN|47405|US|20980324000000|20980401000000|BL|SOC|N|N|||||
BL|SOCW|014F3DAF78E4A448E043814FD28EA448|1.0|4186602347|SOCIAL WORK|52|BL|O|1048700|BRYAN 100||BLOOMINGTON|IN|47405-1201|US|20930701000000||BL|OACA|Y|Y|9520052|9520000|BL|BL|
BL|SOOL|014F3DAF78E5A448E043814FD28EA448|1.0|4321004623|ZOOLOGY|04|BL|H|1023200|KIRKWOOD HALL||BLOOMINGTON|IN|47405|US|20980324000000|20980401000000|BL|BI|N|N|||||
BL|SORG|014F3DAF78E6A448E043814FD28EA448|1.0|2982703845|STUDENT ORGANIZATIONS|81|BL|O|1022510|FRANKLIN 011||BLOOMINGTON|IN|47405-2801|US|20930701000000||BL|BURS|Y|Y|9520081|9520000|BL|BL|
BL|SOVE|014F3DAF78E7A448E043814FD28EA448|1.0|4321004623|INST FOR THE STUDY OF SOVIET|04|BL|H|1023200|KIRKWOOD HALL||BLOOMINGTON|IN|47405|US|20980324000000|20980401000000|BL|REEI|N|N|||||
BL|SPAN|014F3DAF78E8A448E043814FD28EA448|1.0|1713307115|SPANISH ~ PORTUGUESE|04|BL|O|1033200|BALLANTINE 803||BLOOMINGTON|IN|47405-6601|US|20930701000000||BL|ARSC|Y|N|9520004|9520000|BL|BL|
BL|SPAR|014F3DAF78E9A448E043814FD28EA448|1.0|4321004623|SPANISH RESOURCE CENTER|04|BL|H|1023200|KIRKWOOD HALL||BLOOMINGTON|IN|47405|US|20980324000000|20980401000000|BL|SPHS|N|N|||||
BL|SPCH|014F3DAF78EAA448E043814FD28EA448|1.0|4321004623|SPEECH|04|BL|H|1023200|KRIKWOOD HALL||BLOOMINGTON|IN|47405|US|20980324000000|20980401000000|BL|SPCM|N|N|||||
BL|SPCM|014F3DAF78EBA448E043814FD28EA448|1.0|3076500820|SPEECH COMMUNICATION|04|BL|O|1033500|809 E 7TH||BLOOMINGTON|IN|47405-3401|US|20930701000000||BL|ARSC|Y|Y|9520004|9520000|BL|BL|
BL|SPDB|014F3DAF78ECA448E043814FD28EA448|1.0|4186602347|STUDENT SUPPORT DEAN OF BUDGET|81|BL|O|1021687|BRYAN HALL 100||BLOOMINGTON|IN|47405-1201|US|20951122000000||BL|BSSP|Y|N|9520081|9520000|BL|BL|
BL|SPEA|014F3DAF78EDA448E043814FD28EA448|1.0|5340904165|PUBLIC ~ ENVIRONMENTAL AFFAIRS|36|BL|R|1040000|SPEA 314||BLOOMINGTON|IN|47405-2100|US|20030301000000||BL|BL|Y|N|9520036|9520000|BL|BL|
BL|SPEC|014F3DAF818EA448E043814FD28EA448|1.0|2843302291|EYEWEAR CTR AT CARMEL|44|BL|O|1035555|307 ATWATER||BLOOMINGTON|IN|47405|US|20040921000000||BL|CLIN|Y|N|9520044|9520000|BL|BL|
BL|SPED|014F3DAF78EEA448E043814FD28EA448|1.0|1739701101|SPECIAL EDUCATION|26|BL|H|1041700|EDUCATION  4145||BLOOMINGTON|IN|47405|US|20980330000000|20980401000000|BL|CRIN|N|N|||||
BL|SPER|014F3DAF78EFA448E043814FD28EA448|1.0|1401601855|STUDENT PERSONNEL|70|BL|H|1021200|FRANKLIN 108||BLOOMINGTON|IN|47405|US|20980402000000|20980403000000|BL|CDCT|N|N|||||
