role_mbr_id|ver_nbr|obj_id|role_id|mbr_id|mbr_typ_cd|actv_frm_dt|actv_to_dt|last_updt_dt|
KFS1625|1.0|KFS1625|81|4075208273|P|||20121207233027|
KFS1626|1.0|KFS1626|81|5598104606|P|||20121207233027|
KFS1627|1.0|KFS1627|81|1373503598|P|||20121207233027|
KFS1628|1.0|KFS1628|81|4445203670|P|||20121207233027|
KFS1629|1.0|KFS1629|81|3445505002|P|||20121207233027|
KFS163|1.0|KFS163|54|2123906967|P|||20121207233025|
KFS1630|1.0|KFS1630|81|1701207121|P|||20121207233027|
KFS1631|1.0|KFS1631|81|1373005978|P|||20121207233027|
KFS1632|1.0|KFS1632|81|1373005978|P|||20121207233027|
KFS1633|1.0|KFS1633|81|4431400488|P|||20121207233027|
KFS1634|1.0|KFS1634|81|1309104027|P|||20121207233027|
KFS1635|1.0|KFS1635|81|5412209968|P|||20121207233027|
KFS1636|1.0|KFS1636|81|4333007056|P|||20121207233027|
KFS1637|1.0|KFS1637|81|2168808105|P|||20121207233027|
KFS1638|1.0|KFS1638|81|3949401795|P|||20121207233027|
KFS1639|1.0|KFS1639|54|4431400488|P|||20121207233025|
KFS164|1.0|KFS164|54|3953901363|P|||20121207233025|
KFS1640|1.0|KFS1640|20|19|R|||20121207232901|
KFS1641|1.0|KFS1641|81|3608607904|P|||20121207233027|
KFS1642|1.0|KFS1642|81|2906405069|P|||20121207233027|
KFS1643|1.0|KFS1643|81|3898405507|P|||20121207233027|
KFS1644|1.0|KFS1644|81|1183109030|P|||20121207233027|
KFS1645|1.0|KFS1645|81|4161901639|P|||20121207233027|
KFS1646|1.0|KFS1646|81|1545104915|P|||20121207233027|
KFS1647|1.0|KFS1647|81|4052406505|P|||20121207233027|
KFS1648|1.0|KFS1648|81|3344600883|P|||20121207233027|
KFS1649|1.0|KFS1649|81|4336803918|P|||20121207233027|
KFS165|1.0|KFS165|54|6076602019|P|||20121207233025|
KFS1650|1.0|KFS1650|81|5729300245|P|||20121207233027|
KFS1651|1.0|KFS1651|81|3264700400|P|||20121207233027|
KFS1652|1.0|KFS1652|81|5331903365|P|||20121207233027|
KFS1653|1.0|KFS1653|81|6276904397|P|||20121207233027|
KFS1654|1.0|KFS1654|81|1308508136|P|||20121207233027|
KFS1655|1.0|KFS1655|53|37|R|||20121207232901|
KFS1656|1.0|KFS1656|31|4034202067|P|||20121207233025|
KFS1657|1.0|KFS1657|31|5725905238|P|||20121207233025|
KFS1658|1.0|KFS1658|30|2557302698|P|||20121207233025|
KFS1659|1.0|KFS1659|30|2093401908|P|||20121207233025|
KFS166|1.0|KFS166|54|5388101202|P|||20121207233025|
KFS1660|1.0|KFS1660|49|1416100736|P|||20121207233025|
KFS1661|1.0|KFS1661|49|5729300245|P|||20121207233025|
KFS1662|1.0|KFS1662|76|1416100736|P|||20121207233027|
KFS1663|1.0|KFS1663|76|4576403588|P|||20121207233027|
KFS1664|1.0|KFS1664|76|5187400048|P|||20121207233027|
KFS1665|1.0|KFS1665|76|4986309372|P|||20121207233027|
KFS1666|1.0|KFS1666|76|4189006519|P|||20121207233027|
KFS1667|1.0|KFS1667|76|5917508140|P|||20121207233027|
KFS1668|1.0|KFS1668|76|5390502344|P|||20121207233027|
KFS1669|1.0|KFS1669|76|1394308640|P|||20121207233027|
KFS167|1.0|KFS167|54|4676801285|P|||20121207233025|
KFS1678|1.0|KFS1678|24|2930203477|P|||20121207233024|
KFS1679|1.0|KFS1679|24|3679505261|P|||20121207233024|
KFS168|1.0|KFS168|54|5594003018|P|||20121207233025|
KFS1680|1.0|KFS1680|24|6259500614|P|||20121207233024|
KFS1681|1.0|KFS1681|24|3620801617|P|||20121207233024|
KFS1682|1.0|KFS1682|24|1257009999|P|||20121207233024|
KFS1683|1.0|KFS1683|28|4189500212|P|||20121207233025|
KFS1684|1.0|KFS1684|28|2615708929|P|||20121207233025|
KFS1685|1.0|KFS1685|28|3898405507|P|||20121207233025|
KFS1686|1.0|KFS1686|28|2498300893|P|||20121207233025|
KFS1687|1.0|KFS1687|28|5420400165|P|||20121207233025|
KFS1688|1.0|KFS1688|28|4813308951|P|||20121207233025|
KFS1689|1.0|KFS1689|28|4813308951|P|||20121207233025|
KFS169|1.0|KFS169|54|4425901434|P|||20121207233025|
KFS1690|1.0|KFS1690|28|5121105659|P|||20121207233025|
KFS1691|1.0|KFS1691|28|5390502344|P|||20121207233025|
KFS1692|1.0|KFS1692|28|4249202839|P|||20121207233025|
KFS1693|1.0|KFS1693|68|2059604038|P|||20121207233027|
KFS1694|1.0|KFS1694|68|2620008671|P|||20121207233027|
KFS1695|1.0|KFS1695|68|3682507451|P|||20121207233027|
KFS1696|1.0|KFS1696|68|4329502868|P|||20121207233027|
KFS1699|1.0|KFS1699|68|1249702947|P|||20121207233027|
KFS17|1.0|KFS17|54|3344600883|P|||20121207233025|
KFS170|1.0|KFS170|54|3072605934|P|||20121207233025|
KFS1700|1.0|KFS1700|68|2100108872|P|||20121207233027|
KFS1701|1.0|KFS1701|68|6098801303|P|||20121207233027|
KFS1702|1.0|KFS1702|79|2906405069|P|||20121207233027|
KFS1703|1.0|KFS1703|44|50|R|||20121207232901|
KFS1704|1.0|KFS1704|44|96|R|||20121207232901|
KFS1705|1.0|KFS1705|28|2906405069|P|||20121207233025|
KFS1706|1.0|KFS1706|28|2906405069|P|||20121207233025|
KFS1707|1.0|KFS1707|28|2615708929|P|||20121207233025|
KFS1708|1.0|KFS1708|28|2615708929|P|||20121207233025|
KFS171|1.0|KFS171|54|3271906388|P|||20121207233025|
KFS172|1.0|KFS172|54|1391709836|P|||20121207233025|
KFS173|1.0|KFS173|54|5049406169|P|||20121207233025|
KFS174|1.0|KFS174|54|3622007882|P|||20121207233025|
KFS175|1.0|KFS175|54|3127805179|P|||20121207233025|
KFS176|1.0|KFS176|54|1977504222|P|||20121207233025|
KFS177|1.0|KFS177|54|4219606069|P|||20121207233025|
KFS178|1.0|KFS178|54|2200400621|P|||20121207233025|
KFS179|1.0|KFS179|54|1396502519|P|||20121207233025|
KFS18|1.0|KFS18|54|2999000040|P|||20121207233025|
KFS180|1.0|KFS180|54|5511601466|P|||20121207233025|
KFS181|1.0|KFS181|54|5340904165|P|||20121207233025|
KFS182|1.0|KFS182|54|4949701040|P|||20121207233025|
KFS183|1.0|KFS183|54|3114503350|P|||20121207233025|
KFS184|1.0|KFS184|54|5163208565|P|||20121207233025|
KFS185|1.0|KFS185|54|1701207121|P|||20121207233025|
KFS186|1.0|KFS186|54|4984801399|P|||20121207233025|
KFS187|1.0|KFS187|54|2422606713|P|||20121207233025|
KFS188|1.0|KFS188|54|5759504722|P|||20121207233025|
KFS189|1.0|KFS189|54|4663701472|P|||20121207233025|
KFS19|1.0|KFS19|54|5631302174|P|||20121207233025|
KFS190|1.0|KFS190|54|3771403079|P|||20121207233025|
KFS191|1.0|KFS191|54|1873802777|P|||20121207233025|
KFS192|1.0|KFS192|54|2266302958|P|||20121207233025|
KFS193|1.0|KFS193|54|1143902789|P|||20121207233025|
KFS194|1.0|KFS194|54|3303508289|P|||20121207233025|
KFS195|1.0|KFS195|54|1541203472|P|||20121207233025|
KFS196|1.0|KFS196|54|4212109427|P|||20121207233025|
KFS197|1.0|KFS197|54|2645800726|P|||20121207233025|
KFS198|1.0|KFS198|54|2219604689|P|||20121207233025|
KFS199|1.0|KFS199|54|3209904483|P|||20121207233025|
KFS2|1.0|KFS2|54|1509103107|P|||20121207233025|
KFS20|1.0|KFS20|54|2210808811|P|||20121207233025|
KFS200|1.0|KFS200|54|3541802074|P|||20121207233025|
KFS201|1.0|KFS201|54|5505804257|P|||20121207233025|
KFS202|1.0|KFS202|54|2381600911|P|||20121207233025|
KFS203|1.0|KFS203|54|4762009731|P|||20121207233025|
KFS204|1.0|KFS204|54|3084506625|P|||20121207233025|
KFS205|1.0|KFS205|54|1893804727|P|||20121207233025|
KFS206|1.0|KFS206|54|1860703812|P|||20121207233025|
KFS207|1.0|KFS207|54|3491306639|P|||20121207233025|
KFS208|1.0|KFS208|54|5268706644|P|||20121207233025|
KFS209|1.0|KFS209|54|5269109539|P|||20121207233025|
KFS21|1.0|KFS21|54|5335901264|P|||20121207233025|
KFS210|1.0|KFS210|54|3236104556|P|||20121207233025|
KFS211|1.0|KFS211|54|4615400247|P|||20121207233025|
KFS212|1.0|KFS212|54|2037407017|P|||20121207233025|
KFS213|1.0|KFS213|54|5238503444|P|||20121207233025|
KFS214|1.0|KFS214|54|3506305224|P|||20121207233025|
KFS215|1.0|KFS215|54|1851407732|P|||20121207233025|
KFS216|1.0|KFS216|54|2168808105|P|||20121207233025|
KFS217|1.0|KFS217|54|1997403090|P|||20121207233025|
KFS218|1.0|KFS218|54|2210608902|P|||20121207233025|
KFS219|1.0|KFS219|54|3075402167|P|||20121207233025|
KFS22|1.0|KFS22|54|2133704704|P|||20121207233025|
KFS220|1.0|KFS220|54|3608700794|P|||20121207233025|
KFS221|1.0|KFS221|54|3091109681|P|||20121207233025|
KFS222|1.0|KFS222|54|3379807602|P|||20121207233025|
KFS223|1.0|KFS223|54|2698204697|P|||20121207233025|
KFS224|1.0|KFS224|54|3395606968|P|||20121207233025|
KFS225|1.0|KFS225|54|2142103403|P|||20121207233025|
KFS226|1.0|KFS226|54|2444607029|P|||20121207233025|
KFS227|1.0|KFS227|54|5049708811|P|||20121207233025|
KFS228|1.0|KFS228|54|3613806482|P|||20121207233025|
KFS229|1.0|KFS229|54|2125805710|P|||20121207233025|
KFS23|1.0|KFS23|54|2930203477|P|||20121207233025|
KFS230|1.0|KFS230|54|3432106365|P|||20121207233025|
KFS231|1.0|KFS231|54|2100108872|P|||20121207233025|
KFS232|1.0|KFS232|54|2477306322|P|||20121207233025|
KFS233|1.0|KFS233|54|1668303757|P|||20121207233025|
KFS234|1.0|KFS234|54|2905401709|P|||20121207233025|
KFS235|1.0|KFS235|54|3082302550|P|||20121207233025|
KFS236|1.0|KFS236|54|4657500196|P|||20121207233025|
KFS237|1.0|KFS237|54|5840802300|P|||20121207233025|
KFS238|1.0|KFS238|54|3570803537|P|||20121207233025|
KFS239|1.0|KFS239|54|5331201785|P|||20121207233025|
KFS24|1.0|KFS24|54|2539200452|P|||20121207233025|
KFS240|1.0|KFS240|54|4004609468|P|||20121207233025|
KFS241|1.0|KFS241|54|3414509376|P|||20121207233025|
KFS242|1.0|KFS242|54|1271304676|P|||20121207233025|
KFS243|1.0|KFS243|54|3679505261|P|||20121207233025|
KFS244|1.0|KFS244|54|2566903942|P|||20121207233025|
KFS245|1.0|KFS245|54|2687501556|P|||20121207233025|
KFS246|1.0|KFS246|54|4951900430|P|||20121207233025|
KFS247|1.0|KFS247|54|2683109793|P|||20121207233025|
KFS248|1.0|KFS248|54|1872708343|P|||20121207233025|
KFS249|1.0|KFS249|54|2017509094|P|||20121207233025|
KFS25|1.0|KFS25|54|6054406226|P|||20121207233025|
KFS250|1.0|KFS250|54|4385708213|P|||20121207233025|
KFS251|1.0|KFS251|54|5157601830|P|||20121207233025|
KFS252|1.0|KFS252|54|6090605470|P|||20121207233025|
KFS253|1.0|KFS253|54|2130202257|P|||20121207233025|
KFS254|1.0|KFS254|54|5424404553|P|||20121207233025|
KFS255|1.0|KFS255|54|2191506168|P|||20121207233025|
KFS256|1.0|KFS256|54|3949401795|P|||20121207233025|
KFS257|1.0|KFS257|54|1250802481|P|||20121207233025|
KFS258|1.0|KFS258|54|4156108398|P|||20121207233025|
KFS259|1.0|KFS259|54|3554107164|P|||20121207233025|
KFS26|1.0|KFS26|54|1662000685|P|||20121207233025|
KFS260|1.0|KFS260|54|2039604860|P|||20121207233025|
KFS261|1.0|KFS261|54|5666106211|P|||20121207233025|
KFS262|1.0|KFS262|54|4318506633|P|||20121207233025|
KFS263|1.0|KFS263|54|6218206268|P|||20121207233025|
KFS264|1.0|KFS264|54|4684100678|P|||20121207233025|
KFS265|1.0|KFS265|54|3421900658|P|||20121207233025|
KFS266|1.0|KFS266|54|5778107441|P|||20121207233025|
KFS267|1.0|KFS267|54|4640605151|P|||20121207233025|
KFS268|1.0|KFS268|54|5253907165|P|||20121207233025|
KFS269|1.0|KFS269|54|5703004918|P|||20121207233025|
KFS27|1.0|KFS27|54|1110902378|P|||20121207233025|
KFS270|1.0|KFS270|54|2701102442|P|||20121207233025|
KFS271|1.0|KFS271|54|3851402102|P|||20121207233025|
KFS272|1.0|KFS272|54|3973303170|P|||20121207233025|
KFS273|1.0|KFS273|54|4769102739|P|||20121207233025|
KFS274|1.0|KFS274|54|2171806350|P|||20121207233025|
KFS275|1.0|KFS275|54|4425301537|P|||20121207233025|
KFS276|1.0|KFS276|54|1229409497|P|||20121207233025|
KFS277|1.0|KFS277|54|4119106569|P|||20121207233025|
KFS278|1.0|KFS278|54|1409904240|P|||20121207233025|
KFS279|1.0|KFS279|54|5369106674|P|||20121207233025|
KFS28|1.0|KFS28|54|5246402917|P|||20121207233025|
KFS280|1.0|KFS280|54|4229402365|P|||20121207233025|
KFS281|1.0|KFS281|54|2247204558|P|||20121207233025|
KFS282|1.0|KFS282|54|5009908085|P|||20121207233025|
KFS283|1.0|KFS283|54|4071904043|P|||20121207233025|
KFS284|1.0|KFS284|54|3882609863|P|||20121207233025|
KFS285|1.0|KFS285|54|3237001729|P|||20121207233025|
KFS286|1.0|KFS286|54|4532607382|P|||20121207233025|
KFS287|1.0|KFS287|54|5454406993|P|||20121207233025|
KFS288|1.0|KFS288|54|1257009999|P|||20121207233025|
KFS289|1.0|KFS289|54|4189006519|P|||20121207233025|
KFS29|1.0|KFS29|54|5621906847|P|||20121207233025|
KFS290|1.0|KFS290|54|4191101345|P|||20121207233025|
KFS291|1.0|KFS291|54|2676505139|P|||20121207233025|
KFS292|1.0|KFS292|54|1825401133|P|||20121207233025|
KFS293|1.0|KFS293|54|2416008397|P|||20121207233025|
KFS294|1.0|KFS294|54|4342508112|P|||20121207233025|
KFS295|1.0|KFS295|54|4120805311|P|||20121207233025|
KFS296|1.0|KFS296|54|1304408857|P|||20121207233025|
KFS297|1.0|KFS297|54|4603906716|P|||20121207233025|
KFS298|1.0|KFS298|54|1617103986|P|||20121207233025|
KFS299|1.0|KFS299|54|3504508872|P|||20121207233025|
KFS3|1.0|KFS3|54|4818506871|P|||20121207233025|
KFS30|1.0|KFS30|54|4212400813|P|||20121207233025|
KFS300|1.0|KFS300|54|1538407407|P|||20121207233025|
KFS301|1.0|KFS301|54|3339401230|P|||20121207233025|
KFS302|1.0|KFS302|54|3616406417|P|||20121207233025|
KFS303|1.0|KFS303|54|6110703327|P|||20121207233025|
KFS304|1.0|KFS304|54|4054206419|P|||20121207233025|
KFS305|1.0|KFS305|54|5564804827|P|||20121207233025|
KFS306|1.0|KFS306|54|3651402735|P|||20121207233025|
KFS307|1.0|KFS307|54|4075208273|P|||20121207233025|
KFS308|1.0|KFS308|54|2620008671|P|||20121207233025|
KFS309|1.0|KFS309|54|1625704209|P|||20121207233025|
KFS31|1.0|KFS31|54|2691706557|P|||20121207233025|
KFS310|1.0|KFS310|54|2689004273|P|||20121207233025|
KFS311|1.0|KFS311|54|4295400514|P|||20121207233025|
KFS312|1.0|KFS312|54|3771303577|P|||20121207233025|
KFS313|1.0|KFS313|54|5870509419|P|||20121207233025|
KFS314|1.0|KFS314|54|3577005213|P|||20121207233025|
KFS315|1.0|KFS315|54|5838306122|P|||20121207233025|
KFS316|1.0|KFS316|54|5683305708|P|||20121207233025|
KFS317|1.0|KFS317|54|1399906687|P|||20121207233025|
KFS318|1.0|KFS318|54|3526803109|P|||20121207233025|
KFS319|1.0|KFS319|54|4012108265|P|||20121207233025|
KFS32|1.0|KFS32|54|1308508136|P|||20121207233025|
KFS320|1.0|KFS320|54|1913409136|P|||20121207233025|
KFS321|1.0|KFS321|54|2234900338|P|||20121207233025|
KFS322|1.0|KFS322|54|1257605304|P|||20121207233025|
KFS323|1.0|KFS323|54|4526900367|P|||20121207233025|
KFS324|1.0|KFS324|54|6274603810|P|||20121207233025|
KFS325|1.0|KFS325|54|1494004993|P|||20121207233025|
KFS326|1.0|KFS326|54|5368508241|P|||20121207233025|
KFS327|1.0|KFS327|54|5598509810|P|||20121207233025|
KFS328|1.0|KFS328|54|4326006416|P|||20121207233025|
KFS329|1.0|KFS329|54|5589007124|P|||20121207233025|
KFS33|1.0|KFS33|54|3420506415|P|||20121207233025|
KFS330|1.0|KFS330|54|4670302271|P|||20121207233025|
KFS331|1.0|KFS331|54|5455507137|P|||20121207233025|
KFS332|1.0|KFS332|54|4160100413|P|||20121207233025|
KFS333|1.0|KFS333|54|2798209582|P|||20121207233025|
KFS334|1.0|KFS334|54|1825000680|P|||20121207233025|
KFS335|1.0|KFS335|54|3185208201|P|||20121207233025|
KFS336|1.0|KFS336|54|3153306089|P|||20121207233025|
KFS337|1.0|KFS337|54|5360703640|P|||20121207233025|
KFS338|1.0|KFS338|54|4557803500|P|||20121207233025|
KFS339|1.0|KFS339|54|4756700862|P|||20121207233025|
KFS34|1.0|KFS34|54|6218805472|P|||20121207233025|
KFS340|1.0|KFS340|54|1153304576|P|||20121207233025|
KFS341|1.0|KFS341|54|6172204597|P|||20121207233025|
KFS342|1.0|KFS342|54|2098609156|P|||20121207233025|
KFS343|1.0|KFS343|54|5934406882|P|||20121207233025|
KFS344|1.0|KFS344|54|5725905238|P|||20121207233025|
KFS345|1.0|KFS345|54|3962607660|P|||20121207233025|
KFS346|1.0|KFS346|54|3686309824|P|||20121207233025|
KFS347|1.0|KFS347|54|2557302698|P|||20121207233025|
KFS348|1.0|KFS348|54|4512803108|P|||20121207233025|
KFS349|1.0|KFS349|54|6185006765|P|||20121207233025|
KFS35|1.0|KFS35|54|6012204256|P|||20121207233025|
KFS350|1.0|KFS350|54|2514300297|P|||20121207233025|
KFS351|1.0|KFS351|54|2216800403|P|||20121207233025|
KFS352|1.0|KFS352|54|5263304328|P|||20121207233025|
KFS353|1.0|KFS353|54|4042509785|P|||20121207233025|
KFS354|1.0|KFS354|54|4936104131|P|||20121207233025|
KFS355|1.0|KFS355|54|1110208926|P|||20121207233025|
KFS356|1.0|KFS356|54|3103108378|P|||20121207233025|
KFS357|1.0|KFS357|54|1917101392|P|||20121207233025|
KFS358|1.0|KFS358|54|1805206486|P|||20121207233025|
KFS359|1.0|KFS359|54|2853504613|P|||20121207233025|
KFS36|1.0|KFS36|54|5729300245|P|||20121207233025|
KFS360|1.0|KFS360|54|2815401389|P|||20121207233025|
KFS361|1.0|KFS361|54|3954101482|P|||20121207233025|
KFS362|1.0|KFS362|54|3324503879|P|||20121207233025|
KFS363|1.0|KFS363|54|3572801924|P|||20121207233025|
KFS364|1.0|KFS364|54|1407101459|P|||20121207233025|
KFS365|1.0|KFS365|54|2151305938|P|||20121207233025|
KFS366|1.0|KFS366|54|1312601202|P|||20121207233026|
KFS367|1.0|KFS367|54|2595106260|P|||20121207233026|
KFS368|1.0|KFS368|54|5267600242|P|||20121207233026|
KFS369|1.0|KFS369|54|2937208570|P|||20121207233026|
KFS37|1.0|KFS37|54|2341000360|P|||20121207233026|
KFS370|1.0|KFS370|54|3172909967|P|||20121207233026|
KFS371|1.0|KFS371|54|3696203424|P|||20121207233026|
KFS372|1.0|KFS372|54|4443702936|P|||20121207233026|
KFS373|1.0|KFS373|54|2302909552|P|||20121207233026|
KFS374|1.0|KFS374|54|2598709220|P|||20121207233026|
KFS375|1.0|KFS375|54|2827008884|P|||20121207233026|
KFS376|1.0|KFS376|54|2462903583|P|||20121207233026|
KFS377|1.0|KFS377|54|5214509007|P|||20121207233026|
KFS378|1.0|KFS378|54|2529001055|P|||20121207233026|
KFS379|1.0|KFS379|54|1595003228|P|||20121207233026|
KFS38|1.0|KFS38|54|4939700542|P|||20121207233026|
KFS380|1.0|KFS380|54|5011403363|P|||20121207233026|
KFS381|1.0|KFS381|54|5601108543|P|||20121207233026|
KFS382|1.0|KFS382|54|1395608638|P|||20121207233026|
KFS383|1.0|KFS383|54|3723004024|P|||20121207233026|
KFS384|1.0|KFS384|54|2960207362|P|||20121207233026|
KFS385|1.0|KFS385|54|5566302804|P|||20121207233026|
KFS386|1.0|KFS386|54|3892107556|P|||20121207233026|
KFS387|1.0|KFS387|54|4592004673|P|||20121207233026|
KFS388|1.0|KFS388|54|4054108339|P|||20121207233026|
KFS389|1.0|KFS389|54|1548905190|P|||20121207233026|
KFS39|1.0|KFS39|54|1326409751|P|||20121207233026|
KFS390|1.0|KFS390|54|3311909675|P|||20121207233026|
KFS391|1.0|KFS391|54|2235508898|P|||20121207233026|
KFS392|1.0|KFS392|54|2855702943|P|||20121207233026|
KFS393|1.0|KFS393|54|2817408084|P|||20121207233026|
KFS394|1.0|KFS394|54|5801508274|P|||20121207233026|
KFS395|1.0|KFS395|54|5183806303|P|||20121207233026|
KFS396|1.0|KFS396|54|5927407565|P|||20121207233026|
KFS397|1.0|KFS397|54|3439809008|P|||20121207233026|
KFS398|1.0|KFS398|54|1246104058|P|||20121207233026|
KFS399|1.0|KFS399|54|5483808706|P|||20121207233026|
KFS4|1.0|KFS4|54|4217300016|P|||20121207233026|
KFS40|1.0|KFS40|54|1729700072|P|||20121207233026|
KFS400|1.0|KFS400|54|2558305577|P|||20121207233026|
KFS401|1.0|KFS401|54|1963107144|P|||20121207233026|
KFS402|1.0|KFS402|54|4253800242|P|||20121207233026|
KFS403|1.0|KFS403|54|3682507451|P|||20121207233026|
KFS404|1.0|KFS404|54|1913605143|P|||20121207233026|
KFS405|1.0|KFS405|54|5103107704|P|||20121207233026|
KFS406|1.0|KFS406|54|1815201705|P|||20121207233026|
KFS407|1.0|KFS407|54|1858404165|P|||20121207233026|
KFS408|1.0|KFS408|54|2007308722|P|||20121207233026|
KFS409|1.0|KFS409|54|4602809661|P|||20121207233026|
KFS41|1.0|KFS41|54|2371700399|P|||20121207233026|
KFS410|1.0|KFS410|54|2976808378|P|||20121207233026|
KFS411|1.0|KFS411|54|4215903770|P|||20121207233026|
KFS412|1.0|KFS412|54|5384207659|P|||20121207233026|
KFS413|1.0|KFS413|54|6219307217|P|||20121207233026|
KFS414|1.0|KFS414|54|3270009216|P|||20121207233026|
KFS415|1.0|KFS415|54|4322103093|P|||20121207233026|
KFS416|1.0|KFS416|54|4836204798|P|||20121207233026|
KFS417|1.0|KFS417|54|4636809178|P|||20121207233026|
KFS418|1.0|KFS418|54|2493208285|P|||20121207233026|
KFS419|1.0|KFS419|54|1623901088|P|||20121207233026|
KFS42|1.0|KFS42|54|4965407189|P|||20121207233026|
KFS420|1.0|KFS420|54|3808900136|P|||20121207233026|
KFS421|1.0|KFS421|54|3428005487|P|||20121207233026|
KFS422|1.0|KFS422|54|1224201162|P|||20121207233026|
KFS423|1.0|KFS423|54|2843302291|P|||20121207233026|
KFS424|1.0|KFS424|54|3909803874|P|||20121207233026|
KFS425|1.0|KFS425|54|5691404828|P|||20121207233026|
KFS426|1.0|KFS426|54|2470508447|P|||20121207233026|
KFS427|1.0|KFS427|54|3317806328|P|||20121207233026|
KFS428|1.0|KFS428|54|4660302992|P|||20121207233026|
KFS429|1.0|KFS429|54|4843207887|P|||20121207233026|
KFS43|1.0|KFS43|54|2363702481|P|||20121207233026|
KFS430|1.0|KFS430|54|1164809566|P|||20121207233026|
KFS431|1.0|KFS431|54|3132300262|P|||20121207233026|
KFS432|1.0|KFS432|54|2459709799|P|||20121207233026|
KFS433|1.0|KFS433|54|1506406723|P|||20121207233026|
KFS434|1.0|KFS434|54|3830700232|P|||20121207233026|
KFS435|1.0|KFS435|54|1739701101|P|||20121207233026|
KFS436|1.0|KFS436|54|2599004561|P|||20121207233026|
KFS437|1.0|KFS437|54|4021000393|P|||20121207233026|
KFS438|1.0|KFS438|54|2552809682|P|||20121207233026|
KFS439|1.0|KFS439|54|5822209974|P|||20121207233026|
KFS44|1.0|KFS44|54|2171104510|P|||20121207233026|
KFS440|1.0|KFS440|54|1897800967|P|||20121207233026|
KFS441|1.0|KFS441|54|5397206164|P|||20121207233026|
KFS442|1.0|KFS442|54|2744604637|P|||20121207233026|
KFS443|1.0|KFS443|54|5001606818|P|||20121207233026|
KFS444|1.0|KFS444|54|5558702729|P|||20121207233026|
KFS445|1.0|KFS445|54|5240003343|P|||20121207233026|
KFS446|1.0|KFS446|54|4426706986|P|||20121207233026|
KFS447|1.0|KFS447|54|6044901223|P|||20121207233026|
KFS448|1.0|KFS448|54|2321500336|P|||20121207233026|
KFS449|1.0|KFS449|54|2566404853|P|||20121207233026|
KFS45|1.0|KFS45|54|2982703845|P|||20121207233026|
KFS450|1.0|KFS450|54|4598205605|P|||20121207233026|
KFS451|1.0|KFS451|54|6235900785|P|||20121207233026|
KFS452|1.0|KFS452|54|1777902237|P|||20121207233026|
KFS453|1.0|KFS453|54|5750603189|P|||20121207233026|
KFS454|1.0|KFS454|54|2498300893|P|||20121207233026|
KFS455|1.0|KFS455|54|2862905828|P|||20121207233026|
KFS456|1.0|KFS456|54|2079403368|P|||20121207233026|
KFS457|1.0|KFS457|54|5166900312|P|||20121207233026|
KFS458|1.0|KFS458|54|2845700356|P|||20121207233026|
KFS459|1.0|KFS459|54|1730300231|P|||20121207233026|
KFS46|1.0|KFS46|54|4146202628|P|||20121207233026|
KFS460|1.0|KFS460|54|3880605325|P|||20121207233026|
KFS461|1.0|KFS461|54|4325800307|P|||20121207233026|
KFS462|1.0|KFS462|54|2228809634|P|||20121207233026|
KFS463|1.0|KFS463|54|3879106523|P|||20121207233026|
KFS464|1.0|KFS464|54|1516709007|P|||20121207233026|
KFS465|1.0|KFS465|54|3328902578|P|||20121207233026|
KFS466|1.0|KFS466|54|1896903531|P|||20121207233026|
KFS467|1.0|KFS467|54|5238208156|P|||20121207233026|
KFS468|1.0|KFS468|54|3334505644|P|||20121207233026|
KFS469|1.0|KFS469|54|5653408083|P|||20121207233026|
KFS47|1.0|KFS47|54|3093503932|P|||20121207233026|
KFS470|1.0|KFS470|54|4655607592|P|||20121207233026|
KFS471|1.0|KFS471|54|1862105446|P|||20121207233026|
KFS472|1.0|KFS472|54|5275603672|P|||20121207233026|
KFS473|1.0|KFS473|54|4332503265|P|||20121207233026|
KFS474|1.0|KFS474|54|4040902117|P|||20121207233026|
KFS475|1.0|KFS475|54|5790902739|P|||20121207233026|
KFS476|1.0|KFS476|54|2007901595|P|||20121207233026|
KFS477|1.0|KFS477|54|5370702076|P|||20121207233026|
KFS478|1.0|KFS478|54|1879003958|P|||20121207233026|
KFS479|1.0|KFS479|54|2210506219|P|||20121207233026|
KFS48|1.0|KFS48|54|4336803918|P|||20121207233026|
KFS480|1.0|KFS480|54|3889504703|P|||20121207233026|
KFS481|1.0|KFS481|54|4988707000|P|||20121207233026|
KFS482|1.0|KFS482|54|1985208153|P|||20121207233026|
KFS483|1.0|KFS483|54|1743101782|P|||20121207233026|
KFS484|1.0|KFS484|54|6085806353|P|||20121207233026|
KFS485|1.0|KFS485|54|5246301400|P|||20121207233026|
KFS486|1.0|KFS486|54|2905707168|P|||20121207233026|
KFS487|1.0|KFS487|54|6242205377|P|||20121207233026|
KFS488|1.0|KFS488|54|1624505499|P|||20121207233026|
KFS489|1.0|KFS489|54|3620801617|P|||20121207233026|
KFS49|1.0|KFS49|54|2330602960|P|||20121207233026|
KFS490|1.0|KFS490|54|5043206372|P|||20121207233026|
KFS491|1.0|KFS491|54|6001205150|P|||20121207233026|
KFS492|1.0|KFS492|54|3018504407|P|||20121207233026|
KFS493|1.0|KFS493|54|1683304591|P|||20121207233026|
KFS494|1.0|KFS494|54|5069707491|P|||20121207233026|
KFS495|1.0|KFS495|54|2079807479|P|||20121207233026|
KFS496|1.0|KFS496|54|5003409252|P|||20121207233026|
KFS497|1.0|KFS497|54|3933407724|P|||20121207233026|
