nmspc_cd|cmpnt_clss|prprty_nm|obj_id|ver_nbr|fnctnl_field_descr|active_ind|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetGlobalDetail|offCampusAddress|5D06BF99425D7808E0404F8189D80667|1.0|The off-campus address of the user.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetGlobalDetail|offCampusCityName|5D06BF99425E7808E0404F8189D80667|1.0|The city where the off-campus user resides.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetGlobalDetail|offCampusCountryCode|5D06BF99425F7808E0404F8189D80667|1.0|The country where the off-campus user resides.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetGlobalDetail|offCampusName|5D06BF9942607808E0404F8189D80667|1.0|Name of the off-campus user.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetGlobalDetail|offCampusStateCode|5D06BF9942617808E0404F8189D80667|1.0|The State Code for the off-campus user|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetGlobalDetail|offCampusZipCode|5D06BF9942627808E0404F8189D80667|1.0|The Postal Code for the off-campus user|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetGlobalDetail|organizationAssetTypeIdentifier|5D06BF9942637808E0404F8189D80667|1.0|Organizational field that can be used to classify the type of equipment.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetGlobalDetail|organizationInventoryName|5D06BF9942647808E0404F8189D80667|1.0|1) This field is used to sort assets within an organization to assist with physical inventories. 2) In addition to pulling equipment descriptions from purchase orders, CAM allows Organizations to include common names. (For example, ""GMC FABRICATED ABC1234 WIDE BODY DUMP"" could have an organizational inventory name of ""Recycling Truck"".) |Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetGlobalDetail|organizationText|5D06BF99426E7808E0404F8189D80667|1.0|Free form field for an organization to enter any information they wish to record about an asset. |Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetGlobalDetail|representativeUniversalIdentifier|5D06BF9942687808E0404F8189D80667|1.0|The asset representative field can be used to group assets by a person's name (for example, staff member, faculty member) whose name is in the Universal User Table.  The information presented on reports will be in the format of last name, first name.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetGlobalDetail|separateSourceAmount|5D06BF9942707808E0404F8189D80667|1.0|Asset separate source amount.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetGlobalDetail|serialNumber|5D06BF9942657808E0404F8189D80667|1.0|A unique Identification number assigned by the asset's manufacturer. |Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetLocation|assetLocationCityName|5D06BF9942717808E0404F8189D80667|1.0|Name of the City Where asset is located.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetLocation|assetLocationContactIdentifier|5D06BF9942727808E0404F8189D80667|1.0|Contact Identification where the asset is located.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetLocation|assetLocationContactName|5D06BF9942737808E0404F8189D80667|1.0|A contact name for where the asset is located.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetLocation|assetLocationCountryCode|5D06BF9942747808E0404F8189D80667|1.0|Country Code for where the asset is located.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetLocation|assetLocationInstitutionName|5D06BF9942757808E0404F8189D80667|1.0|The name of institution where the asset is located.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetLocation|assetLocationPhoneNumber|5D06BF9942767808E0404F8189D80667|1.0|Phone Number for where the asset is located.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetLocation|assetLocationStateCode|5D06BF9942777808E0404F8189D80667|1.0|State Code for asset location.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetLocation|assetLocationStreetAddress|5D06BF9942787808E0404F8189D80667|1.0|Street Address of asset location.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetLocation|assetLocationTypeCode|5D06BF9942797808E0404F8189D80667|1.0|Asset Type Code.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetLocation|assetLocationZipCode|5D06BF99427A7808E0404F8189D80667|1.0|Postal Code of asset location.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetLocation|capitalAssetNumber|5D06BF99427B7808E0404F8189D80667|1.0|System generated asset number. |Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetLocationGlobal|documentNumber|5D06BF99427C7808E0404F8189D80667|1.0|A unique, sequential, system-assigned number for a document. |Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetLocationGlobalDetail|buildingCode|5D06BF99427D7808E0404F8189D80667|1.0|The record key for the building in the system.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetLocationGlobalDetail|buildingRoomNumber|5D06BF99427E7808E0404F8189D80667|1.0|The valid room number for the building that houses the asset.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetLocationGlobalDetail|buildingSubRoomNumber|5D06BF99427F7808E0404F8189D80667|1.0|Provides an additional option to more accurately depict the asset location (for example, Cubicle Number). |Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetLocationGlobalDetail|campusCode|5D06BF9942807808E0404F8189D80667|1.0|The code of the campus associated with the document's initiator, derived from the user's profile.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetLocationGlobalDetail|campusTagNumber|5D06BF9942817808E0404F8189D80667|1.0|(1) An identification number affixed to an asset (for example, a number shown on the individual tag placed on equipment).  This differs from the asset number (the permanent Capital Asset number in Capital Assets assigned to the equipment) since the tag number can be changed throughout the equipment's life as tags are replaced.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetLocationGlobalDetail|capitalAssetNumber|5D06BF9942827808E0404F8189D80667|1.0|System generated asset number. |Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetLocationGlobalDetail|documentNumber|5D06BF9942837808E0404F8189D80667|1.0|A unique, sequential, system-assigned number for a document.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetLocationGlobalDetail|newCollectionRecord|5D06BF9942847808E0404F8189D80667|1.0|[INCOMPLETE]|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetLocationType|active|5D06BF9942877808E0404F8189D80667|1.0|The flag in a maintenance table that determines if a particular record (table row value) is available for use or not.  Typically, inactive values may not be used on transactions or assigned as attributes in other tables.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetLocationType|assetLocationTypeCode|5D06BF9942857808E0404F8189D80667|1.0|(1)  A code used to classify the type of item purchased. The useful life of equipment is assigned by the asset type. The useful life is used to calculate depreciation.  2)  A subgroup of assets with common functionality. The asset type code determines the length of time the assets will be depreciated.  3)  The category of asset including depreciable life, whether movable or not, building and room required, etc.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetLocationType|assetLocationTypeName|5D06BF9942867808E0404F8189D80667|1.0|Descriptive name for the type of asset.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetObjectCode|accumulatedDepreciationFinancialObjectCode|5D06BF99428C7808E0404F8189D80667|1.0|Accumulated Depreciation Object Code.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetObjectCode|active|5D06BF99428E7808E0404F8189D80667|1.0|The flag in a maintenance table that determines if a particular record (table row value) is available for use or not.  Typically, inactive values may not be used on transactions or assigned as attributes in other tables.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetObjectCode|capitalizationFinancialObjectCode|5D06BF99428B7808E0404F8189D80667|1.0|Capital Object Code.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetObjectCode|chartOfAccountsCode|5D06BF9942897808E0404F8189D80667|1.0|An alphanumeric value that uniquely identifies a single chart.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetObjectCode|depreciationExpenseFinancialObjectCode|5D06BF99428D7808E0404F8189D80667|1.0|Depreciation Expense Object Code.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetObjectCode|financialObjectSubTypeCode|5D06BF99428A7808E0404F8189D80667|1.0|This is the designation assigned to similar groups of Object Codes. Sub-Types are often leveraged in the KFS to apply business rules or to help with reporting.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetObjectCode|universityFiscalYear|5D06BF9942887808E0404F8189D80667|1.0|University's Accounting Fiscal Year.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetOrganization|capitalAssetNumber|5D06BF99428F7808E0404F8189D80667|1.0|System generated asset number.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetOrganization|organizationAssetTypeIdentifier|5D06BF9942907808E0404F8189D80667|1.0|Organizational field that can be used to classify the type of equipment.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetOrganization|organizationDescription|5D06BF9942917808E0404F8189D80667|1.0|The description assigned by an organization to the asset.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetOrganization|organizationTagNumber|5D06BF9942927808E0404F8189D80667|1.0|Number assigned by an organization to internally identify assets, independent of the University or College tagging system. |Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetOrganization|organizationText|5D06BF9942937808E0404F8189D80667|1.0|Free form field for an organization to enter any information they wish to record about an asset. |Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|account.organization.campusPlantAccountNumber|5D06BF9942D27808E0404F8189D80667|1.0|The Campus Plant Account for the organization.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|account.organization.campusPlantChartCode|5D06BF9942D37808E0404F8189D80667|1.0|The chart of the Campus Plant Account associated with the organization from the Chart list.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|account.organization.chartOfAccountsCode|5D06BF9942D17808E0404F8189D80667|1.0|The chart of accounts code for the organization.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|account.organization.organizationPlantAccountNumber|5D06BF9942D07808E0404F8189D80667|1.0|the Organization Plant Account for the organization|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|account.organizationCode|5D06BF9942C77808E0404F8189D80667|1.0|A code indicating the system from which a transaction originates.  Typically Origination Codes are established for modules (for example, Kuali, PURAP, or Labor). |Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|account.subFundGroupCode|5D06BF9942C87808E0404F8189D80667|1.0|The code which relates an account to a fund.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|accountChargeAmount|5D06BF9942947808E0404F8189D80667|1.0|The amount charged to an account|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|accountNumber|5D06BF9942957808E0404F8189D80667|1.0|Account number|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|accumulatedPrimaryDepreciationAmount|5D06BF9942967808E0404F8189D80667|1.0|Sum of depreciation charges accumulated to date or previously accumulated on a capital asset|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|accumulatedSecondaryDepreciationAmount|5D06BF9942977808E0404F8189D80667|1.0|Sum of secondary depreciation charges accumulated to date or previously accumulated on a capital asset|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|asset.buildingCode|5D06BF9942CD7808E0404F8189D80667|1.0|The record key for the building in the system. |Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|asset.campusCode|5D06BF9942CC7808E0404F8189D80667|1.0|Identifies the different fiscal and physical operating entities of an institution for use in the KFS.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|asset.campusTagNumber|5D06BF9942C67808E0404F8189D80667|1.0|(1) An identification number affixed to an asset (for example, a number shown on the individual tag placed on equipment).  This differs from the asset number (the permanent Capital Asset number in Capital Assets assigned to the equipment) since the tag number can be changed throughout the equipment's life as tags are replaced. |Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|asset.capitalAssetDescription|5D06BF9942CB7808E0404F8189D80667|1.0|Detailed asset description|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|asset.capitalAssetInServiceDate|5D06BF9942CA7808E0404F8189D80667|1.0|Date the asset is placed in service and becomes eligible for depreciation. |Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|asset.capitalAssetTypeCode|5D06BF9942CF7808E0404F8189D80667|1.0|(1)  A code used to classify the type of item purchased. The useful life of equipment is assigned by the asset type. The useful life is used to calculate depreciation.  2)  A subgroup of assets with common functionality. The asset type code determines the length of time the assets will be depreciated.  3)  The category of asset including depreciable life, whether movable or not, building and room required, etc. 4) a subgroup of assets with common functionality.  The asset type code determines the length of time the assets will be depreciated.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|asset.inventoryStatusCode|5D06BF9942CE7808E0404F8189D80667|1.0|(1) A code describing the current status of the asset. (2) The current status of an asset (for example, Active, Retired, or Fabrication). |Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|asset.totalCostAmount|5D06BF9942C97808E0404F8189D80667|1.0|Total Cost of the asset|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|capitalAssetNumber|5D06BF9942987808E0404F8189D80667|1.0|System generated asset number. |Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|chartOfAccountsCode|5D06BF9942997808E0404F8189D80667|1.0|An alphanumeric value that uniquely identifies a single chart. |Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|documentNumber|5D06BF99429A7808E0404F8189D80667|1.0|A unique, sequential, system-assigned number for a document |Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|financialDocumentPostingDate|5D06BF99429B7808E0404F8189D80667|1.0|Posting date of document|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|financialDocumentPostingPeriodCode|5D06BF99429C7808E0404F8189D80667|1.0|Fiscal Period Code for the month the document was posted|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|financialDocumentPostingYear|5D06BF99429D7808E0404F8189D80667|1.0|Fiscal Period Code for the year the document was posted|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|financialDocumentTypeCode|5D06BF99429E7808E0404F8189D80667|1.0|The document type code for the KFS transaction for which authority is being delegated.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|financialObjectCode|5D06BF99429F7808E0404F8189D80667|1.0|A four character code assigned to transactions to classify the transaction as a specific income, expense, asset, liability or fund balance transaction. Global functionality is available for this document. |Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|financialSubObjectCode|5D06BF9942A07808E0404F8189D80667|1.0|An optional element of the accounting string related to the university object code that allows you to create finer distinctions within a particular object code for a specific account (for example, income and expense class).|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|financialSystemOriginationCode|5D06BF9942A17808E0404F8189D80667|1.0|A code indicating the system from which a transaction originates.  Typically Origination Codes are established for modules (for example, Kuali, PURAP, or Labor).|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|organizationReferenceId|5D06BF9942A27808E0404F8189D80667|1.0|Reference Identification Number assigned by Organization.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|paymentSequenceNumber|5D06BF9942A37808E0404F8189D80667|1.0|The sequence number for the payment|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|period10Depreciation1Amount|5D06BF9942A47808E0404F8189D80667|1.0|Primary Depreciation Amount for Period 10|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|period10Depreciation2Amount|5D06BF9942A57808E0404F8189D80667|1.0|Secondary Depreciation Amount for Period 10|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|period11Depreciation1Amount|5D06BF9942A67808E0404F8189D80667|1.0|Primary Depreciation Amount for Period 11|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|period11Depreciation2Amount|5D06BF9942A77808E0404F8189D80667|1.0|Secondary Depreciation Amount for Period 11|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|period12Depreciation1Amount|5D06BF9942A87808E0404F8189D80667|1.0|Primary Depreciation Amount for Period 12|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|period12Depreciation2Amount|5D06BF9942A97808E0404F8189D80667|1.0|Secondary Depreciation Amount for Period 12|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|period1Depreciation1Amount|5D06BF9942AA7808E0404F8189D80667|1.0|Primary Depreciation Amount for Period 1|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|period1Depreciation2Amount|5D06BF9942AB7808E0404F8189D80667|1.0|Secondary Depreciation Amount for Period 1|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|period2Depreciation1Amount|5D06BF9942AC7808E0404F8189D80667|1.0|Primary Depreciation Amount for Period 2|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|period2Depreciation2Amount|5D06BF9942AD7808E0404F8189D80667|1.0|Secondary Depreciation Amount for Period 2|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|period3Depreciation1Amount|5D06BF9942AE7808E0404F8189D80667|1.0|Primary Depreciation Amount for Period 3|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|period3Depreciation2Amount|5D06BF9942AF7808E0404F8189D80667|1.0|Secondary Depreciation Amount for Period 3|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|period4Depreciation1Amount|5D06BF9942B07808E0404F8189D80667|1.0|Primary Depreciation Amount for Period 4|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|period4Depreciation2Amount|5D06BF9942B17808E0404F8189D80667|1.0|Secondary Depreciation Amount for Period 4|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|period5Depreciation1Amount|5D06BF9942B27808E0404F8189D80667|1.0|Primary Depreciation Amount for Period 5|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|period5Depreciation2Amount|5D06BF9942B37808E0404F8189D80667|1.0|Secondary Depreciation Amount for Period 5|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|period6Depreciation1Amount|5D06BF9942B47808E0404F8189D80667|1.0|Primary Depreciation Amount for Period 6|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|period6Depreciation2Amount|5D06BF9942B57808E0404F8189D80667|1.0|Secondary Depreciation Amount for Period 6|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|period7Depreciation1Amount|5D06BF9942B67808E0404F8189D80667|1.0|Primary Depreciation Amount for Period 7|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|period7Depreciation2Amount|5D06BF9942B77808E0404F8189D80667|1.0|Secondary Depreciation Amount for Period 7|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|period8Depreciation1Amount|5D06BF9942B87808E0404F8189D80667|1.0|Primary Depreciation Amount for Period 8|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|period8Depreciation2Amount|5D06BF9942B97808E0404F8189D80667|1.0|Secondary Depreciation Amount for Period 8|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|period9Depreciation1Amount|5D06BF9942BA7808E0404F8189D80667|1.0|Primary Depreciation Amount for Period 9|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|period9Depreciation2Amount|5D06BF9942BB7808E0404F8189D80667|1.0|Secondary Depreciation Amount for Period 9|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|previousYearPrimaryDepreciationAmount|5D06BF9942BC7808E0404F8189D80667|1.0|Primary Depreciation Amount for Prior Year|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|previousYearSecondaryDepreciationAmount|5D06BF9942BD7808E0404F8189D80667|1.0|Secondary Depreciation Amount for Prior Year|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|primaryDepreciationBaseAmount|5D06BF9942BE7808E0404F8189D80667|1.0|Base amount used for the primary depreciation calculation|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|projectCode|5D06BF9942BF7808E0404F8189D80667|1.0|Identifies particular transactions that might span multiple accounts.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|purchaseOrderNumber|5D06BF9942C07808E0404F8189D80667|1.0|The PO number associated with the invoice.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|requisitionNumber|5D06BF9942C17808E0404F8189D80667|1.0|A system generated number assigned to a Requisition |Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|secondaryDepreciationBaseAmount|5D06BF9942C27808E0404F8189D80667|1.0|Base amount used for the secondary depreciation calculation|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|subAccountNumber|5D06BF9942C37808E0404F8189D80667|1.0|An optional element of the accounting string that allows you to track financial activity within a particular account at a finer level of detail.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|transferPaymentCode|5D06BF9942C47808E0404F8189D80667|1.0|When an asset is transferred payment records are generated to create an audit history of the transfer.  The transfer document will create an (off set) payment for the original payments, and generate new payments using the account the asset was transferred to.   The ""original"" payment and the ""offset"" payment will have the transfer payment code set to ""Y"". The payment for the new (receiving account) will have the transfer payment code set to ""N"".  The ""Y"" code allows the old payments to be excluded from depreciation. |Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPayment|yearToDate|5D06BF9942C57808E0404F8189D80667|1.0|Payments made year to date|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPaymentAssetDetail|capitalAssetNumber|5D06BF9942D57808E0404F8189D80667|1.0|The record number for an asset in the system.  This is the permanent number, not to be confused with the tag number.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPaymentAssetDetail|documentNumber|5D06BF9942D47808E0404F8189D80667|1.0|A unique, sequential, system-assigned number for a document.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPaymentAssetDetail|previousTotalCostAmount|5D06BF9942D67808E0404F8189D80667|1.0|Total Cost amount prior to posting the last payment.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPaymentDetail|account.financialHigherEdFunctionCd|5D06BF9942E87808E0404F8189D80667|1.0|Function Code assigned to higher education account|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPaymentDetail|account.subFundGroup.fundGroupCode|5D06BF9942EA7808E0404F8189D80667|1.0|The Fund Group Code which relates an account to a fund|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPaymentDetail|account.subFundGroupCode|5D06BF9942E97808E0404F8189D80667|1.0|the code which relates an account to a fund|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPaymentDetail|accountExpiredOverride|5D06BF9942FC7808E0404F8189D80667|1.0|This override indicates that the user has explicitly decided to use an account even though it has expired|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPaymentDetail|accountNumber|5D06BF9942EE7808E0404F8189D80667|1.0|Account Number|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPaymentDetail|amount|5D06BF9942F37808E0404F8189D80667|1.0|Amount|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPaymentDetail|balanceTypeCode|5D06BF9942EB7808E0404F8189D80667|1.0|Code for the Balance Type|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPaymentDetail|chartOfAccountsCode|5D06BF9942F17808E0404F8189D80667|1.0|The code that identifies the Chart of Accounts for an Account. Kuali accommodates more than one Chart of Accounts|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPaymentDetail|debitCreditCode|5D06BF9942F97808E0404F8189D80667|1.0|If it's a ""C"" then this accounting line is a credit, if it's a ""D"", then it's a debit|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPaymentDetail|documentNumber|5D06BF9942F87808E0404F8189D80667|1.0|A unique, sequential, system-assigned number for a document |Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPaymentDetail|encumbranceUpdateCode|5D06BF9942FA7808E0404F8189D80667|1.0|The system code for the type of encumbrance update in an Accounting Line|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPaymentDetail|expenditureFinancialDocumentNumber|5D06BF9942D77808E0404F8189D80667|1.0|A unique, sequential, system-assigned number for a document |Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPaymentDetail|expenditureFinancialDocumentPostedDate|5D06BF9942D87808E0404F8189D80667|1.0|The date the financial document was posted|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPaymentDetail|expenditureFinancialDocumentTypeCode|5D06BF9942D97808E0404F8189D80667|1.0|the document type code for the KFS transaction for which authority is being delegated|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPaymentDetail|expenditureFinancialSystemOriginationCode|5D06BF9942DA7808E0404F8189D80667|1.0|A code indicating the system from which transaction originates|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPaymentDetail|financialDocumentLineDescription|5D06BF9942FF7808E0404F8189D80667|1.0|A free-form text field that describes the purpose or function of the Accounting Line|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPaymentDetail|financialObjectCode|5D06BF9942ED7808E0404F8189D80667|1.0|The code that identifies the ""object"" of accounting for a transaction, expressed as a 4-digit numeric text, including leading zeros.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPaymentDetail|financialSubObjectCode|5D06BF9942F77808E0404F8189D80667|1.0|The code that partitions the Object Code into a greater amount of detail. Sub-Object Code acquire most of the attributes of the official Object Code to which they report, including Object Type and Object SubType|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPaymentDetail|nonFringeAccountOverride|5D06BF9942FD7808E0404F8189D80667|1.0|This override indicates that the user has explicitly decided to use an account even though it does not accept fringe benefit|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPaymentDetail|objectBudgetOverride|5D06BF9942FE7808E0404F8189D80667|1.0|This override indicates that the user has explicitly decided to use a non budgeted object code even though presence control is on for the account|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPaymentDetail|objectCode.financialObjectLevelCode|5D06BF9942E77808E0404F8189D80667|1.0|This is the summary code for a given range of detailed object code classifications and identifies the level to which the object code belongs.|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPaymentDetail|objectCode.financialObjectSubTypeCode|5D06BF9942E67808E0404F8189D80667|1.0|This is the designation assigned to similar groups of Object Codes. Sub-Types are often leveraged in the KFS to apply business rules or to help with reporting.-|Y|
KFS-CAM|org.kuali.kfs.module.cam.businessobject.AssetPaymentDetail|objectCode.financialObjectTypeCode|5D06BF9942E57808E0404F8189D80667|1.0|This is used to identify an object code as income, expense, asset, liability or fund balance. Multiple values exist for income and expense to support G/L functionality.|Y|
