cg_cfda_nbr|obj_id|ver_nbr|cg_cfda_pgm_ttl_nm|cg_cfda_maint_typ_id|row_actv_ind|
11.439|237D10FAA5DAC0B0E043814FD881C0B0|1.0|Marine Mammal Data Program|AUTOMATIC|Y|
11.440|237D10FAA5DBC0B0E043814FD881C0B0|1.0|Environmental Sciences, Applications, Data, and Education|AUTOMATIC|Y|
11.441|237D10FAA5DCC0B0E043814FD881C0B0|1.0|Regional Fishery Management Councils|AUTOMATIC|Y|
11.443|237D10FAA5DDC0B0E043814FD881C0B0|1.0|Short Term Climate Fluctuations|AUTOMATIC|Y|
11.444|237D10FAA5DEC0B0E043814FD881C0B0|1.0|Hawaii Sustainable Fisheries Development (Aquaculture Program)|AUTOMATIC|Y|
11.445|237D10FAA5DFC0B0E043814FD881C0B0|1.0|Hawaii Stock Management Program|AUTOMATIC|Y|
11.449|237D10FAA5E0C0B0E043814FD881C0B0|1.0|Independent Education and Science Projects and Programs|AUTOMATIC|Y|
11.450|237D10FAA5E1C0B0E043814FD881C0B0|1.0|Automated Flood Warning Systems (AFWS)|AUTOMATIC|Y|
11.452|237D10FAA5E2C0B0E043814FD881C0B0|1.0|Unallied Industry Projects|AUTOMATIC|Y|
11.454|237D10FAA5E3C0B0E043814FD881C0B0|1.0|Unallied Management Projects|AUTOMATIC|Y|
11.455|237D10FAA5E4C0B0E043814FD881C0B0|1.0|Cooperative Science and Education Program|AUTOMATIC|Y|
11.457|237D10FAA5E5C0B0E043814FD881C0B0|1.0|Chesapeake Bay Studies|AUTOMATIC|Y|
11.458|237D10FAA5E6C0B0E043814FD881C0B0|1.0|Alaska Salmon Enhancement|AUTOMATIC|Y|
11.459|237D10FAA5E7C0B0E043814FD881C0B0|1.0|Weather and Air Quality Research|AUTOMATIC|Y|
11.460|237D10FAA5E8C0B0E043814FD881C0B0|1.0|Special Oceanic and Atmospheric Projects|AUTOMATIC|Y|
11.462|237D10FAA5E9C0B0E043814FD881C0B0|1.0|Hydrologic Research|AUTOMATIC|Y|
11.463|237D10FAA5EAC0B0E043814FD881C0B0|1.0|Habitat Conservation|AUTOMATIC|Y|
11.467|237D10FAA5EBC0B0E043814FD881C0B0|1.0|Meteorologic and Hydrologic Modernization Development|AUTOMATIC|Y|
11.468|237D10FAA5ECC0B0E043814FD881C0B0|1.0|Applied Meteorological Research|AUTOMATIC|Y|
11.469|237D10FAA5EDC0B0E043814FD881C0B0|1.0|Congressionally Identified Awards and  Projects|AUTOMATIC|Y|
11.470|237D10FAA5EEC0B0E043814FD881C0B0|1.0|Office of Administration Special Programs|AUTOMATIC|Y|
11.472|237D10FAA5EFC0B0E043814FD881C0B0|1.0|Unallied Science Program|AUTOMATIC|Y|
11.473|237D10FAA5F0C0B0E043814FD881C0B0|1.0|Coastal Services Center|AUTOMATIC|Y|
11.474|237D10FAA5F1C0B0E043814FD881C0B0|1.0|Atlantic Coastal Fisheries Cooperative Management Act|AUTOMATIC|Y|
11.477|237D10FAA5F2C0B0E043814FD881C0B0|1.0|Fisheries Disaster Relief|AUTOMATIC|Y|
11.478|237D10FAA5F3C0B0E043814FD881C0B0|1.0|Center for Sponsored Coastal Ocean Research_Coastal Ocean Program|AUTOMATIC|Y|
11.480|237D10FAA5F4C0B0E043814FD881C0B0|1.0|National Ocean Service Intern Program|AUTOMATIC|Y|
11.481|237D10FAA5F5C0B0E043814FD881C0B0|1.0|Educational Partnership Program|AUTOMATIC|Y|
11.550|237D10FAA5F6C0B0E043814FD881C0B0|1.0|Public Telecommunications Facilities Planning and Construction|AUTOMATIC|Y|
11.552|237D10FAA5F7C0B0E043814FD881C0B0|1.0|Technology Opportunities Program|AUTOMATIC|Y|
11.601|237D10FAA5F8C0B0E043814FD881C0B0|1.0|Calibration Program|AUTOMATIC|Y|
11.603|237D10FAA5F9C0B0E043814FD881C0B0|1.0|National Standard Reference Data System|AUTOMATIC|Y|
11.604|237D10FAA5FAC0B0E043814FD881C0B0|1.0|Standard Reference Materials|AUTOMATIC|Y|
11.606|237D10FAA5FBC0B0E043814FD881C0B0|1.0|Weights and Measures Service|AUTOMATIC|Y|
11.609|237D10FAA5FCC0B0E043814FD881C0B0|1.0|Measurement and Engineering Research and Standards|AUTOMATIC|Y|
11.610|237D10FAA5FDC0B0E043814FD881C0B0|1.0|National Center for Standards and Certification Information|AUTOMATIC|Y|
11.611|237D10FAA5FEC0B0E043814FD881C0B0|1.0|Manufacturing Extension Partnership|AUTOMATIC|Y|
11.612|237D10FAA5FFC0B0E043814FD881C0B0|1.0|Advanced Technology Program|AUTOMATIC|Y|
11.617|237D10FAA600C0B0E043814FD881C0B0|1.0|Congressionally-Identified Projects|AUTOMATIC|Y|
11.650|237D10FAA601C0B0E043814FD881C0B0|1.0|National Technical Information Service|AUTOMATIC|Y|
11.702|237D10FAA602C0B0E043814FD881C0B0|1.0|Internship Program for Postsecondary Students|AUTOMATIC|Y|
11.800|237D10FAA603C0B0E043814FD881C0B0|1.0|Minority Business Development Centers|AUTOMATIC|Y|
11.801|237D10FAA604C0B0E043814FD881C0B0|1.0|Native American Business Development Centers|AUTOMATIC|Y|
11.802|237D10FAA605C0B0E043814FD881C0B0|1.0|Minority Business Development|AUTOMATIC|Y|
11.803|237D10FAA606C0B0E043814FD881C0B0|1.0|Minority Business Opportunity Committee (MBOC)|AUTOMATIC|Y|
11.900|237D10FAA607C0B0E043814FD881C0B0|1.0|Patent and Trademark Technical Information Dissemination|AUTOMATIC|Y|
12.|237D10FAAB1AC0B0E043814FD881C0B0|1.0||MANUAL|Y|
12.002|237D10FAA608C0B0E043814FD881C0B0|1.0|Procurement Technical Assistance For Business Firms|AUTOMATIC|Y|
12.100|237D10FAA609C0B0E043814FD881C0B0|1.0|Aquatic Plant Control|AUTOMATIC|Y|
12.101|237D10FAA60AC0B0E043814FD881C0B0|1.0|Beach Erosion Control Projects|AUTOMATIC|Y|
12.102|237D10FAA60BC0B0E043814FD881C0B0|1.0|Emergency Rehabilitation of Flood Control Works or Federally Authorized Coastal Protection Works|AUTOMATIC|Y|
12.103|237D10FAA60CC0B0E043814FD881C0B0|1.0|Emergency Operations Flood Response and Post Flood Response|AUTOMATIC|Y|
12.104|237D10FAA60DC0B0E043814FD881C0B0|1.0|Flood Plain Management Services|AUTOMATIC|Y|
12.105|237D10FAA60EC0B0E043814FD881C0B0|1.0|Protection of Essential Highways, Highway Bridge Approaches, and Public Works|AUTOMATIC|Y|
12.106|237D10FAA60FC0B0E043814FD881C0B0|1.0|Flood Control Projects|AUTOMATIC|Y|
12.107|237D10FAA610C0B0E043814FD881C0B0|1.0|Navigation Projects|AUTOMATIC|Y|
12.108|237D10FAA611C0B0E043814FD881C0B0|1.0|Snagging and Clearing for Flood Control|AUTOMATIC|Y|
12.109|237D10FAA612C0B0E043814FD881C0B0|1.0|Protection, Clearing and Straightening Channels|AUTOMATIC|Y|
12.110|237D10FAA613C0B0E043814FD881C0B0|1.0|Planning Assistance to States|AUTOMATIC|Y|
12.111|237D10FAA614C0B0E043814FD881C0B0|1.0|Emergency Advance Measures for Flood Prevention|AUTOMATIC|Y|
12.112|237D10FAA615C0B0E043814FD881C0B0|1.0|Payments to States in Lieu of Real Estate Taxes|AUTOMATIC|Y|
12.113|237D10FAA616C0B0E043814FD881C0B0|1.0|State Memorandum of Agreement Program for the Reimbursement of Technical Services|AUTOMATIC|Y|
12.114|237D10FAA617C0B0E043814FD881C0B0|1.0|Collaborative Research and Development|AUTOMATIC|Y|
12.116|237D10FAAB5FC0B0E043814FD881C0B0|1.0|Department of Defense Appropriation Act of 2003|AUTOMATIC|Y|
12.300|237D10FAA618C0B0E043814FD881C0B0|1.0|Basic and Applied Scientific Research|AUTOMATIC|Y|
12.400|237D10FAA619C0B0E043814FD881C0B0|1.0|Military Construction, National Guard|AUTOMATIC|Y|
12.401|237D10FAA61AC0B0E043814FD881C0B0|1.0|National Guard Military Operations and Maintenance (O&M) Projects|AUTOMATIC|Y|
12.404|237D10FAA61BC0B0E043814FD881C0B0|1.0|National Guard Civilian Youth Opportunities|AUTOMATIC|Y|
12.420|237D10FAA61CC0B0E043814FD881C0B0|1.0|Military Medical Research and Development|AUTOMATIC|Y|
12.431|237D10FAA61DC0B0E043814FD881C0B0|1.0|Basic Scientific Research|AUTOMATIC|Y|
12.550|237D10FAA61EC0B0E043814FD881C0B0|1.0|International Education_U.S. Colleges and Universities|AUTOMATIC|Y|
12.551|237D10FAA61FC0B0E043814FD881C0B0|1.0|National Security Education_Scholarships|AUTOMATIC|Y|
12.552|237D10FAA620C0B0E043814FD881C0B0|1.0|National Security Education_Fellowships|AUTOMATIC|Y|
12.600|237D10FAA621C0B0E043814FD881C0B0|1.0|Community Economic Adjustment|AUTOMATIC|Y|
12.607|237D10FAA622C0B0E043814FD881C0B0|1.0|Community Economic Adjustment Planning Assistance|AUTOMATIC|Y|
12.610|237D10FAA623C0B0E043814FD881C0B0|1.0|Community Economic Adjustment Planning Assistance for Joint Land Use Studies|AUTOMATIC|Y|
12.611|237D10FAA624C0B0E043814FD881C0B0|1.0|Community Economic Adjustment Planning Assistance for Reductions in Defense Industry Employment|AUTOMATIC|Y|
12.612|237D10FAA625C0B0E043814FD881C0B0|1.0|Community Base Reuse Plans|AUTOMATIC|Y|
12.613|237D10FAA626C0B0E043814FD881C0B0|1.0|Growth Management Planning Assistance|AUTOMATIC|Y|
12.630|237D10FAA627C0B0E043814FD881C0B0|1.0|Basic, Applied, and Advanced Research in Science and Engineering|AUTOMATIC|Y|
12.640|237D10FAA628C0B0E043814FD881C0B0|1.0|Integrated Helicopter Design Tools|AUTOMATIC|Y|
12.700|237D10FAA629C0B0E043814FD881C0B0|1.0|Donations/Loans of Obsolete DOD Property|AUTOMATIC|Y|
12.800|237D10FAA62AC0B0E043814FD881C0B0|1.0|Air Force Defense Research Sciences Program|AUTOMATIC|Y|
12.900|237D10FAA62BC0B0E043814FD881C0B0|1.0|Language Grant Program|AUTOMATIC|Y|
12.901|237D10FAA62CC0B0E043814FD881C0B0|1.0|Mathematical Sciences Grants Program|AUTOMATIC|Y|
12.902|237D10FAA62DC0B0E043814FD881C0B0|1.0|Information Security Grant Program|AUTOMATIC|Y|
12.910|237D10FAA62EC0B0E043814FD881C0B0|1.0|Research and Technology Development|AUTOMATIC|Y|
14.|237D10FAAB1BC0B0E043814FD881C0B0|1.0||MANUAL|Y|
14.103|237D10FAA62FC0B0E043814FD881C0B0|1.0|Interest Reduction Payments_Rental and Cooperative Housing for Lower Income Families|AUTOMATIC|Y|
14.108|237D10FAA630C0B0E043814FD881C0B0|1.0|Rehabilitation Mortgage Insurance|AUTOMATIC|Y|
14.110|237D10FAA631C0B0E043814FD881C0B0|1.0|Manufactured Home Loan Insurance_Financing Purchase of Manufactured Homes as Principal Residences of Borrowers|AUTOMATIC|Y|
14.112|237D10FAA632C0B0E043814FD881C0B0|1.0|Mortgage Insurance for Construction or Substantial Rehabilitation of Condominium Projects|AUTOMATIC|Y|
14.117|237D10FAA633C0B0E043814FD881C0B0|1.0|Mortgage Insurance_Homes|AUTOMATIC|Y|
14.119|237D10FAA634C0B0E043814FD881C0B0|1.0|Mortgage Insurance_Homes for Disaster Victims|AUTOMATIC|Y|
14.122|237D10FAA635C0B0E043814FD881C0B0|1.0|Mortgage Insurance_Homes in Urban Renewal Areas|AUTOMATIC|Y|
14.123|237D10FAA636C0B0E043814FD881C0B0|1.0|Mortgage Insurance_Housing in Older, Declining Areas|AUTOMATIC|Y|
14.126|237D10FAA637C0B0E043814FD881C0B0|1.0|Mortgage Insurance_Cooperative Projects|AUTOMATIC|Y|
14.127|237D10FAA638C0B0E043814FD881C0B0|1.0|Mortgage Insurance_Manufactured Home Parks|AUTOMATIC|Y|
14.128|237D10FAA639C0B0E043814FD881C0B0|1.0|Mortgage Insurance_Hospitals|AUTOMATIC|Y|
14.129|237D10FAA63AC0B0E043814FD881C0B0|1.0|Mortgage Insurance_Nursing Homes, Intermediate Care Facilities, Board and Care Homes and Assisted Living Facilities|AUTOMATIC|Y|
14.132|237D10FAA63BC0B0E043814FD881C0B0|1.0|Mortgage Insurance_Purchase of Sales-Type Cooperative Housing Units|AUTOMATIC|Y|
14.133|237D10FAA63CC0B0E043814FD881C0B0|1.0|Mortgage Insurance_Purchase of Units in Condominiums|AUTOMATIC|Y|
14.134|237D10FAA63DC0B0E043814FD881C0B0|1.0|Mortgage Insurance_Rental Housing|AUTOMATIC|Y|
14.135|237D10FAA63EC0B0E043814FD881C0B0|1.0|Mortgage Insurance_Rental and Cooperative Housing for Moderate Income Families and Elderly, Market Interest Rate|AUTOMATIC|Y|
14.138|237D10FAA63FC0B0E043814FD881C0B0|1.0|Mortgage Insurance_Rental Housing for the Elderly|AUTOMATIC|Y|
14.139|237D10FAA640C0B0E043814FD881C0B0|1.0|Mortgage Insurance_Rental Housing in Urban Renewal Areas|AUTOMATIC|Y|
14.142|237D10FAA641C0B0E043814FD881C0B0|1.0|Property Improvement Loan Insurance for Improving All Existing Structures and Building of New Nonresidential Structures|AUTOMATIC|Y|
14.149|237D10FAA642C0B0E043814FD881C0B0|1.0|Rent Supplements_Rental Housing for Lower Income Families|AUTOMATIC|Y|
14.151|237D10FAA643C0B0E043814FD881C0B0|1.0|Supplemental Loan Insurance_Multifamily Rental Housing|AUTOMATIC|Y|
14.155|237D10FAA644C0B0E043814FD881C0B0|1.0|Mortgage Insurance for the Purchase or Refinancing of Existing Multifamily Housing Projects|AUTOMATIC|Y|
14.157|237D10FAA645C0B0E043814FD881C0B0|1.0|Supportive Housing for the Elderly|AUTOMATIC|Y|
14.159|237D10FAA646C0B0E043814FD881C0B0|1.0|Section 245 Graduated Payment Mortgage Program|AUTOMATIC|Y|
14.162|237D10FAA647C0B0E043814FD881C0B0|1.0|Mortgage Insurance_Combination and Manufactured Home Lot Loans|AUTOMATIC|Y|
14.163|237D10FAA648C0B0E043814FD881C0B0|1.0|Mortgage Insurance_Single Family Cooperative Housing|AUTOMATIC|Y|
14.164|237D10FAA649C0B0E043814FD881C0B0|1.0|Operating Assistance for Troubled Multifamily Housing Projects|AUTOMATIC|Y|
14.165|237D10FAA64AC0B0E043814FD881C0B0|1.0|Mortgage Insurance_Homes_Military Impacted Areas|AUTOMATIC|Y|
14.167|237D10FAA64BC0B0E043814FD881C0B0|1.0|Mortgage Insurance_Two Year Operating Loss Loans, Section 223(d)|AUTOMATIC|Y|
14.168|237D10FAA64CC0B0E043814FD881C0B0|1.0|Land Sales_Certain Subdivided Land|AUTOMATIC|Y|
14.169|237D10FAA64DC0B0E043814FD881C0B0|1.0|Housing Counseling Assistance Program|AUTOMATIC|Y|
14.171|237D10FAA64EC0B0E043814FD881C0B0|1.0|Manufactured Home Construction and Safety Standards|AUTOMATIC|Y|
14.172|237D10FAA64FC0B0E043814FD881C0B0|1.0|Mortgage Insurance_Growing Equity Mortgages|AUTOMATIC|Y|
14.175|237D10FAA650C0B0E043814FD881C0B0|1.0|Adjustable Rate Mortgages|AUTOMATIC|Y|
14.181|237D10FAA651C0B0E043814FD881C0B0|1.0|Supportive Housing for Persons with Disabilities|AUTOMATIC|Y|
14.183|237D10FAA652C0B0E043814FD881C0B0|1.0|Home Equity Conversion Mortgages|AUTOMATIC|Y|
14.184|237D10FAA653C0B0E043814FD881C0B0|1.0|Mortgages Insurance for Single Room Occupancy (SRO) Projects|AUTOMATIC|Y|
14.188|237D10FAA654C0B0E043814FD881C0B0|1.0|Housing Finance Agencies (HFA) Risk Sharing|AUTOMATIC|Y|
14.189|237D10FAA655C0B0E043814FD881C0B0|1.0|Qualified Participating Entities (QPE) Risk Sharing|AUTOMATIC|Y|
14.191|237D10FAA656C0B0E043814FD881C0B0|1.0|Multifamily Housing Service Coordinators|AUTOMATIC|Y|
14.195|237D10FAA657C0B0E043814FD881C0B0|1.0|Section 8 Housing Assistance Payments Program_Special Allocations|AUTOMATIC|Y|
14.197|237D10FAA658C0B0E043814FD881C0B0|1.0|Multifamily Assisted Housing Reform and Affordability Act|AUTOMATIC|Y|
14.198|237D10FAA659C0B0E043814FD881C0B0|1.0|Officer Next Door Sales Program|AUTOMATIC|Y|
14.199|237D10FAA65AC0B0E043814FD881C0B0|1.0|Multifamily Property Disposition|AUTOMATIC|Y|
14.218|237D10FAA65BC0B0E043814FD881C0B0|1.0|Community Development Block Grants/Entitlement Grants|AUTOMATIC|Y|
14.219|237D10FAA65CC0B0E043814FD881C0B0|1.0|Community Development Block Grants/Small Cities Program|AUTOMATIC|Y|
14.225|237D10FAA65DC0B0E043814FD881C0B0|1.0|Community Development Block Grants/Special Purpose Grants/Insular Areas|AUTOMATIC|Y|
14.227|237D10FAAB60C0B0E043814FD881C0B0|1.0|Community Development Block Grants/Technical Assistance Program|AUTOMATIC|Y|
14.228|237D10FAA65EC0B0E043814FD881C0B0|1.0|Community Development Block Grants/State's Program|AUTOMATIC|Y|
14.231|237D10FAA65FC0B0E043814FD881C0B0|1.0|Emergency Shelter Grants Program|AUTOMATIC|Y|
14.235|237D10FAA660C0B0E043814FD881C0B0|1.0|Supportive Housing Program|AUTOMATIC|Y|
14.238|237D10FAA661C0B0E043814FD881C0B0|1.0|Shelter Plus Care|AUTOMATIC|Y|
14.239|237D10FAA662C0B0E043814FD881C0B0|1.0|HOME Investment Partnerships Program|AUTOMATIC|Y|
14.241|237D10FAA663C0B0E043814FD881C0B0|1.0|Housing Opportunities for Persons with AIDS|AUTOMATIC|Y|
14.243|237D10FAA664C0B0E043814FD881C0B0|1.0|Opportunities for Youth_Youthbuild Program|AUTOMATIC|Y|
14.244|237D10FAA665C0B0E043814FD881C0B0|1.0|Empowerment Zones Program|AUTOMATIC|Y|
14.246|237D10FAA666C0B0E043814FD881C0B0|1.0|Community Development Block Grants/Brownfields Economic Development Initiative|AUTOMATIC|Y|
14.247|237D10FAA667C0B0E043814FD881C0B0|1.0|Self-Help Homeownership Opportunity Program|AUTOMATIC|Y|
14.248|237D10FAA668C0B0E043814FD881C0B0|1.0|Community Development Block Grants_Section 108 Loan Guarantees|AUTOMATIC|Y|
14.249|237D10FAA669C0B0E043814FD881C0B0|1.0|Section 8 Moderate Rehabilitation Single Room Occupancy|AUTOMATIC|Y|
14.250|237D10FAA66AC0B0E043814FD881C0B0|1.0|Rural Housing and Economic Development|AUTOMATIC|Y|
14.310|237D10FAA66BC0B0E043814FD881C0B0|1.0|Teacher Next Door Initiative|AUTOMATIC|Y|
14.311|237D10FAA66CC0B0E043814FD881C0B0|1.0|Single Family Property Disposition|AUTOMATIC|Y|
14.313|237D10FAA66DC0B0E043814FD881C0B0|1.0|Dollar Home Sales|AUTOMATIC|Y|
14.314|237D10FAA66EC0B0E043814FD881C0B0|1.0|Assisted Living Conversion for Eligible Multifamily Housing Projects|AUTOMATIC|Y|
14.400|237D10FAA66FC0B0E043814FD881C0B0|1.0|Equal Opportunity in Housing|AUTOMATIC|Y|
14.401|237D10FAA670C0B0E043814FD881C0B0|1.0|Fair Housing Assistance Program_State and Local|AUTOMATIC|Y|
14.402|237D10FAA671C0B0E043814FD881C0B0|1.0|Non-Discrimination in Federally-Assisted Programs (On the Basis of Age)|AUTOMATIC|Y|
14.404|237D10FAA672C0B0E043814FD881C0B0|1.0|Non-Discrimination in Federally Assisted and Conducted Programs (On the Basis of Disability)|AUTOMATIC|Y|
14.405|237D10FAA673C0B0E043814FD881C0B0|1.0|Non-Discrimination in Federally Assisted Programs (On the Basis of Race, Color, or National Origin)|AUTOMATIC|Y|
14.406|237D10FAA674C0B0E043814FD881C0B0|1.0|Non-Discrimination in the Community Development Block Grant Program (On the Basis of Race, Color, National Origin, Religion, or Sex)|AUTOMATIC|Y|
14.407|237D10FAA675C0B0E043814FD881C0B0|1.0|Architectural Barriers Act Enforcement|AUTOMATIC|Y|
14.408|237D10FAA676C0B0E043814FD881C0B0|1.0|Fair Housing Initiatives Program|AUTOMATIC|Y|
14.412|237D10FAA677C0B0E043814FD881C0B0|1.0|Employment Opportunities for Lower Income Persons and Businesses|AUTOMATIC|Y|
14.414|237D10FAA678C0B0E043814FD881C0B0|1.0|Non-Discrimination on the Basis of Disability by Public Entities|AUTOMATIC|Y|
14.415|237D10FAA679C0B0E043814FD881C0B0|1.0|Non-Discrimination on the Basis of Sex in Education Programs and Activities Receiving Federal Financial Assistance|AUTOMATIC|Y|
14.506|237D10FAA67AC0B0E043814FD881C0B0|1.0|General Research and Technology Activity|AUTOMATIC|Y|
14.511|237D10FAA67BC0B0E043814FD881C0B0|1.0|Community Outreach Partnership Center Program|AUTOMATIC|Y|
14.512|237D10FAA67CC0B0E043814FD881C0B0|1.0|Community Development Work-Study Program|AUTOMATIC|Y|
14.514|237D10FAA67DC0B0E043814FD881C0B0|1.0|Hispanic-Serving Institutions Assisting Communities|AUTOMATIC|Y|
14.515|237D10FAA67EC0B0E043814FD881C0B0|1.0|Alaska Native/Native Hawaiian Institutions Assisting Communities|AUTOMATIC|Y|
14.516|237D10FAA67FC0B0E043814FD881C0B0|1.0|Doctoral Dissertation Research Grants|AUTOMATIC|Y|
14.517|237D10FAA680C0B0E043814FD881C0B0|1.0|Early Doctoral Student Research Grants|AUTOMATIC|Y|
14.518|237D10FAA681C0B0E043814FD881C0B0|1.0|HUD Urban Scholars Fellowship Grants|AUTOMATIC|Y|
14.519|237D10FAA682C0B0E043814FD881C0B0|1.0|Tribal Colleges and Universities Program|AUTOMATIC|Y|
14.520|237D10FAA683C0B0E043814FD881C0B0|1.0|Historically Black Colleges and Universities Program|AUTOMATIC|Y|
14.850|237D10FAA684C0B0E043814FD881C0B0|1.0|Public and Indian Housing|AUTOMATIC|Y|
14.856|237D10FAA685C0B0E043814FD881C0B0|1.0|Lower Income Housing Assistance Program_Section 8 Moderate Rehabilitation|AUTOMATIC|Y|
14.862|237D10FAA686C0B0E043814FD881C0B0|1.0|Indian Community Development Block Grant Program|AUTOMATIC|Y|
14.865|237D10FAA687C0B0E043814FD881C0B0|1.0|Public and Indian Housing_Indian Loan Guarantee Program|AUTOMATIC|Y|
14.866|237D10FAA688C0B0E043814FD881C0B0|1.0|Demolition and Revitalization of Severely Distressed Public Housing|AUTOMATIC|Y|
14.867|237D10FAA689C0B0E043814FD881C0B0|1.0|Indian Housing Block Grants|AUTOMATIC|Y|
14.869|237D10FAA68AC0B0E043814FD881C0B0|1.0|Title VI Federal Guarantees for Financing Tribal Housing Activities|AUTOMATIC|Y|
14.870|237D10FAA68BC0B0E043814FD881C0B0|1.0|Resident Opportunity and Supportive Services|AUTOMATIC|Y|
14.871|237D10FAA68CC0B0E043814FD881C0B0|1.0|Section 8 Housing Choice Vouchers|AUTOMATIC|Y|
14.872|237D10FAA68DC0B0E043814FD881C0B0|1.0|Public Housing Capital Fund|AUTOMATIC|Y|
14.873|237D10FAA68EC0B0E043814FD881C0B0|1.0|Native Hawaiian Housing Block Grants|AUTOMATIC|Y|
14.874|237D10FAAB61C0B0E043814FD881C0B0|1.0|Loan Guarantees for Native Hawaiian Housing|AUTOMATIC|Y|
14.900|237D10FAA68FC0B0E043814FD881C0B0|1.0|Lead-Based Paint Hazard Control in Privately-Owned Housing|AUTOMATIC|Y|
14.901|237D10FAA690C0B0E043814FD881C0B0|1.0|Healthy Homes Demonstration Grants|AUTOMATIC|Y|
14.902|237D10FAA691C0B0E043814FD881C0B0|1.0|Lead Technical Studies Grants|AUTOMATIC|Y|
14.903|237D10FAA692C0B0E043814FD881C0B0|1.0|Operation Lead Elimination Action Program|AUTOMATIC|Y|
14.904|237D10FAA693C0B0E043814FD881C0B0|1.0|Lead Outreach Grants|AUTOMATIC|Y|
14.905|237D10FAA694C0B0E043814FD881C0B0|1.0|Lead Hazard Reduction Demonstration Grant Program|AUTOMATIC|Y|
14.906|237D10FAAB62C0B0E043814FD881C0B0|1.0|Healthy Homes Technical Studies Grants|AUTOMATIC|Y|
15.|237D10FAAB1CC0B0E043814FD881C0B0|1.0||MANUAL|Y|
15.020|237D10FAA695C0B0E043814FD881C0B0|1.0|Aid To Tribal Governments|AUTOMATIC|Y|
15.021|237D10FAA696C0B0E043814FD881C0B0|1.0|Consolidated Tribal Government Program|AUTOMATIC|Y|
15.022|237D10FAA697C0B0E043814FD881C0B0|1.0|Tribal Self-Governance|AUTOMATIC|Y|
15.024|237D10FAA698C0B0E043814FD881C0B0|1.0|Indian Self-Determination Contract Support|AUTOMATIC|Y|
15.025|237D10FAA699C0B0E043814FD881C0B0|1.0|Services to Indian Children, Elderly and Families|AUTOMATIC|Y|
15.026|237D10FAA69AC0B0E043814FD881C0B0|1.0|Indian Adult Education|AUTOMATIC|Y|
15.027|237D10FAA69BC0B0E043814FD881C0B0|1.0|Assistance to Tribally Controlled Community Colleges and Universities|AUTOMATIC|Y|
15.028|237D10FAA69CC0B0E043814FD881C0B0|1.0|Tribally Controlled Community College Endowments|AUTOMATIC|Y|
15.029|237D10FAA69DC0B0E043814FD881C0B0|1.0|Tribal Courts|AUTOMATIC|Y|
15.030|237D10FAA69EC0B0E043814FD881C0B0|1.0|Indian Law Enforcement|AUTOMATIC|Y|
15.031|237D10FAA69FC0B0E043814FD881C0B0|1.0|Indian Community Fire Protection|AUTOMATIC|Y|
15.032|237D10FAA6A0C0B0E043814FD881C0B0|1.0|Indian Economic Development|AUTOMATIC|Y|
15.033|237D10FAA6A1C0B0E043814FD881C0B0|1.0|Road Maintenance_Indian Roads|AUTOMATIC|Y|
15.034|237D10FAA6A2C0B0E043814FD881C0B0|1.0|Agriculture on Indian Lands|AUTOMATIC|Y|
15.035|237D10FAA6A3C0B0E043814FD881C0B0|1.0|Forestry on Indian Lands|AUTOMATIC|Y|
15.036|237D10FAA6A4C0B0E043814FD881C0B0|1.0|Indian Rights Protection|AUTOMATIC|Y|
15.037|237D10FAA6A5C0B0E043814FD881C0B0|1.0|Water Resources on Indian Lands|AUTOMATIC|Y|
15.038|237D10FAA6A6C0B0E043814FD881C0B0|1.0|Minerals and Mining on Indian Lands|AUTOMATIC|Y|
15.039|237D10FAA6A7C0B0E043814FD881C0B0|1.0|Fish, Wildlife, and Parks Programs on Indian Lands|AUTOMATIC|Y|
15.040|237D10FAA6A8C0B0E043814FD881C0B0|1.0|Real Estate Programs_Indian Lands|AUTOMATIC|Y|
15.041|237D10FAA6A9C0B0E043814FD881C0B0|1.0|Environmental Management_Indian Programs|AUTOMATIC|Y|
15.042|237D10FAA6AAC0B0E043814FD881C0B0|1.0|Indian School Equalization Program|AUTOMATIC|Y|
15.043|237D10FAA6ABC0B0E043814FD881C0B0|1.0|Indian Child and Family Education|AUTOMATIC|Y|
15.044|237D10FAA6ACC0B0E043814FD881C0B0|1.0|Indian Schools_Student Transportation|AUTOMATIC|Y|
15.045|237D10FAA6ADC0B0E043814FD881C0B0|1.0|Assistance for Indian Children with Severe Disabilities|AUTOMATIC|Y|
15.046|237D10FAA6AEC0B0E043814FD881C0B0|1.0|Administrative Cost Grants for Indian Schools|AUTOMATIC|Y|
15.047|237D10FAA6AFC0B0E043814FD881C0B0|1.0|Indian Education Facilities, Operations, and Maintenance|AUTOMATIC|Y|
15.048|237D10FAA6B0C0B0E043814FD881C0B0|1.0|Bureau of Indian Affairs Facilities_Operations and Maintenance|AUTOMATIC|Y|
15.049|237D10FAA6B1C0B0E043814FD881C0B0|1.0|Irrigation Operations and Maintenance on Indian Lands|AUTOMATIC|Y|
15.050|237D10FAA6B2C0B0E043814FD881C0B0|1.0|Unresolved Indian Hunting and Fishing Rights|AUTOMATIC|Y|
15.051|237D10FAA6B3C0B0E043814FD881C0B0|1.0|Endangered Species on Indian Lands|AUTOMATIC|Y|
15.052|237D10FAA6B4C0B0E043814FD881C0B0|1.0|Litigation Support for Indian Rights|AUTOMATIC|Y|
