univ_fiscal_yr|fin_coa_cd|account_nbr|sub_acct_nbr|fin_object_cd|fin_sub_obj_cd|fin_balance_typ_cd|fdoc_typ_cd|fs_origin_cd|fdoc_nbr|trn_encum_desc|trn_encum_dt|acln_encum_amt|acln_encum_cls_amt|acln_encum_prg_cd|timestamp|
2009.0|BL|0211905|-----|5000|---|EX|EXEN|02|813060024|Description Hidden|20030728000000|875.0|0.0| |20060914000000|
2009.0|BL|0211906|-----|5000|---|EX|EXEN|02|813060024|Description Hidden|20030728000000|875.0|0.0| |20060914000000|
2009.0|BL|0211907|-----|5000|---|EX|EXEN|02|813060024|Description Hidden|20030728000000|875.0|0.0| |20060914000000|
2009.0|BL|0211908|-----|5000|---|EX|EXEN|02|813060024|Description Hidden|20030728000000|875.0|0.0| |20060914000000|
2009.0|BL|0211909|-----|5000|---|EX|EXEN|02|813060024|Description Hidden|20030728000000|875.0|0.0| |20060914000000|
2009.0|BL|0212001|-----|4035|---|EX|EXEN|02|813041254|Description Hidden|20030728000000|35.3|0.0| |20060914000000|
2009.0|BL|0212001|-----|4115|---|EX|EXEN|02|812010082|Description Hidden|20030728000000|17.03|0.0| |20060914000000|
2009.0|BL|0212001|-----|4723|---|EX|EXEN|02|203060198|Description Hidden|20030728000000|7154.36|0.0| |20060914000000|
2009.0|BL|0212001|-----|4938|---|EX|EXEN|02|203071122|Description Hidden|20030728000000|-721.91|0.0| |20060914000000|
2009.0|BL|0212001|-----|5000|---|EX|EXEN|02|812010082|Description Hidden|20030728000000|20.0|0.0| |20060914000000|
2009.0|BL|0212001|-----|5017|---|EX|EXEN|02|203071115|Description Hidden|20030728000000|74.6|0.0| |20060914000000|
2009.0|BL|0212002|-----|4035|---|EX|EXEN|02|813041254|Description Hidden|20030728000000|35.3|0.0| |20060914000000|
2009.0|BL|0212002|-----|4115|---|EX|EXEN|02|812010082|Description Hidden|20030728000000|17.03|0.0| |20060914000000|
2009.0|BL|0212002|-----|4723|---|EX|EXEN|02|203060198|Description Hidden|20030728000000|7154.36|0.0| |20060914000000|
2009.0|BL|0212002|-----|4938|---|EX|EXEN|02|203071122|Description Hidden|20030728000000|-721.91|0.0| |20060914000000|
2009.0|BL|0212002|-----|5000|---|EX|EXEN|02|812010082|Description Hidden|20030728000000|20.0|0.0| |20060914000000|
2009.0|BL|0212002|-----|5017|---|EX|EXEN|02|203071115|Description Hidden|20030728000000|74.6|0.0| |20060914000000|
2009.0|BL|0212003|-----|4035|---|EX|EXEN|02|813041254|Description Hidden|20030728000000|35.3|0.0| |20060914000000|
2009.0|BL|0212003|-----|4115|---|EX|EXEN|02|812010082|Description Hidden|20030728000000|17.03|0.0| |20060914000000|
2009.0|BL|0212003|-----|4723|---|EX|EXEN|02|203060198|Description Hidden|20030728000000|7154.36|0.0| |20060914000000|
2009.0|BL|0212003|-----|4938|---|EX|EXEN|02|203071122|Description Hidden|20030728000000|-721.91|0.0| |20060914000000|
2009.0|BL|0212003|-----|5000|---|EX|EXEN|02|812010082|Description Hidden|20030728000000|20.0|0.0| |20060914000000|
2009.0|BL|0212003|-----|5017|---|EX|EXEN|02|203071115|Description Hidden|20030728000000|74.6|0.0| |20060914000000|
2009.0|BL|0212004|-----|4035|---|EX|EXEN|02|813041254|Description Hidden|20030728000000|35.3|0.0| |20060914000000|
2009.0|BL|0212004|-----|4115|---|EX|EXEN|02|812010082|Description Hidden|20030728000000|17.03|0.0| |20060914000000|
2009.0|BL|0212004|-----|4723|---|EX|EXEN|02|203060198|Description Hidden|20030728000000|7154.36|0.0| |20060914000000|
2009.0|BL|0212004|-----|4938|---|EX|EXEN|02|203071122|Description Hidden|20030728000000|-721.91|0.0| |20060914000000|
2009.0|BL|0212004|-----|5000|---|EX|EXEN|02|812010082|Description Hidden|20030728000000|20.0|0.0| |20060914000000|
2009.0|BL|0212004|-----|5017|---|EX|EXEN|02|203071115|Description Hidden|20030728000000|74.6|0.0| |20060914000000|
2009.0|BL|0212005|-----|4035|---|EX|EXEN|02|813041254|Description Hidden|20030728000000|35.3|0.0| |20060914000000|
2009.0|BL|0212005|-----|4115|---|EX|EXEN|02|812010082|Description Hidden|20030728000000|17.03|0.0| |20060914000000|
2009.0|BL|0212005|-----|4723|---|EX|EXEN|02|203060198|Description Hidden|20030728000000|7154.36|0.0| |20060914000000|
2009.0|BL|0212005|-----|4938|---|EX|EXEN|02|203071122|Description Hidden|20030728000000|-721.91|0.0| |20060914000000|
2009.0|BL|0212005|-----|5000|---|EX|EXEN|02|812010082|Description Hidden|20030728000000|20.0|0.0| |20060914000000|
2009.0|BL|0212005|-----|5017|---|EX|EXEN|02|203071115|Description Hidden|20030728000000|74.6|0.0| |20060914000000|
2009.0|BL|0212006|-----|4035|---|EX|EXEN|02|813041254|Description Hidden|20030728000000|35.3|0.0| |20060914000000|
2009.0|BL|0212006|-----|4115|---|EX|EXEN|02|812010082|Description Hidden|20030728000000|17.03|0.0| |20060914000000|
2009.0|BL|0212006|-----|4723|---|EX|EXEN|02|203060198|Description Hidden|20030728000000|7154.36|0.0| |20060914000000|
2009.0|BL|0212006|-----|4938|---|EX|EXEN|02|203071122|Description Hidden|20030728000000|-721.91|0.0| |20060914000000|
2009.0|BL|0212006|-----|5000|---|EX|EXEN|02|812010082|Description Hidden|20030728000000|20.0|0.0| |20060914000000|
2009.0|BL|0212006|-----|5017|---|EX|EXEN|02|203071115|Description Hidden|20030728000000|74.6|0.0| |20060914000000|
2009.0|BL|0212007|-----|4035|---|EX|EXEN|02|813041254|Description Hidden|20030728000000|35.3|0.0| |20060914000000|
2009.0|BL|0212007|-----|4115|---|EX|EXEN|02|812010082|Description Hidden|20030728000000|17.03|0.0| |20060914000000|
2009.0|BL|0212007|-----|4723|---|EX|EXEN|02|203060198|Description Hidden|20030728000000|7154.36|0.0| |20060914000000|
2009.0|BL|0212007|-----|4938|---|EX|EXEN|02|203071122|Description Hidden|20030728000000|-721.91|0.0| |20060914000000|
2009.0|BL|0212007|-----|5000|---|EX|EXEN|02|812010082|Description Hidden|20030728000000|20.0|0.0| |20060914000000|
2009.0|BL|0212007|-----|5017|---|EX|EXEN|02|203071115|Description Hidden|20030728000000|74.6|0.0| |20060914000000|
2009.0|BL|0212008|-----|4035|---|EX|EXEN|02|813041254|Description Hidden|20030728000000|35.3|0.0| |20060914000000|
2009.0|BL|0212008|-----|4115|---|EX|EXEN|02|812010082|Description Hidden|20030728000000|17.03|0.0| |20060914000000|
2009.0|BL|0212008|-----|4723|---|EX|EXEN|02|203060198|Description Hidden|20030728000000|7154.36|0.0| |20060914000000|
2009.0|BL|0212008|-----|4938|---|EX|EXEN|02|203071122|Description Hidden|20030728000000|-721.91|0.0| |20060914000000|
2009.0|BL|0212008|-----|5000|---|EX|EXEN|02|812010082|Description Hidden|20030728000000|20.0|0.0| |20060914000000|
2009.0|BL|0212008|-----|5017|---|EX|EXEN|02|203071115|Description Hidden|20030728000000|74.6|0.0| |20060914000000|
2009.0|BL|0212009|-----|4035|---|EX|EXEN|02|813041254|Description Hidden|20030728000000|35.3|0.0| |20060914000000|
2009.0|BL|0212009|-----|4115|---|EX|EXEN|02|812010082|Description Hidden|20030728000000|17.03|0.0| |20060914000000|
2009.0|BL|0212009|-----|4723|---|EX|EXEN|02|203060198|Description Hidden|20030728000000|7154.36|0.0| |20060914000000|
2009.0|BL|0212009|-----|4938|---|EX|EXEN|02|203071122|Description Hidden|20030728000000|-721.91|0.0| |20060914000000|
2009.0|BL|0212009|-----|5000|---|EX|EXEN|02|812010082|Description Hidden|20030728000000|20.0|0.0| |20060914000000|
2009.0|BL|0212009|-----|5017|---|EX|EXEN|02|203071115|Description Hidden|20030728000000|74.6|0.0| |20060914000000|
2009.0|BL|1031400|-----|4061|---|EX|EXEN|02|811010924|Description Hidden|20030728000000|72.0|0.0| |20060914000000|
2009.0|BL|1031400|-----|4100|---|EX|EXEN|02|813050107|Description Hidden|20030728000000|114.76|0.0| |20060914000000|
2009.0|BL|1031400|-----|4100|---|EX|EXEN|02|813062017|Description Hidden|20030728000000|232.0|0.0| |20060914000000|
2009.0|BL|1031400|-----|4502|---|EX|EXEN|02|813071260|Description Hidden|20030728000000|500.0|0.0| |20060914000000|
2009.0|BL|1031400|-----|4502|---|EX|EXEN|02|813071261|Description Hidden|20030728000000|500.0|0.0| |20060914000000|
2009.0|BL|1031400|-----|4502|---|EX|EXEN|02|813071262|Description Hidden|20030728000000|500.0|0.0| |20060914000000|
2009.0|BL|1031400|-----|4502|---|EX|EXEN|02|813071357|Description Hidden|20030728000000|500.0|0.0| |20060914000000|
2009.0|BL|1031400|-----|4502|---|EX|EXEN|02|813071358|Description Hidden|20030728000000|500.0|0.0| |20060914000000|
2009.0|BL|1031400|-----|4910|---|EX|EXEN|02|172050035|Description Hidden|20030728000000|616.28|0.0| |20060914000000|
2009.0|BL|1031400|-----|4910|---|EX|EXEN|02|173050064|Description Hidden|20030728000000|369.7|0.0| |20060914000000|
2009.0|BL|1031400|-----|5017|---|EX|EXEN|02|203071119|Description Hidden|20030728000000|20.58|0.0| |20060914000000|
2009.0|BL|1031400|ADV|4083|---|EX|EXEN|02|261120015|Description Hidden|20030728000000|368.95|0.0| |20060914000000|
2009.0|BL|1031400|BLDG|4910|---|EX|EXEN|02|811041863|Description Hidden|20030728000000|218.0|0.0| |20060914000000|
2009.0|BL|1031400|CWD|5200|---|EX|EXEN|02|813051985|Description Hidden|20030728000000|276.61|0.0| |20060914000000|
2009.0|BL|1031400|SJD|4938|---|EX|EXEN|02|813092016|Description Hidden|20030728000000|434.19|0.0| |20060914000000|
2009.0|BL|2231423|-----|5000|---|EX|EXEN|02|273060108|Description Hidden|20030728000000|4021.67|0.0| |20060914000000|
2009.0|BL|2231423|-----|5017|---|EX|EXEN|02|203071120|Description Hidden|20030728000000|98.34|0.0| |20060914000000|
2009.0|BL|2231423|-----|5200|---|EX|EXEN|02|810021581|Description Hidden|20030728000000|349.0|0.0| |20060914000000|
2009.0|BL|2231459|-----|4910|---|EX|EXEN|02|173040080|Description Hidden|20030728000000|470.91|0.0| |20060914000000|
2009.0|BL|2231459|-----|4938|---|EX|EXEN|02|813050155|Description Hidden|20030728000000|81.35|0.0| |20060914000000|
2009.0|BL|2231459|-----|5000|---|EX|EXEN|02|813040828|Description Hidden|20030728000000|81.35|0.0| |20060914000000|
2009.0|BL|2231473|-----|5000|---|EX|EXEN|02|813060024|Description Hidden|20030728000000|875.0|0.0| |20060914000000|
2009.0|BL|2231487|-----|7015|---|EX|EXEN|02|203050196|Description Hidden|20030728000000|55.0|0.0| |20060914000000|
2009.0|BL|2231489|-----|4938|---|EX|EXEN|02|811050983|Description Hidden|20030728000000|10.0|0.0| |20060914000000|
2009.0|BL|2231490|-----|5215|---|EX|EXEN|02|813061982|Description Hidden|20030728000000|89.24|0.0| |20060914000000|
2009.0|BL|2331403|-----|4035|---|EX|EXEN|02|813041254|Description Hidden|20030728000000|35.3|0.0| |20060914000000|
2009.0|BL|2331403|-----|4115|---|EX|EXEN|02|812010082|Description Hidden|20030728000000|17.03|0.0| |20060914000000|
2009.0|BL|2331403|-----|4723|---|EX|EXEN|02|203060198|Description Hidden|20030728000000|7154.36|0.0| |20060914000000|
2009.0|BL|2331403|-----|4938|---|EX|EXEN|02|203071122|Description Hidden|20030728000000|-721.91|0.0| |20060914000000|
2009.0|BL|2331403|-----|5000|---|EX|EXEN|02|812010082|Description Hidden|20030728000000|20.0|0.0| |20060914000000|
2009.0|BL|2331403|-----|5017|---|EX|EXEN|02|203071115|Description Hidden|20030728000000|74.6|0.0| |20060914000000|
2009.0|BL|2331412|-----|4100|---|EX|EXEN|02|813050111|Description Hidden|20030728000000|204.22|0.0| |20060914000000|
2009.0|BL|2331412|-----|4100|---|EX|EXEN|02|813050112|Description Hidden|20030728000000|68.0|0.0| |20060914000000|
2009.0|BL|2331412|-----|4502|---|EX|EXEN|02|813110379|Description Hidden|20030728000000|96.27|0.0| |20060914000000|
2009.0|BL|2331412|-----|7015|---|EX|EXEN|02|273060108|Description Hidden|20030728000000|4021.67|0.0| |20060914000000|
2009.0|BL|2331415|-----|5200|---|EX|EXEN|02|813051986|Description Hidden|20030728000000|981.24|0.0| |20060914000000|
2009.0|BL|2331440|-----|4910|---|EX|EXEN|02|172010051|Description Hidden|20030728000000|6912.94|0.0| |20060914000000|
2009.0|BL|2331474|-----|4700|---|EX|EXEN|02|813060775|Description Hidden|20030728000000|30.0|0.0| |20060914000000|
2009.0|BL|2331474|-----|5000|---|EX|EXEN|02|810021199|Description Hidden|20030728000000|67.8|0.0| |20060914000000|
2009.0|BL|2331474|-----|5000|---|EX|EXEN|02|811010432|Description Hidden|20030728000000|29.48|0.0| |20060914000000|
2009.0|BL|2331474|-----|5017|---|EX|EXEN|02|203030138|Description Hidden|20030728000000|133.07|0.0| |20060914000000|
2009.0|BL|4331409|-----|4075|---|EX|EXEN|02|102090143|Description Hidden|20030728000000|28743.38|0.0| |20060914000000|
2009.0|BL|4531410|-----|4084|---|EX|EXEN|02|261020005|Description Hidden|20030728000000|133.97|0.0| |20060914000000|
2009.0|BL|4624620|-----|4035|---|EX|EXEN|02|813061876|Description Hidden|20030728000000|195.0|0.0| |20060914000000|
2009.0|BL|4624620|-----|4035|---|EX|EXEN|02|813062079|Description Hidden|20030728000000|240.0|0.0| |20060914000000|
2009.0|BL|4631492|-----|4002|---|EX|EXEN|02|203060258|Description Hidden|20030728000000|133.2|0.0| |20060914000000|
2009.0|BL|4631492|-----|4002|---|EX|EXEN|02|203060266|Description Hidden|20030728000000|163.5|0.0| |20060914000000|
2009.0|BL|4631492|-----|5017|---|EX|EXEN|02|201040337|Description Hidden|20030728000000|142.9|0.0| |20060914000000|
2009.0|BL|4631518|-----|4035|---|EX|EXEN|02|203050218|Description Hidden|20030728000000|500.0|0.0| |20060914000000|
2009.0|BL|4631518|-----|4074|---|EX|EXEN|02|109090382|Description Hidden|20030728000000|7433.48|0.0| |20060914000000|
2009.0|BL|4631518|-----|4075|---|EX|EXEN|02|109090382|Description Hidden|20030728000000|9758.53|0.0| |20060914000000|
2009.0|BL|4631523|-----|4938|---|EX|EXEN|02|813101509|Description Hidden|20030728000000|24.64|0.0| |20060914000000|
2009.0|BL|4631527|-----|4035|---|EX|EXEN|02|202100129|Description Hidden|20030728000000|204.75|0.0| |20060914000000|
2009.0|BL|4631527|-----|4035|---|EX|EXEN|02|811061372|Description Hidden|20030728000000|6.0|0.0| |20060914000000|
2009.0|BL|4631527|-----|4035|---|EX|EXEN|02|812040853|Description Hidden|20030728000000|63.98|0.0| |20060914000000|
2009.0|BL|4631527|-----|4035|---|EX|EXEN|02|813011289|Description Hidden|20030728000000|80.0|0.0| |20060914000000|
2009.0|BL|4631527|-----|4700|---|EX|EXEN|02|810061732|Description Hidden|20030728000000|149.0|0.0| |20060914000000|
2009.0|BL|4631528|-----|4055|---|EX|EXEN|02|812020124|Description Hidden|20030728000000|258.75|0.0| |20060914000000|
2009.0|BL|4631528|-----|4166|---|EX|EXEN|02|813052123|Description Hidden|20030728000000|27.5|0.0| |20060914000000|
2009.0|BL|4631534|-----|4055|---|EX|EXEN|02|813071954|Description Hidden|20030728000000|160.0|0.0| |20060914000000|
2009.0|BL|4631534|-----|4938|---|EX|EXEN|02|203071125|Description Hidden|20030728000000|5.25|0.0| |20060914000000|
2009.0|BL|4631534|-----|4938|---|EX|EXEN|02|813050153|Description Hidden|20030728000000|126.0|0.0| |20060914000000|
2009.0|BL|4631557|-----|4519|---|EX|EXEN|02|102020126|Description Hidden|20030728000000|2682.5|0.0| |20060914000000|
2009.0|BL|4631613|-----|4110|---|EX|EXEN|02|242080098|Description Hidden|20030728000000|0.38|0.0| |20060914000000|
2009.0|BL|4631614|-----|4074|---|EX|EXEN|02|109110005|Description Hidden|20030728000000|108859.4|0.0| |20060914000000|
2009.0|BL|4631617|-----|4035|---|EX|EXEN|02|813061934|Description Hidden|20030728000000|137.6|0.0| |20060914000000|
2009.0|BL|4631617|-----|4938|---|EX|EXEN|02|813101510|Description Hidden|20030728000000|13.96|0.0| |20060914000000|
2009.0|BL|4631617|-----|5200|---|EX|EXEN|02|813061298|Description Hidden|20030728000000|46.72|0.0| |20060914000000|
2009.0|BL|4631624|-----|4075|---|EX|EXEN|02|102080172|Description Hidden|20030728000000|52721.03|0.0| |20060914000000|
2009.0|BL|4631628|-----|4166|---|EX|EXEN|02|813091025|Description Hidden|20030728000000|153.0|0.0| |20060914000000|
2009.0|BL|4631628|-----|4938|---|EX|EXEN|02|813050116|Description Hidden|20030728000000|55.3|0.0| |20060914000000|
2009.0|BL|4631628|-----|4938|---|EX|EXEN|02|813070204|Description Hidden|20030728000000|250.0|0.0| |20060914000000|
2009.0|BL|4631629|-----|4938|---|EX|EXEN|02|813051140|Description Hidden|20030728000000|105.5|0.0| |20060914000000|
2009.0|BL|4631629|-----|5200|---|EX|EXEN|02|813061823|Description Hidden|20030728000000|263.29|0.0| |20060914000000|
2009.0|BL|4631629|-----|7016|---|EX|EXEN|02|273060119|Description Hidden|20030728000000|4900.0|0.0| |20060914000000|
2009.0|BL|4631630|-----|4616|---|EX|EXEN|02|813062118|Description Hidden|20030728000000|80.78|0.0| |20060914000000|
2009.0|BL|4631630|-----|4938|---|EX|EXEN|02|813050745|Description Hidden|20030728000000|214.0|0.0| |20060914000000|
2009.0|BL|4631630|-----|4938|---|EX|EXEN|02|813051027|Description Hidden|20030728000000|28.69|0.0| |20060914000000|
2009.0|BL|4631633|-----|7030|---|EX|EXEN|02|273060108|Description Hidden|20030728000000|12375.0|0.0| |20060914000000|
2009.0|BL|4631634|-----|5215|---|EX|EXEN|02|273060074|Description Hidden|20030728000000|840.0|0.0| |20060914000000|
2009.0|BL|4631635|-----|5200|---|EX|EXEN|02|203060257|Description Hidden|20030728000000|2858.0|0.0| |20060914000000|
2009.0|BL|4631637|-----|5215|---|EX|EXEN|02|273060074|Description Hidden|20030728000000|359.0|0.0| |20060914000000|
2009.0|BL|4631638|-----|4055|---|EX|EXEN|02|813061852|Description Hidden|20030728000000|166.0|0.0| |20060914000000|
2009.0|BL|4631638|-----|4075|---|EX|EXEN|02|103120062|Description Hidden|20030728000000|82020.1|0.0| |20060914000000|
