cptlast_typ_cd|obj_id|ver_nbr|cptlast_typ_desc|cptlast_deprlf_lmt|cptlast_moving_cd|cptlast_rqdbldg_cd|row_actv_ind|
345|44F39C472F94409CE043814FD881409C|1.0|CUTTER, ELECTRICAL|10.0|Y|N|Y|
350|44F39C472F95409CE043814FD881409C|1.0|INACTIVE FY 07 AHA REVIEW DEFIBRILLATOR|8.0|Y|N|N|
351|44F39C472F96409CE043814FD881409C|1.0|INACTIVE FY 07 AHA REVIEW DENSITOMETER|8.0|Y|N|N|
352|44F39C472F97409CE043814FD881409C|1.0|DERMATOME|10.0|Y|N|Y|
354|44F39C472F98409CE043814FD881409C|1.0|DIATHERMY UNIT|10.0|Y|N|Y|
355|44F39C472F99409CE043814FD881409C|1.0|DILUTOR|10.0|Y|N|Y|
357|44F39C472F9A409CE043814FD881409C|1.0|INACTIVE FY 07 AHA REVIEW DISTILLING APPARATUS|10.0|Y|N|N|
359|44F39C472F9B409CE043814FD881409C|1.0|DRYER, SCIENTIFIC|10.0|Y|N|Y|
360|44F39C472F9C409CE043814FD881409C|1.0|INACTIVE FY 07 AHA REVIEW ELECTROCARDIOGRAPH|8.0|Y|N|N|
361|44F39C472F9D409CE043814FD881409C|1.0|INACTIVE FY 07 AHA REVIEW ELECTROENCEPHALOGRAPH|8.0|Y|N|N|
362|44F39C4730C7409CE043814FD881409C|1.0|INACTIVE FY 07 AHA REVIEW ELECTROMYOGRAPHY|8.0|Y|N|N|
363|44F39C472F9E409CE043814FD881409C|1.0|INACTIVE FY 07 AHA REVIEW ELECTROPHORESIS UNIT|8.0|Y|N|N|
364|44F39C473046409CE043814FD881409C|1.0|INACTIVE FY 07 AHA REVIEW ELECTROSURGICAL UNIT|8.0|Y|N|N|
367|44F39C472F9F409CE043814FD881409C|1.0|MISC. EQUIP., EXERCISE|15.0|Y|N|Y|
368|44F39C472FA0409CE043814FD881409C|1.0|FLOWMETER|10.0|Y|N|Y|
369|44F39C472FA1409CE043814FD881409C|1.0|FLUORIMETER|10.0|Y|N|Y|
370|44F39C472FA2409CE043814FD881409C|1.0|FLUOROSCOPE|10.0|Y|N|Y|
372|44F39C472FA3409CE043814FD881409C|1.0|FURNACE, LABORATORY|10.0|Y|N|Y|
373|44F39C472FA4409CE043814FD881409C|1.0|SYSTEMS, HEART LUNG|8.0|Y|N|Y|
374|44F39C472FA5409CE043814FD881409C|1.0|INACTIVE FY 07 AHA REVIEW HEMOGLBINOMETER|10.0|Y|N|N|
375|44F39C473052409CE043814FD881409C|1.0|INACTIVE FY 07 AHA REVIEW HEMODIALYSIS UNIT|8.0|Y|N|N|
376|44F39C472FA6409CE043814FD881409C|1.0|HOMOGENIZER|10.0|Y|N|Y|
378|44F39C472FA7409CE043814FD881409C|1.0|HUMIDIFIER|10.0|Y|N|Y|
379|44F39C472FA8409CE043814FD881409C|1.0|HYDROTHERAPY EQUIPMENT|15.0|Y|N|Y|
381|44F39C472FA9409CE043814FD881409C|1.0|APPARATUS, HYPOTHERMIA|10.0|Y|N|Y|
382|44F39C473055409CE043814FD881409C|1.0|INACTIVE FY 07 AHA REVIEW ILLUMINATOR UNIT, MULTIFILM OR SINGLE|15.0|Y|N|N|
383|44F39C472FAA409CE043814FD881409C|1.0|SCIENTIFIC EQUIP. (CONTROLLING)|8.0|Y|N|Y|
384|44F39C472FAB409CE043814FD881409C|1.0|INCUBATORS, ALL|10.0|Y|N|Y|
386|44F39C472FAC409CE043814FD881409C|1.0|INDICATOR|10.0|Y|N|Y|
387|44F39C472FAD409CE043814FD881409C|1.0|PUMP, INFUSION|10.0|Y|N|Y|
388|44F39C472FAE409CE043814FD881409C|1.0|INACTIVE FY 07 AHA REVIEW INHALATOR|5.0|Y|N|N|
390|44F39C472FAF409CE043814FD881409C|1.0|INACTIVE FY 07 AHA REVIEW DIALYZER, KIDNEY|8.0|Y|N|N|
391|44F39C472FB0409CE043814FD881409C|1.0|INACTIVE FY 07 AHA REVIEW KILN|15.0|Y|N|N|
392|44F39C472FB1409CE043814FD881409C|1.0|KYMOGRAPH|10.0|Y|N|Y|
396|44F39C472FB2409CE043814FD881409C|1.0|LAMP, MEDICAL/ SCIENTIFIC|10.0|Y|N|Y|
399|44F39C473059409CE043814FD881409C|1.0|INACTIVE FY 07 AHA REVIEW LIFTER, PATIENT|15.0|Y|N|N|
4|44F39C472FB3409CE043814FD881409C|1.0|SCIENTIFIC EQUIP. (RECORDING)|10.0|Y|N|Y|
400|44F39C472FB4409CE043814FD881409C|1.0|MANNEQUIN|10.0|Y|N|Y|
40000|44F39C472FB5409CE043814FD881409C|1.0|MVE CONSTRUCTION IN PROGRESS|0.0|Y|N|Y|
40001|44F39C473087409CE043814FD881409C|1.0|BLDG CONSTRUCTION IN PROGRESS|0.0|N|Y|Y|
40002|44F39C47308E409CE043814FD881409C|1.0|INFRASTRUCTURE CONSTRUCTION IN PROGRESS|0.0|N|N|Y|
40003|44F39C47308F409CE043814FD881409C|1.0|LI CONSTRUCTION IN PROGRESS|0.0|N|N|Y|
40004|44F39C47309A409CE043814FD881409C|1.0|MOVEABLE ASSETS NOT YET RECEIVED, OR PLACED IN SERVICE|0.0|Y|N|Y|
40005|44F39C4730A6409CE043814FD881409C|1.0|LEASE IMPRV CONSTR INPROGRESS|0.0|N|N|Y|
401|44F39C472FB6409CE043814FD881409C|1.0|METER|3.0|Y|N|Y|
403|44F39C47307B409CE043814FD881409C|1.0|INACTIVE FY 07 AHA REVIEW MICROSCOPE/TELESCOPE|10.0|Y|N|N|
404|44F39C472FB7409CE043814FD881409C|1.0|MICROPROJECTOR|10.0|Y|N|Y|
405|44F39C472FB8409CE043814FD881409C|1.0|INACTIVE FY 07 AHA REVIEW MICROTOME|10.0|Y|N|N|
406|44F39C472FB9409CE043814FD881409C|1.0|MISC. MEDICAL EQUIPMENT|8.0|Y|N|Y|
407|44F39C472FBA409CE043814FD881409C|1.0|MONITOR, COMPUTER|7.0|Y|N|Y|
408|44F39C472FBB409CE043814FD881409C|1.0|NEBULIZER|10.0|Y|N|Y|
409|44F39C472FBC409CE043814FD881409C|1.0|OPHTHALMOSCOPE|10.0|Y|N|Y|
410|44F39C472FBD409CE043814FD881409C|1.0|OSCILLOSCOPE/VECTORSCOPE|10.0|Y|N|Y|
411|44F39C472FBE409CE043814FD881409C|1.0|INACTIVE FY 07 AHA REVIEW OSMOMETER|10.0|Y|N|N|
413|44F39C472FBF409CE043814FD881409C|1.0|OSCILLATOR|7.0|Y|N|Y|
414|44F39C473063409CE043814FD881409C|1.0|INACTIVE FY 07 AHA REVIEW OVEN, LABORATORY|14.0|Y|N|N|
415|44F39C472FC0409CE043814FD881409C|1.0|MISC. OXYGEN EQUIP.|8.0|Y|N|Y|
417|44F39C472FC1409CE043814FD881409C|1.0|PACEMAKER, CARDIAC|5.0|Y|N|Y|
418|44F39C47304E409CE043814FD881409C|1.0|INACTIVE FY 07 AHA REVIEW EQUIPMENT PATIENT MONITORING/AIDING|8.0|Y|N|N|
419|44F39C472FC2409CE043814FD881409C|1.0|BOOTH, ALL|10.0|Y|N|Y|
420|44F39C472FC3409CE043814FD881409C|1.0|MACHINE, PAINT SPRAYING|10.0|Y|N|Y|
422|44F39C472FC4409CE043814FD881409C|1.0|PHOTOCOAGULATOR|10.0|Y|N|Y|
424|44F39C472FC5409CE043814FD881409C|1.0|PHOTOMETER|8.0|Y|N|Y|
425|44F39C472FC6409CE043814FD881409C|1.0|PIPETTE, AUTOMATIC|10.0|Y|N|Y|
426|44F39C472FC7409CE043814FD881409C|1.0|INACTIVE FY 07 AHA REVIEW POWER SUPPLY, LOGIC UNIT, GENERATOR|8.0|Y|N|N|
428|44F39C472FC8409CE043814FD881409C|1.0|INACTIVE FY 07 AHA REVIEW TIMER, AUTOMATED|10.0|Y|N|N|
429|44F39C472FC9409CE043814FD881409C|1.0|INACTIVE FY 07 AHA REVIEW  EQUIP., PULMONARY FUNCTION|10.0|Y|N|N|
430|44F39C472FCA409CE043814FD881409C|1.0|PUMP, VACUUM OR PRESSURE|10.0|Y|N|Y|
431|44F39C472FCB409CE043814FD881409C|1.0|COUNTER, RADIATION|8.0|Y|N|Y|
432|44F39C472FCC409CE043814FD881409C|1.0|METER, RADIATION|8.0|Y|N|Y|
435|44F39C472FCD409CE043814FD881409C|1.0|RECORDER, LABORATORY|10.0|Y|N|Y|
436|44F39C472FCE409CE043814FD881409C|1.0|REFRACTOMETER|10.0|Y|N|Y|
437|44F39C47306C409CE043814FD881409C|1.0|INACTIVE FY 07 AHA REVIEW REFRIGERATOR/FREEZERS, LAB TYPE|14.0|Y|N|N|
438|44F39C472FCF409CE043814FD881409C|1.0|RESUSCITATOR/RESPIRATOR|10.0|Y|N|Y|
442|44F39C472FD0409CE043814FD881409C|1.0|SCANNERS, ALL|8.0|Y|N|Y|
443|44F39C472FD1409CE043814FD881409C|1.0|SCINTILLATION|8.0|Y|N|Y|
445|44F39C472FD2409CE043814FD881409C|1.0|MACHINE, SEWING|15.0|Y|N|Y|
446|44F39C47305D409CE043814FD881409C|1.0|INACTIVE FY 07 AHA REVIEW MACHINE, SHAKING|10.0|Y|N|N|
447|44F39C472FD3409CE043814FD881409C|1.0|MICROTOME KNIVES AND SHARPENERS|10.0|Y|N|Y|
450|44F39C472FD4409CE043814FD881409C|1.0|SKELETON|10.0|Y|N|Y|
451|44F39C472FD5409CE043814FD881409C|1.0|INACTIVE FY 07 AHA REVIEW STRAINER, SLIDE LABORATORY|10.0|Y|N|N|
452|44F39C472FD6409CE043814FD881409C|1.0|LAMP, SLIT|10.0|Y|N|Y|
453|44F39C472FD7409CE043814FD881409C|1.0|SPECTROSCOPE|10.0|Y|N|Y|
454|44F39C472FD8409CE043814FD881409C|1.0|SPECTROPHOTOMETER|8.0|Y|N|Y|
456|44F39C472FD9409CE043814FD881409C|1.0|LENS, OBJECTIVES, MICROSCOPE ACCESSORIES|10.0|Y|N|Y|
457|44F39C472FDA409CE043814FD881409C|1.0|STERILIZER, LABORATORY|15.0|Y|N|Y|
459|44F39C472FDB409CE043814FD881409C|1.0|STIMULATOR, MUSCLE|10.0|Y|N|Y|
460|44F39C472FDC409CE043814FD881409C|1.0|SCIEN. EQUIP. COUNTING|8.0|Y|N|Y|
463|44F39C472FDD409CE043814FD881409C|1.0|PUMP, SUCTION|10.0|Y|N|Y|
466|44F39C472FDE409CE043814FD881409C|1.0|TENT, OXYGEN|8.0|Y|N|Y|
467|44F39C472FDF409CE043814FD881409C|1.0|INACTIVE FY 07 AHA REVIEW THERMOMETER, ELECTRONIC|10.0|Y|N|N|
468|44F39C472FE0409CE043814FD881409C|1.0|INACTIVE FY 07 AHA REVIEW PROCESSOR, TISSUE|10.0|Y|N|N|
469|44F39C472FE1409CE043814FD881409C|1.0|TITRATOR, AUTOMATIC|10.0|Y|N|Y|
470|44F39C472FE2409CE043814FD881409C|1.0|TRANSDUCERS|3.0|Y|N|Y|
471|44F39C472FE3409CE043814FD881409C|1.0|TREADMILL, ELECTRIC|8.0|Y|N|Y|
472|44F39C472FE4409CE043814FD881409C|1.0|INACTIVE FY 07 AHA REVIEW TUBE TESTER|15.0|Y|N|N|
474|44F39C472FE5409CE043814FD881409C|1.0|CLEANER/DRILL, ULTRASONIC|10.0|Y|N|Y|
475|44F39C472FE6409CE043814FD881409C|1.0|VIBRATOR|10.0|Y|N|Y|
477|44F39C472FE7409CE043814FD881409C|1.0|INACTIVE FY 07 AHA REVIEW PURIFIER OR SOFTENER, WATER|12.0|Y|N|N|
478|44F39C472FE8409CE043814FD881409C|1.0|INACTIVE FY 07 AHA REVIEW DEVELOPER, X RAY|15.0|Y|N|N|
479|44F39C472FE9409CE043814FD881409C|1.0|DRYER, X RAY FILM|8.0|Y|N|Y|
480|44F39C472FEA409CE043814FD881409C|1.0|PROCESSOR, X RAY FILM|8.0|Y|N|Y|
481|44F39C472FEB409CE043814FD881409C|1.0|INTENSIFIER, X RAY IMAGE|5.0|Y|N|Y|
482|44F39C472FEC409CE043814FD881409C|1.0|INACTIVE FY 07 AHA REVIEW X RAY UNIT, ALL|8.0|Y|N|N|
485|44F39C472FED409CE043814FD881409C|1.0|ROTORS, ALL|10.0|Y|N|Y|
486|44F39C472FEE409CE043814FD881409C|1.0|DYNAGRAPH|10.0|Y|N|Y|
488|44F39C472FEF409CE043814FD881409C|1.0|COLLECTOR, FRACTION|7.0|Y|N|Y|
489|44F39C472FF0409CE043814FD881409C|1.0|INACTIVE FY 07 AHA REVIEW GENERATOR, INDUSTRIAL|7.0|Y|N|N|
490|44F39C472FF1409CE043814FD881409C|1.0|GAMMA SYSTEMS|8.0|Y|N|Y|
494|44F39C472FF2409CE043814FD881409C|1.0|MICROMANIPULATOR|10.0|Y|N|Y|
495|44F39C472FF3409CE043814FD881409C|1.0|GRINDER/SANDER, DENTAL|10.0|Y|N|Y|
498|44F39C472FF4409CE043814FD881409C|1.0|CHAIR, WHEEL|10.0|Y|N|Y|
499|44F39C472FF5409CE043814FD881409C|1.0|MANIFOLD|10.0|Y|N|Y|
5|44F39C472FF6409CE043814FD881409C|1.0|KNIFE, DIAMOND|2.0|Y|N|Y|
50000|44F39C472FF7409CE043814FD881409C|1.0|INFRASTRUCTURE|15.0|N|N|Y|
50001|44F39C473081409CE043814FD881409C|1.0|INFRASTRUCTURE ROAD/WATERWAY IMPROVEMENTS|20.0|N|N|Y|
50002|44F39C473082409CE043814FD881409C|1.0|INFRASTRUCTURE UNDERGRND DIST & COLLECTION SYS|40.0|N|N|Y|
50003|44F39C473086409CE043814FD881409C|1.0|INFRASTRUCTURE STREET IMPROVEMENTS|10.0|N|N|Y|
50004|44F39C4730A2409CE043814FD881409C|1.0|INFRASTRUCTURE TELECOMMUNICATION TOWERS|13.0|N|N|Y|
501|44F39C472FF8409CE043814FD881409C|1.0|MISC. KITCHEN/CAFETERIA EQUIP.|10.0|Y|N|Y|
503|44F39C472FF9409CE043814FD881409C|1.0|BROILER|10.0|Y|N|Y|
504|44F39C472FFA409CE043814FD881409C|1.0|CART, FOOD/TRAY,ETC|10.0|Y|N|Y|
507|44F39C472FFB409CE043814FD881409C|1.0|CONVEYOR, TRAY|15.0|Y|N|Y|
509|44F39C472FFC409CE043814FD881409C|1.0|COOLER/WALK IN /FREE STAND|15.0|Y|N|Y|
510|44F39C472FFD409CE043814FD881409C|1.0|COUNTER, FOOD SERVICE|15.0|Y|N|Y|
511|44F39C472FFE409CE043814FD881409C|1.0|FOOD CUTTER/CHOPPER/GRIND|10.0|Y|N|Y|
513|44F39C472FFF409CE043814FD881409C|1.0|DISHWASHER|10.0|Y|N|Y|
515|44F39C473000409CE043814FD881409C|1.0|INACTIVE FY 07 AHA REVIEW DISPENSER, ALL|12.0|Y|N|N|
518|44F39C473001409CE043814FD881409C|1.0|FRYER, DEEP FAT|10.0|Y|N|Y|
519|44F39C473002409CE043814FD881409C|1.0|GRIDDLE|10.0|Y|N|Y|
521|44F39C473003409CE043814FD881409C|1.0|SCIEN. EQUIP. CONVERTING|8.0|Y|N|Y|
522|44F39C473004409CE043814FD881409C|1.0|FREEZER/CABINET ICE CREAM|10.0|Y|N|Y|
523|44F39C473005409CE043814FD881409C|1.0|EQUIP., ICE CUBE MAKING|10.0|Y|N|Y|
524|44F39C473006409CE043814FD881409C|1.0|KETTLE, STEAM JACKETED|15.0|Y|N|Y|
526|44F39C473007409CE043814FD881409C|1.0|MIXER, COMMERCIAL TYPE|10.0|Y|N|Y|
527|44F39C473008409CE043814FD881409C|1.0|OVEN, BAKING|15.0|Y|N|Y|
528|44F39C473009409CE043814FD881409C|1.0|OVEN, MICROWAVE|5.0|Y|N|Y|
529|44F39C47300A409CE043814FD881409C|1.0|SCIEN. EQUIP., CUTTING|10.0|Y|N|Y|
530|44F39C47300B409CE043814FD881409C|1.0|FOOD PEELER|10.0|Y|N|Y|
531|44F39C47300C409CE043814FD881409C|1.0|RACK, POT OR PAN|15.0|Y|N|Y|
532|44F39C47300D409CE043814FD881409C|1.0|RANGE, HOUSEHOLD|10.0|Y|N|Y|
533|44F39C47300E409CE043814FD881409C|1.0|REFRIGERATOR, COMMERCIAL|10.0|Y|N|Y|
535|44F39C47300F409CE043814FD881409C|1.0|FOOD SLICER|10.0|Y|N|Y|
537|44F39C473010409CE043814FD881409C|1.0|STEAMER, FOOD|10.0|Y|N|Y|
538|44F39C473011409CE043814FD881409C|1.0|TOASTER, COMMERCIAL TYPE|10.0|Y|N|Y|
540|44F39C473012409CE043814FD881409C|1.0|URN, ALL|10.0|Y|N|Y|
542|44F39C473013409CE043814FD881409C|1.0|MACHINE, VENDING ALL|10.0|Y|N|Y|
545|44F39C473014409CE043814FD881409C|1.0|WARMER, FOOD OR DISH|10.0|Y|N|Y|
547|44F39C473015409CE043814FD881409C|1.0|MISC DAIRY & FOOD PROCESS|10.0|Y|N|Y|
60000|44F39C473016409CE043814FD881409C|1.0|ART & MUSEUM OBJECTS|0.0|N|N|Y|
601|44F39C473017409CE043814FD881409C|1.0|MISC LAUNDRY EQUIPMENT|10.0|Y|N|Y|
606|44F39C473018409CE043814FD881409C|1.0|DRYER CLOTHES|10.0|Y|N|Y|
619|44F39C473019409CE043814FD881409C|1.0|INACTIVE FY 07 AHA REVIEW WASHING MACHINE, ALL|10.0|Y|N|N|
623|44F39C47301A409CE043814FD881409C|1.0|SCIEN. EQUIP., DETECTING|12.0|Y|N|Y|
651|44F39C47301B409CE043814FD881409C|1.0|MACHINERY, GEN. HOUSEKEEPING|8.0|Y|N|Y|
655|44F39C47301C409CE043814FD881409C|1.0|COMPACTOR, WASTE|10.0|Y|N|Y|
657|44F39C47301D409CE043814FD881409C|1.0|PRESS, DRILL|20.0|Y|N|Y|
658|44F39C47301E409CE043814FD881409C|1.0|INACTIVE FY 07 AHA REVIEW DRYING OVEN, PAINT SHOP|12.0|Y|N|N|
659|44F39C47301F409CE043814FD881409C|1.0|EXTINGUISHER, FIRE|3.0|Y|N|Y|
660|44F39C473020409CE043814FD881409C|1.0|INACTIVE FY 07 AHA REVIEW MACHINE, FLOOR, ALL INDUS|8.0|Y|N|N|
661|44F39C473021409CE043814FD881409C|1.0|SCIEN. EQUIP. MEASURING|8.0|Y|N|Y|
664|44F39C473022409CE043814FD881409C|1.0|LADDER|10.0|Y|N|Y|
665|44F39C473023409CE043814FD881409C|1.0|LATHE|15.0|Y|N|Y|
667|44F39C473024409CE043814FD881409C|1.0|MIXER, INDUSTRIAL|10.0|Y|N|Y|
668|44F39C473025409CE043814FD881409C|1.0|INDUSTRIAL CARTS/DOLLIES/LIFT TRUCKS/UTILITY MAINTENANCE VEHICLES|10.0|Y|N|Y|
669|44F39C473088409CE043814FD881409C|1.0|GOLF CARTS|4.0|Y|N|Y|
672|44F39C473026409CE043814FD881409C|1.0|SAW, ALL|10.0|Y|N|Y|
673|44F39C473027409CE043814FD881409C|1.0|BENDER|10.0|Y|N|Y|
674|44F39C473028409CE043814FD881409C|1.0|SHEARS, INDUSTRIAL/CONSTRUCTION|12.0|Y|N|Y|
675|44F39C473029409CE043814FD881409C|1.0|BLOWER, SNOW|8.0|Y|N|Y|
677|44F39C47302A409CE043814FD881409C|1.0|INACTIVE FY 07 AHA REVIEW  CLEANER, VACUUM|10.0|Y|N|N|
679|44F39C47302B409CE043814FD881409C|1.0|INACTIVE FY 07 AHA REVIEW  AIR VENTILATING SYSTEMS|15.0|Y|N|N|
681|44F39C47302C409CE043814FD881409C|1.0|INACTIVE FY 07 AHA REVIEW MILLING MACHINE|20.0|Y|N|N|
682|44F39C47302D409CE043814FD881409C|1.0|GRINDERS/SANDERS INDUSTRIAL|10.0|Y|N|Y|
683|44F39C47302E409CE043814FD881409C|1.0|COLLECTOR, DUST|3.0|Y|N|Y|
684|44F39C47302F409CE043814FD881409C|1.0|BRAKE, BOX & PAN|5.0|Y|N|Y|
685|44F39C473030409CE043814FD881409C|1.0|WELDERS|10.0|Y|N|Y|
687|44F39C473031409CE043814FD881409C|1.0|ENGRAVER|7.0|Y|N|Y|
688|44F39C473032409CE043814FD881409C|1.0|PRESS, ARBOR|15.0|Y|N|Y|
691|44F39C473033409CE043814FD881409C|1.0|SHAPER|10.0|Y|N|Y|
692|44F39C473034409CE043814FD881409C|1.0|BLASTER, SAND|20.0|Y|N|Y|
693|44F39C473035409CE043814FD881409C|1.0|MACHINE, MOLDING|10.0|Y|N|Y|
694|44F39C473036409CE043814FD881409C|1.0|TESTER, PRESSURE|5.0|Y|N|Y|
698|44F39C473089409CE043814FD881409C|1.0|BOATS|4.0|Y|N|Y|
699|44F39C473037409CE043814FD881409C|1.0|AUTOMOBILES|4.0|Y|N|Y|
700|44F39C473038409CE043814FD881409C|1.0|AUTO PASSENGER SEDANS AND MINI VANS|3.0|Y|N|Y|
70000|44F39C473039409CE043814FD881409C|1.0|LEASEHOLD IMPROVEMENTS|0.0|N|Y|Y|
70001|44F39C47303A409CE043814FD881409C|1.0|LEASEHOLD IMPROVEMENTS|4.0|N|Y|Y|
70002|44F39C47303B409CE043814FD881409C|1.0|LEASEHOLD IMPROVEMENTS|10.0|N|Y|Y|
70003|44F39C47308C409CE043814FD881409C|1.0|LEASEHOLD IMPROVEMENTS|19.0|N|Y|Y|
701|44F39C47303C409CE043814FD881409C|1.0|AUTO SUBURBAN, 15 PASSENGER VANS, AND HIGH USER SERVICE UNITS|5.0|Y|N|Y|
702|44F39C47303D409CE043814FD881409C|1.0|AUTO LIGHT DUTY SERVICE UNITS, MEDIUM DUTY TRUCKS|7.0|Y|N|Y|
703|44F39C47303E409CE043814FD881409C|1.0|AUTO LIGHT DUTY SERVICE UNITS, MEDIUM DUTY TRUCKS|8.0|Y|N|Y|
704|44F39C47303F409CE043814FD881409C|1.0|AUTO MEDIUM DUTY TRUCKS WITH LOW USE|10.0|Y|N|Y|
705|44F39C473040409CE043814FD881409C|1.0|AUTO TRAILERS|15.0|Y|N|Y|
706|44F39C473041409CE043814FD881409C|1.0|AUTO BUS|20.0|Y|N|Y|
707|44F39C473042409CE043814FD881409C|1.0|AUTO BUS (FED FUND)|12.0|Y|N|Y|
710|44F39C473043409CE043814FD881409C|1.0|EQUIPMENT START-UP (INACTIVE)|7.0|Y|N|Y|
711|44F39C473098409CE043814FD881409C|1.0|INACTIVE FY 07 AHA REVIEW  AIR PLANE|7.0|Y|N|N|
712|44F39C473099409CE043814FD881409C|1.0|INACTIVE FY 07 AHA REVIEW  AIR PLANE|2.0|Y|N|N|
750|44F39C473044409CE043814FD881409C|1.0|INSTRUMENT, MUSICAL|15.0|Y|N|Y|
800|44F39C473045409CE043814FD881409C|1.0|MISC.GYMNASTIC EQUIPMENT|7.0|Y|N|Y|
801|44F39C473047409CE043814FD881409C|1.0|TRAMPOLINE|7.0|Y|N|Y|
802|44F39C473048409CE043814FD881409C|1.0|MATS, ATHLETIC|7.0|Y|N|Y|
810|44F39C473049409CE043814FD881409C|1.0|MISC. RECREATIONAL, POOL TABLE|7.0|Y|N|Y|
815|44F39C47304A409CE043814FD881409C|1.0|MISC.FARM EQUIPMENT|10.0|Y|N|Y|
900|44F39C473090409CE043814FD881409C|1.0|CAMPUS BUS SHELTER|25.0|N|Y|Y|
90000|44F39C47304B409CE043814FD881409C|1.0|PATENTS, COPYRIGHTS & TRADEMARDS|17.0|N|N|Y|
90001|44F39C473091409CE043814FD881409C|1.0|12 MONTH LEASE UNDER CAP THRESHOLD|1.0|Y|N|Y|
90002|44F39C473092409CE043814FD881409C|1.0|24 MONTH LEASE UNDER CAP THRESHOLD|2.0|Y|N|Y|
90003|44F39C473093409CE043814FD881409C|1.0|36 MONTH LEASE UNDER CAP THRESHOLD|3.0|Y|N|Y|
90004|44F39C473094409CE043814FD881409C|1.0|48 MONTH LEASE UNDER CAP THRESHOLD|4.0|Y|N|Y|
90005|44F39C473095409CE043814FD881409C|1.0|60 MONTH LEASE UNDER CAP THRESHOLD|5.0|Y|N|Y|
90006|44F39C473096409CE043814FD881409C|1.0|72 MONTH LEASE UNDER CAP THRESHOLD|6.0|Y|N|Y|
90007|44F39C47309B409CE043814FD881409C|1.0|12 MONTH LEASE >= CAP THRESHOLD|1.0|Y|N|Y|
90008|44F39C47309C409CE043814FD881409C|1.0|24 MONTH LEASE >= CAP THRESHOLD|2.0|Y|N|Y|
90009|44F39C47309D409CE043814FD881409C|1.0|36 MONTH LEASE >= CAP THRESHOLD|3.0|Y|N|Y|
90010|44F39C47309E409CE043814FD881409C|1.0|48 MONTH LEASE >= CAP THRESHOLD|4.0|Y|N|Y|
90011|44F39C47309F409CE043814FD881409C|1.0|60 MONTH LEASE >= CAP THRESHOLD|5.0|Y|N|Y|
90012|44F39C4730A0409CE043814FD881409C|1.0|72 MONTH LEASE >= CAP THRESHOLD|6.0|Y|N|Y|
