cust_nbr|obj_id|ver_nbr|cust_nm|cust_parent_co_nbr|cust_typ_cd|cust_addr_chg_dt|cust_rec_add_dt|cust_lst_actv_dt|cust_active_cd|cust_phone_nbr|cust_800_phone_nbr|cust_cntct_nm|cust_cntct_phn_nbr|cust_fax_nbr|cust_birth_dt|cust_tax_exmpt_ind|cust_crdt_lmt_amt|cust_crdt_aprv_nm|cust_email_addr|cust_tax_typ_cd|cust_tax_nbr|bnkrptcy_typ_cd|bnkrptcy_dt|bnkrptcy_review_dt|stop_wrk_ind|stop_wrk_reason_txt|cust_inv_tmplt_cd|
INF23410|48A7ED7FBE95FC83E0404F8189D860FE|1.0|ROYCE SYSTEMS|||20070910083433|20070910083433||Y||||||||||||||||N|||
ING3036|48A7ED7FBD7BFC83E0404F8189D860FE|1.0|ECCLES COMPANY|||20070906125731||19990724000000|Y|123-456-7890||CLAUDETTE Y ECCLES|222-333-4444|555-666-7777||F|||||||||N|||
INR23364|48A7ED7FBE91FC83E0404F8189D860FE|1.0|HODSON COMPANY|||20070906154809|20070906154809||Y||||||||||||||||N|||
INT17276|48A7ED7FBDBEFC83E0404F8189D860FE|1.0|MEACHAM INTERNATIONAL|||20050909091003|20040714143406||Y|123-456-7890|||||||||||||||N|||
INT17277|48A7ED7FBDAFFC83E0404F8189D860FE|1.0|SCALA CORPORATION|||20040714132557|20040714132557||Y|123-456-7890|||||||||||||||N|||
INT17555|48A7ED7FBDDFFC83E0404F8189D860FE|1.0|EBERHARDT CORPORATION|||20080110112241|20040826152421||Y|123-456-7890|||||||||||||||N|||
INT21517|48A7ED7FBE6EFC83E0404F8189D860FE|1.0|EATON CORPORATION|||20061023103058|20061023103058||Y||||||||||||||||N|||
ISP8942|48A7ED7FBD7CFC83E0404F8189D860FE|1.0|MCDANIELS CORPORATION|||20071015125615|20000505154324||Y||||||||||||||||N|||
JAS19572|48A7ED7FBE0BFC83E0404F8189D860FE|1.0|KEENE CORPORATION|||20050909131319|20050909131319||Y||||||||||||||||N|||
JCP21428|48A7ED7FBE66FC83E0404F8189D860FE|1.0|ODLE CORPORATION|||20071220095109|20061011140127||Y||||||||||||||||N|||
JOH14609|48A7ED7FBD9CFC83E0404F8189D860FE|1.0|JESSEE COMPANY|||20040908144301|20030410105026||Y|123-456-7890||CLIFFORD E JESSEE||555-666-7777|||||customer@domain.com||||||N|||
JOH21112|48A7ED7FBE42FC83E0404F8189D860FE|1.0|SAIN COMPANY|||20060811154724|20060811154724||Y||||||||||||||||N|||
JOH21266|48A7ED7FBE61FC83E0404F8189D860FE|1.0|POMPEY CORPORATION|||20060913124926|20060913124926||Y||||||||||||||||N|||
JOH3304|48A7ED7FBD7DFC83E0404F8189D860FE|1.0|HURD CORPORATION|||20070613082458||19990724000000|Y|||||||F|||||||||N|||
JPM18449|48A7ED7FBDFAFC83E0404F8189D860FE|1.0|RALSTON CORPORATION|||20070906123821|20050107110552||Y||||||||||||||||N|||
KAT17282|48A7ED7FBDB0FC83E0404F8189D860FE|1.0|EVERS CORPORATION|||20040714132816|20040714132816||Y|123-456-7890|||||||||||||||N|||
KBP19743|48A7ED7FBE21FC83E0404F8189D860FE|1.0|CARUSO COMPANY|||20051012154542|20051012154542||Y||||||||||||||||N|||
KCI21225|48A7ED7FBE4FFC83E0404F8189D860FE|1.0|HUDDLESTON CORPORATION|||20060907151231|20060907151231||Y||||||||||||||||N|||
KEL14901|48A7ED7FBD9FFC83E0404F8189D860FE|1.0|SIMONE PARTNERS|||20060201105806|20030620091045||Y||||||||||||||||N|||
KEY17536|48A7ED7FBDDDFC83E0404F8189D860FE|1.0|BEESLEY GROUP|||20050909131259|20040824094630||Y|123-456-7890|||||||||||||||N|||
KEY18771|48A7ED7FBE01FC83E0404F8189D860FE|1.0|LIANG BANK|||20070910103311|20050314084811||Y|||ROSANNA P LIANG|||||||customer@domain.com||||||N|||
KIM21097|48A7ED7FBE38FC83E0404F8189D860FE|1.0|DRENNAN CORPORATION|||20060811105351|20060811105351||Y||||||||||||||||N|||
KNI19573|48A7ED7FBE0AFC83E0404F8189D860FE|1.0|QUIGLEY CORPORATION|||20060913124815|20050909131233||Y||||||||||||||||N|||
KOH17283|48A7ED7FBDB9FC83E0404F8189D860FE|1.0|HAFNER STORES|||20040714141908|20040714141908||Y||800-999-8888||||||||||||||N|||
KON21096|48A7ED7FBE37FC83E0404F8189D860FE|1.0|WALTER CORPORATION|||20060811105230|20060811105230||Y||||||||||||||||N|||
KON23412|48A7ED7FBE94FC83E0404F8189D860FE|1.0|HAMLIN SOLUTIONS|||20070910080444|20070910080444||Y||||||||||||||||N|||
KPM17281|48A7ED7FBDB1FC83E0404F8189D860FE|1.0|JOST CORPORATION|||20040901152529|20040714133246||Y|123-456-7890|||||||||||||||N|||
KRA21597|48A7ED7FBE70FC83E0404F8189D860FE|1.0|VINING PARTNERS|||20061114105607|20061114105607||Y||||||||||||||||N|||
KUA2000|8a964565-f17f-4bf3-a5df-05dd3d13a0f1|1.0|KUALI OTHER TESTING||04|20140716000000||20140716000000|Y|||||||N||||||C7|20140701000000|20140716000000|N|||
KUA2001|8cb00d36-433d-40c7-a194-dfe522b024e1|1.0|KUALI PY PDBS TESTING||03|20140716000000||20140716000000|Y|||||||N|||||||||N|||
KUA2002|d54e6c4d-2382-40a4-993b-e342a1e72cf2|1.0|KUALI OTHER2 TESTING||03||20140715000000|20140715000000|Y|||||||N|||||||||N||STD|
KUA2003|c5eda3ad-c53d-4bb8-b200-1aa20b9e0379|2.0|LOC KUALI TESTING||06|20140212000000||20140224000000|Y|||||||N|||||||||N|||
KUA2004|33a4b73e-b80b-42b0-939a-0ac6c2be8c4a|4.0|MILESTONE KUALI TESTING||01|20140213000000||20140224000000|Y|||||||N|||||||||N|||
KUA2005|48dc25bb-b9d5-43af-92fc-4c359cdbff9f|1.0|LOC KUALI TESTING2||06|20140716000000||20140731000000|Y|||||||N|||||||||N|||
KUA2006|2bc07926-7b3b-474a-b4e1-252418bc88e8|4.0|PREDETERMINED KUALI TESTING||03|20140213000000||20140224000000|Y|||||||N|||||||||N|||
KUA2007|fdc6a583-4fca-47f8-96a0-8e6d114d8a8d|1.0|MONTHLY KUALI TESTING||02|20140716000000||20140716000000|Y|||||||N||||||C11|20140701000000|20150701000000|Y|Test||
KUA2008|d87d8d11-2178-40b0-9c30-d16d6de52c81|1.0|LOC KUALI TESTING3||06|20140716000000||20140731000000|Y|||||||N|||||||||N|||
KUA2009|a4dc7d34-1cf6-40da-b151-d4cbfc00986a|1.0|KUALI MONTHLY 3||02|20140716000000||20140716000000|Y|||||||N|||||||||N|||
KUA2010|e4dfba13-73b8-4fae-89f7-9fc1005654a4|1.0|KUALI MONTHLY 4||02|20140716000000||20140716000000|Y|||||||N|||||||||N|||
KUA2011|802f7071-04e2-4243-9169-d988c3839656|1.0|KUALI-OTHER 3||03|20140716000000||20140721000000|Y|||||||N|||||||||N|||
LAS17400|48A7ED7FBDD1FC83E0404F8189D860FE|1.0|BUMGARNER BANK|||20070910121244|20040729084723||Y||||||||||||||||N|||
LAS19602|48A7ED7FBE1AFC83E0404F8189D860FE|1.0|ABNEY SECURITIES|||20050913132348|20050913132348||Y||||||||||||||||N|||
LEA18483|48A7ED7FBDFBFC83E0404F8189D860FE|1.0|SHUMPERT COMPANY|||20050119141858|20050119141858||Y||||||||||||||||N|||
LEC17777|48A7ED7FBDEEFC83E0404F8189D860FE|1.0|NEIL CORPORATION|||20060811105300|20040917155547||Y||||||||||||||||N|||
LIB9288|48A7ED7FBD8DFC83E0404F8189D860FE|1.0|ATCHLEY CORPORATION|||20070216105921|20000626083308||Y|123-456-7890|||||||||||||||N|||
LIG21718|48A7ED7FBE74FC83E0404F8189D860FE|1.0|CRUZ CORPORATION|||20061213163503|20061213163503||Y||||||||||||||||N|||
LIN19603|48A7ED7FBE18FC83E0404F8189D860FE|1.0|DUNSON COMPANY|||20060814113045|20050913131643||Y||||||||||||||||N|||
LIN20106|48A7ED7FBE25FC83E0404F8189D860FE|1.0|CAGLE GROUP|||20071220083834|20051216161031||Y||||||||||||||||N|||
LON21263|48A7ED7FBE51FC83E0404F8189D860FE|1.0|SHOTWELL GROUP|||20060913104614|20060913104614||Y||||||||||||||||N|||
LOP19604|48A7ED7FBE19FC83E0404F8189D860FE|1.0|GRINDLE COMPANY|||20050913132321|20050913132321||Y||||||||||||||||N|||
MAC17287|48A7ED7FBDB2FC83E0404F8189D860FE|1.0|DOMINGO STORES|||20061213163518|20040714133311||Y|123-456-7890|||||||||||||||N|||
MAN19321|48A7ED7FBE03FC83E0404F8189D860FE|1.0|BUSBY ASSOCIATES|||20060317125018|20050712134411||Y|123-456-7890||||555-666-7777|||||||||||N|||
MAR17834|48A7ED7FBDF0FC83E0404F8189D860FE|1.0|SUTTON COMPANY|||20050808082503|20040923142301||Y||||||||||||||||N|||
MAS18899|48A7ED7FBE02FC83E0404F8189D860FE|1.0|HOVEY CORPORATION|||20050909131525|20050401155113||Y||||||||||||||||N|||
MCG17289|48A7ED7FBDB3FC83E0404F8189D860FE|1.0|SINGLEY CORPORATION|||20070910083630|20040714134129||Y|123-456-7890|||||||||||||||N|||
MCK17862|48A7ED7FBDF1FC83E0404F8189D860FE|1.0|CARY COMPANY|||20050909131140|20040929144007||Y||||||||||||||||N|||
MCM17928|48A7ED7FBDF4FC83E0404F8189D860FE|1.0|FRANKE COMPANY|||20041014091322|20041014091322||Y||||||||||||||||N|||
MED20365|48A7ED7FBE2DFC83E0404F8189D860FE|1.0|HUTCHINSON CORPORATION|||20060216084035|20060216084035||Y||||||||||||||||N|||
MED3885|48A7ED7FBD7EFC83E0404F8189D860FE|1.0|RISNER COMPANY|||||19990724000000|Y|123-456-7890||CHRISTOPER H RISNER|222-333-4444|||F|||||||||N|||
MED3897|48A7ED7FBD7FFC83E0404F8189D860FE|1.0|BEAVERS CORPORATION|||20071108102730||19990724000000|Y|||||||F|||||||||N|||
MER13156|48A7ED7FBD96FC83E0404F8189D860FE|1.0|FLAHERTY CORPORATION|||20071220084025|20020614140342||Y||||||||||||||||N|||
MER21464|48A7ED7FBE6CFC83E0404F8189D860FE|1.0|SIMMERS CORPORATION|||20061016105446|20061016105446||Y||||||||||||||||N|||
MES23610|48A7ED7FBEA4FC83E0404F8189D860FE|1.0|PAIGE COMPANY|||20071212082946|20071022125420||Y||||||||||||||||N|||
MID23728|48A7ED7FBEA9FC83E0404F8189D860FE|1.0|MCEVOY BANK|||20071115115735|20071115115735||Y||||||||||||||||N|||
MIL19937|48A7ED7FBE23FC83E0404F8189D860FE|1.0|MORITZ COMPANY|||20061213163525|20051123155004||Y|||RONALD Z MORITZ|||||||||||||N|||
MON12024|48A7ED7FBD93FC83E0404F8189D860FE|1.0|HALCOMB COMPANY|||20070910083936|20011109104923||Y|123-456-7890||TOD M HALCOMB|||||||||||||N|||
MON4105|48A7ED7FBD80FC83E0404F8189D860FE|1.0|BURLEIGH COMPANY|||20050909131032||19990724000000|Y|||||||F|||||||||N|||
MOO17403|48A7ED7FBDC7FC83E0404F8189D860FE|1.0|SCHULTE COMPANY|||20060907162534|20040729075702||Y||||||||||||||||N|||
MOT4139|48A7ED7FBD81FC83E0404F8189D860FE|1.0|RAPHAEL CORPORATION|||20050913132535||19990724000000|Y|||||||F|||||||||N|||
NAT17291|48A7ED7FBDBDFC83E0404F8189D860FE|1.0|FORTE CORPORATION|||20050909132702|20040714143342||Y|123-456-7890|||||||||||||||N|||
NAT19576|48A7ED7FBE0DFC83E0404F8189D860FE|1.0|VOELKER COMPANY|||20071220085140|20050909132730||Y||||||||||||||||N|||
NAT21271|48A7ED7FBE55FC83E0404F8189D860FE|1.0|MEARS CORPORATION|||20060913123435|20060913123435||Y||||||||||||||||N|||
NAT23329|48A7ED7FBE88FC83E0404F8189D860FE|1.0|FIELDS CORPORATION|||20070906125622|20070906125622||Y||||||||||||||||N|||
NAT23330|48A7ED7FBE84FC83E0404F8189D860FE|1.0|SPILLMAN CORPORATION|||20070906124947|20070906124947||Y||||||||||||||||N|||
NAV17404|48A7ED7FBDCCFC83E0404F8189D860FE|1.0|ROOP COMPANY|||20040902081141|20040729083813||Y||||||||||||||||N|||
NCR18488|48A7ED7FBDFDFC83E0404F8189D860FE|1.0|KRAFT CORPORATION|||20050119143336|20050119143336||Y||||||||||||||||N|||
NES19577|48A7ED7FBE0EFC83E0404F8189D860FE|1.0|MCAFEE CORPORATION|||20070906132938|20050909132954||Y||||||||||||||||N|||
NEW17405|48A7ED7FBDCFFC83E0404F8189D860FE|1.0|SIPE CORPORATION|||20060811105719|20040729084533||Y||||||||||||||||N|||
NEW17627|48A7ED7FBDE6FC83E0404F8189D860FE|1.0|BOMAN CORPORATION|||20040902111439|20040902111439||Y|123-456-7890|||||||||||||||N|||
NIB14022|48A7ED7FBD99FC83E0404F8189D860FE|1.0|MICKEL COMPANY|||20070906125657|20021202074540||Y|||JARROD P MICKEL|||||||||||||N|||
NOR16309|48A7ED7FBDA2FC83E0404F8189D860FE|1.0|VADEN NETWORK|||20070315092756|20040206131247||Y|123-456-7890||AILEEN N VADEN|||||||||||||N|||
NOR23331|48A7ED7FBE8EFC83E0404F8189D860FE|1.0|DALTON AIRLINES|||20070906133958|20070906133958||Y||||||||||||||||N|||
OCE23332|48A7ED7FBE87FC83E0404F8189D860FE|1.0|TRULL CORPORATION|||20070906125543|20070906125543||Y||||||||||||||||N|||
OFS21888|48A7ED7FBE78FC83E0404F8189D860FE|1.0|CRAVENS CORPORATION|||20070111115928|20070111115928||Y||||||||||||||||N|||
OLD21719|48A7ED7FBE75FC83E0404F8189D860FE|1.0|EDWARD CORPORATION|||20061213163539|20061213163539||Y||||||||||||||||N|||
OST17294|48A7ED7FBDB6FC83E0404F8189D860FE|1.0|MCALPIN CORPORATION|||20040714141646|20040714141646||Y|123-456-7890|||||||||||||||N|||
OTI14017|48A7ED7FBD98FC83E0404F8189D860FE|1.0|CANALES CORPORATION|||20061002114840|20021127082255||Y|123-456-7890|||||||||||||||N|||
OWE19579|48A7ED7FBE0CFC83E0404F8189D860FE|1.0|MUNFORD COMPANY|||20050909132539|20050909132539||Y||||||||||||||||N|||
OWE21460|48A7ED7FBE67FC83E0404F8189D860FE|1.0|SHIM CORPORATION|||20061016105155|20061016105155||Y||||||||||||||||N|||
PER482|48A7ED7FBD82FC83E0404F8189D860FE|1.0|CARABALLO CORPORATION|||20070823132458|19990722164520|19990726000000|Y||||||||||||||||N|||
PET17295|48A7ED7FBDB7FC83E0404F8189D860FE|1.0|ENGRAM CORPORATION|||20060811153112|20040714141719||Y|123-456-7890|||||||||||||||N|||
PHI17297|48A7ED7FBDB8FC83E0404F8189D860FE|1.0|WEISSMAN CORPORATION|||20071220095044|20040714141828||Y|123-456-7890|||||||||||||||N|||
POL19608|48A7ED7FBE1DFC83E0404F8189D860FE|1.0|DURBIN CORPORATION|||20050913132927|20050913132927||Y||||||||||||||||N|||
PPG4841|48A7ED7FBD83FC83E0404F8189D860FE|1.0|KASTNER CORPORATION|||20060118161903||19990724000000|Y|||ROCHELLE S KASTNER||||F|||||||||N|||
PRI21227|48A7ED7FBE50FC83E0404F8189D860FE|1.0|STALEY GROUP|||20061208105531|20060907151643||Y||||||||||||||||N|||
PRI4855|48A7ED7FBD84FC83E0404F8189D860FE|1.0|HASSETT COMPANY|||20060811154612||19990724000000|Y|123-456-7890||CLYDE D HASSETT|222-333-4444|555-666-7777||F|||||||||N|||
PRO17300|48A7ED7FBDBAFC83E0404F8189D860FE|1.0|GARVER CORPORATION|||20040714142133|20040714142133||Y|123-456-7890|||||||||||||||N|||
PRO21113|48A7ED7FBE41FC83E0404F8189D860FE|1.0|PENNINGTON CORPORATION|||20060811154429|20060811154429||Y||||||||||||||||N|||
PRO233|48A7ED7FBD85FC83E0404F8189D860FE|1.0|TRAVERS COMPANY|||19990719162451|19990719162451|19990724000000|N||||||||||||||||N|||
PRO23413|48A7ED7FBE9BFC83E0404F8189D860FE|1.0|POSEY SYSTEMS|||20070910083905|20070910083905||Y||||||||||||||||N|||
PRO4869|48A7ED7FBD86FC83E0404F8189D860FE|1.0|PUTNAM COMPANY|||20060913123301||19990724000000|Y|||||||T|||||||||N|||
QUA23614|48A7ED7FBEA3FC83E0404F8189D860FE|1.0|TSAI CORPORATION|||20071022125356|20071022125356||Y||||||||||||||||N|||
QUI17407|48A7ED7FBDC6FC83E0404F8189D860FE|1.0|BEEBE CORPORATION|||20040729074729|20040729074729||Y||||||||||||||||N|||
REH21462|48A7ED7FBE6DFC83E0404F8189D860FE|1.0|CALABRO COMPANY|||20061016105543|20061016105543||Y||||||||||||||||N|||
REL23333|48A7ED7FBE85FC83E0404F8189D860FE|1.0|MENARD CORPORATION|||20070906125149|20070906125149||Y||||||||||||||||N|||
REV23537|48A7ED7FBEA2FC83E0404F8189D860FE|1.0|BOEHM GROUP|||20071004160449|20071004160449||Y||||||||||||||||N|||
ROB17419|48A7ED7FBDCAFC83E0404F8189D860FE|1.0|KLINGENSMITH COMPANY|||20040817160005|20040729081348||Y||||||||||||||||N|||
ROB20116|48A7ED7FBE26FC83E0404F8189D860FE|1.0|WHITELEY CORPORATION|||20060811154339|20051219153955||Y|||MARINA S WHITELEY|222-333-4444|555-666-7777|||||||||||N|||
ROL12643|48A7ED7FBD94FC83E0404F8189D860FE|1.0|ESQUIBEL CORPORATION|||20070613134644|20020312134238||Y|123-456-7890|||||||||||||||N|||
ROO23611|48A7ED7FBEA7FC83E0404F8189D860FE|1.0|BAYLOR CORPORATION|||20071022125532|20071022125532||Y||||||||||||||||N|||
ROQ21099|48A7ED7FBE3FFC83E0404F8189D860FE|1.0|TOON CORPORATION|||20060811154227|20060811154227||Y||||||||||||||||N|||
RSM19742|48A7ED7FBE20FC83E0404F8189D860FE|1.0|COLLINS CORPORATION|||20070905134812|20051012154430||Y||||||||||||||||N|||
RUB21267|48A7ED7FBE59FC83E0404F8189D860FE|1.0|TALKINGTON CORPORATION|||20060913123649|20060913123649||Y||||||||||||||||N|||
RYA21228|48A7ED7FBE4EFC83E0404F8189D860FE|1.0|ALMARAZ COMPANY|||20060907151049|20060907151049||Y||||||||||||||||N|||
RYD21100|48A7ED7FBE3EFC83E0404F8189D860FE|1.0|UPTON SYSTEMS|||20060811154204|20060811154204||Y||||||||||||||||N|||
SAM21270|48A7ED7FBE56FC83E0404F8189D860FE|1.0|MORSE CORPORATION|||20060913123454|20060913123454||Y||||||||||||||||N|||
SAN21114|48A7ED7FBE40FC83E0404F8189D860FE|1.0|BUSSARD PARTNERS|||20060811154357|20060811154357||Y||||||||||||||||N|||
SCH23334|48A7ED7FBE83FC83E0404F8189D860FE|1.0|HANDY CORPORATION|||20070906124803|20070906124803||Y||||||||||||||||N|||
SCJ17420|48A7ED7FBDC9FC83E0404F8189D860FE|1.0|BELTON COMPANY|||20070906134022|20040729081320||Y||||||||||||||||N|||
SEA17303|48A7ED7FBDBBFC83E0404F8189D860FE|1.0|KITTS COMPANY|||20061117074514|20040714142727||Y|123-456-7890|||||||||||||||N|||
SHE17304|48A7ED7FBDBCFC83E0404F8189D860FE|1.0|IBANEZ COMPANY|||20061009120603|20040714142809||Y|123-456-7890|||||||||||||||N|||
SIE5541|48A7ED7FBD87FC83E0404F8189D860FE|1.0|BELTZ CORPORATION|||20071220085723||19990724000000|Y|||PERRY K BELTZ||||F|||||||||N|||
SIM17614|48A7ED7FBDE3FC83E0404F8189D860FE|1.0|SHIELDS GROUP|||20070831162039|20040902075659||Y||||||||||||||||N|||
SIR17509|48A7ED7FBDDBFC83E0404F8189D860FE|1.0|KAMINSKY CORPORATION|||20041006165204|20040820082922||Y|123-456-7890|||||||||||||||N|||
SMA21115|48A7ED7FBE3CFC83E0404F8189D860FE|1.0|NESBITT ASSOCIATES|||20060811153229|20060811153229||Y||||||||||||||||N|||
SON23929|48A7ED7FBEACFC83E0404F8189D860FE|1.0|LANEY PARTNERS|||20080110130828|20080110130828||Y||||||||||||||||N|||
SOU23933|48A7ED7FBEAEFC83E0404F8189D860FE|1.0|SERGENT COMPANY|||20080110152044|20080110152044||Y||||||||||||||||N|||
STA21101|48A7ED7FBE3DFC83E0404F8189D860FE|1.0|COSTON CORPORATION|||20060811153253|20060811153253||Y||||||||||||||||N|||
STA5716|48A7ED7FBD88FC83E0404F8189D860FE|1.0|BERGEN COMPANY|||20071228115943||19990724000000|Y|||||||F|||||||||N|||
STE14616|48A7ED7FBD9DFC83E0404F8189D860FE|1.0|MOSIER CORPORATION|||20040729104443|20030410111939||Y|123-456-7890||MAURICIO G MOSIER||555-666-7777|||||customer@domain.com||||||N|||
STE23414|48A7ED7FBE9AFC83E0404F8189D860FE|1.0|CEDILLO CORPORATION|||20070910083847|20070910083847||Y||||||||||||||||N|||
STR17409|48A7ED7FBDCBFC83E0404F8189D860FE|1.0|BRUNELLE CORPORATION|||20070910083557|20040729081413||Y||||||||||||||||N|||
STR19581|48A7ED7FBE15FC83E0404F8189D860FE|1.0|LOOS CORPORATION|||20070910080424|20050909133600||Y||||||||||||||||N|||
STU5770|48A7ED7FBD89FC83E0404F8189D860FE|1.0|SOBEL COMPANY|||20070326133203||19990724000000|Y|||||||F|||||||||N|||
TAR17410|48A7ED7FBDC1FC83E0404F8189D860FE|1.0|BULGER CORPORATION|||20061017142022|20040728151103||Y||||||||||||||||N|||
TEC23335|48A7ED7FBE89FC83E0404F8189D860FE|1.0|WILHOIT CORPORATION|||20070906125835|20070906125834||Y||||||||||||||||N|||
TEK19582|48A7ED7FBE14FC83E0404F8189D860FE|1.0|ORR SYSTEMS|||20070910083724|20050909133408||Y||||||||||||||||N|||
TEX17482|48A7ED7FBDD5FC83E0404F8189D860FE|1.0|ADAM CORPORATION|||20040818083146|20040818083146||Y|123-456-7890|||||||||||||||N|||
TEX21996|48A7ED7FBE79FC83E0404F8189D860FE|1.0|REINHARDT CORPORATION|||20070129151256|20070129151256||Y||||||||||||||||N|||
THE14877|48A7ED7FBD9EFC83E0404F8189D860FE|1.0|ORCUTT CORPORATION|||20070906133838|20030617114813||Y|123-456-7890||LISA U ORCUTT||555-666-7777|||||customer@domain.com||||||N|||
THI17863|48A7ED7FBDF2FC83E0404F8189D860FE|1.0|DUNIGAN PARTNERS|||20060811161116|20040929144100||Y||||||||||||||||N|||
TOT21103|48A7ED7FBE47FC83E0404F8189D860FE|1.0|LAUGHLIN CORPORATION|||20060906133438|20060811160251||Y||||||||||||||||N|||
TOY17412|48A7ED7FBDC3FC83E0404F8189D860FE|1.0|GRIMM CORPORATION|||20070906124332|20040728151248||Y||||||||||||||||N|||
TRA23928|48A7ED7FBEABFC83E0404F8189D860FE|1.0|HILBERT COMPANY|||20080110112211|20080110112211||Y||||||||||||||||N|||
TRU23415|48A7ED7FBE99FC83E0404F8189D860FE|1.0|BOLDT COMPANY|||20070910083828|20070910083828||Y||||||||||||||||N|||
UBS19583|48A7ED7FBE13FC83E0404F8189D860FE|1.0|STROM BANK|||20050909133349|20050909133349||Y||||||||||||||||N|||
ULI21229|48A7ED7FBE4CFC83E0404F8189D860FE|1.0|RODRIGEZ CORPORATION|||20060907150806|20060907150806||Y||||||||||||||||N|||
UMB19744|48A7ED7FBE22FC83E0404F8189D860FE|1.0|EDGERTON CORPORATION|||20061023141717|20051012154643||Y|123-456-7890||||555-666-7777|||||||||||N|||
UNI19606|48A7ED7FBE17FC83E0404F8189D860FE|1.0|PICKARD CORPORATION|||20061213163308|20050913131600||Y||||||||||||||||N|||
UNI21272|48A7ED7FBE54FC83E0404F8189D860FE|1.0|WALCOTT CORPORATION|||20060913123337|20060913123337||Y||||||||||||||||N|||
UNI6012|48A7ED7FBD8AFC83E0404F8189D860FE|1.0|EAGLE AIRLINES|||20041210125631||19990724000000|Y|||||||F|||||||||N|||
UNI7929|48A7ED7FBD8BFC83E0404F8189D860FE|1.0|KRAUSS CORPORATION|||20071115115819|19991122142203||Y|||CARMELA A KRAUSS|222-333-4444||||||||||||N|||
USA23930|48A7ED7FBEADFC83E0404F8189D860FE|1.0|BEALS CORPORATION|||20080110130959|20080110130959||Y||||||||||||||||N|||
VIC23336|48A7ED7FBE82FC83E0404F8189D860FE|1.0|HANES COMPANY|||20070906124309|20070906124309||Y||||||||||||||||N|||
VIR21116|48A7ED7FBE4AFC83E0404F8189D860FE|1.0|ICKES COMPANY|||20060811161047|20060811161047||Y||||||||||||||||N|||
VIS21377|48A7ED7FBE63FC83E0404F8189D860FE|1.0|MCMICHAEL CORPORATION|||20070212102441|20061002104332||Y||||||||||||||||N|||
VMG18034|48A7ED7FBDF6FC83E0404F8189D860FE|1.0|DEJESUS COMPANY|||20041103161300|20041103161300||Y||||||||||||||||N|||
VOL21104|48A7ED7FBE46FC83E0404F8189D860FE|1.0|LONGMIRE CORPORATION|||20060811155511|20060811155511||Y||||||||||||||||N|||
VON17523|48A7ED7FBDDCFC83E0404F8189D860FE|1.0|LECOMPTE STORES|||20040820150025|20040820150025||Y|123-456-7890|||||||||||||||N|||
WAC17307|48A7ED7FBDBFFC83E0404F8189D860FE|1.0|TANAKA SECURITIES|||20060811155448|20040714153803||Y|123-456-7890|||||||||||||||N|||
WAL10680|48A7ED7FBD91FC83E0404F8189D860FE|1.0|TERRY CORPORATION|||20061213164034|20010222090216||Y|123-456-7890||VIOLET V TERRY||555-666-7777|||||||||||N|||
WAL20241|48A7ED7FBE29FC83E0404F8189D860FE|1.0|BARNUM CORPORATION|||20070816082121|20060120142913||Y|||DALE Z BARNUM|||||||||||||N|||
WAL21105|48A7ED7FBE48FC83E0404F8189D860FE|1.0|ROBY CORPORATION|||20060811160339|20060811160339||Y||||||||||||||||N|||
WAR21465|48A7ED7FBE6BFC83E0404F8189D860FE|1.0|MARTIN INTERNATIONAL|||20061016105351|20061016105351||Y||||||||||||||||N|||
WEL17537|48A7ED7FBDDEFC83E0404F8189D860FE|1.0|CAMPER CORPORATION|||20070910151201|20040824094838||Y|123-456-7890|||||||||||||||N|||
WEL21106|48A7ED7FBE45FC83E0404F8189D860FE|1.0|BAUR CORPORATION|||20060811154947|20060811154947||Y||||||||||||||||N|||
WER21230|48A7ED7FBE4DFC83E0404F8189D860FE|1.0|LEIGHTON ENTERPRISES|||20060907150829|20060907150829||Y||||||||||||||||N|||
WES18562|48A7ED7FBE00FC83E0404F8189D860FE|1.0|RUBLE GROUP|||20071022125403|20050202162641||Y|||MALCOLM U RUBLE|||||||customer@domain.com||||||N|||
WES19585|48A7ED7FBE11FC83E0404F8189D860FE|1.0|GLIDEWELL GROUP|||20070906133643|20050909133240||Y||||||||||||||||N|||
WES21107|48A7ED7FBE44FC83E0404F8189D860FE|1.0|HONG PARTNERS|||20060912111216|20060811154814||Y||||||||||||||||N|||
WHI18490|48A7ED7FBDFFFC83E0404F8189D860FE|1.0|HALLIDAY CORPORATION|||20060810130825|20050120091737||Y||||||||||||||||N|||
WIL6816|48A7ED7FBD8CFC83E0404F8189D860FE|1.0|BYRUM COMPANY|||20050308161254||19990724000000|Y|||||||T|||||||||N|||
WOL21721|48A7ED7FBE76FC83E0404F8189D860FE|1.0|LEIGHTON CORPORATION|||20061213164055|20061213164055||Y||||||||||||||||N|||
WOL23416|48A7ED7FBE98FC83E0404F8189D860FE|1.0|DOGGETT CORPORATION|||20070910083741|20070910083741||Y||||||||||||||||N|||
WWG19584|48A7ED7FBE12FC83E0404F8189D860FE|1.0|DOWNER CORPORATION|||20070823132855|20050909133330||Y||||||||||||||||N|||
YUM21268|48A7ED7FBE58FC83E0404F8189D860FE|1.0|HADDOCK CORPORATION|||20060913123535|20060913123535||Y||||||||||||||||N|||
