sec_id|sec_desc|sec_tkr_symb|sec_cls_cd|sec_subcls_cd|sec_mat_dt|sec_unit_val|sec_units_held|sec_val_dt|unit_val_src|prev_unit_val|prev_unit_val_dt|sec_cval|last_tran_dt|sec_inc_pay_freq|sec_inc_next_pay_dt|sec_rt|sec_inc_chg_dt|sec_iss_dt|sec_dvdnd_rec_dt|sec_ex_dvdnd_dt|sec_dvdnd_pay_dt|sec_dvdnd_amt|cmtmnt_amt|row_actv_ind|obj_id|ver_nbr|nxt_fscl_yr_dstrb_amt|sec_val_by_mkt|
99LOOMI12|Loomis - Corp Bonds||200||20300101000000|0.6911|3.592731253E7|20081130000000|khopkins|0.9211|20080831000000|3.592731253E7|20051026000000|||0.0||||||0.0||Y|8529CD484AAD060AE0404F8189D81C0B|1.0|0.0||
99LOOMI20|Loomis - Cash & Equivalents||702|||1.0|1282992.53|20081130000000|khopkins|0.9993|20071231000000|1282992.53|20051026000000|||0.0||||||0.0||Y|8529CD484AAE060AE0404F8189D81C0B|1.0|0.0||
99LOOMI38|Loomis - Accrued Income||922|||1.0|853106.79|20081130000000|khopkins|1.00268|20071231000000|853106.79|20051026000000|||0.0||||||0.0||Y|8529CD484AAF060AE0404F8189D81C0B|1.0|0.0||
99LOOMI46|Loomis - Government Bonds||025||20300101000000|0.8267|5579251.08|20081130000000|khopkins|1.0699|20080831000000|5579251.08|20050923000000|||0.0||||||0.0||Y|8529CD484AB0060AE0404F8189D81C0B|1.0|0.0||
99LOOMI53|Loomis - Stocks (common & Preferred)||400|||0.1033|215537.32|20081130000000|khopkins|0.7167|20080831000000|215537.32|20050608000000|||0.0||||||0.0||Y|8529CD484AB1060AE0404F8189D81C0B|1.0|0.0||
99LOOMIS3|Loomis - Neg Cash and Equiv||963|||0.0|0.0|20070831000000|sleal|-1.0|20051017000000|0.0|20051026000000|||0.0||||||0.0||Y|8529CD484AB2060AE0404F8189D81C0B|1.0|0.0||
99MMKT013|Money Market Investment||750|||1.0|684098.0|20080430000000|PFVD|1.25154|20080430000000|684098.0|20051004000000|||0.0|20080529000000|||||0.0||Y|8529CD484AB9060AE0404F8189D81C0B|1.0|0.0||
99NTRCIF7|Note Receivable - Interfund||925|||1.0|14000.0|20060131000000|khopkins|0.0||14000.0||||0.0||||||0.0|0.0|Y|8529CD484ABF060AE0404F8189D81C0B|1.0|0.0||
99OTHER14|Other Investment Assets||932|||1.0|13500.0|19010101000000|CONVERSION|0.0||13500.0|19980224000000|||0.0||||||0.0||Y|8529CD484AC1060AE0404F8189D81C0B|1.0|0.0||
99PEQF012|Pooled Equity Fund||311|||11.0454|0.0|20070101000000|PFVD|10.9571|20061201000000|0.0|20060228000000|||0.0|20070124000000|||||0.0||Y|8529CD484B0D060AE0404F8189D81C0B|1.0|0.0||
99PETTY12|Petty Cash||700|||1.0|2664.0|19010101000000|CONVERSION|0.0||2664.0|20050819000000|||0.0||||||0.0||Y|8529CD484AC4060AE0404F8189D81C0B|1.0|0.0||
99PFIF018|Pooled Fixed Income Fund||301|||1.31488|0.0|20070801000000|PFVD|13.582|20070101000000|0.0|20060228000000|||0.0588|20070823000000|||||0.0||Y|8529CD484B0E060AE0404F8189D81C0B|1.0|0.0||
99PIMCO00|Pimco - Corp Bonds||200||20300101000000|0.7201|3.802614808E7|20081130000000|khopkins|0.9306|20080831000000|3.802614808E7|20051026000000|||0.0||||||0.0||Y|8529CD484AC5060AE0404F8189D81C0B|1.0|0.0||
99PIMCO18|Pimco - Institutional Funds||495|||0.7075|0.0|20081130000000|khopkins|0.9377|20080831000000|0.0|20051026000000|||0.0||||||0.0||Y|8529CD484AC6060AE0404F8189D81C0B|1.0|0.0||
99PIMCO26|Pimco - Cash & Equivalents||702|||0.0|9168348.69|20071231000000|khopkins|0.20627|20060430000000|9168348.69|20060228000000|||0.0||||||0.0||Y|8529CD484AC7060AE0404F8189D81C0B|1.0|0.0||
99PIMCO34|Pimco - Accrued Income||922|||1.0|529860.37|20081130000000|khopkins|0.0|20070831000000|529860.37|20051026000000|||0.0||||||0.0||Y|8529CD484AC8060AE0404F8189D81C0B|1.0|0.0||
99PIMCO42|Pimco - Government Bonds||025||20300101000000|1.0485|2.251894035E7|20081130000000|khopkins|1.001|20080831000000|2.251894035E7|20051026000000|||0.0||||||0.0||Y|8529CD484AC9060AE0404F8189D81C0B|1.0|0.0||
99PIMCO59|Pimco - Commercial Paper||011||20300101000000|0.0|0.0|20070831000000|sleal|0.0|20070531000000|0.0|20051026000000|||0.0||||||0.0||Y|8529CD484ACA060AE0404F8189D81C0B|1.0|0.0||
99PIMCO67|Pimco Negative Cash & Equivalents||963|||0.8429|0.0|20081130000000|khopkins|0.9814|20080831000000|0.0|20051019000000|||0.0||||||0.0||Y|8529CD484ACB060AE0404F8189D81C0B|1.0|0.0||
99PLTF013|Pooled Long Term Fund - Income||307|||0.90484|2342405.0|20091101000000|PFVD|0.92501|20091001000000|2677939.51|20051026000000|||0.0552|20091124000000|||||0.0||Y|8529CD484ACC060AE0404F8189D81C0B|1.0|0.0||
99PLTF021|Pooled Long Term Fund - Principal||308|||0.90484|5.2428474E7|20091101000000|PFVD|0.92501|20091001000000|5.456947793E7|20051026000000|||0.0552|20091124000000|||||0.0||Y|8529CD484ACD060AE0404F8189D81C0B|1.0|0.0||
99PLTF997|Pooled Long Term Fund - Consolidated||309|||0.90484|1.331068992E9|20091101000000|PFVD|0.92501|20091001000000|1.653681618E9||||0.0552|20091124000000|||||0.0|0.0|Y|8529CD484ACE060AE0404F8189D81C0B|1.0|0.0||
99PSTF018|Pooled Short Term Fund - Income||326|||1.0|7189190.0|20051001000000|ssbruce|0.0||7189190.0|20051203000000|M01|20100201000000|0.0|20091001000000|||||0.0||Y|8529CD484AD1060AE0404F8189D81C0B|1.0|0.0||
99PSTF034|Pooled Short Term Fund - Principal||326|||1.0|0.0|20051001000000|CONVERSION|0.0||0.0|20051203000000|M01|20100201000000|0.0|20091001000000|||||0.0||Y|8529CD484AD2060AE0404F8189D81C0B|1.0|0.0||
99SNYDE28|Snyder - Cash & Equivalents||702|||1.0|2395271.22|20081130000000|khopkins|1.0|20071231000000|2395271.22|20051026000000|||0.0||||||0.0||Y|8529CD484ADF060AE0404F8189D81C0B|1.0|0.0||
99SNYDE36|Snyder - Accrued Income||922|||1.0|26389.0|20081130000000|khopkins|1.0|20071231000000|26389.0|20051026000000|||0.0||||||0.0||Y|8529CD484AE0060AE0404F8189D81C0B|1.0|0.0||
99SNYDER3|Snyder - Stocks||400|||0.7341|6.09803863E7|20081130000000|khopkins|1.2397|20080831000000|6.09803863E7|20051026000000|||0.0||||||0.0||Y|8529CD484AE1060AE0404F8189D81C0B|1.0|0.0||
99STKPLS8|Pimco - Stocksplus||495|||0.6865|5.037591935E7|20091031000000|khopkins|0.6931|20090930000000|5.037591935E7|20050608000000|||0.0||||||0.0||Y|8529CD484AE4060AE0404F8189D81C0B|1.0|0.0||
99STSML24|Wells Capital Mgt - Cash & Equiv||702|||1.0|0.0|20080831000000|khopkins|1.0|20071231000000|0.0|20051026000000|||0.0||||||0.0||Y|8529CD484AE7060AE0404F8189D81C0B|1.0|0.0||
99STSML32|Wells Capital Mgt  - Accrued Income||922|||1.0|0.0|20080831000000|khopkins|1.0|20071231000000|0.0|20051026000000|||0.0||||||0.0||Y|8529CD484AE8060AE0404F8189D81C0B|1.0|0.0||
99STSMLL2|Wells Capital Mgt - Stocks||400|||0.9676|0.0|20080831000000|khopkins|0.8894|20080630000000|0.0|20051026000000|||0.0||||||0.0||Y|8529CD484AE9060AE0404F8189D81C0B|1.0|0.0||
99STULN13|Student Loans||931|||1.0|17500.0|19010101000000|CONVERSION|0.0||17500.0|20060228000000|||0.0||||||0.0||Y|8529CD484AEA060AE0404F8189D81C0B|1.0|0.0||
99TEMP010|Templeton  - Stocks||400|||0.7993|6.493353872E7|20081130000000|khopkins|1.2088|20080831000000|6.493353872E7|20051026000000|||0.0||||||0.0||Y|8529CD484AEE060AE0404F8189D81C0B|1.0|0.0||
99TEMP028|Templeton - Cash & Equivalents||702|||0.9981|3615635.26|20081130000000|khopkins|1.0|20080831000000|3615635.26|20051026000000|||0.0||||||0.0||Y|8529CD484AEF060AE0404F8189D81C0B|1.0|0.0||
99TEMP036|Templeton - Accrued Income||922|||1.0|159720.0|20081130000000|khopkins|1.0|20071231000000|159720.0|20051026000000|||0.0||||||0.0||Y|8529CD484AF0060AE0404F8189D81C0B|1.0|0.0||
99WILBL16|William Blair & Co Accrued Income||922|||1.0|5747.0|20081130000000|khopkins|1.0|20071231000000|5747.0|20051026000000|||0.0||||||0.0||Y|8529CD484AFC060AE0404F8189D81C0B|1.0|0.0||
99WILBL24|William Blair & Co - Stocks||400|||0.7881|3.829961314E7|20081130000000|khopkins|1.0942|20080831000000|3.829961314E7|20051026000000|||0.0||||||0.0||Y|8529CD484AFD060AE0404F8189D81C0B|1.0|0.0||
99WILBLR9|William Blair & Company LLC||702|||1.0|714837.06|20081130000000|khopkins|1.0|20071231000000|714837.06|20051026000000|||0.0||||||0.0||Y|8529CD484AFE060AE0404F8189D81C0B|1.0|0.0||
G90073100|Transocean Ordinary|RIG|400|||47.9|0.0|20081218000000|FTI|55.06|20081217000000|0.0||||0.0||||||0.0|0.0|Y|8529CD484AFF060AE0404F8189D81C0B|1.0|0.0||
G90078109|Transocean Sedco Forex Inccom|RIG|400|||129.39|0.0|20071126000000|FTI|126.28|20071123000000|0.0|20050726000000|||0.0|||20020530000000|20020528000000|20020613000000|0.03||Y|8529CD484B00060AE0404F8189D81C0B|1.0|0.0||
G95089101|Weatherford International|WFT|400|||58.38|0.0|20070831000000|FTI|57.68|20070830000000|0.0||||0.0||||||0.0|0.0|Y|8529CD484B01060AE0404F8189D81C0B|1.0|0.0||
H8817H100|Transocean Ltd.|RIG|400|||91.66|10000.0|20100106000000|FTI|88.56|20100105000000|384748.58||||0.0||||||0.0|0.0|Y|8529CD484B02060AE0404F8189D81C0B|1.0|0.0||
REBROWN17|Real Estate-brown County Playhousevan Buren Street Nashville In||600|||1.0|122000.0|20010328000000|CONVERSION|0.0||122000.0|19990127000000|||0.0||||||0.0||Y|8529CD484B03060AE0404F8189D81C0B|1.0|0.0||
REBURREL4|Re - 506 W. Donder Lanesanta Clause IN  47579||600|||1.0|7600.0|19010101000000|CONVERSION|0.0||7600.0|20050208000000|||0.0||||||0.0||Y|8529CD484B04060AE0404F8189D81C0B|1.0|0.0||
REHUNT017|Real Estate - 716 Adams St. Carmel IN 46032||600|||1.0|10000.0|20060110000000|ssbruce|0.0||10000.0||||0.0||||||0.0|0.0|Y|8529CD484B05060AE0404F8189D81C0B|1.0|0.0||
REPEQF011|Real Estate - Pef - Crosstown||600|||0.57694|2426585.0|20080731000000|khopkins|0.45682|20070630000000|1344385.4|20000831000000|||0.0||||||0.0||Y|8529CD484B06060AE0404F8189D81C0B|1.0|0.0||
REPEQF029|Real Estate - Pef - Carmichael Ctr/bradfute Property||600|||725000.0|1.0|20090930000000|khopkins|1275000.0|20080731000000|450000.0|20050506000000|||0.0||||||0.0||Y|8529CD484B07060AE0404F8189D81C0B|1.0|0.0||
REPEQF037|Real Estate - Pef - Gables||600|||450000.0|1.0|20080731000000|khopkins|400000.0|20070630000000|222200.0|20050506000000|||0.0||||||0.0||Y|8529CD484B08060AE0404F8189D81C0B|1.0|0.0||
REPEQF045|Real Estate - Pef - 512 E. Kirkwood||600|||59.55193|7724.35|20080731000000|khopkins|45.95856|20070630000000|429083.35|20030325000000|||0.0||||||0.0||Y|8529CD484B09060AE0404F8189D81C0B|1.0|0.0||
S99990558|Bank of New York - Hamilton Fund||701|||1.0|0.02|19010101000000|CONVERSION|0.0||0.02|20041207000000|||0.0||||||0.0||Y|8529CD484B0A060AE0404F8189D81C0B|1.0|0.0||
