pur_comm_cd|obj_id|ver_nbr|pur_comm_desc|pur_sales_tax_ind|itm_rstrc_ind|snstv_dta_cd|dobj_maint_cd_actv_ind|
325193|486D34788D36C267E0404F8189D8349E|1.0|Ethyl Alcohol Manufacturing|N|N||Y|
325199|486D34788D37C267E0404F8189D8349E|1.0|All Other Basic Organic Chemical Manufacturing|N|N||Y|
3252|486D34788841C267E0404F8189D8349E|1.0|Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing|Y|N||Y|
32521|486D347889D4C267E0404F8189D8349E|1.0|Resin and Synthetic Rubber Manufacturing|Y|N||Y|
325211|486D34788D38C267E0404F8189D8349E|1.0|Plastics Material and Resin Manufacturing|N|N||Y|
325212|486D34788D39C267E0404F8189D8349E|1.0|Synthetic Rubber Manufacturing|N|N||Y|
32522|486D347889D5C267E0404F8189D8349E|1.0|Artificial and Synthetic Fibers and Filaments Manufacturing|Y|N||Y|
325221|486D34788D3AC267E0404F8189D8349E|1.0|Cellulosic Organic Fiber Manufacturing|N|N||Y|
325222|486D34788D3BC267E0404F8189D8349E|1.0|Noncellulosic Organic Fiber Manufacturing|N|N||Y|
3253|486D34788842C267E0404F8189D8349E|1.0|Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing|Y|N||Y|
32531|486D347889D6C267E0404F8189D8349E|1.0|Fertilizer Manufacturing|Y|N||Y|
325311|486D34788D3CC267E0404F8189D8349E|1.0|Nitrogenous Fertilizer Manufacturing|N|N||Y|
325312|486D34788D3DC267E0404F8189D8349E|1.0|Phosphatic Fertilizer Manufacturing|N|N||Y|
325314|486D34788D3EC267E0404F8189D8349E|1.0|Fertilizer (Mixing Only) Manufacturing|N|N||Y|
32532|486D347889D7C267E0404F8189D8349E|1.0|Pesticide and Other Agricultural Chemical Manufacturing|Y|N||Y|
325320|486D34788D3FC267E0404F8189D8349E|1.0|Pesticide and Other Agricultural Chemical Manufacturing|N|N||Y|
3254|486D34788843C267E0404F8189D8349E|1.0|Pharmaceutical and Medicine Manufacturing|Y|N||Y|
32541|486D347889D8C267E0404F8189D8349E|1.0|Pharmaceutical and Medicine Manufacturing|Y|N||Y|
325411|486D34788D40C267E0404F8189D8349E|1.0|Medicinal and Botanical Manufacturing|N|N||Y|
325412|486D34788D41C267E0404F8189D8349E|1.0|Pharmaceutical Preparation Manufacturing|N|N||Y|
325413|486D34788D42C267E0404F8189D8349E|1.0|In-Vitro Diagnostic Substance Manufacturing|N|N||Y|
325414|486D34788D43C267E0404F8189D8349E|1.0|Biological Product (except Diagnostic) Manufacturing|N|N||Y|
3255|486D34788844C267E0404F8189D8349E|1.0|Paint, Coating, and Adhesive Manufacturing|Y|N||Y|
32551|486D347889D9C267E0404F8189D8349E|1.0|Paint and Coating Manufacturing|Y|N||Y|
325510|486D34788D44C267E0404F8189D8349E|1.0|Paint and Coating Manufacturing|N|N||Y|
32552|486D347889DAC267E0404F8189D8349E|1.0|Adhesive Manufacturing|Y|N||Y|
325520|486D34788D45C267E0404F8189D8349E|1.0|Adhesive Manufacturing|N|N||Y|
3256|486D34788845C267E0404F8189D8349E|1.0|Soap, Cleaning Compound, and Toilet Preparation Manufacturing|Y|N||Y|
32561|486D347889DBC267E0404F8189D8349E|1.0|Soap and Cleaning Compound Manufacturing|Y|N||Y|
325611|486D34788D46C267E0404F8189D8349E|1.0|Soap and Other Detergent Manufacturing|N|N||Y|
325612|486D34788D47C267E0404F8189D8349E|1.0|Polish and Other Sanitation Good Manufacturing|N|N||Y|
325613|486D34788D48C267E0404F8189D8349E|1.0|Surface Active Agent Manufacturing|N|N||Y|
32562|486D347889DCC267E0404F8189D8349E|1.0|Toilet Preparation Manufacturing|Y|N||Y|
325620|486D34788D49C267E0404F8189D8349E|1.0|Toilet Preparation Manufacturing|N|N||Y|
3259|486D34788846C267E0404F8189D8349E|1.0|Other Chemical Product and Preparation Manufacturing|Y|N||Y|
32591|486D347889DDC267E0404F8189D8349E|1.0|Printing Ink Manufacturing|Y|N||Y|
325910|486D34788D4AC267E0404F8189D8349E|1.0|Printing Ink Manufacturing|N|N||Y|
32592|486D347889DEC267E0404F8189D8349E|1.0|Explosives Manufacturing|Y|N||Y|
325920|486D34788D4BC267E0404F8189D8349E|1.0|Explosives Manufacturing|N|N||Y|
32599|486D347889DFC267E0404F8189D8349E|1.0|All Other Chemical Product and Preparation Manufacturing|Y|N||Y|
325991|486D34788D4CC267E0404F8189D8349E|1.0|Custom Compounding of Purchased Resins|N|N||Y|
325992|486D34788D4DC267E0404F8189D8349E|1.0|Photographic Film, Paper, Plate, and Chemical Manufacturing|N|N||Y|
325998|486D34788D4EC267E0404F8189D8349E|1.0|All Other Miscellaneous Chemical Product and Preparation Manufacturing|N|N||Y|
326|486D347887B2C267E0404F8189D8349E|1.0|Plastics and Rubber Products Manufacturing|Y|N||Y|
3261|486D34788847C267E0404F8189D8349E|1.0|Plastics Product Manufacturing|Y|N||Y|
32611|486D347889E0C267E0404F8189D8349E|1.0|Plastics Packaging Materials and Unlaminated Film and Sheet Manufacturing|Y|N||Y|
326111|486D34788D4FC267E0404F8189D8349E|1.0|Plastics Bag and Pouch Manufacturing|N|N||Y|
326112|486D34788D50C267E0404F8189D8349E|1.0|Plastics Packaging Film and Sheet (including Laminated) Manufacturing|N|N||Y|
326113|486D34788D51C267E0404F8189D8349E|1.0|Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing|N|N||Y|
32612|486D347889E1C267E0404F8189D8349E|1.0|Plastics Pipe, Pipe Fitting, and Unlaminated Profile Shape Manufacturing|Y|N||Y|
326121|486D34788D52C267E0404F8189D8349E|1.0|Unlaminated Plastics Profile Shape Manufacturing|N|N||Y|
326122|486D34788D53C267E0404F8189D8349E|1.0|Plastics Pipe and Pipe Fitting Manufacturing|N|N||Y|
32613|486D347889E2C267E0404F8189D8349E|1.0|Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing|Y|N||Y|
326130|486D34788D54C267E0404F8189D8349E|1.0|Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing|N|N||Y|
32614|486D347889E3C267E0404F8189D8349E|1.0|Polystyrene Foam Product Manufacturing|Y|N||Y|
326140|486D34788D55C267E0404F8189D8349E|1.0|Polystyrene Foam Product Manufacturing|N|N||Y|
32615|486D347889E4C267E0404F8189D8349E|1.0|Urethane and Other Foam Product (except Polystyrene) Manufacturing|Y|N||Y|
326150|486D34788D56C267E0404F8189D8349E|1.0|Urethane and Other Foam Product (except Polystyrene) Manufacturing|N|N||Y|
32616|486D347889E5C267E0404F8189D8349E|1.0|Plastics Bottle Manufacturing|Y|N||Y|
326160|486D34788D57C267E0404F8189D8349E|1.0|Plastics Bottle Manufacturing|N|N||Y|
32619|486D347889E6C267E0404F8189D8349E|1.0|Other Plastics Product Manufacturing|Y|N||Y|
326191|486D34788D58C267E0404F8189D8349E|1.0|Plastics Plumbing Fixture Manufacturing|N|N||Y|
326192|486D34788D59C267E0404F8189D8349E|1.0|Resilient Floor Covering Manufacturing|N|N||Y|
326199|486D34788D5AC267E0404F8189D8349E|1.0|All Other Plastics Product Manufacturing|N|N||Y|
3262|486D34788848C267E0404F8189D8349E|1.0|Rubber Product Manufacturing|Y|N||Y|
32621|486D347889E7C267E0404F8189D8349E|1.0|Tire Manufacturing|Y|N||Y|
326211|486D34788D5BC267E0404F8189D8349E|1.0|Tire Manufacturing (except Retreading)|N|N||Y|
326212|486D34788D5CC267E0404F8189D8349E|1.0|Tire Retreading|N|N||Y|
32622|486D347889E8C267E0404F8189D8349E|1.0|Rubber and Plastics Hoses and Belting Manufacturing|Y|N||Y|
326220|486D34788D5DC267E0404F8189D8349E|1.0|Rubber and Plastics Hoses and Belting Manufacturing|N|N||Y|
32629|486D347889E9C267E0404F8189D8349E|1.0|Other Rubber Product Manufacturing|Y|N||Y|
326291|486D34788D5EC267E0404F8189D8349E|1.0|Rubber Product Manufacturing for Mechanical Use|N|N||Y|
326299|486D34788D5FC267E0404F8189D8349E|1.0|All Other Rubber Product Manufacturing|N|N||Y|
327|486D347887B3C267E0404F8189D8349E|1.0|Nonmetallic Mineral Product Manufacturing|Y|N||Y|
3271|486D34788849C267E0404F8189D8349E|1.0|Clay Product and Refractory Manufacturing|Y|N||Y|
32711|486D347889EAC267E0404F8189D8349E|1.0|Pottery, Ceramics, and Plumbing Fixture Manufacturing|Y|N||Y|
327111|486D34788D60C267E0404F8189D8349E|1.0|Vitreous China Plumbing Fixture and China and Earthenware Bathroom Accessories Manufacturing|N|N||Y|
327112|486D34788D61C267E0404F8189D8349E|1.0|Vitreous China, Fine Earthenware, and Other Pottery Product Manufacturing|N|N||Y|
327113|486D34788D62C267E0404F8189D8349E|1.0|Porcelain Electrical Supply Manufacturing|N|N||Y|
32712|486D347889EBC267E0404F8189D8349E|1.0|Clay Building Material and Refractories Manufacturing|Y|N||Y|
327121|486D34788D63C267E0404F8189D8349E|1.0|Brick and Structural Clay Tile Manufacturing|N|N||Y|
327122|486D34788D64C267E0404F8189D8349E|1.0|Ceramic Wall and Floor Tile Manufacturing|N|N||Y|
327123|486D34788D65C267E0404F8189D8349E|1.0|Other Structural Clay Product Manufacturing|N|N||Y|
327124|486D34788D66C267E0404F8189D8349E|1.0|Clay Refractory Manufacturing|N|N||Y|
327125|486D34788D67C267E0404F8189D8349E|1.0|Nonclay Refractory Manufacturing|N|N||Y|
3272|486D3478884AC267E0404F8189D8349E|1.0|Glass and Glass Product Manufacturing|Y|N||Y|
32721|486D347889ECC267E0404F8189D8349E|1.0|Glass and Glass Product Manufacturing|Y|N||Y|
327211|486D34788D68C267E0404F8189D8349E|1.0|Flat Glass Manufacturing|N|N||Y|
327212|486D34788D69C267E0404F8189D8349E|1.0|Other Pressed and Blown Glass and Glassware Manufacturing|N|N||Y|
327213|486D34788D6AC267E0404F8189D8349E|1.0|Glass Container Manufacturing|N|N||Y|
327215|486D34788D6BC267E0404F8189D8349E|1.0|Glass Product Manufacturing Made of Purchased Glass|N|N||Y|
3273|486D3478884BC267E0404F8189D8349E|1.0|Cement and Concrete Product Manufacturing|Y|N||Y|
32731|486D347889EDC267E0404F8189D8349E|1.0|Cement Manufacturing|Y|N||Y|
327310|486D34788D6CC267E0404F8189D8349E|1.0|Cement Manufacturing|N|N||Y|
32732|486D347889EEC267E0404F8189D8349E|1.0|Ready-Mix Concrete Manufacturing|Y|N||Y|
327320|486D34788D6DC267E0404F8189D8349E|1.0|Ready-Mix Concrete Manufacturing|N|N||Y|
32733|486D347889EFC267E0404F8189D8349E|1.0|Concrete Pipe, Brick, and Block Manufacturing|Y|N||Y|
327331|486D34788D6EC267E0404F8189D8349E|1.0|Concrete Block and Brick Manufacturing|N|N||Y|
327332|486D34788D6FC267E0404F8189D8349E|1.0|Concrete Pipe Manufacturing|N|N||Y|
32739|486D347889F0C267E0404F8189D8349E|1.0|Other Concrete Product Manufacturing|Y|N||Y|
327390|486D34788D70C267E0404F8189D8349E|1.0|Other Concrete Product Manufacturing|N|N||Y|
3274|486D3478884CC267E0404F8189D8349E|1.0|Lime and Gypsum Product Manufacturing|Y|N||Y|
32741|486D347889F1C267E0404F8189D8349E|1.0|Lime Manufacturing|Y|N||Y|
327410|486D34788D71C267E0404F8189D8349E|1.0|Lime Manufacturing|N|N||Y|
32742|486D347889F2C267E0404F8189D8349E|1.0|Gypsum Product Manufacturing|Y|N||Y|
327420|486D34788D72C267E0404F8189D8349E|1.0|Gypsum Product Manufacturing|N|N||Y|
3279|486D3478884DC267E0404F8189D8349E|1.0|Other Nonmetallic Mineral Product Manufacturing|Y|N||Y|
32791|486D347889F3C267E0404F8189D8349E|1.0|Abrasive Product Manufacturing|Y|N||Y|
327910|486D34788D73C267E0404F8189D8349E|1.0|Abrasive Product Manufacturing|N|N||Y|
32799|486D347889F4C267E0404F8189D8349E|1.0|All Other Nonmetallic Mineral Product Manufacturing|Y|N||Y|
327991|486D34788D74C267E0404F8189D8349E|1.0|Cut Stone and Stone Product Manufacturing|N|N||Y|
327992|486D34788D75C267E0404F8189D8349E|1.0|Ground or Treated Mineral and Earth Manufacturing|N|N||Y|
327993|486D34788D76C267E0404F8189D8349E|1.0|Mineral Wool Manufacturing|N|N||Y|
327999|486D34788D77C267E0404F8189D8349E|1.0|All Other Miscellaneous Nonmetallic Mineral Product Manufacturing|N|N||Y|
33|486D34788789C267E0404F8189D8349E|1.0|Manufacturing|Y|N||Y|
331|486D347887B4C267E0404F8189D8349E|1.0|Primary Metal Manufacturing|Y|N||Y|
3311|486D3478884EC267E0404F8189D8349E|1.0|Iron and Steel Mills and Ferroalloy Manufacturing|Y|N||Y|
33111|486D347889F5C267E0404F8189D8349E|1.0|Iron and Steel Mills and Ferroalloy Manufacturing|Y|N||Y|
331111|486D34788D78C267E0404F8189D8349E|1.0|Iron and Steel Mills|N|N||Y|
331112|486D34788D79C267E0404F8189D8349E|1.0|Electrometallurgical Ferroalloy Product Manufacturing|N|N||Y|
3312|486D3478884FC267E0404F8189D8349E|1.0|Steel Product Manufacturing from Purchased Steel|Y|N||Y|
33121|486D347889F6C267E0404F8189D8349E|1.0|Iron and Steel Pipe and Tube Manufacturing from Purchased Steel|Y|N||Y|
331210|486D34788D7AC267E0404F8189D8349E|1.0|Iron and Steel Pipe and Tube Manufacturing from Purchased Steel|N|N||Y|
33122|486D347889F7C267E0404F8189D8349E|1.0|Rolling and Drawing of Purchased Steel|Y|N||Y|
331221|486D34788D7BC267E0404F8189D8349E|1.0|Rolled Steel Shape Manufacturing|N|N||Y|
331222|486D34788D7CC267E0404F8189D8349E|1.0|Steel Wire Drawing|N|N||Y|
3313|486D34788850C267E0404F8189D8349E|1.0|Alumina and Aluminum Production and Processing|Y|N||Y|
33131|486D347889F8C267E0404F8189D8349E|1.0|Alumina and Aluminum Production and Processing|Y|N||Y|
331311|486D34788D7DC267E0404F8189D8349E|1.0|Alumina Refining|N|N||Y|
331312|486D34788D7EC267E0404F8189D8349E|1.0|Primary Aluminum Production|N|N||Y|
331314|486D34788D7FC267E0404F8189D8349E|1.0|Secondary Smelting and Alloying of Aluminum|N|N||Y|
331315|486D34788D80C267E0404F8189D8349E|1.0|Aluminum Sheet, Plate, and Foil Manufacturing|N|N||Y|
331316|486D34788D81C267E0404F8189D8349E|1.0|Aluminum Extruded Product Manufacturing|N|N||Y|
331319|486D34788D82C267E0404F8189D8349E|1.0|Other Aluminum Rolling and Drawing|N|N||Y|
3314|486D34788851C267E0404F8189D8349E|1.0|Nonferrous Metal (except Aluminum) Production and Processing|Y|N||Y|
33141|486D347889F9C267E0404F8189D8349E|1.0|Nonferrous Metal (except Aluminum) Smelting and Refining|Y|N||Y|
331411|486D34788D83C267E0404F8189D8349E|1.0|Primary Smelting and Refining of Copper|N|N||Y|
331419|486D34788D84C267E0404F8189D8349E|1.0|Primary Smelting and Refining of Nonferrous Metal (except Copper and Aluminum)|N|N||Y|
33142|486D347889FAC267E0404F8189D8349E|1.0|Copper Rolling, Drawing, Extruding, and Alloying|Y|N||Y|
331421|486D34788D85C267E0404F8189D8349E|1.0|Copper Rolling, Drawing, and Extruding|N|N||Y|
331422|486D34788D86C267E0404F8189D8349E|1.0|Copper Wire (except Mechanical) Drawing|N|N||Y|
331423|486D34788D87C267E0404F8189D8349E|1.0|Secondary Smelting, Refining, and Alloying of Copper|N|N||Y|
33149|486D347889FBC267E0404F8189D8349E|1.0|Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, Extruding, and Alloying|Y|N||Y|
331491|486D34788D88C267E0404F8189D8349E|1.0|Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding|N|N||Y|
331492|486D34788D89C267E0404F8189D8349E|1.0|Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)|N|N||Y|
3315|486D34788852C267E0404F8189D8349E|1.0|Foundries|Y|N||Y|
33151|486D347889FCC267E0404F8189D8349E|1.0|Ferrous Metal Foundries|Y|N||Y|
331511|486D34788D8AC267E0404F8189D8349E|1.0|Iron Foundries|N|N||Y|
331512|486D34788D8BC267E0404F8189D8349E|1.0|Steel Investment Foundries|N|N||Y|
331513|486D34788D8CC267E0404F8189D8349E|1.0|Steel Foundries (except Investment)|N|N||Y|
33152|486D347889FDC267E0404F8189D8349E|1.0|Nonferrous Metal Foundries|Y|N||Y|
331521|486D34788D8DC267E0404F8189D8349E|1.0|Aluminum Die-Casting Foundries|N|N||Y|
331522|486D34788D8EC267E0404F8189D8349E|1.0|Nonferrous (except Aluminum) Die-Casting Foundries|N|N||Y|
331524|486D34788D8FC267E0404F8189D8349E|1.0|Aluminum Foundries (except Die-Casting)|N|N||Y|
331525|486D34788D90C267E0404F8189D8349E|1.0|Copper Foundries (except Die-Casting)|N|N||Y|
331528|486D34788D91C267E0404F8189D8349E|1.0|Other Nonferrous Foundries (except Die-Casting)|N|N||Y|
332|486D347887B5C267E0404F8189D8349E|1.0|Fabricated Metal Product Manufacturing|Y|N||Y|
3321|486D34788853C267E0404F8189D8349E|1.0|Forging and Stamping|Y|N||Y|
33211|486D347889FEC267E0404F8189D8349E|1.0|Forging and Stamping|Y|N||Y|
332111|486D34788D92C267E0404F8189D8349E|1.0|Iron and Steel Forging|N|N||Y|
332112|486D34788D93C267E0404F8189D8349E|1.0|Nonferrous Forging|N|N||Y|
332114|486D34788D94C267E0404F8189D8349E|1.0|Custom Roll Forming|N|N||Y|
332115|486D34788D95C267E0404F8189D8349E|1.0|Crown and Closure Manufacturing|N|N||Y|
332116|486D34788D96C267E0404F8189D8349E|1.0|Metal Stamping|N|N||Y|
332117|486D34788D97C267E0404F8189D8349E|1.0|Powder Metallurgy Part Manufacturing|N|N||Y|
3322|486D34788854C267E0404F8189D8349E|1.0|Cutlery and Handtool Manufacturing|Y|N||Y|
33221|486D347889FFC267E0404F8189D8349E|1.0|Cutlery and Handtool Manufacturing|Y|N||Y|
332211|486D34788D98C267E0404F8189D8349E|1.0|Cutlery and Flatware (except Precious) Manufacturing|N|N||Y|
332212|486D34788D99C267E0404F8189D8349E|1.0|Hand and Edge Tool Manufacturing|N|N||Y|
332213|486D34788D9AC267E0404F8189D8349E|1.0|Saw Blade and Handsaw Manufacturing|N|N||Y|
332214|486D34788D9BC267E0404F8189D8349E|1.0|Kitchen Utensil, Pot, and Pan Manufacturing|N|N||Y|
3323|486D34788855C267E0404F8189D8349E|1.0|Architectural and Structural Metals Manufacturing|Y|N||Y|
33231|486D34788A00C267E0404F8189D8349E|1.0|Plate Work and Fabricated Structural Product Manufacturing|Y|N||Y|
332311|486D34788D9CC267E0404F8189D8349E|1.0|Prefabricated Metal Building and Component Manufacturing|N|N||Y|
332312|486D34788D9DC267E0404F8189D8349E|1.0|Fabricated Structural Metal Manufacturing|N|N||Y|
332313|486D34788D9EC267E0404F8189D8349E|1.0|Plate Work Manufacturing|N|N||Y|
33232|486D34788A01C267E0404F8189D8349E|1.0|Ornamental and Architectural Metal Products Manufacturing|Y|N||Y|
332321|486D34788D9FC267E0404F8189D8349E|1.0|Metal Window and Door Manufacturing|N|N||Y|
332322|486D34788DA0C267E0404F8189D8349E|1.0|Sheet Metal Work Manufacturing|N|N||Y|
332323|486D34788DA1C267E0404F8189D8349E|1.0|Ornamental and Architectural Metal Work Manufacturing|N|N||Y|
3324|486D34788856C267E0404F8189D8349E|1.0|Boiler, Tank, and Shipping Container Manufacturing|Y|N||Y|
33241|486D34788A02C267E0404F8189D8349E|1.0|Power Boiler and Heat Exchanger Manufacturing|Y|N||Y|
332410|486D34788DA2C267E0404F8189D8349E|1.0|Power Boiler and Heat Exchanger Manufacturing|N|N||Y|
33242|486D34788A03C267E0404F8189D8349E|1.0|Metal Tank (Heavy Gauge) Manufacturing|Y|N||Y|
332420|486D34788DA3C267E0404F8189D8349E|1.0|Metal Tank (Heavy Gauge) Manufacturing|N|N||Y|
33243|486D34788A04C267E0404F8189D8349E|1.0|Metal Can, Box, and Other Metal Container (Light Gauge) Manufacturing|Y|N||Y|
332431|486D34788DA4C267E0404F8189D8349E|1.0|Metal Can Manufacturing|N|N||Y|
332439|486D34788DA5C267E0404F8189D8349E|1.0|Other Metal Container Manufacturing|N|N||Y|
3325|486D34788857C267E0404F8189D8349E|1.0|Hardware Manufacturing|Y|N||Y|
33251|486D34788A05C267E0404F8189D8349E|1.0|Hardware Manufacturing|Y|N||Y|
332510|486D34788DA6C267E0404F8189D8349E|1.0|Hardware Manufacturing|N|N||Y|
3326|486D34788858C267E0404F8189D8349E|1.0|Spring and Wire Product Manufacturing|Y|N||Y|
33261|486D34788A06C267E0404F8189D8349E|1.0|Spring and Wire Product Manufacturing|Y|N||Y|
332611|486D34788DA7C267E0404F8189D8349E|1.0|Spring (Heavy Gauge) Manufacturing|N|N||Y|
332612|486D34788DA8C267E0404F8189D8349E|1.0|Spring (Light Gauge) Manufacturing|N|N||Y|
332618|486D34788DA9C267E0404F8189D8349E|1.0|Other Fabricated Wire Product Manufacturing|N|N||Y|
3327|486D34788859C267E0404F8189D8349E|1.0|Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing|Y|N||Y|
33271|486D34788A07C267E0404F8189D8349E|1.0|Machine Shops|Y|N||Y|
332710|486D34788DAAC267E0404F8189D8349E|1.0|Machine Shops|N|N||Y|
33272|486D34788A08C267E0404F8189D8349E|1.0|Turned Product and Screw, Nut, and Bolt Manufacturing|Y|N||Y|
332721|486D34788DABC267E0404F8189D8349E|1.0|Precision Turned Product Manufacturing|N|N||Y|
332722|486D34788DACC267E0404F8189D8349E|1.0|Bolt, Nut, Screw, Rivet, and Washer Manufacturing|N|N||Y|
3328|486D3478885AC267E0404F8189D8349E|1.0|Coating, Engraving, Heat Treating, and Allied Activities|Y|N||Y|
33281|486D34788A09C267E0404F8189D8349E|1.0|Coating, Engraving, Heat Treating, and Allied Activities|Y|N||Y|
332811|486D34788DADC267E0404F8189D8349E|1.0|Metal Heat Treating|N|N||Y|
332812|486D34788DAEC267E0404F8189D8349E|1.0|Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers|N|N||Y|
332813|486D34788DAFC267E0404F8189D8349E|1.0|Electroplating, Plating, Polishing, Anodizing, and Coloring|N|N||Y|
3329|486D3478885BC267E0404F8189D8349E|1.0|Other Fabricated Metal Product Manufacturing|Y|N||Y|
33291|486D34788A0AC267E0404F8189D8349E|1.0|Metal Valve Manufacturing|Y|N||Y|
332911|486D34788DB0C267E0404F8189D8349E|1.0|Industrial Valve Manufacturing|N|N||Y|
332912|486D34788DB1C267E0404F8189D8349E|1.0|Fluid Power Valve and Hose Fitting Manufacturing|N|N||Y|
332913|486D34788DB2C267E0404F8189D8349E|1.0|Plumbing Fixture Fitting and Trim Manufacturing|N|N||Y|
332919|486D34788DB3C267E0404F8189D8349E|1.0|Other Metal Valve and Pipe Fitting Manufacturing|N|N||Y|
33299|486D34788A0BC267E0404F8189D8349E|1.0|All Other Fabricated Metal Product Manufacturing|Y|N||Y|
332991|486D34788DB4C267E0404F8189D8349E|1.0|Ball and Roller Bearing Manufacturing|N|N||Y|
332992|486D34788DB5C267E0404F8189D8349E|1.0|Small Arms Ammunition Manufacturing|N|N||Y|
332993|486D34788DB6C267E0404F8189D8349E|1.0|Ammunition (except Small Arms) Manufacturing|N|N||Y|
332994|486D34788DB7C267E0404F8189D8349E|1.0|Small Arms Manufacturing|N|N||Y|
332995|486D34788DB8C267E0404F8189D8349E|1.0|Other Ordnance and Accessories Manufacturing|N|N||Y|
332996|486D34788DB9C267E0404F8189D8349E|1.0|Fabricated Pipe and Pipe Fitting Manufacturing|N|N||Y|
332997|486D34788DBAC267E0404F8189D8349E|1.0|Industrial Pattern Manufacturing|N|N||Y|
332998|486D34788DBBC267E0404F8189D8349E|1.0|Enameled Iron and Metal Sanitary Ware Manufacturing|N|N||Y|
332999|486D34788DBCC267E0404F8189D8349E|1.0|All Other Miscellaneous Fabricated Metal Product Manufacturing|N|N||Y|
333|486D347887B6C267E0404F8189D8349E|1.0|Machinery Manufacturing|Y|N||Y|
3331|486D3478885CC267E0404F8189D8349E|1.0|Agriculture, Construction, and Mining Machinery Manufacturing|Y|N||Y|
33311|486D34788A0CC267E0404F8189D8349E|1.0|Agricultural Implement Manufacturing|Y|N||Y|
333111|486D34788DBDC267E0404F8189D8349E|1.0|Farm Machinery and Equipment Manufacturing|N|N||Y|
333112|486D34788DBEC267E0404F8189D8349E|1.0|Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing|N|N||Y|
33312|486D34788A0DC267E0404F8189D8349E|1.0|Construction Machinery Manufacturing|Y|N||Y|
333120|486D34788DBFC267E0404F8189D8349E|1.0|Construction Machinery Manufacturing|N|N||Y|
33313|486D34788A0EC267E0404F8189D8349E|1.0|Mining and Oil and Gas Field Machinery Manufacturing|Y|N||Y|
333131|486D34788DC0C267E0404F8189D8349E|1.0|Mining Machinery and Equipment Manufacturing|N|N||Y|
333132|486D34788DC1C267E0404F8189D8349E|1.0|Oil and Gas Field Machinery and Equipment Manufacturing|N|N||Y|
3332|486D3478885DC267E0404F8189D8349E|1.0|Industrial Machinery Manufacturing|Y|N||Y|
33321|486D34788A0FC267E0404F8189D8349E|1.0|Sawmill and Woodworking Machinery Manufacturing|Y|N||Y|
333210|486D34788DC2C267E0404F8189D8349E|1.0|Sawmill and Woodworking Machinery Manufacturing|N|N||Y|
33322|486D34788A10C267E0404F8189D8349E|1.0|Plastics and Rubber Industry Machinery Manufacturing|Y|N||Y|
333220|486D34788DC3C267E0404F8189D8349E|1.0|Plastics and Rubber Industry Machinery Manufacturing|N|N||Y|
33329|486D34788A11C267E0404F8189D8349E|1.0|Other Industrial Machinery Manufacturing|Y|N||Y|
333291|486D34788DC4C267E0404F8189D8349E|1.0|Paper Industry Machinery Manufacturing|N|N||Y|
333292|486D34788DC5C267E0404F8189D8349E|1.0|Textile Machinery Manufacturing|N|N||Y|
333293|486D34788DC6C267E0404F8189D8349E|1.0|Printing Machinery and Equipment Manufacturing|N|N||Y|
333294|486D34788DC7C267E0404F8189D8349E|1.0|Food Product Machinery Manufacturing|N|N||Y|
333295|486D34788DC8C267E0404F8189D8349E|1.0|Semiconductor Machinery Manufacturing|N|N||Y|
333298|486D34788DC9C267E0404F8189D8349E|1.0|All Other Industrial Machinery Manufacturing|N|N||Y|
3333|486D3478885EC267E0404F8189D8349E|1.0|Commercial and Service Industry Machinery Manufacturing|Y|N||Y|
33331|486D34788A12C267E0404F8189D8349E|1.0|Commercial and Service Industry Machinery Manufacturing|Y|N||Y|
333311|486D34788DCAC267E0404F8189D8349E|1.0|Automatic Vending Machine Manufacturing|N|N||Y|
333312|486D34788DCBC267E0404F8189D8349E|1.0|Commercial Laundry, Drycleaning, and Pressing Machine Manufacturing|N|N||Y|
333313|486D34788DCCC267E0404F8189D8349E|1.0|Office Machinery Manufacturing|N|N||Y|
333314|486D34788DCDC267E0404F8189D8349E|1.0|Optical Instrument and Lens Manufacturing|N|N||Y|
333315|486D34788DCEC267E0404F8189D8349E|1.0|Photographic and Photocopying Equipment Manufacturing|N|N||Y|
333319|486D34788DCFC267E0404F8189D8349E|1.0|Other Commercial and Service Industry Machinery Manufacturing|N|N||Y|
3334|486D3478885FC267E0404F8189D8349E|1.0|Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing|Y|N||Y|
33341|486D34788A13C267E0404F8189D8349E|1.0|Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing|Y|N||Y|
333411|486D34788DD0C267E0404F8189D8349E|1.0|Air Purification Equipment Manufacturing|N|N||Y|
333412|486D34788DD1C267E0404F8189D8349E|1.0|Industrial and Commercial Fan and Blower Manufacturing|N|N||Y|
