campus_cd|bldg_cd|bldg_room_nbr|obj_id|ver_nbr|bldg_room_type|bldg_room_dept|bldg_room_desc|row_actv_ind|
BL|BL053|M009B|44017F9CE28380D6E043814FD88180D6|1.0|CLOSET|INDIANA MEMORIAL UNION|PUBLIC MEETING SERV.|Y|
BL|BL053|M010|44017F9CE28480D6E043814FD88180D6|1.0|DISTINGUISHED ALUMNI ROOM|INDIANA MEMORIAL UNION|PUBLIC MEETING|Y|
BL|BL053|M010A|44017F9CE28580D6E043814FD88180D6|1.0|CLOSET|INDIANA MEMORIAL UNION|PUBLIC MEETING SERV.|Y|
BL|BL053|M010B|44017F9CE28680D6E043814FD88180D6|1.0|CLOSET|INDIANA MEMORIAL UNION|PUBLIC MEETING SERV.|Y|
BL|BL053|M010C|44017F9CE28780D6E043814FD88180D6|1.0|CLOSET|INDIANA MEMORIAL UNION|PUBLIC MEETING SERV.|Y|
BL|BL053|M011|44017F9CE28880D6E043814FD88180D6|1.0|SET-UPS/STORAGE|INDIANA MEMORIAL UNION|PUBLIC MEETING SERV.|Y|
BL|BL053|M012|44017F9CE28980D6E043814FD88180D6|1.0|OAK ROOM|INDIANA MEMORIAL UNION|PUBLIC MEETING|Y|
BL|BL053|M015|44017F9CE28A80D6E043814FD88180D6|1.0|WALNUT ROOM|INDIANA MEMORIAL UNION|PUBLIC MEETING|Y|
BL|BL053|M016|44017F9CE28B80D6E043814FD88180D6|1.0|SET-UPS/STORAGE|INDIANA MEMORIAL UNION|PUBLIC MEETING SERV.|Y|
BL|BL053|M017|44017F9CE28C80D6E043814FD88180D6|1.0|SET-UPS/STORAGE|INDIANA MEMORIAL UNION|PUBLIC MEETING SERV.|Y|
BL|BL053|M020|44017F9CE28D80D6E043814FD88180D6|1.0|MAPLE ROOM|INDIANA MEMORIAL UNION|PUBLIC MEETING|Y|
BL|BL053|M024|44017F9CE28E80D6E043814FD88180D6|1.0|MECHANICAL|GENERAL BUILDING SPACE|MACHINE ROOM|Y|
BL|BL053|M025|44017F9CE28F80D6E043814FD88180D6|1.0|POPLAR ROOM|INDIANA MEMORIAL UNION|PUBLIC MEETING|Y|
BL|BL053|M026|44017F9CE29080D6E043814FD88180D6|1.0|SET-UPS/STORAGE|INDIANA MEMORIAL UNION|PUBLIC MEETING SERV.|Y|
BL|BL053|M030|44017F9CE29180D6E043814FD88180D6|1.0|REDBUD ROOM|INDIANA MEMORIAL UNION|PUBLIC MEETING|Y|
BL|BL053|M032|44017F9CE29280D6E043814FD88180D6|1.0|CUSTODIAL CLOSET|GENERAL BUILDING SPACE|JANITOR ROOM|Y|
BL|BL053|M033|44017F9CE29380D6E043814FD88180D6|1.0|WOMEN|GENERAL BUILDING SPACE|TOILET ROOM|Y|
BL|BL053|M034|44017F9CE29480D6E043814FD88180D6|1.0|MEN|GENERAL BUILDING SPACE|TOILET ROOM|Y|
BL|BL053|M035|44017F9CE29580D6E043814FD88180D6|1.0|SASSAFRAS ROOM|INDIANA MEMORIAL UNION|PUBLIC MEETING|Y|
BL|BL053|M036|44017F9CE29680D6E043814FD88180D6|1.0|SETUPS CLOSET|INDIANA MEMORIAL UNION|PUBLIC MEETING SERV.|Y|
BL|BL053|M037|44017F9CE29780D6E043814FD88180D6|1.0|SETUPS CLOSET|INDIANA MEMORIAL UNION|PUBLIC MEETING SERV.|Y|
BL|BL053|M040|44017F9CE29880D6E043814FD88180D6|1.0|PERSIMMON ROOM|INDIANA MEMORIAL UNION|PUBLIC MEETING|Y|
BL|BL053|M045|44017F9CE29980D6E043814FD88180D6|1.0|DOGWOOD ROOM|INDIANA MEMORIAL UNION|PUBLIC MEETING|Y|
BL|BL053|M048|44017F9CE29A80D6E043814FD88180D6|1.0|CLOSET|INDIANA MEMORIAL UNION|PUBLIC MEETING SERV.|Y|
BL|BL053|M049|44017F9CE29B80D6E043814FD88180D6|1.0|CONFERENCE BUREAU ANNEX|CONFERENCE CENTER|PUBLIC MEETING SERV.|Y|
BL|BL053|M050|44017F9CE29C80D6E043814FD88180D6|1.0|DIRECTOR'S OFF. RECEPTION|INDIANA MEMORIAL UNION|SUPPORT STAFF OFFICE|Y|
BL|BL053|M050A|44017F9CE29D80D6E043814FD88180D6|1.0|CLOSET|INDIANA MEMORIAL UNION|OFFICE SERVICE|Y|
BL|BL053|M050B|44017F9CE29E80D6E043814FD88180D6|1.0|MEETING SUPPORT: REC.|INDIANA MEMORIAL UNION|ADMIN. OFFICE|Y|
BL|BL053|M050C|44017F9CE29F80D6E043814FD88180D6|1.0|MSS: OFFICE|INDIANA MEMORIAL UNION|ADMIN. OFFICE|Y|
BL|BL053|M050D|44017F9CE2A080D6E043814FD88180D6|1.0|MSS: ASSOCIATE DIRECTOR|INDIANA MEMORIAL UNION|ADMIN. OFFICE|Y|
BL|BL053|M050E|44017F9CE2A180D6E043814FD88180D6|1.0|MSS: CONFERENCE|INDIANA MEMORIAL UNION|OFFICE CONFERENCE|Y|
BL|BL053|M051|44017F9CE2A280D6E043814FD88180D6|1.0|FRANGIPANI ROOM|INDIANA MEMORIAL UNION|PUBLIC MEETING|Y|
BL|BL053|M052|44017F9CE2A380D6E043814FD88180D6|1.0|DIRECTOR'S OFFICE|INDIANA MEMORIAL UNION|OFFICE OTHER|Y|
BL|BL053|M052A|44017F9CE2A480D6E043814FD88180D6|1.0|EXECUTIVE DIRECTOR|INDIANA MEMORIAL UNION|ADMIN. OFFICE|Y|
BL|BL053|M052B|44017F9CE2A580D6E043814FD88180D6|1.0|ASSISTANT DIRECTOR|INDIANA MEMORIAL UNION|ADMIN. OFFICE|Y|
BL|BL053|M052C|44017F9CE2A680D6E043814FD88180D6|1.0|DO: CONFERENCE ROOM|INDIANA MEMORIAL UNION|OFFICE CONFERENCE|Y|
BL|BL053|M052D|44017F9CE2A780D6E043814FD88180D6|1.0|DO: FILE ROOM|INDIANA MEMORIAL UNION|OFFICE SERVICE|Y|
BL|BL053|M052E|44017F9CE2A880D6E043814FD88180D6|1.0|FOOD SERVICE ASSOC. DIR.|INDIANA MEMORIAL UNION|ADMIN. OFFICE|Y|
BL|BL053|M052F|44017F9CE2A980D6E043814FD88180D6|1.0|DIRECTOR|INDIANA MEMORIAL UNION|ADMIN. OFFICE|Y|
BL|BL053|M052G|44017F9CE2AA80D6E043814FD88180D6|1.0|FOOD SERVICE|INDIANA MEMORIAL UNION|ADMIN. OFFICE|Y|
BL|BL053|M053|44017F9CE2AB80D6E043814FD88180D6|1.0|SET-UPS/STORAGE|INDIANA MEMORIAL UNION|OFFICE SERVICE|Y|
BL|BL053|M054|44017F9CE2AC80D6E043814FD88180D6|1.0|MECHANICAL EQUIPMENT|GENERAL BUILDING SPACE|MACHINE ROOM|Y|
BL|BL053|M055|44017F9CE2AD80D6E043814FD88180D6|1.0|S&S: WOMEN|GENERAL BUILDING SPACE|TOILET ROOM|Y|
BL|BL053|M055A|44017F9CE2AE80D6E043814FD88180D6|1.0|CUSTODIAL|GENERAL BUILDING SPACE|JANITOR ROOM|Y|
BL|BL053|M056|44017F9CE2AF80D6E043814FD88180D6|1.0|CUSTODIAL/SET-UPS|INDIANA MEMORIAL UNION|CENT. SHOP SERVICE|Y|
BL|BL053|M057|44017F9CE2B080D6E043814FD88180D6|1.0|S&S: MEN|GENERAL BUILDING SPACE|TOILET ROOM|Y|
BL|BL053|M059|44017F9CE2B180D6E043814FD88180D6|1.0|SUGAR & SPICE|INDIANA MEMORIAL UNION|MERCHANDISING|Y|
BL|BL053|M059A|44017F9CE2B280D6E043814FD88180D6|1.0|YOGURT MACHINE|INDIANA MEMORIAL UNION|MERCHANDISING|Y|
BL|BL053|M059B|44017F9CE2B380D6E043814FD88180D6|1.0||INDIANA MEMORIAL UNION|MERCH. SERVICE|Y|
BL|BL053|M060|44017F9CE2B480D6E043814FD88180D6|1.0|BOOKSTORE|BOOKSTORE|MERCHANDISING|Y|
BL|BL053|M060A|44017F9CE2B580D6E043814FD88180D6|1.0|BOOKSTORE|BOOKSTORE|MERCH. SERVICE|Y|
BL|BL053|M060B|44017F9CE2B680D6E043814FD88180D6|1.0|TRADE SUPERVISOR|BOOKSTORE|ADMIN. OFFICE|Y|
BL|BL053|M060C|44017F9CE2B780D6E043814FD88180D6|1.0|TRADE SPECIAL ORDER|BOOKSTORE|SUPPORT STAFF OFFICE|Y|
BL|BL053|M061A|44017F9CE2B880D6E043814FD88180D6|1.0|FOOD SERV. STORAGE|INDIANA MEMORIAL UNION|FOOD FACILITY SERVICE|Y|
BL|BL053|M061B|44017F9CE2B980D6E043814FD88180D6|1.0|FOOD SERV. STORAGE|INDIANA MEMORIAL UNION|FOOD FACILITY SERVICE|Y|
BL|BL053|M061C|44017F9CE2BA80D6E043814FD88180D6|1.0|FOOD SERV. STORAGE|INDIANA MEMORIAL UNION|FOOD FACILITY SERVICE|Y|
BL|BL053|M063|44017F9CE2BB80D6E043814FD88180D6|1.0|FOOD SERV. PRODUCTION|INDIANA MEMORIAL UNION|FOOD FACILITY SERVICE|Y|
BL|BL053|M063A|44017F9CE2BC80D6E043814FD88180D6|1.0|FOOD SERV. STORAGE|INDIANA MEMORIAL UNION|FOOD FACILITY SERVICE|Y|
BL|BL053|M063B|44017F9CE2BD80D6E043814FD88180D6|1.0|COOLER|INDIANA MEMORIAL UNION|FOOD FACILITY SERVICE|Y|
BL|BL053|M065|44017F9CE2BE80D6E043814FD88180D6|1.0|FOOD SERV. KITCHEN|INDIANA MEMORIAL UNION|FOOD FACILITY SERVICE|Y|
BL|BL053|M065A|44017F9CE2BF80D6E043814FD88180D6|1.0|FOOD SERV. OFFICE|INDIANA MEMORIAL UNION|FOOD FACILITY SERVICE|Y|
BL|BL053|M065B|44017F9CE2C080D6E043814FD88180D6|1.0|FOOD SERV. COOLER|INDIANA MEMORIAL UNION|FOOD FACILITY SERVICE|Y|
BL|BL053|M065C|44017F9CE2C180D6E043814FD88180D6|1.0|FOOD SERV. COOLER|INDIANA MEMORIAL UNION|FOOD FACILITY SERVICE|Y|
BL|BL053|M065D|44017F9CE2C280D6E043814FD88180D6|1.0|FOOD SERV. COOLER|INDIANA MEMORIAL UNION|FOOD FACILITY SERVICE|Y|
BL|BL053|M065E|44017F9CE2C380D6E043814FD88180D6|1.0|FOOD SERV. STORAGE|INDIANA MEMORIAL UNION|FOOD FACILITY SERVICE|Y|
BL|BL053|M067|44017F9CE2C480D6E043814FD88180D6|1.0|CAFETERIA|INDIANA MEMORIAL UNION|FOOD FACILITY|Y|
BL|BL053|M067A|44017F9CE2C580D6E043814FD88180D6|1.0|FOOD SERV. OFFICE|INDIANA MEMORIAL UNION|OFFICE OTHER|Y|
BL|BL053|M067B|44017F9CE2C680D6E043814FD88180D6|1.0|CLOSET|INDIANA MEMORIAL UNION|FOOD FACILITY SERVICE|Y|
BL|BL053|M067E|44017F9CE2C780D6E043814FD88180D6|1.0|EMPOLYEE RESTROOM|INDIANA MEMORIAL UNION|FOOD FACILITY SERVICE|Y|
BL|BL053|M069|44017F9CE2C880D6E043814FD88180D6|1.0|COMMONS|INDIANA MEMORIAL UNION|FOOD FACILITY SERVICE|Y|
BL|BL053|M069A|44017F9CE2C980D6E043814FD88180D6|1.0|COMMONS PRODUCTION|INDIANA MEMORIAL UNION|FOOD FACILITY SERVICE|Y|
BL|BL053|M069B|44017F9CE2CA80D6E043814FD88180D6|1.0|COMMONS KITCHEN|INDIANA MEMORIAL UNION|FOOD FACILITY SERVICE|Y|
BL|BL053|M069C|44017F9CE2CB80D6E043814FD88180D6|1.0|FOOD SERV. OFFICE|INDIANA MEMORIAL UNION|OFFICE OTHER|Y|
BL|BL053|M069D|44017F9CE2CC80D6E043814FD88180D6|1.0|FOOD SERV. COOLER|INDIANA MEMORIAL UNION|FOOD FACILITY SERVICE|Y|
BL|BL053|M070|44017F9CE2CD80D6E043814FD88180D6|1.0|TEXT OFFICE|BOOKSTORE|SUPPORT STAFF OFFICE|Y|
BL|BL053|M070B|44017F9CE2CE80D6E043814FD88180D6|1.0|SERVER ROOM|BOOKSTORE|OFFICE SERVICE|Y|
BL|BL053|M071|44017F9CE2CF80D6E043814FD88180D6|1.0||INDIANA MEMORIAL UNION|MERCHANDISING|Y|
BL|BL053|M073|44017F9CE2D080D6E043814FD88180D6|1.0|DELIGHTS|INDIANA MEMORIAL UNION|MERCHANDISING|Y|
BL|BL053|M075|44017F9CE2D180D6E043814FD88180D6|1.0|BEAUTY SHOP|INDIANA MEMORIAL UNION|MERCHANDISING|Y|
BL|BL053|M075A|44017F9CE2D280D6E043814FD88180D6|1.0|WASH ROOM|INDIANA MEMORIAL UNION|MERCH. SERVICE|Y|
BL|BL053|M075B|44017F9CE2D380D6E043814FD88180D6|1.0|STORAGE|INDIANA MEMORIAL UNION|MERCH. SERVICE|Y|
BL|BL053|M076|44017F9CE2D480D6E043814FD88180D6|1.0|COMMONS: MEN|GENERAL BUILDING SPACE|TOILET ROOM|Y|
BL|BL053|M076A|44017F9CE2D580D6E043814FD88180D6|1.0|CUSTODIAL CLOSET|GENERAL BUILDING SPACE|JANITOR ROOM|Y|
BL|BL053|M076B|44017F9CE2D680D6E043814FD88180D6|1.0|PIPE CHASE|GENERAL BUILDING SPACE|MACHINE ROOM|Y|
BL|BL053|M076C|44017F9CE2D780D6E043814FD88180D6|1.0|PIPE CHASE|GENERAL BUILDING SPACE|MACHINE ROOM|Y|
BL|BL053|M077|44017F9CE2D880D6E043814FD88180D6|1.0|COMMONS TV ROOM|INDIANA MEMORIAL UNION|PUBLIC LOUNGE|Y|
BL|BL053|M079|44017F9CE2D980D6E043814FD88180D6|1.0|ELEVATOR LOBBY|GENERAL BUILDING SPACE|HALLWAY|Y|
BL|BL053|M079A|44017F9CE2DA80D6E043814FD88180D6|1.0|ELEVATOR SERVICE|GENERAL BUILDING SPACE|MACHINE ROOM|Y|
BL|BL053|M080|44017F9CE2DB80D6E043814FD88180D6|1.0|CUSTODIAL CLOSET|GENERAL BUILDING SPACE|JANITOR ROOM|Y|
BL|BL053|M080A|44017F9CE2DC80D6E043814FD88180D6|1.0|PIPE CHASE|GENERAL BUILDING SPACE|MACHINE ROOM|Y|
BL|BL053|M082|44017F9CE2DD80D6E043814FD88180D6|1.0|COMMONS: WOMEN|GENERAL BUILDING SPACE|TOILET ROOM|Y|
BL|BL053|M082A|44017F9CE2DE80D6E043814FD88180D6|1.0|CUSTODIAL CLOSET|GENERAL BUILDING SPACE|JANITOR ROOM|Y|
BL|BL053|M082B|44017F9CE2DF80D6E043814FD88180D6|1.0|PIPE CHASE|GENERAL BUILDING SPACE|MACHINE ROOM|Y|
BL|BL053|M084|44017F9CE2E080D6E043814FD88180D6|1.0|OUTDOOR ADVENTURES|INDIANA MEMORIAL UNION|MERCHANDISING|Y|
BL|BL053|M086|44017F9CE2E180D6E043814FD88180D6|1.0|OUTDOOR ADVENTURES OFFICES|INDIANA MEMORIAL UNION|OFFICE OTHER|Y|
BL|BL053|M086A|44017F9CE2E280D6E043814FD88180D6|1.0|OUTDOOR ADVENTURES|INDIANA MEMORIAL UNION|LOUNGE SERVICE|Y|
BL|BL053|M086B|44017F9CE2E380D6E043814FD88180D6|1.0|OUTDOOR ADVENTURES|INDIANA MEMORIAL UNION|MERCH. SERVICE|Y|
BL|BL053|M088|44017F9CE2E480D6E043814FD88180D6|1.0|GRAD & PROF STUDENT LOUNGE|INDIANA MEMORIAL UNION|STAFF LOUNGE|Y|
BL|BL053|M088A|44017F9CE2E580D6E043814FD88180D6|1.0|STORAGE|INDIANA MEMORIAL UNION|LOUNGE SERVICE|Y|
BL|BL053|M089|44017F9CE2E680D6E043814FD88180D6|1.0|UITS PC CLUSTER|UNIVERSITY COMPUTING SERVICES|STUDENT STUDY|Y|
BL|BL053|M091|44017F9CE2E780D6E043814FD88180D6|1.0|CCAC DARK ROOM|INDIANA MEMORIAL UNION|REC. SERVICE|Y|
BL|BL053|M091A|44017F9CE2E880D6E043814FD88180D6|1.0|CCAC DARK ROOM|INDIANA MEMORIAL UNION|REC. SERVICE|Y|
BL|BL053|M092|44017F9CE2E980D6E043814FD88180D6|1.0|MACHINE ROOM|GENERAL BUILDING SPACE|MACHINE ROOM|Y|
BL|BL053|M095|44017F9CE2EA80D6E043814FD88180D6|1.0|BILLIARDS|INDIANA MEMORIAL UNION|RECREATION|Y|
BL|BL053|M095A|44017F9CE2EB80D6E043814FD88180D6|1.0|ACTIVITIES COUNTER|INDIANA MEMORIAL UNION|REC. SERVICE|Y|
BL|BL053|M095B|44017F9CE2EC80D6E043814FD88180D6|1.0|ACTIVITIES STORAGE|INDIANA MEMORIAL UNION|REC. SERVICE|Y|
BL|BL053|M095C|44017F9CE2ED80D6E043814FD88180D6|1.0|BOWLING/BILLIARDS|INDIANA MEMORIAL UNION|OFFICE OTHER|Y|
BL|BL053|M096|44017F9CE2EE80D6E043814FD88180D6|1.0|GAME ROOM|INDIANA MEMORIAL UNION|MERCHANDISING|Y|
BL|BL053|M096D|44017F9CE2EF80D6E043814FD88180D6|1.0|ACTIVITIES STORAGE|INDIANA MEMORIAL UNION|REC. SERVICE|Y|
BL|BL053|M096E|44017F9CE2F080D6E043814FD88180D6|1.0|ACTIVITIES STORAGE|INDIANA MEMORIAL UNION|REC. SERVICE|Y|
BL|BL053|M097|44017F9CE2F180D6E043814FD88180D6|1.0|BOWLING|INDIANA MEMORIAL UNION|RECREATION|Y|
BL|BL053|M097A|44017F9CE2F280D6E043814FD88180D6|1.0|BOWLING STORAGE|INDIANA MEMORIAL UNION|REC. SERVICE|Y|
BL|BL053|M097B|44017F9CE2F380D6E043814FD88180D6|1.0|BOWLING: PIN ROOM|INDIANA MEMORIAL UNION|REC. SERVICE|Y|
BL|BL053|M098A|44017F9CE2F480D6E043814FD88180D6|1.0|CCAC CRAFTS|INDIANA MEMORIAL UNION|REC. SERVICE|Y|
BL|BL053|M098B|44017F9CE2F580D6E043814FD88180D6|1.0|CCAC CLAY ROOM|INDIANA MEMORIAL UNION|RECREATION|Y|
BL|BL053|M098C|44017F9CE2F680D6E043814FD88180D6|1.0|CCAC POTTERY|INDIANA MEMORIAL UNION|RECREATION|Y|
BL|BL053|M098D|44017F9CE2F780D6E043814FD88180D6|1.0|BOWLING STORAGE|INDIANA MEMORIAL UNION|REC. SERVICE|Y|
BL|BL053|M099|44017F9CE2F880D6E043814FD88180D6|1.0|SE STAIRS|GENERAL BUILDING SPACE|HALLWAY|Y|
BL|BL053|M099A|44017F9CE2F980D6E043814FD88180D6|1.0|TREE SUITE HALLWAY|GENERAL BUILDING SPACE|HALLWAY|Y|
BL|BL053|M099B|44017F9CE2FA80D6E043814FD88180D6|1.0|TREE STE. HALL MIDDLE STAIRS|GENERAL BUILDING SPACE|HALLWAY|Y|
BL|BL053|M099C|44017F9CE2FB80D6E043814FD88180D6|1.0|ELEVATOR LOBBY CENTER E WING|GENERAL BUILDING SPACE|HALLWAY|Y|
BL|BL053|M099D|44017F9CE2FC80D6E043814FD88180D6|1.0|STAIRS BEHIND HOTEL ELEVATORS|GENERAL BUILDING SPACE|HALLWAY|Y|
BL|BL053|M099E|44017F9CE2FD80D6E043814FD88180D6|1.0|MAIN HALLWAY|GENERAL BUILDING SPACE|HALLWAY|Y|
BL|BL053|M099F|44017F9CE2FE80D6E043814FD88180D6|1.0|FOOD SERV. HALLWAY|INDIANA MEMORIAL UNION|MERCH. SERVICE|Y|
BL|BL053|M099H|44017F9CE2FF80D6E043814FD88180D6|1.0|FRANGIPANA EAST STAIRS|GENERAL BUILDING SPACE|HALLWAY|Y|
BL|BL053|M099J|44017F9CE30080D6E043814FD88180D6|1.0|FRANGIPANA WEST STAIRS|GENERAL BUILDING SPACE|HALLWAY|Y|
BL|BL053|M099K|44017F9CE30180D6E043814FD88180D6|1.0|STAIRS W. OF CAFETERIA|GENERAL BUILDING SPACE|HALLWAY|Y|
BL|BL053|M099L|44017F9CE30280D6E043814FD88180D6|1.0|COMMONS SE STAIRS|GENERAL BUILDING SPACE|HALLWAY|Y|
BL|BL053|M099M|44017F9CE30380D6E043814FD88180D6|1.0|GREEN TERRAZO AND CRAFTS HALLWAY|GENERAL BUILDING SPACE|HALLWAY|Y|
BL|BL053|M099N|44017F9CE30480D6E043814FD88180D6|1.0|UITS HALLWAY|GENERAL BUILDING SPACE|HALLWAY|Y|
BL|BL053|M099R|44017F9CE30580D6E043814FD88180D6|1.0|COMPUTER HALL EXIT AREA|GENERAL BUILDING SPACE|HALLWAY|Y|
BL|BL053|M099S|44017F9CE30680D6E043814FD88180D6|1.0|AHLA STAIRS/EXIT|GENERAL BUILDING SPACE|HALLWAY|Y|
BL|BL053|M099T|44017F9CE30780D6E043814FD88180D6|1.0|CCAC CRAFTS HALLWAY|GENERAL BUILDING SPACE|HALLWAY|Y|
BL|BL053|M099U|44017F9CE30880D6E043814FD88180D6|1.0|NW STAIRS|GENERAL BUILDING SPACE|HALLWAY|Y|
BL|BL053|M999N|44017F9CE30980D6E043814FD88180D6|1.0|WEST TOWER LANDING|GENERAL BUILDING SPACE|HALLWAY|Y|
BL|BL055|001|44017F9CE30A80D6E043814FD88180D6|1.0|BOWMAN|SCHOOL OF CONTINUING STUDIES|SUPPORT STAFF OFFICE|Y|
BL|BL055|001A|44017F9CE30B80D6E043814FD88180D6|1.0|BALLIET|SCHOOL OF CONTINUING STUDIES|ADMIN. OFFICE|Y|
BL|BL055|002|44017F9CE30C80D6E043814FD88180D6|1.0||SCHOOL OF CONTINUING STUDIES|SUPPORT STAFF OFFICE|Y|
BL|BL055|002A|44017F9CE30D80D6E043814FD88180D6|1.0|HS ADVISOR|SCHOOL OF CONTINUING STUDIES|FACULTY OFFICE|Y|
BL|BL055|003|44017F9CE30E80D6E043814FD88180D6|1.0||SCHOOL OF CONTINUING STUDIES|SUPPORT STAFF OFFICE|Y|
BL|BL055|004|44017F9CE30F80D6E043814FD88180D6|1.0|MECHANICAL|GENERAL BUILDING SPACE|MACHINE ROOM|Y|
BL|BL055|004A|44017F9CE31080D6E043814FD88180D6|1.0|IDF CLOSET|TELECOMMUNICATIONS - UITS|COMP/TELECOMM. SERV.|Y|
BL|BL055|005|44017F9CE31180D6E043814FD88180D6|1.0||SCHOOL OF CONTINUING STUDIES|OFFICE OTHER|Y|
BL|BL055|005A|44017F9CE31280D6E043814FD88180D6|1.0|JORDAN/CULP|SCHOOL OF CONTINUING STUDIES|OFFICE OTHER|Y|
BL|BL055|006|44017F9CE31380D6E043814FD88180D6|1.0|SUPPORT|SCHOOL OF CONTINUING STUDIES|SUPPORT STAFF OFFICE|Y|
BL|BL055|097|44017F9CE31480D6E043814FD88180D6|1.0|CUSTODIAL CLOSET|GENERAL BUILDING SPACE|JANITOR ROOM|Y|
BL|BL055|097A|44017F9CE31580D6E043814FD88180D6|1.0|CUSTODIAL CLOSET|GENERAL BUILDING SPACE|JANITOR ROOM|Y|
BL|BL055|099|44017F9CE31680D6E043814FD88180D6|1.0||GENERAL BUILDING SPACE|HALLWAY|Y|
BL|BL055|099A|44017F9CE31780D6E043814FD88180D6|1.0|STAIRWELL|GENERAL BUILDING SPACE|HALLWAY|Y|
BL|BL055|099B|44017F9CE31880D6E043814FD88180D6|1.0|ELEVATOR MECHANICAL|GENERAL BUILDING SPACE|MACHINE ROOM|Y|
BL|BL055|099C|44017F9CE31980D6E043814FD88180D6|1.0|ELEVATOR|GENERAL BUILDING SPACE|ELEVATOR|Y|
BL|BL055|100|44017F9CE31A80D6E043814FD88180D6|1.0|HALLWAY|GENERAL BUILDING SPACE|HALLWAY|Y|
BL|BL055|101|44017F9CE31B80D6E043814FD88180D6|1.0|RECORDER|SCHOOL OF CONTINUING STUDIES|SUPPORT STAFF OFFICE|Y|
BL|BL055|102|44017F9CE31C80D6E043814FD88180D6|1.0|VANDERMOLEN/HUNT/PART-TIME|SCHOOL OF CONTINUING STUDIES|ADMIN. OFFICE|Y|
BL|BL055|103|44017F9CE31D80D6E043814FD88180D6|1.0||UNIVERSITY CHANCELLOR|CONVERSION AREA|Y|
BL|BL055|104|44017F9CE31E80D6E043814FD88180D6|1.0|UNIVERSITY CHANCELLOR|UNIVERSITY CHANCELLOR|ADMIN. OFFICE|Y|
BL|BL055|105|44017F9CE31F80D6E043814FD88180D6|1.0|UNIVERSITY CHANCELLOR'S SECRETARY|UNIVERSITY CHANCELLOR|SUPPORT STAFF OFFICE|Y|
BL|BL055|105A|44017F9CE32080D6E043814FD88180D6|1.0||UNIVERSITY CHANCELLOR|OFFICE SERVICE|Y|
BL|BL055|106|44017F9CE32180D6E043814FD88180D6|1.0|STORY|SCHOOL OF CONTINUING STUDIES|ADMIN. OFFICE|Y|
BL|BL055|107|44017F9CE32280D6E043814FD88180D6|1.0|UC RESEARCH ASSOCIATE|UNIVERSITY CHANCELLOR|SUPPORT STAFF OFFICE|Y|
BL|BL055|107A|44017F9CE32380D6E043814FD88180D6|1.0|CLOSET|UNIVERSITY CHANCELLOR|OFFICE SERVICE|Y|
BL|BL055|108|44017F9CE32480D6E043814FD88180D6|1.0|CONFERENCE|SCHOOL OF CONTINUING STUDIES|OFFICE CONFERENCE|Y|
BL|BL055|108A|44017F9CE32580D6E043814FD88180D6|1.0|CLOSET|SCHOOL OF CONTINUING STUDIES|CONFERENCE SERVICE|Y|
BL|BL055|108B|44017F9CE32680D6E043814FD88180D6|1.0|CLOSET|SCHOOL OF CONTINUING STUDIES|CONFERENCE SERVICE|Y|
BL|BL055|109|44017F9CE32780D6E043814FD88180D6|1.0||GENERAL BUILDING SPACE|HALLWAY|Y|
BL|BL055|191|44017F9CE32880D6E043814FD88180D6|1.0||GENERAL BUILDING SPACE|TOILET ROOM|Y|
BL|BL055|191A|44017F9CE32980D6E043814FD88180D6|1.0|CLOSET|GENERAL BUILDING SPACE|TOILET ROOM|Y|
BL|BL055|192|44017F9CE32A80D6E043814FD88180D6|1.0||GENERAL BUILDING SPACE|TOILET ROOM|Y|
BL|BL055|193|44017F9CE32B80D6E043814FD88180D6|1.0||GENERAL BUILDING SPACE|TOILET ROOM|Y|
BL|BL055|199|44017F9CE32C80D6E043814FD88180D6|1.0|HALLWAY|GENERAL BUILDING SPACE|HALLWAY|Y|
BL|BL055|199A|44017F9CE32D80D6E043814FD88180D6|1.0|STAIRWAY|GENERAL BUILDING SPACE|HALLWAY|Y|
BL|BL055|201|44017F9CE32E80D6E043814FD88180D6|1.0|NONCREDIT|CONTINUING EDUCATION|ADMIN. OFFICE|Y|
BL|BL055|202|44017F9CE32F80D6E043814FD88180D6|1.0|SALMON/BLANKENSHIP|CONTINUING EDUCATION|SUPPORT STAFF OFFICE|Y|
BL|BL055|202A|44017F9CE33080D6E043814FD88180D6|1.0|JOHNSON|CONTINUING EDUCATION|ADMIN. OFFICE|Y|
BL|BL055|202B|44017F9CE33180D6E043814FD88180D6|1.0|WHITE|CONTINUING EDUCATION|ADMIN. OFFICE|Y|
BL|BL055|202C|44017F9CE33280D6E043814FD88180D6|1.0|TATUM|CONTINUING EDUCATION|ADMIN. OFFICE|Y|
BL|BL055|202D|44017F9CE33380D6E043814FD88180D6|1.0|BARROW|CONTINUING EDUCATION|SUPPORT STAFF OFFICE|Y|
BL|BL055|204|44017F9CE33480D6E043814FD88180D6|1.0|RETURNING STUDENT CENTER|CONTINUING EDUCATION|STUDENT STUDY|Y|
BL|BL055|205|44017F9CE33580D6E043814FD88180D6|1.0|GLASGOW/KLINCK|SCHOOL OF CONTINUING STUDIES|SUPPORT STAFF OFFICE|Y|
BL|BL055|205A|44017F9CE33680D6E043814FD88180D6|1.0||SCHOOL OF CONTINUING STUDIES|FACULTY OFFICE|Y|
