attr_data_id|obj_id|ver_nbr|perm_id|kim_typ_id|kim_attr_defn_id|attr_val|
KFS588|KFS588|1.0|386|11|6|achBankRoutingNbr|
KFS589|KFS589|1.0|387|11|5|AchAccountNumber|
KFS59|KFS59|1.0|46|11|5|Asset|
KFS590|KFS590|1.0|387|11|6|achBankAccountNbr|
KFS591|KFS591|1.0|390|5|13|KFS|
KFS592|KFS592|1.0|390|5|14|A|
KFS593|KFS593|1.0|391|5|13|KFS|
KFS594|KFS594|1.0|391|5|14|F|
KFS595|KFS595|1.0|392|5|13|KFS|
KFS596|KFS596|1.0|392|5|14|K|
KFS60|KFS60|1.0|46|11|6|conditionCode|
KFS61|KFS61|1.0|47|11|5|Asset|
KFS62|KFS62|1.0|47|11|6|landCountyName|
KFS63|KFS63|1.0|48|11|5|Asset|
KFS64|KFS64|1.0|48|11|6|landAcreageSize|
KFS65|KFS65|1.0|49|11|5|Asset|
KFS66|KFS66|1.0|49|11|6|landParcelNumber|
KFS68|KFS68|1.0|51|3|13|CLOS|
KFS69|KFS69|1.0|52|3|13|PRPL|
KFS72|KFS72|1.0|54|57|5|Proposal|
KFS73|KFS73|1.0|54|57|44|proposalResearchRisks|
KFS74|KFS74|1.0|55|3|13|GOBJ|
KFS75|KFS75|1.0|56|3|13|ORGR|
KFS79|KFS79|1.0|60|11|5|SubAccount|
KFS8|KFS8|1.0|5|3|13|APP|
KFS80|KFS80|1.0|60|11|6|a21SubAccount|
KFS81|KFS81|1.0|61|11|5|Organization|
KFS82|KFS82|1.0|61|11|6|organizationPlantChartCode|
KFS83|KFS83|1.0|62|11|5|Organization|
KFS84|KFS84|1.0|62|11|6|organizationPlantAccountNumber|
KFS85|KFS85|1.0|63|11|5|Organization|
KFS86|KFS86|1.0|63|11|6|campusPlantChartCode|
KFS87|KFS87|1.0|64|11|5|Organization|
KFS88|KFS88|1.0|64|11|6|campusPlantAccountNumber|
KFS89|KFS89|1.0|65|3|13|ECD|
KFS9|KFS9|1.0|6|3|13|CTRL|
KFS90|KFS90|1.0|66|51|13|DI|
KFS91|KFS91|1.0|67|51|13|YEDI|
KFS93|KFS93|1.0|69|3|13|CMD|
KFS94|KFS94|1.0|70|3|13|SB|
KFS95|KFS95|1.0|71|3|13|JV|
KFS96|KFS96|1.0|72|3|13|PCDO|
KFS97|KFS97|1.0|73|11|5|ProcurementCardHolder|
KFS98|KFS98|1.0|73|11|6|transactionCreditCardNumber|
KFSAR5340P-1|KFSAR5340P-1|1.0|KFSAR5340P|14|13|INV|
KFSAR5340P-2|KFSAR5340P-2|1.0|KFSAR5340P|14|10|processingOrganizationMode|
KFSAR6012-1|KFSAR6012-1|1.0|KFSAR6012|15|1|customerLoadCSVInputFileType|
KFSAR6732-1|KFSAR6732-1|1.0|KFSAR6732|8|13|APP|
KFSAR6732-2|KFSAR6732-2|1.0|KFSAR6732|8|16|PreRoute|
KFSCNTRB162-AT1|KFSCNTRB162-AT1|1.0|KFSCNTRB162-PRM|15|1|vendorExcludeInputFileType|
KFSCNTRB199-PAD2|KFSCNTRB199-PAD2|1.0|KFSCNTRB199-P2|KFSCNTRB199-TYP1|4|KFS-SYS|
KFSCNTRB199-PAD3|KFSCNTRB199-PAD3|1.0|KFSCNTRB199-P2|KFSCNTRB199-TYP1|KFSCNTRB199-ATTRDEF1|staging/sys/batchContainer/*|
KFSCNTRB199-PATD|KFSCNTRB199-PATD|1.0|KFSCNTRB199-P1|15|1|semaphoreInputFileTypeError|
KFSCOA1|KFSCOA1|1.0|1106|3|13|ACCT|
KFSENDOW1|KFSENDOW1|1.0|1104|3|13|ETB|
KFSENDOW6005|KFSENDOW6005|1.0|KFSENDOW6005|3|13|TicklerMaintenanceDocument|
KFSENDOW6007-1|KFSENDOW6007-1|1.0|KFSENDOW6007|5|13|TicklerMaintenanceDocument|
KFSENDOW6007-2|KFSENDOW6007-2|1.0|KFSENDOW6007|5|14|F|
KFSENDOW6008-1|KFSENDOW6008-1|1.0|KFSENDOW6008|12|2|org.kuali.kfs.module.endow.web.struts.TrialBalanceAction|
KFSENDOW6009-1|KFSENDOW6009-1|1.0|KFSENDOW6009|12|2|org.kuali.kfs.module.endow.web.struts.TransactionStatementAction|
KFSENDOW6010-1|KFSENDOW6010-1|1.0|KFSENDOW6010|12|2|org.kuali.kfs.module.endow.web.struts.TransactionSummaryAction|
KFSENDOW6011-1|KFSENDOW6011-1|1.0|KFSENDOW6011|12|2|org.kuali.kfs.module.endow.web.struts.AssetStatementAction|
KFSLD1|KFSLD1|1.0|1105|15|1|laborEnterpriseFeederFileSetType|
KFSLD6987|KFSDL6978i|1.0|KFSLD6987|15|1|laborEnterpriseFeederFileSetType|
KFSMI6886-AT1|KFSMI6886-AT1|1.0|KFSMI6886-PRM1|56|13|PAAT|
KFSMI6886-AT2|KFSMI6886-AT2|1.0|KFSMI6886-PRM1|56|7|false|
KFSMI6886-AT3|KFSMI6886-AT3|1.0|KFSMI6886-PRM2|10|5|PayeeACHAccount|
KFSMI6886-AT4|KFSMI6886-AT4|1.0|KFSMI6886-PRM2|10|4|KFS-PDP|
KFSMI6886-AT5|KFSMI6886-AT5|1.0|KFSMI6886-PRM3|3|13|PAAT|
KFSMI7041-AT1|KFSMI7041-AT1|1.0|KFSMI7041-PRM|12|2|org.kuali.kfs.module.ld.document.web.struts.FringeBenefitInquiryAction|
KFSMI8342-PRMATT1|KFSMI8342-PRMATT1|1.0|KFSMI8342-PRM|57|44|indirectCostRecoveryAccounts|
KFSMI8342-PRMATT2|KFSMI8342-PRMATT2|1.0|KFSMI8342-PRM|57|5|SubAccount|
KFSMI8893-PRM1ATT1|KFSMI8893-PRM1ATT1|1.0|KFSMI8893-PRM1|8|13|FP|
KFSMI8893-PRM2ATT1|KFSMI8893-PRM2ATT1|1.0|KFSMI8893-PRM2|8|13|KFS|
KFSMI8906-PRMATT1|KFSMI8906-PRMATT1|1.0|KFSMI8906-PRM|52|6|items.sourceAccountingLines|
KFSMI8906-PRMATT2|KFSMI8906-PRMATT2|1.0|KFSMI8906-PRM|52|16|ContractManagement|
KFSMI8906-PRMATT3|KFSMI8906-PRMATT3|1.0|KFSMI8906-PRM|52|13|PO|
KFSMI8944-PRMATT1|KFSMI8944-PRMATT1|1.0|KFSMI8944-PRM|52|6|items.sourceAccountingLines|
KFSMI8944-PRMATT2|KFSMI8944-PRMATT2|1.0|KFSMI8944-PRM|52|16|Tax|
KFSMI8944-PRMATT3|KFSMI8944-PRMATT3|1.0|KFSMI8944-PRM|52|13|PUR|
KFSMI9071-PRM1ATT1|KFSMI9071-PRM1ATT1|1.0|KFSMI9071-PRM1|5|13|KFS|
KFSMI9071-PRM1ATT2|KFSMI9071-PRM1ATT2|1.0|KFSMI9071-PRM1|5|14|C|
KFSMI9598-PRM1ATT|KFSMI9598-PRM1ATT|1.0|KFSMI9598-PRM1|KR1000|13|KFS|
KFSMI9598-PRM2ATT|KFSMI9598-PRM2ATT|1.0|KFSMI9598-PRM2|KR1000|13|KFS|
KFSMI9598-PRM3ATT|KFSMI9598-PRM3ATT|1.0|KFSMI9598-PRM3|KR1000|13|KFS|
KFSPURAP6940-01|KFSPURAP6940-01|1.0|KFSPURAP6940|11|5|PurchaseOrderDocument|
KFSPURAP6940-02|KFSPURAP6940-02|1.0|KFSPURAP6940|11|6|purapDocumentIdentifier|
KFSSEC6001-1|KFSSEC6001-1|1.0|KFSSEC6001|3|13|AccessSecuritySimpleMaintenanceDocument|
KFSSEC6002-1|KFSSEC6002-1|1.0|KFSSEC6002|10|4|KFS-SEC|
KFSSEC6003-1|KFSSEC6003-1|1.0|KFSSEC6003|10|4|KFS-SEC|
KFSSEC6004-1|KFSSEC6004-1|1.0|KFSSEC6004|8|13|AccessSecuritySimpleMaintenanceDocument|
KFSSEC6004-2|KFSSEC6004-2|1.0|KFSSEC6004|8|16|PreRoute|
KFSSYS6007-1|KFSSYS6007-1|1.0|KFSSYS6007|14|13|DV|
KFSSYS6007-2|KFSSYS6007-2|1.0|KFSSYS6007|14|10|immediateDisbursementEntryMode|
TEM-10000|KFS-TEM-ATTR-DATA-000|1.0|TEM-10000|52|13|TA|
TEM-10001|KFS-TEM-ATTR-DATA-001|1.0|TEM-10001|52|13|TA|
TEM-10002|KFS-TEM-ATTR-DATA-002|1.0|TEM-10002|52|13|TA|
TEM-10003|KFS-TEM-ATTR-DATA-003|1.0|TEM-10003|52|13|TA|
TEM-10004|KFS-TEM-ATTR-DATA-004|1.0|TEM-10004|52|13|TA|
TEM-10005|KFS-TEM-ATTR-DATA-005|1.0|TEM-10005|52|13|TA|
TEM-10006|KFS-TEM-ATTR-DATA-006|1.0|TEM-10006|52|13|TT|
TEM-10007|KFS-TEM-ATTR-DATA-007|1.0|TEM-10006|52|16|Account|
TEM-10008|KFS-TEM-ATTR-DATA-008|1.0|TEM-10006|52|6|sourceAccountingLines|
TEM-10009|KFS-TEM-ATTR-DATA-009|1.0|TEM-10007|11|6|citizenshipCountryCode|
TEM-10010|KFS-TEM-ATTR-DATA-010|1.0|TEM-10007|11|5|TravelAuthorizationDocument|
TEM-10011|KFS-TEM-ATTR-DATA-011|1.0|TEM-10008|11|6|cellPhoneNumber|
TEM-10012|KFS-TEM-ATTR-DATA-012|1.0|TEM-10008|11|5|TravelAuthorizationDocument|
TEM-10013|KFS-TEM-ATTR-DATA-013|1.0|TEM-10009|11|6|contactRelationTypeCode|
TEM-10014|KFS-TEM-ATTR-DATA-014|1.0|TEM-10009|11|5|TravelerDetailEmergencyContact|
TEM-10015|KFS-TEM-ATTR-DATA-015|1.0|TEM-10010|11|6|contactName|
TEM-10016|KFS-TEM-ATTR-DATA-016|1.0|TEM-10010|11|5|TravelerDetailEmergencyContact|
TEM-10017|KFS-TEM-ATTR-DATA-017|1.0|TEM-10011|11|6|phoneNumber|
TEM-10018|KFS-TEM-ATTR-DATA-018|1.0|TEM-10011|11|5|TravelerDetailEmergencyContact|
TEM-10019|KFS-TEM-ATTR-DATA-019|1.0|TEM-10012|11|6|emailAddress|
TEM-10020|KFS-TEM-ATTR-DATA-020|1.0|TEM-10012|11|5|TravelerDetailEmergencyContact|
TEM-10021|KFS-TEM-ATTR-DATA-021|1.0|TEM-10013|11|6|contactRelationTypeCode|
TEM-10022|KFS-TEM-ATTR-DATA-022|1.0|TEM-10013|11|5|TemProfileEmergencyContact|
TEM-10023|KFS-TEM-ATTR-DATA-023|1.0|TEM-10014|11|6|contactName|
TEM-10024|KFS-TEM-ATTR-DATA-024|1.0|TEM-10014|11|5|TemProfileEmergencyContact|
TEM-10025|KFS-TEM-ATTR-DATA-025|1.0|TEM-10015|11|6|phoneNumber|
TEM-10026|KFS-TEM-ATTR-DATA-026|1.0|TEM-10015|11|5|TemProfileEmergencyContact|
TEM-10027|KFS-TEM-ATTR-DATA-027|1.0|TEM-10016|11|6|emailAddress|
TEM-10028|KFS-TEM-ATTR-DATA-028|1.0|TEM-10016|11|5|TemProfileEmergencyContact|
TEM-10029|KFS-TEM-ATTR-DATA-029|1.0|TEM-10017|52|13|TA|
TEM-10030|KFS-TEM-ATTR-DATA-030|1.0|TEM-10019|52|13|TTP|
TEM-10031|KFS-TEM-ATTR-DATA-031|1.0|TEM-10023|10003|13|TTP|
TEM-10032|KFS-TEM-ATTR-DATA-032|1.0|TEM-10024|10003|13|TTP|
TEM-10033|KFS-TEM-ATTR-DATA-033|1.0|TEM-10025|11|6|dateOfBirth|
TEM-10034|KFS-TEM-ATTR-DATA-034|1.0|TEM-10025|11|5|TEMProfile|
TEM-10035|KFS-TEM-ATTR-DATA-035|1.0|TEM-10026|11|6|gender|
TEM-10036|KFS-TEM-ATTR-DATA-036|1.0|TEM-10026|11|5|TEMProfile|
TEM-10037|KFS-TEM-ATTR-DATA-037|1.0|TEM-10027|11|6|driversLicenseNumber|
TEM-10038|KFS-TEM-ATTR-DATA-038|1.0|TEM-10027|11|5|TEMProfile|
TEM-10039|KFS-TEM-ATTR-DATA-039|1.0|TEM-10028|11|6|driversLicenseExpDate|
TEM-10040|KFS-TEM-ATTR-DATA-040|1.0|TEM-10028|11|5|TEMProfile|
TEM-10041|KFS-TEM-ATTR-DATA-041|1.0|TEM-10029|11|6|driversLicenseState|
TEM-10042|KFS-TEM-ATTR-DATA-042|1.0|TEM-10029|11|5|TEMProfile|
TEM-10043|KFS-TEM-ATTR-DATA-043|1.0|TEM-10030|11|6|accountNumber|
TEM-10044|KFS-TEM-ATTR-DATA-044|1.0|TEM-10030|11|5|TEMProfileAccount|
TEM-10045|KFS-TEM-ATTR-DATA-045|1.0|TEM-10031|15|1|perDiemTxtInputFileType|
TEM-10046|KFS-TEM-ATTR-DATA-046|1.0|TEM-10032|15|1|perDiemXmlInputFileType|
TEM-10047|KFS-TEM-ATTR-DATA-047|1.0|TEM-10023|10004|13|TTP|
TEM-10048|KFS-TEM-ATTR-DATA-048|1.0|TEM-10024|10004|13|TTP|
TEM-10049|KFS-TEM-ATTR-DATA-049|1.0|TEM-10034|15|1|agencyDataXmlInputFileType|
TEM-10050|KFS-TEM-ATTR-DATA-050|1.0|TEM-10035|15|1|creditCardDataXmlInputFileType|
TEM-10051|KFS-TEM-ATTR-DATA-051|1.0|TEM-10036|52|13|TR|
TEM-10052|KFS-TEM-ATTR-DATA-052|1.0|TEM-10036|52|16|Account|
TEM-10053|KFS-TEM-ATTR-DATA-053|1.0|TEM-10036|52|6|sourceAccountingLines|
TEM-10054|KFS-TEM-ATTR-DATA-054|1.0|TEM-10037|52|13|TR|
TEM-10055|KFS-TEM-ATTR-DATA-055|1.0|TEM-10037|52|16|APTravel|
TEM-10056|KFS-TEM-ATTR-DATA-056|1.0|TEM-10037|52|6|sourceAccountingLines|
TEM-10057|KFS-TEM-ATTR-DATA-057|1.0|TEM-10038|52|13|TA|
TEM-10058|KFS-TEM-ATTR-DATA-058|1.0|TEM-10038|52|16|APTravel|
TEM-10059|KFS-TEM-ATTR-DATA-059|1.0|TEM-10038|52|6|sourceAccountingLines|
TEM-10078|KFS-TEM-ATTR-DATA-078|1.0|TEM-10045|3|13|TXRF|
TEM-10079|KFS-TEM-ATTR-DATA-079|1.0|TEM-10046|3|13|TXRF|
TEM-10080|KFS-TEM-ATTR-DATA-080|1.0|TEM-10047|3|13|TAAR|
TEM-10081|KFS-TEM-ATTR-DATA-081|1.0|TEM-10048|52|13|TAA|
TEM-10082|KFS-TEM-ATTR-DATA-082|1.0|TEM-10048|52|16|Account|
TEM-10083|KFS-TEM-ATTR-DATA-083|1.0|TEM-10048|52|6|sourceAccountingLines|
TEM-10084|KFS-TEM-ATTR-DATA-084|1.0|TEM-10049|52|13|ENT|
TEM-10085|KFS-TEM-ATTR-DATA-085|1.0|TEM-10049|52|16|EntertainmentManager|
TEM-10086|KFS-TEM-ATTR-DATA-086|1.0|TEM-10049|52|6|sourceAccountingLines|
TEM-10087|KFS-TEM-ATTR-DATA-087|1.0|TEM-10050|52|13|RELO|
TEM-10088|KFS-TEM-ATTR-DATA-088|1.0|TEM-10050|52|16|MovingAndRelocationManager|
TEM-10089|KFS-TEM-ATTR-DATA-089|1.0|TEM-10050|52|6|sourceAccountingLines|
TEM-10090|KFS-TEM-ATTR-DATA-090|1.0|TEM-10051|3|13|CRM|
TEM-10091|KFS-TEM-ATTR-DATA-091|1.0|TEM-10052|8|13|TT|
TEM-10093|KFS-TEM-ATTR-DATA-093|1.0|TEM-10053|52|13|TT|
TEM-10094|KFS-TEM-ATTR-DATA-094|1.0|TEM-10053|52|16|PreRoute|
TEM-10095|KFS-TEM-ATTR-DATA-095|1.0|TEM-10053|52|6|sourceAccountingLines|
TEM-10096|KFS-TEM-ATTR-DATA-096|1.0|TEM-10054|8|13|TT|
TEM-10097|KFS-TEM-ATTR-DATA-097|1.0|TEM-10054|8|16|PreRoute|
TEM-10098|KFS-TEM-ATTR-DATA-098|1.0|TEM-10055|52|13|TR|
TEM-10099|KFS-TEM-ATTR-DATA-099|1.0|TEM-10055|52|16|PreRoute|
TEM-10100|KFS-TEM-ATTR-DATA-100|1.0|TEM-10055|52|6|sourceAccountingLines|
TEM-10101|KFS-TEM-ATTR-DATA-101|1.0|TEM-10057|57|44|airline|
TEM-10102|KFS-TEM-ATTR-DATA-102|1.0|TEM-10057|57|5|AgencyStagingData|
TEM-10103|KFS-TEM-ATTR-DATA-103|1.0|TEM-10058|57|44|lodging|
TEM-10104|KFS-TEM-ATTR-DATA-104|1.0|TEM-10058|57|5|AgencyStagingData|
TEM-10105|KFS-TEM-ATTR-DATA-105|1.0|TEM-10059|57|44|rentalcar|
TEM-10106|KFS-TEM-ATTR-DATA-106|1.0|TEM-10059|57|5|AgencyStagingData|
TEM-10107|KFS-TEM-ATTR-DATA-107|1.0|TEM-10060|10|5|TEMProfileAccount|
TEM-10108|KFS-TEM-ATTR-DATA-108|1.0|TEM-10061|8|13|ENT|
TEM-10109|KFS-TEM-ATTR-DATA-109|1.0|TEM-10062|8|13|ENT|
TEM-10110|KFS-TEM-ATTR-DATA-110|1.0|TEM-10062|8|16|PreRoute|
TEM-10111|KFS-TEM-ATTR-DATA-111|1.0|TEM-10063|8|13|RELO|
TEM-10112|KFS-TEM-ATTR-DATA-112|1.0|TEM-10064|8|13|RELO|
TEM-10113|KFS-TEM-ATTR-DATA-113|1.0|TEM-10064|8|16|PreRoute|
TEM-10114|KFS-TEM-ATTR-DATA-114|1.0|TEM-10065|52|13|CTAP|
TEM-10115|KFS-TEM-ATTR-DATA-115|1.0|TEM-10066|52|13|CCIEC|
