role_perm_id|obj_id|ver_nbr|role_id|perm_id|actv_ind|
TEM-10012|KFS-TEM-ROLE-PERM-013|1.0|51|TEM-10004|Y|
TEM-10013|KFS-TEM-ROLE-PERM-014|1.0|7|TEM-10005|Y|
TEM-10014|KFS-TEM-ROLE-PERM-015|1.0|15|TEM-10005|Y|
TEM-10015|KFS-TEM-ROLE-PERM-016|1.0|51|TEM-10005|Y|
TEM-10016|KFS-TEM-ROLE-PERM-017|1.0|41|TEM-10006|Y|
TEM-10017|KFS-TEM-ROLE-PERM-018|1.0|TEM-10007|TEM-10007|Y|
TEM-10018|KFS-TEM-ROLE-PERM-019|1.0|51|TEM-10007|Y|
TEM-10019|KFS-TEM-ROLE-PERM-020|1.0|TEM-10007|TEM-10008|Y|
TEM-10020|KFS-TEM-ROLE-PERM-021|1.0|51|TEM-10008|Y|
TEM-10021|KFS-TEM-ROLE-PERM-022|1.0|TEM-10007|TEM-10009|Y|
TEM-10022|KFS-TEM-ROLE-PERM-023|1.0|51|TEM-10009|Y|
TEM-10024|KFS-TEM-ROLE-PERM-025|1.0|TEM-10009|TEM-10009|Y|
TEM-10025|KFS-TEM-ROLE-PERM-026|1.0|TEM-10013|TEM-10009|Y|
TEM-10026|KFS-TEM-ROLE-PERM-027|1.0|TEM-10007|TEM-10010|Y|
TEM-10027|KFS-TEM-ROLE-PERM-028|1.0|51|TEM-10010|Y|
TEM-10029|KFS-TEM-ROLE-PERM-030|1.0|TEM-10009|TEM-10010|Y|
TEM-10030|KFS-TEM-ROLE-PERM-031|1.0|TEM-10013|TEM-10010|Y|
TEM-10031|KFS-TEM-ROLE-PERM-032|1.0|TEM-10007|TEM-10011|Y|
TEM-10032|KFS-TEM-ROLE-PERM-033|1.0|51|TEM-10011|Y|
TEM-10034|KFS-TEM-ROLE-PERM-035|1.0|TEM-10009|TEM-10011|Y|
TEM-10035|KFS-TEM-ROLE-PERM-036|1.0|TEM-10013|TEM-10011|Y|
TEM-10036|KFS-TEM-ROLE-PERM-037|1.0|TEM-10007|TEM-10012|Y|
TEM-10037|KFS-TEM-ROLE-PERM-038|1.0|51|TEM-10012|Y|
TEM-10039|KFS-TEM-ROLE-PERM-040|1.0|TEM-10009|TEM-10012|Y|
TEM-10040|KFS-TEM-ROLE-PERM-041|1.0|TEM-10013|TEM-10012|Y|
TEM-10041|KFS-TEM-ROLE-PERM-042|1.0|TEM-10007|TEM-10013|Y|
TEM-10042|KFS-TEM-ROLE-PERM-043|1.0|51|TEM-10013|Y|
TEM-10044|KFS-TEM-ROLE-PERM-045|1.0|TEM-10009|TEM-10013|Y|
TEM-10045|KFS-TEM-ROLE-PERM-046|1.0|TEM-10013|TEM-10013|Y|
TEM-10046|KFS-TEM-ROLE-PERM-047|1.0|TEM-10008|TEM-10013|Y|
TEM-10047|KFS-TEM-ROLE-PERM-048|1.0|TEM-10002|TEM-10013|Y|
TEM-10048|KFS-TEM-ROLE-PERM-049|1.0|TEM-10007|TEM-10014|Y|
TEM-10049|KFS-TEM-ROLE-PERM-050|1.0|51|TEM-10014|Y|
TEM-10050|KFS-TEM-ROLE-PERM-051|1.0|TEM-10006|TEM-10014|Y|
TEM-10051|KFS-TEM-ROLE-PERM-052|1.0|TEM-10009|TEM-10014|Y|
TEM-10052|KFS-TEM-ROLE-PERM-053|1.0|TEM-10013|TEM-10014|Y|
TEM-10053|KFS-TEM-ROLE-PERM-054|1.0|TEM-10008|TEM-10014|Y|
TEM-10054|KFS-TEM-ROLE-PERM-055|1.0|TEM-10002|TEM-10014|Y|
TEM-10055|KFS-TEM-ROLE-PERM-056|1.0|TEM-10007|TEM-10015|Y|
TEM-10056|KFS-TEM-ROLE-PERM-057|1.0|51|TEM-10015|Y|
TEM-10057|KFS-TEM-ROLE-PERM-058|1.0|TEM-10006|TEM-10015|Y|
TEM-10058|KFS-TEM-ROLE-PERM-059|1.0|TEM-10009|TEM-10015|Y|
TEM-10059|KFS-TEM-ROLE-PERM-060|1.0|TEM-10013|TEM-10015|Y|
TEM-10060|KFS-TEM-ROLE-PERM-061|1.0|TEM-10008|TEM-10015|Y|
TEM-10061|KFS-TEM-ROLE-PERM-062|1.0|TEM-10002|TEM-10015|Y|
TEM-10062|KFS-TEM-ROLE-PERM-063|1.0|TEM-10007|TEM-10016|Y|
TEM-10063|KFS-TEM-ROLE-PERM-064|1.0|51|TEM-10016|Y|
TEM-10064|KFS-TEM-ROLE-PERM-065|1.0|TEM-10006|TEM-10016|Y|
TEM-10065|KFS-TEM-ROLE-PERM-066|1.0|TEM-10009|TEM-10016|Y|
TEM-10066|KFS-TEM-ROLE-PERM-067|1.0|TEM-10013|TEM-10016|Y|
TEM-10067|KFS-TEM-ROLE-PERM-068|1.0|TEM-10008|TEM-10016|Y|
TEM-10068|KFS-TEM-ROLE-PERM-069|1.0|TEM-10002|TEM-10016|Y|
TEM-10069|KFS-TEM-ROLE-PERM-070|1.0|7|TEM-10002|Y|
TEM-10070|KFS-TEM-ROLE-PERM-071|1.0|41|TEM-10002|Y|
TEM-10071|KFS-TEM-ROLE-PERM-072|1.0|41|TEM-10017|Y|
TEM-10072|KFS-TEM-ROLE-PERM-073|1.0|TEM-10008|TEM-10018|Y|
TEM-10073|KFS-TEM-ROLE-PERM-074|1.0|TEM-10008|TEM-10020|Y|
TEM-10074|KFS-TEM-ROLE-PERM-075|1.0|TEM-10008|TEM-10021|Y|
TEM-10075|KFS-TEM-ROLE-PERM-076|1.0|TEM-10008|TEM-10022|Y|
TEM-10076|KFS-TEM-ROLE-PERM-077|1.0|TEM-10009|TEM-10021|Y|
TEM-10077|KFS-TEM-ROLE-PERM-078|1.0|TEM-10009|TEM-10023|Y|
TEM-10078|KFS-TEM-ROLE-PERM-079|1.0|15|TEM-10024|Y|
TEM-10079|KFS-TEM-ROLE-PERM-080|1.0|TEM-10002|TEM-10025|Y|
TEM-10080|KFS-TEM-ROLE-PERM-081|1.0|15|TEM-10025|Y|
TEM-10081|KFS-TEM-ROLE-PERM-082|1.0|TEM-10008|TEM-10025|Y|
TEM-10082|KFS-TEM-ROLE-PERM-083|1.0|TEM-10006|TEM-10025|Y|
TEM-10083|KFS-TEM-ROLE-PERM-084|1.0|TEM-10009|TEM-10025|Y|
TEM-10084|KFS-TEM-ROLE-PERM-085|1.0|TEM-10013|TEM-10025|Y|
TEM-10085|KFS-TEM-ROLE-PERM-086|1.0|TEM-10002|TEM-10026|Y|
TEM-10086|KFS-TEM-ROLE-PERM-087|1.0|15|TEM-10026|Y|
TEM-10087|KFS-TEM-ROLE-PERM-088|1.0|TEM-10008|TEM-10026|Y|
TEM-10088|KFS-TEM-ROLE-PERM-089|1.0|TEM-10006|TEM-10026|Y|
TEM-10089|KFS-TEM-ROLE-PERM-090|1.0|TEM-10009|TEM-10026|Y|
TEM-10090|KFS-TEM-ROLE-PERM-091|1.0|TEM-10013|TEM-10026|Y|
TEM-10091|KFS-TEM-ROLE-PERM-092|1.0|TEM-10002|TEM-10027|Y|
TEM-10092|KFS-TEM-ROLE-PERM-093|1.0|TEM-10006|TEM-10027|Y|
TEM-10093|KFS-TEM-ROLE-PERM-094|1.0|TEM-10009|TEM-10027|Y|
TEM-10094|KFS-TEM-ROLE-PERM-095|1.0|TEM-10013|TEM-10027|Y|
TEM-10095|KFS-TEM-ROLE-PERM-096|1.0|TEM-10002|TEM-10028|Y|
TEM-10096|KFS-TEM-ROLE-PERM-097|1.0|TEM-10006|TEM-10028|Y|
TEM-10097|KFS-TEM-ROLE-PERM-098|1.0|TEM-10009|TEM-10028|Y|
TEM-10098|KFS-TEM-ROLE-PERM-099|1.0|TEM-10013|TEM-10028|Y|
TEM-10099|KFS-TEM-ROLE-PERM-100|1.0|TEM-10002|TEM-10029|Y|
TEM-10100|KFS-TEM-ROLE-PERM-101|1.0|TEM-10006|TEM-10029|Y|
TEM-10101|KFS-TEM-ROLE-PERM-103|1.0|TEM-10009|TEM-10029|Y|
TEM-10102|KFS-TEM-ROLE-PERM-104|1.0|TEM-10013|TEM-10029|Y|
TEM-10103|KFS-TEM-ROLE-PERM-105|1.0|TEM-10008|TEM-10029|Y|
TEM-10104|KFS-TEM-ROLE-PERM-106|1.0|TEM-10008|TEM-10030|Y|
TEM-10105|KFS-TEM-ROLE-PERM-107|1.0|TEM-10006|TEM-10030|Y|
TEM-10106|KFS-TEM-ROLE-PERM-108|1.0|TEM-10009|TEM-10030|Y|
TEM-10107|KFS-TEM-ROLE-PERM-109|1.0|TEM-10013|TEM-10030|Y|
TEM-10108|KFS-TEM-ROLE-PERM-110|1.0|TEM-10002|TEM-10030|Y|
TEM-10109|KFS-TEM-ROLE-PERM-111|1.0|54|TEM-10019|Y|
TEM-10110|KFS-TEM-ROLE-PERM-112|1.0|51|TEM-10031|Y|
TEM-10111|KFS-TEM-ROLE-PERM-113|1.0|45|TEM-10031|Y|
TEM-10112|KFS-TEM-ROLE-PERM-114|1.0|51|TEM-10032|Y|
TEM-10113|KFS-TEM-ROLE-PERM-115|1.0|45|TEM-10032|Y|
TEM-10114|KFS-TEM-ROLE-PERM-116|1.0|50|TEM-10033|Y|
TEM-10115|KFS-TEM-ROLE-PERM-117|1.0|15|TEM-10033|Y|
TEM-10116|KFS-TEM-ROLE-PERM-118|1.0|TEM-10013|TEM-10021|Y|
TEM-10117|KFS-TEM-ROLE-PERM-119|1.0|TEM-10013|TEM-10023|Y|
TEM-10118|KFS-TEM-ROLE-PERM-120|1.0|45|TEM-10034|Y|
TEM-10119|KFS-TEM-ROLE-PERM-121|1.0|45|TEM-10035|Y|
TEM-10120|KFS-TEM-ROLE-PERM-122|1.0|41|TEM-10036|Y|
TEM-10121|KFS-TEM-ROLE-PERM-123|1.0|15|TEM-10037|Y|
TEM-10122|KFS-TEM-ROLE-PERM-124|1.0|15|TEM-10038|Y|
TEM-10123|KFS-TEM-ROLE-PERM-125|1.0|15|TEM-10007|Y|
TEM-10124|KFS-TEM-ROLE-PERM-126|1.0|15|TEM-10008|Y|
TEM-10125|KFS-TEM-ROLE-PERM-127|1.0|15|TEM-10009|Y|
TEM-10126|KFS-TEM-ROLE-PERM-128|1.0|15|TEM-10010|Y|
TEM-10127|KFS-TEM-ROLE-PERM-129|1.0|15|TEM-10011|Y|
TEM-10128|KFS-TEM-ROLE-PERM-130|1.0|15|TEM-10012|Y|
TEM-10129|KFS-TEM-ROLE-PERM-131|1.0|62|TEM-10045|Y|
TEM-10130|KFS-TEM-ROLE-PERM-132|1.0|62|TEM-10046|Y|
TEM-10131|KFS-TEM-ROLE-PERM-133|1.0|15|TEM-10047|Y|
TEM-10132|KFS-TEM-ROLE-PERM-134|1.0|41|TEM-10048|Y|
TEM-10133|KFS-TEM-ROLE-PERM-135|1.0|TEM-10010|TEM-10049|Y|
TEM-10134|KFS-TEM-ROLE-PERM-136|1.0|TEM-10011|TEM-10050|Y|
TEM-10135|KFS-TEM-ROLE-PERM-137|1.0|62|TEM-10051|Y|
TEM-10136|KFS-TEM-ROLE-PERM-138|1.0|2|TEM-10051|Y|
TEM-10139|KFS-TEM-ROLE-PERM-139|1.0|61|TEM-10052|Y|
TEM-10140|KFS-TEM-ROLE-PERM-140|1.0|TEM-10013|TEM-10052|Y|
TEM-10141|KFS-TEM-ROLE-PERM-141|1.0|15|TEM-10052|Y|
TEM-10142|KFS-TEM-ROLE-PERM-142|1.0|66|TEM-10053|Y|
TEM-10143|KFS-TEM-ROLE-PERM-143|1.0|60|TEM-10054|Y|
TEM-10144|KFS-TEM-ROLE-PERM-144|1.0|TEM-10013|TEM-10054|Y|
TEM-10145|KFS-TEM-ROLE-PERM-145|1.0|TEM-10013|TEM-10055|Y|
TEM-10146|KFS-TEM-ROLE-PERM-146|1.0|95|TEM-10055|Y|
TEM-10147|KFS-TEM-ROLE-PERM-147|1.0|7|TEM-10005|Y|
TEM-10148|KFS-TEM-ROLE-PERM-148|1.0|TEM-10004|TEM-10005|Y|
TEM-10149|KFS-TEM-ROLE-PERM-149|1.0|TEM-10000|TEM-10005|Y|
TEM-10150|KFS-TEM-ROLE-PERM-150|1.0|TEM-10001|TEM-10005|Y|
TEM-10151|KFS-TEM-ROLE-PERM-151|1.0|TEM-10002|TEM-10005|Y|
TEM-10152|KFS-TEM-ROLE-PERM-152|1.0|48|TEM-10005|Y|
TEM-10153|KFS-TEM-ROLE-PERM-153|1.0|39|TEM-10005|Y|
TEM-10154|KFS-TEM-ROLE-PERM-154|1.0|TEM-10014|TEM-10005|Y|
TEM-10155|KFS-TEM-ROLE-PERM-155|1.0|TEM-10009|TEM-10007|Y|
TEM-10156|KFS-TEM-ROLE-PERM-156|1.0|TEM-10009|TEM-10008|Y|
TEM-10157|KFS-TEM-ROLE-PERM-157|1.0|TEM-10013|TEM-10007|Y|
TEM-10158|KFS-TEM-ROLE-PERM-158|1.0|TEM-10013|TEM-10008|Y|
TEM-10159|KFS-TEM-ROLE-PERM-159|1.0|TEM-10005|TEM-10007|Y|
TEM-10160|KFS-TEM-ROLE-PERM-160|1.0|TEM-10005|TEM-10008|Y|
TEM-10161|KFS-TEM-ROLE-PERM-161|1.0|TEM-10005|TEM-10009|Y|
TEM-10162|KFS-TEM-ROLE-PERM-162|1.0|TEM-10005|TEM-10010|Y|
TEM-10163|KFS-TEM-ROLE-PERM-163|1.0|TEM-10005|TEM-10011|Y|
TEM-10164|KFS-TEM-ROLE-PERM-164|1.0|TEM-10005|TEM-10012|Y|
TEM-10165|KFS-TEM-ROLE-PERM-165|1.0|15|TEM-10056|Y|
TEM-10166|KFS-TEM-ROLE-PERM-166|1.0|15|TEM-10057|Y|
TEM-10167|KFS-TEM-ROLE-PERM-167|1.0|15|TEM-10058|Y|
TEM-10168|KFS-TEM-ROLE-PERM-168|1.0|15|TEM-10059|Y|
TEM-10169|KFS-TEM-ROLE-PERM-169|1.0|15|TEM-10060|Y|
TEM-10170|KFS-TEM-ROLE-PERM-170|1.0|TEM-10008|TEM-10060|Y|
TEM-10171|KFS-TEM-ROLE-PERM-171|1.0|TEM-10008|TEM-10054|Y|
TEM-10172|KFS-TEM-ROLE-PERM-172|1.0|15|TEM-10054|Y|
TEM-10173|KFS-TEM-ROLE-PERM-173|1.0|TEM-10010|TEM-10061|Y|
TEM-10174|KFS-TEM-ROLE-PERM-174|1.0|61|TEM-10061|Y|
TEM-10175|KFS-TEM-ROLE-PERM-175|1.0|TEM-10013|TEM-10061|Y|
TEM-10176|KFS-TEM-ROLE-PERM-176|1.0|60|TEM-10062|Y|
TEM-10177|KFS-TEM-ROLE-PERM-177|1.0|TEM-10008|TEM-10062|Y|
TEM-10178|KFS-TEM-ROLE-PERM-178|1.0|TEM-10013|TEM-10062|Y|
TEM-10179|KFS-TEM-ROLE-PERM-179|1.0|TEM-10011|TEM-10063|Y|
TEM-10180|KFS-TEM-ROLE-PERM-180|1.0|61|TEM-10063|Y|
TEM-10181|KFS-TEM-ROLE-PERM-181|1.0|TEM-10013|TEM-10063|Y|
TEM-10182|KFS-TEM-ROLE-PERM-182|1.0|60|TEM-10064|Y|
TEM-10183|KFS-TEM-ROLE-PERM-183|1.0|TEM-10008|TEM-10064|Y|
TEM-10184|KFS-TEM-ROLE-PERM-184|1.0|TEM-10013|TEM-10064|Y|
TEM-10185|KFS-TEM-ROLE-PERM-185|1.0|TEM-10011|TEM-10064|Y|
TEM-10186|KFS-TEM-ROLE-PERM-186|1.0|TEM-10010|TEM-10062|Y|
TEM-10187|KFS-TEM-ROLE-PERM-187|1.0|TEM-10005|TEM-10052|Y|
TEM-10188|KFS-TEM-ROLE-PERM-188|1.0|TEM-10005|TEM-10061|Y|
TEM-10189|KFS-TEM-ROLE-PERM-189|1.0|TEM-10005|TEM-10063|Y|
TEM-10190|KFS-TEM-ROLE-PERM-190|1.0|TEM-10009|TEM-10064|Y|
TEM-10191|KFS-TEM-ROLE-PERM-191|1.0|TEM-10008|TEM-10052|Y|
TEM-10192|KFS-TEM-ROLE-PERM-192|1.0|TEM-10008|TEM-10061|Y|
TEM-10193|KFS-TEM-ROLE-PERM-193|1.0|TEM-10008|TEM-10063|Y|
TEM-10194|KFS-TEM-ROLE-PERM-194|1.0|TEM-10009|TEM-10065|Y|
TEM-10195|KFS-TEM-ROLE-PERM-195|1.0|15|TEM-10066|Y|
TEM-10196|KFS-TEM-ROLE-PERM-196|1.0|TEM-10013|TEM-10065|Y|
TEM-11001|KFS-TEM-ROLE-PERM-102|1.0|3|TEM-11001|Y|
