kemid|sec_id|regis_cd|hldg_lot_nbr|hldg_ip_ind|hldg_units|hldg_cost|hldg_annl_inc_est|hldg_fy_rem_est_inc|hldg_next_fy_est_inc|sec_unit_val|hldg_acqd_dt|hldg_prior_acrd_inc|hldg_acrd_inc_due|last_tran_dt|hldg_mval|obj_id|ver_nbr|
038G003452|99PSTF018|0AI|1.0|I|444652.0|444652.0|0.0|0.0|0.0|1.0|20091201000000|78.23|0.0|20091201000000|444652.0|8529CD486451060AE0404F8189D81C0B|1.0|
038IU09022|99CSVLIF6|MAP|1.0|P|4865.42|4865.42|0.0|0.0|0.0|1.0|20080930000000|0.0|0.0|20080930000000|4865.42|8529CD486452060AE0404F8189D81C0B|1.0|
038IU09022|99PLTF013|0CI|1.0|I|743007.0|815964.16|41013.99|17089.16|0.0|0.90484|20051101000000|0.0|0.0|20050726000000|672302.45|8529CD486453060AE0404F8189D81C0B|1.0|
038IU09022|99PLTF021|0CP|1.0|P|1.4210896E7|1.423562833E7|784441.46|326850.61|0.0|0.90484|20091225000000|0.0|0.0|20091225000000|1.285858714E7|8529CD486454060AE0404F8189D81C0B|1.0|
038IU09022|99PSTF018|0AI|1.0|I|627285.0|627285.0|0.0|0.0|0.0|1.0|20091204000000|86.85|0.0|20091204000000|627285.0|8529CD486455060AE0404F8189D81C0B|1.0|
038K008027|99PETTY12|MAI|1.0|I|2414.0|2414.0|0.0|0.0|0.0|1.0|20080930000000|0.0|0.0|20080930000000|2414.0|8529CD486456060AE0404F8189D81C0B|1.0|
038K008027|99PLTF021|0CP|1.0|P|255129.0|291218.33|14083.12|5867.97|0.0|0.90484|20091125000000|0.0|0.0|20091125000000|230850.92|8529CD486457060AE0404F8189D81C0B|1.0|
038K008027|99PSTF018|0AI|1.0|I|879748.0|879748.0|0.0|0.0|0.0|1.0|20091210000000|170.61|0.0|20091210000000|879748.0|8529CD486458060AE0404F8189D81C0B|1.0|
038L006228|99PLTF021|0CP|1.0|P|19564.0|21724.53|1079.93|449.97|0.0|0.90484|20060225000000|0.0|0.0|20060226000000|17702.29|8529CD486459060AE0404F8189D81C0B|1.0|
038L006228|99PSTF018|0AI|1.0|I|11819.0|11819.0|0.0|0.0|0.0|1.0|20091201000000|2.37|0.0|20091201000000|11819.0|8529CD48645A060AE0404F8189D81C0B|1.0|
038MCCC134|99PLTF013|0CI|1.0|I|873.0|1029.15|48.19|20.08|0.0|0.90484|20061017000000|0.0|0.0|20090625000000|789.93|8529CD48645B060AE0404F8189D81C0B|1.0|
038MCCC134|99PLTF021|0CP|1.0|P|4656.0|4189.99|257.01|107.09|0.0|0.90484|20091225000000|0.0|0.0|20091225000000|4212.94|8529CD48645C060AE0404F8189D81C0B|1.0|
038MCCC134|99PSTF018|0AI|1.0|I|16569.0|16569.0|0.0|0.0|0.0|1.0|20091201000000|10.17|0.0|20091201000000|16569.0|8529CD48645D060AE0404F8189D81C0B|1.0|
038MDSL325|99PLTF021|0CP|1.0|P|537.0|682.89|29.64|12.35|0.0|0.90484|20070225000000|0.0|0.0|20090625000000|485.9|8529CD48645E060AE0404F8189D81C0B|1.0|
038MDSL325|99PSTF018|0AI|1.0|I|558062.0|558062.0|0.0|0.0|0.0|1.0|20091209000000|103.26|0.0|20091209000000|558062.0|8529CD48645F060AE0404F8189D81C0B|1.0|
038MPHC072|99PLTF021|0CP|1.0|P|11281.0|14709.98|622.71|259.46|0.0|0.90484|20080125000000|0.0|0.0|20091025000000|10207.5|8529CD486460060AE0404F8189D81C0B|1.0|
038MPHC072|99PSTF018|0AI|1.0|I|1238.0|1238.0|0.0|0.0|0.0|1.0|20091201000000|0.22|0.0|20091201000000|1238.0|8529CD486461060AE0404F8189D81C0B|1.0|
038MSCI011|99PLTF013|0CI|1.0|I|2112.0|2288.49|116.58|48.58|0.0|0.90484|20091125000000|0.0|0.0|20091125000000|1911.02|8529CD486462060AE0404F8189D81C0B|1.0|
038MSCI011|99PLTF021|0CP|1.0|P|8967.0|9031.22|494.98|206.24|0.0|0.90484|20081125000000|0.0|0.0|20091025000000|8113.7|8529CD486463060AE0404F8189D81C0B|1.0|
038MSCI011|99PSTF018|0AI|1.0|I|302.0|302.0|0.0|0.0|0.0|1.0|20091201000000|0.06|0.0|20091201000000|302.0|8529CD486464060AE0404F8189D81C0B|1.0|
038N008222|99PLTF013|0CI|1.0|I|217.0|249.02|11.98|4.99|0.0|0.90484|20051101000000|0.0|0.0|20070725000000|196.35|8529CD486465060AE0404F8189D81C0B|1.0|
038N008222|99PLTF021|0CP|1.0|P|17558.0|20049.9|969.2|403.83|0.0|0.90484|20051101000000|0.0|0.0|20010126000000|15887.18|8529CD486466060AE0404F8189D81C0B|1.0|
038N008222|99PSTF018|0AI|1.0|I|567.0|567.0|0.0|0.0|0.0|1.0|20091201000000|0.07|0.0|20091201000000|567.0|8529CD486467060AE0404F8189D81C0B|1.0|
038P011463|99PLTF013|0CI|1.0|I|75.0|86.94|4.14|1.73|0.0|0.90484|20060807000000|0.0|0.0|20070223000000|67.86|8529CD486468060AE0404F8189D81C0B|1.0|
038P011463|99PLTF021|0CP|1.0|P|78.0|99.99|4.31|1.8|0.0|0.90484|20081025000000|0.0|0.0|20081025000000|70.58|8529CD486469060AE0404F8189D81C0B|1.0|
038P011463|99PSTF018|0AI|1.0|I|9999.0|9999.0|0.0|0.0|0.0|1.0|20091118000000|0.12|0.0|20091118000000|9999.0|8529CD48646A060AE0404F8189D81C0B|1.0|
038RPS1012|99PLTF021|0CP|1.0|P|51475.0|51475.0|2841.42|1183.93|0.0|0.90484|20051101000000|0.0|0.0|19981203000000|46576.64|8529CD48646B060AE0404F8189D81C0B|1.0|
038RPS1012|99PSTF018|0AI|1.0|I|15024.0|15024.0|0.0|0.0|0.0|1.0|20091201000000|2.01|0.0|20091201000000|15024.0|8529CD48646C060AE0404F8189D81C0B|1.0|
038RQ04162|99PLTF013|0CI|1.0|I|41203.0|49999.43|2274.41|947.67|0.0|0.90484|20051101000000|0.0|0.0|20000327000000|37282.12|8529CD48646D060AE0404F8189D81C0B|1.0|
038RQ04162|99PLTF021|0CP|1.0|P|1058317.0|1058282.7|58419.1|24341.29|0.0|0.90484|20091125000000|0.0|0.0|20091125000000|957607.55|8529CD48646E060AE0404F8189D81C0B|1.0|
038RQ04162|99PSTF018|0AI|1.0|I|82768.0|82768.0|0.0|0.0|0.0|1.0|20091201000000|10.99|0.0|20091201000000|82768.0|8529CD48646F060AE0404F8189D81C0B|1.0|
038RR04087|99PLTF021|0CP|1.0|P|28952.0|28951.94|1598.15|665.9|0.0|0.90484|20051101000000|0.0|0.0|20091025000000|26196.93|8529CD486470060AE0404F8189D81C0B|1.0|
038RR04087|99PSTF018|0AI|1.0|I|4241.0|4241.0|0.0|0.0|0.0|1.0|20091201000000|0.42|0.0|20091201000000|4241.0|8529CD486471060AE0404F8189D81C0B|1.0|
038RT04091|99PLTF021|0CP|1.0|P|49193.0|49707.13|2715.45|1131.44|0.0|0.90484|20090925000000|0.0|0.0|20090925000000|44511.79|8529CD486472060AE0404F8189D81C0B|1.0|
038RT04091|99PSTF018|0AI|1.0|I|67693.0|67693.0|0.0|0.0|0.0|1.0|20091209000000|5.5|0.0|20091209000000|67693.0|8529CD486473060AE0404F8189D81C0B|1.0|
038RV04351|99PLTF021|0CP|1.0|P|139633.0|155930.2|7707.74|3211.56|0.0|0.90484|20080225000000|0.0|0.0|20080225000000|126345.52|8529CD486474060AE0404F8189D81C0B|1.0|
038RV04351|99PSTF018|0AI|1.0|I|24021.0|24021.0|0.0|0.0|0.0|1.0|20091201000000|1.4|0.0|20091201000000|24021.0|8529CD486475060AE0404F8189D81C0B|1.0|
038SC01010|99PLTF021|0CP|1.0|P|1369.0|1353.41|75.57|31.49|0.0|0.90484|20081125000000|0.0|0.0|20081125000000|1238.73|8529CD486476060AE0404F8189D81C0B|1.0|
038SC01010|99PSTF018|0AI|1.0|I|1128.0|1128.0|0.0|0.0|0.0|1.0|20091201000000|0.24|0.0|20091201000000|1128.0|8529CD486477060AE0404F8189D81C0B|1.0|
046G007720|99PLTF021|0CP|1.0|P|174632.0|189629.52|9639.69|4016.54|0.0|0.90484|20080725000000|0.0|0.0|20090825000000|158014.02|8529CD486478060AE0404F8189D81C0B|1.0|
099PLTF013|99PLTF997|0CP|1.0|P|1.0161235E8|1.265310034E8|5609001.72|2337084.05|0.0|0.90484|20091027000000|0.0|0.0|20091130000000|9.194291877E7|8529CD486479060AE0404F8189D81C0B|1.0|
099PLTF021|99PLTF997|0CP|1.0|P|1.229456642E9|1.527150615E9|6.786600664E7|2.827750277E7|0.0|0.90484|20091130000000|0.0|0.0|20091130000000|1.112461548E9|8529CD48647A060AE0404F8189D81C0B|1.0|
099PLTF997|023184203|0OP|1.0|P|1550.0|3875.0|0.0|0.0|0.0|0.25|20070126000000|0.0|0.0|20070126000000|387.5|8529CD48647B060AE0404F8189D81C0B|1.0|
099PLTF997|04314Z998|0OP|1.0|P|45600.0|329574.43|0.0|0.0|0.0|1.0|20070125000000|0.0|0.0|20070125000000|45600.0|8529CD48647C060AE0404F8189D81C0B|1.0|
099PLTF997|610313108|0OP|1.0|P|284072.0|1073159.9|11362.88|4734.53|0.0|5.82|20070125000000|36929.36|0.0|20071231000000|1653299.04|8529CD48647D060AE0404F8189D81C0B|1.0|
099PLTF997|99ALPHTL4|0ZP|1.0|P|7.987124244E7|7.987124244E7|0.0|0.0|0.0|0.7166|20070125000000|0.0|0.0|20090819000000|5.723573233E7|8529CD486480060AE0404F8189D81C0B|1.0|
099PLTF997|99ARTIS28|0ZP|1.0|P|3.212913248E7|3.212913247E7|0.0|0.0|0.0|1.1684|20070125000000|0.0|0.0|20090227000000|3.753967838E7|8529CD486484060AE0404F8189D81C0B|1.0|
099PLTF997|99BERNST8|0ZP|1.0|P|4.1E7|4.1E7|0.0|0.0|0.0|1.8792|20090430000000|0.0|0.0|20090819000000|7.70472E7|8529CD486487060AE0404F8189D81C0B|1.0|
099PLTF997|99BGI0014|0ZP|1.0|P|3.423344471E7|3.423345037E7|0.0|0.0|0.0|0.0522|20080815000000|0.0|0.0|20090227000000|1786985.81|8529CD486488060AE0404F8189D81C0B|1.0|
099PLTF997|99CHAMP14|0FP|1.0|P|16264.0|16264.0|0.0|0.0|0.0|1.0|20090928000000|0.0|0.0|20091125000000|16264.0|8529CD486491060AE0404F8189D81C0B|1.0|
099PLTF997|99CHAMP22|0FP|1.0|P|3.12107546E7|3.12107546E7|0.0|0.0|0.0|1.0|20091125000000|0.0|0.0|20091125000000|3.12107546E7|8529CD486492060AE0404F8189D81C0B|1.0|
099PLTF997|99CHAMPL0|0FP|1.0|P|2732685.08|2732685.08|0.0|0.0|0.0|1.0|20091029000000|0.0|0.0|20091125000000|2732685.08|8529CD486493060AE0404F8189D81C0B|1.0|
099PLTF997|99CLIFTN0|0ZP|1.0|P|1.4017797E7|1.4017797E7|0.0|0.0|0.0|0.2932|20081203000000|0.0|0.0|20090916000000|4110018.08|8529CD486495060AE0404F8189D81C0B|1.0|
099PLTF997|99CRM0014|0KP|1.0|P|4.249434559E7|4.249434559E7|0.0|0.0|0.0|0.7717|20090928000000|0.0|0.0|20091125000000|3.279288649E7|8529CD48649D060AE0404F8189D81C0B|1.0|
099PLTF997|99CRM0022|0KP|1.0|P|2879503.23|2879503.23|0.0|0.0|0.0|1.0|20091125000000|0.0|0.0|20091125000000|2879503.23|8529CD48649E060AE0404F8189D81C0B|1.0|
099PLTF997|99CRM0030|0KP|1.0|P|14860.0|14860.0|0.0|0.0|0.0|1.0|20090928000000|0.0|0.0|20091125000000|14860.0|8529CD48649F060AE0404F8189D81C0B|1.0|
099PLTF997|99DFAEME0|0ZP|1.0|P|1.0E7|1.0E7|0.0|0.0|0.0|0.8586|20090126000000|0.0|0.0|20090126000000|8586000.0|8529CD4864A2060AE0404F8189D81C0B|1.0|
099PLTF997|99DIMFND9|0ZP|1.0|P|5.8E7|5.8E7|0.0|0.0|0.0|1.2061|20090430000000|0.0|0.0|20090430000000|6.99538E7|8529CD4864A3060AE0404F8189D81C0B|1.0|
099PLTF997|99LOOMI12|0WP|1.0|P|3.592731253E7|3.592731253E7|0.0|0.0|0.0|0.6911|20090827000000|0.0|0.0|20091125000000|2.482936569E7|8529CD4864C7060AE0404F8189D81C0B|1.0|
099PLTF997|99LOOMI20|0WP|1.0|P|1282992.53|1282992.53|0.0|0.0|0.0|1.0|20091125000000|0.0|0.0|20091125000000|1282992.53|8529CD4864C8060AE0404F8189D81C0B|1.0|
099PLTF997|99LOOMI38|0WP|1.0|P|853106.79|853106.79|0.0|0.0|0.0|1.0|20091125000000|0.0|0.0|20091125000000|853106.79|8529CD4864C9060AE0404F8189D81C0B|1.0|
099PLTF997|99LOOMI46|0WP|1.0|P|5579251.08|5579251.08|0.0|0.0|0.0|0.8267|20091125000000|0.0|0.0|20091125000000|4612366.87|8529CD4864CA060AE0404F8189D81C0B|1.0|
099PLTF997|99LOOMI53|0WP|1.0|P|215537.32|215537.32|0.0|0.0|0.0|0.1033|20091125000000|0.0|0.0|20091125000000|22265.01|8529CD4864CB060AE0404F8189D81C0B|1.0|
099PLTF997|99PIMCO00|0YP|1.0|P|3.802614808E7|3.802614808E7|0.0|0.0|0.0|0.7201|20090330000000|0.0|0.0|20091125000000|2.738262924E7|8529CD4864D9060AE0404F8189D81C0B|1.0|
099PLTF997|99PIMCO26|0YP|1.0|P|9168348.69|9168348.69|0.0|0.0|0.0|0.0|20091125000000|0.0|0.0|20091125000000|0.0|8529CD4864DA060AE0404F8189D81C0B|1.0|
099PLTF997|99PIMCO34|0YP|1.0|P|529860.37|529860.37|0.0|0.0|0.0|1.0|20091125000000|0.0|0.0|20091125000000|529860.37|8529CD4864DB060AE0404F8189D81C0B|1.0|
099PLTF997|99PIMCO42|0YP|1.0|P|2.251894035E7|2.251894035E7|0.0|0.0|0.0|1.0485|20091125000000|0.0|0.0|20091125000000|2.361110896E7|8529CD4864DC060AE0404F8189D81C0B|1.0|
099PLTF997|99SNYDE28|0SP|1.0|P|2395271.22|2395271.22|0.0|0.0|0.0|1.0|20091029000000|0.0|0.0|20091125000000|2395271.22|8529CD4864EB060AE0404F8189D81C0B|1.0|
099PLTF997|99SNYDE36|0SP|1.0|P|26389.0|26389.0|0.0|0.0|0.0|1.0|20091029000000|0.0|0.0|20091125000000|26389.0|8529CD4864EC060AE0404F8189D81C0B|1.0|
099PLTF997|99SNYDER3|0SP|1.0|P|6.09803863E7|6.09803863E7|0.0|0.0|0.0|0.7341|20091125000000|0.0|0.0|20091125000000|4.476570158E7|8529CD4864ED060AE0404F8189D81C0B|1.0|
099PLTF997|99STKPLS8|0ZP|1.0|P|5.037591935E7|5.037591935E7|0.0|0.0|0.0|0.6865|20070125000000|0.0|0.0|20090629000000|3.458306863E7|8529CD4864F0060AE0404F8189D81C0B|1.0|
099PLTF997|99TEMP010|0QP|1.0|P|6.493353872E7|6.493353872E7|0.0|0.0|0.0|0.7993|20090827000000|0.0|0.0|20091125000000|5.19013775E7|8529CD4864F6060AE0404F8189D81C0B|1.0|
099PLTF997|99TEMP028|0QP|1.0|P|3615635.26|3615635.26|0.0|0.0|0.0|0.9981|20091125000000|0.0|0.0|20091125000000|3608765.55|8529CD4864F7060AE0404F8189D81C0B|1.0|
099PLTF997|99TEMP036|0QP|1.0|P|159720.0|159720.0|0.0|0.0|0.0|1.0|20090626000000|0.0|0.0|20091125000000|159720.0|8529CD4864F8060AE0404F8189D81C0B|1.0|
099PLTF997|99WILBL16|0DP|1.0|P|5747.0|5747.0|0.0|0.0|0.0|1.0|20090928000000|0.0|0.0|20091125000000|5747.0|8529CD486504060AE0404F8189D81C0B|1.0|
099PLTF997|99WILBL24|0DP|1.0|P|3.829961314E7|3.829961314E7|0.0|0.0|0.0|0.7881|20091125000000|0.0|0.0|20091125000000|3.018392512E7|8529CD486505060AE0404F8189D81C0B|1.0|
099PLTF997|99WILBLR9|0DP|1.0|P|714837.06|714837.06|0.0|0.0|0.0|1.0|20091125000000|0.0|0.0|20091125000000|714837.06|8529CD486506060AE0404F8189D81C0B|1.0|
099PLTF997|REPEQF011|REP|1.0|P|2426585.0|1344385.4|0.0|0.0|0.0|0.57694|20080930000000|0.0|0.0|20080930000000|1399993.95|8529CD486507060AE0404F8189D81C0B|1.0|
099PLTF997|REPEQF029|REP|1.0|P|1.0|450000.0|0.0|0.0|0.0|725000.0|20080930000000|0.0|0.0|20080930000000|725000.0|8529CD486508060AE0404F8189D81C0B|1.0|
099PLTF997|REPEQF037|REP|1.0|P|1.0|222200.0|0.0|0.0|0.0|450000.0|20080930000000|0.0|0.0|20080930000000|450000.0|8529CD486509060AE0404F8189D81C0B|1.0|
099PLTF997|REPEQF045|REP|1.0|P|7724.35|429083.35|0.0|0.0|0.0|59.55193|20080930000000|0.0|0.0|20080930000000|459999.95|8529CD48650A060AE0404F8189D81C0B|1.0|
